x^2-x+778 -3*17*61 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[1292],[-1291]] 2 [1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,2,1,2,1,2,1,1,1,2,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[780,3,1]>,[[-1,-1],[2,1]]>,<17,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[850,17,1]>,[[-8,-1],[9,1]]>,<61,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1708,61,1]>,[[-30,-1],[31,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3,17,61],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3*17*61,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3,17,61],[3,3,3],1,[1.000000000,2.928891008,1.416478949],<"1.3_17_61.2t1.1",1>,[2,1]>]
x^4-x^3-204*x^2-1056*x-1024 5^3*109^3 4 0 4 "C4" [[4,1,2,3],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<4,1,[4,1,2,3]>,<4,1,[2,3,4,1]>] [[1,1,1,1],[2,2],[4]] 13 x-1 6 [[-2071247],[-1275086],[-1297965],[-182510]] 1 [1,4,1,3,3,1,1,4,2,1,2,1,4,3,1,2,4,2,2,2,4,4,3,2,3,4,1,2,1,3,1,1,4,3,4,4,3,2,2,3,3,3,2,3,4,3,2,4,3,4,4,2,4,3,2,4,3,4,2,1,1,4,3,2,1,2,2,1,4,2,4,3,2,3,3,1,4,1,2,1,4,2,2,3,2,4,4,3,1,4,4,1,1,3,2,1,2,4,3,1,1,4,2,4,1,1,1,4,3,3,2,1,2,1,3,4,2,4,3,2,1,1,1,3,4,4,4,4,3,1,3,4,1,2,3,3,2,2,4,1,1,3,3,4,2,3,2,4,3,3,3,1,1,3,3,3,3,4,2,4,3,4,2,3,3,2,4,3] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"CYC",0,2*],[*[4],"RES",<[1],x^2>,[<x+3304,3>,<x-1056,4>]*]] [*<2,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-457123,9708,4704,-16040]>,<5,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,3,4],[1],[[[2,4,1,3]]],20,<[],[-8320,-2480,-120,15,1]>,[[-71,-11,-3576278686523,-5960464477539],[19,-7152557373042,-596046447754,-6556510925293],[49,7152557373052,4172325134277,-6556510925293],[4,1,0,0]]>,<109,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,4,3],[1],[[[2,4,1,3]]],20,<[],[43201496,2150788,39894,327,1]>,[[-14011026919445729843599663810729132720308,1198,96406148528296306263300439064649996013,96406148528296306263300439064649995998],[21016540379168594765399495716093699111078,192812297056592612526600878129299991377,16067691421382717710550073177441665992,-48203074264148153131650219532324997999],[-7005513459722864921799831905364566390851,-192812297056592612526600878129299992576,-112473839949679023973850512242091662005,-48203074264148153131650219532324997999],[82,1,0,0]]>*] [x,0,x^2-x-136,0] [1,2,2,4] <[1],[2,4],[3]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,109],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,1]>,<1,5*109,4,[[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[2,5,109],[1,5,5],0,[0.9295697910-0.3686461768*i,1.973462999-0.3219877000*i,1.330188778-0.1136137230*i],<"1.5_109.4t1.1",1>,[4,1]>,<1,5*109,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,109],[1,5,5],1,[1.000000000,1.417738039,1.179094409],<"notfaithful",0>,[4,1]>,<1,5*109,4,[[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[2,5,109],[1,5,5],0,[0.9295697910+0.3686461768*i,1.973462999+0.3219877000*i,1.330188778+0.1136137230*i],<"1.5_109.4t1.1",2>,[4,1]>]
x^4-x^3-204*x^2+1669*x-3749 5^3*109^3 4 0 4 "C4" [[2,3,4,1],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<4,1,[2,3,4,1]>,<4,1,[4,1,2,3]>] [[1,1,1,1],[2,2],[4]] 23 x-1 5 [[785772],[2409965],[-628396],[-2567340]] 1 [2,3,1,4,3,2,2,4,1,1,2,2,4,4,2,1,4,2,1,2,3,4,4,2,4,4,2,1,1,4,2,1,3,3,4,4,4,1,1,4,3,3,2,4,3,3,2,3,4,4,3,2,4,3,1,3,3,4,1,1,2,3,4,2,2,1,2,2,3,2,3,3,1,4,3,2,4,2,2,1,4,2,2,4,2,3,4,4,1,3,3,1,2,3,2,2,2,4,4,1,2,3,1,4,1,2,2,3,3,3,1,2,1,1,3,4,1,3,4,2,1,2,2,4,4,4,4,4,4,2,3,3,1,1,3,3,1,1,3,1,1,3,4,3,2,3,1,3,3,4,4,1,2,4,4,3,3,4,1,4,4,3,1,3,4,1,4,4] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"CYC",0,2*],[*[4],"RES",<[1],x^2>,[<x-1056,3>,<x-2146,4>]*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,2],[1],[[]],20,<[],[1,1,1]>,[[441792,413495],[28297,-413495],[19801,-14598],[34399,14598]]>,<5,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,4,3],[1],[[[2,4,1,3]]],20,<[],[-145,245,-120,15,1]>,[[79,-86,17,1],[47683715820294,33,-9,9536743164062],[47683715820249,52,-8,9536743164062],[4,1,0,0]]>,<109,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,4,3],[1],[[[2,4,1,3]]],20,<[],[43422221,2153513,39894,327,1]>,[[571351,20818,251,1],[28022053838891459687199327621458265213924,-10497,-126,257083062742123483368801170839066655994],[28022053838891459687199327621458265221445,-10322,-125,257083062742123483368801170839066655994],[82,1,0,0]]>*] [x,0,x^2-x-136,0] [1,2,2,4] <[1],[2,4],[3]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,109],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,1]>,<1,5*109,4,[[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[2,5,109],[2,5,5],0,[0.08598908413-0.9962960792*i,0.5355727267+0.06104947703*i,0.7846787214+0.07395348248*i],<"1.5_109.4t1.2",1>,[4,1]>,<1,5*109,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,109],[1,5,5],1,[1.000000000,1.417738039,1.179094409],<"notfaithful",0>,[4,1]>,<1,5*109,4,[[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[2,5,109],[2,5,5],0,[0.08598908413+0.9962960792*i,0.5355727267-0.06104947703*i,0.7846787214-0.07395348248*i],<"1.5_109.4t1.2",2>,[4,1]>]
x^4-2*x^3-59*x^2+60*x+775 5^2*12641 4 0 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 7 [[176252614],[185629267],[-185629266],[-176252613]] 1 [3,5,1,5,4,5,5,1,5,4,4,5,4,5,5,5,1,2,5,2,3,2,3,4,3,2,5,5,1,3,3,2,3,1,1,4,3,3,3,5,4,2,4,3,3,1,4,3,5,2,5,1,4,1,5,3,4,2,5,2,5,5,3,2,3,3,4,3,3,2,5,4,5,3,4,3,2,5,4,4,4,2,4,5,4,3,4,3,4,3,5,4,5,4,1,3,1,4,3,1,3,3,5,4,4,3,3,5,4,2,5,5,3,4,1,4,5,3,5,4,4,3,3,3,1,4,1,2,5,5,4,5,2,3,2,1,5,3,3,4,4,4,3,5,1,2,5,3,4,5,3,4,3,5,3,4,4,4,3,4,5,3,3,4,3,5,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+60,2>,<x^2-122*x-8920,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[4,3,2,1]],[[1,2,3,4],[4,3,2,1]],[4,3,2,1],[1,3],[1],[[]],20,<[],[1,1,1]>,[[-235096,139221],[-149970,139221],[235097,-139221],[149971,-139221]]>,<5,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-924130966630,-7243308856665,1]>,[[20,5],[-1930428372905,-5],[1930428372906,5],[-19,-5]]>,<12641,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[2364752084201679444863891180100906660910556123402002360416227039521378588100821081,12641,1]>,[[4397841534062410080818777711237303321170078097783572654376471177030540209228537043,0],[-4397841534062410080818777711237303321170078097783572654376471177030540209228537042,0],[-6320,-1],[6321,1]]>*] [x,x^2-x-1,x^2-x-3160,x^2-x-15801,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,12641],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,12641],[3,6,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,12641,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,12641],[1,1,6],1,[1.000000000,1.271878875,1.200528162],<"notfaithful",0>,[4,3]>,<1,5*12641,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,12641],[3,6,6],1,[1.000000000,1.368594360,0.9240812121],<"notfaithful",0>,[4,3]>,<2,5*12641,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[2,5,12641],[3,6,6],1,[1.000000000,1.537065795,1.102449313],<"2.5_12641.4t3.2",1>,[4,3]>]
x^6-789*x^4-10*x^3+207507*x^2-7890*x-18191422 2^6*3^6*5^4*263^3 2 2 12 "D12" [[1,6,4,3,5,2],[6,2,3,5,4,1],[5,3,2,6,1,4]] [<1,1,[1,2,3,4,5,6]>,<2,1,[5,3,2,6,1,4]>,<2,3,[6,2,3,5,4,1]>,<2,3,[4,3,2,1,6,5]>,<3,2,[2,6,4,5,3,1]>,<6,2,[3,4,6,1,2,5]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 17 x^2+16*x+3 13 [[-2449291789306386,-4048860298862747],[2905004795061944,4048860298862747],[4470111691854974,4048860298862747],[-1238266454152073,0],[-884184892513356,-4048860298862747],[-2803373350945103,0]] 3 [3,2,4,5,4,1,3,5,4,4,6,5,4,6,3,4,3,5,1,3,6,5,4,3,6,4,6,3,5,4,1,3,3,5,3,6,5,1,3,3,4,1,3,6,4,1,1,6,3,6,3,3,2,3,4,3,3,6,6,3,5,4,6,4,1,3,6,1,3,5,4,4,2,6,1,3,4,6,3,2,4,6,3,6,6,3,3,2,3,6,4,4,1,3,5,3,4,3,5,6,5,3,4,3,5,5,4,4,3,5,6,6,4,6,2,4,2,4,4,4,6,5,3,4,1,4,5,3,5,1,1,3,6,6,3,1,4,5,3,4,6,3,2,3,6,4,1,3,6,4,5,3,5,4,5,4,5,3,5,4,3,4,6,3,4,3,5,1] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,3*],[*[2,2,2],"RES",<[1],x^2>,[<x-30,2>,<x^3,4>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,2,3,4],[2],[[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[52418,0],[-302266,0],[1,0]]>,[[[0,0],[1,0]],[[-222022,0],[-1,0]],[[0,-151133],[-1,0]],[[222022,-151133],[1,0]],[[151133,151133],[-1,0]],[[-151133,151133],[1,0]]]>,<3,12,6,[[2,3,1,5,6,4],[1,3,2,4,6,5],[4,5,6,1,2,3]],[[1,2,3,4,5,6],[4,5,6,1,2,3],[1,3,2,4,6,5],[4,6,5,1,3,2],[2,3,1,5,6,4],[5,6,4,2,3,1]],[4,5,6,1,2,3],[1,2,3,4,5,6],[1,2],[[[2,3,1,5,6,4],[1,3,2,4,6,5]],[[2,3,1,5,6,4]]],20,<<[],[2,2,1]>,[[-428740098,161204463],[-1286220294,483613389],[-1714960392,644817852],[-1286220294,483613389],[-303672774,-243775683],[125067324,-404980146],[1,0]]>,[[[188643885,412569226],[-273672858,268909470],[505178947,-291590775],[450310545,-125164899],[-10349544,-180716532],[45788989,439206504]],[[566387391,347448376],[-57040029,482866443],[-128746049,-486665199],[502981037,-349347753],[-556159596,57689742],[-69195953,-54674277]],[[327224505,322238179],[330712887,410485554],[-376432898,-384005493],[208969885,474512652],[566509140,123026790],[23406964,-384532227]],[[241981009,465906350],[-273672858,268909470],[505178947,-291590775],[450310545,-125164899],[-10349544,-180716532],[45788989,439206504]],[[-542536952,400785500],[-57040029,482866443],[-128746049,-486665199],[502981037,-349347753],[-556159596,57689742],[-69195953,-54674277]],[[380561629,375575303],[330712887,410485554],[-376432898,-384005493],[208969885,474512652],[566509140,123026790],[23406964,-384532227]]]>,<5,6,3,[[2,3,1,5,6,4],[6,5,4,3,2,1]],[[1,2,3,4,5,6],[6,5,4,3,2,1],[2,3,1,5,6,4]],[6,5,4,3,2,1],[1,4,5],[1],[[[2,3,1,5,6,4]]],20,<<[],[2,4,1]>,[[31975353259120,-31696039190750],[-45183749792275,0],[-11295937448260,-5647968724130],[1,0]]>,[[[-26651113958626,2823984362067],[-2695799041482,-6116271102772],[0,0]],[[4,2],[1,0],[0,0]],[[37947051406894,2823984362067],[2695799041481,6116271102772],[0,0]],[[29396548836276,30847815759518],[-2695799041482,-6116271102772],[0,0]],[[-39319768845719,28023831397453],[1,0],[0,0]],[[-1372717438829,30847815759518],[2695799041481,6116271102772],[0,0]]]>,<263,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,2,3,4],[1],[[[2,1,4,3,6,5]]],20,<<[],[5,261,1]>,[[-203318166095968797646474587606078951590570696221,0],[645273649350870434025387353843882109418303930084,0],[1,0]]>,[[[-645273649350870434025387353843882109418303929916,0],[-1,0]],[[168,0],[1,0]],[[-866116179918632752922087991675805813378846811938,-754551234402211850016503481497719884895565558104],[-1,0]],[[-220842530567762318896700637831923703960542881854,-754551234402211850016503481497719884895565558104],[1,0]],[[543479355243197535909394314753864758669694846728,754551234402211850016503481497719884895565558104],[-1,0]],[[1188753004594067969934781668597746868087998776812,754551234402211850016503481497719884895565558104],[1,0]]]>,<1164253283,2,1,[[4,3,2,1,6,5]],[[1,2,3,4,5,6],[4,3,2,1,6,5]],[4,3,2,1,6,5],[1,4],[1],[[]],20,<[],[1,0,1]>,[[-10025470627809108903406074819891872281276101302456953168660000732192905212545707180759658773622296005232402636850079107967185300081007370302882420290616683331822773628643342804225878,-9859997814344718890828252283306285628043638652670580337077322391479813757872782612533500002083347381646629144709670081792922111050408318104486300546378090907065198797567297426365117],[5012735313904554451703037409945936140638050651228476584330000366096452606272853590379829386811148002616201318425039553983592650040503685151441210145308341665911386814321671402112939,-9342772949932441159304154652727107228016118076482201026873196189107079021334208173300914647094407761442919147634052323814771827346053930043845412794696743667036489166004696801232127],[5012735313904554451703037409945936140638050651228476584330000366096452606272853590379829386811148002616201318425039553983592650040503685151441210145308341665911386814321671402112939,9342772949932441159304154652727107228016118076482201026873196189107079021334208173300914647094407761442919147634052323814771827346053930043845412794696743667036489166004696801232127],[-10025470627809108903406074819891872281276101302456953168660000732192905212545707180759658773622296005232402636850079107967185300081007370302882420290616683331822773628643342804225878,9859997814344718890828252283306285628043638652670580337077322391479813757872782612533500002083347381646629144709670081792922111050408318104486300546378090907065198797567297426365117],[-7521534349947633751297271988463685643288134155402979522558602236357868645070809425366454718746046335256761887950184648474444461977996491666967809564037417282556996209465237,8046755357569811945432393892249118655488932537156401290359224167833328929424120420737357388950216760805181196622891399125176095928802150829905208813671368676881928480228135],[-7521534349947633751297271988463685643288134155402979522558602236357868645070809425366454718746046335256761887950184648474444461977996491666967809564037417282556996209465237,-8046755357569811945432393892249118655488932537156401290359224167833328929424120420737357388950216760805181196622891399125176095928802150829905208813671368676881928480228135]]>*] [x,x^2-x+1,x^2+789,x^2-263,x^3-5,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,263,1164253283],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,263,1164253283],[3,7,3,3,3],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,3]>,<1,2^2*3*263,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,263,1164253283],[7,7,1,7,1],1,[1.000000000,1.789498562,1.080618259],<"notfaithful",0>,[6,3]>,<1,2^2*263,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,263,1164253283],[7,2,2,7,2],1,[1.000000000,0.7730211786,0.8839536340],<"notfaithful",0>,[6,3]>,<2,3^3*5^2,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]]],[2,3,5,263,1164253283],[3,7,7,3,3],1,[1.000000000,1.163730417,1.051795683],<"notfaithful",0>,[6,3]>,<2,2^4*3^3*5^2*263^2,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]]],[2,3,5,263,1164253283],[7,7,7,7,3],1,[0,0,0],<"2.2e4_3e3_5e2_263e2.6t3.2",1>,[6,3]>]
x^3-x^2-2540*x-44597 7621^2 3 0 3 "C3" [[2,3,1]] [<1,1,[1,2,3]>,<3,1,[2,3,1]>,<3,1,[3,1,2]>] [[1,1,1],[3]] 7 x-1 8 [[-2226063],[629569],[1596495]] 1 [3,3,2,1,3,1,2,2,1,1,2,3,3,2,3,3,1,2,3,2,1,3,3,2,3,2,3,2,2,3,3,2,1,3,2,1,2,3,3,2,2,1,1,3,2,1,1,3,3,3,2,3,3,2,3,2,1,1,1,1,3,1,1,3,3,2,1,1,3,3,1,3,2,2,1,1,3,1,2,3,3,2,1,2,1,1,3,3,3,2,3,3,1,2,2,3,3,2,2,1,1,1,3,2,3,1,1,3,2,3,1,1,2,3,1,2,3,3,3,3,3,2,3,3,1,3,2,1,1,2,2,1,2,1,3,3,2,2,3,3,2,3,3,3,2,3,3,1,2,2,3,3,1,2,2,1,1,1,1,1,3,3,2,3,1,2,1,3] [[*[1,1,1],"CYC",0,1*],[*[3],"ALT",[2,3,1],[<x-99073,2>,<x+99073,3>]*]] [*<13,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[-6810509243763732586857,670550265686454591873,292277816575493552277]>,<7621,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[1],[[[3,1,2]]],20,<[],[131135179543,77436981,15242,1]>,[[167983213327545866683942589015782109739702093384350879374891544803958995833372,-17633718758960332416632209842884882271586625732512885907349853804378323605,-17633718758960332416632209842884882271586625732512885907349853804378322825],[-167983213327545866683942589015782109739702093384350879374891544803958995838452,17633718758960332416632209842884882271586625732512885907349853804378323604,17633718758960332416632209842884882271586625732512885907349853804378322825],[5081,1,0]]>*] [x,0,0] [1,2,3] <[1],[2,3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,13,7621],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,1]>,<1,7621,3,[[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,13,7621],[3,1,4],0,[-0.9912453530+0.1320327619*i,0.5475574487-0.2753146359*i,0.7978250525-0.2031642169*i],<"1.7621.3t1.1",1>,[3,1]>,<1,7621,3,[[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,13,7621],[3,1,4],0,[-0.9912453530-0.1320327619*i,0.5475574487+0.2753146359*i,0.7978250525+0.2031642169*i],<"1.7621.3t1.1",2>,[3,1]>]
