x^2-995 2^2*5*199 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[2017],[-2017]] 1 [1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,2,2,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2,1,2,2,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2,2,1,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-994,2,1]>,[[1,1],[-1,-1]]>,<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-995,0,1]>,[[0,-1],[0,1]]>,<199,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-995,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,5,199],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*5*199,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,5,199],[3,3,3],1,[1.000000000,1.058058118,0.9295431483],<"1.2e2_5_199.2t1.1",1>,[2,1]>]
x^3-x^2-22*x+62 -2^3*67^2 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 11 x-1 5 [[-36210],[23665],[12546]] 2 [1,3,2,2,1,2,3,3,2,2,2,2,1,3,2,2,3,2,1,2,3,2,1,3,3,2,2,1,2,3,2,1,3,3,2,2,2,3,2,2,1,2,2,1,2,2,3,2,3,2,3,2,1,3,1,2,2,2,2,3,3,2,3,2,3,2,3,1,3,2,1,2,2,2,1,2,2,2,1,1,3,2,2,3,2,3,1,3,2,2,1,2,2,3,3,2,2,3,3,2,1,2,3,3,3,3,3,3,2,3,2,2,1,3,2,3,3,2,2,3,2,3,2,3,1,2,2,2,2,2,3,2,2,2,1,3,2,1,2,1,1,2,2,1,2,2,2,1,3,2,2,1,1,2,1,2,2,3,1,2,3,3,2,3,1,2,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[3],[[[1,3,2]]],20,<[],[383538,-116216,1]>,[[-116215,0],[0,1],[116216,262143]]>,<67,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,3],[1],[[[3,1,2]]],20,<[],[88172,5963,134,1]>,[[-128574772045007910617223108435227595,-4027386258620638999553765110015665,7688952209174636404466026275456003],[128574772045007910617223108435227551,4027386258620638999553765110015664,-7688952209174636404466026275456003],[45,1,0]]>*] [x,x^2+2,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,67],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^3,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,67],[4,1],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[3,2]>,<2,2^3*67^2,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,67],[4,5],1,[1.000000000,1.610966158,1.202103554],<"2.2e3_67e2.3t2.1",1>,[3,2]>]
x^4-x^3+12*x^2-10*x+23 5*11^2*89 0 2 8 "D8" [[2,1,4,3],[3,2,1,4]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[1,4,3,2]>,<4,2,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 23 x-1 5 [[-2140702],[-2600189],[-1349759],[-345692]] 3 [5,2,1,3,2,3,5,5,1,5,4,2,5,3,4,4,4,5,4,2,5,3,3,4,4,5,1,5,3,1,3,3,1,3,5,5,4,1,5,5,1,4,4,3,3,2,5,4,5,4,5,5,5,1,4,5,1,3,5,5,5,3,5,2,1,4,1,3,5,5,2,5,4,5,4,1,4,1,2,3,4,4,5,2,5,4,1,3,3,4,4,3,4,5,4,3,2,4,5,5,3,3,3,5,5,1,4,3,4,3,5,5,2,1,1,2,4,2,2,3,4,5,3,1,1,3,4,4,2,5,5,3,1,4,3,3,1,3,4,3,3,3,4,3,4,4,3,3,4,2,3,2,1,3,4,1,5,2,5,5,4,3,3,1,4,4,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+1,2>,<x^2+17*x-39,3>]*],[*[4],"CYC",0,5*]] [*<5,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[5,35128371734160,1]>,[[28709994904268,0],[6418376829891,0],[3018600922091,-1],[1,1]]>,<11,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,2,3],[1],[[[2,1,4,3]]],20,<<[],[2,7,1]>,[[-96562044307737988100,61371322850796619199],[273992035099054979377,-210037987799938581250],[1,0]]>,[[[-273992035099054979377,210037987799938581257],[-1,0]],[[0,7],[1,0]],[[45136266603176675174,-16187083972791778218],[3881905517856815276,867208451955789703]],[[228855768495878304204,-193850903827146803046],[-3881905517856815276,-867208451955789703]]]>,<89,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,82,1]>,[[-331886752195656906609941740635870426570,0],[-351991117099527347928243053226527194310,0],[1,0]]>,[[[195611779462645960855605094025049167274,305496416107269228268372258859727545232],[0,0]],[[424696761228676989150834732157264965476,-305496416107269228268372258859727545232],[0,0]],[[351991117099527347928243053226527194381,0],[-1,0]],[[71,0],[1,0]]]>*] [x,x^2-x+3,x^2-x-111,x^2-x+1224,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,11,89],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,11,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[5,11,89],[1,6,1],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[4,3]>,<1,5*89,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[5,11,89],[6,1,6],1,[1.000000000,1.155450675,0.9252144374],<"notfaithful",0>,[4,3]>,<1,5*11*89,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[5,11,89],[6,6,6],1,[1.000000000,2.873779872,1.473614511],<"notfaithful",0>,[4,3]>,<2,5*11*89,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[5,11,89],[6,7,7],1,[1.000000000,0.5632015640,0.7898464674],<"2.5_11_89.4t3.1",1>,[4,3]>]
x^4-2*x^3-2*x^2+3*x+27 5*11^2*89 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 37 x-1 5 [[7419728],[-32760050],[32760051],[-7419727]] 3 [5,1,1,3,3,3,5,5,2,5,4,1,5,3,4,4,4,5,4,2,5,3,3,4,4,5,2,5,3,2,3,3,2,3,5,5,4,2,5,5,1,4,4,3,3,2,5,4,5,4,5,5,5,1,4,5,1,3,5,5,5,3,5,2,2,4,1,3,5,5,1,5,4,5,4,2,4,2,2,3,4,4,5,1,5,4,1,3,3,4,4,3,4,5,4,3,2,4,5,5,3,3,3,5,5,2,4,3,4,3,5,5,1,1,1,2,4,1,1,3,4,5,3,2,1,3,4,4,1,5,5,3,1,4,3,3,2,3,4,3,3,3,4,3,4,4,3,3,4,1,3,2,2,3,4,1,5,2,5,5,4,3,3,1,4,4,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+3,2>,<x^2-8*x-429,3>]*],[*[4],"CYC",0,5*]] [*<3,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-271616769,-319391004,271616770,319391005]>,<5,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[10017683561855,5,1]>,[[-34314589830201,0],[34314589830202,0],[-2,-1],[3,1]]>,<11,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,7,1]>,[[114080140955061244623,-97372168993599043940],[245441378886624848642,262340392519767102244],[1,0]]>,[[[-245441378886624848633,-262340392519767102240],[-1,0]],[[9,4],[1,0]],[[-8,-4],[-1,0]],[[245441378886624848634,262340392519767102240],[1,0]]]>,<89,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,82,1]>,[[83673693507731745850046280270740258132,0],[89,0],[1,0]]>,[[[253202217735097324713106543355230237448,160320731545746933202159640475919484494],[0,0]],[[-253202217735097324713106543355230237447,-160320731545746933202159640475919484494],[0,0]],[[-44,0],[-1,0]],[[45,0],[1,0]]]>*] [x,x^2-x+3,x^2-x-111,x^2-x+1224,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,11,89],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,11,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,11,89],[1,1,6,1],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[4,3]>,<1,5*89,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,5,11,89],[1,6,1,6],1,[1.000000000,1.155450675,0.9252144374],<"notfaithful",0>,[4,3]>,<1,5*11*89,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,11,89],[1,6,6,6],1,[1.000000000,2.873779872,1.473614511],<"notfaithful",0>,[4,3]>,<2,5*11*89,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[3,5,11,89],[1,6,7,7],1,[1.000000000,1.873227765,1.227103728],<"2.5_11_89.4t3.2",1>,[4,3]>]
x^4-2*x^3+7*x^2-6*x+121 7^2*1913 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 67 x-1 5 [[101532148],[-194294289],[194294290],[-101532147]] 3 [2,5,5,3,4,5,3,5,2,2,5,2,5,2,5,4,3,3,1,4,5,4,3,3,3,3,3,4,1,1,1,5,4,3,2,4,5,4,3,3,4,5,1,4,4,3,2,5,3,3,1,2,3,3,3,2,3,3,4,4,3,5,3,3,3,2,2,4,4,3,5,4,5,1,4,5,4,5,4,5,3,2,4,5,5,1,4,4,5,2,5,5,4,4,1,5,3,5,5,1,4,4,5,4,4,3,3,5,4,5,5,4,1,5,1,1,5,5,4,4,3,2,5,4,3,4,2,5,5,5,2,2,2,1,3,3,5,5,5,4,5,1,4,2,3,3,3,3,5,4,1,5,4,3,4,4,4,3,3,5,4,1,4,3,4,5,4,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-6,2>,<x^2+10*x-1888,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[4,3,2,1]],[[1,2,3,4],[4,3,2,1]],[4,3,2,1],[1,2],[1],[[]],20,<[],[1,1,1]>,[[-4782,-9565],[28970,57939],[-28969,-57939],[4783,9565]]>,<7,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,6,1]>,[[-15229432684825814,1134293952143359],[-972251958980029,-324083986326674],[1,0]]>,[[[972251958980029,324083986326675],[-1,0]],[[0,1],[1,0]],[[1,-1],[-1,0]],[[-972251958980028,-324083986326675],[1,0]]]>,<1913,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,1908,1]>,[[-32293291544319100799538598247992018299561392180715946986473071505,0],[1913,0],[1,0]]>,[[[214623579226495106288342677059148886878723142512151868390767945424,-42902538973989099441730458110704071208558786870721440285232348368],[0,0]],[[-214623579226495106288342677059148886878723142512151868390767945423,42902538973989099441730458110704071208558786870721440285232348368],[0,0]],[[-956,0],[-1,0]],[[957,0],[1,0]]]>*] [x,x^2-x+2,x^2-x-478,x^2-x+3348,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,1913],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,7,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,1913],[1,6,1],1,[1.000000000,1.187410412,1.151925471],<"notfaithful",0>,[4,3]>,<1,1913,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,7,1913],[1,1,6],1,[1.000000000,1.366414916,1.165424745],<"notfaithful",0>,[4,3]>,<1,7*1913,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,7,1913],[1,6,6],1,[1.000000000,4.017955135,1.565565570],<"notfaithful",0>,[4,3]>,<2,7*1913,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[2,7,1913],[2,6,6],1,[1.000000000,0.2805764218,0.6137018141],<"2.7_1913.4t3.1",1>,[4,3]>]
x^4+1988*x^2+494018 2^11*7^2*71^2 0 2 4 "C4" [[4,3,2,1],[2,4,1,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<4,1,[2,4,1,3]>,<4,1,[3,1,4,2]>] [[1,1,1,1],[2,2],[4]] 17 x-1 9 [[25826575393],[-31302584664],[31302584664],[-25826575393]] 2 [1,3,3,1,4,3,1,3,2,3,2,4,2,3,2,3,3,3,3,1,1,2,3,1,1,3,2,3,3,2,1,3,1,3,3,1,4,3,2,3,4,4,2,2,3,2,3,1,4,3,2,1,1,4,1,1,3,1,4,1,3,3,4,2,1,4,4,2,4,3,1,1,1,4,3,2,3,3,2,1,3,3,2,1,1,4,2,1,3,2,4,2,2,4,4,2,4,1,3,4,4,3,4,2,3,2,4,2,2,2,2,4,2,3,2,1,3,2,4,4,4,2,3,4,4,4,3,1,1,3,4,2,1,3,2,1,4,3,4,1,4,4,2,4,4,2,3,1,3,1,3,2,3,1,4,1,2,2,2,4,4,2,2,4,1,2,1,3] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"CYC",0,2*],[*[4],"RES",<[1],x^3-7*x^2+11*x-5>,[<x-1976072,3>,<x+1976072,4>]*]] [*<2,4,4,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[1,2,3,4],[1,2,3,4],[3,5],[[[3,4,2,1]],[[2,1,4,3]]],20,<[],[494018,0,1988,0,1]>,[[0,1,0,0],[0,131071,0,0],[0,131069,0,78063],[0,3,0,53009]]>,<7,2,2,[[4,3,2,1]],[[1,2,3,4],[4,3,2,1]],[1,2,3,4],[1,2],[1],[[[4,3,2,1]]],20,<[],[22922229684702432,0,1]>,[[0,-1],[0,-275475214363043],[0,275475214363043],[0,1]]>,<71,2,2,[[4,3,2,1]],[[1,2,3,4],[4,3,2,1]],[1,2,3,4],[1,2],[1],[[[4,3,2,1]]],20,<[],[4248275384081840708884674378703772662,0,1]>,[[0,-1],[0,139497722414795857291682516627599],[0,-139497722414795857291682516627599],[0,1]]>*] [x,0,x^2-2,0] [1,2,2,4] <[1],[2,4],[3]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,71],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,1]>,<1,2^4*7*71,4,[[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[2,7,71],[5,5,5],0,[0.3826834324-0.9238795325*i,0.6733016414+0.5839514175*i,0.9810241101+0.1520380729*i],<"1.2e4_7_71.4t1.1",1>,[4,1]>,<1,2^3,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,7,71],[5,1,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[4,1]>,<1,2^4*7*71,4,[[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[2,7,71],[5,5,5],0,[0.3826834324+0.9238795325*i,0.6733016414-0.5839514175*i,0.9810241101-0.1520380729*i],<"1.2e4_7_71.4t1.1",2>,[4,1]>]
x^5-2*x^4+14*x^3+56*x^2-49*x+294 2^11*7^2*71^2 1 2 20 "F5" [[1,5,4,2,3],[1,3,2,5,4],[4,5,2,3,1]] [<1,1,[1,2,3,4,5]>,<2,5,[1,3,2,5,4]>,<4,5,[1,5,4,2,3]>,<4,5,[1,4,5,3,2]>,<5,4,[4,5,2,3,1]>] [[1,1,1,1,1],[1,2,2],[1,4],[5]] 23 x^2+21*x+5 12 [[-6938060305058839,4554178490352496],[2055404024368177,0],[-6750598968469388,7806212133151118],[6997313557640350,-4554178490352496],[4635941691519702,-7806212133151118]] 2 [1,4,4,1,3,4,5,4,2,4,2,3,2,4,2,4,4,4,4,1,1,2,4,5,1,4,2,4,4,2,5,4,5,4,4,5,3,4,2,4,3,3,2,2,4,2,4,5,3,4,2,5,5,3,5,5,4,1,3,5,4,4,3,2,5,3,3,2,3,4,5,5,5,3,4,2,4,4,2,5,4,4,2,5,5,3,2,5,4,2,3,2,2,3,3,2,3,5,4,3,3,4,3,2,4,2,3,2,2,2,2,3,2,4,2,5,4,2,3,3,3,2,4,3,3,3,4,5,5,4,3,2,1,4,2,5,3,4,3,5,3,3,2,3,3,2,4,5,4,5,4,2,4,5,3,5,2,2,2,3,3,2,2,3,5,2,5,4] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[1,4],"RES",<[1],x^2>,[<x^5+48*x^4+22778*x^3+2354604*x^2+89806759*x+999398316,3>,<x^5+48*x^4+22778*x^3+4358508*x^2+420228263*x+32675442828,4>]*],[*[5],"CYC",0,5*]] [*<2,4,4,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,2,3,4,5],[1,2,3,4],[3,5],[[[1,4,5,3,2]],[[1,3,2,5,4]]],20,<[],[304366,522600,-70680,-71304,1]>,[[452982,524288,0,0],[1,1,0,0],[-33259,51847,111526,33916],[41775,106049,72748,29761],[62791,104247,77870,67395]]>,<7,2,2,[[1,5,4,3,2]],[[1,2,3,4,5],[1,5,4,3,2]],[1,2,3,4,5],[1,2],[1],[[[1,5,4,3,2]]],20,<[],[29095416283220623,6410135826326939,1]>,[[23662033312646822,0],[121879548540372,627349626398396],[103518565314857,-1],[0,1],[538772542154686,-627349626398396]]>,<71,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[-1953038423508007314163063615463900110,489977692320508922706073864655422705,1]>,[[-3691765506901933025255978156430958505,0],[-489977692320508922706073864655422670,-1],[35,1],[-750689488475372807989765871989752118,-19116743094018577969325290937187739],[4932432687697814755951817893076133260,19116743094018577969325290937187739]]>*] [x,x^2-2,x^4+1988*x^2+494018,x^4+1988*x^2+494018,0] [1,2,2,4,5] <[1],[2],[3,4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,71],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,3]>,<1,2^3,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,71],[6,3,1,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[5,3]>,<1,2^4*7*71,4,[[1,0],[-1,0],[0,-1],[0,1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0]]],[2,3,7,71],[6,4,6,6],0,[0.3826834324-0.9238795325*i,0.6733016414+0.5839514175*i,0.9810241101+0.1520380729*i],<"notfaithful",0>,[5,3]>,<1,2^4*7*71,4,[[1,0],[-1,0],[0,1],[0,-1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0]]],[2,3,7,71],[6,4,6,6],0,[0.3826834324+0.9238795325*i,0.6733016414-0.5839514175*i,0.9810241101-0.1520380729*i],<"notfaithful",0>,[5,3]>,<4,2^11*7^2*71^2,1,[[4],[0],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1]],[[1],[-2],[1]]],[2,3,7,71],[6,3,7,7],1,[0,0,0],<"4.2e11_7e2_71e2.5t3.1",1>,[5,3]>]
