x^2-x-997 3989 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[342],[-341]] 1 [2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,2,1,1,1,2,2,1,1,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,2,1,1,2,1,2,2,1,2,1,2,2,1,1,1,2,2,2,1,2,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3989,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[3977033,3989,1]>,[[-1994,-1],[1995,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3989],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3989,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3989],[3],1,[1.000000000,0.3730444161,0.7178339162],<"1.3989.2t1.1",1>,[2,1]>]
x^6-50*x^3+1458 -2^8*3^6*17^3 0 3 12 "D12" [[3,4,1,2,5,6],[1,2,5,6,3,4],[2,1,6,5,4,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[2,1,4,3,6,5]>,<2,3,[2,1,6,5,4,3]>,<2,3,[3,4,1,2,5,6]>,<3,2,[5,6,1,2,3,4]>,<6,2,[4,3,6,5,2,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 11 x^2+7*x+2 9 [[-753132158,0],[856447640,0],[636292869,-599491686],[-747792930,-91305460],[116839289,599491686],[-108654710,91305460]] 3 [4,1,3,5,4,5,4,6,4,3,1,6,3,2,3,4,3,6,6,4,6,5,3,4,6,4,6,4,2,3,2,4,4,5,4,6,1,5,4,3,3,6,3,6,3,5,5,2,4,1,3,3,6,3,4,3,3,6,2,4,1,4,2,4,6,3,6,6,4,5,4,3,5,5,5,3,4,2,3,5,4,5,4,1,1,3,3,1,4,6,3,4,5,3,1,4,4,3,6,6,5,4,3,4,5,5,3,4,3,2,5,5,3,5,6,3,1,3,3,3,5,6,3,4,1,4,6,4,2,1,2,4,5,5,4,5,4,5,4,3,1,3,5,4,5,4,6,3,6,3,6,3,6,4,5,4,2,3,5,3,4,4,6,3,4,4,5,2] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+54,2>,<x^3,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,12,6,[[2,1,4,3,6,5],[3,4,5,6,1,2],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3],[3,4,5,6,1,2],[4,3,6,5,2,1]],[1,2,5,6,3,4],[1,2,4,3,5,6],[1,4],[[[2,1,4,3,6,5],[3,4,5,6,1,2]],[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[1458,0],[0,0],[0,0],[-50,0],[0,0],[0,0],[1,0]]>,[[[0,0],[1,0],[0,0],[0,0],[0,0],[0,0]],[[0,0],[-133153,0],[0,0],[0,0],[4161,0],[0,0]],[[0,0],[0,1],[0,0],[0,0],[0,0],[0,0]],[[0,0],[0,-133153],[0,0],[0,0],[0,4161],[0,0]],[[0,0],[-1,-1],[0,0],[0,0],[0,0],[0,0]],[[0,0],[133153,133153],[0,0],[0,0],[257983,257983],[0,0]]]>,<3,6,6,[[3,1,2,5,6,4],[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5],[3,1,2,5,6,4]],[1,2,3,4,5,6],[1,4,5],[1,2],[[[3,1,2,5,6,4],[1,3,2,4,6,5]],[[3,1,2,5,6,4]]],20,<[],[-1702835322,-72039609,1152302097,1477642347,355574454,78260610,1]>,[[3406896,-5207139,660249,-976941,4398165,5236155],[-4178565,4141179,-6190920,5624739,6931413,-3184875],[771669,1065960,5530671,-4647798,3019329,-2051280],[-422830540,341757195,20730406,421132671,-200559756,-175881170],[425187266,61798419,-515431307,99663395,-327399315,564967405],[-2356726,-403555614,494700901,-520796066,527959071,-389086235]]>,<7,3,1,[[3,4,6,5,2,1]],[[1,2,3,4,5,6],[3,4,6,5,2,1],[6,5,1,2,4,3]],[3,4,6,5,2,1],[1,5,5],[1],[[]],20,<[],[4,0,6,1]>,[[-2859106382522295,1448318363619166,-4269894401425424],[2891720093762938,4169594950965798,-1445860046881469],[-5211926645670226,1630921428802422,2605963322835113],[-504383282517736,1260958206294340,252191641258868],[-2387336811245202,-5430553157260138,1193668405622601],[-3327862157180622,-3079239792421588,1663931078590311]]>,<17,4,2,[[2,1,4,3,6,5],[6,5,3,4,2,1]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[6,5,3,4,2,1],[5,6,4,3,1,2]],[6,5,3,4,2,1],[1,2,4,3],[1],[[[2,1,4,3,6,5]]],20,<<[],[3,16,1]>,[[-109632765854861382783888,0],[1261464252386682845847149,0],[1,0]]>,[[[-1009289672633063133992723,889896642582760238851310],[93036252896346745121521,-33196550078922530268651]],[[-1248167042964702757218669,1035209918432610890732720],[-93036252896346745121521,33196550078922530268651]],[[-1261464252386682845847147,0],[-1,0]],[[2,0],[1,0]],[[-1554600111296186919335785,-1035209918432610890732720],[93036252896346745121522,-33196550078922530268651]],[[1009289672633063133992721,-889896642582760238851310],[-93036252896346745121522,33196550078922530268651]]]>*] [x,x^2-x+1,x^2+17,x^2-51,x^3-2,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,17],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,7,17],[3,7,1,3],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,3]>,<1,2^2*17,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,17],[7,1,1,7],1,[1.000000000,1.523896276,1.115930737],<"notfaithful",0>,[6,3]>,<1,2^2*3*17,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,17],[7,7,1,7],1,[1.000000000,1.289677609,1.056839625],<"notfaithful",0>,[6,3]>,<2,2^2*3^3,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]]],[2,3,7,17],[7,7,5,3],1,[1.000000000,0.8146240592,0.9743024320],<"notfaithful",0>,[6,3]>,<2,2^4*3^3*17^2,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]]],[2,3,7,17],[7,7,5,7],1,[1.000000000,0.9598013784,0.9803184263],<"2.2e4_3e3_17e2.6t3.1",1>,[6,3]>]
x^6-x^5+5*x^4-20*x^3+5*x^2-86*x+171 5^5*89^4 2 2 120 "S5" [[3,1,5,2,6,4],[2,1,6,5,4,3]] [<1,1,[1,2,3,4,5,6]>,<2,10,[2,1,6,5,4,3]>,<2,15,[2,1,5,4,3,6]>,<3,20,[5,3,6,1,4,2]>,<4,30,[3,5,2,4,1,6]>,<5,24,[4,2,5,3,6,1]>,<6,20,[3,1,5,2,6,4]>] [[1,1,1,1,1,1],[1,1,2,2],[1,1,4],[1,5],[2,2,2],[3,3],[6]] 19 x^2+18*x+2 5 [[1125218,0],[1117003,-252247],[-511358,0],[705251,252247],[-225093,-577476],[265079,577476]] 3 [7,5,1,7,6,7,5,3,7,3,4,5,3,7,5,7,6,4,5,3,7,6,7,3,7,3,5,2,6,7,5,4,5,4,6,6,5,2,5,5,6,6,3,5,5,4,1,5,7,4,5,3,3,6,7,5,4,6,7,3,2,7,5,6,2,5,3,5,5,4,5,3,5,7,4,7,4,7,6,4,3,3,6,2,6,5,6,5,3,2,5,6,2,3,4,5,4,3,7,6,5,5,2,6,3,5,2,5,6,4,2,5,5,4,3,3,7,5,7,6,4,5,5,5,6,6,3,6,5,5,4,5,3,7,3,3,5,7,5,6,3,3,7,5,3,6,7,7,3,7,7,6,7,2,5,3,3,4,5,6,5,7,7,4,7,2,3,2] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,3*],[*[1,1,4],"CYC",0,5*],[*[1,5],"CYC",0,6*],[*[2,2,2],"CYC",0,2*],[*[3,3],"CYC",0,4*],[*[6],"CYC",0,7*]] [*<5,20,20,[[1,4,5,6,2,3],[1,2,4,6,3,5]],[[1,2,3,4,5,6],[1,2,6,5,4,3],[1,2,4,6,3,5],[1,2,5,3,6,4],[1,4,5,6,2,3]],[1,2,3,4,5,6],[1,3,5,5,6],[1,2],[[[1,4,5,6,2,3],[1,2,4,6,3,5]],[[1,4,5,6,2,3]]],20,<[],[11605260189480,20685170254175,12927392563825,-44027376786750,-44439807055970,-3827206869100,40688216991850,-5099229632225,-20568888900090,44650494503080,-41994457561325,-17903739705325,28920276537995,42526265197365,-6567014990225,-20515977098875,-21153114836850,-15278714270265,-37314228542715,16261380444520,1]>,[[-6038070427394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[-3865762684774,-9066818674830,5100374184380,3550814243370,3927333468707,-3442523030510,-7176780431050,-6240131170770,8408051541251,8210347709907,542053722755,-5627621354075,6076113617131,-3640940983925,-3892605824000,508350910975,257734335427,1870780201419,-607774900389,1292775498113],[8019428297561,-7343839202630,-2248474238035,9077952277230,1292252906897,9363267002164,5238579368000,-7948576487605,-7983864322469,5519067805939,8620370507158,7964958342115,-5134686087749,-2626074650223,-980602806697,3894971349865,334642847237,1466320616258,1440144899560,-954170745375],[8624164293061,-8207369981780,-6381171612120,-1622972099030,-5135106262478,9103913675458,3422491938880,-131098026380,-289961907794,-7272288038069,7577287346772,2446545427200,6239234786086,-289410637146,4476802818808,6117756298760,438942578007,1523576026342,1095264556113,415303146295],[-3562228261014,9176249206120,2567465634825,22555111750,3438657549812,-3571212491003,-3808612496860,9357045045855,-5479252380599,3326375234993,133608603012,6937145920405,6862374693996,-5760051189039,-1716956250,-5501962365150,93932251077,-891934859459,1684803869700,1571690188214],[-3177531217439,-3631707675005,961806030950,8045136794805,-3523137662938,7620041172016,2324321621030,4962760638900,5345027069611,9289983615355,2200166148428,7352457992480,5030449318661,-6757008867792,398122768139,-5019116194450,-1125252011748,-154044718935,202258840641,1489099178378]]>,<17,4,1,[[2,4,1,3,5,6]],[[1,2,3,4,5,6],[4,3,2,1,5,6],[2,4,1,3,5,6],[3,1,4,2,5,6]],[2,4,1,3,5,6],[1,3,5,5],[1],[[]],20,<[],[3,10,7,0,1]>,[[-372973414031825665036808,-2024120591537727480116704,306307311310035553968379,431240514316408844511143],[1517711762464328868736719,-682609903140922189519830,-767184803701714175956654,1184294858188045989645962],[-1810368357846983579980472,-1890249581714733926565086,714142031389317708693704,-492632535115620219340044],[-1794855807955295285151863,532748669745811073800019,-253264538997639086705429,-1122902837388834614817061],[89308353823921911576193,0,0,0],[-19546893305659498615298,0,0,0]]>,<89,10,5,[[1,3,4,5,6,2],[1,6,5,4,3,2]],[[1,2,3,4,5,6],[1,6,5,4,3,2],[1,3,4,5,6,2],[1,4,5,6,2,3]],[1,6,5,4,3,2],[1,3,6,6],[1],[[[1,3,4,5,6,2]]],20,<<[],[3,82,1]>,[[-341108018770989720345757603183880771882,0],[423961477854808880829516717459029882584,0],[-35357311661892004412663653078681174925,0],[412448155273200926028718149701683898625,0],[303957985997545064168670452925677242592,0],[1,0]]>,[[[303957985997545064168670452925677242383,0],[0,0],[0,0],[0,0],[0,0]],[[56180450955043850913411077485232585548,332618007224679376469240239592191081335],[-635595665215511419391951744439167460,-1093861828920421148918130126432685006],[-2927145025589468874006674344180837547,-2864541169226875923998392722678564375],[-3648891944004926148716561179914663044,2726370146940198368451755592786527767],[-3767635339213457680667191447827485586,-3088309631510488786090116482151591562]],[[-463476066982206910931642081415678060900,182876525662401502229031164542611414867],[508889412814401073335159607624371242,-1707021498913951816034795259692102826],[-1128686873849887147934677316224765181,3298531379293085271742044534419201265],[-701283717195480561345789844795907240,-1766646113693674664822492157205238495],[2059580666535160351341926739002346109,4112475640086820035591016169339842561]],[[42,0],[1,0],[0,0],[0,0],[0,0]],[[97443353354474673242728496631647155222,-182876525662401502229031164542611414867],[-1536646005242155328113622719139345943,1707021498913951816034795259692102826],[1509621426041361562106120133547171314,-3298531379293085271742044534419201265],[2142399276685236637796573424517500433,1766646113693674664822492157205238495],[3502751117801976264060277950596841986,-4112475640086820035591016169339842561]],[[5894276675143322606832054373121077706,-332618007224679376469240239592191081335],[1663352257643265674170414855954142160,1093861828920421148918130126432685006],[2546210473397994459835231526858431414,2864541169226875923998392722678564375],[2207776384515170072265777600193069851,-2726370146940198368451755592786527767],[-1794696445123678934735013241771702509,3088309631510488786090116482151591562]]]>*] [x,x^2-x-1,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,17,89],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,14]>,<1,5,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[5,17,89],[8,2,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[6,14]>,<4,5^5*89^4,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1]]],[5,17,89],[8,5,8],1,[0,0,0],<"4.5e5_89e4.10t12.1",1>,[6,14]>,<4,5^5*89^4,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1]]],[5,17,89],[8,5,8],1,[0,0,0],<"4.5e5_89e4.5t5.1",1>,[6,14]>,<5,5^6*89^4,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1]],[[1],[-1]]],[5,17,89],[8,5,9],1,[0,0,0],<"5.5e6_89e4.10t13.1",1>,[6,14]>,<5,5^5*89^4,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-1]]],[5,17,89],[8,5,8],1,[0,0,0],<"5.5e5_89e4.6t14.1",1>,[6,14]>,<6,5^7*89^4,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1]],[[1],[2],[1]]],[5,17,89],[8,5,9],1,[0,0,0],<"6.5e7_89e4.20t35.1",1>,[6,14]>]
x^6-2*x^5-5*x^4+20*x^3-25*x^2-75*x+175 5^5*89^4 2 2 120 "S5" [[2,1,4,3,6,5],[3,5,4,6,1,2]] [<1,1,[1,2,3,4,5,6]>,<2,10,[2,1,4,3,6,5]>,<2,15,[1,6,4,3,5,2]>,<3,20,[4,1,6,2,3,5]>,<4,30,[1,4,2,6,5,3]>,<5,24,[6,5,3,1,4,2]>,<6,20,[3,5,4,6,1,2]>] [[1,1,1,1,1,1],[1,1,2,2],[1,1,4],[1,5],[2,2,2],[3,3],[6]] 59 x^2+58*x+2 5 [[335951807,-108228334],[244984253,0],[178876488,108228334],[-246328290,316120587],[194730605,0],[6709438,-316120587]] 3 [7,7,1,5,4,7,7,4,7,6,4,2,4,7,5,5,3,4,5,4,2,4,5,3,5,4,5,5,4,5,7,6,2,6,4,6,7,7,2,7,6,4,4,5,2,3,6,5,2,4,5,3,4,6,5,5,6,6,5,4,5,5,5,4,7,5,6,5,7,6,5,4,7,5,4,5,3,7,6,3,6,3,6,5,3,5,4,5,6,5,7,4,2,4,6,7,3,1,5,4,7,7,7,6,6,7,7,5,3,3,2,2,7,4,4,6,5,5,5,6,3,5,5,5,3,4,4,3,5,5,3,7,6,5,6,6,5,5,2,6,3,4,2,5,4,4,5,5,6,7,2,4,5,2,7,6,4,6,7,3,2,7,2,6,5,7,3,7] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,3*],[*[1,1,4],"CYC",0,5*],[*[1,5],"CYC",0,6*],[*[2,2,2],"CYC",0,2*],[*[3,3],"CYC",0,4*],[*[6],"CYC",0,7*]] [*<5,20,20,[[1,4,5,6,2,3],[1,2,4,6,3,5]],[[1,2,3,4,5,6],[1,2,6,5,4,3],[1,2,4,6,3,5],[1,2,5,3,6,4],[1,4,5,6,2,3]],[1,2,3,4,5,6],[1,3,5,5,6],[1,2],[[[1,4,5,6,2,3],[1,2,4,6,3,5]],[[1,4,5,6,2,3]]],20,<[],[44998832911395,-36224074904575,10014398805000,-41583495286800,5666904093645,-16800581017475,-46717748453670,-4350917523080,28437106232995,22545631619235,43912919085110,-20453000598195,27148182746585,-18745118200130,-5251169860955,12165635343095,28312459925730,26170285948740,40218983301985,23929548671205,1]>,[[19217072092262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0],[9087215191445,5211672914420,9295922343615,1763809932560,1452427623735,1803772766935,401971811515,-331305100595,-1741487525754,-1612877711610,997282796618,745980315402,91684002733,-719435578806,-237911487662,1705753010949,1784788430441,641593852959,-1329873443858,1027778107931],[5657618376790,7482656705850,-6431774918000,-2721671612910,-1818841477125,-226502372295,-773809700615,710726357100,-1795912587974,-128155323981,-522268555188,-1185674361932,1662943497317,1237310919017,-1261222764947,310069037744,-1012835970523,-269431611388,991626480312,-900823131068],[-2558118024825,-8551853452905,-8404231713010,-7857737942965,-1486946574060,-232772370775,740740189560,-1768073066810,-1441640093779,588753639083,-448026692521,1410178141584,1275637777611,-1490023903910,930608970384,1390599354144,-1210480398483,243381325291,198979461642,1613786435290],[-9394415648790,2428972557585,79660399555,-5118294730300,-266930402285,-847932572530,-323939951865,-717672768230,-452751875984,421379055772,-109537351321,-1346107653635,740443330025,-1024714656782,627298991741,436791239594,1205027846351,400237666076,-670407731228,-1536315888236],[-2935885658755,-6571448724950,5460423887840,-5139591974510,-1694406435890,-496565451335,-44962348595,-1708372687090,1617094817866,730900340736,82549802412,375623558581,43988657939,-1817834045144,-58773709516,-28515376806,-766499907786,-1015781232938,809675233132,-204425523917]]>,<89,10,5,[[1,3,4,5,6,2],[1,6,5,4,3,2]],[[1,2,3,4,5,6],[1,6,5,4,3,2],[1,3,4,5,6,2],[1,4,5,6,2,3]],[1,6,5,4,3,2],[1,3,6,6],[1],[[[1,3,4,5,6,2]]],20,<<[],[3,82,1]>,[[-101051819231079441437192248553779009703,0],[429283700743598858177226827100799065237,0],[450621656647947808729296062266530100201,0],[164975156442230758996876747650721646646,0],[112789915884798019935833443985815641858,0],[1,0]]>,[[[112789915884798019935833443985815641855,0],[0,0],[0,0],[0,0],[0,0]],[[463263212194743717947682491940427768030,384655566756397482549739467560147163883],[835840880245401215626056174690338835,-3657676161180533632561286958193324815],[-4978027307562244110522413198283264335,-2828224508757869774428678151770938783],[3168024058179257937950911323139644711,5320820026391435264251558578610956820],[-722401126338500303659632866751144700,-4873522693323881497972892106515566186]],[[220248181140971517048435367138358704536,226256574610660363629068009666504725715],[579296578318867751924719519440229877,4624789352761842479062632289711155799],[-1458861438325093967658633720426969687,-526250413652153975687602398700781347],[-1995772927213830462593627224485408217,4566660842043035568549226519472725327],[4621455114855843257236961613847421063,705318056525974881341885306830750445]],[[1,0],[1,0],[0,0],[0,0],[0,0]],[[140902561092977360223833283252956412725,-226256574610660363629068009666504725715],[3711603614541721858832700744130470674,-4624789352761842479062632289711155799],[-2005188543156346520137388910506329669,526250413652153975687602398700781347],[-5021643268125779333301910811129726325,-4566660842043035568549226519472725327],[1408950760110751185780056308155172618,-705318056525974881341885306830750445]],[[35095787477359682778898293091282800056,-384655566756397482549739467560147163883],[-5126741073105990826383476438261039387,3657676161180533632561286958193324815],[-2482637967033285041397102141669293918,2828224508757869774428678151770938783],[3849392137160351857944626712475489831,-5320820026391435264251558578610956820],[-5308004748628094139357385055251448981,4873522693323881497972892106515566186]]]>*] [x,x^2-x-1,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,89],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,14]>,<1,5,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[5,89],[8,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[6,14]>,<4,5^5*89^4,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1]]],[5,89],[8,8],1,[0,0,0],<"4.5e5_89e4.10t12.2",1>,[6,14]>,<4,5^5*89^4,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1]]],[5,89],[8,8],1,[0,0,0],<"4.5e5_89e4.5t5.2",1>,[6,14]>,<5,5^6*89^4,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1]],[[1],[-1]]],[5,89],[8,9],1,[0,0,0],<"5.5e6_89e4.10t13.2",1>,[6,14]>,<5,5^5*89^4,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-1]]],[5,89],[8,8],1,[0,0,0],<"5.5e5_89e4.6t14.2",1>,[6,14]>,<6,5^7*89^4,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1]],[[1],[2],[1]]],[5,89],[8,9],1,[0,0,0],<"6.5e7_89e4.20t35.2",1>,[6,14]>]
