x^2-x+1515 -73*83 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[120],[-119]] 2 [2,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,2,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,2,2,2,2,1,1,2,1,1,2,2,1,2,1,2,1,2,2,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<73,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[2847,73,1]>,[[-36,-1],[37,1]]>,<83,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[3237,83,1]>,[[-41,-1],[42,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[73,83],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,73*83,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[73,83],[3,3],1,[1.000000000,1.049355745,0.9125442568],<"1.73_83.2t1.1",1>,[2,1]>]
x^6+2*x^4-2*x^3-2*x^2-2*x+1 2^6*3^3*11*251 2 2 72 "S3wrC2" [[2,1,4,3,6,5],[4,2,3,1,5,6],[4,2,3,5,1,6]] [<1,1,[1,2,3,4,5,6]>,<2,6,[2,1,4,3,6,5]>,<2,6,[4,2,3,1,5,6]>,<2,9,[4,3,2,1,5,6]>,<3,4,[4,3,6,5,1,2]>,<3,4,[1,3,6,4,5,2]>,<4,18,[3,1,4,2,6,5]>,<6,12,[2,4,5,3,6,1]>,<6,12,[4,3,6,1,5,2]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,1,3],[1,1,2,2],[1,2,3],[2,2,2],[2,4],[3,3],[6]] 109 x^2+108*x+6 5 [[7561607076,0],[-1979635256,2330187781],[-7460082820,-2330187781],[-3490144430,-1134338872],[-4071462646,1134338872],[-5946521473,0]] 4 [4,4,8,7,6,9,7,8,6,8,2,9,7,8,9,7,9,5,8,9,9,7,9,2,9,7,8,5,4,8,2,3,7,8,7,2,9,7,6,7,1,6,3,4,7,7,7,7,3,9,7,5,3,6,7,3,7,7,4,2,8,8,8,4,3,8,2,9,6,4,7,9,7,9,7,9,7,9,7,5,9,3,9,9,2,4,8,1,8,7,9,5,7,9,7,9,2,7,7,9,7,2,4,7,7,4,4,7,3,5,7,4,8,8,7,7,7,3,7,5,9,1,7,5,8,8,4,4,8,6,7,3,8,4,2,9,8,8,7,8,7,7,7,9,3,4,9,8,8,4,9,7,7,4,8,9,8,7,4,2,4,8,7,6,7,3,7,4] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,1,3],"CYC",0,6*],[*[1,1,2,2],"CYC",0,4*],[*[1,2,3],"CYC",0,9*],[*[2,2,2],"CYC",0,2*],[*[2,4],"CYC",0,7*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,8*]] [*<2,4,2,[[2,1,4,3,6,5],[1,2,6,5,4,3]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,6,5,4,3],[2,1,5,6,3,4]],[1,2,6,5,4,3],[1,2,4,2],[2],[[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[89150,0],[156362,0],[1,0]]>,[[[1,0],[1,0]],[[-156361,0],[-1,0]],[[136564,-251159],[-198767,126755]],[[-50422,-257205],[198767,-126755]],[[206783,257205],[-198766,126755]],[[-136565,251159],[198766,-126755]]]>,<3,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,2,4,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,2,1]>,[[-14308338,0],[1309998615,0],[1,0]]>,[[[-1309998613,0],[-1,0]],[[2,0],[1,0]],[[-1106793534,-1106793533],[-20351628,560779106]],[[1314257100,-1084134407],[20351628,-560779106]],[[1106793532,1106793533],[20351627,-560779106]],[[-4258487,1084134407],[-20351627,560779106]]]>,<11,6,2,[[1,2,3,4,6,5],[2,3,1,4,5,6]],[[1,2,3,4,5,6],[1,2,3,4,6,5],[2,3,1,4,5,6],[3,1,2,4,5,6],[2,3,1,4,6,5],[3,1,2,4,6,5]],[2,3,1,4,5,6],[1,3,6,6,9,9],[1],[[[1,2,3,4,6,5]]],20,<<[],[9,2,0,1]>,[[-158049559338014760757,0,0],[-265720507046286817393,0,0],[1,0,0]]>,[[[273968349204388707143,315471799572070040930,37288763170151528057],[0,0,0]],[[53943066010748216449,-49209847574327589836,208644798241201164637],[0,0,0]],[[-327911415215136923592,-266261951997742451094,-245933561411352692694],[0,0,0]],[[-265720507046286817399,0,0],[0,0,0]],[[265720507046286817396,0,0],[-1,0,0]],[[3,0,0],[1,0,0]]]>,<251,6,2,[[1,2,3,4,6,5],[1,3,4,2,5,6]],[[1,2,3,4,5,6],[1,2,3,4,6,5],[1,3,4,2,5,6],[1,4,2,3,5,6],[1,3,4,2,6,5],[1,4,2,3,6,5]],[1,3,4,2,5,6],[1,3,6,6,9,9],[1],[[[1,2,3,4,6,5]]],20,<<[],[245,3,0,1]>,[[-89010852575519869802559719726383041992775905527,0,0],[-119473075054857238995287057747407895040451412027,0,0],[1,0,0]]>,[[[-119473075054857238995287057747407895040451412037,0,0],[0,0,0]],[[254805738486873210805710533456312761187559104097,-233484097313310582440641708164091802596051741008,-365140451351984489634810033875337527315523262952],[0,0,0]],[[422269391198185730651998519872448273400667806214,361343781938454771489514683434530802974569674257,211134695599092865325999259936224136700333903107],[0,0,0]],[[308011511505783248617621547878226781230378719690,-127859684625144189048872975270439000378517933249,154005755752891624308810773939113390615189359845],[0,0,0]],[[119473075054857238995287057747407895040451412032,0,0],[-1,0,0]],[[5,0,0],[1,0,0]]]>*] [x,x^2-8283,x^2-3,x^2-x-690,x^4+67*x^2+432,0,0,0,0] [1,2,2,2,5,6,7,8,9] <[1],[2],[3],[4],[5],[6],[7],[8],[9]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,251],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,13]>,<1,2^2*3*11*251,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,11,251],[10,10,10,10],1,[1.000000000,0.8539616693,0.9747530932],<"notfaithful",0>,[6,13]>,<1,2^2*3,1,[[1],[-1],[1],[1],[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,11,251],[10,10,1,1],1,[1.000000000,0.7603459963,0.9497031263],<"notfaithful",0>,[6,13]>,<1,11*251,1,[[1],[1],[-1],[1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,251],[1,1,10,10],1,[1.000000000,3.014655292,1.524415062],<"notfaithful",0>,[6,13]>,<2,2^2*3*11*251,1,[[2],[0],[0],[-2],[2],[2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1]],[[1],[-1]]],[2,3,11,251],[10,10,11,11],1,[1.000000000,0.6506645789,0.7301428357],<"notfaithful",0>,[6,13]>,<4,2^4*3^2*11^3*251^3,1,[[4],[0],[-2],[0],[-2],[1],[0],[0],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[2],[3],[2],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[1],[0],[1]],[[1],[-1],[0],[1],[-1]],[[1],[0],[-1]],[[1],[-1]]],[2,3,11,251],[10,10,11,11],1,[0,0,0],<"4.2e4_3e2_11e3_251e3.12t36.1",1>,[6,13]>,<4,2^4*3^2*11*251,1,[[4],[0],[2],[0],[-2],[1],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[2],[3],[2],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[1],[0],[1]],[[1],[1],[0],[-1],[-1]],[[1],[0],[-1]],[[1],[0],[0],[-1]]],[2,3,11,251],[10,10,11,11],1,[1.000000000,1.244314332,1.071295657],<"4.2e4_3e2_11_251.6t13.1",1>,[6,13]>,<4,2^2*3*11^2*251^2,1,[[4],[2],[0],[0],[1],[-2],[0],[-1],[0]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[2],[3],[2],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[0],[-1],[-1]],[[1],[0],[1],[0],[1]],[[1],[-1],[-1],[1]],[[1],[1],[1]]],[2,3,11,251],[10,10,11,11],1,[0,0,0],<"4.2e2_3_11e2_251e2.6t13.1",1>,[6,13]>,<4,2^6*3^3*11^2*251^2,1,[[4],[-2],[0],[0],[1],[-2],[0],[1],[0]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[2],[3],[2],[1]],[[1],[0],[0],[0],[-1]],[[1],[-1],[0],[1],[-1]],[[1],[0],[1],[0],[1]],[[1],[1]],[[1],[1],[1]]],[2,3,11,251],[10,10,11,11],1,[0,0,0],<"4.2e6_3e3_11e2_251e2.12t34.1",1>,[6,13]>]
x^3-x^2-1236*x-15935 3709^2 3 0 3 "C3" [[2,3,1]] [<1,1,[1,2,3]>,<3,1,[2,3,1]>,<3,1,[3,1,2]>] [[1,1,1],[3]] 7 x-1 7 [[-329237],[321743],[7495]] 1 [3,3,1,1,1,2,1,2,3,1,2,1,2,3,1,2,3,1,3,2,1,2,3,3,3,2,2,3,1,3,1,1,3,2,3,2,1,2,2,1,1,2,2,1,2,1,3,1,2,3,3,1,1,2,1,2,2,2,1,3,1,1,1,3,1,2,2,3,2,1,2,2,2,1,1,2,3,3,1,1,3,2,2,1,2,3,3,2,3,1,1,1,1,3,1,2,3,1,2,3,3,1,1,2,3,2,3,1,2,1,2,1,3,3,3,2,2,3,1,3,3,3,1,2,3,1,3,3,3,2,3,2,2,3,1,1,2,2,3,2,3,3,3,3,2,1,3,2,3,3,1,3,1,2,2,1,2,3,3,3,1,1,3,3,3,3,2,2] [[*[1,1,1],"CYC",0,1*],[*[3],"ALT",[2,3,1],[<x+18545,2>,<x-18545,3>]*]] [*<5,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[-27775920340810,2142622575778,6559811436908]>,<3709,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[1],[[[3,1,2]]],20,<[],[15115009525,18341005,7418,1]>,[[1211607,-26178202604146108223776939426735299176123087417019037618336044602371,13089101302073054111888469713367649588061543708509518809168022301678],[-1214079,26178202604146108223776939426735299176123087417019037618336044602370,-13089101302073054111888469713367649588061543708509518809168022301678],[2473,1,0]]>*] [x,0,0] [1,2,3] <[1],[2,3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,3709],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,1]>,<1,3709,3,[[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,5,3709],[3,1,4],0,[0.5607155250-0.8280085145*i,0.8906313198-0.4586323561*i,0.8492788822-0.2388966331*i],<"1.3709.3t1.1",1>,[3,1]>,<1,3709,3,[[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,5,3709],[3,1,4],0,[0.5607155250+0.8280085145*i,0.8906313198+0.4586323561*i,0.8492788822+0.2388966331*i],<"1.3709.3t1.1",2>,[3,1]>]
x^3-x^2+6*x+39 -3*17^2*53 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 5 x-1 5 [[-34],[-243],[278]] 2 [3,1,1,3,2,1,2,2,3,2,2,1,3,3,2,1,2,2,2,3,2,2,1,2,3,3,2,2,2,2,2,2,3,2,2,2,2,3,3,3,3,2,1,2,2,1,3,3,2,3,3,3,3,1,1,1,2,3,2,2,2,2,1,2,2,2,3,2,2,2,3,3,1,2,2,3,3,2,3,3,3,2,2,3,3,3,2,2,2,2,2,1,3,3,2,3,3,2,1,3,1,1,3,3,2,1,2,2,2,2,1,2,1,3,2,3,3,2,2,3,1,3,3,2,2,3,2,1,3,3,2,2,3,3,3,2,3,2,1,3,3,3,3,1,2,2,2,2,3,2,3,3,2,3,3,2,2,2,3,2,2,2,1,2,3,2,3,1] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-378231942,-932652810,1]>,[[-932652809,0],[932652810,-1],[0,1]]>,<17,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[3,16,1]>,[[255,0],[102,0],[17,0],[1,0]]>,[[[68248476902138992204149,262545522528240656675619],[78352606465596735886224,-5147951422122365817169],[-82367222753957853074704,-10295902844244731634338]],[[6,0],[1,0],[0,0]],[[-68248476902138992204154,-262545522528240656675619],[-78352606465596735886225,5147951422122365817169],[82367222753957853074704,10295902844244731634338]]]>,<53,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[14009879417324188321515665898932802,-15244810178555582698428997923868363,1]>,[[-15244810178555582698428997923868394,0],[15244810178555582698428997923868379,-1],[16,1]]>*] [x,x^2-x+40,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,17,53],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*53,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,17,53],[4,2,4],1,[1.000000000,2.491445036,1.405777042],<"notfaithful",0>,[3,2]>,<2,3*17^2*53,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[3,17,53],[4,5,4],1,[1.000000000,1.279554883,0.9206679650],<"2.3_17e2_53.3t2.1",1>,[3,2]>]
x^6-3*x^5+5*x^3-9*x^2+6*x+28 -3^7*73^2 0 3 12 "D12" [[2,1,4,3,6,5],[1,2,6,5,4,3],[6,5,4,3,2,1]] [<1,1,[1,2,3,4,5,6]>,<2,1,[2,1,4,3,6,5]>,<2,3,[6,5,4,3,2,1]>,<2,3,[5,6,3,4,1,2]>,<3,2,[5,6,2,1,4,3]>,<6,2,[3,4,5,6,2,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 7 x^2+6*x+3 9 [[1164170,0],[-1164169,0],[9993439,-1104074],[-9993438,1104074],[-16617882,-1104074],[16617883,1104074]] 3 [3,1,2,4,6,4,6,5,3,6,4,5,3,4,6,6,6,5,5,3,1,1,6,3,5,2,4,2,5,2,5,6,3,4,3,4,4,4,2,3,6,1,2,4,6,4,5,5,3,4,6,2,4,3,3,6,3,4,4,6,5,3,4,3,4,3,4,4,3,1,3,3,5,5,4,3,3,5,3,4,3,4,6,4,5,2,6,5,3,1,6,3,5,2,1,3,3,6,1,4,5,3,6,2,4,4,3,3,2,4,5,4,6,5,4,3,4,6,3,3,5,5,6,2,4,6,4,6,5,1,5,6,4,5,6,4,6,1,3,3,5,3,4,3,4,3,5,3,4,6,5,6,4,2,4,3,4,2,5,3,3,3,1,2,6,2,4,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+3,2>,<x^3-15*x^2+27*x-5013,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,2,1,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[2,1,4,3,6,5],[1,3],[1],[[]],20,<[],[1,1,1]>,[[-69898,-139797],[69899,139797],[-154700,69898],[-224598,-69898],[154701,-69898],[224599,69898]]>,<3,6,6,[[2,3,1,6,4,5],[4,5,6,1,2,3]],[[1,2,3,4,5,6],[4,5,6,1,2,3],[2,3,1,6,4,5]],[1,2,3,4,5,6],[1,3,5],[1,2],[[[2,3,1,6,4,5],[4,5,6,1,2,3]],[[2,3,1,6,4,5]]],20,<[],[12,-18,21,45,30,9,1]>,[[-1,-1,0,0,0,0],[28560419,476580389,143747243,284364314,-572478730,317684801],[17930042,197531264,553609639,-284364313,-473556590,317684801],[2,1,0,0,0,0],[-17930041,-197531264,-553609639,284364313,473556590,69735688],[-28560418,-476580389,-143747243,-284364314,572478730,69735688]]>,<5,2,1,[[3,4,1,2,6,5]],[[1,2,3,4,5,6],[3,4,1,2,6,5]],[3,4,1,2,6,5],[1,2],[1],[[]],20,<[],[2,4,1]>,[[-27075413833666,10304150993323],[33573674981190,40628695400751],[27075413833667,-10304150993323],[-33573674981189,-40628695400751],[-1504965659287,-1706157146050],[1504965659288,1706157146050]]>,<73,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[-8834562498429251738555163404928803965,-4770816261185842011883030305724977622,1]>,[[3137107273695670083074144583819717151,0],[-3137107273695670083074144583819717150,0],[4770816261185842011883030305724977679,-1],[57,1],[-56,-1],[-4770816261185842011883030305724977678,1]]>*] [x,x^2-x+55,x^2-x+1,x^2-x-18,x^3-9*x-20,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,73],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3*73,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,73],[3,7,1,7],1,[1.000000000,0.8491566335,0.8234243552],<"notfaithful",0>,[6,3]>,<1,3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,73],[2,7,2,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,3]>,<1,73,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,73],[1,1,2,7],1,[1.000000000,1.794636484,1.392509374],<"notfaithful",0>,[6,3]>,<2,3^3*73,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,5,73],[3,7,1,8],1,[1.000000000,1.573483001,1.137952125],<"notfaithful",0>,[6,3]>,<2,3^3*73,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[-1]]],[2,3,5,73],[3,7,2,8],1,[1.000000000,1.035073179,0.9963990431],<"2.3e3_73.6t3.1",1>,[6,3]>]
