x^2-10963 2^2*19*577 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-107],[107]] 1 [1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,1,1,2,2,1,1,1,2,1,2,2,1,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,1,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,1,2,1,2,2,1,2,2,2,1,2,1,2,2,2,1,2,2,2,1,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-10962,2,1]>,[[1,1],[-1,-1]]>,<19,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-10963,0,1]>,[[0,-1],[0,1]]>,<577,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-10963,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,19,577],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*19*577,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,19,577],[3,3,3],1,[1.000000000,1.669638996,1.108131120],<"1.2e2_19_577.2t1.1",1>,[2,1]>]
x^5-x^3-x^2+4*x-2 2^2*19*577 1 2 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 13 x^2+12*x+2 5 [[-183428,0],[103785,63448],[-91396,-138551],[86044,138551],[84995,-63448]] 3 [4,6,7,4,5,3,6,2,7,6,3,4,4,6,6,2,3,7,7,4,5,7,6,6,6,5,5,6,6,6,6,7,5,6,4,6,6,7,4,6,5,5,2,5,5,6,5,6,5,7,2,5,6,2,4,2,3,2,4,3,5,5,5,3,6,7,7,6,4,4,2,6,5,5,6,5,5,5,5,4,3,3,5,2,3,6,7,5,7,5,6,5,7,4,4,3,7,3,3,6,5,5,5,5,7,4,4,6,3,5,5,6,2,6,5,7,2,7,6,5,6,5,7,4,2,6,3,5,5,7,7,5,5,7,4,1,7,4,4,2,2,2,3,2,4,6,6,7,4,7,5,3,7,5,5,4,5,6,7,7,5,6,5,5,5,3,4,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,6,2,[[1,2,3,5,4],[2,3,1,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[2,3,1,4,5],[3,1,2,4,5],[2,3,1,5,4],[3,1,2,5,4]],[2,3,1,4,5],[1,2,4,4,7,7],[2],[[[1,2,3,5,4]]],20,<<[],[1,1,0,1]>,[[295414,0,0],[-26210,0,0],[1,0,0]]>,[[[-240950,-251713,-348320],[0,0,0]],[[-267028,-63340,-387437],[0,0,0]],[[481768,315053,-312819],[0,0,0]],[[0,0,0],[1,0,0]],[[26210,0,0],[-1,0,0]]]>,<19,4,2,[[1,2,3,5,4],[3,2,1,4,5]],[[1,2,3,4,5],[3,2,1,4,5],[1,2,3,5,4],[3,2,1,5,4]],[3,2,1,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[2,18,1]>,[[583762459486528382082042,0],[-5812847306559721706342838,0],[1,0]]>,[[[10389837306541326736302721,16165023301349586120133826],[0,0]],[[1248083301828467629971347,0],[0,0]],[[-17450767914929516072616940,-16165023301349586120133826],[0,0]],[[5812847306559721706342855,0],[-1,0]],[[17,0],[1,0]]]>,<577,6,2,[[1,2,3,5,4],[3,1,2,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[3,1,2,4,5],[2,3,1,4,5],[3,1,2,5,4],[2,3,1,5,4]],[3,1,2,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[572,2,0,1]>,[[-7510127656399226718088588609165970787027361687946246567,0,0],[-983931080252120557654000354417735581606936310101385834,0,0],[1,0,0]]>,[[[-45223273886665569144094402204038898665701786854274144,17297897461227983457598897891799366265929823444637399,-8153326122010522751319821512367543219387186609886184726],[0,0,0]],[[4103030051898979308876383474292050461318384633629743210,6574415602195864357529015194643555996511400914179866392,3323255308987264621070787694323471741390522552747653890],[0,0,0]],[[-5041737858264434297386289426505747144259619156876854996,-6591713499657092340986614092535355362777330737624503791,4830070813023258130249033818044071477996664057138530836],[0,0,0]],[[983931080252120557654000354417735581606936310101385882,0,0],[-1,0,0]],[[48,0,0],[1,0,0]]]>*] [x,x^2-10963,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,19,577],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,2^2*19*577,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,19,577],[8,8,8],1,[1.000000000,1.669638996,1.108131120],<"notfaithful",0>,[5,5]>,<4,2^6*19^3*577^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[-1]],[[1],[1]]],[2,19,577],[8,9,8],1,[0,0,0],<"4.2e6_19e3_577e3.10t12.1",1>,[5,5]>,<4,2^2*19*577,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[-1],[1]]],[2,19,577],[8,9,8],1,[1.000000000,0.6616729129,0.8830098576],<"4.2e2_19_577.5t5.1",1>,[5,5]>,<5,2^4*19^2*577^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[-1],[1]]],[2,19,577],[8,9,8],1,[0,0,0],<"5.2e4_19e2_577e2.10t13.1",1>,[5,5]>,<5,2^6*19^3*577^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[1],[1]],[[1],[0],[-1]]],[2,19,577],[8,9,8],1,[0,0,0],<"5.2e6_19e3_577e3.6t14.1",1>,[5,5]>,<6,2^6*19^3*577^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[1],[-1],[-1]]],[2,19,577],[8,9,8],1,[0,0,0],<"6.2e6_19e3_577e3.20t35.1",1>,[5,5]>]
x^6-3*x^4-4*x^3+3*x^2+2*x-1 -2^6*11*17*73 4 1 720 "S6" [[2,1,3,4,5,6],[2,3,4,5,6,1]] [<1,1,[1,2,3,4,5,6]>,<2,15,[2,1,4,3,6,5]>,<2,15,[2,1,3,4,5,6]>,<2,45,[2,1,4,3,5,6]>,<3,40,[2,3,1,5,6,4]>,<3,40,[2,3,1,4,5,6]>,<4,90,[2,3,4,1,6,5]>,<4,90,[2,3,4,1,5,6]>,<5,144,[2,3,4,5,1,6]>,<6,120,[2,3,4,5,6,1]>,<6,120,[2,3,1,5,4,6]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,1,3],[1,1,2,2],[1,1,4],[1,2,3],[1,5],[2,2,2],[2,4],[3,3],[6]] 59 x^2+58*x+2 5 [[73718321,0],[-312186577,0],[-52357604,-59957300],[-41414490,0],[-149455699,59957300],[-233228250,0]] 3 [2,10,9,10,8,7,8,10,10,10,5,11,9,9,11,11,3,7,9,8,6,5,9,6,2,6,10,10,9,6,10,8,5,10,11,5,8,7,8,7,10,11,10,8,8,9,5,9,5,10,8,7,11,7,9,4,11,9,10,7,4,10,4,11,5,3,10,11,5,11,6,11,8,10,6,9,7,8,10,5,10,8,8,10,9,8,7,10,10,9,8,7,11,9,8,4,9,9,8,10,4,11,6,9,10,8,7,10,11,11,4,9,9,8,10,8,9,11,10,8,7,5,10,9,9,9,6,7,9,8,10,8,9,9,9,5,10,4,6,7,9,4,4,9,11,11,5,9,8,10,9,4,10,8,6,10,9,9,11,9,11,8,11,10,10,9,9,9] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,1,3],"CYC",0,6*],[*[1,1,2,2],"CYC",0,4*],[*[1,1,4],"CYC",0,8*],[*[1,2,3],"CYC",0,11*],[*[1,5],"CYC",0,9*],[*[2,2,2],"CYC",0,2*],[*[2,4],"CYC",0,7*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,10*]] [*<2,24,12,[[2,1,4,3,5,6],[6,5,1,2,4,3],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,5,6],[2,1,5,6,3,4],[6,5,1,2,4,3],[1,2,5,6,4,3]],[2,1,5,6,3,4],[1,4,2,5,8],[1,2],[[[2,1,4,3,5,6],[6,5,1,2,4,3]],[[1,2,4,3,6,5],[2,1,4,3,5,6]]],20,<<[],[1,1,1]>,[[-80866,0],[-464568,386384],[-38356,-441468],[114558,-248940],[22176,381500],[300668,435978],[169176,19186],[-273076,-147298],[-355014,494612],[-373220,-428018],[456666,447980],[80878,148660],[1,0]]>,[[[-113569,252112],[257048,34314],[-181935,-13086],[-224635,115718],[107762,-14891],[-121281,-253383],[-252877,-89988],[-110684,130849],[-45463,-241649],[-227566,-132830],[-218281,56798],[-73800,-88150]],[[214731,219824],[193576,-170784],[-234043,-229298],[-32805,38814],[92669,-195687],[-198929,95933],[-257825,-199222],[251143,206559],[-115741,157529],[-51324,-49691],[148631,94493],[-190718,237539]],[[230355,-203170],[-95012,-159842],[219516,-151341],[128535,-124780],[-145429,-24874],[161036,107826],[-61891,238161],[41596,-222098],[178561,162001],[-144292,-205001],[122447,-245241],[74975,-197926]],[[63459,-181576],[-199474,123170],[-40626,-41129],[-23347,-165588],[-105004,-253445],[-36052,157376],[136391,126189],[-102215,-60457],[-164941,-167757],[-71995,-6861],[203518,94459],[-22972,163468]],[[107677,82000],[-11012,-242452],[215465,180611],[-99261,13424],[-91045,98654],[117785,-217196],[-56302,-153018],[-40762,-124661],[-48393,-45255],[-253439,-130109],[-239326,-107824],[-257187,74834]],[[21635,-169190],[-145126,-108694],[21623,254243],[251513,122412],[141047,-134045],[77441,109444],[-31784,77878],[-39078,69808],[195977,135131],[224328,204],[-16989,107315],[-54586,-189765]]]>,<11,8,2,[[1,2,3,4,6,5],[2,4,1,3,5,6]],[[1,2,3,4,5,6],[4,3,2,1,5,6],[1,2,3,4,6,5],[4,3,2,1,6,5],[2,4,1,3,5,6],[3,1,4,2,5,6],[2,4,1,3,6,5],[3,1,4,2,6,5]],[2,4,1,3,5,6],[1,4,3,2,8,8,7,7],[1],[[[1,2,3,4,6,5]]],20,<<[],[2,10,8,0,1]>,[[-193368912312444298078,0,0,0],[206964830269067447456,0,0,0],[1,0,0,0]]>,[[[197193413202759868540,325139976321450675068,261983944761286833330,-165181142783457910832],[0,0,0,0]],[[-55141968075714196767,143334167847989248501,63237762648586495008,265972100803551065806],[0,0,0,0]],[[83775047704924531561,-162767514226986408313,-106721164463557657760,-297610864231780231475],[0,0,0,0]],[[-18861662562902755896,-305706629942453515256,-218500542946315670578,196819906211687076501],[0,0,0,0]],[[-206964830269067447447,0,0,0],[-1,0,0,0]],[[9,0,0,0],[1,0,0,0]]]>,<17,8,2,[[1,2,3,4,6,5],[3,1,4,2,5,6]],[[1,2,3,4,5,6],[4,3,2,1,5,6],[1,2,3,4,6,5],[4,3,2,1,6,5],[3,1,4,2,5,6],[2,4,1,3,5,6],[3,1,4,2,6,5],[2,4,1,3,6,5]],[3,1,4,2,5,6],[1,4,3,2,8,8,7,7],[1],[[[1,2,3,4,6,5]]],20,<<[],[3,10,7,0,1]>,[[1462738623334043413077134,0,0,0],[710364988928800433160727,0,0,0],[1,0,0,0]]>,[[[1876063769634006807651982,563945313266941685071208,-397313346284663335614703,-1891188565847207312825805],[0,0,0,0]],[[185662495004532612523801,1242666862471300693087685,736361765886085828618995,876710097617076037262766],[0,0,0,0]],[[-1460754526244450575509264,-627798271322329428027056,1089346538555774099884696,-320384680458157418879290],[0,0,0,0]],[[109393250534711588494184,-1178813904415912950131837,-1428394958157196592888988,1334863148688288694442329],[0,0,0,0]],[[-710364988928800433160715,0,0,0],[-1,0,0,0]],[[12,0,0,0],[1,0,0,0]]]>,<73,6,2,[[1,2,3,4,6,5],[4,1,3,2,5,6]],[[1,2,3,4,5,6],[1,2,3,4,6,5],[4,1,3,2,5,6],[2,4,3,1,5,6],[4,1,3,2,6,5],[2,4,3,1,6,5]],[4,1,3,2,5,6],[1,3,6,6,11,11],[1],[[[1,2,3,4,6,5]]],20,<<[],[68,2,0,1]>,[[639474299314807762225382526778494971,0,0],[-8284295854652224051009824291895064847,0,0],[1,0,0]]>,[[[3069442369469445240718252277836833103,-1188044702158805998670009375030121012,-5255192944751631763717190283382723057],[0,0,0]],[[7236374057872410718357282389622522336,1377979832692441509060811582594809196,2487402764584390417152288652323145668],[0,0,0]],[[-1574219197796702246911691444003642116,0,0],[0,0,0]],[[1453694687937814527387157892115628897,-189935130533635510390802207564688184,2767790180167241346564901631059577389],[0,0,0]],[[8284295854652224051009824291895064914,0,0],[-1,0,0]],[[67,0,0],[1,0,0]]]>*] [x,x^2-x+3413,0,0,0,0,0,0,0,0,0] [1,2,3,4,5,6,7,8,9,10,11] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11,17,73],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,16]>,<1,11*17*73,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,11,17,73],[2,12,12,12],1,[1.000000000,0.5377713175,0.7356911363],<"notfaithful",0>,[6,16]>,<5,2^6*11*17*73,1,[[5],[-1],[3],[1],[-1],[2],[-1],[1],[0],[-1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1],[-1],[0],[1]],[[1]],[[1],[0],[0],[0],[-1]],[[1],[-1],[0],[-1],[1]]],[2,11,17,73],[12,13,13,14],1,[1.000000000,0.4724664192,0.8604780854],<"5.2e6_11_17_73.6t16.1",1>,[6,16]>,<5,2^4*11^2*17^2*73^2,1,[[5],[-3],[1],[1],[2],[-1],[-1],[-1],[0],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[2],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]]],[2,11,17,73],[12,13,13,14],1,[0,0,0],<"5.2e4_11e2_17e2_73e2.12t183.1",1>,[6,16]>,<5,2^6*11^4*17^4*73^4,1,[[5],[1],[-3],[1],[-1],[2],[-1],[-1],[0],[1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1]],[[1],[1]],[[1],[-1]]],[2,11,17,73],[12,13,13,14],1,[0,0,0],<"5.2e6_11e4_17e4_73e4.12t183.1",1>,[6,16]>,<5,2^4*11^3*17^3*73^3,1,[[5],[3],[-1],[1],[2],[-1],[-1],[1],[0],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[1],[1],[1],[1],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]]],[2,11,17,73],[12,13,13,14],1,[0,0,0],<"5.2e4_11e3_17e3_73e3.6t16.1",1>,[6,16]>,<9,2^10*11^3*17^3*73^3,1,[[9],[3],[3],[1],[0],[0],[1],[-1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[0],[0],[-2],[-2],[0],[0],[1],[1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[-1]],[[1],[0],[-1],[0],[-1],[0],[1]],[[1],[0],[0],[-2],[0],[0],[1]]],[2,11,17,73],[12,13,13,14],1,[0,0,0],<"9.2e10_11e3_17e3_73e3.10t32.1",1>,[6,16]>,<9,2^10*11^6*17^6*73^6,1,[[9],[-3],[-3],[1],[0],[0],[1],[1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]]],[2,11,17,73],[12,13,13,14],1,[0,0,0],<"9.2e10_11e6_17e6_73e6.20t145.1",1>,[6,16]>,<10,2^12*11^6*17^6*73^6,1,[[10],[2],[-2],[-2],[1],[1],[0],[0],[0],[-1],[1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[-1]],[[1],[0],[0],[0],[-1]],[[1],[-1],[0],[-1],[1]]],[2,11,17,73],[12,13,13,14],1,[0,0,0],<"10.2e12_11e6_17e6_73e6.30t176.1",1>,[6,16]>,<10,2^12*11^4*17^4*73^4,1,[[10],[-2],[2],[-2],[1],[1],[0],[0],[0],[1],[-1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[0],[0],[-2],[0],[0],[1]]],[2,11,17,73],[12,13,13,14],1,[0,0,0],<"10.2e12_11e4_17e4_73e4.30t176.1",1>,[6,16]>,<16,2^20*11^8*17^8*73^8,1,[[16],[0],[0],[0],[-2],[-2],[0],[0],[1],[0],[0]],[[[1],[-16],[120],[-560],[1820],[-4368],[8008],[-11440],[12870],[-11440],[8008],[-4368],[1820],[-560],[120],[-16],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[-1],[0],[0],[0],[-3],[3],[0],[0],[0],[3],[-3],[0],[0],[0],[-1],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1]],[[1],[0],[0],[0],[-2],[0],[0],[0],[1]],[[1],[1],[1],[-2],[-2],[-2],[1],[1],[1]]],[2,11,17,73],[12,13,13,14],1,[0,0,0],<"16.2e20_11e8_17e8_73e8.36t1252.1",1>,[6,16]>]
