x^2-x-34 137 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[-6479],[6480]] 1 [1,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,2,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,1,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<137,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[4658,137,1]>,[[-68,-1],[69,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[137],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,137,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[137],[3],1,[1.000000000,1.393813413,1.181735068],<"1.137.2t1.1",1>,[2,1]>]
x^4-x^3-9*x^2-6*x+2 2^3*13*17^2 4 0 8 "D8" [[3,4,1,2],[1,2,4,3]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[2,1,3,4]>,<4,2,[4,3,1,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 5 [[-993242],[855594],[1169646],[-1031997]] 1 [4,5,3,5,3,1,3,1,3,5,5,3,5,4,4,4,2,5,2,5,5,3,1,4,5,4,2,5,3,3,2,5,4,5,2,4,4,3,5,5,4,5,2,5,3,3,5,4,3,2,3,4,5,4,1,2,5,4,5,4,5,1,2,3,3,3,1,3,5,1,4,4,3,4,3,4,4,3,5,4,5,2,5,1,3,4,5,4,2,4,4,5,5,4,3,3,1,3,4,3,5,1,4,2,5,4,1,4,2,3,3,1,5,3,4,3,3,1,5,4,2,3,5,3,3,4,3,3,2,1,2,5,3,4,4,4,1,3,4,3,3,3,3,3,4,5,3,3,4,4,3,3,4,3,5,3,2,5,2,3,3,1,4,4,4,5,3,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+11,2>,<x^2+16*x+38,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[3],[[[1,2,4,3]]],20,<<[],[1,1,1]>,[[-421006,0],[-421004,0],[1,0]]>,[[[31760,484523],[0,0]],[[-452763,-484523],[0,0]],[[0,0],[1,0]],[[-103284,0],[262143,0]]]>,<13,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-7970232008731326059791,-1594046401746265211953,1]>,[[-4144417994066878099190,0],[2550371592320612887230,0],[1594046401746265211957,-1],[4,1]]>,<17,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,16,1]>,[[-248121833180530964146973,1828713613589495533864324],[1471930345568761098203016,-70023169719378145374722],[1,0]]>,[[[-1471930345568761098203012,70023169719378145374723],[-1,0]],[[4,1],[1,0]],[[-1715740483979283249357094,-1756276838792150696956120],[-6935309477911651680192,-64673272477877486233666]],[[-876560577099528174841498,1686253669072772551581396],[6935309477911651680192,64673272477877486233666]]]>*] [x,x^2-x-4,x^2-26,x^2-442,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,13,17],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,17,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,13,17],[1,1,6],1,[1.000000000,1.016084834,1.126461493],<"notfaithful",0>,[4,3]>,<1,2^3*13,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,13,17],[6,6,1],1,[1.000000000,0.9070129404,0.9305714762],<"notfaithful",0>,[4,3]>,<1,2^3*13*17,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,13,17],[6,6,6],1,[1.000000000,1.422478043,1.098213758],<"notfaithful",0>,[4,3]>,<2,2^3*13*17,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,13,17],[6,7,6],1,[1.000000000,0.6431722349,0.7966722301],<"2.2e3_13_17.4t3.1",1>,[4,3]>]
x^4-11*x^2+26 2^3*13*17^2 4 0 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 59 x-1 5 [[73822990],[-278205033],[278205033],[-73822990]] 1 [1,5,3,5,3,4,3,2,3,5,5,3,5,4,4,4,1,5,1,5,5,3,2,4,5,4,2,5,3,3,2,5,4,5,1,4,4,3,5,5,4,5,2,5,3,3,5,4,3,1,3,4,5,4,1,2,5,4,5,4,5,2,1,3,3,3,2,3,5,2,4,4,3,4,3,4,4,3,5,4,5,1,5,1,3,4,5,4,1,4,4,5,5,4,3,3,2,3,4,3,5,2,4,2,5,4,2,4,2,3,3,2,5,3,4,3,3,1,5,4,1,3,5,3,3,4,3,3,2,2,1,5,3,4,4,4,2,3,4,3,3,3,3,3,4,5,3,3,4,4,3,3,4,3,5,3,2,5,2,3,3,1,4,4,4,5,3,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-66,2>,<x^2-3744,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[1,2,3,4],[1,4],[3],[[[2,1,3,4]]],20,<[],[420998,0,1]>,[[0,1],[0,262143],[228137,0],[-228137,0]]>,<13,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,12,1]>,[[-1594046401746265211966,0],[0,0],[1,0]]>,[[[-898444224874826052538,-6484728629106070821690],[0,0]],[[898444224874826052538,6484728629106070821690],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>,<17,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,16,1]>,[[-432474505093672908536015,-1591526583741304893512112],[-529978885438829869422523,1457839416812985962222802],[1,0]]>,[[[529978885438829869422535,-1457839416812985962222792],[-1,0]],[[12,10],[1,0]],[[-12,-10],[-1,0]],[[-529978885438829869422535,1457839416812985962222792],[1,0]]]>*] [x,x^2-x-4,x^2-26,x^2-442,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,13,17],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,17,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,13,17],[1,1,6],1,[1.000000000,1.016084834,1.126461493],<"notfaithful",0>,[4,3]>,<1,2^3*13,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,13,17],[6,6,1],1,[1.000000000,0.9070129404,0.9305714762],<"notfaithful",0>,[4,3]>,<1,2^3*13*17,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,13,17],[6,6,6],1,[1.000000000,1.422478043,1.098213758],<"notfaithful",0>,[4,3]>,<2,2^3*13*17,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,13,17],[6,7,7],1,[1.000000000,1.472082041,1.299833638],<"2.2e3_13_17.4t3.2",1>,[4,3]>]
x^6-9*x^4+27*x^2-227 2^4*3^6*5^4*227 2 2 48 "C2*S4" [[2,1,3,5,4,6],[4,2,3,1,5,6],[2,3,1,5,6,4]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[1,2,6,4,5,3]>,<2,3,[4,2,6,1,5,3]>,<2,6,[2,1,3,5,4,6]>,<2,6,[2,1,6,5,4,3]>,<3,8,[2,3,1,5,6,4]>,<4,6,[3,2,4,6,5,1]>,<4,6,[3,5,4,6,2,1]>,<6,8,[2,3,4,5,6,1]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 53 x^2+49*x+2 11 [[2363849946635597573,0],[-162769903502385457,590288654260031538],[1279806174127356028,590288654260031538],[-2363849946635597573,0],[162769903502385457,-590288654260031538],[-1279806174127356028,-590288654260031538]] 5 [6,2,6,10,6,3,6,10,8,9,7,10,6,10,8,5,8,10,4,6,7,10,5,5,7,5,10,9,7,9,1,8,6,10,8,7,10,4,6,5,9,1,5,10,6,4,4,7,5,10,6,8,3,9,5,8,8,10,10,6,7,6,7,6,2,9,10,4,6,7,8,6,4,10,4,5,6,10,8,4,6,10,5,10,10,5,5,4,5,10,5,8,3,9,7,6,6,8,10,7,7,9,8,6,7,10,6,5,9,7,7,7,8,7,3,8,3,9,8,6,7,7,6,9,3,8,7,5,7,2,4,8,10,7,8,2,9,7,5,6,7,8,4,5,10,5,1,5,7,6,7,8,7,5,7,8,10,9,7,5,5,6,10,8,9,6,7,4] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2-3*x+1>,[<x^3-54*x^2+972*x+339768,4>,<x^6+108*x^5+972*x^4+959904*x^3+125026416*x^2+3881172672*x-37701920448,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x-54,2>,<x^6-108*x^5+972*x^4-959904*x^3+125026416*x^2-3881172672*x-37701920448,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<2,8,4,[[1,2,4,3,5,6],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[1,2,4,3,6,5],[2,1,5,6,3,4],[1,2,4,3,5,6],[2,1,6,5,3,4]],[2,1,5,6,3,4],[1,4,6,3,9],[2],[[[1,2,4,3,5,6],[1,2,4,3,6,5]]],20,<<[],[1,1,1]>,[[-308546,118558],[-247956,188448],[317968,-18664],[-399242,-78970],[1,0]]>,[[[-24181,-48362],[0,0],[0,0],[0,0]],[[24181,48362],[0,0],[0,0],[0,0]],[[-41387,21332],[-20052,47668],[-415,-40980],[-59997,63757]],[[41387,-21332],[20052,-47668],[415,40980],[59997,-63757]],[[-28767,-45492],[-52924,46504],[-47964,-33167],[19926,-7269]],[[28767,45492],[52924,-46504],[47964,33167],[-19926,7269]]]>,<3,12,6,[[2,3,1,6,4,5],[1,3,2,4,6,5],[4,6,5,1,3,2]],[[1,2,3,4,5,6],[4,6,5,1,3,2],[1,3,2,4,6,5],[4,5,6,1,2,3],[2,3,1,6,4,5],[6,5,4,2,1,3]],[4,6,5,1,3,2],[1,2,5,6,7,10],[1,2],[[[2,3,1,6,4,5],[1,3,2,4,6,5]],[[2,3,1,6,4,5]]],20,<<[],[2,2,1]>,[[-292413903,0],[-877241709,0],[-158928108,0],[1144213299,0],[-801159636,0],[-1519473237,0],[1,0]]>,[[[212661557,212661557],[209015493,209015493],[-476193302,-476193302],[-287161020,-287161020],[227587020,227587020],[107355370,107355370]],[[518764253,518764253],[73755450,73755450],[547342690,547342690],[-128200996,-128200996],[442360740,442360740],[-93709055,-93709055]],[[-409574929,-409574929],[-282770943,-282770943],[-71149388,-71149388],[415362016,415362016],[492313707,492313707],[-13646315,-13646315]],[[-212661557,-212661557],[-209015493,-209015493],[476193302,476193302],[287161020,287161020],[-227587020,-227587020],[-107355370,-107355370]],[[409574929,409574929],[282770943,282770943],[71149388,71149388],[-415362016,-415362016],[-492313707,-492313707],[13646315,13646315]],[[-518764253,-518764253],[-73755450,-73755450],[-547342690,-547342690],[128200996,128200996],[-442360740,-442360740],[93709055,93709055]]]>,<5,6,3,[[3,1,2,6,4,5],[5,4,6,2,1,3]],[[1,2,3,4,5,6],[5,4,6,2,1,3],[3,1,2,6,4,5]],[5,4,6,2,1,3],[1,6,7],[1],[[[3,1,2,6,4,5]]],20,<<[],[2,4,1]>,[[-20985220915,0],[363073955560,0],[5917282163265,0],[1,0]]>,[[[7970890473989,-5551297927068],[5332799332580,2666399666290],[738984168012,369492084006]],[[-8464630235421,7008985430572],[5596477222150,-1333199833145],[-553941489152,-184746042003]],[[-1646400698541,7008985430572],[8144209773395,-1333199833145],[-185042678860,-184746042003]],[[1646400698541,-7008985430572],[-8144209773395,1333199833145],[185042678860,184746042003]],[[-7970890473989,5551297927068],[-5332799332580,-2666399666290],[-738984168012,-369492084006]],[[8464630235421,-7008985430572],[-5596477222150,1333199833145],[553941489152,184746042003]]]>,<227,4,2,[[1,2,3,4,6,5],[4,3,2,1,5,6]],[[1,2,3,4,5,6],[4,3,2,1,5,6],[1,2,3,4,6,5],[4,3,2,1,6,5]],[4,3,2,1,5,6],[1,5,3,6],[1],[[[1,2,3,4,6,5]]],20,<<[],[2,220,1]>,[[-30413192510712825676147558861375617686754604639,0],[0,0],[1,0]]>,[[[12787368254750778718076164151851828210626717946,-38524270006175082789295168136600123097583860527],[0,0]],[[-41231338364538061171490845886750681432222581022,-38524270006175082789295168136600123097583860527],[0,0]],[[-12787368254750778718076164151851828210626717946,38524270006175082789295168136600123097583860527],[0,0]],[[41231338364538061171490845886750681432222581022,38524270006175082789295168136600123097583860527],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>*] [x,x^2+681,x^2-x+1,x^2-227,x^6+2043*x^4-10*x^3+1391283*x^2+20430*x+315821266,x^3-5,x^4-2*x^3-12*x^2-214*x-355,0,0,x^4-2*x^3-12*x^2-214*x-355] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,227],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,2^2*3*227,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,227],[11,11,1,11],1,[1.000000000,1.203860921,1.025537616],<"notfaithful",0>,[6,11]>,<1,3,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,227],[5,11,5,5],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,11]>,<1,2^2*227,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,227],[11,2,2,11],1,[1.000000000,0.4057790134,0.8296574334],<"notfaithful",0>,[6,11]>,<2,2^4*3^3*5^2*227^2,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1]]],[2,3,5,227],[11,11,11,11],1,[0,0,0],<"notfaithful",0>,[6,11]>,<2,3^3*5^2,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]]],[2,3,5,227],[5,11,11,5],1,[1.000000000,1.163730417,1.051795683],<"notfaithful",0>,[6,11]>,<3,2^6*3^3*5^2*227^2,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1]],[[1],[-1]]],[2,3,5,227],[11,12,12,12],1,[0,0,0],<"notfaithful",0>,[6,11]>,<3,2^4*3^3*5^2*227,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1],[1]],[[1],[0],[-1]]],[2,3,5,227],[11,11,11,12],1,[0,0,0],<"3.2e4_3e3_5e2_227.6t11.1",1>,[6,11]>,<3,2^4*3^4*5^2*227,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1],[-1]],[[1]],[[1],[0],[-1]]],[2,3,5,227],[11,12,11,13],1,[0,0,0],<"3.2e4_3e4_5e2_227.6t11.1",1>,[6,11]>,<3,2^6*3^4*5^2*227^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1]],[[1],[1]]],[2,3,5,227],[11,11,12,12],1,[0,0,0],<"notfaithful",0>,[6,11]>]
x^3-x^2+x+57 -2^2*2459 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 19 x-1 5 [[-182001],[969749],[-787747]] 2 [2,1,3,2,3,2,2,1,3,1,2,2,3,1,3,2,3,3,2,2,3,2,3,2,2,2,3,2,1,2,1,2,1,2,2,2,2,2,2,1,1,3,3,3,2,3,3,3,2,3,3,1,3,3,3,2,3,2,3,3,2,3,3,2,2,3,3,3,2,3,2,3,3,3,2,2,3,2,2,1,2,1,2,3,3,2,2,3,2,2,3,2,1,2,3,3,2,2,2,2,3,3,2,2,3,3,3,2,1,2,3,3,3,2,2,2,2,1,2,3,2,3,1,3,3,3,2,2,2,3,1,3,3,2,2,1,1,1,3,3,2,1,2,2,2,2,1,2,2,1,3,2,2,3,3,2,3,2,2,3,2,1,2,3,2,2,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[58,0],[2,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0]],[[-199025,-398050],[225750,451501],[495789,467290]],[[199025,398050],[298537,72787],[28499,56998]]]>,<3,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[1001354163,383552540,-222645235]>,<2459,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-14263273421101299837896889919875990429892090339451114071645102990974,-5402810841599272677162856464158075023684300081750734988399064150906,1]>,[[-5402810841599272677162856464158075023684300081750734988399064153107,0],[5402810841599272677162856464158075023684300081750734988399064152007,-1],[1101,1]]>*] [x,x^2-x+615,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,2459],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2459,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,2459],[2,1,4],1,[1.000000000,1.203716488,0.9227552208],<"notfaithful",0>,[3,2]>,<2,2^2*2459,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,2459],[4,1,5],1,[1.000000000,1.804916326,1.211981907],<"2.2e2_2459.3t2.2",1>,[3,2]>]
x^4-2*x^3-22*x^2+23*x+150 71^2*277 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 79 x-1 5 [[40909446],[241060481],[-241060480],[-40909445]] 3 [4,1,4,3,5,3,5,2,3,2,5,4,3,4,3,5,3,5,3,3,4,1,1,2,5,4,4,4,4,3,5,2,5,5,5,4,2,5,4,5,4,5,1,3,5,4,3,4,5,2,4,5,3,4,5,4,5,4,4,3,5,2,3,2,2,3,5,5,3,5,3,4,2,4,2,3,3,3,5,4,4,3,2,3,5,5,5,5,5,2,3,3,3,3,1,4,4,4,5,3,1,1,3,4,4,1,4,1,5,3,5,1,2,5,5,2,1,4,5,4,5,5,2,5,5,3,3,2,5,5,2,3,5,3,3,3,5,4,1,3,4,1,5,3,4,4,1,4,3,5,4,4,3,5,3,5,3,4,3,4,2,1,3,4,1,4,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+23,2>,<x^2-48*x-1917,3>]*],[*[4],"CYC",0,5*]] [*<3,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-1305362964,1305362965,266543390,-266543389]>,<71,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[7,69,1]>,[[1976251914400535176480632857806944313,0],[-5101781597353962165456317329574359414,159270405189491561368305791610401246],[1,0]]>,[[[5101781597353962165456317329574359449,-159270405189491561368305791610401245],[-1,0]],[[35,1],[1,0]],[[-34,-1],[-1,0]],[[-5101781597353962165456317329574359448,159270405189491561368305791610401245],[1,0]]]>,<277,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[5,274,1]>,[[831826605114904957381930441607430809805058464131,0],[277,0],[1,0]]>,[[[622555763222678564340284879026384708756163746930,-3273754632733043555701841466539407806532461377382],[0,0]],[[-622555763222678564340284879026384708756163746929,3273754632733043555701841466539407806532461377382],[0,0]],[[-138,0],[-1,0]],[[139,0],[1,0]]]>*] [x,x^2-x+18,x^2-x-69,x^2-x+4917,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,71,277],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,71,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,71,277],[1,6,1],1,[1.000000000,2.609869177,1.505707243],<"notfaithful",0>,[4,3]>,<1,277,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,71,277],[1,1,6],1,[1.000000000,0.9455151786,0.8820177149],<"notfaithful",0>,[4,3]>,<1,71*277,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,71,277],[1,6,6],1,[1.000000000,0.8064608971,0.8540003505],<"notfaithful",0>,[4,3]>,<2,71*277,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[3,71,277],[1,6,6],1,[1.000000000,2.595357643,1.341867189],<"2.71_277.4t3.2",1>,[4,3]>]
