x^6-x^5-5*x^4+3*x^3+11*x^2-7*x-3 31^2*353 2 2 48 "C2*S4" [[4,1,5,2,6,3],[4,2,3,1,6,5],[5,2,3,4,1,6]] [<1,1,[1,2,3,4,5,6]>,<2,1,[5,3,2,6,1,4]>,<2,3,[5,2,3,4,1,6]>,<2,3,[5,2,3,6,1,4]>,<2,6,[1,4,6,2,5,3]>,<2,6,[5,4,6,2,1,3]>,<3,8,[4,1,5,2,6,3]>,<4,6,[6,2,3,1,4,5]>,<4,6,[5,6,4,2,1,3]>,<6,8,[6,1,5,2,4,3]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 43 x^2+42*x+3 8 [[-4494504921902,0],[5357579832680,908510035022],[2388109005551,4969608895143],[4052140406363,-4969608895143],[2120116760351,0],[2264759194559,-908510035022]] 5 [7,8,10,10,9,6,9,7,9,9,2,6,7,5,1,6,10,5,3,10,5,8,5,6,7,10,10,10,7,7,9,4,6,8,3,6,7,10,5,3,8,9,7,10,9,6,10,9,2,8,7,6,8,8,10,6,9,5,5,7,4,4,7,7,6,7,5,5,6,4,8,10,8,10,2,9,9,7,8,8,10,7,4,8,7,10,8,6,8,6,10,10,8,6,5,10,9,4,6,7,7,8,10,6,5,3,6,7,10,8,1,5,3,8,8,5,6,8,2,7,10,8,9,7,7,10,8,8,7,10,6,6,10,8,6,10,8,9,5,8,3,8,6,5,6,3,2,3,5,9,7,6,9,7,7,8,4,9,4,6,8,6,5,4,7,9,9,10] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2>,[<x^3-5*x^2+54*x-293,4>,<x^6-19*x^5+179*x^4-1311*x^3+8441*x^2-27069*x+18811,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2>,[<x+1,2>,<x^6-3*x^5-46*x^4+167*x^3+1316*x^2+2284*x+1208,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<31,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,2,5,6],[1],[[[1,2,4,3,6,5]]],20,<<[],[3,29,1]>,[[-26416263400432611525129113357,101498385257808177447659478350],[43707660919882384671284406508,-189064640824385407572620905556],[1,0]]>,[[[-217905141906238291483509956758,279362100539355508649772401528],[0,0]],[[-257919711718560657893198381858,-279362100539355508649772401528],[0,0]],[[-43707660919882384671284406486,189064640824385407572620905586],[-1,0]],[[22,30],[1,0]],[[219177066725231645721529530681,-309877972142935594312473555481],[3782566415859607048009308123,2540645397192409306631207299]],[[300355447819449688326463214400,120813331318550186739852649865],[-3782566415859607048009308123,-2540645397192409306631207299]]]>,<353,8,2,[[1,2,3,4,6,5],[2,3,4,1,5,6]],[[1,2,3,4,5,6],[3,4,1,2,5,6],[1,2,3,4,6,5],[3,4,1,2,6,5],[2,3,4,1,5,6],[4,1,2,3,5,6],[2,3,4,1,6,5],[4,1,2,3,6,5]],[2,3,4,1,5,6],[1,4,3,2,8,8,9,9],[1],[[[1,2,3,4,6,5]]],20,<<[],[3,199,0,0,1]>,[[-261708031229773535970615418934341606210783221030532,0,0,0],[449006104502791513696216299427928353753833074540895,0,0,0],[1,0,0,0]]>,[[[-223477387114141052453009897707990513127524478009182,-118441748087531630475553535895408470837707566600277,-342461231581847284383015501540779211631648861348198,5310002771376122919259628894092151998134273994665],[0,0,0,0]],[[-376714018710209289069499460240057358402670135418605,87762163142342562984802536426009444463977679138486,116441014025315259096231174181933425916538849569975,108603601291835356287032412214570918626560898312206],[0,0,0,0]],[[223044038134125506112582242716295898759680216184598,-62785146897536166855059653539411173745435238227509,-100893500938290173937289594847794467960258868561886,-298611603564177509713523549738468657730416712966374],[0,0,0,0]],[[-76443989301163872155107453346900703305671040494940,93464731842725234345810653008810200119165125689300,326913718494822199224073922206640253675368880340109,184697999500966030507231508629805587105721540659503],[0,0,0,0]],[[-449006104502791513696216299427928353753833074540583,0,0,0],[-1,0,0,0]],[[312,0,0,0],[1,0,0,0]]]>*] [x,x^2-x+2736,x^2-x+8,x^2-x-88,x^6-2*x^5-175*x^4-618*x^3+8538*x^2+69872*x+21343257,x^3+x-1,x^4-x^3-18*x^2-35*x+166,0,0,x^4-x^3-18*x^2-35*x+166] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[31,353],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,31*353,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[31,353],[11,11],1,[1.000000000,2.102227501,1.405906880],<"notfaithful",0>,[6,11]>,<1,31,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[31,353],[11,5],1,[1.000000000,1.692740092,1.252979949],<"notfaithful",0>,[6,11]>,<1,353,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[31,353],[2,11],1,[1.000000000,1.263264627,1.142875459],<"notfaithful",0>,[6,11]>,<2,31*353^2,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1],[1]],[[1]]],[31,353],[11,12],1,[0,0,0],<"notfaithful",0>,[6,11]>,<2,31,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[31,353],[11,5],1,[1.000000000,0.4313610546,0.7242255250],<"notfaithful",0>,[6,11]>,<3,31*353^2,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1],[-2],[1]],[[1],[1]]],[31,353],[11,12],1,[0,0,0],<"notfaithful",0>,[6,11]>,<3,31*353,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1],[2],[1]],[[1],[0],[1]]],[31,353],[11,12],1,[1.000000000,1.135489675,1.105049217],<"3.31_353.6t11.1",1>,[6,11]>,<3,31^2*353,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1],[1]],[[1],[0],[1]]],[31,353],[11,12],1,[1.000000000,1.041069399,0.9223954749],<"3.31e2_353.6t11.1",1>,[6,11]>,<3,31^2*353^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1],[-1]]],[31,353],[11,11],1,[0,0,0],<"notfaithful",0>,[6,11]>]
x^2-x-7764018 1489*20857 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[84],[-83]] 1 [1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,1,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<1489,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-7209738,1489,1]>,[[-744,-1],[745,1]]>,<20857,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[100989594,20857,1]>,[[-10428,-1],[10429,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[1489,20857],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,1489*20857,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[1489,20857],[3,3],1,[0,0,0],<"1.1489_20857.2t1.1",1>,[2,1]>]
