x^2-x-1573270 6293081 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[505],[-504]] 1 [1,2,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,2,1,2,1,2,1,2,1,1,2,2,1,1,2,2,1,1,1,2,1,2,1,2,2,2,1,1,2,2,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,1,2,1,2,2,2,1,2,2,1,2,1,1,1,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<6293081,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[9900715544870,6293081,1]>,[[-3146540,-1],[3146541,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[6293081],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,6293081,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[6293081],[3],1,[1.000000000,2.573431604,1.283499706],<"1.6293081.2t1.1",1>,[2,1]>]
x^6-3*x^5-3*x^4+9*x^3+x^2-5*x+1 6293081 6 0 720 "S6" [[2,1,3,4,5,6],[2,3,4,5,6,1]] [<1,1,[1,2,3,4,5,6]>,<2,15,[2,1,4,3,6,5]>,<2,15,[2,1,3,4,5,6]>,<2,45,[2,1,4,3,5,6]>,<3,40,[2,3,1,5,6,4]>,<3,40,[2,3,1,4,5,6]>,<4,90,[2,3,4,1,6,5]>,<4,90,[2,3,4,1,5,6]>,<5,144,[2,3,4,5,1,6]>,<6,120,[2,3,4,5,6,1]>,<6,120,[2,3,1,5,4,6]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,1,3],[1,1,2,2],[1,1,4],[1,2,3],[1,5],[2,2,2],[2,4],[3,3],[6]] 61 x^2+60*x+2 5 [[-348863508,44889832],[189247986,259944041],[-204661056,-259944041],[-192546718,0],[220691523,0],[336131776,-44889832]] 1 [5,10,9,7,9,11,5,10,10,9,7,9,9,5,6,11,8,4,7,10,8,9,5,6,5,10,11,7,7,7,7,10,9,10,11,9,10,6,10,7,11,7,4,10,8,7,9,11,8,5,7,9,11,9,2,7,8,11,8,7,4,11,8,2,9,10,9,11,4,9,8,7,6,9,7,4,11,9,4,9,11,9,9,8,5,10,8,6,7,10,9,10,6,9,10,9,9,10,7,5,11,8,8,10,8,11,6,8,3,7,11,2,10,11,10,10,6,10,11,9,4,10,11,10,9,10,5,8,6,8,9,10,8,8,9,8,8,5,11,5,9,6,10,11,11,8,8,11,9,10,9,7,11,4,7,8,8,11,11,9,11,9,6,10,9,8,11,8] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,1,3],"CYC",0,6*],[*[1,1,2,2],"CYC",0,4*],[*[1,1,4],"CYC",0,8*],[*[1,2,3],"CYC",0,11*],[*[1,5],"CYC",0,9*],[*[2,2,2],"CYC",0,2*],[*[2,4],"CYC",0,7*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,10*]] [*<6293081,2,2,[[1,2,3,4,6,5]],[[1,2,3,4,5,6],[1,2,3,4,6,5]],[1,2,3,4,5,6],[1,3],[1],[[[1,2,3,4,6,5]]],20,<[],[-4664037498358754371061913515837555968732361862365042591920110245952872549543916733532520788246432105346053321823411751534488602549754792,2599211450355914731657264709656443969042675810202097024239785337352449896801153354054886356272900253387077794409520670254705326762151207,1]>,[[-685994586326960783423972163630265630659411811886586434543317780427529380543124130812234023002334310647911873722708379007338473050930887,0],[3795521220914161215391203819481827760360873488240530355169743017704743998470312540292250804970752434145593906036036479024595127390909523,0],[88943905645536456000887664614856564167732805143491276522147902070233424776907540095983130565890413731023754006138644790978791433126015,0],[-599259089876822156310854610809974724826518671295338172908787801994998145902942595521113556261408283841627991909946074553530119014453715,0],[-2599211450355914731657264709656443969042675810202097024239785337352449896801153354054886356272900253387077794409520670254705326760401070,-1],[1750137,1]]>*] [x,x^2-x-1573270,0,0,0,0,0,0,0,0,0] [1,2,3,4,5,6,7,8,9,10,11] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[6293081],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,16]>,<1,6293081,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[6293081],[12],1,[1.000000000,2.573431604,1.283499706],<"notfaithful",0>,[6,16]>,<5,6293081,1,[[5],[-1],[3],[1],[-1],[2],[-1],[1],[0],[-1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[-4],[6],[-4],[1]]],[6293081],[12],1,[0,0,0],<"5.6293081.6t16.1",1>,[6,16]>,<5,6293081^2,1,[[5],[-3],[1],[1],[2],[-1],[-1],[-1],[0],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-3],[3],[-1]]],[6293081],[12],1,[0,0,0],<"5.6293081e2.12t183.1",1>,[6,16]>,<5,6293081^4,1,[[5],[1],[-3],[1],[-1],[2],[-1],[-1],[0],[1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1]]],[6293081],[12],1,[0,0,0],<"5.6293081e4.12t183.1",1>,[6,16]>,<5,6293081^3,1,[[5],[3],[-1],[1],[2],[-1],[-1],[1],[0],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[1],[1],[1],[1],[1]],[[1],[-2],[1]]],[6293081],[12],1,[0,0,0],<"5.6293081e3.6t16.1",1>,[6,16]>,<9,6293081^3,1,[[9],[3],[3],[1],[0],[0],[1],[-1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[0],[0],[-2],[-2],[0],[0],[1],[1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[-6],[15],[-20],[15],[-6],[1]]],[6293081],[12],1,[0,0,0],<"9.6293081e3.10t32.1",1>,[6,16]>,<9,6293081^6,1,[[9],[-3],[-3],[1],[0],[0],[1],[1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[-3],[3],[-1]]],[6293081],[12],1,[0,0,0],<"9.6293081e6.20t145.1",1>,[6,16]>,<10,6293081^6,1,[[10],[2],[-2],[-2],[1],[1],[0],[0],[0],[-1],[1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[-4],[6],[-4],[1]]],[6293081],[12],1,[0,0,0],<"10.6293081e6.30t176.1",1>,[6,16]>,<10,6293081^4,1,[[10],[-2],[2],[-2],[1],[1],[0],[0],[0],[1],[-1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-6],[15],[-20],[15],[-6],[1]]],[6293081],[12],1,[0,0,0],<"10.6293081e4.30t176.1",1>,[6,16]>,<16,6293081^8,1,[[16],[0],[0],[0],[-2],[-2],[0],[0],[1],[0],[0]],[[[1],[-16],[120],[-560],[1820],[-4368],[8008],[-11440],[12870],[-11440],[8008],[-4368],[1820],[-560],[120],[-16],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[-1],[0],[0],[0],[-3],[3],[0],[0],[0],[3],[-3],[0],[0],[0],[-1],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[-8],[28],[-56],[70],[-56],[28],[-8],[1]]],[6293081],[12],1,[0,0,0],<"16.6293081e8.36t1252.1",1>,[6,16]>]
x^3+3*x-19 -3^3*5*73 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 11 x-1 5 [[38483],[-41605],[3122]] 2 [3,1,1,3,1,3,2,1,1,3,2,2,2,1,2,2,3,3,2,2,1,3,2,2,2,3,3,2,3,2,2,3,1,2,2,2,3,3,2,3,1,1,3,1,2,2,3,2,3,2,2,3,2,2,3,2,2,2,3,3,2,3,3,2,3,1,2,1,3,1,3,2,2,2,2,1,2,2,2,2,2,2,3,3,1,2,3,2,2,2,2,2,2,1,3,1,2,3,2,2,2,3,2,3,2,3,3,3,3,2,2,1,2,3,2,2,1,2,3,2,1,2,2,2,2,3,2,3,2,2,1,2,2,2,1,2,2,2,1,2,3,2,1,3,2,2,2,3,2,2,2,3,3,2,3,2,2,1,2,2,1,3,2,1,2,2,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,6,6,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,2],[[[3,1,2],[1,3,2]],[[3,1,2]]],20,<[],[697356924,-1394713629,-1255242216,976299750,-557885457,-697356870,1]>,[[-220508177,156193074,-203970157,-199376157,243477679,82690537],[574239877,-4593876,-68908747,229695956,514518913,-284822968],[-353731700,-151599198,272878904,-30319799,404264875,202132431]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-10961061856830,-200393399730,1]>,[[-200393399734,0],[200393399732,-1],[2,1]]>,<73,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-4138582853596157046723857210934497520,8555272410396207568311664098396222833,1]>,[[8555272410396207568311664098396222741,0],[-8555272410396207568311664098396222787,-1],[46,1]]>*] [x,x^2-x+274,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,73],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*5*73,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,73],[4,4,4],1,[1.000000000,2.658280738,1.380315893],<"notfaithful",0>,[3,2]>,<2,3^3*5*73,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[3,5,73],[4,5,5],1,[1.000000000,0.7875735768,0.7924427975],<"2.3e3_5_73.3t2.1",1>,[3,2]>]
x^3-x^2-23*x-20 7^2*613 3 0 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 43 x-1 5 [[46226764],[-20373511],[-25853252]] 1 [2,3,2,1,2,2,3,3,2,3,2,3,3,1,3,2,2,1,1,1,2,2,2,1,3,2,1,2,2,2,2,1,3,3,3,3,2,2,3,2,3,3,1,2,3,1,2,2,3,2,2,1,2,2,3,2,2,2,1,2,2,2,2,2,3,2,2,2,2,3,3,3,2,2,3,2,2,2,2,3,2,1,3,2,2,3,3,2,2,2,3,2,2,2,2,2,3,2,1,2,3,2,2,2,2,3,3,2,2,3,2,1,1,2,2,1,3,2,3,3,3,2,3,3,1,3,2,3,2,3,2,2,3,1,1,2,3,2,3,3,3,2,3,3,2,1,2,3,2,1,3,1,3,2,2,2,2,2,1,2,2,2,3,2,2,1,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<7,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,3],[1],[[[3,1,2]]],20,<[],[-35,42,14,1]>,[[-39857310427627331,-4889116586714510,-3818118738542796],[39857310427627327,4889116586714509,3818118738542796],[5,1,0]]>,<613,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[1537733749763180356892529697798560584718292667045548676,-27632677313694992778006490583211856802496103718020071647,1]>,[[-27632677313694992778006490583211856802496103718020072440,0],[27632677313694992778006490583211856802496103718020072044,-1],[397,1]]>*] [x,x^2-x-153,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[7,613],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,613,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[7,613],[1,4],1,[1.000000000,0.9289998888,0.8765948722],<"notfaithful",0>,[3,2]>,<2,7^2*613,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[7,613],[4,5],1,[1.000000000,0.8920194558,0.9448690775],<"2.7e2_613.3t2.1",1>,[3,2]>]
x^4-2*x^3-8*x^2+9*x+36 7^2*613 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 29 x-1 5 [[-3500988],[9020115],[-9020114],[3500989]] 3 [4,3,5,3,4,5,3,3,4,1,5,1,3,2,3,4,5,3,1,2,5,4,5,3,3,5,3,4,4,4,4,3,2,3,2,1,5,4,3,5,1,3,2,4,2,3,4,5,3,5,4,2,5,5,3,4,5,5,2,4,5,5,5,5,3,4,4,4,4,3,3,1,5,4,2,5,4,5,4,3,5,2,2,5,5,1,2,4,5,4,3,5,4,4,4,5,3,5,3,4,2,4,5,4,4,3,3,5,4,3,5,4,1,5,4,2,3,5,2,2,3,4,3,2,3,2,4,3,5,3,4,4,2,1,3,5,3,5,3,1,3,4,2,2,5,3,5,3,5,1,2,3,1,5,4,4,4,5,3,5,4,4,2,5,4,3,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+9,2>,<x^2-20*x-513,3>]*],[*[4],"CYC",0,5*]] [*<3,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,2,1]>,[[579770601,378540195],[-177309789,-378540195],[177309790,378540195],[-579770600,-378540195]]>,<7,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,6,1]>,[[34298237288323911,-13982826343253607],[34783070093535085,38191778797049031],[1,0]]>,[[[-34783070093535082,-38191778797049029],[-1,0]],[[3,2],[1,0]],[[-2,-2],[-1,0]],[[34783070093535083,38191778797049029],[1,0]]]>,<613,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,609,1]>,[[-25693659844262170142889754396896849191603170078662480984,0],[613,0],[1,0]]>,[[[-9997197968569061950140943110659955596670139948565408110,-20494694502242034161583553500814027891390413457321722427],[0,0]],[[9997197968569061950140943110659955596670139948565408111,20494694502242034161583553500814027891390413457321722427],[0,0]],[[-306,0],[-1,0]],[[307,0],[1,0]]]>*] [x,x^2-x+2,x^2-x-153,x^2-x+1073,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,7,613],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,7,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,7,613],[3,6,1],1,[1.000000000,1.187410412,1.151925471],<"notfaithful",0>,[4,3]>,<1,613,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,7,613],[1,1,6],1,[1.000000000,0.9289998888,0.8765948722],<"notfaithful",0>,[4,3]>,<1,7*613,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,7,613],[3,6,6],1,[1.000000000,0.5755086578,0.7439100459],<"notfaithful",0>,[4,3]>,<2,7*613,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[3,7,613],[3,6,6],1,[1.000000000,1.312925965,1.059477359],<"2.7_613.4t3.1",1>,[4,3]>]
