x^2-x-41 3*5*11 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[3293],[-3292]] 1 [2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,1,2,1,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-39,3,1]>,[[-1,-1],[2,1]]>,<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-35,5,1]>,[[-2,-1],[3,1]]>,<11,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-11,11,1]>,[[-5,-1],[6,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3,5,11],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3*5*11,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3,5,11],[3,3,3],1,[1.000000000,0.7968649727,0.8195708379],<"1.3_5_11.2t1.1",1>,[2,1]>]
x^5-2*x^4-28*x^3+224*x^2-441*x+294 2^6*3^2*7^2*167^2 1 2 10 "D10" [[3,5,1,4,2],[2,1,3,5,4]] [<1,1,[1,2,3,4,5]>,<2,5,[3,5,1,4,2]>,<5,2,[3,4,2,5,1]>,<5,2,[2,5,4,1,3]>] [[1,1,1,1,1],[1,2,2],[5]] 13 x^2+12*x+2 8 [[-175141681,14318065],[-346958461,-14318065],[-154973686,0],[-117322874,331888729],[-21334017,-331888729]] 2 [1,1,4,1,4,2,2,4,3,3,2,3,2,1,3,2,3,3,4,4,3,2,1,3,2,1,4,4,4,1,4,3,2,2,2,2,3,3,1,2,3,3,2,2,2,2,2,2,3,4,2,2,3,2,2,2,4,3,4,2,4,2,2,4,1,3,4,4,2,2,4,2,2,1,4,4,2,4,3,2,2,2,2,2,4,2,2,2,2,2,2,2,2,3,3,4,2,2,1,4,3,1,2,4,4,2,3,2,2,2,1,2,2,2,3,4,2,2,4,2,2,2,2,2,2,4,3,2,4,3,1,2,2,2,4,4,3,2,1,2,2,2,2,2,2,1,4,4,1,2,2,2,2,2,2,2,4,4,1,4,3,3,3,4,4,2,2,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x+10997952,4>,<x-10997952,3>]*]] [*<2,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[3],[[[1,3,2,5,4]]],20,<[],[187302,215992,1]>,[[-67978,524288],[1,2],[-38767,65534],[85593,14849],[-109919,116223]]>,<3,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[-82467870,-929932689,1]>,[[445327990,0],[929932689,-1],[0,1],[1695041606,-336233725],[416482118,336233725]]>,<7,2,2,[[1,5,4,3,2]],[[1,2,3,4,5],[1,5,4,3,2]],[1,2,3,4,5],[1,2],[1],[[[1,5,4,3,2]]],20,<[],[-30894313194528455,-39371795414489692,1]>,[[30096900015971126,0],[5175109858370263,-1],[4303738543326439,-62428018054887],[-5379062861548397,62428018054887],[0,1]]>,<167,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[40902445135835557765775309887762540609416699,-23766255028471816082942509931943696792157176,1]>,[[-130866203425830421866394253685690274676379145,0],[23766255028471816082942509931943696792157215,-1],[39,1],[-2145875235199851013588304446702915677833369,-835938632315105450004340312367702195478886],[109245823632558456797040048200449493562055262,835938632315105450004340312367702195478886]]>*] [x,x^2+7014,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,167],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,2^3*3*7*167,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,7,167],[5,5,5,5],1,[1.000000000,1.500468848,1.047955276],<"notfaithful",0>,[5,2]>,<2,2^3*3*7*167,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,7,167],[5,5,5,5],1,[1.000000000,3.465759800,1.568140465],<"2.2e3_3_7_167.5t2.1",1>,[5,2]>,<2,2^3*3*7*167,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,7,167],[5,5,5,5],1,[1.000000000,2.272035299,1.415953632],<"2.2e3_3_7_167.5t2.1",2>,[5,2]>]
x^8-2*x^7-11*x^6+46*x^5+81*x^4+272*x^3+703*x^2-988*x+367 3^4*37^4*73^2 0 4 16 "D8:C2" [[6,8,1,3,2,4,5,7],[2,1,5,7,3,8,4,6],[1,7,3,4,8,6,2,5],[4,7,6,1,8,3,2,5]] [<1,1,[1,2,3,4,5,6,7,8]>,<2,1,[4,7,6,1,8,3,2,5]>,<2,2,[2,1,5,7,3,8,4,6]>,<2,2,[1,7,3,4,8,6,2,5]>,<2,2,[8,3,2,5,4,7,6,1]>,<4,1,[6,8,1,3,2,4,5,7]>,<4,1,[3,5,4,6,7,1,8,2]>,<4,2,[8,6,2,5,1,7,3,4]>,<4,2,[7,1,8,2,3,5,4,6]>,<4,2,[6,5,1,3,7,4,8,2]>] [[1,1,1,1,1,1,1,1],[1,1,1,1,2,2],[2,2,2,2],[4,4]] 67 x-1 5 [[-405616525],[-502269651],[-74829143],[381359525],[-638350046],[99086144],[526526652],[614093046]] 5 [10,5,6,4,8,9,6,3,10,6,9,1,5,9,8,8,6,3,1,5,1,3,8,10,3,8,9,8,3,6,1,6,5,4,5,4,4,9,7,5,7,2,7,9,8,9,2,2,10,4,8,7,9,10,10,8,5,4,9,7,3,5,4,10,9,5,9,4,10,1,10,5,1,1,4,10,10,1,10,9,5,9,6,4,3,8,7,3,10,3,6,10,3,8,3,10,5,8,3,9,3,10,7,7,4,9,10,5,8,4,3,4,8,2,9,5,9,6,10,5,3,2,8,7,4,6,9,8,3,1,1,8,4,3,8,9,8,1,10,10,2,5,4,10,9,5,3,10,9,8,2,8,9,8,9,10,9,8,1,5,10,5,3,8,7,8,9,3] [[*[1,1,1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2,2],"CYC",0,4*],[*[2,2,2,2],"RES",<[1],x^2>,[<x-40,2>,<x^2-50*x+844,3>,<x^2+24*x-10660,5>]*],[*[4,4],"RES",<[1],x^2>,[<x+49,6>,<x-99,7>,<x^2+24*x+144,8>,<x^2-50*x-10179,9>,<x^2-50*x+14056,10>]*]] [*<2,4,1,[[4,3,7,8,1,2,6,5]],[[1,2,3,4,5,6,7,8],[8,7,6,5,4,3,2,1],[4,3,7,8,1,2,6,5],[5,6,2,1,8,7,3,4]],[4,3,7,8,1,2,6,5],[1,2,10,10],[1],[[]],20,<[],[1,1,0,0,1]>,[[12992,-64266,-147328,192085],[75490,-257438,-187856,100653],[-153064,-91100,173733,-29323],[-206770,-251988,251081,-100931],[16120,235247,257236,21493],[-37586,74359,-189704,-50115],[115161,-250109,203827,-21215],[177659,81007,163299,-112647]]>,<3,4,2,[[2,1,4,3,6,5,8,7],[5,6,7,8,1,2,3,4]],[[1,2,3,4,5,6,7,8],[2,1,4,3,6,5,8,7],[5,6,7,8,1,2,3,4],[6,5,8,7,2,1,4,3]],[5,6,7,8,1,2,3,4],[1,5,5,2],[1],[[[2,1,4,3,6,5,8,7]]],20,<<[],[2,2,1]>,[[943050066,301534002],[417519270,1228234410],[1,0]]>,[[[-417519268,-1228234408],[-1,0]],[[2,2],[1,0]],[[168965184,-257448656],[86533224,0]],[[-124713384,-49845872],[300887265,0]],[[810715138,-2],[-1,0]],[[1228234408,1228234408],[1,0]],[[476259712,49845872],[86533224,0]],[[182581144,257448656],[300887265,0]]]>,<7,2,1,[[1,2,3,5,4,8,7,6]],[[1,2,3,4,5,6,7,8],[1,2,3,5,4,8,7,6]],[1,2,3,5,4,8,7,6],[1,4],[1],[[]],20,<[],[3,6,1]>,[[-19932722067863767,0],[1139297675054201,0],[6087677068138100,0],[-6645057179397143,-27607945368470998],[-581917563795157,27607945368470998],[217830515426184,767930245505535],[-321561458612125,0],[495489836124321,-767930245505535]]>,<37,2,2,[[2,1,4,3,6,5,8,7]],[[1,2,3,4,5,6,7,8],[2,1,4,3,6,5,8,7]],[1,2,3,4,5,6,7,8],[1,3],[1],[[[2,1,4,3,6,5,8,7]]],20,<[],[-6515015502379553990426536322270,3599460208738146672570847879243,1]>,[[-3599460208738146672570847879207,-1],[36,1],[9951959404315803635732437066333,180763453765659465535537576046],[-6352499195577656963161589187161,-180763453765659465535537576046],[-7355643677788983538827067813873,-27058375495755859081193847498],[6336038471757640073060425486608,27058375495755859081193847498],[-9414340793294518224697596785802,207821829261415324616731423543],[10433945999325861690464239113068,-207821829261415324616731423543]]>,<73,2,2,[[1,2,3,4,6,5,8,7]],[[1,2,3,4,5,6,7,8],[1,2,3,4,6,5,8,7]],[1,2,3,4,5,6,7,8],[1,4],[1],[[[1,2,3,4,6,5,8,7]]],20,<[],[9201267523695035112691022865070436924,2450451170874915813059611836085056765,1]>,[[-7296346880122615387551858297624775335,0],[2752353289879485548621439026863374257,0],[-5202804460754401361681050862948430904,0],[-8722789721137661089949355273756575218,0],[-2450451170874915813059611836085056706,-1],[59,1],[8366634506883447823225429439614145739,25435322551554013884114222334992060],[-5916183336008532010165817603529089091,-25435322551554013884114222334992060]]>,<75037,2,1,[[1,2,6,5,4,3,7,8]],[[1,2,3,4,5,6,7,8],[1,2,6,5,4,3,7,8]],[1,2,6,5,4,3,7,8],[1,4],[1],[[]],20,<[],[2,75033,1]>,[[2831731113209633369694611389426468316168005166555249543895675142806804290399455444406283641302848,0],[-5473124914005243363182588333017390390625889442442200472254695402018022874384841069507169438311878,0],[876165571902529146535960771057791187510695395172045848820464933192028487070324774467544217792835,-4663039956238785556403344538388602279948618855613091135506419685456934973661472892953079149247147],[-8528728396695476427644641488617940954538910478602450978582036332203499528937752199800854426687192,3250022162675639004113855149754860036967318677864382692178600744379495096373678086472865063179722],[14226956892575273547289433249323497026853273860278654440174730956536845439256357451167726938221597,-3250022162675639004113855149754860036967318677864382692178600744379495096373678086472865063179722],[-6574394067782326266180752531763347259825058776848249310413159557525374397388930025834416729327239,4663039956238785556403344538388602279948618855613091135506419685456934973661472892953079149247147],[-175125504917087814914756579688630398010348087162144360038544752968678318252794880688620267955,0],[46693906444837928945617646199945013998674054192788907676197828682292128306400981345860662489,0]]>*] [x,x^2-x-18,x^2-x+28,x^2-x+2026,x^2-x+55,x^2-x-9,x^2-x+1,x^2-x-675,0,0] [1,2,2,2,2,2,2,2,9,10] <[1],[2],[3],[4],[5],[6],[7],[8],[9,10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,37,73,75037],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[8,11]>,<1,73,1,[[1],[1],[1],[-1],[1],[-1],[-1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,37,73,75037],[1,1,4,1,11,4],1,[1.000000000,1.794636484,1.392509374],<"notfaithful",0>,[8,11]>,<1,3*37,1,[[1],[1],[-1],[1],[-1],[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,37,73,75037],[1,11,1,11,1,1],1,[1.000000000,2.385494229,1.398869164],<"notfaithful",0>,[8,11]>,<1,3*37*73,1,[[1],[1],[-1],[-1],[-1],[-1],[-1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,7,37,73,75037],[1,11,3,11,11,3],1,[1.000000000,1.675205887,1.269041536],<"notfaithful",0>,[8,11]>,<1,3*73,1,[[1],[1],[1],[-1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7,37,73,75037],[4,11,4,1,11,4],1,[1.000000000,0.8491566335,0.8234243552],<"notfaithful",0>,[8,11]>,<1,37,1,[[1],[1],[-1],[1],[1],[-1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7,37,73,75037],[3,1,1,11,1,1],1,[1.000000000,0.8192921687,0.8770556587],<"notfaithful",0>,[8,11]>,<1,3,1,[[1],[1],[1],[1],[-1],[-1],[-1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,37,73,75037],[5,11,1,1,1,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[8,11]>,<1,37*73,1,[[1],[1],[-1],[-1],[1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,37,73,75037],[3,1,3,11,11,3],1,[1.000000000,1.123472764,0.9179584216],<"notfaithful",0>,[8,11]>,<2,3*37*73,4,[[2,0],[-2,0],[0,0],[0,0],[0,0],[0,-2],[0,2],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0],[1,0]],[[1,0],[-1,0]]],[2,3,7,37,73,75037],[8,11,3,12,12,3],0,[-1.000000000-5.981803028E-18*i,0.5174930603-0.3542834994*i,0.8437298005-0.07602000052*i],<"2.3_37_73.8t11.1",1>,[8,11]>,<2,3*37*73,4,[[2,0],[-2,0],[0,0],[0,0],[0,0],[0,2],[0,-2],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0],[1,0]],[[1,0],[-1,0]]],[2,3,7,37,73,75037],[8,11,3,12,12,3],0,[-1.000000000+5.981803028E-18*i,0.5174930603+0.3542834994*i,0.8437298005+0.07602000052*i],<"2.3_37_73.8t11.1",2>,[8,11]>]
