x^2-11 2^2*11 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[56],[-56]] 1 [1,2,1,1,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,2,1,2,2,1,1,1,1,2,2,1,2,1,2,1,1,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,1,2,1,2,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,1,2,1,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-10,2,1]>,[[1,1],[-1,-1]]>,<11,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-11,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,11],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*11,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,11],[3,3],1,[1.000000000,0.9024906449,0.9468447206],<"1.2e2_11.2t1.1",1>,[2,1]>]
x^4-x^3+x^2+19*x-79 -5^3*239 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 29 x-1 5 [[4366416],[8562035],[2026770],[5555929]] 4 [5,5,1,3,2,3,5,4,3,1,2,3,4,3,3,3,4,1,5,1,3,4,5,4,3,2,3,3,1,5,5,4,3,4,4,4,5,5,3,3,4,4,4,5,5,4,1,3,3,4,3,4,2,2,5,5,1,1,3,4,5,5,5,1,3,3,4,5,5,1,3,1,5,5,4,5,2,3,2,2,2,1,1,3,1,5,4,5,4,3,3,1,5,4,4,5,2,4,5,4,3,3,5,2,1,5,5,3,2,4,3,5,3,4,2,1,5,5,3,4,2,3,3,3,2,4,4,2,5,5,2,3,2,5,1,4,3,3,5,4,4,4,3,5,4,1,5,3,1,3,5,4,5,5,3,4,1,4,5,4,3,3,5,1,3,5,4,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-21,2>,<x^2-37*x+641,3>]*],[*[4],"CYC",0,5*]] [*<5,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,5,5],[1],[[[2,4,1,3]]],20,<[],[205,235,85,15,1]>,[[31268010373969,-8442362800976,4690201556096,1250720414959],[20408066550509,9398090024118,-6326140169242,5134654808091],[43691354716144,-955727223143,1635938613146,-6385375223050],[4,1,0,0]]>,<61,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-193890517666270709842198206293431062,95515961101676823799641799901255739,1309555596528670795377392533204022,-3038233711215925068216992313197590]>,<239,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[7,237,1]>,[[-37097214645253124555511190549226102301874189741,0],[35200260638040760553418216342785876407050169356,0],[1,0]]>,[[[-30968313526321706706097259215216366619801173481,-70623613216022781322637714517588718263732344220],[0,0]],[[66168574164362467259515475558002243026851342614,70623613216022781322637714517588718263732344220],[0,0]],[[-35200260638040760553418216342785876407050169244,0],[-1,0]],[[112,0],[1,0]]]>*] [x,x^2-x-1,x^2-x+299,x^2-x+60,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,61,239],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[5,61,239],[6,1,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,5*239,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[5,61,239],[6,1,6],1,[1.000000000,0.7270359850,0.7449438753],<"notfaithful",0>,[4,3]>,<1,239,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[5,61,239],[1,1,6],1,[1.000000000,3.048191034,1.532250319],<"notfaithful",0>,[4,3]>,<2,5^2*239,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]]],[5,61,239],[6,1,7],1,[1.000000000,0.6733102620,0.9160804559],<"2.5e2_239.4t3.1",1>,[4,3]>]
x^5-2*x^4-5*x^3-10*x^2+155*x+140 2^6*3^4*5^3*23^2 1 2 20 "F5" [[5,3,1,2,4],[4,5,3,2,1],[2,1,3,5,4]] [<1,1,[1,2,3,4,5]>,<2,5,[2,1,3,5,4]>,<4,5,[4,5,3,2,1]>,<4,5,[5,4,3,1,2]>,<5,4,[5,3,1,2,4]>] [[1,1,1,1,1],[1,2,2],[1,4],[5]] 11 x^2+7*x+2 14 [[4092944575446,-43728114374723],[170600630267269,0],[16529860197323,182491815371764],[-121663346655302,-182491815371764],[-69560088384734,43728114374723]] 2 [4,3,1,4,2,4,3,5,4,1,2,4,5,4,3,3,2,5,3,2,3,2,4,5,3,2,3,3,2,4,3,5,3,2,2,2,4,3,3,4,2,5,5,3,3,2,5,4,3,2,3,1,2,2,4,3,5,2,3,2,4,3,4,2,4,3,5,3,4,5,3,2,4,3,5,3,2,3,2,2,5,5,1,4,1,3,2,3,2,4,3,2,3,5,2,3,5,2,4,2,4,4,4,1,2,4,4,3,5,5,3,3,3,5,1,2,4,3,4,5,5,3,4,3,5,5,2,5,4,3,2,3,5,4,5,5,3,3,4,2,5,2,4,3,1,2,4,4,2,4,3,2,3,3,3,5,2,2,3,1,4,4,3,2,3,3,2,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[1,4],"RES",<[1],x^2>,[<x^5-28*x^4-2975*x^3+214300*x^2+2329325*x-498415190,3>,<x^5-28*x^4-2975*x^3+959500*x^2-302457475*x+18451275610,4>]*],[*[5],"CYC",0,5*]] [*<2,4,2,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,2,4,3],[3],[[[1,3,2,5,4]]],20,<<[],[1,1,1]>,[[-433146,162376],[95076,120080],[1,0]]>,[[[70076,0],[0,0]],[[0,1],[1,0]],[[-95076,-120079],[262143,0]],[[-191321,187595],[65513,233926]],[[216323,-67517],[196631,28218]]]>,<3,20,5,[[3,4,5,1,2],[1,4,2,5,3]],[[1,2,3,4,5],[1,5,4,3,2],[1,4,2,5,3],[1,3,5,2,4],[3,4,5,1,2]],[1,4,2,5,3],[1,2,3,4,5],[1],[[[3,4,5,1,2]]],20,<<[],[2,0,0,2,1]>,[[89373,0,0,0],[43767,0,0,0],[1944,0,0,0],[348,0,0,0],[-9,0,0,0],[1,0,0,0]]>,[[[518799607,0,0,0],[250786206,0,0,0],[173316029,0,0,0],[43642229,0,0,0],[50846329,0,0,0]],[[-43304102,-451011768,-441875469,-500834943],[-296198874,88156701,149543334,517112064],[188099284,284578214,114000352,53142207],[370461720,234769117,15396544,381829937],[231584039,38709628,240605400,378055787]],[[256196890,-358029222,-207027360,-256906029],[-318644352,-564588018,-3008286,302234328],[259005985,210766664,73115148,86605843],[85158902,14550409,351053179,268351278],[268068354,199653452,83688725,277603651]],[[355954228,358029222,497447547,547326216],[233131887,564588018,42888924,-262353690],[232024595,176653825,310863202,297372507],[250562704,372870080,200199786,282901687],[267658991,187767037,283751540,89836614]],[[74614846,451011768,151455282,210414756],[130925133,-88156701,-189423972,-556992702],[309815574,102842275,276862276,337720421],[25015423,152651372,208191469,229178565],[344103754,348710861,166795313,29344926]]]>,<5,4,4,[[1,3,5,2,4]],[[1,2,3,4,5],[1,5,4,3,2],[1,3,5,2,4],[1,4,2,5,3]],[1,2,3,4,5],[1,2,4,3],[1],[[[1,3,5,2,4]]],20,<[],[-14716021999645,-47368208545150,22270650784105,38949785135605,1]>,[[38949785135607,0,0,0],[-22729375756890,-2218894212651,2533200540365,-736014669475],[17682036697590,6516455476853,-3760484936520,4028416746196],[-33902446076305,-4297561264203,1227284396155,-3292402076721],[0,1,0,0]]>,<23,4,2,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,2,4,3],[1],[[[1,3,2,5,4]]],20,<<[],[5,21,1]>,[[241083077031905581284326835,-750636193766024756520756514],[718005496390729858205604446,211517696048894406191923158],[1,0]]>,[[[426451038423849872228613780,0],[0,0]],[[-718005496390729858205604426,-211517696048894406191923137],[-1,0]],[[20,21],[1,0]],[[-56981008515980993255744769,426512343928921544807994773],[-12174275051425339724424955,34962107228781335220398911]],[[348535466482860979232735397,-214994647880027138616071657],[12174275051425339724424955,-34962107228781335220398911]]]>,<29,1,1,[],[[1,2,3,4,5]],[1,2,3,4,5],[1],[1],[[]],20,[],[-49744720243449741327238715385,-25321603148416019356631110669,60638549106802864259023531977,-2223003052568476858714124258,-1659006402138601185176130670]>*] [x,x^2-x-1,x^4+230*x^2+10580,x^4+230*x^2+10580,0] [1,2,2,2,5] <[1],[2],[3,4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,23,29],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,3]>,<1,5,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,23,29],[3,3,6,3,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[5,3]>,<1,2^3*5*23,4,[[1,0],[-1,0],[0,-1],[0,1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0]]],[2,3,5,23,29],[6,3,6,6,1],0,[-0.8506508084-0.5257311121*i,0.8553545476-0.2019218181*i,0.9846249187-0.08689281043*i],<"notfaithful",0>,[5,3]>,<1,2^3*5*23,4,[[1,0],[-1,0],[0,1],[0,-1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0]]],[2,3,5,23,29],[6,3,6,6,1],0,[-0.8506508084+0.5257311121*i,0.8553545476+0.2019218181*i,0.9846249187+0.08689281043*i],<"notfaithful",0>,[5,3]>,<4,2^6*3^4*5^3*23^2,1,[[4],[0],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[0],[-1]],[[1]],[[1],[-1]]],[2,3,5,23,29],[6,7,8,6,1],1,[0,0,0],<"4.2e6_3e4_5e3_23e2.5t3.1",1>,[5,3]>]
x^6-2*x^5-35*x^4-20*x^3+230*x^2+408*x+184 2^9*3^3*5^4*17^2 6 0 12 "D12" [[1,6,4,3,5,2],[6,2,3,5,4,1],[5,3,2,6,1,4]] [<1,1,[1,2,3,4,5,6]>,<2,1,[5,3,2,6,1,4]>,<2,3,[6,2,3,5,4,1]>,<2,3,[4,3,2,1,6,5]>,<3,2,[2,6,4,5,3,1]>,<6,2,[3,4,6,1,2,5]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 23 x^2+21*x+5 9 [[-467769600330,0],[239480228467,343609595355],[-445863645138,785024651908],[-721007382039,-785024651908],[-634281634285,0],[228289371864,-343609595355]] 1 [1,3,3,6,6,4,2,5,3,3,6,6,2,5,5,5,4,2,5,3,3,6,4,4,3,5,4,6,6,6,4,2,4,3,1,4,4,3,3,3,4,6,5,3,3,6,3,4,6,4,2,5,3,4,4,5,3,4,6,4,3,1,1,3,3,3,5,3,6,4,4,5,6,4,3,1,5,6,2,1,2,4,3,5,2,4,6,5,5,4,4,3,2,4,3,3,5,6,1,6,3,5,4,4,3,5,4,4,5,3,2,4,6,3,4,2,3,1,3,4,4,3,3,2,3,1,6,3,4,4,5,3,2,4,4,5,1,3,5,6,3,3,2,6,4,3,6,6,5,5,2,6,1,3,3,3,4,6,1,3,6,4,4,4,4,3,2,6] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,3*],[*[2,2,2],"RES",<[1],x^2>,[<x+42,2>,<x^3-74*x^2-17658*x-577812,4>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,4],[3],[[[2,1,4,3,6,5]]],20,<[],[-197910,112600,1]>,[[1,1],[-112599,262143],[17954,55702],[30098,9834],[-83490,75369],[16966,55703]]>,<3,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,4,3,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,2,1]>,[[-1210557201,0],[-204228078,0],[1,0]]>,[[[204228080,0],[-1,0]],[[2,0],[1,0]],[[80291346,-1663100854],[41526660,-539604073]],[[852514125,-788764036],[-41526660,539604073]],[[-80291347,1663100854],[-41526661,539604073]],[[-1056742204,788764036],[41526661,-539604073]]]>,<5,6,3,[[3,4,5,6,1,2],[5,2,3,6,1,4]],[[1,2,3,4,5,6],[5,2,3,6,1,4],[3,4,5,6,1,2]],[5,2,3,6,1,4],[1,3,5],[1],[[[3,4,5,6,1,2]]],20,<<[],[2,4,1]>,[[637923379010,0],[-47524234975555,0],[5,0],[1,0]]>,[[[-5330515534818,-7433629349440],[-1475992936197,215677848308],[815305691747,-1499695786939]],[[-9377262319293,0],[-63792337912,0],[1875452463857,0]],[[2,0],[1,0],[0,0]],[[9106177878747,2208773359550],[-17478785882,-24687477419],[1096949314810,63663456963]],[[5330515534817,7433629349440],[1475992936196,-215677848308],[-815305691747,1499695786939]],[[271084440547,-2208773359550],[81271123794,24687477419],[842295486958,-63663456963]]]>,<17,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,2,3,4],[1],[[[1,2,4,3,6,5]]],20,<<[],[3,16,1]>,[[-1656014502481257198041129,315465472978163094288466],[-1052309404179522055010590,1740884699318839399250709],[1,0]]>,[[[-456844746747944786210608,-1740884699318839399250701],[0,0]],[[-1052309404179522055010599,1740884699318839399250701],[0,0]],[[1052309404179522055010595,-1740884699318839399250705],[-1,0]],[[5,4],[1,0]],[[1158636687260758825175525,1494081730423062067199312],[42616200151026954627112,83644341371048187026803]],[[-701791940512814038964916,246802968895777332051389],[-42616200151026954627112,-83644341371048187026803]]]>*] [x,x^2-102,x^2-x-4,x^2-6,x^3-x^2-23*x+27,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,17],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^3*3*17,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,17],[7,7,3,7],1,[1.000000000,1.051188790,0.9868172043],<"notfaithful",0>,[6,3]>,<1,17,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,17],[1,2,2,7],1,[1.000000000,1.016084834,1.126461493],<"notfaithful",0>,[6,3]>,<1,2^3*3,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,17],[7,7,1,2],1,[1.000000000,0.9358813101,1.007312281],<"notfaithful",0>,[6,3]>,<2,2^3*3*5^2*17,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,3,5,17],[7,7,8,7],1,[1.000000000,2.182725440,1.455439937],<"notfaithful",0>,[6,3]>,<2,2^3*3*5^2*17,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,17],[7,8,9,8],1,[1.000000000,1.566849764,1.225474376],<"2.2e3_3_5e2_17.6t3.8",1>,[6,3]>]
