x^2-19 2^2*19 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[91],[-91]] 1 [1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,2,2,1,2,1,2,1,1,1,2,1,1,2,2,2,2,1,2,1,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-18,2,1]>,[[1,1],[-1,-1]]>,<19,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-19,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,19],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*19,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,19],[3,3],1,[1.000000000,1.337249852,1.132121268],<"1.2e2_19.2t1.1",1>,[2,1]>]
x^4-x^3-1214*x^2-16648*x-30424 7^2*138041^2 4 0 12 "A4" [[2,3,1,4],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<3,4,[2,3,1,4]>,<3,4,[3,1,2,4]>] [[1,1,1,1],[1,3],[2,2]] 113 x-1 6 [[-811708777184],[647633284916],[51860491220],[112215001049]] 1 [3,4,3,1,4,2,4,3,3,2,4,3,2,2,3,4,4,3,4,2,4,3,2,3,2,4,3,3,4,1,2,3,4,2,3,4,4,3,2,3,4,2,3,4,2,4,2,2,4,3,3,2,4,2,3,4,4,3,4,2,4,2,2,4,3,3,3,2,4,2,4,3,4,3,1,3,4,3,3,4,2,2,4,2,3,3,2,3,2,2,3,4,4,1,3,2,3,4,3,3,2,4,4,3,4,4,2,3,4,2,3,4,2,4,2,4,1,4,3,2,4,2,3,4,3,2,3,3,2,3,4,2,3,2,3,2,4,4,2,4,2,3,4,2,4,2,2,4,3,3,3,2,2,3,4,2,3,3,2,4,3,2,2,3,4,4,4,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,3],"ALT",[1,3,4,2],[<x+316942136,4>,<x-316942136,3>]*],[*[2,2],"CYC",0,2*]] [*<2,3,1,[[1,4,2,3]],[[1,2,3,4],[1,4,2,3],[1,3,4,2]],[1,4,2,3],[1,3,4],[1],[[]],20,<[],[1,1,0,1]>,[[384011,0,0],[-26094,-25498,-109280],[-89634,50162,-73518],[-6138,-24664,-79346]]>,<7,3,3,[[1,4,2,3]],[[1,2,3,4],[1,4,2,3],[1,3,4,2]],[1,2,3,4],[1,4,3],[1],[[[1,4,2,3]]],20,<[],[22394722087605238,28764954480689651,15664842787666940,1]>,[[15664842787666938,0,0],[35578556296805320,4159516903275339,1596968237005777],[28548867213139743,-4159516903275340,-1596968237005777],[1,1,0]]>,<41,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,2],[1],[[]],20,<[],[6,38,1]>,[[77302512496091810896820503551420,28269528526686006435712458852219],[84067126220549143357926143555904,-28269528526686006435712458852219],[134985235070490377570968900521,668820734922343081393778403873],[1085814326034272236270293855513,-668820734922343081393778403873]]>,<138041,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,2],[1],[[[2,1,4,3]]],20,<[],[-2135780651452373012073884566163836158682894264631301324873004008358639107874337093162252766345404558649,341403293000382453675879085890895325554271965212954357994103947790240172336184807362219853974093892172,1]>,[[-341403293000382453675879085890895325554271965212954357994103947790240172336184807362219853974093765885,-1],[126287,1],[-152602648567372764929647549329273702419310458588271585314850818705298178918441336401823427303123192259,-7018856277340547381985304297450660252519097536253111576095335594594044673125462035213568762120207],[494005941567755218605526635220169027973582423801225943308954766495538351254626143764043281277216831858,7018856277340547381985304297450660252519097536253111576095335594594044673125462035213568762120207]]>*] [x,x^3-x^2-2*x+1,x^3-x^2-2*x+1,0] [1,3,2,4] <[1],[2,3],[4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,41,138041],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,4]>,<1,7,3,[[1,0],[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,7,41,138041],[3,5,1,1],0,[0.8959532197+0.4441484303*i,0.5377473805+0.1052975456*i,0.7992187436+0.1018472971*i],<"notfaithful",0>,[4,4]>,<1,7,3,[[1,0],[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,7,41,138041],[3,5,1,1],0,[0.8959532197-0.4441484303*i,0.5377473805-0.1052975456*i,0.7992187436-0.1018472971*i],<"notfaithful",0>,[4,4]>,<3,7^2*138041^2,1,[[3],[-1],[0],[0]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[-1]]],[2,7,41,138041],[3,5,2,5],1,[0,0,0],<"3.7e2_138041e2.4t4.1",1>,[4,4]>]
x^4-7*x^2+432 2^2*3*23^2*73^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 71 x-1 5 [[-328091425],[-701234108],[701234108],[328091425]] 3 [4,1,4,4,2,3,4,5,3,5,5,3,4,4,3,4,3,3,5,1,3,5,1,5,3,5,4,1,3,4,4,3,5,5,5,5,2,5,3,4,3,3,1,3,5,4,4,4,3,1,5,3,2,3,4,1,4,5,3,4,5,5,5,2,1,4,5,2,1,2,4,3,5,3,4,3,5,1,5,3,3,1,1,1,4,3,5,3,4,4,2,3,4,3,4,3,4,4,5,3,4,5,2,4,4,3,2,4,3,3,4,2,4,5,4,5,4,3,4,3,3,1,4,3,5,4,2,3,5,3,4,2,4,3,5,1,4,5,5,4,4,4,5,3,3,3,2,4,5,3,2,4,5,3,4,3,4,5,3,5,1,5,4,1,4,2,5,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-42,2>,<x^2-62208,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[2],[[[1,2,4,3]]],20,<<[],[1,1,1]>,[[-519222,0],[2,0],[1,0]]>,[[[-52356,26360],[0,0]],[[52356,-26360],[0,0]],[[1,0],[1,0]],[[-1,0],[-1,0]]]>,<3,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[332239128,0,1]>,[[-1065767827,0],[1065767827,0],[0,387420486],[0,3]]>,<23,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[5,21,1]>,[[-445916035512257493455187882,-458790949620268757467921324],[343296756719504117461008386,114416635465409265611710129],[1,0]]>,[[[-343296756719504117461008381,-114416635465409265611710111],[-1,0]],[[5,18],[1,0]],[[-5,-18],[-1,0]],[[343296756719504117461008381,114416635465409265611710111],[1,0]]]>,<73,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[5,70,1]>,[[-7576945497253226177954151721367119651,-2379840616913638838236805134246260969],[-6876220030019639601299050491365899929,5080561648323779522980262959522804975],[1,0]]>,[[[6876220030019639601299050491365899992,-5080561648323779522980262959522804944],[-1,0]],[[63,31],[1,0]],[[-63,-31],[-1,0]],[[-6876220030019639601299050491365899992,5080561648323779522980262959522804944],[1,0]]]>*] [x,x^2-x+420,x^2-3,x^2+5037,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,23,73],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,23*73,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,23,73],[1,1,6,6],1,[1.000000000,3.986831383,1.595397511],<"notfaithful",0>,[4,3]>,<1,2^2*3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,23,73],[6,6,1,1],1,[1.000000000,0.7603459963,0.9497031263],<"notfaithful",0>,[4,3]>,<1,2^2*3*23*73,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,23,73],[6,6,6,6],1,[1.000000000,0.7082455915,0.9435861429],<"notfaithful",0>,[4,3]>,<2,2^2*3*23*73,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,3,23,73],[6,7,6,6],1,[1.000000000,0.9073958070,0.8860533001],<"2.2e2_3_23_73.4t3.19",1>,[4,3]>]
x^4+7*x^2+432 2^2*3*23^2*73^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 11 x-1 8 [[-3226233],[-101059547],[101059547],[3226233]] 3 [1,4,4,4,1,3,4,5,1,5,5,3,4,4,3,4,3,3,5,2,3,5,2,5,3,5,4,2,3,4,4,3,5,5,5,5,2,5,3,4,3,3,2,3,5,4,4,4,3,1,5,3,2,3,4,2,4,5,3,4,5,5,5,1,1,4,5,2,2,2,4,3,5,3,4,3,5,1,5,3,3,1,2,1,4,3,5,3,4,4,1,3,4,3,4,3,4,4,5,3,4,5,1,4,4,3,1,4,3,3,4,2,4,5,4,5,4,3,4,3,3,1,4,3,5,4,2,3,5,3,4,1,4,3,5,1,4,5,5,4,4,4,5,3,3,3,2,4,5,3,2,4,5,3,4,3,4,5,3,5,2,5,4,2,4,1,5,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+42,2>,<x^2-62208,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[1,2,3,4],[1,4],[2],[[[2,1,3,4]]],20,<[],[33086,2,1]>,[[-4,-4],[4,4],[118109,0],[-118109,0]]>,<3,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,2,1]>,[[55181361,0],[0,0],[1,0]]>,[[[-1065767827,-1065767827],[0,0]],[[1065767827,1065767827],[0,0]],[[0,0],[258280329,0]],[[0,0],[129140160,0]]]>,<23,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[184412963418868284441640143,-284121575626629253210149684,1]>,[[284121575626629253210149697,-1],[13,1],[-13,-1],[-284121575626629253210149697,1]]>,<73,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[5,70,1]>,[[-1703077599121958293325739718747280395,2450264240946060964412257501934014618],[5714135167952370072423658464524838866,-6169169088504855354694464183573487006],[1,0]]>,[[[-5714135167952370072423658464524838844,6169169088504855354694464183573487040],[-1,0]],[[22,34],[1,0]],[[-22,-34],[-1,0]],[[5714135167952370072423658464524838844,-6169169088504855354694464183573487040],[1,0]]]>*] [x,x^2-x+420,x^2-3,x^2+5037,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,23,73],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,23*73,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,23,73],[1,1,6,6],1,[1.000000000,3.986831383,1.595397511],<"notfaithful",0>,[4,3]>,<1,2^2*3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,23,73],[6,6,1,1],1,[1.000000000,0.7603459963,0.9497031263],<"notfaithful",0>,[4,3]>,<1,2^2*3*23*73,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,23,73],[6,6,6,6],1,[1.000000000,0.7082455915,0.9435861429],<"notfaithful",0>,[4,3]>,<2,2^2*3*23*73,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,3,23,73],[6,7,6,7],1,[1.000000000,1.824248992,1.223458897],<"2.2e2_3_23_73.4t3.20",1>,[4,3]>]
x^4-47*x^2+972 2^2*3*23^2*73^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 83 x-1 5 [[-536159155],[1564846415],[-1564846415],[536159155]] 3 [1,4,4,4,2,3,4,5,1,5,5,3,4,4,3,4,3,3,5,2,3,5,1,5,3,5,4,1,3,4,4,3,5,5,5,5,1,5,3,4,3,3,1,3,5,4,4,4,3,2,5,3,1,3,4,1,4,5,3,4,5,5,5,1,2,4,5,1,2,2,4,3,5,3,4,3,5,1,5,3,3,2,1,2,4,3,5,3,4,4,2,3,4,3,4,3,4,4,5,3,4,5,2,4,4,3,1,4,3,3,4,1,4,5,4,5,4,3,4,3,3,1,4,3,5,4,1,3,5,3,4,2,4,3,5,2,4,5,5,4,4,4,5,3,3,3,2,4,5,3,2,4,5,3,4,3,4,5,3,5,2,5,4,1,4,2,5,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-282,2>,<x^2-139968,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[2],[[[1,2,4,3]]],20,<[],[-519242,2,1]>,[[109974,0],[-109974,0],[1,1],[-1,-1]]>,<3,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,2,1]>,[[6131262,0],[0,0],[1,0]]>,[[[-1061147452,-1061147452],[0,0]],[[1061147452,1061147452],[0,0]],[[0,0],[86093433,0]],[[0,0],[43046730,0]]]>,<23,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-673990523477934868418000449,639601556334697810974048375,1]>,[[-639601556334697810974048361,-1],[14,1],[-14,-1],[639601556334697810974048361,1]]>,<73,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[5,70,1]>,[[563548316716727274670146834756721582,3506869294556333465523079797350968162],[-4088231067384643750653966090906806523,-8032344218554643660259038491511511748],[1,0]]>,[[[4088231067384643750653966090906806594,8032344218554643660259038491511511798],[-1,0]],[[71,50],[1,0]],[[-71,-50],[-1,0]],[[-4088231067384643750653966090906806594,-8032344218554643660259038491511511798],[1,0]]]>*] [x,x^2-x+420,x^2-3,x^2+5037,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,23,73],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,23*73,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,23,73],[1,1,6,6],1,[1.000000000,3.986831383,1.595397511],<"notfaithful",0>,[4,3]>,<1,2^2*3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,23,73],[6,6,1,1],1,[1.000000000,0.7603459963,0.9497031263],<"notfaithful",0>,[4,3]>,<1,2^2*3*23*73,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,23,73],[6,6,6,6],1,[1.000000000,0.7082455915,0.9435861429],<"notfaithful",0>,[4,3]>,<2,2^2*3*23*73,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,3,23,73],[6,7,6,7],1,[1.000000000,1.420441063,1.185089808],<"2.2e2_3_23_73.4t3.23",1>,[4,3]>]
x^4+47*x^2+972 2^2*3*23^2*73^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 11 x-1 8 [[12215405],[103999813],[-103999813],[-12215405]] 3 [4,1,4,4,1,3,4,5,3,5,5,3,4,4,3,4,3,3,5,1,3,5,2,5,3,5,4,2,3,4,4,3,5,5,5,5,1,5,3,4,3,3,2,3,5,4,4,4,3,2,5,3,1,3,4,2,4,5,3,4,5,5,5,2,2,4,5,1,1,2,4,3,5,3,4,3,5,1,5,3,3,2,2,2,4,3,5,3,4,4,1,3,4,3,4,3,4,4,5,3,4,5,1,4,4,3,2,4,3,3,4,1,4,5,4,5,4,3,4,3,3,1,4,3,5,4,1,3,5,3,4,1,4,3,5,2,4,5,5,4,4,4,5,3,3,3,2,4,5,3,2,4,5,3,4,3,4,5,3,5,1,5,4,2,4,1,5,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+282,2>,<x^2-139968,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,3,4],[1,2,4,3]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[1,2,4,3],[1,4,4,2],[2],[[[2,1,3,4]]],20,<<[],[1,1,1]>,[[132346,0],[2,0],[1,0]]>,[[[-2,0],[131070,0]],[[2,0],[-131070,0]],[[-218619,87050],[0,0]],[[218619,-87050],[0,0]]]>,<3,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[36915459,0,1]>,[[-1061147452,0],[1061147452,0],[0,129140154],[0,9]]>,<23,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[5,21,1]>,[[467347301691812601716251174,808144283093256907288174861],[805372853726428590551848918,485310707815513756939198785],[1,0]]>,[[[-805372853726428590551848911,-485310707815513756939198769],[-1,0]],[[7,16],[1,0]],[[-7,-16],[-1,0]],[[805372853726428590551848911,485310707815513756939198769],[1,0]]]>,<73,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[5,70,1]>,[[1073904984647060787352886236974668108,-5291259355247074707843120060357629235],[5819586638692309329152444546621446484,4915596473940258284119996377537688965],[1,0]]>,[[[-5819586638692309329152444546621446465,-4915596473940258284119996377537688929],[-1,0]],[[19,36],[1,0]],[[-19,-36],[-1,0]],[[5819586638692309329152444546621446465,4915596473940258284119996377537688929],[1,0]]]>*] [x,x^2-x+420,x^2-3,x^2+5037,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,23,73],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,23*73,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,23,73],[1,1,6,6],1,[1.000000000,3.986831383,1.595397511],<"notfaithful",0>,[4,3]>,<1,2^2*3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,23,73],[6,6,1,1],1,[1.000000000,0.7603459963,0.9497031263],<"notfaithful",0>,[4,3]>,<1,2^2*3*23*73,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,23,73],[6,6,6,6],1,[1.000000000,0.7082455915,0.9435861429],<"notfaithful",0>,[4,3]>,<2,2^2*3*23*73,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,3,23,73],[6,7,6,6],1,[1.000000000,1.183609378,0.9149484744],<"2.2e2_3_23_73.4t3.24",1>,[4,3]>]
x^5-x^4-2*x^3+27*x^2-41*x+23 13^2*683^2 1 2 10 "D10" [[4,5,3,1,2],[5,3,2,4,1]] [<1,1,[1,2,3,4,5]>,<2,5,[5,3,2,4,1]>,<5,2,[2,3,5,1,4]>,<5,2,[3,5,4,2,1]>] [[1,1,1,1,1],[1,2,2],[5]] 17 x^2+16*x+3 6 [[-3764790,-11527483],[-7437279,6746874],[5300582,-6746874],[-5810467,0],[11711955,11527483]] 2 [4,4,4,1,4,1,2,2,2,3,4,4,1,2,3,1,2,3,2,2,4,2,2,3,2,3,3,2,2,2,4,2,2,2,4,2,2,2,2,4,2,2,4,3,2,2,1,4,2,2,3,2,2,2,4,2,2,1,2,2,2,2,4,4,4,2,1,4,3,2,2,3,3,3,3,4,3,2,3,2,2,3,2,2,2,3,3,3,3,3,3,2,1,2,4,3,2,4,2,2,2,1,2,3,3,2,2,1,4,2,2,2,1,3,2,2,4,2,2,3,4,2,4,1,3,2,2,3,2,3,2,4,2,4,2,2,2,2,2,4,3,2,4,2,3,3,3,2,2,1,1,3,2,2,3,3,1,2,2,2,2,1,2,2,3,2,3,1] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x+62153,4>,<x-62153,3>]*]] [*<7,1,1,[],[[1,2,3,4,5]],[1,2,3,4,5],[1],[1],[[]],20,[],[18164006256243581,-5263720384144848,2291066921517277,5215611332028470,2390826245101807]>,<13,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[8686875374901847121089,-8780048720532052847910,1]>,[[5465588475828913637581,0],[8780048720532052847919,-1],[9,1],[-8530856939491256262472,-382092685672870805128],[-5714780256869710223036,382092685672870805128]]>,<683,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[-208949818283872383526297557941012109400201496985374753054,-213071619396852452311353732938467533122949659761993249523,1]>,[[185671074036210929105646619057101762200690614996729255275,0],[213071619396852452311353732938467533122949659761993250186,-1],[663,1],[-180048433846736804708905178141216469594652573975195092512,297254737805504155284364141737387516418514010706888396],[-218694259586326576708095173854352825728987700783527413611,-297254737805504155284364141737387516418514010706888396]]>*] [x,x^2-x+2220,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,13,683],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,13*683,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,7,13,683],[1,1,5,5],1,[1.000000000,4.334222447,1.600110136],<"notfaithful",0>,[5,2]>,<2,13*683,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,7,13,683],[4,1,5,5],1,[1.000000000,1.922001085,1.258205104],<"2.13_683.5t2.1",1>,[5,2]>,<2,13*683,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,7,13,683],[4,1,5,5],1,[1.000000000,0.2828917757,0.5546419991],<"2.13_683.5t2.1",2>,[5,2]>]
