x^2-x-82293 13*25321 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[66],[-65]] 1 [2,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,1,2,2,1,2,1,1,1,2,1,1,2,2,1,1,2,1,2,1,2,1,1,2,2,1,1,1,1,1,2,2,1,1,2,2,1,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,1,1,1,1,2,1,2,1,2,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,1,2,1,1,1,2,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<13,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-82251,13,1]>,[[-6,-1],[7,1]]>,<25321,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[160205967,25321,1]>,[[-12660,-1],[12661,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[13,25321],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,13*25321,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[13,25321],[3,3],1,[1.000000000,0.9299865784,0.8602404561],<"1.13_25321.2t1.1",1>,[2,1]>]
x^6-3*x^5+6*x^4-6*x^3+2*x^2+2*x-3 13*25321 2 2 720 "S6" [[2,1,3,4,5,6],[2,3,4,5,6,1]] [<1,1,[1,2,3,4,5,6]>,<2,15,[2,1,4,3,6,5]>,<2,15,[2,1,3,4,5,6]>,<2,45,[2,1,4,3,5,6]>,<3,40,[2,3,1,5,6,4]>,<3,40,[2,3,1,4,5,6]>,<4,90,[2,3,4,1,6,5]>,<4,90,[2,3,4,1,5,6]>,<5,144,[2,3,4,5,1,6]>,<6,120,[2,3,4,5,6,1]>,<6,120,[2,3,1,5,4,6]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,1,3],[1,1,2,2],[1,1,4],[1,2,3],[1,5],[2,2,2],[2,4],[3,3],[6]] 41 x^2+38*x+6 5 [[-3681261,0],[-28614524,14762569],[46643626,-40057732],[49112675,0],[-10311141,-14762569],[-53149372,40057732]] 4 [10,9,8,10,7,4,7,7,8,9,10,9,4,10,9,7,9,11,11,10,7,11,4,8,11,9,11,5,5,7,8,6,9,10,2,9,6,11,9,10,7,11,7,9,10,10,9,4,4,4,4,2,8,6,7,10,10,6,8,10,5,10,9,9,9,11,3,11,11,4,9,8,8,2,11,11,9,11,10,9,10,9,4,11,2,11,9,4,9,5,10,9,10,9,10,11,9,5,5,9,11,8,5,9,10,5,5,7,5,10,10,11,9,9,8,11,9,10,11,11,5,11,8,4,10,7,11,4,5,5,10,9,5,8,9,9,11,6,10,4,8,8,9,9,7,4,6,9,11,8,8,11,8,7,6,8,10,10,11,9,10,11,10,9,8,7,6,8] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,1,3],"CYC",0,6*],[*[1,1,2,2],"CYC",0,4*],[*[1,1,4],"CYC",0,8*],[*[1,2,3],"CYC",0,11*],[*[1,5],"CYC",0,9*],[*[2,2,2],"CYC",0,2*],[*[2,4],"CYC",0,7*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,10*]] [*<13,4,2,[[1,2,3,4,6,5],[3,4,1,2,5,6]],[[1,2,3,4,5,6],[3,4,1,2,5,6],[1,2,3,4,6,5],[3,4,1,2,6,5]],[3,4,1,2,5,6],[1,4,3,2],[1],[[[1,2,3,4,6,5]]],20,<<[],[2,12,1]>,[[-4102344333921261207598,0],[2001108992081763223933,0],[1,0]]>,[[[-9391695384327894512918,-7543013717042034307008],[0,0]],[[-3304779238461858449632,-7409800319350271081277],[0,0]],[[5104614120653319415974,7543013717042034307008],[0,0]],[[-9411994280662602668313,7409800319350271081277],[0,0]],[[-2001108992081763223921,0],[-1,0]],[[12,0],[1,0]]]>,<25321,8,2,[[1,2,3,4,6,5],[2,3,4,1,5,6]],[[1,2,3,4,5,6],[3,4,1,2,5,6],[1,2,3,4,6,5],[3,4,1,2,6,5],[2,3,4,1,5,6],[4,1,2,3,5,6],[2,3,4,1,6,5],[4,1,2,3,6,5]],[2,3,4,1,5,6],[1,4,3,2,8,8,7,7],[1],[[[1,2,3,4,6,5]]],20,<<[],[19,17706,8,0,1]>,[[4872733458167864249453719311818616330483317654737888787939159386646323664360707941280146,0,0,0],[1233390738341959412089436835148785701594832000477352213450251913722973618632789974475181,0,0,0],[1,0,0,0]]>,[[[-1596194229111236752344949702520245256994133135412400021370585077722702607850079730886848,-4476365333780697785949609099887422675442785366108738581374972539580577789206191562934698,3124613705784283962112209853884561112631446548171995269665219053294017823976652335282625,-5119687138793127398607630613933605249014685825555182548989111316613148043383784388422115],[0,0,0,0]],[[-5654197352626090172043599880289724995500593479661843014006434595355434739794628415584340,-1856229600657874559988478011000402187054540707881542693477826911336634756968693210161084,-4697568494213751248040070921299215952450518676616702573775446456336276635898940646017406,-773387844659918947377773937391956823074550913991187401997919138773321528126012478045688],[0,0,0,0]],[[1196150720420488895585258872582293678445520292783441332417076800748636441151857868708030,3579740478113679880204026767874644731592213592355763098940332786250380694592238309973742,4898802814192710722497483974655342391467002548972950742836196661396362673602875081590514,-584826008432696350248091281479524160446339462776265871178294373244631415682114735974220],[0,0,0,0]],[[-4450988962100377315580152963975832900620118795465474775438092875582094151984548833256027,2752854456324892465734060343013180130905112481634518175912466664666831851582646463122040,-3325848025763243436569622907240687551647930420528243438725969258354103861680586770855733,-5260719569873432060239384676547208943728580915910992869682962833003467689918277483040378],[0,0,0,0]],[[-1233390738341959412089436835148785701594832000477352213450251913722973618632789974469197,0,0,0],[-1,0,0,0]],[[5984,0,0,0],[1,0,0,0]]]>*] [x,x^2-x-82293,0,0,0,0,0,0,0,0,0] [1,2,3,4,5,6,7,8,9,10,11] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[13,25321],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,16]>,<1,13*25321,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[13,25321],[12,12],1,[1.000000000,0.9299865784,0.8602404561],<"notfaithful",0>,[6,16]>,<5,13*25321,1,[[5],[-1],[3],[1],[-1],[2],[-1],[1],[0],[-1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]]],[13,25321],[12,13],1,[1.000000000,0.4394405433,0.7547812270],<"5.13_25321.6t16.1",1>,[6,16]>,<5,13^2*25321^2,1,[[5],[-3],[1],[1],[2],[-1],[-1],[-1],[0],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[1],[1]]],[13,25321],[12,13],1,[0,0,0],<"5.13e2_25321e2.12t183.1",1>,[6,16]>,<5,13^4*25321^4,1,[[5],[1],[-3],[1],[-1],[2],[-1],[-1],[0],[1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1]],[[1],[1]]],[13,25321],[12,13],1,[0,0,0],<"5.13e4_25321e4.12t183.1",1>,[6,16]>,<5,13^3*25321^3,1,[[5],[3],[-1],[1],[2],[-1],[-1],[1],[0],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[1],[1],[1],[1],[1]],[[1],[-2],[1]],[[1],[0],[-1]]],[13,25321],[12,13],1,[0,0,0],<"5.13e3_25321e3.6t16.1",1>,[6,16]>,<9,13^3*25321^3,1,[[9],[3],[3],[1],[0],[0],[1],[-1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[0],[0],[-2],[-2],[0],[0],[1],[1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[-2],[-1],[4],[-1],[-2],[1]],[[1],[0],[-1],[0],[-1],[0],[1]]],[13,25321],[12,13],1,[0,0,0],<"9.13e3_25321e3.10t32.1",1>,[6,16]>,<9,13^6*25321^6,1,[[9],[-3],[-3],[1],[0],[0],[1],[1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[1],[-1]]],[13,25321],[12,13],1,[0,0,0],<"9.13e6_25321e6.20t145.1",1>,[6,16]>,<10,13^6*25321^6,1,[[10],[2],[-2],[-2],[1],[1],[0],[0],[0],[-1],[1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]]],[13,25321],[12,13],1,[0,0,0],<"10.13e6_25321e6.30t176.1",1>,[6,16]>,<10,13^4*25321^4,1,[[10],[-2],[2],[-2],[1],[1],[0],[0],[0],[1],[-1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[1],[0],[-1],[0],[-1]]],[13,25321],[12,13],1,[0,0,0],<"10.13e4_25321e4.30t176.1",1>,[6,16]>,<16,13^8*25321^8,1,[[16],[0],[0],[0],[-2],[-2],[0],[0],[1],[0],[0]],[[[1],[-16],[120],[-560],[1820],[-4368],[8008],[-11440],[12870],[-11440],[8008],[-4368],[1820],[-560],[120],[-16],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[-1],[0],[0],[0],[-3],[3],[0],[0],[0],[3],[-3],[0],[0],[0],[-1],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[-4],[0],[6],[0],[-4],[0],[1]],[[1],[0],[0],[0],[-2],[0],[0],[0],[1]]],[13,25321],[12,13],1,[0,0,0],<"16.13e8_25321e8.36t1252.1",1>,[6,16]>]
x^5+280*x-1344 2^11*5^3*7^4 1 2 20 "F5" [[2,5,1,3,4],[1,4,5,3,2],[1,3,2,5,4]] [<1,1,[1,2,3,4,5]>,<2,5,[1,3,2,5,4]>,<4,5,[1,4,5,3,2]>,<4,5,[1,5,4,2,3]>,<5,4,[2,5,1,3,4]>] [[1,1,1,1,1],[1,2,2],[1,4],[5]] 37 x^2+33*x+2 11 [[-66878937451840507,28161669822285497],[57178531269827320,-38353429886538259],[38907973802606054,0],[71291689089500570,-28161669822285497],[77418365069366976,38353429886538259]] 2 [1,2,1,4,3,2,3,3,3,3,5,2,2,5,3,5,4,4,1,2,3,2,2,5,3,3,3,2,3,4,3,4,4,4,4,2,5,2,4,2,3,3,5,4,2,5,4,4,5,4,3,2,5,3,3,3,3,5,2,2,1,5,5,2,3,5,3,3,2,3,4,5,3,1,4,4,4,1,5,5,3,3,5,4,1,5,2,4,4,4,5,2,4,3,3,3,3,2,5,4,5,5,2,5,3,3,2,4,5,2,3,5,4,4,2,5,2,4,2,3,3,4,2,5,4,4,4,2,4,2,3,3,5,2,2,2,5,5,5,1,3,3,3,2,3,5,5,4,4,4,5,1,2,4,2,5,1,2,4,4,5,3,4,3,3,3,5,2] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[1,4],"RES",<[1],x^2>,[<x^5-62720*x^3-4390400*x^2+1356633600*x+153137152000,3>,<x^5-62720*x^3-21952000*x^2-2858150400*x-245862400000,4>]*],[*[5],"CYC",0,5*]] [*<2,4,4,[[1,5,4,2,3]],[[1,2,3,4,5],[1,3,2,5,4],[1,5,4,2,3],[1,4,5,3,2]],[1,2,3,4,5],[1,2,3,4],[3,5],[[[1,5,4,2,3]],[[1,3,2,5,4]]],20,<[],[2806,1256,16384,15232,1]>,[[-40136,65536,65536,65536],[-11664,-4256,3200,-13447],[11348,-7584,-7512,-9257],[9944,-9830,-12990,-6971],[-2260,-11098,-15466,-3093]]>,<5,4,4,[[1,3,5,2,4]],[[1,2,3,4,5],[1,5,4,3,2],[1,3,5,2,4],[1,4,2,5,3]],[1,2,3,4,5],[1,2,3,4],[1],[[[1,3,5,2,4]]],20,<[],[-36992644178015,7930117095590,-12306171659540,-33176300386635,1]>,[[4970672269599,0,0,0],[583666132399,3774841711989,6185206535937,4595337326066],[-8985023973661,752106714403,3050560702271,2935937706127],[3430685571659,-4526948426393,-9235767238208,-7531275032193],[4,1,0,0]]>,<7,20,5,[[2,3,4,5,1],[4,1,3,5,2]],[[1,2,3,4,5],[2,1,5,4,3],[5,3,1,4,2],[3,5,2,4,1],[2,3,4,5,1]],[4,1,3,5,2],[1,2,3,4,5],[1],[[[2,3,4,5,1]]],20,<<[],[3,4,5,0,1]>,[[-1344,0,0,0],[280,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[1,0,0,0]]>,[[[26659272355433760,33968807478170551,-11630430078226092,18578449183666330],[-2110967467929130,168475309917864,-4279662931631576,3812637885831032],[477337863321004,-4478261191901398,24572033995809,2038451790339351],[5488408300005823,-2156348584713141,-5054503592035225,4141739895802438],[119014608729615,3357585732842315,4222664131665705,2220232352541689]],[[29494118215564247,-3867114548695622,-29870049064965739,-5173052856146469],[3691233719319400,5697752848177548,1442942843633970,977866802192587],[-214463187941725,312721932643808,4027323229779698,-3427590420796990],[3852440815947088,825351083780898,-3893856824958592,-3070235830800906],[3337609441491394,2120028943022216,3785021786646278,1757983386749614]],[[0,0,0,0],[1,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[-38015914068937546,-17192843616927111,28276604233219636,16959035981079122],[-1145859774882304,-3600170414892217,-4349575383968188,-3406662629788278],[-878405076026833,-540467687380430,-1961166312510899,3241319432645662],[4181429227012540,2605704759567876,-199064335785448,5359328417283101],[3392440843335636,2416754555653379,4400820534841802,5062726625659139]],[[-18137476502060461,-12908849312547818,13223874909972195,-30364432308598983],[-434406476507967,-2266057743203195,-4212599713407349,-1383842058235341],[615530400647554,4706006946638020,-2090728951264608,-1852180802188023],[-2123383157592308,-1274707258635633,-2251470432593878,4968062703088510],[4549830291816498,3504525953855233,-1009611267780642,2357952820422701]]]>,<13,2,1,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,3,2,5,4],[1,2],[1],[[]],20,<[],[2,12,1]>,[[7194893508327181891038,0],[-5230471757400201979803,-6231333554597006499162],[-6474324201759321745063,6231333554597006499162],[-38570356478138677940,592359929934579141309],[162711936184142179737,-592359929934579141309]]>*] [x,x^2-10,x^4+20*x^2+10,x^4+20*x^2+10,0] [1,2,4,4,5] <[1],[2],[3,4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,7,13],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,3]>,<1,2^3*5,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,7,13],[6,6,3,1],1,[1.000000000,1.150086523,1.092365033],<"notfaithful",0>,[5,3]>,<1,2^4*5,4,[[1,0],[-1,0],[0,-1],[0,1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0]]],[2,5,7,13],[6,6,4,2],0,[-0.1601822430-0.9870874576*i,0.6934106514-0.1125250580*i,0.8948390572+0.002287817428*i],<"notfaithful",0>,[5,3]>,<1,2^4*5,4,[[1,0],[-1,0],[0,1],[0,-1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0]]],[2,5,7,13],[6,6,4,2],0,[-0.1601822430+0.9870874576*i,0.6934106514+0.1125250580*i,0.8948390572-0.002287817428*i],<"notfaithful",0>,[5,3]>,<4,2^11*5^3*7^4,1,[[4],[0],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1]],[[1]]],[2,5,7,13],[6,6,7,2],1,[0,0,0],<"4.2e11_5e3_7e4.5t3.1",1>,[5,3]>]
