x^2-x-7492 23*1303 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[532],[-531]] 1 [1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,1,2,2,1,1,2,1,2,2,1,1,2,2,2,2,1,2,2,2,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<23,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-7360,23,1]>,[[-11,-1],[12,1]]>,<1303,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[416960,1303,1]>,[[-651,-1],[652,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[23,1303],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,23*1303,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[23,1303],[3,3],1,[1.000000000,2.584494810,1.299657910],<"1.23_1303.2t1.1",1>,[2,1]>]
x^4-x^3-51*x^2-11*x+414 2^2*37*293^2 4 0 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 137 x-1 5 [[-10406120762],[-3401185108],[10247052367],[3560253504]] 1 [3,4,5,4,4,3,3,3,3,5,5,3,4,5,4,4,3,5,2,4,4,3,4,5,5,4,5,2,5,5,4,3,1,2,4,1,4,5,3,4,5,4,5,5,4,5,4,4,5,4,2,3,3,3,3,4,2,4,3,3,3,2,4,3,5,2,3,4,3,2,5,4,2,4,4,3,5,4,3,5,4,5,5,4,3,4,3,3,5,3,5,5,3,2,3,3,4,4,5,3,5,5,3,3,4,5,3,4,4,2,3,4,4,4,3,4,5,3,5,4,5,4,4,3,1,5,5,4,3,4,4,4,4,5,4,3,4,4,5,5,4,4,2,3,3,2,5,5,5,2,1,2,5,4,3,5,5,1,4,2,5,4,5,2,3,4,5,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,6,3,[[1,4,2,3],[1,2,4,3]],[[1,2,3,4],[1,2,4,3],[1,4,2,3]],[1,2,4,3],[1,3,4],[1],[[[1,4,2,3]]],20,<<[],[1,1,1]>,[[51742,0],[173732,0],[159156,0],[1,0]]>,[[[410366,0],[524288,0],[524288,0]],[[49921,0],[56620,0],[38190,0]],[[-6159,54752],[25076,-24300],[35672,43998]],[[-60911,-54752],[49376,24300],[57210,21538]]]>,<37,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[2,33,1]>,[[1973804243813508031032840925158,0],[837174479635971472883872387284,0],[1,0]]>,[[[7215393146839774605111715771453,-9397610894521595285947514965441],[0,0]],[[-6378218667203803132227843384208,9397610894521595285947514965441],[0,0]],[[-837174479635971472883872387264,0],[-1,0]],[[20,0],[1,0]]]>,<293,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,2,2,2],[1],[[[2,1,4,3]]],20,<<[],[2,292,1]>,[[-3952260689823655723043117619544383980925977035683,2326537797424697430966812096498124990918432686733],[-3139006914246776149346119938797517329107251559593,9882740886599255303030596420201181103368711616263],[1,0]]>,[[[3139006914246776149346119938797517329107251559885,-9882740886599255303030596420201181103368711616114],[-1,0]],[[292,149],[1,0]],[[-2658405083309503181485623938228245744157515758535,-8139428550148409811700573128146008163037810777106],[-24908203120663088922936579869667059699309869777,-12941667122558380345077677135793071325718718016]],[[-480601830937272967860496000569271584949735801641,-3722479831789749176875043944707998078269254260930],[24908203120663088922936579869667059699309869777,12941667122558380345077677135793071325718718016]]]>*] [x,x^2-x-9,x^3-x^2-3*x+1,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,37,293],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,37,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,37,293],[3,6,1],1,[1.000000000,0.8192921687,0.8770556587],<"notfaithful",0>,[4,5]>,<2,2^2*37,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1]],[[1],[-1]]],[2,37,293],[6,7,1],1,[1.000000000,0.5465728812,0.8656192389],<"notfaithful",0>,[4,5]>,<3,2^2*37^2*293^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]]],[2,37,293],[6,6,6],1,[0,0,0],<"3.2e2_37e2_293e2.6t8.1",1>,[4,5]>,<3,2^2*37*293^2,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1]],[[1],[0],[-1]],[[1],[1]]],[2,37,293],[6,7,8],1,[0,0,0],<"3.2e2_37_293e2.4t5.1",1>,[4,5]>]
x^5+35*x^3+245*x-182 2^6*5^5*7^4 1 2 20 "F5" [[2,4,1,5,3],[1,5,4,2,3],[1,3,2,5,4]] [<1,1,[1,2,3,4,5]>,<2,5,[1,3,2,5,4]>,<4,5,[1,5,4,2,3]>,<4,5,[1,4,5,3,2]>,<5,4,[2,4,1,5,3]>] [[1,1,1,1,1],[1,2,2],[1,4],[5]] 11 x^2+7*x+2 16 [[11424580687342208,0],[-14788920286534872,16915670377559861],[4650576661262584,-16915670377559861],[-13525840923289392,9447716420376494],[12239603861219472,-9447716420376494]] 2 [3,4,1,4,2,4,4,5,3,5,1,3,1,4,4,4,5,2,3,5,3,2,4,2,4,2,3,3,5,3,4,2,4,5,5,5,3,4,4,4,5,2,5,3,3,2,2,3,3,5,3,2,5,2,4,3,5,5,3,5,4,4,3,5,3,3,2,4,3,1,3,2,4,4,1,3,5,3,5,2,5,2,5,3,2,4,2,4,2,3,3,2,4,2,1,3,5,5,4,2,3,3,4,2,2,4,3,3,2,1,4,4,4,5,5,5,4,4,4,1,2,3,3,4,2,2,1,2,4,4,5,3,5,3,5,2,4,3,3,2,2,2,3,3,5,2,4,4,1,3,3,1,4,4,3,5,2,2,4,2,3,3,4,2,4,3,5,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[1,4],"RES",<[1],x^2>,[<x^5+42875*x^3+367653125*x-47516218750,3>,<x^5+42875*x^3+367653125*x+9558981250,4>]*],[*[5],"CYC",0,5*]] [*<2,4,2,[[1,5,4,2,3]],[[1,2,3,4,5],[1,3,2,5,4],[1,5,4,2,3],[1,4,5,3,2]],[1,5,4,2,3],[1,2,3,4],[3],[[[1,3,2,5,4]]],20,<<[],[1,1,1]>,[[1922,1690],[33816,55016],[1,0]]>,[[[-322410,0],[524288,0]],[[16002,4495],[16368,0]],[[2,15],[16,0]],[[51,-4047],[14240,12080]],[[11443,-463],[2144,4304]]]>,<5,20,20,[[2,3,4,5,1],[1,3,5,2,4]],[[1,2,3,4,5],[1,5,4,3,2],[1,3,5,2,4],[1,4,2,5,3],[2,3,4,5,1]],[1,2,3,4,5],[1,2,4,3,5],[1,2],[[[2,3,4,5,1],[1,3,5,2,4]],[[2,3,4,5,1]]],20,<[],[-9288793479855,2479496842075,-20347343180000,-15373169517575,43987885581895,16175639101700,10029165398700,-14260599577125,29323141005380,-21374458542515,38496665556550,-26808545960575,-13382542138830,11605749610660,29443992732285,2581842183400,-16153637430710,-36056198336485,25287006945910,7690921906515,1]>,[[3389526368312,7302694197705,1291526332310,-4191779515880,2353848063151,-1404148858985,7295642420690,4547015072955,1585585092637,1951560595608,-2025586916360,-4664130359835,-9014438335487,-757317412769,7550884844828,-8053033096760,7102060561014,-7003273402871,-4808805285027,1538940213102],[6003567479497,-1896448759455,3985661100195,-2773855026435,-6268692130419,-5903763511336,5261891778070,5181447907745,330986257787,-269181041554,6050656601668,878530384840,-4218729069127,4024539369358,5850241146132,1698399572547,5375637272264,4588670574650,-8740672128595,-7649860422806],[-7293776975278,-7981205854065,-4505925483330,351209586425,5110208692901,4879039302558,3715822223795,-8389073008120,-4627674747508,-689961118146,-8580704567783,-4288943749335,9202142510043,-7908204760975,2703696284681,7165421307706,6499220477279,-7156631785064,7706937434258,-4017027294806],[-9345159957303,-8533454658550,7523407535810,1714854809310,-5864950028364,7592850508872,-9409204654360,-8873219848600,2250651642127,7994372125567,9424790386952,-8904961093750,-2336461688892,-767705580038,-4356010169005,-8821957781011,7483920453394,8863860672422,5400065355082,-7228853935910],[7245843084772,-7965071253760,-8294669484985,4899570146580,4669585402731,-5163977441109,-6864151768195,7533829876020,460451754957,-8986790561475,-4869155504477,-2093981510045,6367486583463,5408688384424,7324674221489,8011169997518,-7387352435826,707373940863,442474624282,-1716684887705]]>,<7,20,5,[[2,3,4,5,1],[4,1,3,5,2]],[[1,2,3,4,5],[2,1,5,4,3],[5,3,1,4,2],[3,5,2,4,1],[2,3,4,5,1]],[4,1,3,5,2],[1,2,3,4,5],[1],[[[2,3,4,5,1]]],20,<<[],[3,4,5,0,1]>,[[-182,0,0,0],[245,0,0,0],[0,0,0,0],[35,0,0,0],[0,0,0,0],[1,0,0,0]]>,[[[6806611961346554,-35672481790702729,-35275694519186772,-21529561445303506],[-3260902517429423,-5541076839592772,2726070197825192,5190478718365723],[1944746274670444,1206757530886649,1320125322748351,5247591915286427],[0,0,0,0],[-4815785569635974,-1178211715186885,2896871129298584,-219689402503097]],[[38165255356558652,-33707279814545596,-35798776362542550,-10640778777436325],[3527110793444562,408673070407382,-755421149824306,2755129154782871],[-494536512070671,1768243809788687,1170673367503843,-3040222507838950],[0,0,0,0],[5274682174920721,-3600779030663200,-3622120832173373,-922786174235187]],[[0,0,0,0],[1,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[-38165255356558652,33707279814545596,35798776362542550,10640778777436325],[3172116469983532,2837766384665438,2228559003698248,3949779314151447],[494536512070671,-1768243809788687,-1170673367503843,3040222507838950],[0,0,0,0],[-5274682174920721,3600779030663200,3622120832173373,922786174235187]],[[-6806611961346554,35672481790702729,35275694519186772,21529561445303506],[-3438324745998672,2294637384519952,-4199208051699134,-496492001926898],[-1944746274670444,-1206757530886649,-1320125322748351,-5247591915286427],[0,0,0,0],[4815785569635974,1178211715186885,-2896871129298584,219689402503097]]]>*] [x,x^2-x-1,x^4+10*x^2+20,x^4+10*x^2+20,0] [1,2,4,4,5] <[1],[2],[3,4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,7,13],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,3]>,<1,5,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,7,13],[3,6,3,3],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[5,3]>,<1,2^3*5,4,[[1,0],[-1,0],[0,-1],[0,1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0]]],[2,5,7,13],[6,6,4,4],0,[-0.5257311121+0.8506508084*i,0.8450865539+0.5222922137*i,0.9815304037+0.1371152297*i],<"notfaithful",0>,[5,3]>,<1,2^3*5,4,[[1,0],[-1,0],[0,1],[0,-1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0]]],[2,5,7,13],[6,6,4,4],0,[-0.5257311121-0.8506508084*i,0.8450865539-0.5222922137*i,0.9815304037-0.1371152297*i],<"notfaithful",0>,[5,3]>,<4,2^6*5^5*7^4,1,[[4],[0],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[0],[-1]],[[1]]],[2,5,7,13],[6,7,7,3],1,[0,0,0],<"4.2e6_5e5_7e4.5t3.1",1>,[5,3]>]
x^5-35*x^3+245*x-966 2^6*5^5*7^4 1 2 20 "F5" [[3,5,2,1,4],[5,4,3,1,2],[2,1,3,5,4]] [<1,1,[1,2,3,4,5]>,<2,5,[2,1,3,5,4]>,<4,5,[5,4,3,1,2]>,<4,5,[4,5,3,2,1]>,<5,4,[3,5,2,1,4]>] [[1,1,1,1,1],[1,2,2],[1,4],[5]] 11 x^2+7*x+2 16 [[-975418465967621,15018969854088881],[-14208747717445466,-15018969854088881],[-17464120611135639,0],[11071409772053067,11627713210957390],[21576877022495659,-11627713210957390]] 2 [3,4,1,4,2,4,4,5,3,5,5,3,5,4,4,4,5,2,3,5,3,2,4,2,4,2,3,3,5,3,4,2,4,5,5,1,3,4,4,4,5,2,1,3,3,2,2,3,3,5,3,2,5,2,4,3,5,5,3,5,4,4,3,1,3,3,2,4,3,5,3,2,4,4,1,3,5,3,5,2,5,2,5,3,2,4,2,4,2,3,3,2,4,2,5,3,5,5,4,2,3,3,4,2,2,4,3,3,2,1,4,4,4,5,5,5,4,4,4,5,2,3,3,4,2,2,5,2,4,4,5,3,5,3,5,2,4,3,3,2,2,2,3,3,1,2,4,4,5,3,3,5,4,4,3,1,2,2,4,2,3,3,4,2,4,3,1,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[1,4],"RES",<[1],x^2>,[<x^5-42875*x^3+367653125*x-2664756281250,3>,<x^5-42875*x^3+367653125*x-50736131250,4>]*],[*[5],"CYC",0,5*]] [*<2,4,2,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,2,3,4],[3],[[[1,3,2,5,4]]],20,<<[],[1,1,1]>,[[132962,111134],[-407108,-83900],[1,0]]>,[[[-206026,0],[0,0]],[[0,1],[1,0]],[[-117180,83901],[262143,0]],[[-19767,109769],[68474,136947]],[[-181315,-193671],[193670,125197]]]>,<5,20,20,[[2,3,4,5,1],[1,3,5,2,4]],[[1,2,3,4,5],[1,5,4,3,2],[1,3,5,2,4],[1,4,2,5,3],[2,3,4,5,1]],[1,2,3,4,5],[1,2,4,3,5],[1,2],[[[2,3,4,5,1],[1,3,5,2,4]],[[2,3,4,5,1]]],20,<[],[20851496672670,17780103445450,-21427021016875,-32004115862825,-33780422094330,-6925074180550,30342136034175,9764745223825,6236591839440,-16968326229780,-10267233656275,-574441650650,8164467417135,-40225525295770,-46465921420585,43507862409375,-40286306192140,-21160736004600,-6909652956570,-46736357227830,1]>,[[-2991153394029,1750483554030,220117559760,-61700302830,6156518670231,8147491818040,-4697723604400,-1702673480180,-9073092744797,9127823188791,-7721565105720,-1674334318505,-771081181021,-771334986464,-5267147210078,-3947859414490,2794959617786,7217264235223,-602631701911,-2728039316539],[-5414297433924,3991612764310,8990144727830,-6252937142515,-7593047183749,1440529891959,-1995195466115,1964906662575,-2221960931942,-2837326671052,3473711000206,-802598298225,-2642645314716,5076596304417,-175239429193,8542430570008,-1499270557254,6187290562422,-6712146012449,3063685545308],[8820980334601,-8133220271135,-9360728052375,9037237119375,-3071495980474,6192880209823,-6277299807580,6834730321595,5405261304703,1475689643265,-9529557654481,-2209566118045,4563645977024,-9048554675182,4258768176213,-4101123668796,7135240323511,367053521271,-3608629286532,9140493187441],[461623988876,1565281135870,677829934120,-7334407137035,9449039734836,2778053223982,5175880897255,3521449942040,-418311213647,-6245235773578,-6555744956476,-9508403381275,408906256849,7353235702244,-8782180269460,2997709547221,5468508434871,1414854860600,6140446835060,-9261530973640],[-877153495524,825842816925,-527364169335,4611807463005,-4941015240844,514531184321,7794337980840,8455072882095,6308103585683,-1520950387426,1259670388346,-4878584212075,-1558825738136,-2609942345015,-9107687595607,-3491157033943,5174048509211,3887023148609,4782960165832,-214608442570]]>,<7,20,5,[[2,3,4,5,1],[4,1,3,5,2]],[[1,2,3,4,5],[2,1,5,4,3],[5,3,1,4,2],[3,5,2,4,1],[2,3,4,5,1]],[4,1,3,5,2],[1,2,3,4,5],[1],[[[2,3,4,5,1]]],20,<<[],[3,4,5,0,1]>,[[-966,0,0,0],[245,0,0,0],[0,0,0,0],[-35,0,0,0],[0,0,0,0],[1,0,0,0]]>,[[[-29939303580278365,-22330070349721610,1572915278168248,-37887952691103662],[-5067690257162301,1071663878269703,-1844029684014615,-1102446614489683],[-2844808448150753,-5018875085452683,-449404365190928,-573765845057811],[0,0,0,0],[5393944494928629,-1856271458621894,16050155899676,-2015025360064568]],[[-19264020722333821,-36940435563764033,3092552656975047,-22297178504525813],[1443127613207982,-864936053246261,2630193397924540,-4560509090211075],[5504005920666806,-844485024297705,-883586473421442,-5028272755508625],[0,0,0,0],[-4267605634799937,5322504372648163,4102590654541174,-1041729028593243]],[[0,0,0,0],[1,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[19264020722333821,36940435563764033,-3092552656975047,22297178504525813],[5256099650220112,4111375508319081,-1157055544050598,-133477626227750],[-5504005920666806,844485024297705,883586473421442,5028272755508625],[0,0,0,0],[4267605634799937,-5322504372648163,-4102590654541174,1041729028593243]],[[29939303580278365,22330070349721610,-1572915278168248,37887952691103662],[-1631537006265794,-4318103333342523,370891830140673,-5602461854444635],[2844808448150753,5018875085452683,449404365190928,573765845057811],[0,0,0,0],[-5393944494928629,1856271458621894,-16050155899676,2015025360064568]]]>,<47,4,1,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,2,4,3],[1],[[]],20,<[],[5,40,8,0,1]>,[[-528176528209516390408608131980351,0,0,0],[14850100294531781628359127333280,16771047225929506910243285970227,-19005482126877209430664500282010,-12654917692588183958968185516529],[-23763291214925527332023788182557,-5567174155471851951488350837472,-2972612069828201884432662835691,-14117570359047312420229770238380],[4488146779789469391955459118246,-17649054860091109775964637170181,6104252810002115072444073530343,7197835896221623155722305159556],[2813946655205298953152820901135,6445181789633454817209702037426,15873841386703296242653089587358,19574652155413873223475650595353]]>*] [x,x^2-x-1,x^4+10*x^2+20,x^4+10*x^2+20,0] [1,2,2,2,5] <[1],[2],[3,4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,23,47],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,3]>,<1,5,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7,23,47],[3,3,6,3,3,3],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[5,3]>,<1,2^3*5,4,[[1,0],[-1,0],[0,-1],[0,1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0]]],[2,3,5,7,23,47],[6,4,6,4,3,4],0,[-0.5257311121+0.8506508084*i,0.8450865539+0.5222922137*i,0.9815304037+0.1371152297*i],<"notfaithful",0>,[5,3]>,<1,2^3*5,4,[[1,0],[-1,0],[0,1],[0,-1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0]]],[2,3,5,7,23,47],[6,4,6,4,3,4],0,[-0.5257311121-0.8506508084*i,0.8450865539-0.5222922137*i,0.9815304037-0.1371152297*i],<"notfaithful",0>,[5,3]>,<4,2^6*5^5*7^4,1,[[4],[0],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[0],[-1]],[[1]]],[2,3,5,7,23,47],[6,3,7,7,3,3],1,[0,0,0],<"4.2e6_5e5_7e4.5t3.2",1>,[5,3]>]
