x^2-23 2^2*23 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[430],[-430]] 1 [1,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,2,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,1,2,1,1,2,1,2,1,1,2,1,2,2,2,1,2,1,2,1,1,2,2,2,1,1,2,1,1,2,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,1,2,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-22,2,1]>,[[1,1],[-1,-1]]>,<23,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-23,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,23],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*23,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,23],[3,3],1,[1.000000000,0.8071106505,0.8947629472],<"1.2e2_23.2t1.1",1>,[2,1]>]
x^3-x^2+32*x-148 -2^3*5^2*199 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 7 x-1 5 [[5233],[-5028],[-204]] 2 [1,3,2,1,3,2,2,3,3,2,3,1,2,2,3,2,3,2,1,2,2,3,3,1,2,1,1,1,3,2,2,2,2,2,3,1,2,3,2,1,1,3,2,3,1,1,1,2,2,1,2,3,2,2,3,1,2,3,3,2,3,2,3,3,3,3,2,2,3,1,2,3,2,1,2,3,3,3,2,2,3,2,1,3,2,2,3,2,2,3,3,3,3,3,3,2,2,3,2,3,1,3,2,2,1,2,3,2,3,1,1,2,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,1,3,3,3,2,2,2,2,1,3,3,2,3,3,2,2,2,2,3,2,3,2,2,2,2,3,3,2,3,1,2,2,2,2,1,2,2,2,3,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[3],[[[1,3,2]]],20,<[],[28654,23272,1]>,[[93077,0],[-27546,65532],[-65530,4]]>,<5,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,4,1]>,[[-80,0],[40,0],[5,0],[1,0]]>,[[[-7716037573958,-27699876697135],[-9338768019002,-9437755591532],[428104134057,-9322691097034]],[[2,0],[1,0],[0,0]],[[7716037573957,27699876697135],[9338768019001,9437755591532],[-428104134057,9322691097034]]]>,<199,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-2337187441411602785512551761183641963623845885,-2556173264292598445842888901029529653644618256,1]>,[[-2556173264292598445842888901029529653644618541,0],[2556173264292598445842888901029529653644618399,-1],[143,1]]>*] [x,x^2+398,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,199],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^3*199,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,199],[4,2,4],1,[1.000000000,1.574738105,1.108241804],<"notfaithful",0>,[3,2]>,<2,2^3*5^2*199,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,5,199],[4,5,4],1,[1.000000000,1.659580800,1.221710464],<"2.2e3_5e2_199.3t2.2",1>,[3,2]>]
x^4-x^3+2426*x^2-2426*x+1178551 3^2*5^3*647^2 0 2 4 "C4" [[4,1,2,3],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<4,1,[4,1,2,3]>,<4,1,[2,3,4,1]>] [[1,1,1,1],[2,2],[4]] 11 x-1 7 [[5591674],[-29248],[-1005011],[-4557414]] 2 [3,3,1,4,1,3,3,1,3,1,1,3,2,3,4,4,2,2,4,1,4,2,4,2,4,1,4,3,2,4,4,1,3,1,2,2,4,4,3,3,2,2,2,4,4,1,2,4,3,1,4,2,2,2,3,3,2,1,3,2,4,4,4,1,4,4,2,4,4,2,3,2,4,4,1,4,2,4,1,1,1,2,1,4,1,3,1,3,1,3,3,2,4,1,2,3,1,1,4,2,3,3,3,2,1,4,3,3,2,1,4,4,3,1,2,1,4,4,4,1,1,3,4,4,2,2,2,1,3,3,1,4,1,4,1,1,4,3,3,1,1,2,4,4,2,1,4,4,2,4,4,2,4,4,3,1,2,2,3,2,3,4,3,2,3,4,1,4] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"CYC",0,2*],[*[4],"RES",<[1],x^2>,[<x+7279,3>,<x-2426,4>]*]] [*<3,4,2,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,3,4],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[1357623504,-1605211323],[1133671494,-609720702],[1,0]]>,[[[-1133671494,609720704],[-1,0]],[[0,2],[1,0]],[[-1047901576,1219441411],[-28589973,552540761]],[[-1305211330,1657622284],[28589973,-552540761]]]>,<5,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,4,3],[1],[[[2,4,1,3]]],20,<[],[1207855,17190,2510,15,1]>,[[-31574110061051,-720370009791,-5853217871246,-631482201221],[-9139004470311,6777070851698,2714422534932,1724568543406],[40713114531359,-6056700841908,3138795336314,-1093086342185],[4,1,0,0]]>,<647,4,2,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,4,3],[1],[[[2,1,4,3]]],20,<<[],[5,645,1]>,[[62015675220592274127839772009210385649407640169171594672,-73675682805277356430477255634574475675924194502240291237],[34780430534613034017179202764994136238244473068098164325,-11675909410694870428640841371884535272750889297210661109],[1,0]]>,[[[-34780430534613034017179202764994136238244473068098163845,11675909410694870428640841371884535272750889297210661438],[-1,0]],[[480,329],[1,0]],[[-12058782326409577426258341707764073577438932755670225533,16961158183487606660198720060591633023940397285191078504],[-49194374020036931867484859820094198646646785393978477,-71420467152760938449886743100802475936610768998106651]],[[46839212861022611443437544472758209815683405823768388899,-28637067594182477088839561432476168296691286582401740271],[49194374020036931867484859820094198646646785393978477,71420467152760938449886743100802475936610768998106651]]]>,<236681,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[6814914702116507962037747468557305180230121109848822860361434938236164682768302787778306587365133171375255,67091855104116114209871709395363128166475272113465940192738957225069113464157640246296952978748391426387255,-516147334376521030561822352627026320292289478820682298124973411289199222834323455430370597175522963413,89675299416941381202680602379553254866231443249718589861528512605136243314635404941855282527246614552]>*] [x,0,x^2-x-1,0] [1,2,2,4] <[1],[2,4],[3]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,647,236681],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,1]>,<1,3*5*647,4,[[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[3,5,647,236681],[5,5,5,1],0,[0.8506508084-0.5257311121*i,0.9241901291+0.4035261930*i,0.9545414109+0.2289661972*i],<"1.3_5_647.4t1.1",1>,[4,1]>,<1,5,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,5,647,236681],[3,5,3,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,1]>,<1,3*5*647,4,[[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[3,5,647,236681],[5,5,5,1],0,[0.8506508084+0.5257311121*i,0.9241901291-0.4035261930*i,0.9545414109-0.2289661972*i],<"1.3_5_647.4t1.1",2>,[4,1]>]
x^5-x^4-13*x^3+91*x^2-167*x+96 3^2*5^3*647^2 1 2 20 "F5" [[3,4,2,5,1],[3,5,1,4,2],[5,1,2,4,3]] [<1,1,[1,2,3,4,5]>,<2,5,[3,5,1,4,2]>,<4,5,[5,1,2,4,3]>,<4,5,[2,3,5,4,1]>,<5,4,[3,4,2,5,1]>] [[1,1,1,1,1],[1,2,2],[1,4],[5]] 41 x^2+38*x+6 10 [[855503984952593,-3780488686167553],[-3135178352356804,3780488686167553],[4048244033315974,0],[-2696825846711551,5556249129866502],[928256180799789,-5556249129866502]] 2 [4,3,1,3,5,4,4,1,4,5,5,4,2,4,3,3,2,2,3,5,3,2,3,2,3,5,3,4,2,3,3,5,4,5,2,2,3,3,4,4,2,2,2,3,3,1,2,3,4,5,3,2,2,2,4,4,2,5,4,2,3,3,3,5,3,3,2,3,3,2,4,2,3,3,5,3,2,3,5,5,1,2,5,3,1,4,1,4,1,4,4,2,3,5,2,4,5,5,3,2,4,4,4,2,5,3,4,4,2,5,3,3,4,5,2,5,3,4,3,5,5,4,3,3,2,2,2,5,4,4,5,3,5,3,1,5,3,4,4,5,1,2,3,3,2,5,3,3,2,3,3,2,3,3,4,5,2,2,4,2,4,3,4,2,4,3,5,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[1,4],"RES",<[1],x^2>,[<x^5-27*x^4-6125*x^3+3040305*x^2-179724775*x+16034513200,3>,<x^5-27*x^4-6125*x^3+2652105*x^2-156820975*x+16117733575,4>]*],[*[5],"CYC",0,5*]] [*<3,4,2,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,2,3,4],[1],[[[1,3,2,5,4]]],20,<<[],[2,2,1]>,[[491151195,743267454],[1115292750,-1653961095],[1,0]]>,[[[-272799636,0],[-1162261467,0]],[[-1115292750,1653961097],[-1,0]],[[0,2],[1,0]],[[1683745706,168680866],[32385378,-2633329]],[[866608148,1664142436],[-32385378,2633329]]]>,<5,4,4,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,2,3,4,5],[1,2,3,4],[1],[[[1,4,5,3,2]]],20,<[],[42915595655,-12053316745,138691064185,4904395893325,1]>,[[-27041811962716,0,0,0],[-8170855505242,-810720104445,772407182289,34665524759],[2127641619263,1450839350485,455275360579,-1391907525093],[980296258178,-1669934817660,1771940352536,-784882741955],[-6042243065732,1029815571620,815074370221,-1672572523336]]>,<647,4,2,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,2,4,3],[1],[[[1,3,2,5,4]]],20,<<[],[5,645,1]>,[[-20693074067797809384887491417518584448445995140813942804,28739849017623682874382327480200408495575732411128661349],[-3274941584099493541724021276979967289978736346674602346,-19846340944835056485699410149928942945502124500001503961],[1,0]]>,[[[71726391804952727125432722401196497837117921145563637081,0],[0,0]],[[3274941584099493541724021276979967289978736346674602360,19846340944835056485699410149928942945502124500001503995],[-1,0]],[[14,34],[1,0]],[[-21340884663416746689929954569854657060766504410531479312,-14796989520682652428720695944399633430685611031100626230],[-10087563571678633144172675606352990022540523366672384,70761410796135783822409792607075441323546472439131459]],[[-53660448725635473977226789108321808066330153081706760142,-5049351424152404056978714205529309514816513468900877799],[10087563571678633144172675606352990022540523366672384,-70761410796135783822409792607075441323546472439131459]]]>*] [x,x^2-x-1,x^4-x^3+2426*x^2-2426*x+1178551,x^4-x^3+2426*x^2-2426*x+1178551,0] [1,2,2,4,5] <[1],[2],[3,4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,647,3463],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,3]>,<1,5,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,647,3463],[3,6,3,3],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[5,3]>,<1,3*5*647,4,[[1,0],[-1,0],[0,-1],[0,1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0]]],[3,5,647,3463],[6,6,6,3],0,[0.8506508084-0.5257311121*i,0.9241901291+0.4035261930*i,0.9545414109+0.2289661972*i],<"notfaithful",0>,[5,3]>,<1,3*5*647,4,[[1,0],[-1,0],[0,1],[0,-1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0]]],[3,5,647,3463],[6,6,6,3],0,[0.8506508084+0.5257311121*i,0.9241901291-0.4035261930*i,0.9545414109-0.2289661972*i],<"notfaithful",0>,[5,3]>,<4,3^2*5^3*647^2,1,[[4],[0],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[3,5,647,3463],[6,7,6,3],1,[0,0,0],<"4.3e2_5e3_647e2.5t3.1",1>,[5,3]>]
x^5+6*x^3-2*x^2+6*x-4 2^4*5*67^2 1 2 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 19 x^2+18*x+2 5 [[-866499,1054996],[-47635,-1054996],[687842,-1009129],[1182920,0],[-956628,1009129]] 3 [2,7,4,5,6,5,7,3,5,6,4,2,4,7,7,5,4,3,5,6,5,4,7,3,5,6,5,5,6,5,5,3,5,6,4,6,7,7,5,7,6,6,4,7,5,3,6,5,5,6,5,6,6,3,5,5,3,6,7,6,5,5,5,6,5,7,4,2,7,4,7,4,2,5,3,5,4,5,4,3,4,3,6,5,4,5,4,5,6,5,5,6,2,3,4,2,6,6,7,3,5,5,2,4,3,7,5,5,6,3,7,5,7,6,4,6,2,7,7,6,4,7,7,7,3,4,4,4,7,7,6,7,6,7,6,4,2,5,7,6,4,4,5,2,6,6,7,7,3,5,2,4,5,2,5,6,4,3,7,6,2,2,5,3,7,5,4,2] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,24,12,[[1,4,5,2,3],[1,2,4,5,3],[1,2,3,5,4]],[[1,2,3,4,5],[1,4,5,2,3],[1,4,3,2,5],[1,2,4,5,3],[1,5,4,2,3]],[1,2,3,5,4],[1,3,2,4,5],[1,2],[[[1,4,5,2,3],[1,2,4,5,3]],[[1,3,2,5,4],[1,4,5,2,3]]],20,<<[],[1,1,1]>,[[-68734,0],[-412404,0],[301312,0],[44050,0],[-332172,0],[162024,0],[291860,0],[-212930,0],[140780,0],[-307512,0],[26580,0],[-486466,0],[1,0]]>,[[[-149558,0],[262144,0],[0,0],[262144,0],[0,0],[262144,0],[262144,0],[0,0],[262144,0],[0,0],[0,0],[0,0]],[[125702,0],[214440,0],[-95678,0],[133613,0],[147002,0],[219306,0],[251739,0],[-36951,0],[74422,0],[226531,0],[128664,0],[136593,0]],[[-240540,0],[239842,0],[141034,0],[-154627,0],[242803,0],[-257156,0],[249009,0],[85478,0],[-214093,0],[168017,0],[145511,0],[116619,0]],[[-6664,246564],[-216136,22010],[-166638,236368],[-116905,-254824],[63646,-7191],[-4004,-45858],[170245,-207338],[249983,24205],[157219,174767],[258511,125138],[126984,3855],[160438,49800]],[[-253228,-246564],[-238146,-22010],[121282,-236368],[137919,254824],[70837,7191],[41854,45858],[-146705,207338],[225778,-24205],[-17548,-174767],[133373,137006],[123129,258289],[110638,212344]]]>,<5,6,2,[[1,2,3,5,4],[3,1,2,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[3,1,2,4,5],[2,3,1,4,5],[3,1,2,5,4],[2,3,1,5,4]],[3,1,2,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[3,3,0,1]>,[[-40109290689180,0,0],[-16332538947430,0,0],[1,0,0]]>,[[[31596381532024,27272149942153,-13268863289624],[0,0,0]],[[4651290603813,14306144359103,20942307066583],[0,0,0]],[[42787220557354,-41578294301256,-7673443776959],[0,0,0]],[[16332538947432,0,0],[-1,0,0]],[[2,0,0],[1,0,0]]]>,<67,4,2,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,3,5,5],[1],[[[1,3,2,5,4]]],20,<<[],[2,63,1]>,[[-584191681863976153502983920718878504,-919255980362001615705079056222662678],[1333657535615639840140375858483335227,-1482606668093361629126170054628304530],[1,0]]>,[[[-287857028276422183166358810924944521,0],[0,0]],[[-1333657535615639840140375858483335227,1482606668093361629126170054628304594],[-1,0]],[[0,64],[1,0]],[[1122172116722388650096891479817683601,-1096657673646845377878621111747979479],[-321522251681787172679267657347133,17277290333868654530133259625646994]],[[499342447169673373209843189590596147,-385948994446516251247548942880325179],[321522251681787172679267657347133,-17277290333868654530133259625646994]]]>*] [x,x^2-x-1,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,67],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,5,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,67],[2,8,2],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[5,5]>,<4,2^4*5^3*67^2,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[0],[-1]]],[2,5,67],[8,9,10],1,[0,0,0],<"4.2e4_5e3_67e2.10t12.1",1>,[5,5]>,<4,2^4*5*67^2,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-1]],[[1],[0],[0],[-1]],[[1],[0],[-1]]],[2,5,67],[8,9,10],1,[1.000000000,1.316743991,1.188342622],<"4.2e4_5_67e2.5t5.1",1>,[5,5]>,<5,2^6*5^2*67^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1]],[[1],[0],[0],[-1]],[[1],[1],[-1],[-1]]],[2,5,67],[8,9,10],1,[0,0,0],<"5.2e6_5e2_67e2.10t13.1",1>,[5,5]>,<5,2^6*5^3*67^2,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1]],[[1],[1],[1]],[[1],[-1],[-1],[1]]],[2,5,67],[8,9,10],1,[0,0,0],<"5.2e6_5e3_67e2.6t14.1",1>,[5,5]>,<6,2^8*5^3*67^4,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1]],[[1],[0],[0],[-1]],[[1],[0],[-1]]],[2,5,67],[8,9,10],1,[0,0,0],<"6.2e8_5e3_67e4.20t35.1",1>,[5,5]>]
x^4+10*x^2+112 2^6*3^2*7*29^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 47 x-1 5 [[50894049],[-62692948],[62692948],[-50894049]] 3 [1,1,5,1,4,4,4,3,5,1,3,3,4,5,1,3,3,5,4,5,5,5,3,4,5,4,2,5,1,2,5,2,2,1,3,4,5,5,3,5,5,4,4,3,3,1,5,2,3,5,3,5,4,1,5,4,4,3,1,3,1,4,3,2,4,2,5,3,5,4,5,4,3,1,5,3,2,4,3,5,3,3,5,5,2,4,1,2,4,4,2,1,4,4,4,2,5,5,2,3,4,3,2,1,4,5,3,5,4,5,3,2,1,3,4,2,1,3,1,4,4,1,4,5,2,3,2,3,3,5,5,4,5,3,5,5,4,2,4,2,2,3,5,4,5,2,5,5,3,5,1,4,4,2,5,4,4,5,4,5,4,3,5,1,3,1,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+60,2>,<x^2-16128,3>]*],[*[4],"CYC",0,5*]] [*<2,4,4,[[2,1,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,4,3],[2,1,3,4],[1,2,4,3]],[1,2,3,4],[1,2,4,4],[2,4],[[[2,1,4,3],[2,1,3,4]],[[2,1,4,3]]],20,<[],[-344094,-283596,-141794,4,1]>,[[-1624,-37868,43938,14646],[1624,37868,21598,50890],[82574,-128680,76335,25445],[-82574,128680,54737,105627]]>,<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-1226262054,363359751,1]>,[[-363359749,-1],[2,1],[-2,-1],[363359749,1]]>,<7,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-459455940166300,0,1]>,[[28848066226857022,0],[-28848066226857022,0],[0,-1],[0,1]]>,<29,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-24148870314205623823437338624,-57497491710829344128113360029,1]>,[[57497491710829344128113360045,-1],[16,1],[-16,-1],[-57497491710829344128113360045,1]]>*] [x,x^2-x+22,x^2-7,x^2+609,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,29],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*29,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,29],[1,6,1,6],1,[1.000000000,2.020884518,1.322758729],<"notfaithful",0>,[4,3]>,<1,2^2*7,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7,29],[6,1,6,1],1,[1.000000000,1.046454885,1.065817093],<"notfaithful",0>,[4,3]>,<1,2^2*3*7*29,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,29],[6,6,6,6],1,[1.000000000,1.018430069,1.021441472],<"notfaithful",0>,[4,3]>,<2,2^6*3*7*29,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[2,3,7,29],[6,7,7,7],1,[1.000000000,1.769246497,1.148823814],<"2.2e6_3_7_29.4t3.1",1>,[4,3]>]
