x^2-x+196946 -787783 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[3860],[-3859]] 2 [1,2,2,1,1,1,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,2,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,1,2,2,1,2,1,2,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,2,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<787783,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[155150710718,787783,1]>,[[-393891,-1],[393892,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[787783],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,787783,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[787783],[3],1,[1.000000000,1.539698999,1.188759738],<"1.787783.2t1.1",1>,[2,1]>]
x^6-x^5-3*x^4+3*x^3-x+2 -787783 4 1 720 "S6" [[2,1,3,4,5,6],[2,3,4,5,6,1]] [<1,1,[1,2,3,4,5,6]>,<2,15,[2,1,4,3,6,5]>,<2,15,[2,1,3,4,5,6]>,<2,45,[2,1,4,3,5,6]>,<3,40,[2,3,1,5,6,4]>,<3,40,[2,3,1,4,5,6]>,<4,90,[2,3,4,1,6,5]>,<4,90,[2,3,4,1,5,6]>,<5,144,[2,3,4,5,1,6]>,<6,120,[2,3,4,5,6,1]>,<6,120,[2,3,1,5,4,6]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,1,3],[1,1,2,2],[1,1,4],[1,2,3],[1,5],[2,2,2],[2,4],[3,3],[6]] 47 x^2+45*x+5 5 [[114331841,-9440900],[-6222745,85100884],[55085840,94682907],[80482327,9440900],[63102594,-85100884],[-77434849,-94682907]] 3 [9,10,10,9,7,7,8,11,7,8,7,5,7,11,2,9,11,11,10,11,10,9,8,9,8,7,9,8,8,7,8,10,8,9,9,11,2,10,11,8,10,3,9,5,8,7,11,5,7,8,11,4,10,7,8,3,7,6,10,9,4,9,5,11,6,7,9,5,11,10,5,4,4,7,8,4,9,11,11,9,11,3,10,5,9,9,7,11,10,8,10,10,11,5,8,11,8,7,9,8,7,7,8,7,8,11,10,7,11,9,10,9,9,4,7,8,4,11,11,7,7,9,3,10,2,7,4,9,10,9,8,2,9,8,9,10,7,5,10,8,9,10,5,2,2,7,8,7,10,9,5,9,7,11,7,11,8,7,7,11,5,8,9,9,11,11,9,8] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,1,3],"CYC",0,6*],[*[1,1,2,2],"CYC",0,4*],[*[1,1,4],"CYC",0,8*],[*[1,2,3],"CYC",0,11*],[*[1,5],"CYC",0,9*],[*[2,2,2],"CYC",0,2*],[*[2,4],"CYC",0,7*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,10*]] [*<787783,6,2,[[1,2,3,4,6,5],[1,3,4,2,5,6]],[[1,2,3,4,5,6],[1,2,3,4,6,5],[1,3,4,2,5,6],[1,4,2,3,5,6],[1,3,4,2,6,5],[1,4,2,3,6,5]],[1,3,4,2,5,6],[1,3,6,6,11,11],[1],[[[1,2,3,4,6,5]]],20,<<[],[3,0,0,1]>,[[-2193198503310645917319082630966914678118982952076262137220817492612774353296453316621770581526712023369053150238286781,0,0],[3481916108020624978652621942532108376779655343098725500432648657054827639967334739811966679963372537534661899426793385,0,0],[1,0,0]]>,[[[-474238082452843774408147437644772380921133747894659687566270796952214476257703765451755762468946151718653092100982527,0,0],[0,0,0]],[[1318718063491156251020256460058960252566929696997795062666306484669014038741679501754574147477439563084438330509129783,4193353045348298977057292733269018142616423517402355302113545461613891816883618026824504164463725547977395867702844953,1126552782529996616994965261798363134266787434108311947052639916087037504588137644678627197929501470936335021110428723],[0,0,0]],[[1318718063491156251020256460058960252566929696997795062666306484669014038741679501754574147477439563084438330509129783,-1252676998938841383500659249760815068220250385308633569336321352017120770615868655670135721759969597503574004018663618,-642502253197143378405851512477918227072738741524784818611160904163746001655346800364557901310777515729828373076454823],[0,0,0]],[[1318718063491156251020256460058960252566929696997795062666306484669014038741679501754574147477439563084438330509129783,-2940676046409457593556633483508203074396173132093721732777224109596771046267749371154368442703755950473821863684181335,-484050529332853238589113749320444907194048692583527128441479011923291502932790844314069296618723955206506648033973900],[0,0,0]],[[-3481916108020624978652621942532108376779655343098725500432648657054827639967334739811966679963372537534661899426600103,0,0],[-1,0,0]],[[193282,0,0],[1,0,0]]]>*] [x,x^2-x+196946,0,0,0,0,0,0,0,0,0] [1,2,3,4,5,6,7,8,9,10,11] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[787783],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,16]>,<1,787783,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[787783],[12],1,[1.000000000,1.539698999,1.188759738],<"notfaithful",0>,[6,16]>,<5,787783,1,[[5],[-1],[3],[1],[-1],[2],[-1],[1],[0],[-1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[-1],[0],[-1],[1]]],[787783],[12],1,[1.000000000,0.4436068964,0.8420516407],<"5.787783.6t16.1",1>,[6,16]>,<5,787783^2,1,[[5],[-3],[1],[1],[2],[-1],[-1],[-1],[0],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[0],[-1]]],[787783],[12],1,[0,0,0],<"5.787783e2.12t183.1",1>,[6,16]>,<5,787783^4,1,[[5],[1],[-3],[1],[-1],[2],[-1],[-1],[0],[1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1]]],[787783],[12],1,[0,0,0],<"5.787783e4.12t183.1",1>,[6,16]>,<5,787783^3,1,[[5],[3],[-1],[1],[2],[-1],[-1],[1],[0],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[1],[1],[1],[1],[1]],[[1],[1],[1]]],[787783],[12],1,[0,0,0],<"5.787783e3.6t16.1",1>,[6,16]>,<9,787783^3,1,[[9],[3],[3],[1],[0],[0],[1],[-1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[0],[0],[-2],[-2],[0],[0],[1],[1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-2],[0],[0],[1]]],[787783],[12],1,[0,0,0],<"9.787783e3.10t32.1",1>,[6,16]>,<9,787783^6,1,[[9],[-3],[-3],[1],[0],[0],[1],[1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[-1]]],[787783],[12],1,[0,0,0],<"9.787783e6.20t145.1",1>,[6,16]>,<10,787783^6,1,[[10],[2],[-2],[-2],[1],[1],[0],[0],[0],[-1],[1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[-1],[0],[-1],[1]]],[787783],[12],1,[0,0,0],<"10.787783e6.30t176.1",1>,[6,16]>,<10,787783^4,1,[[10],[-2],[2],[-2],[1],[1],[0],[0],[0],[1],[-1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[0],[0],[-2],[0],[0],[1]]],[787783],[12],1,[0,0,0],<"10.787783e4.30t176.1",1>,[6,16]>,<16,787783^8,1,[[16],[0],[0],[0],[-2],[-2],[0],[0],[1],[0],[0]],[[[1],[-16],[120],[-560],[1820],[-4368],[8008],[-11440],[12870],[-11440],[8008],[-4368],[1820],[-560],[120],[-16],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[-1],[0],[0],[0],[-3],[3],[0],[0],[0],[3],[-3],[0],[0],[0],[-1],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[1],[1],[-2],[-2],[-2],[1],[1],[1]]],[787783],[12],1,[0,0,0],<"16.787783e8.36t1252.1",1>,[6,16]>]
x^3-12*x-101 -3^3*5*13*17 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 89 x-1 5 [[-1497706993],[-1341710009],[-2744642447]] 2 [2,1,1,2,2,1,1,2,2,3,3,2,2,2,2,3,3,2,3,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,3,2,2,2,3,2,2,2,2,2,3,2,2,3,3,2,2,3,3,2,3,3,3,2,3,3,1,2,3,3,3,3,2,1,2,2,2,1,3,2,3,2,2,2,2,2,3,2,2,2,2,1,2,3,3,3,3,2,2,2,3,2,3,1,2,3,3,2,3,2,2,1,2,2,2,2,1,3,3,1,2,3,2,1,2,2,2,3,2,3,1,2,3,1,2,1,2,3,2,2,1,2,2,2,3,3,1,2,1,3,3,2,2,2,3,2,2,3,2,2,3,1,3,2,2,2,3,1,1,2,2,3,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,6,6,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,2],[[[3,1,2],[1,3,2]],[[3,1,2]]],20,<[],[1741520991,994922172,190638300,15166368,-390296181,-1629916962,1]>,[[-94747732,-177525285,157323504,106541673,373811728,341265852],[-152894737,277466187,43428480,212197290,218218873,354212219],[247642469,-99940902,186668505,68681526,182810377,79362907]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-27014806350865,-29816917511830,1]>,[[-29816917511836,0],[29816917511833,-1],[3,1]]>,<13,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[6882166501502381547562,5335112056074262652294,1]>,[[5335112056074262652290,0],[-5335112056074262652292,-1],[2,1]]>,<17,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[1088917839584637662749569,-1390652278383885632008024,1]>,[[-1390652278383885632008054,0],[1390652278383885632008039,-1],[15,1]]>*] [x,x^2-x+829,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,13,17],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*5*13*17,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,13,17],[4,4,4,4],1,[1.000000000,0.4365139158,0.7734362418],<"notfaithful",0>,[3,2]>,<2,3^3*5*13*17,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[3,5,13,17],[4,5,5,5],1,[1.000000000,1.757731927,1.119003360],<"2.3e3_5_13_17.3t2.1",1>,[3,2]>]
x^4-x^3-155*x^2+572*x+1744 5^2*113^3 4 0 4 "C4" [[3,1,4,2],[4,3,2,1]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<4,1,[3,1,4,2]>,<4,1,[2,4,1,3]>] [[1,1,1,1],[2,2],[4]] 109 x-1 5 [[870242702],[-3404959872],[-4390032066],[6924749237]] 1 [2,3,4,2,2,1,3,3,3,4,2,4,2,4,4,2,3,2,3,4,4,4,2,4,2,4,4,3,1,1,2,2,3,2,2,3,1,1,4,2,3,4,3,4,3,3,1,3,2,4,2,2,1,2,1,4,3,4,1,4,2,3,2,1,1,1,1,2,2,3,2,3,2,3,3,1,2,3,2,3,3,2,4,4,2,1,4,4,2,1,2,3,4,3,3,1,1,2,3,4,1,2,2,1,4,3,1,2,4,2,3,3,1,3,3,3,4,1,1,3,4,4,2,4,2,4,2,2,2,3,2,3,3,3,1,2,1,2,3,2,3,1,2,1,3,4,1,4,4,1,4,4,3,3,3,1,1,2,4,3,4,2,1,4,4,3,2,4] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"CYC",0,2*],[*[4],"RES",<[1],x^2>,[<x-1688,3>,<x+572,4>]*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,2],[1],[[]],20,<[],[1,1,1]>,[[232584,224643],[7941,-224643],[118160,-47444],[-96540,47444]]>,<5,4,2,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,4,3],[1],[[[2,1,4,3]]],20,<<[],[2,4,1]>,[[40463711830175,43171213326490],[16496238939275,32089977379800],[1,0]]>,[[[-16496238939275,-32089977379797],[-1,0]],[[0,3],[1,0]],[[-30736226631662,20620298674097],[-4124059734818,1514248819114]],[[47232465570938,11469678705697],[4124059734818,-1514248819114]]]>,<13,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-9212149872049266660720,-2001021047786073840615,-280207246024476601991,-201984157143751782089]>,<113,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,3,4],[1],[[[2,4,1,3]]],20,<[],[50516989,2409047,42940,339,1]>,[[53183481991030959564648981788449885745556,-392208569255390557261423169531341342449,-313766855404312445809138535625073072567,235325141553234334356853901718804804410],[24375762579222523133797449986372864436460,117662570776617167178426950859402406132,196104284627695278630711584765670670387,-19610428462769527863071158476567067034],[37671633076980263024959695433485335710701,274545998478773390082996218671938936316,117662570776617167178426950859402402180,-215714713090464806493782743242237737376],[85,1,0,0]]>*] [x,0,x^2-x-28,0] [1,2,2,4] <[1],[2,4],[3]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,13,113],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,1]>,<1,5*113,4,[[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[2,5,13,113],[2,5,1,5],0,[-0.4132162824-0.9106329139*i,0.4408699253+0.1704391659*i,0.7701744501+0.08953761194*i],<"1.5_113.4t1.2",1>,[4,1]>,<1,113,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,13,113],[1,3,1,5],1,[1.000000000,1.382351709,1.183162979],<"notfaithful",0>,[4,1]>,<1,5*113,4,[[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[2,5,13,113],[2,5,1,5],0,[-0.4132162824+0.9106329139*i,0.4408699253-0.1704391659*i,0.7701744501-0.08953761194*i],<"1.5_113.4t1.2",2>,[4,1]>]
x^4-x^3+8*x^2+3*x-2 -5*11^2*379 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 283 x-1 5 [[-126479051811],[541395213528],[882897620849],[517418379078]] 3 [4,4,3,4,3,4,2,4,3,3,3,5,4,4,2,4,5,2,5,3,2,2,5,3,3,2,5,5,5,2,3,5,5,4,4,4,4,2,3,3,2,5,2,5,3,5,4,4,5,5,4,4,3,4,5,3,3,4,5,4,1,4,5,4,5,4,2,5,3,3,4,3,3,4,3,3,3,4,2,4,3,3,3,5,3,5,4,4,5,3,5,4,2,5,4,4,2,4,5,3,4,3,1,5,3,5,4,2,5,2,4,5,4,5,5,4,4,5,4,4,3,3,2,3,5,4,5,3,3,4,5,3,4,4,3,3,4,4,5,2,5,3,1,2,5,1,3,4,2,3,5,5,5,5,5,5,3,4,5,3,3,3,2,4,5,5,3,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<5,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[2,4,1]>,[[-14770296904585,0],[-25575442599975,0],[1,0]]>,[[[5645804938745,9216763119368],[0,0]],[[-31221247538727,-9216763119368],[0,0]],[[25575442599979,0],[-1,0]],[[4,0],[1,0]]]>,<11,4,2,[[2,1,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,4,3],[1,2,4,3],[2,1,3,4]],[2,1,3,4],[1,2,3,3],[1],[[[2,1,4,3]]],20,<<[],[2,7,1]>,[[-289148809042014034014,0],[187806083181593612318,0],[1,0]]>,[[[-132430770055214906900,223654623072236657356],[-7441885481085921832,-28337291758202211791]],[[320236853236808519211,-223654623072236657356],[7441885481085921832,28337291758202211791]],[[-187806083181593612314,0],[-1,0]],[[4,0],[1,0]]]>,<379,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[2,374,1]>,[[-1592218289799644260677512466595817544294986107730334,0],[-311330660140886150354820075576352457655314560457506,0],[1,0]]>,[[[609511983877771504347443771217657148749820163134135,-565793440338295300644435199420021264721569241652761],[0,0]],[[-920842644018657654702263846794009606405134723592108,565793440338295300644435199420021264721569241652761],[0,0]],[[311330660140886150354820075576352457655314560457740,0],[-1,0]],[[234,0],[1,0]]]>*] [x,x^2-x+474,x^3-7*x-11,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,11,379],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,5*379,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[5,11,379],[6,3,6],1,[1.000000000,3.464068752,1.531847454],<"notfaithful",0>,[4,5]>,<2,5*379,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[5,11,379],[6,3,6],1,[1.000000000,0.4531196232,0.6914566385],<"notfaithful",0>,[4,5]>,<3,5^2*11^2*379^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]]],[5,11,379],[6,6,6],1,[0,0,0],<"3.5e2_11e2_379e2.6t8.1",1>,[4,5]>,<3,5*11^2*379,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[5,11,379],[6,7,6],1,[1.000000000,1.225436481,1.025438798],<"3.5_11e2_379.4t5.1",1>,[4,5]>]
