x^2-x-3301 5*19*139 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 11 x-1 5 [[-76776],[76777]] 1 [2,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,1,2,2,1,1,1,2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,1,2,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-3295,5,1]>,[[-2,-1],[3,1]]>,<19,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-3211,19,1]>,[[-9,-1],[10,1]]>,<139,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1529,139,1]>,[[-69,-1],[70,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[5,19,139],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,5*19*139,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[5,19,139],[3,3,3],1,[1.000000000,0.5485658922,0.7178526530],<"1.5_19_139.2t1.1",1>,[2,1]>]
x^4-x^3+18*x^2+44*x+244 2^2*3^3*47^3 0 2 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 61 x-1 5 [[263309794],[254763703],[112800249],[213722556]] 2 [3,3,4,4,4,3,3,5,4,4,3,4,2,3,3,5,5,1,3,5,3,4,5,5,4,3,4,4,3,2,3,5,1,5,3,5,4,5,4,5,4,5,3,5,5,3,3,3,4,3,4,3,4,3,4,5,3,4,1,4,4,4,4,4,5,4,2,4,5,3,3,4,5,3,4,5,1,2,5,5,4,3,3,5,4,2,4,4,4,5,4,5,2,5,3,4,2,5,4,2,5,4,1,4,2,3,2,2,4,4,3,4,5,4,5,4,2,5,5,5,2,5,2,3,5,4,4,5,5,4,4,1,3,3,3,2,5,5,4,4,4,2,4,3,5,4,2,4,5,5,5,4,2,2,4,3,3,3,5,5,3,4,4,4,5,1,4,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,6,3,[[1,4,2,3],[1,2,4,3]],[[1,2,3,4],[1,2,4,3],[1,4,2,3]],[1,2,4,3],[1,3,4],[1],[[[1,4,2,3]]],20,<<[],[1,1,1]>,[[10558,0],[91884,0],[454182,0],[1,0]]>,[[[-68813,0],[0,0],[0,0]],[[-164390,0],[62166,0],[127355,0]],[[-114170,62744],[205526,-51070],[100320,65851]],[[-176914,-62744],[256596,51070],[34469,196293]]]>,<3,8,4,[[4,3,1,2],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[1,2,4,3],[4,3,2,1],[4,3,1,2]],[1,2,4,3],[1,2,3,2,5],[1],[[[4,3,1,2]]],20,<<[],[2,2,1]>,[[870,0],[81,0],[21,0],[3,0],[1,0]]>,[[[276483925,0],[2809674,0],[321164858,0],[126635942,0]],[[402321277,0],[22351182,0],[29801576,0],[379970095,0]],[[519963142,278235009],[258226128,270806556],[98585170,274068387],[133786910,193379684]],[[-36506876,-278235009],[104033505,116613933],[325289374,113352102],[134448031,194040805]]]>,<47,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,3,2,5],[1],[[[2,3,4,1]]],20,<<[],[5,45,1]>,[[22372,0],[6956,0],[846,0],[47,0],[1,0]]>,[[[-393321358755933051406393011750307,0],[21726957357053357626329381154872,0],[-16983725467265629367254199072784,0],[24000937245642471024061919462822,0]],[[415409412547798431576954462859351,-1281389899663764181927070940538267],[-6944767659022457843781552646905,-14215128603192575476518304094230],[7057533635846726081922185773144,-17069276685911233026676116331535],[-19943872445986634885876290026731,-26515392056087122331043225188940]],[[12,0],[1,0],[0,0],[0,0]],[[-22088053791865380170561451109055,1281389899663764181927070940538267],[-14782189698030899782547828507968,14215128603192575476518304094230],[9926191831418903285332013299640,17069276685911233026676116331535],[-4057064799655836138185629436091,26515392056087122331043225188940]]]>*] [x,x^2-x-35,x^3-x^2-5*x+3,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,47],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,3*47,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,47],[3,6,6],1,[1.000000000,0.8837536146,0.8488551122],<"notfaithful",0>,[4,5]>,<2,2^2*3*47,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1]],[[1],[-1]]],[2,3,47],[6,7,7],1,[1.000000000,0.9099869063,1.047233019],<"notfaithful",0>,[4,5]>,<3,2^2*3^2*47^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]]],[2,3,47],[6,6,6],1,[1.000000000,0.4768363691,0.7145736677],<"3.2e2_3e2_47e2.6t8.3",1>,[4,5]>,<3,2^2*3^3*47^3,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1]],[[1]]],[2,3,47],[6,7,7],1,[0,0,0],<"3.2e2_3e3_47e3.4t5.1",1>,[4,5]>]
x^8-20*x^6+134*x^4-328*x^2+164 2^22*41^3 8 0 32 "C4wrC2" [[8,7,6,5,4,3,2,1],[1,3,7,4,5,2,6,8],[1,7,6,4,5,3,2,8],[2,8,4,6,3,5,1,7],[5,3,7,1,8,2,6,4]] [<1,1,[1,2,3,4,5,6,7,8]>,<2,1,[8,7,6,5,4,3,2,1]>,<2,2,[1,7,6,4,5,3,2,8]>,<2,4,[3,4,1,2,7,8,5,6]>,<4,1,[5,3,7,1,8,2,6,4]>,<4,1,[4,6,2,8,1,7,3,5]>,<4,2,[1,3,7,4,5,2,6,8]>,<4,2,[1,6,2,4,5,7,3,8]>,<4,2,[5,7,6,1,8,3,2,4]>,<4,2,[4,7,6,8,1,3,2,5]>,<4,2,[5,6,2,1,8,7,3,4]>,<4,4,[2,8,4,6,3,5,1,7]>,<8,4,[3,8,4,2,7,5,1,6]>,<8,4,[2,5,8,6,3,1,4,7]>] [[1,1,1,1,1,1,1,1],[1,1,1,1,2,2],[1,1,1,1,4],[2,2,2,2],[2,2,4],[4,4],[8]] 113 x-1 13 [[-146289290037550011094862323],[-94679540573645518755439470],[121452408863012203569362593],[109833223291284060130236587],[-109833223291284060130236587],[-121452408863012203569362593],[94679540573645518755439470],[146289290037550011094862323]] 1 [4,14,4,8,14,14,10,13,11,14,11,12,8,4,7,14,12,4,13,8,3,9,12,9,10,13,3,12,13,1,11,4,10,12,13,9,14,12,9,4,13,13,10,8,4,7,13,2,13,13,8,9,5,4,8,10,12,11,12,10,12,13,4,10,7,14,14,5,13,4,11,1,6,12,12,10,4,14,3,11,4,14,5,11,9,4,3,7,12,9,12,9,3,12,14,9,13,9,12,4,13,13,14,3,14,8,14,10,11,10,5,4,3,12,2,7,14,3,14,14,4,10,4,13,13,12,14,10,9,4,12,3,9,13,2,2,13,4,12,8,4,12,8,14,4,7,4,11,4,5,12,6,13,10,4,6,7,7,7,4,12,11,10,14,8,11,8,14] [[*[1,1,1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2,2],"CYC",0,3*],[*[1,1,1,1,4],"RES",<[1],x^3-7*x^2+11*x-5>,[<x^2-680*x+75272,7>,<x^2-728*x+111688,8>]*],[*[2,2,2,2],"RES",<[1],x^2-3*x+1>,[<x-120,2>,<x^4-11808*x^2+27205632,4>]*],[*[2,2,4],"RES",<[1],x^3-7*x^2+11*x-5>,[<x^2+728*x+111688,9>,<x^2+680*x+75272,10>]*],[*[4,4],"RES",<[1],x^3-7*x^2+11*x-5>,[<x+24,5>,<x-24,6>,<x^2-3200,11>,<x^4-2624*x^2+1343488,12>]*],[*[8],"RES",<[1],x^7+2*x^6+3*x^5+4*x^4+5*x^3+6*x^2+7*x+8>,[<x^4-197624592*x^2+3601498707300416,13>,<x^4-180935952*x^2+7468362721699904,14>]*]] [*<2,8,4,[[3,4,2,1,7,8,6,5],[5,6,7,8,1,2,3,4]],[[1,2,3,4,5,6,7,8],[2,1,4,3,6,5,8,7],[5,6,7,8,1,2,3,4],[6,5,8,7,2,1,4,3],[3,4,2,1,7,8,6,5],[4,3,1,2,8,7,5,6],[7,8,6,5,3,4,2,1],[8,7,5,6,4,3,1,2]],[5,6,7,8,1,2,3,4],[1,2,4,4,12,12,6,5],[3,5],[[[3,4,2,1,7,8,6,5]],[[2,1,4,3,6,5,8,7]]],20,<<[],[1,1,1]>,[[28128,292042],[0,0],[411116,-226324],[0,0],[1,0]]>,[[[0,0],[1,0],[0,0],[0,0]],[[0,0],[65535,0],[0,0],[0,0]],[[0,0],[29281,43600],[0,0],[1984,47915]],[[0,0],[36255,21936],[0,0],[63552,17621]],[[0,0],[27640,52373],[0,0],[59852,7988]],[[0,0],[37896,13163],[0,0],[5684,57548]],[[0,0],[32120,4013],[0,0],[26605,24365]],[[0,0],[33416,61523],[0,0],[38931,41171]]]>,<5,2,1,[[2,1,4,3,8,7,6,5]],[[1,2,3,4,5,6,7,8],[2,1,4,3,8,7,6,5]],[2,1,4,3,8,7,6,5],[1,4],[1],[[]],20,<[],[2,4,1]>,[[23430174929557,12821425251499],[-27855526076439,-12821425251499],[-23430174929557,-12821425251499],[27855526076439,12821425251499],[5823663466747,-4930374917999],[-6471676810618,-4930374917999],[-5823663466747,4930374917999],[6471676810618,4930374917999]]>,<41,16,4,[[1,2,3,4,6,7,8,5],[2,3,4,1,5,6,7,8]],[[1,2,3,4,5,6,7,8],[3,4,1,2,5,6,7,8],[1,2,3,4,7,8,5,6],[3,4,1,2,7,8,5,6],[2,3,4,1,5,6,7,8],[4,1,2,3,5,6,7,8],[1,2,3,4,6,7,8,5],[1,2,3,4,8,5,6,7],[2,3,4,1,6,7,8,5],[4,1,2,3,8,5,6,7],[4,1,2,3,6,7,8,5],[2,3,4,1,8,5,6,7],[3,4,1,2,6,7,8,5],[3,4,1,2,8,5,6,7],[2,3,4,1,7,8,5,6],[4,1,2,3,7,8,5,6]],[2,3,4,1,5,6,7,8],[1,3,3,2,8,7,7,8,11,11,5,6,9,10,10,9],[1],[[[1,2,3,4,6,7,8,5]]],20,<<[],[6,23,0,0,1]>,[[47906476010305586907999839019820,0,0,0],[0,0,0,0],[58580454356725551018386222458079,0,0,0],[0,0,0,0],[1,0,0,0]]>,[[[80293284857639630800095089206606,79687626101063497228254615713753,-74234090784696416096287789212979,-44956735315093320831263575629055],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[46481946196683430381095008532261,83878908739376375733825856015299,-63778371286095491793069756484568,10527987444289804493238689453963],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[-80293284857639630800095089206606,-79687626101063497228254615713753,74234090784696416096287789212979,44956735315093320831263575629055],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[-46481946196683430381095008532261,-83878908739376375733825856015299,63778371286095491793069756484568,-10527987444289804493238689453963],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[0,0,0,0],[-1,0,0,0],[0,0,0,0],[0,0,0,0]],[[0,0,0,0],[1454084151031109956449929803395,0,0,0],[0,0,0,0],[1222431364717749393461839716221,0,0,0]],[[0,0,0,0],[1,0,0,0],[0,0,0,0],[0,0,0,0]],[[0,0,0,0],[-1454084151031109956449929803395,0,0,0],[0,0,0,0],[-1222431364717749393461839716221,0,0,0]]]>*] [x,x^2-x-10,x^2-82,x^2-2,x^4-x^3-15*x^2-18*x-4,x^4-x^3-15*x^2-18*x-4,x^4-82*x^2+656,x^4-82*x^2+656,x^4-2*x^3-19*x^2+20*x+18,x^4-2*x^3-3*x^2+2*x+1,0,0,0,0] [1,2,2,2,2,4,4,4,5,5,11,12,13,14] <[1],[2],[3],[4],[5,6],[7,8],[9],[10],[11,13],[12,14]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,41,53],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[8,17]>,<1,41,1,[[1],[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7,41,53],[1,7,1,7,15,7],1,[1.000000000,1.299093062,1.203023023],<"notfaithful",0>,[8,17]>,<1,2^3*41,1,[[1],[1],[1],[-1],[1],[1],[-1],[-1],[-1],[-1],[1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,7,41,53],[15,1,4,4,15,1],1,[1.000000000,1.278109740,1.076623824],<"notfaithful",0>,[8,17]>,<1,2^3,1,[[1],[1],[1],[-1],[1],[1],[1],[1],[1],[1],[1],[-1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7,41,53],[15,4,4,1,1,4],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[8,17]>,<1,41,4,[[1,0],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,1],[0,-1],[0,-1],[0,1],[1,0],[1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[2,3,5,7,41,53],[3,8,3,8,15,8],0,[-0.3310069414-0.9436283191*i,0.4861789542-0.2843950775*i,0.7592802419-0.1069797829*i],<"notfaithful",0>,[8,17]>,<1,41,4,[[1,0],[1,0],[-1,0],[-1,0],[-1,0],[-1,0],[0,-1],[0,1],[0,1],[0,-1],[1,0],[1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[2,3,5,7,41,53],[3,8,3,8,15,8],0,[-0.3310069414+0.9436283191*i,0.4861789542+0.2843950775*i,0.7592802419+0.1069797829*i],<"notfaithful",0>,[8,17]>,<1,2^3*41,4,[[1,0],[1,0],[-1,0],[1,0],[-1,0],[-1,0],[0,-1],[0,1],[0,1],[0,-1],[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[2,3,5,7,41,53],[15,7,1,8,15,7],0,[0.3310069414-0.9436283191*i,1.139346014-0.4205240791*i,1.031625321-0.1099958558*i],<"notfaithful",0>,[8,17]>,<1,2^3*41,4,[[1,0],[1,0],[-1,0],[1,0],[-1,0],[-1,0],[0,1],[0,-1],[0,-1],[0,1],[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[2,3,5,7,41,53],[15,7,1,8,15,7],0,[0.3310069414+0.9436283191*i,1.139346014+0.4205240791*i,1.031625321+0.1099958558*i],<"notfaithful",0>,[8,17]>,<2,2^3*41^2,1,[[2],[2],[-2],[0],[2],[2],[0],[0],[0],[0],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[1]],[[1],[0],[1]],[[1],[0],[1]],[[1],[0],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1]],[[1]]],[2,3,5,7,41,53],[15,4,4,7,16,4],1,[1.000000000,1.925098947,1.343173737],<"notfaithful",0>,[8,17]>,<2,2^3*41,1,[[2],[2],[2],[0],[-2],[-2],[0],[0],[0],[0],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[0],[1]],[[1],[1]]],[2,3,5,7,41,53],[15,13,4,4,15,13],1,[1.000000000,0.5477778853,0.7871000909],<"notfaithful",0>,[8,17]>,<2,2^8*41,4,[[2,0],[-2,0],[0,0],[0,0],[0,-2],[0,2],[1,-1],[1,1],[-1,-1],[-1,1],[0,0],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[-1,1],[0,-1]],[[1,0],[-1,-1],[0,1]],[[1,0],[1,1],[0,1]],[[1,0],[1,-1],[0,-1]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[0,-1]],[[1,0],[0,0],[0,1]],[[1,0]],[[1,0],[0,-1]]],[2,3,5,7,41,53],[15,14,3,8,16,14],0,[0.9436283191+0.3310069414*i,1.108353249+0.08774049542*i,1.018820527+0.01178966106*i],<"2.2e8_41.8t17.1",1>,[8,17]>,<2,2^8*41^2,4,[[2,0],[-2,0],[0,0],[0,0],[0,-2],[0,2],[-1,1],[-1,-1],[1,1],[1,-1],[0,0],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[1,-1],[0,-1]],[[1,0],[1,1],[0,1]],[[1,0],[-1,-1],[0,1]],[[1,0],[-1,1],[0,-1]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[0,-1]],[[1,0],[0,0],[0,1]],[[1,0]]],[2,3,5,7,41,53],[15,14,3,8,15,14],0,[-0.3310069414-0.9436283192*i,0.9280952451-0.3073789293*i,0.9840542742-0.03539948601*i],<"2.2e8_41e2.8t17.1",1>,[8,17]>,<2,2^8*41,4,[[2,0],[-2,0],[0,0],[0,0],[0,2],[0,-2],[1,1],[1,-1],[-1,1],[-1,-1],[0,0],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[-1,-1],[0,1]],[[1,0],[-1,1],[0,-1]],[[1,0],[1,-1],[0,-1]],[[1,0],[1,1],[0,1]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[0,1]],[[1,0],[0,0],[0,-1]],[[1,0]],[[1,0],[0,1]]],[2,3,5,7,41,53],[15,14,3,8,16,14],0,[0.9436283191-0.3310069414*i,1.108353249-0.08774049542*i,1.018820527-0.01178966106*i],<"2.2e8_41.8t17.1",2>,[8,17]>,<2,2^8*41^2,4,[[2,0],[-2,0],[0,0],[0,0],[0,2],[0,-2],[-1,-1],[-1,1],[1,-1],[1,1],[0,0],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[1,1],[0,1]],[[1,0],[1,-1],[0,-1]],[[1,0],[-1,1],[0,-1]],[[1,0],[-1,-1],[0,1]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[0,1]],[[1,0],[0,0],[0,-1]],[[1,0]]],[2,3,5,7,41,53],[15,14,3,8,15,14],0,[-0.3310069414+0.9436283192*i,0.9280952451+0.3073789293*i,0.9840542742+0.03539948601*i],<"2.2e8_41e2.8t17.1",2>,[8,17]>]
