x^2-x-813 3253 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[33],[-32]] 1 [2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,1,1,2,2,2,1,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,1,2,2,1,2,1,1,2,1,2,2,1,2,1,1,2,1,2,1,2,2,1,2,1,2,1,1,2,1,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3253,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[2644689,3253,1]>,[[-1626,-1],[1627,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3253],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3253,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3253],[3],1,[1.000000000,0.7089249512,0.8436782117],<"1.3253.2t1.1",1>,[2,1]>]
x^4-2*x^3+4*x^2-3*x-5 -7*13*29^2 2 1 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 5 x-1 6 [[-2285],[2286],[-6553],[6554]] 4 [5,5,1,1,5,1,5,3,2,1,3,5,3,3,3,2,2,5,4,4,3,3,1,3,3,5,4,1,4,3,3,5,5,4,4,4,5,5,2,4,2,4,3,5,4,4,3,2,1,3,2,4,2,5,4,3,5,3,1,4,4,3,3,5,4,5,5,3,2,2,2,5,5,1,5,2,3,2,4,3,4,5,4,5,4,3,5,4,3,4,5,3,4,3,4,5,1,4,4,5,2,4,5,3,2,3,2,2,3,5,5,4,5,3,4,3,1,4,3,3,1,1,5,4,1,1,4,4,5,3,5,5,3,3,1,3,3,1,5,3,2,4,3,5,5,3,3,4,5,4,4,5,1,5,3,3,1,1,4,2,5,1,5,5,4,3,1,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-3,2>,<x^2+4*x+95,3>]*],[*[4],"CYC",0,5*]] [*<7,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-18857782125105994,7,1]>,[[17741165925537101,0],[-17741165925537100,0],[-3,-1],[4,1]]>,<13,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-4559571504315828079196,13,1]>,[[-9480678776126333527080,0],[9480678776126333527081,0],[-6,-1],[7,1]]>,<29,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-25143977130360225985110712137,-82641379869997831662826137914,1]>,[[82641379869997831662826137937,-1],[23,1],[-22,-1],[-82641379869997831662826137936,1]]>*] [x,x^2-x-7,x^2-x+23,x^2-x+660,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[7,13,29],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,29,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[7,13,29],[1,1,6],1,[1.000000000,0.6117662896,0.7583749766],<"notfaithful",0>,[4,3]>,<1,7*13,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[7,13,29],[6,6,1],1,[1.000000000,0.6586567884,0.7472827706],<"notfaithful",0>,[4,3]>,<1,7*13*29,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[7,13,29],[6,6,6],1,[1.000000000,3.913903842,1.576494211],<"notfaithful",0>,[4,3]>,<2,7*13*29,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[7,13,29],[6,6,6],1,[1.000000000,1.251905835,1.032103179],<"2.7_13_29.4t3.1",1>,[4,3]>]
x^4-x^3-8*x^2-14*x-7 -7*13*29^2 2 1 8 "D8" [[2,1,4,3],[1,4,3,2]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[3,2,1,4]>,<4,2,[4,1,2,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 59 x-1 5 [[275404804],[-339986952],[130732986],[-66150837]] 4 [5,5,2,4,5,4,5,3,2,1,3,5,3,3,3,2,1,5,4,4,3,3,2,3,3,5,4,1,4,3,3,5,5,4,4,4,5,5,1,4,2,4,3,5,4,4,3,1,2,3,2,4,1,5,4,3,5,3,1,4,4,3,3,5,4,5,5,3,2,1,1,5,5,1,5,1,3,1,4,3,4,5,4,5,4,3,5,4,3,4,5,3,4,3,4,5,2,4,4,5,2,4,5,3,2,3,1,1,3,5,5,4,5,3,4,3,2,4,3,3,2,1,5,4,2,1,4,4,5,3,5,5,3,3,2,3,3,2,5,3,1,4,3,5,5,3,3,4,5,4,4,5,1,5,3,3,1,2,4,1,5,1,5,5,4,3,1,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+15,2>,<x^2+35*x+329,3>]*],[*[4],"CYC",0,5*]] [*<7,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,6,1]>,[[-18857782125106008,0],[-18857782125106008,0],[1,0]]>,[[[31511783335321908,26945602515560304],[0,0]],[[29422700837184086,-26945602515560304],[0,0]],[[18857782125106008,0],[-1,0]],[[0,0],[1,0]]]>,<13,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,12,1]>,[[-2300033272852461365414,0],[4559571504315828079261,0],[1,0]]>,[[[-8298732763674624131976,4571901505654843451001],[0,0]],[[-6146659506890347227585,-4571901505654843451001],[0,0]],[[-4559571504315828079250,0],[-1,0]],[[11,0],[1,0]]]>,<29,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-19922115039002527238609599691,46764472279209636184211184094,1]>,[[-46764472279209636184211184080,-1],[14,1],[39296713747102182879859257080,-1718502818125161851539231733],[7467758532107453304351926987,1718502818125161851539231733]]>*] [x,x^2-x-7,x^2-x+23,x^2-x+660,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[7,13,29],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,29,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[7,13,29],[1,1,6],1,[1.000000000,0.6117662896,0.7583749766],<"notfaithful",0>,[4,3]>,<1,7*13,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[7,13,29],[6,6,1],1,[1.000000000,0.6586567884,0.7472827706],<"notfaithful",0>,[4,3]>,<1,7*13*29,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[7,13,29],[6,6,6],1,[1.000000000,3.913903842,1.576494211],<"notfaithful",0>,[4,3]>,<2,7*13*29,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[7,13,29],[6,6,7],1,[1.000000000,0.3933207423,0.8350473883],<"2.7_13_29.4t3.2",1>,[4,3]>]
x^3+33*x-83 -3^3*23*59 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 43 x-1 5 [[-18685776],[-11423671],[30109447]] 2 [3,1,3,2,2,2,3,2,1,2,2,3,2,1,3,3,1,3,1,2,2,2,2,2,3,3,3,3,3,2,3,3,3,3,2,2,1,1,2,3,1,2,2,1,2,2,2,1,2,3,3,2,2,1,2,3,3,3,3,3,1,3,3,2,3,2,1,3,1,2,3,3,3,2,2,1,1,2,2,2,2,3,2,2,3,3,2,3,2,2,2,1,1,2,1,2,3,3,2,2,3,3,2,2,3,3,3,2,2,2,3,3,3,2,2,1,2,2,2,2,2,2,3,3,2,2,2,1,2,2,2,3,3,2,2,1,2,2,2,3,2,3,2,1,3,2,1,1,2,1,3,2,3,1,2,1,1,3,1,2,2,1,2,3,2,2,2,1] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,6,6,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,2],[[[3,1,2],[1,3,2]],[[3,1,2]]],20,<[],[-1605081489,1639036665,-560236686,1489266198,644613912,38742,1]>,[[567088091,-347864466,10112025,87024150,300380662,312479571],[-204545794,553812876,337854276,110648487,263805532,216854726],[-362542297,-205948410,39454188,189747852,210654784,245506681]]>,<23,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[486519525401069593062088149,-348593346493371676080360445,1]>,[[-348593346493371676080360463,0],[348593346493371676080360454,-1],[9,1]]>,<59,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-9454326288011012587809726563145053,-40451748625505783813314075859098919,1]>,[[-40451748625505783813314075859099007,0],[40451748625505783813314075859098963,-1],[44,1]]>*] [x,x^2-x+1018,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,23,59],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*23*59,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,23,59],[4,4,4],1,[1.000000000,1.969515091,1.342372407],<"notfaithful",0>,[3,2]>,<2,3^3*23*59,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[3,23,59],[4,5,5],1,[1.000000000,0.4664415021,0.7303809014],<"2.3e3_23_59.3t2.1",1>,[3,2]>]
x^4-x^3+2*x^2-38*x+135 5*11^2*401 0 2 8 "D8" [[2,1,4,3],[1,4,3,2]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[3,2,1,4]>,<4,2,[4,1,2,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 23 x-1 5 [[-308242],[-2243063],[-3182219],[-702818]] 3 [5,1,1,5,1,3,3,5,1,3,4,2,3,5,4,2,4,5,2,4,5,5,5,2,2,5,4,3,3,4,3,5,1,5,3,3,2,2,3,5,2,2,4,3,5,4,5,4,3,2,3,3,3,4,4,5,4,5,3,5,3,3,5,1,4,1,1,5,3,5,1,5,1,5,1,4,4,4,1,3,1,2,5,4,5,1,4,5,5,2,2,3,4,3,1,5,4,4,3,3,5,5,5,5,5,4,4,3,1,3,5,3,2,2,4,4,4,2,4,5,4,3,5,1,2,5,2,1,1,5,3,3,2,4,3,5,4,3,4,3,3,5,2,5,4,4,5,5,1,1,3,4,4,3,1,1,5,4,3,5,4,5,3,1,4,4,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+39,2>,<x^2+73*x+831,3>]*],[*[4],"CYC",0,5*]] [*<3,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-1294156575,-1253133949,127943818,94823773]>,<5,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-15093004610455,41165573578345,1]>,[[-17959565619005,38146972656250],[1904680212972,0],[-3018600922093,-1],[2,1]]>,<11,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-79703643428412662692,241900611286067643206,1]>,[[-241900611286067643201,-1],[5,1],[-289392420393227227174,21010154045989250018],[-141456963253265138830,-21010154045989250018]]>,<401,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-3773506506137556629546128506412402290927740264347,517513982754830248629534426454888321835260642330983,1]>,[[-1157593951513193742198404782939902705460866636649667,0],[1675107934268023990827939209394791027296127278980101,0],[-517513982754830248629534426454888321835260642330708,-1],[275,1]]>*] [x,x^2-x+3,x^2-x-501,x^2-x+5514,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,11,401],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,11,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,11,401],[1,1,6,1],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[4,3]>,<1,5*401,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,5,11,401],[1,6,1,6],1,[1.000000000,1.071782402,0.8970534870],<"notfaithful",0>,[4,3]>,<1,5*11*401,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,11,401],[1,6,6,6],1,[1.000000000,3.384669940,1.522436983],<"notfaithful",0>,[4,3]>,<2,5*11*401,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[3,5,11,401],[1,6,6,6],1,[1.000000000,2.252989684,1.251427436],<"2.5_11_401.4t3.1",1>,[4,3]>]
x^4-x^3+24*x^2-16*x+113 5*11^2*401 0 2 8 "D8" [[2,1,4,3],[1,4,3,2]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[3,2,1,4]>,<4,2,[4,1,2,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 37 x-1 5 [[-33528658],[-1744026],[3974034],[31298651]] 3 [5,2,1,5,1,3,3,5,2,3,4,1,3,5,4,1,4,5,1,4,5,5,5,2,1,5,4,3,3,4,3,5,2,5,3,3,1,1,3,5,2,2,4,3,5,4,5,4,3,2,3,3,3,4,4,5,4,5,3,5,3,3,5,1,4,2,1,5,3,5,2,5,2,5,1,4,4,4,1,3,1,2,5,4,5,2,4,5,5,1,1,3,4,3,1,5,4,4,3,3,5,5,5,5,5,4,4,3,1,3,5,3,1,2,4,4,4,1,4,5,4,3,5,2,2,5,2,1,2,5,3,3,2,4,3,5,4,3,4,3,3,5,1,5,4,4,5,5,1,2,3,4,4,3,2,1,5,4,3,5,4,5,3,1,4,4,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-5,2>,<x^2+29*x-291,3>]*],[*[4],"CYC",0,5*]] [*<5,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-35128371734145,-35128371734155,1]>,[[-33110305321246,0],[-2018066412912,0],[35128371734157,-1],[2,1]]>,<11,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[169711466152116234555,-59932364779370232336,1]>,[[59932364779370232341,-1],[5,1],[7817325253433026728,-2522288089021995415],[-6590599584388712782,2522288089021995415]]>,<401,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[4662342727926144183452742498727010399381005456505470,-517513982754830248629534426454888321835260642329780,1]>,[[-4379731645332960430529325073381438649146354693656399,0],[3862217662578130181899790646926550327311094051325966,0],[517513982754830248629534426454888321835260642330107,-1],[327,1]]>*] [x,x^2-x+3,x^2-x-501,x^2-x+5514,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,11,401],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,11,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[5,11,401],[1,6,1],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[4,3]>,<1,5*401,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[5,11,401],[6,1,6],1,[1.000000000,1.071782402,0.8970534870],<"notfaithful",0>,[4,3]>,<1,5*11*401,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[5,11,401],[6,6,6],1,[1.000000000,3.384669940,1.522436983],<"notfaithful",0>,[4,3]>,<2,5*11*401,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[5,11,401],[6,6,6],1,[1.000000000,0.6271866770,0.7994116222],<"2.5_11_401.4t3.2",1>,[4,3]>]
x^5-x^4+8*x^2+20*x-36 2^4*853^2 1 2 10 "D10" [[3,5,1,4,2],[2,1,3,5,4]] [<1,1,[1,2,3,4,5]>,<2,5,[3,5,1,4,2]>,<5,2,[3,4,2,5,1]>,<5,2,[2,5,4,1,3]>] [[1,1,1,1,1],[1,2,2],[5]] 13 x^2+12*x+2 7 [[-7374469,0],[29591703,-17453037],[7857697,-8294194],[-11965921,17453037],[-18109009,8294194]] 2 [1,2,2,4,3,2,2,2,2,2,2,2,3,2,2,2,2,4,2,2,4,3,2,2,2,3,2,3,2,4,4,4,2,3,2,2,3,2,2,2,4,4,4,4,3,2,2,3,2,2,2,2,2,2,2,2,2,2,4,3,2,4,4,3,2,2,2,3,2,3,2,2,3,3,2,2,2,2,4,2,2,4,1,3,1,2,3,2,2,3,1,4,1,4,4,2,2,3,3,3,2,4,4,4,1,4,2,4,2,2,1,2,4,2,2,2,4,1,2,2,3,2,2,4,1,2,3,3,2,4,1,3,2,2,4,2,2,2,4,2,2,2,2,2,2,2,1,1,4,2,2,2,2,2,1,2,2,4,2,4,4,1,3,1,3,3,4,1] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x-109184,4>,<x+109184,3>]*]] [*<2,2,2,[[1,4,5,2,3]],[[1,2,3,4,5],[1,4,5,2,3]],[1,2,3,4,5],[1,2],[2],[[[1,4,5,2,3]]],20,<[],[459278,164794,1]>,[[176745,0],[0,1],[59560,57739],[-33722,65535],[59562,7797]]>,<853,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[-9894591158159793644260455953451563531983273656112101517329,-20084875921159472532868043333733162324595257851604888780336,1]>,[[6400221393534939841677372249919987248855642339339068625702,0],[20084875921159472532868043333733162324595257851604888780826,-1],[490,1],[-3300865142471650502762580171177281257015850020091310109486,5187251555390072089942072601673390369679327129651308443],[18404973275808247874997640309435147857014203845338900650870,-5187251555390072089942072601673390369679327129651308443]]>*] [x,x^2+853,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,853],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,2^2*853,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,853],[5,5],1,[1.000000000,0.5378304187,0.8747429567],<"notfaithful",0>,[5,2]>,<2,2^2*853,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,853],[5,5],1,[1.000000000,2.034364267,1.349045195],<"2.2e2_853.5t2.1",1>,[5,2]>,<2,2^2*853,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,853],[5,5],1,[1.000000000,1.856417672,1.314336104],<"2.2e2_853.5t2.1",2>,[5,2]>]
