x^2-x-804 3217 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[69],[-68]] 1 [1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,2,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,2,1,2,1,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3217,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[2586468,3217,1]>,[[-1608,-1],[1609,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3217],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3217,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3217],[3],1,[1.000000000,2.843637752,1.478192529],<"1.3217.2t1.1",1>,[2,1]>]
x^2-x-100534 402137 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[-182],[183]] 1 [1,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,2,2,1,2,1,2,2,1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,2,1,1,2,2,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,2,2,1,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<402137,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[40428441158,402137,1]>,[[-201068,-1],[201069,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[402137],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,402137,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[402137],[3],1,[1.000000000,1.299886598,1.163241471],<"1.402137.2t1.1",1>,[2,1]>]
