x^4-x^3-9*x^2+9*x+4 2^2*7^2*373 4 0 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 11 x^2+7*x+2 5 [[-6937,0],[-1349,77048],[-57532,-77048],[65819,0]] 1 [3,4,5,2,3,4,4,5,5,2,4,4,4,5,5,5,4,3,5,4,4,3,4,4,5,4,4,4,2,5,3,5,4,3,5,3,3,4,5,3,4,2,5,5,5,5,5,3,3,2,3,4,3,2,4,5,3,5,3,5,4,3,4,5,3,5,5,2,5,3,5,3,3,1,3,2,4,5,4,4,4,4,3,5,4,1,3,4,2,1,2,1,2,5,5,4,3,4,3,5,3,4,5,1,4,1,3,1,4,5,3,3,5,5,4,3,4,5,2,2,5,4,3,4,4,3,4,4,3,2,2,4,5,5,3,5,4,4,4,4,3,4,5,4,4,4,2,2,3,4,5,3,4,5,3,4,3,5,3,5,3,3,4,4,3,5,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,6,3,[[1,4,2,3],[1,2,4,3]],[[1,2,3,4],[1,2,4,3],[1,4,2,3]],[1,2,4,3],[1,3,4],[1],[[[1,4,2,3]]],20,<<[],[1,1,1]>,[[95470,0],[200120,0],[483410,0],[1,0]]>,[[[-369044,0],[0,0],[0,0]],[[99739,0],[-224488,0],[73033,0]],[[101615,-66076],[67884,-88720],[176856,164601]],[[167691,66076],[156604,88720],[12255,97543]]]>,<7,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,2,2,2],[1],[[[2,1,4,3]]],20,<<[],[3,6,1]>,[[29221549029810571,-31899139521593764],[39230636725827414,-221832140992854],[1,0]]>,[[[-39230636725827408,221832140992860],[-1,0]],[[6,6],[1,0]],[[37166259903119765,17756603559445626],[-3381685410194197,2414628922817977]],[[2064376822707638,-17978435700438492],[3381685410194197,-2414628922817977]]]>,<373,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,3],[1],[[[1,2,4,3]]],20,<[],[850572381287898447057525994036762985269492187434259,-1200018932917267557801240127280255956561044587036406,1]>,[[695410479447600674275808179993918306360766613418455,0],[822114910874743096818144569573773768598610835073817,0],[1200018932917267557801240127280255956561044587036668,-1],[262,1]]>*] [x,x^2-x-93,x^3-x^2-9*x-5,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,373],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,373,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,373],[3,1,6],1,[1.000000000,0.9562022267,0.8823123638],<"notfaithful",0>,[4,5]>,<2,2^2*373,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1]],[[1],[-1]]],[2,7,373],[6,1,7],1,[1.000000000,0.7918278919,0.9194860734],<"notfaithful",0>,[4,5]>,<3,2^2*7^2*373^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]],[[1],[-1]]],[2,7,373],[6,6,7],1,[0,0,0],<"3.2e2_7e2_373e2.6t8.1",1>,[4,5]>,<3,2^2*7^2*373,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-2],[1]]],[2,7,373],[6,7,8],1,[1.000000000,1.313479244,1.257515134],<"3.2e2_7e2_373.4t5.1",1>,[4,5]>]
x^6+6*x^4+9*x^2-8 2^11*3^8 2 2 12 "D12" [[1,3,2,4,6,5],[4,6,5,1,3,2],[2,1,6,5,4,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,6,5,1,3,2]>,<2,3,[1,3,2,4,6,5]>,<3,2,[5,3,4,2,6,1]>,<6,2,[3,1,5,6,4,2]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 7 x^2+6*x+3 9 [[-1866493,-8188830],[5046387,0],[-6912880,-8188830],[1866493,8188830],[-5046387,0],[6912880,8188830]] 4 [1,2,3,4,6,3,5,6,4,3,4,3,5,6,4,3,6,3,6,4,5,4,2,1,5,3,4,6,3,1,4,2,5,6,3,4,3,2,4,3,2,3,4,5,3,4,2,4,6,3,5,4,5,6,5,4,3,4,3,1,2,3,6,4,5,3,2,5,6,3,5,4,4,3,6,4,3,3,5,5,2,3,4,5,4,6,5,5,3,4,6,4,4,6,6,4,3,5,2,3,6,3,6,5,6,5,6,1,4,5,4,3,5,6,4,5,6,4,3,2,3,1,3,6,2,3,3,4,4,3,6,4,4,3,1,1,3,2,3,5,6,3,4,2,3,4,3,1,6,4,3,1,6,4,6,4,4,1,1,3,6,5,4,2,5,4,4,3] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x+36,2>,<x^3-972*x-58320,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,4,[[2,1,4,3,6,5],[2,1,6,5,4,3]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,3,4,5,6],[1,3,4,2],[2,4],[[[2,1,4,3,6,5],[2,1,6,5,4,3]],[[2,1,4,3,6,5]]],20,<[],[76914,-194572,33790,262148,1]>,[[-54312,-15932,123106,84726],[54312,15932,7966,46346],[11065,-32848,49112,23173],[-43247,-48780,41146,42363],[43247,48780,24390,23173],[-11065,32848,16424,42363]]>,<3,6,3,[[3,1,2,5,6,4],[4,6,5,1,3,2]],[[1,2,3,4,5,6],[4,6,5,1,3,2],[3,1,2,5,6,4],[2,3,1,6,4,5],[5,4,6,3,2,1],[6,5,4,2,1,3]],[4,6,5,1,3,2],[1,2,5,5,6,6],[2],[[[3,1,2,5,6,4]]],20,<<[],[2,2,1]>,[[1069973268,1069973268],[-9,0],[6,6],[1,0]]>,[[[2,2],[1,0],[0,0]],[[534986633,534986633],[267493315,0],[193710245,193710245]],[[-534986635,-534986635],[-267493316,0],[193710244,193710244]],[[-2,-2],[-1,0],[0,0]],[[534986635,534986635],[267493316,0],[193710245,193710245]],[[-534986633,-534986633],[-267493315,0],[193710244,193710244]]]>*] [x,x^2+2,x^2-2,x^2+1,x^3-3*x-10,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^3,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3],[7,1],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[6,3]>,<1,2^3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3],[7,2],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[6,3]>,<1,2^2,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3],[7,2],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[6,3]>,<2,2^3*3^4,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,3],[7,8],1,[1.000000000,1.653898930,1.315131442],<"notfaithful",0>,[6,3]>,<2,2^5*3^4,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]]],[2,3],[7,7],1,[1.000000000,1.123982053,1.009627704],<"2.2e5_3e4.6t3.2",1>,[6,3]>]
x^6+6*x^4+9*x^2-2 2^11*3^8 2 2 12 "D12" [[2,1,3,5,4,6],[1,3,2,4,6,5],[4,6,5,1,3,2]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,6,5,1,3,2]>,<2,3,[2,1,3,5,4,6]>,<3,2,[3,1,2,6,4,5]>,<6,2,[5,6,4,2,3,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 7 x^2+6*x+3 9 [[19935616,0],[503914,3490574],[19914077,-3490574],[-19935616,0],[-503914,-3490574],[-19914077,3490574]] 4 [1,3,6,4,3,6,5,3,4,6,4,6,1,3,4,2,3,6,3,4,5,4,3,5,1,2,4,3,6,5,4,3,5,3,6,4,6,3,4,6,3,2,4,5,6,4,3,4,3,6,5,4,5,3,5,4,6,4,2,5,3,6,3,4,5,6,3,1,3,2,1,4,4,2,3,4,2,6,5,5,3,6,4,5,4,3,1,5,2,4,3,4,4,3,3,4,2,1,3,6,3,6,3,5,3,5,3,5,4,5,4,2,5,3,4,5,3,4,2,3,6,5,2,3,3,6,6,4,4,2,3,4,4,2,5,5,6,3,6,5,3,6,4,3,2,4,2,5,3,4,6,1,3,4,3,4,4,5,5,6,3,5,4,3,1,4,4,6] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x+36,2>,<x^3-972*x-23328,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,4,[[2,1,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,6,5,4,3],[2,1,5,6,3,4]],[1,2,3,4,5,6],[1,2,4,3],[2,4],[[[2,1,4,3,6,5],[2,1,5,6,3,4]],[[2,1,4,3,6,5]]],20,<[],[-436014,-193996,-96994,4,1]>,[[96012,144018,72009,24003],[-96012,-144018,190135,238141],[1,1,0,0],[-1,-1,0,0],[-96011,118127,-72009,-24003],[96011,-118127,72009,24003]]>,<3,6,3,[[3,1,2,5,6,4],[4,5,6,1,2,3]],[[1,2,3,4,5,6],[4,5,6,1,2,3],[3,1,2,5,6,4]],[4,5,6,1,2,3],[1,3,5],[2],[[[3,1,2,5,6,4]]],20,<<[],[2,2,1]>,[[-534986637,-534986637],[-9,0],[6,6],[1,0]]>,[[[2,2],[1,0],[0,0]],[[-534986635,-1],[-92288198,488842536],[73783073,0]],[[534986633,-1],[92288197,-488842536],[313637416,0]],[[-2,-2],[-1,0],[0,0]],[[-534986633,1],[-92288197,488842536],[73783073,0]],[[534986635,1],[92288198,-488842536],[313637416,0]]]>*] [x,x^2+1,x^2-2,x^2+2,x^3-3*x-4,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^2,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3],[7,3],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[6,3]>,<1,2^3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3],[7,2],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[6,3]>,<1,2^3,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3],[7,1],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[6,3]>,<2,2^2*3^4,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,3],[7,8],1,[1.000000000,1.412893501,1.268025355],<"notfaithful",0>,[6,3]>,<2,2^6*3^4,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]]],[2,3],[7,7],1,[1.000000000,1.298962793,1.045378983],<"2.2e6_3e4.6t3.2",1>,[6,3]>]
