x^3 - x^2 - 3*x - 19
x^3 - 14*x - 3
x^3 - x^2 + 14*x - 9
x^3 - x^2 - 25*x + 37
x^3 - x^2 + 10*x + 13
x^3 - x^2 + 5*x + 18
x^3 + 8*x - 18
x^3 - x^2 - 23*x - 9
x^3 - 23*x - 14
x^3 - x^2 - 17*x + 40
x^3 - x^2 - 16*x + 21
x^3 - 14*x - 2
x^3 - x^2 - 14*x - 1
x^3 - 13*x - 27
x^3 - 17*x - 18
x^3 - x^2 - 30*x - 51
x^3 - x^2 - 29*x - 48
x^3 - 14*x - 1
x^3 - x^2 + 8*x - 21
x^3 - x^2 - 22*x + 12
x^3 + 14*x - 1
x^3 - x^2 - 7*x + 24
x^3 - x^2 - 29*x + 18
x^3 + 6*x - 40
x^3 - x^2 - 16*x - 10
x^3 - 30*x - 18
x^3 - x^2 - 14*x + 10
x^3 - 6*x - 21
x^3 - x^2 - 31*x - 54
x^3 - x^2 - 28*x - 45
x^3 - x^2 - 21*x - 25
x^3 - x^2 - 30*x + 60
x^3 - 16*x - 14
x^3 - 21*x - 31
x^3 - x^2 - 15*x - 6
x^3 - x^2 - 22*x - 38
x^3 - 24*x - 20
x^3 - x^2 + 2*x + 40
x^3 - x^2 - 22*x + 8
x^3 - x^2 + 4*x + 80
x^3 - x^2 - 25*x - 19
x^3 - x^2 - 15*x + 16
x^3 - x^2 - 16*x + 38
x^3 - x^2 + 6*x - 63
x^3 - x^2 + 4*x + 19
x^3 - x^2 - 14*x + 9
x^3 - x^2 - 23*x + 46
x^3 + 5*x - 20
x^3 - x^2 - 21*x + 39
x^3 - 29*x - 44
x^3 - x^2 - 20*x - 22
x^3 - 12*x - 44
x^3 - 12*x - 26
x^3 - x^2 - 17*x - 13
x^3 - 22*x - 34
x^3 - x^2 - 14*x + 1
x^3 - x^2 - 11*x + 29
x^3 - 5*x - 21
x^3 - x^2 - 30*x + 71
x^3 - x^2 + 11*x + 12
x^3 - 18*x - 21
x^3 - 30*x - 48
x^3 - x^2 - 19*x - 19
x^3 - x^2 - 4*x - 40
x^3 - x^2 - 26*x - 39
x^3 - 62
x^3 - x^2 - 30*x + 27
x^3 - 17*x - 34
x^3 - x^2 - 14*x + 2
x^3 - 9*x - 63
x^3 - x^2 + 12*x + 10
x^3 - x^2 - 5*x + 23
x^3 - x^2 + 30*x - 9
x^3 - x^2 - 23*x - 5
x^3 - x^2 + 28*x + 52
x^3 - 30*x - 11
x^3 - x^2 - 14*x + 7
x^3 - 34*x - 64
x^3 - x^2 - 26*x + 40
x^3 - x^2 - 32*x + 68
x^3 - x^2 - 3*x + 22
x^3 - x^2 - 24*x - 12
x^3 - x^2 - 14*x + 3
x^3 - 23*x - 37
x^3 - 14*x - 29
x^3 - 30*x - 9
x^3 - x^2 + 14*x + 3
x^3 - 15*x - 8
x^3 - x^2 - 14*x + 5
x^3 - x^2 - 25*x - 36
x^3 - 3*x - 21
x^3 - x^2 + 4*x - 22
x^3 - 16*x - 13
x^3 - x^2 + 21
x^3 - x^2 - 17*x + 24
x^3 - x^2 - 3*x - 20
x^3 - x^2 - 23*x + 19
x^3 - 17*x - 17
x^3 - 30*x - 7
x^3 - 27*x - 34
x^3 - 19*x - 24
x^3 - x^2 + 3*x + 41
x^3 - x^2 - 31*x - 14
x^3 - 63
x^3 - 21
x^3 + 13*x - 38
x^3 + 14*x - 6
x^3 - 28*x - 53
x^3 - 31*x - 63
x^3 - x^2 + 21*x + 45
x^3 - 25*x - 64
x^3 - x^2 + 6*x + 40
x^3 - x^2 - 20*x + 35
x^3 - x^2 - 24*x - 33
x^3 - 22*x - 45
x^3 - x^2 - 31*x + 63
x^3 - x^2 + 14*x - 13
x^3 - 23*x - 2
x^3 - 11*x - 86
x^3 - x^2 - 5*x - 20
x^3 - 15*x - 7
x^3 - x^2 - 23*x - 1
x^3 - x^2 - 15*x - 4
x^3 - x^2 - 30*x + 18
x^3 - 8*x - 23
x^3 - x^2 - 22*x + 42
x^3 - x^2 - 4*x + 23
x^3 - x^2 - 15*x + 14
x^3 - x^2 + 4*x + 84
