x^2 - 822
x^2 + 822
x^2 - x - 822
x^2 - x + 823
x^2 - x - 823
x^2 - x + 824
x^2 - x + 825
x^2 - x - 825
x^2 + 826
x^2 - x - 826
x^2 - x + 827
x^2 - x + 828
x^2 - x - 829
x^2 + 830
x^2 - 831
x^2 - x - 832
x^2 - x + 833
x^2 - x - 833
x^2 - x + 834
x^2 - x - 834
x^2 - x - 835
x^2 - x - 837
x^2 - x + 838
x^2 - x + 839
x^2 - 839
x^2 - x + 840
x^2 - x - 841
x^2 - 842
x^2 - x - 842
x^2 - x + 843
x^2 - x - 843
x^2 - x + 847
x^2 - x - 847
x^2 - x + 848
x^2 + 849
x^2 - x - 849
x^2 - x + 850
x^2 - x - 850
x^2 - x + 851
x^2 - 851
x^2 - x - 851
x^2 - x + 852
x^2 - x - 853
x^2 + 854
x^2 - x - 855
x^2 - x + 856
x^2 - x + 857
x^2 + 857
x^2 - x + 858
x^2 - x + 859
x^2 - 859
x^2 - x - 859
x^2 - x + 860
x^2 + 861
x^2 - 862
x^2 - x + 863
x^2 - x + 864
x^2 - x - 864
x^2 - x + 865
x^2 + 865
x^2 - x - 865
x^2 - 866
x^2 - x - 867
x^2 - x + 868
x^2 + 870
x^2 - 870
x^2 - x + 873
x^2 - x - 873
x^2 - x + 874
x^2 + 874
x^2 - 874
x^2 - x - 874
x^2 - x + 875
x^2 - x - 876
x^2 - x + 877
x^2 - x + 878
x^2 - 879
x^2 - x + 881
x^2 + 881
x^2 - x - 882
x^2 + 885
x^2 - x - 885
x^2 - x + 886
x^2 - 886
x^2 + 886
x^2 - x - 886
x^2 - x + 887
x^2 - x + 888
x^2 - x - 888
x^2 - x - 889
x^2 - x + 890
x^2 - 890
x^2 + 890
x^2 - x + 891
x^2 - x + 892
x^2 - x - 892
x^2 - x + 893
x^2 - 894
x^2 - 895
x^2 - x - 895
x^2 - x - 897
x^2 + 898
x^2 - 898
x^2 - x + 899
x^2 - 899
x^2 - x - 899
x^2 - x + 900
x^2 - x - 900
x^2 - x + 901
x^2 + 901
x^2 - x - 901
x^2 - x + 903
x^2 - x + 904
x^2 - x + 905
x^2 + 905
x^2 - x + 906
x^2 - 906
x^2 - x - 907
x^2 - x - 909
x^2 - x + 910
x^2 - x - 910
x^2 - x + 911
x^2 - x + 912
x^2 - x - 912
x^2 - x + 913
x^2 + 913
x^2 - x - 913
x^2 - x + 914
x^2 - 914
x^2 + 914
x^2 - x + 918
x^2 - 919
x^2 - x - 919
x^2 - x + 922
x^2 - 922
x^2 + 922
x^2 - 923
x^2 - x - 923
x^2 - x + 924
x^2 - x - 925
x^2 - x - 927
x^2 - x + 928
x^2 - x - 928
x^2 + 929
x^2 + 930
x^2 - 930
x^2 - x + 931
x^2 - 934
x^2 - x - 934
x^2 - 935
x^2 - x - 935
x^2 - x + 937
x^2 + 937
x^2 - x + 939
x^2 - 939
x^2 - x - 940
x^2 - x + 941
x^2 - x - 941
x^2 - x + 942
x^2 + 942
x^2 - x - 942
x^2 - x + 945
x^2 - x - 945
x^2 - x + 946
x^2 + 946
x^2 - x + 947
x^2 - 947
x^2 - x - 948
x^2 + 949
x^2 - x - 949
x^2 - x + 951
x^2 - x - 951
x^2 + 953
x^2 - x - 953
x^2 - x + 955
x^2 - 955
x^2 - x - 955
x^2 - x + 956
x^2 - x + 957
x^2 - x - 957
x^2 - x + 958
x^2 - x + 959
x^2 - 959
x^2 - x - 960
x^2 - x - 961
x^2 - 962
x^2 - x - 963
x^2 - x + 964
x^2 - x - 964
x^2 + 966
x^2 - x + 967
x^2 - x - 967
x^2 - x - 968
x^2 + 969
x^2 - x - 969
x^2 + 970
x^2 - x - 970
x^2 - x + 971
x^2 - x - 972
x^2 - x + 973
x^2 + 973
x^2 - x + 974
x^2 + 974
x^2 - x + 975
x^2 - x - 975
x^2 - x - 976
x^2 + 977
x^2 + 978
x^2 - x - 978
x^2 - 979
x^2 - x - 979
x^2 - x + 980
x^2 + 982
x^2 - x - 982
x^2 - x + 983
x^2 - x + 984
x^2 - x - 984
x^2 + 985
x^2 - x - 985
x^2 - x + 986
x^2 + 986
x^2 - 986
x^2 - x + 987
x^2 - x - 987
x^2 - x - 988
x^2 - x + 989
x^2 + 989
x^2 - x - 989
x^2 - x + 991
x^2 - 991
x^2 - x + 992
x^2 + 993
x^2 - x - 993
x^2 - 994
x^2 - x - 994
x^2 - x + 995
x^2 - 995
x^2 - x - 995
x^2 + 997
x^2 - x - 997
x^2 - x + 998
x^2 - x + 1000
x^2 - x - 1000
x^2 - x + 1001
x^2 - x + 1002
x^2 - x - 1002
x^2 - 1003
x^2 - x - 1003
x^2 - x - 1004
x^2 - x - 1005
x^2 - x + 1007
x^2 - x - 1007
x^2 - x + 1008
x^2 - x + 1009
x^2 + 1009
x^2 - x + 1010
x^2 - x + 1011
x^2 - 1011
x^2 - x - 1011
x^2 - x - 1012
x^2 - x + 1013
x^2 - x - 1013
x^2 - x - 1014
x^2 - x - 1015
x^2 - x + 1016
x^2 - x - 1016
x^2 - x - 1017
x^2 - x + 1018
x^2 + 1018
x^2 - x - 1018
x^2 - 1019
x^2 - x + 1020
x^2 - x + 1021
x^2 - x + 1022
x^2 + 1022
x^2 - 1022
x^2 - x - 1022
x^2 - x + 1023
x^2 - x - 1023
x^2 - x - 1024
x^2 - x + 1025
x^2 - x + 1026
x^2 - x - 1026
x^2 - x + 1028
x^2 - x + 1030
x^2 + 1030
x^2 - 1030
x^2 - x + 1031
x^2 + 1033
x^2 - x - 1033
x^2 - x + 1035
x^2 - x + 1036
x^2 - x - 1036
x^2 - x + 1037
