x^2 - x + 20640
x^2 - x - 20642
x^2 - x - 20665
x^2 - x - 20668
x^2 - x - 20698
x^2 - 20707
x^2 - x + 20742
x^2 - x + 20756
x^2 + 20789
x^2 - x - 20805
x^2 - x + 20865
x^2 - x - 20869
x^2 - x - 20878
x^2 - x - 20899
x^2 - 20903
x^2 - x + 20975
x^2 - x - 20989
x^2 + 21041
x^2 - x - 21135
x^2 - x + 21158
x^2 - x - 21163
x^2 - x - 21175
x^2 - x + 21180
x^2 - x - 21213
x^2 - x - 21283
x^2 + 21286
x^2 - x + 21293
x^2 - x - 21328
x^2 - x - 21351
x^2 - 21422
x^2 - x + 21443
x^2 - x - 21454
x^2 - x + 21456
x^2 - x + 21467
x^2 - x + 21478
x^2 - 21487
x^2 - x - 21489
x^2 - x - 21526
x^2 - x + 21528
x^2 - x - 21540
x^2 - x + 21543
x^2 - 21554
x^2 - x + 21567
x^2 - x - 21580
x^2 - x - 21607
x^2 - 21610
x^2 - 21639
x^2 - x + 21708
x^2 + 21709
x^2 - x - 21738
x^2 - x - 21753
x^2 - x + 21782
x^2 - x - 21787
x^2 - x + 21797
x^2 - x - 21805
x^2 + 21817
x^2 - x - 21822
x^2 - x + 21830
x^2 - x - 21891
x^2 - x + 21918
x^2 - x - 21923
x^2 - x + 21942
x^2 - x - 21945
x^2 - x - 21952
x^2 - 21983
x^2 - x - 22014
x^2 - x - 22024
x^2 - x + 22063
x^2 - x - 22072
x^2 - x - 22077
x^2 - x - 22084
x^2 - x + 22105
x^2 - x - 22145
x^2 - x + 22148
x^2 - x + 22163
x^2 - x - 22211
x^2 - x - 22224
x^2 - x - 22237
x^2 - 22255
x^2 - x + 22258
x^2 + 22337
x^2 - x + 22341
x^2 - x - 22341
x^2 - x - 22351
x^2 - x - 22354
x^2 - x - 22369
x^2 - x - 22375
x^2 - x + 22407
x^2 - x - 22413
x^2 - x - 22434
x^2 - x - 22469
x^2 - x - 22497
x^2 - x - 22500
x^2 - x + 22512
x^2 - x - 22527
x^2 - 22531
x^2 - x - 22534
x^2 - x - 22557
x^2 - x - 22564
x^2 - x - 22609
x^2 - x + 22630
x^2 - 22642
x^2 - x + 22673
x^2 - x + 22716
x^2 - x - 22735
x^2 - x - 22773
x^2 - x + 22805
x^2 - x + 22841
x^2 - x - 22852
x^2 - x + 22880
x^2 + 22922
x^2 + 22938
x^2 - x - 22942
x^2 - x - 22945
x^2 - x - 22959
x^2 - x + 22970
x^2 - x - 22983
x^2 - x - 23005
x^2 - x + 23013
x^2 - x + 23034
x^2 - x + 23070
x^2 - x + 23095
x^2 - x - 23097
x^2 - x + 23106
x^2 - x + 23117
x^2 - x + 23122
x^2 - x - 23138
x^2 + 23141
x^2 - x - 23180
x^2 + 23189
x^2 - x - 23190
x^2 - x + 23195
x^2 - 23234
x^2 - x - 23259
x^2 - x - 23269
x^2 - x - 23279
x^2 + 23286
x^2 - x - 23313
x^2 - x + 23350
x^2 - x - 23407
x^2 + 23413
x^2 - x + 23457
x^2 - x + 23474
x^2 - x + 23528
x^2 - x - 23542
x^2 - x + 23556
x^2 - x - 23563
x^2 - x + 23574
x^2 - x + 23589
x^2 - x - 23589
x^2 - x + 23591
x^2 - x - 23610
x^2 - 23626
x^2 + 23638
x^2 + 23657
x^2 - x + 23660
x^2 - x + 23666
x^2 - x + 23687
x^2 - x - 23698
x^2 - x - 23722
x^2 - x - 23773
x^2 - x - 23829
x^2 - x + 23838
x^2 - x + 23883
x^2 - x + 23890
x^2 - x - 23912
x^2 - x + 23917
x^2 - x - 23929
x^2 - x + 23933
x^2 - x + 23951
x^2 - 23963
x^2 - x - 23965
x^2 - x - 23967
x^2 - x + 23996
x^2 - 24023
x^2 - x - 24033
x^2 - x - 24034
x^2 - x + 24041
x^2 - 24043
x^2 - x + 24065
x^2 - x + 24066
x^2 - x + 24076
x^2 - x - 24114
x^2 - x - 24117
x^2 - x + 24147
x^2 - x - 24150
