x^2 - x - 10363968
x^2 - x - 10445868
x^2 - x - 10713894
x^2 - x - 10833537
x^2 - x - 10930964
x^2 - x - 12490214
x^2 - x - 13002992
x^2 + 13531805
x^2 - x - 13768450
x^2 - x - 13769745
x^2 - x - 13827792
x^2 - x - 14484004
x^2 - x - 14588878
x^2 - x - 15284202
x^2 - x - 15782028
x^2 - x - 16424670
x^2 - x - 16461423
x^2 - x - 17062342
x^2 - x - 17253232
x^2 - x - 17419534
x^2 - x - 17459010
x^2 - x - 17561130
x^2 - x - 18900678
x^2 - x - 18907530
x^2 - x - 19251007
x^2 - x - 19551286
x^2 - x - 19593486
x^2 - x - 19633708
x^2 - x - 19859514
x^2 - x - 20187618
x^2 - x - 20330943
x^2 - 20359291
x^2 - x - 20729025
x^2 - x - 20983642
x^2 - x - 21126510
x^2 - x - 21206058
x^2 - x - 21569722
x^2 - x - 22084330
x^2 - x - 22095940
x^2 - x - 22134402
x^2 - 22302859
x^2 - x - 22445482
x^2 - x - 22763752
x^2 - x - 22784533
x^2 - x - 23126920
x^2 - x - 23341173
x^2 - x - 23419993
x^2 - x - 23850672
x^2 - x - 24077454
x^2 - x - 24175842
x^2 - x - 24456183
x^2 - x - 24573894
x^2 - x - 25067293
x^2 - x - 25165122
x^2 - x - 25226764
x^2 - x - 25277290
x^2 - x - 25301538
x^2 - x - 25718202
x^2 - x - 26264724
x^2 - x - 26347863
x^2 - x - 26371653
x^2 - x - 26384263
x^2 - x - 26427168
x^2 - x - 26791109
x^2 - x - 26926150
x^2 - x - 27131548
x^2 - x - 27413154
x^2 - x - 27562858
x^2 - x - 27730365
x^2 - x - 28207863
x^2 - x - 28218298
x^2 - x - 28252372
x^2 - x - 28317284
x^2 - x - 28514887
x^2 - x - 28518918
x^2 - x - 29439258
x^2 - x - 29451726
x^2 - 29614306
x^2 - x - 29692249
x^2 - x - 29717703
x^2 - x - 29723098
x^2 - x - 29771240
x^2 - x - 29823237
x^2 - x - 29901382
x^2 - 30019438
x^2 - x - 30074803
x^2 - x - 30229962
x^2 - x - 31166698
x^2 - x - 31359852
x^2 - x - 31458688
x^2 - x - 31509898
x^2 - x - 31530775
x^2 - x - 31571037
x^2 - x - 31748362
x^2 - x - 32407423
x^2 - x - 32418286
x^2 - x - 32637037
x^2 - x - 32674184
x^2 - x - 33051490
x^2 - x - 33579447
x^2 - x - 33601948
x^2 - x - 33647443
x^2 - x - 33846070
x^2 - x - 33969289
x^2 - x - 34296370
x^2 - x - 34507917
x^2 - x - 34597968
x^2 - x - 34598490
x^2 - x - 35238927
x^2 - x - 35313659
x^2 - x - 35352013
x^2 - x - 35381214
x^2 - x - 35465991
x^2 - x - 35508686
x^2 - x - 35733462
x^2 - x - 35883837
x^2 - x - 36009529
x^2 - x - 36115242
x^2 - x - 36420030
x^2 - x - 36498339
x^2 - x - 36762295
x^2 - x - 36925604
x^2 - x - 37040370
x^2 - x - 37331052
x^2 - 40668802
x^2 - x - 54167686
x^2 - 182110018
x^2 - 226018978
x^3 - x^2 - 2*x + 1
x^3 - 3*x - 1
x^3 - x^2 - 4*x - 1
x^3 - x^2 - 6*x + 7
x^3 - x^2 - 10*x + 8
x^3 - x^2 - 12*x - 11
x^3 - x^2 - 14*x - 8
x^3 - x^2 - 20*x + 9
x^3 - 21*x - 28
x^3 - 21*x - 35
x^3 - x^2 - 22*x - 5
x^3 - x^2 - 24*x + 27
x^3 - x^2 - 26*x - 41
x^3 - x^2 - 30*x + 64
x^3 - x^2 - 30*x - 27
x^3 - x^2 - 32*x + 79
x^3 - x^2 - 34*x + 61
x^3 - x^2 - 36*x + 4
x^3 - 39*x - 26
x^3 - 39*x - 91
x^3 - x^2 - 42*x - 80
x^3 - x^2 - 44*x + 64
x^3 - x^2 - 44*x - 69
x^3 - x^2 - 46*x - 103
x^3 - x^2 - 50*x + 123
x^3 - x^2 - 52*x - 64
x^3 - x^2 - 54*x + 169
x^3 - 57*x - 152
x^3 - 57*x - 19
x^3 - x^2 - 60*x + 67
x^3 - x^2 - 64*x - 143
x^3 - x^2 - 66*x - 59
x^3 - x^2 - 72*x + 225
x^3 - x^2 - 72*x - 209
x^3 - x^2 - 74*x + 256
x^3 - x^2 - 82*x + 64
x^3 - x^2 - 82*x + 311
x^3 - x^2 - 86*x + 211
x^3 - x^2 - 86*x - 48
x^3 - x^2 - 90*x - 261
x^3 - x^2 - 92*x - 236
x^3 - 93*x - 217
x^3 - 93*x - 341
x^3 - x^2 - 94*x - 304
x^3 - x^2 - 100*x - 223
x^3 - x^2 - 100*x + 379
x^3 - x^2 - 102*x + 216
x^3 - x^2 - 104*x - 371
x^3 - 111*x - 370
x^3 - 111*x - 37
x^3 - x^2 - 116*x + 517
x^3 - x^2 - 122*x - 435
x^3 - x^2 - 126*x - 365
x^3 - 129*x - 559
x^3 - 129*x - 215
x^3 - x^2 - 132*x + 544
x^3 - x^2 - 134*x + 597
x^3 - x^2 - 134*x - 209
x^3 - x^2 - 142*x + 680
x^3 - x^2 - 142*x - 601
x^3 - x^2 - 156*x + 799
x^3 - x^2 - 156*x - 608
x^3 - x^2 - 160*x - 677
x^3 - x^2 - 160*x - 196
x^3 - x^2 - 166*x - 536
x^3 - x^2 - 170*x - 776
x^3 - x^2 - 170*x + 757
x^3 - x^2 - 174*x + 891
x^3 - x^2 - 180*x - 521
x^3 - x^2 - 182*x + 81
x^3 - 183*x - 854
x^3 - 183*x - 793
x^3 - x^2 - 184*x - 41
x^3 - x^2 - 184*x + 512
x^3 - x^2 - 186*x + 207
x^3 - x^2 - 186*x - 911
x^3 - x^2 - 196*x + 349
x^3 - x^2 - 196*x - 829
x^3 - 201*x - 737
x^3 - 201*x - 1072
x^3 - x^2 - 202*x + 1169
x^3 - x^2 - 204*x - 999
x^3 - 219*x - 730
x^3 - 219*x - 1241
x^3 - x^2 - 220*x + 1273
x^3 - x^2 - 226*x - 503
x^3 - x^2 - 226*x + 176
x^3 - x^2 - 234*x + 729
x^3 - x^2 - 234*x + 1432
x^3 - x^2 - 236*x - 1313
x^3 - 237*x - 1027
x^3 - 237*x - 316
x^3 - x^2 - 252*x - 729
x^3 - x^2 - 254*x + 1639
x^3 - x^2 - 254*x - 1413
x^3 - x^2 - 264*x - 1028
x^3 - x^2 - 264*x + 1351
x^3 - x^2 - 272*x + 121
x^3 - x^2 - 272*x + 1755
x^3 - 273*x - 728
x^3 - 273*x - 1547
x^3 - 273*x - 1729
x^3 - 273*x - 91
x^3 - x^2 - 284*x - 1011
x^3 - x^2 - 290*x - 1613
x^3 - x^2 - 290*x + 1000
x^3 - 291*x - 485
x^3 - 291*x - 1358
x^3 - x^2 - 292*x - 1819
x^3 - x^2 - 312*x + 2221
x^3 - x^2 - 316*x + 2144
x^3 - x^2 - 316*x - 703
x^3 - 327*x - 1853
x^3 - x^2 - 330*x + 2349
x^3 - x^2 - 336*x + 1719
x^3 - x^2 - 342*x - 2016
x^3 - x^2 - 342*x - 989
x^3 - x^2 - 372*x - 2565
x^3 - x^2 - 376*x + 2927
x^3 - x^2 - 380*x - 972
x^3 - 381*x - 127
x^3 - x^2 - 382*x + 2209
x^3 - x^2 - 382*x - 85
x^3 - x^2 - 386*x - 1760
x^3 - x^2 - 386*x + 1717
x^3 - 399*x - 3059
x^3 - 399*x - 665
x^3 - 399*x - 1729
x^3 - 399*x - 2926
x^3 - x^2 - 420*x + 1728
x^3 - x^2 - 420*x + 2989
x^3 - x^2 - 422*x + 3144
x^3 - x^2 - 424*x + 2876
x^3 - x^2 - 424*x - 943
x^3 - x^2 - 444*x + 3604
x^3 - x^2 - 444*x - 1728
x^3 - x^2 - 462*x + 976
x^3 - x^2 - 462*x - 3185
x^3 - x^2 - 466*x - 3368
