x^2-x-129 11*47 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[96],[-95]] 1 [2,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1,1,2,2,1,2,1,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,1,1,1,1,2,2,2,1,2,2,1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<11,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-99,11,1]>,[[-5,-1],[6,1]]>,<47,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[423,47,1]>,[[-23,-1],[24,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[11,47],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,11*47,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[11,47],[3,3],1,[1.000000000,0.8150416047,0.8530169062],<"1.11_47.2t1.1",1>,[2,1]>]
x^5-2*x^4-8*x^3+8*x^2+14*x-28 2^11*3^4*7^2 1 2 20 "F5" [[5,2,4,3,1],[3,2,5,1,4],[5,3,1,2,4]] [<1,1,[1,2,3,4,5]>,<2,5,[5,2,4,3,1]>,<4,5,[3,2,5,1,4]>,<4,5,[4,2,1,5,3]>,<5,4,[5,3,1,2,4]>] [[1,1,1,1,1],[1,2,2],[1,4],[5]] 17 x^2+16*x+3 10 [[-661620166281,-597525002933],[834804278851,597525002933],[-662664179929,0],[-238514502765,-690404910946],[727994570126,690404910946]] 2 [1,3,4,1,3,3,2,3,2,4,2,3,5,3,2,3,4,3,4,2,5,5,3,5,2,4,5,3,4,5,5,3,2,4,3,2,3,4,5,3,4,4,5,5,3,5,4,2,3,4,2,5,2,4,2,2,3,2,3,2,4,4,3,5,5,4,3,5,3,3,2,2,2,3,3,2,3,3,5,5,3,3,1,2,5,3,5,2,3,1,3,2,2,3,4,5,3,5,4,4,4,4,3,2,3,2,4,2,2,5,2,3,2,4,2,5,3,5,4,4,4,5,4,3,3,4,3,2,5,3,4,2,5,3,1,2,4,3,3,2,4,3,2,3,3,5,4,5,4,5,4,2,4,5,3,5,2,2,5,3,4,2,2,4,1,1,5,4] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[1,4],"RES",<[1],x^2>,[<x^5-40*x^4-1088*x^3+40096*x^2+426488*x-13033088,3>,<x^5-40*x^4-1088*x^3+23968*x^2-89608*x-10726784,4>]*],[*[5],"CYC",0,5*]] [*<2,4,4,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,2,3,4,5],[1,2,3,4],[3,5],[[[1,4,5,3,2]],[[1,3,2,5,4]]],20,<[],[349438,507960,-410920,-316176,1]>,[[208114,0,262144,262144],[0,1,0,0],[3640,-65201,22866,9084],[-45866,49273,62154,-19373],[-34814,15927,46052,10289]]>,<3,20,5,[[2,3,4,5,1],[2,5,3,1,4]],[[1,2,3,4,5],[2,1,5,4,3],[5,3,1,4,2],[3,5,2,4,1],[2,3,4,5,1]],[2,5,3,1,4],[1,2,3,4,5],[1],[[[2,3,4,5,1]]],20,<<[],[2,0,0,2,1]>,[[-15,0,0,0],[3,0,0,0],[-18,0,0,0],[-6,0,0,0],[3,0,0,0],[1,0,0,0]]>,[[[864175849,-229668447,-537829551,1528134411],[-164547956,-564004804,344425016,-204908319],[-85498123,-50609873,566736402,-37293759],[310150355,61934552,224202444,-329437972],[-60937167,-207019089,-39803972,-289181164]],[[41869393,-1437808944,465523005,1048996485],[255617628,85744538,384766178,444038452],[469794950,-356834469,414950409,241015930],[527291207,-119138261,-451911418,-223090907],[504805519,-65231470,313191633,-155824290]],[[1,0,0,0],[1,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[-1125077567,1437808944,194661021,-388812459],[137073080,-85744538,-573206203,529782990],[-344597559,356834469,-289753018,-115818539],[69650185,119138261,-113408657,-342229168],[280575898,65231470,472189784,-221055760]],[[219032326,229668447,-122354475,1298465964],[-228142753,564004804,-155984991,393348344],[-39699268,50609873,470327674,-87903632],[255169720,-61934552,341117631,-267503420],[437817217,207019089,416684022,-496200253]]]>,<7,2,2,[[2,1,3,5,4]],[[1,2,3,4,5],[2,1,3,5,4]],[1,2,3,4,5],[1,2],[1],[[[2,1,3,5,4]]],20,<[],[30618583995054314,1157529798583438,1]>,[[-1157529798583438,-1],[0,1],[-2249443635197952,0],[-1037283846624372,-229744246283261],[4444257280405764,229744246283261]]>*] [x,x^2-2,x^4+28*x^2+98,x^4+28*x^2+98,0] [1,2,4,2,5] <[1],[2],[3,4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,3]>,<1,2^3,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7],[6,3,3,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[5,3]>,<1,2^4*7,4,[[1,0],[-1,0],[0,-1],[0,1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0]]],[2,3,5,7],[6,3,4,6],0,[-0.9238795325-0.3826834324*i,0.7757132340-0.3213109421*i,0.9833786449-0.08672776126*i],<"notfaithful",0>,[5,3]>,<1,2^4*7,4,[[1,0],[-1,0],[0,1],[0,-1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0]]],[2,3,5,7],[6,3,4,6],0,[-0.9238795325+0.3826834324*i,0.7757132340+0.3213109421*i,0.9833786449+0.08672776126*i],<"notfaithful",0>,[5,3]>,<4,2^11*3^4*7^2,1,[[4],[0],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1]],[[1]],[[1],[-2],[1]]],[2,3,5,7],[6,7,3,8],1,[0,0,0],<"4.2e11_3e4_7e2.5t3.1",1>,[5,3]>]
x^5-2*x^4-2*x^3+16*x^2-5*x+94 2^11*3^4*7^2 1 2 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 29 x^2+24*x+2 5 [[1719946,0],[8665601,-5745076],[2969382,5745076],[8858130,0],[-1701908,0]] 3 [1,2,5,3,5,7,4,5,4,2,6,5,6,7,4,7,7,7,5,6,6,6,5,6,6,5,4,5,7,6,4,5,6,7,5,6,5,5,4,2,7,2,4,6,7,4,7,6,7,2,6,4,3,5,4,6,5,4,7,3,5,5,7,6,4,7,7,4,7,5,3,3,3,5,7,6,5,5,6,6,2,5,3,3,6,7,4,6,7,6,7,6,3,5,5,3,7,3,2,7,5,7,5,4,7,4,5,4,6,4,4,5,4,5,4,4,5,4,5,2,5,3,7,5,5,5,5,3,6,5,2,6,3,7,3,4,5,5,2,4,7,5,6,2,5,4,5,4,7,6,5,3,5,6,5,6,4,6,6,5,5,4,4,5,3,6,4,7] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,8,8,[[1,5,4,2,3],[1,4,5,2,3]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,2,3],[1,2,3,5,4],[1,5,4,2,3]],[1,2,3,4,5],[1,3,3,2,5],[2,4,8],[[[1,5,4,2,3],[1,4,5,2,3]],[[1,5,4,2,3]],[[1,3,2,5,4]]],20,<[],[59858,-455624,433972,-55976,291850,206984,-329608,17672,1]>,[[416086,0,524288,0,0,524288,524288,524288],[-48051,-34060,89977,93093,2703,25353,63616,42135],[-5591,-13812,76199,60635,27393,44695,21968,10217],[123455,-23410,98957,107239,116281,85549,109305,51950],[38391,71282,128083,1177,115767,106547,67255,26770]]>,<3,12,6,[[2,3,1,4,5],[1,3,2,5,4],[1,3,2,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[1,3,2,5,4],[1,3,2,4,5],[2,3,1,4,5],[2,3,1,5,4]],[1,3,2,4,5],[1,2,3,2,4,7],[1,2],[[[2,3,1,4,5],[1,3,2,5,4]],[[2,3,1,4,5]]],20,<<[],[2,2,1]>,[[-774800895,0],[790912107,0],[-1024197954,0],[64075050,0],[982501182,0],[-1355437260,0],[1,0]]>,[[[-425727643,0],[-304526331,0],[-427093145,0],[330010200,0],[404334172,0],[456905034,0]],[[514196309,232840170],[276006933,-457386966],[551376499,-243300807],[-312564163,-147559063],[259379365,461546451],[-546388618,-317936101]],[[48515969,-232840170],[28519398,457386966],[-124283354,243300807],[-17446037,147559063],[498547930,-461546451],[89483584,317936101]],[[-1499415353,0],[-196424451,0],[-1520989191,0],[283993988,0],[-221873202,0],[375254455,0]],[[200169253,0],[196424451,0],[1520989191,0],[-283993988,0],[221873202,0],[-375254455,0]]]>,<7,4,2,[[1,3,2,5,4],[1,4,5,2,3]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,2,3],[1,5,4,3,2]],[1,4,5,2,3],[1,3,3,3],[1],[[[1,3,2,5,4]]],20,<<[],[3,6,1]>,[[37509033489606483,-35876283646584521],[6820319236891594,7075321150187920],[1,0]]>,[[[-28811288427344286,0],[0,0]],[[-6820319236891590,-7075321150187915],[-1,0]],[[4,5],[1,0]],[[3276044006264598,-8921756969975610],[-2368592643194821,-2175970208141814]],[[32355563657971276,15997078120163520],[2368592643194821,2175970208141814]]]>,<229,2,1,[[3,2,1,4,5]],[[1,2,3,4,5],[3,2,1,4,5]],[3,2,1,4,5],[1,2],[1],[[]],20,<[],[6,228,1]>,[[69434318708762015229227121047710596929318658408,16359808886977987567773398444652903956591072567],[-4210924593406963154744222215459341902875888936,0],[-42861015628094290900930981813272338508200809645,-16359808886977987567773398444652903956591072567],[-287615191539809134454534368592938514244880050,0],[-94942726020554184852147077833076288924392767,0]]>*] [x,x^2-2,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,229],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,2^3,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,229],[8,2,1,2],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[5,5]>,<4,2^13*3^4*7^2,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1]],[[1],[1]],[[1],[0],[-1]]],[2,3,7,229],[8,9,10,2],1,[0,0,0],<"4.2e13_3e4_7e2.10t12.1",1>,[5,5]>,<4,2^11*3^4*7^2,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-1]],[[1],[0],[-1]]],[2,3,7,229],[8,8,9,2],1,[0,0,0],<"4.2e11_3e4_7e2.5t5.1",1>,[5,5]>,<5,2^14*3^6*7^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1]],[[1],[-1],[-1],[1]]],[2,3,7,229],[8,8,9,2],1,[0,0,0],<"5.2e14_3e6_7e2.10t13.3",1>,[5,5]>,<5,2^13*3^6*7^2,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1],[-1],[1]]],[2,3,7,229],[8,9,10,2],1,[0,0,0],<"5.2e13_3e6_7e2.6t14.1",1>,[5,5]>,<6,2^21*3^8*7^4,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1]],[[1],[2],[1]]],[2,3,7,229],[8,8,9,2],1,[0,0,0],<"6.2e21_3e8_7e4.20t35.1",1>,[5,5]>]
x^5+6*x^3-12*x^2+33*x-60 2^11*3^4*7^2 1 2 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 19 x^2+18*x+2 5 [[21111,0],[-380509,-194263],[640126,194263],[-440794,0],[160066,0]] 3 [1,5,5,1,5,7,6,2,4,5,6,7,4,7,6,5,7,7,2,3,6,4,7,6,6,7,4,5,5,6,4,5,6,5,2,6,7,7,4,7,5,7,3,4,5,6,5,4,7,5,4,4,3,2,3,3,7,6,5,6,7,5,2,6,6,7,5,6,2,5,4,6,4,7,5,6,7,5,6,6,5,7,6,6,4,5,4,6,5,4,5,3,6,5,7,4,5,3,7,5,7,7,5,6,7,4,2,3,6,6,4,5,3,5,6,6,5,6,2,2,2,4,2,5,5,7,7,1,4,5,7,4,3,5,4,6,5,7,5,6,5,7,4,7,5,6,7,4,2,6,7,6,7,4,5,4,4,3,6,5,2,3,6,5,1,3,3,2] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,8,8,[[1,5,4,2,3],[1,5,4,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,2,3,5,4],[1,5,4,3,2],[1,5,4,2,3]],[1,2,3,4,5],[1,3,2,3,5],[2,4,8],[[[1,5,4,2,3],[1,5,4,3,2]],[[1,5,4,2,3]],[[1,3,2,5,4]]],20,<[],[-141278,314840,370812,-335752,251922,411920,-65064,165176,1]>,[[108284,0,0,0,0,0,0,0],[-4395,-6140,1758,15954,12932,10794,1434,88],[-859,4204,8074,16222,4608,5262,10818,14088],[-4687,984,7706,15006,15228,7962,8324,398],[-39,952,15230,1970,0,8750,12192,1810]]>,<3,20,5,[[2,3,4,5,1],[2,5,3,1,4]],[[1,2,3,4,5],[2,1,5,4,3],[5,3,1,4,2],[3,5,2,4,1],[2,3,4,5,1]],[2,5,3,1,4],[1,3,5,5,6],[1],[[[2,3,4,5,1]]],20,<<[],[2,0,0,2,1]>,[[-60,0,0,0],[33,0,0,0],[-12,0,0,0],[6,0,0,0],[0,0,0,0],[1,0,0,0]]>,[[[642954255,-500284842,-480939081,-1537313403],[233430718,153934004,358974320,-178129032],[359083108,-6087247,-120905325,411176070],[-437709038,512260520,418439361,443430765],[242155137,-546699669,-404077382,-234851572]],[[-1558174725,-1456741200,-1112111829,-970957977],[136703760,-452420884,1265375,327372472],[167311135,-61485762,209428320,203741168],[121176349,101681667,172252968,-169271125],[-32491238,184363346,-205549089,-165111000]],[[0,0,0,0],[1,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[1646301972,1456741200,1200239076,1059085224],[-515510434,452420884,201058685,-125048412],[178685439,61485762,136568254,142255406],[-358036932,-101681667,-409113551,-67589458],[-113367416,-184363346,59690435,19252346]],[[-731081502,500284842,392811834,1449186156],[145375955,-153934004,-561298380,-24195028],[457181785,6087247,-225091249,405088823],[-487691846,-512260520,-181578778,-206570182],[-96296483,546699669,549936036,380710226]]]>,<7,3,3,[[1,2,5,3,4]],[[1,2,3,4,5],[1,2,5,3,4],[1,2,4,5,3]],[1,2,3,4,5],[1,4,4],[1],[[[1,2,5,3,4]]],20,<[],[-21863564135768159,5640328029426370,7611472173158910,1]>,[[2148469617779575,0,0],[5463002555379323,0,0],[-18860945527612016,1166856576388094,5651333471317696],[11249473354453114,-1166856576388095,-5651333471317696],[4,1,0]]>*] [x,x^2-2,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,2^3,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7],[8,2,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[5,5]>,<4,2^13*3^4*7^2,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1]],[[1],[-2],[1]]],[2,3,7],[8,8,9],1,[0,0,0],<"4.2e13_3e4_7e2.10t12.2",1>,[5,5]>,<4,2^11*3^4*7^2,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-1]],[[1]],[[1],[-2],[1]]],[2,3,7],[8,9,10],1,[0,0,0],<"4.2e11_3e4_7e2.5t5.2",1>,[5,5]>,<5,2^14*3^4*7^4,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1]],[[1],[1]]],[2,3,7],[8,9,8],1,[0,0,0],<"5.2e14_3e4_7e4.10t13.1",1>,[5,5]>,<5,2^13*3^4*7^4,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-1]]],[2,3,7],[8,8,8],1,[0,0,0],<"5.2e13_3e4_7e4.6t14.1",1>,[5,5]>,<6,2^21*3^4*7^4,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1]],[[1],[0],[1]],[[1],[-2],[1]]],[2,3,7],[8,9,10],1,[0,0,0],<"6.2e21_3e4_7e4.20t35.1",1>,[5,5]>]
