x^2-146 2^3*73 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[1461],[-1461]] 1 [1,2,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,1,1,2,1,1,2,2,1,2,2,1,2,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,2,1,2,2,1,1,1,2,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[-146,0,1]>,[[0,1],[0,262143]]>,<73,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-146,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,73],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*73,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,73],[3,3],1,[1.000000000,0.9384833997,0.9287066381],<"1.2e3_73.2t1.2",1>,[2,1]>]
x^4-2*x^3-12*x^2-214*x-355 -2^6*3^3*5^2*227^2 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 127 x-1 5 [[-5742411027],[10132341972],[15661569426],[12986869038]] 3 [3,1,3,4,3,2,3,4,5,5,4,4,3,4,5,3,5,4,2,3,4,4,3,3,4,3,4,5,4,5,1,5,3,4,5,4,4,2,3,3,5,1,3,4,3,2,2,4,3,4,3,5,2,5,3,5,5,4,4,3,4,3,4,3,1,5,4,2,3,4,5,3,2,4,2,3,3,4,5,2,3,4,3,4,4,3,3,2,3,4,3,5,2,5,4,3,3,5,4,4,4,5,5,3,4,4,3,3,5,4,4,4,5,4,2,5,2,5,5,3,4,4,3,5,2,5,4,3,4,1,2,5,4,4,5,1,5,4,3,3,4,5,2,3,4,3,1,3,4,3,4,5,4,3,4,5,4,5,4,3,3,3,4,5,5,3,4,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,8,4,[[3,4,1,2],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[2,1,3,4],[4,3,1,2]],[1,2,4,3],[1,2,2,3,5],[2],[[[2,1,4,3],[3,4,1,2]]],20,<<[],[1,1,1]>,[[-582,0],[-240,0],[-12,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0],[0,0]],[[-152747,0],[-74637,0],[237267,0],[170565,0]],[[177001,201254],[-225135,-618],[0,237267],[91579,91579]],[[-24253,-201254],[-224517,618],[24877,24877],[0,170565]]]>,<3,6,6,[[1,4,2,3],[1,2,4,3]],[[1,2,3,4],[1,2,4,3],[1,4,2,3]],[1,2,3,4],[1,3,4],[1,2],[[[1,4,2,3],[1,2,4,3]],[[1,4,2,3]]],20,<[],[155773704,467321112,-1069309545,569296791,-259287867,1277342790,1]>,[[-1111993456,0,0,0,0,0],[429727438,354199350,-567211486,387083619,200062858,-180631853],[-206420195,37745355,-269504284,563103068,-440566475,-535709764],[-273575252,-391944705,-325545697,212074780,240503617,-445919850]]>,<5,6,3,[[1,4,2,3],[1,2,4,3]],[[1,2,3,4],[1,2,4,3],[1,4,2,3]],[1,2,4,3],[1,3,4],[1],[[[1,4,2,3]]],20,<<[],[2,4,1]>,[[-76663248880,0],[-154107723255,0],[-2816075236700,0],[1,0]]>,[[[9753164248605,0],[0,0],[0,0]],[[-2842783482806,0],[4877444189160,0],[-990086246881,0]],[[-4977516069631,4007208738665],[9422761886465,-3606001173540],[1435491306754,1423898408063]],[[-1932864696166,-4007208738665],[4773280252500,3606001173540],[-445405059873,-1423898408063]]]>,<227,4,2,[[2,1,4,3],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[1,2,4,3],[2,1,3,4]],[1,2,4,3],[1,2,3,3],[1],[[[2,1,4,3]]],20,<<[],[2,220,1]>,[[2655310825030380280582391256585289232745741367,0],[-33245141774659631305526040706712561737916354015,0],[1,0]]>,[[[33245141774659631305526040706712561737916354204,0],[-1,0]],[[189,0],[1,0]],[[-18212364330134817848231311079306854772126964635,-36609667249066166696285710370757563592518726237],[65500642052644106373312350892452247803359540,-263687160989872680330261710040855817703904351]],[[-15032777444524813457294729627405706965789389756,36609667249066166696285710370757563592518726237],[-65500642052644106373312350892452247803359540,263687160989872680330261710040855817703904351]]]>*] [x,x^2-x+1,x^3-5,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,227],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,227],[3,6,3,3],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[4,5]>,<2,3^3*5^2,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1]]],[2,3,5,227],[3,6,6,3],1,[1.000000000,1.163730417,1.051795683],<"notfaithful",0>,[4,5]>,<3,2^6*3^4*5^2*227^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1]],[[1],[1]]],[2,3,5,227],[6,6,7,7],1,[0,0,0],<"3.2e6_3e4_5e2_227e2.6t8.1",1>,[4,5]>,<3,2^6*3^3*5^2*227^2,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,5,227],[6,7,7,7],1,[0,0,0],<"3.2e6_3e3_5e2_227e2.4t5.1",1>,[4,5]>]
x^3-46*x-126 -2^2*31*317 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 7 x-1 5 [[-7161],[1927],[5234]] 2 [2,1,2,1,2,3,3,2,2,3,1,2,2,2,2,2,3,2,3,2,2,2,2,2,2,3,3,2,2,3,3,1,3,3,3,3,1,2,2,3,2,2,2,3,3,3,2,2,1,3,2,1,1,2,3,2,3,1,2,3,3,3,3,3,2,1,3,3,3,2,2,3,1,2,2,2,1,2,1,2,2,3,2,1,2,2,3,3,2,3,3,2,1,1,2,3,3,3,1,2,3,2,2,2,2,3,1,2,2,1,2,1,2,2,3,2,2,3,2,1,2,2,2,1,1,3,3,2,2,3,2,1,2,2,3,3,3,3,3,2,2,3,3,2,3,3,2,3,2,3,2,2,3,3,3,2,2,1,2,2,2,3,2,2,3,1,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[-126,0],[-46,0],[0,0],[1,0]]>,[[[0,0],[1,0],[0,0]],[[273580,-501416],[464310,404333],[355801,187314]],[[-273580,501416],[59977,119955],[168487,336974]]]>,<31,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[224131635441155850074552377742,-280395685589340851153483789691,1]>,[[-280395685589340851153483789703,0],[280395685589340851153483789697,-1],[6,1]]>,<317,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[20610048953327206889420501228829143418529690189965,47245224180338089545507880629257715854478731391796,1]>,[[47245224180338089545507880629257715854478731391184,0],[-47245224180338089545507880629257715854478731391490,-1],[306,1]]>*] [x,x^2-x+2457,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,31,317],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,31*317,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,31,317],[2,4,4],1,[1.000000000,0.8873550516,0.8788588448],<"notfaithful",0>,[3,2]>,<2,2^2*31*317,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,31,317],[4,5,5],1,[1.000000000,2.582244969,1.307380885],<"2.2e2_31_317.3t2.1",1>,[3,2]>]
x^6+2*x^4-26*x^3+496*x^2+1756*x+4327 -2^9*11^3*227^2 0 3 12 "D12" [[2,1,4,3,6,5],[1,2,6,5,4,3],[6,4,3,2,5,1]] [<1,1,[1,2,3,4,5,6]>,<2,1,[2,1,5,6,3,4]>,<2,3,[2,1,4,3,6,5]>,<2,3,[6,4,3,2,5,1]>,<3,2,[3,5,6,2,4,1]>,<6,2,[4,6,2,3,1,5]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 13 x^2+12*x+2 10 [[31410005265,0],[44261117540,0],[16481778041,-1242442870],[-8153262312,-25528167237],[22467760834,25528167237],[31391092481,1242442870]] 2 [4,3,6,3,1,4,6,5,5,1,4,6,6,1,1,3,3,4,6,5,3,3,4,5,5,5,5,4,5,5,6,5,4,1,4,6,2,6,3,5,2,3,4,6,4,4,4,4,1,6,2,3,2,6,5,3,6,3,4,6,4,4,4,5,4,3,3,3,5,5,4,3,4,4,6,4,2,6,4,3,3,6,6,4,3,2,1,3,5,5,6,3,5,4,6,3,6,4,5,5,4,5,5,6,4,4,3,3,4,3,6,5,4,2,1,4,3,4,6,1,3,3,4,2,3,4,3,4,4,4,4,3,5,3,6,2,3,4,3,6,4,4,4,4,6,4,5,3,6,5,1,4,6,6,2,5,3,1,3,5,2,6,3,3,5,5,4,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x-120,2>,<x^3-176*x^2-84885*x-3026466,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,2,[[2,1,4,3,6,5],[1,2,6,5,4,3]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,6,5,4,3],[2,1,5,6,3,4]],[1,2,6,5,4,3],[1,3,4,2],[3],[[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[192762,0],[142684,0],[1,0]]>,[[[3,0],[2,0]],[[-23221,0],[131070,0]],[[-56682,166541],[2739,96721]],[[250690,-63887],[259405,165423]],[[-209711,63887],[93982,96721]],[[-223223,-166541],[168162,165423]]]>,<3,2,1,[[2,1,6,5,4,3]],[[1,2,3,4,5,6],[2,1,6,5,4,3]],[2,1,6,5,4,3],[1,3],[1],[[]],20,<[],[2,2,1]>,[[-251754064,-364256292],[476758520,364256292],[202846659,514891135],[330339360,130797112],[68745136,-130797112],[335325856,-514891135]]>,<11,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,3],[1],[[[2,1,4,3,6,5]]],20,<[],[2525096730652461592,1062837386530062792,1]>,[[-11691211251830690607,-11],[105,11],[83999378494154486301,16370747025003053074],[196273559800200648946,-16370747025003053074],[60084811952475836384,23749436766389914192],[-328666538995000281129,-23749436766389914192]]>,<29,1,1,[],[[1,2,3,4,5,6]],[1,2,3,4,5,6],[1],[1],[[]],20,[],[-24252592230689955507155389116,-54072961000480596078542936663,-22909433702509881501129594444,62682260849912151019023375032,1591514918282369056678894926,341643685945964073652552251]>,<47,1,1,[],[[1,2,3,4,5,6]],[1,2,3,4,5,6],[1],[1],[[]],20,[],[982778242375119737140022420752254,1379185664602688464166697973709036,-877827756290836363826168750345091,577805570698054499365866064662632,-24450241697210758104140549247471,22793731347966407018918168064045]>,<227,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[-6851153877395048441833192549470291025718547097,-874759618551356569381277847570672009279308458,1]>,[[46333901421348273174143315028742731582413570107,0],[15900792845792251125982249842311204544906381014,0],[874759618551356569381277847570672009279308679,-1],[221,1],[-39393559917078545862067723508663933617350252726,179111937547946741198455671113929563512006198],[-23715893968613335007439119209960674519249007295,-179111937547946741198455671113929563512006198]]>*] [x,x^2-4994,x^2+22,x^2-x+57,x^3-x^2-32*x+56,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,29,47,73,227],[1,1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^3*11*227,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,11,29,47,73,227],[7,3,7,1,1,3,7],1,[1.000000000,0.9684414507,0.9227029486],<"notfaithful",0>,[6,3]>,<1,2^3*11,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,29,47,73,227],[7,2,7,1,1,2,1],1,[1.000000000,0.6697898043,0.8558393737],<"notfaithful",0>,[6,3]>,<1,227,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,29,47,73,227],[2,1,1,1,1,1,7],1,[1.000000000,1.042574140,0.8870809910],<"notfaithful",0>,[6,3]>,<2,2^3*11*227,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,3,11,29,47,73,227],[7,3,7,1,1,3,7],1,[1.000000000,1.762534732,1.299460665],<"notfaithful",0>,[6,3]>,<2,2^3*11*227,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[1]],[[1],[-1]]],[2,3,11,29,47,73,227],[7,3,8,1,1,3,8],1,[1.000000000,1.117288847,0.8530915889],<"2.2e3_11_227.6t3.11",1>,[6,3]>]
x^8-4*x^7+12*x^6+38*x^5+125*x^4-218*x^3+72*x^2-1766*x+2241 2^8*5^6*61^4 0 4 16 "D8:C2" [[6,3,2,8,7,1,5,4],[5,8,4,2,6,7,1,3],[5,4,8,2,1,7,6,3],[2,1,6,7,8,3,4,5]] [<1,1,[1,2,3,4,5,6,7,8]>,<2,1,[6,3,2,8,7,1,5,4]>,<2,2,[2,1,6,7,8,3,4,5]>,<2,2,[1,3,2,4,7,6,5,8]>,<2,2,[5,4,8,2,1,7,6,3]>,<4,1,[8,5,7,1,3,4,2,6]>,<4,1,[4,7,5,6,2,8,3,1]>,<4,2,[5,8,4,2,6,7,1,3]>,<4,2,[4,5,7,6,3,8,2,1]>,<4,2,[2,6,1,7,4,3,8,5]>] [[1,1,1,1,1,1,1,1],[1,1,1,1,2,2],[2,2,2,2],[4,4]] 109 x-1 5 [[1588234642],[5858097232],[4002620648],[2201916787],[-6993808579],[-7113756311],[-2866909299],[3323604884]] 5 [10,4,1,10,9,8,6,5,10,3,9,6,2,10,4,6,9,1,10,9,8,9,4,3,8,3,4,4,1,8,4,5,8,9,1,9,7,4,4,7,5,3,9,6,8,5,9,10,10,1,6,5,1,9,8,4,1,5,7,3,4,8,10,9,7,8,9,7,4,3,8,9,4,6,5,10,3,7,3,3,9,3,5,7,5,4,2,6,2,4,10,5,4,5,9,4,3,3,10,3,10,6,4,2,5,7,10,6,9,2,4,8,6,5,9,3,10,10,7,5,3,7,6,4,5,3,3,5,4,8,9,10,5,8,3,3,8,10,8,1,9,3,10,4,1,5,8,8,5,4,6,1,10,10,10,5,5,1,8,3,10,7,4,5,8,10,5,7] [[*[1,1,1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2,2],"CYC",0,4*],[*[2,2,2,2],"RES",<[1],x^2>,[<x-46,2>,<x^2+148*x+15476,3>,<x^2-132*x-524,5>]*],[*[4,4],"RES",<[1],x^2>,[<x+34,6>,<x-166,7>,<x^2-132*x+18756,8>,<x^2-132*x+4356,9>,<x^2+148*x+5476,10>]*]] [*<2,8,2,[[2,1,4,3,6,5,8,7],[8,7,5,6,1,2,4,3]],[[1,2,3,4,5,6,7,8],[2,1,4,3,6,5,8,7],[3,4,1,2,8,7,6,5],[4,3,2,1,7,8,5,6],[8,7,5,6,1,2,4,3],[5,6,8,7,3,4,2,1],[7,8,6,5,2,1,3,4],[6,5,7,8,4,3,1,2]],[8,7,5,6,1,2,4,3],[1,5,2,5,10,10,7,6],[2],[[[2,1,4,3,6,5,8,7]]],20,<<[],[1,1,0,0,1]>,[[31120,283698,396,-394652],[-177102,-324792,275782,113392],[1,0,0,0]]>,[[[-29092,36221,-110917,-50696],[61939,104194,-38309,126652]],[[86920,76571,-4629,-46964],[-61939,-104194,38309,-126652]],[[10720,-71377,46521,100338],[-118164,-41713,-50227,38867]],[[-68546,-41415,69025,-2678],[118164,41713,50227,-38867]],[[67811,-19177,-20863,3034],[1,0,0,0]],[[-17231,43471,-34501,-110358],[-1,0,0,0]],[[35605,-8315,98897,60716],[56226,-62481,88536,96625]],[[-86183,-15979,-43533,46608],[-56226,62481,-88536,-96625]]]>,<3,2,1,[[1,4,6,2,5,3,7,8]],[[1,2,3,4,5,6,7,8],[1,4,6,2,5,3,7,8]],[1,4,6,2,5,3,7,8],[1,4],[1],[[]],20,<[],[2,2,1]>,[[1440319104,0],[-160874421,-1294545916],[-827023885,306647609],[-1058566990,1294545916],[160874422,0],[-1440319103,-306647609],[-335237581,0],[-103694476,0]]>,<5,4,4,[[2,4,1,3,8,7,5,6]],[[1,2,3,4,5,6,7,8],[4,3,2,1,6,5,8,7],[2,4,1,3,8,7,5,6],[3,1,4,2,7,8,6,5]],[1,2,3,4,5,6,7,8],[1,2,8,8],[1],[[[2,4,1,3,8,7,5,6]]],20,<[],[-33828570,-1287591580,-52936404685,1021516172785,1]>,[[242938030243,-292406057176,-335822934986,-104198870384],[-8024228048187,269294464913,1759004067749,-329953788580],[538041710748,-1651555979708,-1871643039755,476029831207],[7243248307198,1674667571971,448461906992,-41877172243],[-229269363792,-261364978145,-325779750017,-72687297191],[86061169983,117747586690,-324520731102,-73388745436],[25859412618,-66985262100,-14774492863,34542751331],[117348781193,210602653555,-97864479143,-41054599329]]>,<61,2,2,[[2,1,4,3,6,5,8,7]],[[1,2,3,4,5,6,7,8],[2,1,4,3,6,5,8,7]],[1,2,3,4,5,6,7,8],[1,3],[1],[[[2,1,4,3,6,5,8,7]]],20,<[],[251471927354190544257593796848507550,-103249103465282944832749775338240662,1]>,[[103249103465282944832749775338240716,-1],[54,1],[62987937701551861789960906468403579,-1],[-40261165763731083042788868869837083,1],[207550057290875652358799487704030837,-616114976547587044732378734533134],[-163458852629899462253503951032319607,616114976547587044732378734533134],[100470914928347600463543044563915976,-616114976547587044732378734533134],[238320114627251615787835970536090733,616114976547587044732378734533134]]>,<727,2,1,[[6,4,3,2,5,1,7,8]],[[1,2,3,4,5,6,7,8],[6,4,3,2,5,1,7,8]],[6,4,3,2,5,1,7,8],[1,4],[1],[[]],20,<[],[5,725,1]>,[[740830993121064916009229296081472205686685081731570926181,-54448836806315940396817289447865240544842956183133597086],[105369851777410293685999506100635375507723942591058573642,364124896071808926051345440372319043925657628546681182177],[-638858189620733610673366202643969000232402192573566444219,0],[-239951570961565307874711699257825632817094850595205148528,-364124896071808926051345440372319043925657628546681182177],[132325672350668398890110091915926742189873963895112836446,0],[-606249273936909901820517102924281948377314173727424351293,54448836806315940396817289447865240544842956183133597086],[-989434443154558392614124448861703298659737776505939946,0],[-185502923714884707115495621448148937887338447957413350,0]]>*] [x,x^2-x-76,x^2+61,x^2+5,x^2+1,x^2+305,x^2-x-15,x^2-x-1,0,0] [1,2,2,2,2,2,2,2,9,10] <[1],[2],[3],[4],[5],[6],[7],[8],[9,10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,61,727],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[8,11]>,<1,5*61,1,[[1],[1],[-1],[-1],[1],[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7,61,727],[1,3,11,1,11,3],1,[1.000000000,1.577052308,1.215496817],<"notfaithful",0>,[8,11]>,<1,2^2*61,1,[[1],[1],[-1],[-1],[-1],[-1],[-1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,7,61,727],[11,3,1,1,11,3],1,[1.000000000,1.206719164,0.9666295127],<"notfaithful",0>,[8,11]>,<1,2^2*5,1,[[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7,61,727],[11,1,11,1,1,1],1,[1.000000000,1.404962946,1.128043325],<"notfaithful",0>,[8,11]>,<1,2^2,1,[[1],[1],[1],[-1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7,61,727],[11,4,1,4,1,4],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[8,11]>,<1,2^2*5*61,1,[[1],[1],[-1],[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,61,727],[11,1,11,3,11,1],1,[1.000000000,1.439096576,1.105929676],<"notfaithful",0>,[8,11]>,<1,61,1,[[1],[1],[-1],[1],[1],[-1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7,61,727],[3,1,1,3,11,1],1,[1.000000000,0.9383101983,0.9115020912],<"notfaithful",0>,[8,11]>,<1,5,1,[[1],[1],[1],[-1],[1],[-1],[-1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,61,727],[4,4,11,4,1,4],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[8,11]>,<2,2^2*5^2*61,4,[[2,0],[-2,0],[0,0],[0,0],[0,0],[0,-2],[0,2],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,-1]],[[1,0]],[[1,0],[-1,0]]],[2,3,5,7,61,727],[11,3,12,8,13,3],0,[1.000000000-1.480560956E-18*i,0.9466846187+0.2744828511*i,0.9539809204+0.2294196555*i],<"2.2e2_5e2_61.8t11.3",1>,[8,11]>,<2,2^2*5^2*61,4,[[2,0],[-2,0],[0,0],[0,0],[0,0],[0,2],[0,-2],[0,0],[0,0],[0,0]],[[[1,0],[-2,0],[1,0]],[[1,0],[2,0],[1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,0],[-1,0]],[[1,0],[0,-2],[-1,0]],[[1,0],[0,2],[-1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,0],[1,0]],[[1,0],[0,1]],[[1,0]],[[1,0],[-1,0]]],[2,3,5,7,61,727],[11,3,12,8,13,3],0,[1.000000000+1.480560956E-18*i,0.9466846187-0.2744828511*i,0.9539809204-0.2294196555*i],<"2.2e2_5e2_61.8t11.3",2>,[8,11]>]
