x^2-138 2^3*3*23 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 17 x-1 5 [[667460],[-667460]] 1 [1,1,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,1,2,1,2,2,1,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,2,1,2,1,2,1,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,1,2,1,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[-138,0,1]>,[[0,1],[0,262143]]>,<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-138,0,1]>,[[0,-1],[0,1]]>,<23,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-138,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,3,23],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*3*23,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,3,23],[3,3,3],1,[1.000000000,0.7734825997,0.9375659719],<"1.2e3_3_23.2t1.2",1>,[2,1]>]
x^4-2*x^3+12*x^2-11*x+29 5^2*421 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 11 x-1 6 [[-794297],[380484],[-380483],[794298]] 2 [5,3,1,3,1,5,3,4,5,4,2,5,4,5,5,5,4,4,3,4,5,1,5,4,3,2,3,3,1,3,5,1,5,2,2,4,5,3,3,5,4,1,2,5,5,1,4,5,5,1,5,2,2,4,5,5,1,4,3,2,3,5,3,4,3,3,4,3,3,4,3,4,5,3,4,3,4,5,2,2,4,4,4,3,4,5,2,3,4,5,3,1,5,4,2,3,4,1,5,4,5,5,3,4,4,5,3,5,1,2,5,3,3,4,4,2,3,5,3,4,2,3,3,5,4,4,4,4,5,3,2,3,4,3,2,4,5,3,3,2,1,2,5,3,4,2,3,3,1,3,3,4,5,3,5,4,2,4,5,2,3,5,3,4,3,5,1,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-11,2>,<x^2+20*x-321,3>]*],[*[4],"CYC",0,5*]] [*<5,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[10999494819695,-33727648551340,1]>,[[33727648551344,-1],[4,1],[-3,-1],[-33727648551343,1]]>,<421,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,417,1]>,[[-11060276863100973185784879599280469500210847045204684,0],[421,0],[1,0]]>,[[[7503640484138672916383871879259323056874341615249004,14416089575106930037246029250948556581505765413928059],[0,0]],[[-7503640484138672916383871879259323056874341615249003,-14416089575106930037246029250948556581505765413928059],[0,0]],[[-210,0],[-1,0]],[[211,0],[1,0]]]>*] [x,x^2-x-1,x^2-x-105,x^2-x-526,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,421],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[5,421],[6,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,421,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[5,421],[1,6],1,[1.000000000,1.267717333,0.9551748505],<"notfaithful",0>,[4,3]>,<1,5*421,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[5,421],[6,6],1,[1.000000000,1.511811327,1.188710198],<"notfaithful",0>,[4,3]>,<2,5*421,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[5,421],[6,7],1,[1.000000000,1.290698917,1.007757028],<"2.5_421.4t3.1",1>,[4,3]>]
x^3-x^2-2332*x+43796 6997^2 3 0 3 "C3" [[2,3,1]] [<1,1,[1,2,3]>,<3,1,[2,3,1]>,<3,1,[3,1,2]>] [[1,1,1],[3]] 29 x-1 5 [[-8707466],[9510164],[-802697]] 1 [1,2,2,2,2,2,3,3,3,1,1,3,1,3,2,2,2,3,3,1,1,3,1,1,3,2,3,1,3,3,3,3,2,3,1,2,3,3,1,2,2,2,1,1,2,2,1,3,2,1,3,3,1,3,1,2,1,2,1,3,1,2,2,1,3,2,1,3,3,2,3,3,3,2,2,1,3,2,2,3,2,3,2,1,1,3,1,2,2,3,2,3,1,1,1,3,3,1,3,2,3,2,3,2,1,3,1,3,3,3,1,2,3,1,1,3,2,2,1,3,1,1,1,3,1,1,1,3,3,1,3,3,2,1,1,1,3,1,3,2,3,1,3,1,2,2,2,3,1,2,3,1,3,1,1,1,2,3,1,1,2,2,3,2,2,3,2,2] [[*[1,1,1],"CYC",0,1*],[*[3],"ALT",[2,3,1],[<x+27988,2>,<x-27988,3>]*]] [*<2,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[-478999,45546,-90834]>,<6997,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[1],[[[3,1,2]]],20,<[],[101488182416,65275013,13994,1]>,[[5469322,2826608190167180543138921195995882152351796551755135383927793176746446222,-2826608190167180543138921195995882152351796551755135383927793176746443883],[-5473986,-2826608190167180543138921195995882152351796551755135383927793176746446223,2826608190167180543138921195995882152351796551755135383927793176746443883],[4665,1,0]]>*] [x,0,0] [1,2,3] <[1],[2,3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,6997],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,1]>,<1,6997,3,[[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,6997],[1,4],0,[0.9991381649-0.04150816276*i,1.103855449+0.5236885186*i,1.195502830+0.1764772395*i],<"1.6997.3t1.1",1>,[3,1]>,<1,6997,3,[[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,6997],[1,4],0,[0.9991381649+0.04150816276*i,1.103855449-0.5236885186*i,1.195502830-0.1764772395*i],<"1.6997.3t1.1",2>,[3,1]>]
x^3-x^2+7*x-193 -2^2*5*7*281 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 29 x-1 5 [[7749704],[-9992495],[2242792]] 2 [2,2,1,1,2,2,3,3,3,1,2,1,1,2,2,2,2,3,3,2,2,3,2,3,2,2,2,1,3,3,3,1,2,3,3,2,3,2,3,2,2,2,3,1,3,3,3,1,2,1,3,2,2,3,2,2,3,2,2,1,3,2,2,1,3,2,3,2,2,2,3,1,3,3,1,2,2,1,2,2,2,1,2,2,2,2,2,3,2,1,2,1,1,2,3,3,2,3,3,2,1,2,3,3,1,2,3,3,2,2,3,3,3,2,1,3,3,3,3,2,3,2,2,2,1,2,2,2,1,2,2,2,2,2,3,3,3,1,2,3,2,2,2,2,2,2,3,3,2,2,2,1,2,2,2,3,2,2,2,2,3,1,2,2,3,3,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[-186,0],[8,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0]],[[36195,72390],[196488,392977],[63682,127364]],[[-36195,-72390],[327799,131311],[460606,396924]]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-26671936048610,-25271448898275,1]>,[[-6197962570153,0],[6197962570152,-1],[2,1]]>,<7,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[28822042771503709,-2254688769188709,1]>,[[-2254688769188714,0],[2254688769188712,-1],[3,1]]>,<281,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[914521192500550973874255189472070707499855890231,4547934394682567123057485919664677555773255110431,1]>,[[4547934394682567123057485919664677555773255109924,0],[-4547934394682567123057485919664677555773255110177,-1],[254,1]]>*] [x,x^2-x+2459,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,7,281],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,5*7*281,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,7,281],[2,4,4,4],1,[1.000000000,0.5068537607,0.7158348480],<"notfaithful",0>,[3,2]>,<2,2^2*5*7*281,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,5,7,281],[4,5,5,5],1,[1.000000000,1.559226700,1.072490617],<"2.2e2_5_7_281.3t2.1",1>,[3,2]>]
