x^2-2642 2^3*1321 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 13 x-1 5 [[-70859],[70859]] 1 [1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,1,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,1,2,2,1,1,2,1,2,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,1,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[-2642,0,1]>,[[0,1],[0,262143]]>,<1321,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-2642,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,1321],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*1321,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,1321],[3,3],1,[1.000000000,0.4857727468,0.8428420265],<"1.2e3_1321.2t1.1",1>,[2,1]>]
x^4+7*x^2-50 -2^5*3^2*83^2 2 1 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 107 x-1 5 [[1901089764],[4319722367],[-4319722367],[-1901089764]] 4 [1,1,4,4,3,5,3,3,5,5,4,4,3,3,4,4,3,4,3,4,3,5,1,2,3,4,5,1,4,3,4,3,2,3,4,4,5,3,5,5,1,5,5,2,5,4,3,5,3,4,2,4,2,2,1,4,4,5,4,1,3,5,3,4,2,5,3,3,2,4,3,5,5,4,3,5,4,4,3,2,3,5,5,3,5,3,1,3,4,4,1,5,5,2,2,4,5,3,2,5,2,5,3,2,3,3,2,3,4,3,4,5,3,2,5,1,3,4,4,3,5,2,4,1,1,5,5,4,4,4,1,4,4,4,1,3,5,2,4,2,1,4,5,2,5,5,4,3,2,5,5,3,3,4,1,5,5,3,3,5,1,3,5,2,3,5,4,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+42,2>,<x^2+7200,3>]*],[*[4],"CYC",0,5*]] [*<2,4,4,[[2,1,3,4],[2,1,4,3]],[[1,2,3,4],[2,1,4,3],[2,1,3,4],[1,2,4,3]],[1,2,3,4],[1,2,4,4],[2,4],[[[2,1,3,4],[2,1,4,3]],[[2,1,3,4]]],20,<[],[85378,-67116,490734,4,1]>,[[-187156,186610,36361,186883],[187156,-186610,225783,75261],[-227227,-227230,-113615,0],[227227,227230,113615,0]]>,<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[1601800725,-1348417449,1]>,[[1348417451,-1],[2,1],[-2,-1],[-1348417451,1]]>,<5,2,1,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[2,1,3,4],[1,4],[1],[[]],20,<[],[2,4,1]>,[[41811667403169,-26777882118728],[-41811667403169,26777882118728],[-248879586405,0],[248879586405,0]]>,<83,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[82781572038529174907090682317132664883,114468888565558902575498229710143277968,1]>,[[-114468888565558902575498229710143277896,-1],[72,1],[-72,-1],[114468888565558902575498229710143277896,1]]>*] [x,x^2-x-62,x^2+2,x^2+498,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,83],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*83,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,83],[1,6,1,6],1,[1.000000000,2.110939930,1.386563624],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,83],[6,1,4,1],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[4,3]>,<1,2^3*3*83,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,83],[6,6,3,6],1,[1.000000000,0.5631125320,0.9326874904],<"notfaithful",0>,[4,3]>,<2,2^5*3*83,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[2,3,5,83],[6,7,3,7],1,[1.000000000,1.547356472,1.127165362],<"2.2e5_3_83.4t3.3",1>,[4,3]>]
x^4-11*x^2-32 -2^5*3^2*83^2 2 1 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 89 x-1 5 [[1243091691],[-2676802674],[2676802674],[-1243091691]] 4 [1,1,4,4,3,5,3,3,5,5,4,4,3,3,4,4,3,4,3,4,3,5,3,1,3,4,5,2,4,3,4,3,1,3,4,4,5,3,5,5,2,5,5,2,5,4,3,5,3,4,1,4,2,1,2,4,4,5,4,2,3,5,3,4,2,5,3,3,1,4,3,5,5,4,3,5,4,4,3,2,3,5,5,3,5,3,2,3,4,4,2,5,5,1,2,4,5,3,2,5,2,5,3,1,3,3,1,3,4,3,4,5,3,2,5,2,3,4,4,3,5,2,4,2,1,5,5,4,4,4,1,4,4,4,2,3,5,2,4,1,1,4,5,1,5,5,4,3,2,5,5,3,3,4,1,5,5,3,3,5,2,3,5,1,3,5,4,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-66,2>,<x^2+4608,3>]*],[*[4],"CYC",0,5*]] [*<2,4,4,[[2,1,3,4],[1,2,4,3]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[1,2,3,4],[1,4,4,2],[2,4],[[[2,1,3,4],[1,2,4,3]],[[2,1,3,4]]],20,<[],[-444650,51788,25898,4,1]>,[[-2008,-39936,8644,46572],[2008,39936,56892,18964],[-87943,51334,25667,0],[87943,-51334,-25667,0]]>,<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-1043342673,151747596,1]>,[[-151747594,-1],[2,1],[-2,-1],[151747594,1]]>,<83,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,82,1]>,[[-78260807978507965416373680745008602770,28816005852978714128054429882508343842],[15821834809469301136734159421036515862,-34845448047047348287696588829018406250],[1,0]]>,[[[-15821834809469301136734159421036515789,34845448047047348287696588829018406270],[-1,0]],[[73,20],[1,0]],[[-73,-20],[-1,0]],[[15821834809469301136734159421036515789,-34845448047047348287696588829018406270],[1,0]]]>*] [x,x^2-x-62,x^2+2,x^2+498,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,83],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*83,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,83],[1,6,6],1,[1.000000000,2.110939930,1.386563624],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,83],[6,1,1],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[4,3]>,<1,2^3*3*83,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,83],[6,6,6],1,[1.000000000,0.5631125320,0.9326874904],<"notfaithful",0>,[4,3]>,<2,2^5*3*83,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]],[[1],[1]]],[2,3,83],[6,7,8],1,[1.000000000,1.547351729,1.127164999],<"2.2e5_3_83.4t3.4",1>,[4,3]>]
x^4-2*x^3+36*x^2-35*x+178 3^2*7*19^2*43 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 53 x-1 5 [[-176049938],[-1941969],[1941970],[176049939]] 2 [4,1,3,1,3,5,5,1,3,4,5,5,4,4,5,1,4,2,3,4,2,3,5,1,5,5,5,2,3,4,3,3,5,4,5,5,2,4,4,4,4,5,5,3,3,2,5,3,1,4,5,3,3,5,2,5,4,4,4,1,4,4,5,5,1,2,5,3,5,1,5,3,4,5,3,2,5,4,2,3,3,5,1,3,5,3,4,4,5,4,3,5,3,5,4,3,4,1,3,1,3,3,4,2,4,1,3,3,2,3,3,2,3,4,4,4,4,3,5,2,5,5,1,1,2,3,2,5,2,2,4,4,5,4,3,4,2,5,4,3,3,3,1,2,3,1,4,4,1,4,3,5,2,1,3,4,2,3,1,4,3,4,1,4,1,2,5,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-35,2>,<x^2+68*x-1553,3>]*],[*[4],"CYC",0,5*]] [*<3,2,2,[[3,4,1,2]],[[1,2,3,4],[3,4,1,2]],[1,2,3,4],[1,3],[1],[[[3,4,1,2]]],20,<[],[-1554045690,-1472600439,1]>,[[-77081515,-1],[-1,-1],[2,1],[77081516,1]]>,<7,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[27541961206951492,7,1]>,[[32799690887525869,0],[-32799690887525868,0],[-3,-1],[4,1]]>,<19,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[8086685921218280842859905,-10000072416253706079834793,1]>,[[10000072416253706079834807,-1],[14,1],[-13,-1],[-10000072416253706079834806,1]]>,<43,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,42,1]>,[[139829625871308184793149039645918,0],[43,0],[1,0]]>,[[[-176757459582168993167379311089287,2703363062215712573959477364653],[0,0]],[[176757459582168993167379311089288,-2703363062215712573959477364653],[0,0]],[[-21,0],[-1,0]],[[22,0],[1,0]]]>*] [x,x^2-x-14,x^2-x-75,x^2-x-4289,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,7,19,43],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*19,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,7,19,43],[6,1,6,1],1,[1.000000000,1.512726167,1.284326634],<"notfaithful",0>,[4,3]>,<1,7*43,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,7,19,43],[1,6,1,6],1,[1.000000000,1.156481333,0.9374145250],<"notfaithful",0>,[4,3]>,<1,3*7*19*43,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,7,19,43],[6,6,6,6],1,[1.000000000,0.5955062364,0.7692942562],<"notfaithful",0>,[4,3]>,<2,3*7*19*43,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[3,7,19,43],[6,6,6,7],1,[1.000000000,2.411176754,1.229457543],<"2.3_7_19_43.4t3.1",1>,[4,3]>]
x^4-x^3+13*x^2-42*x+168 3^2*7*19^2*43 0 2 8 "D8" [[2,1,4,3],[3,2,1,4]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[1,4,3,2]>,<4,2,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 61 x-1 5 [[-150129412],[123061793],[-89947514],[117015134]] 2 [4,1,3,4,3,5,5,2,3,4,5,5,4,4,5,2,4,1,3,4,1,3,5,1,5,5,5,1,3,4,3,3,5,4,5,5,1,4,4,4,4,5,5,3,3,1,5,3,1,4,5,3,3,5,2,5,4,4,4,2,4,4,5,5,2,1,5,3,5,2,5,3,4,5,3,2,5,4,1,3,3,5,2,3,5,3,4,4,5,4,3,5,3,5,4,3,4,1,3,1,3,3,4,1,4,2,3,3,1,3,3,2,3,4,4,4,4,3,5,1,5,5,1,2,1,3,2,5,1,1,4,4,5,4,3,4,2,5,4,3,3,3,1,1,3,1,4,4,2,4,3,5,2,1,3,4,2,3,2,4,3,4,1,4,2,2,5,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+15,2>,<x^2+98*x+2100,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[2,1,3,4],[1,4],[1],[[]],20,<[],[1,1,1]>,[[380386,-293223],[-374967,293223],[-122836,0],[117418,0]]>,<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[967946352,618407820,1]>,[[-618407820,-1],[0,1],[-507481924,267359055],[-36371722,120061434]]>,<5,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,4,1]>,[[-37337924019095,-46607313523492],[-41643533206377,46607313523492],[5354689222879,-2762904948835],[-2667177309906,2762904948835]]>,<7,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,6,1]>,[[-9180653735650474,0],[-9180653735650488,0],[1,0]]>,[[[-13472995620644032,36935243564533071],[0,0]],[[4292341884993545,-36935243564533071],[0,0]],[[9180653735650488,0],[-1,0]],[[0,0],[1,0]]]>,<19,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,2,3],[1],[[[2,1,4,3]]],20,<<[],[2,18,1]>,[[6871676781265067239147089,-9485756490530322572691275],[-14189936910136198634101752,4688335919575859850659088],[1,0]]>,[[[14189936910136198634101753,-4688335919575859850659080],[-1,0]],[[1,8],[1,0]],[[-6762638686746375073523640,13808927553393605653528107],[-241737008978344207584273,516099020278125015467442]],[[-7427298223389823560578113,-9120591633817745802869035],[241737008978344207584273,-516099020278125015467442]]]>,<43,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,42,1]>,[[43737630671324166206036728521760,0],[46609875290436061597716346548539,0],[1,0]]>,[[[-31055171042607560251237099666587,197578352443274078043781655738342],[0,0]],[[77665046333043621848953446215067,-197578352443274078043781655738342],[0,0]],[[-46609875290436061597716346548509,0],[-1,0]],[[30,0],[1,0]]]>*] [x,x^2-x-14,x^2-x-75,x^2-x-4289,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,19,43],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*19,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,19,43],[1,6,3,1,6,1],1,[1.000000000,1.512726167,1.284326634],<"notfaithful",0>,[4,3]>,<1,7*43,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7,19,43],[4,1,1,6,1,6],1,[1.000000000,1.156481333,0.9374145250],<"notfaithful",0>,[4,3]>,<1,3*7*19*43,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7,19,43],[3,6,3,6,6,6],1,[1.000000000,0.5955062364,0.7692942562],<"notfaithful",0>,[4,3]>,<2,3*7*19*43,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,3,5,7,19,43],[3,6,3,7,7,7],1,[1.000000000,1.808382566,1.174876869],<"2.3_7_19_43.4t3.2",1>,[4,3]>]
x^4-x^3-25*x^2+34*x+16 3^2*7*19^2*43 4 0 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 53 x-1 5 [[-7752678],[133345534],[65402085],[-190994940]] 1 [4,2,3,4,3,5,5,3,3,4,5,5,4,4,5,1,4,1,3,4,1,3,5,2,5,5,5,2,3,4,3,3,5,4,5,5,1,4,4,4,4,5,5,3,3,1,5,3,2,4,5,3,3,5,1,5,4,4,4,1,4,4,5,5,2,2,5,3,5,2,5,3,4,5,3,1,5,4,2,3,3,5,1,3,5,3,4,4,5,4,3,5,3,5,4,3,4,2,3,1,3,3,4,2,4,2,3,3,2,3,3,2,3,4,4,4,4,3,5,2,5,5,2,1,1,3,2,5,1,1,4,4,5,4,3,4,1,5,4,3,3,3,1,2,3,2,4,4,2,4,3,5,2,2,3,4,2,3,2,4,3,4,1,4,1,1,5,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-23,2>,<x^2-54*x+428,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[2,1,3,4],[1,4],[1],[[]],20,<[],[1,1,1]>,[[366660,-320675],[-361241,320675],[-95848,0],[90430,0]]>,<3,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,2,3],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[-141978153,1547814303],[-1697911698,45480507],[1,0]]>,[[[1697911698,-45480505],[-1,0]],[[0,2],[1,0]],[[-1655343670,1023692848],[-389417866,-360505716]],[[-42568027,-978212345],[389417866,360505716]]]>,<5,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,4,1]>,[[-38427700078867,-32788791405457],[-2639966097664,32788791405457],[6444465282651,2492059261255],[-3523771762369,-2492059261255]]>,<7,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,6,1]>,[[27541961206951471,0],[9180653735650495,0],[1,0]]>,[[[-25480245050335667,-36620946071924304],[0,0]],[[34660898785986155,36620946071924304],[0,0]],[[-9180653735650491,0],[-1,0]],[[4,0],[1,0]]]>,<19,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,18,1]>,[[6908592722800913343219899,-5173156371678335554274826],[-7188452316852736043910163,-15417039935362621080072736],[1,0]]>,[[[7188452316852736043910164,15417039935362621080072744],[-1,0]],[[1,8],[1,0]],[[-4781075346905278297565926,14450194108841280746128451],[35895336504440969075892,-521414746058024907107261]],[[-2407376969947457746344238,7722739413342056367154398],[-35895336504440969075892,521414746058024907107261]]]>,<43,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,42,1]>,[[-183567256542632350999185768165098,0],[-46609875290436061597716346548410,0],[1,0]]>,[[[-49540594889727174346981221106655,54352607723761221074024696709647],[0,0]],[[2930719599291112749264874558176,-54352607723761221074024696709647],[0,0]],[[46609875290436061597716346548445,0],[-1,0]],[[35,0],[1,0]]]>*] [x,x^2-x-14,x^2-x-75,x^2-x-4289,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,19,43],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*19,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,19,43],[1,6,3,1,6,1],1,[1.000000000,1.512726167,1.284326634],<"notfaithful",0>,[4,3]>,<1,7*43,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7,19,43],[4,1,1,6,1,6],1,[1.000000000,1.156481333,0.9374145250],<"notfaithful",0>,[4,3]>,<1,3*7*19*43,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7,19,43],[3,6,3,6,6,6],1,[1.000000000,0.5955062364,0.7692942562],<"notfaithful",0>,[4,3]>,<2,3*7*19*43,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[2,3,5,7,19,43],[3,6,3,6,6,6],1,[1.000000000,0.8892982021,0.9404097779],<"2.3_7_19_43.4t3.3",1>,[4,3]>]
