x^2-x+663 -11*241 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[24],[-23]] 2 [2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,2,1,2,1,2,2,2,1,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,2,2,2,1,2,1,2,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,1,2,1,2,2,2,2,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<11,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[693,11,1]>,[[-5,-1],[6,1]]>,<241,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[15183,241,1]>,[[-120,-1],[121,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[11,241],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,11*241,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[11,241],[3,3],1,[1.000000000,1.586420659,0.9648401427],<"1.11_241.2t1.1",1>,[2,1]>]
x^3-70 -2^2*3^3*5^2*7^2 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 13 x-1 5 [[111014],[-152508],[41494]] 2 [2,1,2,1,2,1,2,3,2,2,1,3,2,1,2,2,2,1,1,2,1,3,2,2,1,2,3,2,3,2,3,2,2,3,2,1,3,3,2,2,2,3,2,3,2,3,3,3,2,3,2,2,3,2,2,2,2,3,3,2,3,2,1,2,3,2,1,3,2,3,2,2,3,3,1,2,2,1,2,1,2,1,2,1,3,2,2,3,2,1,2,2,3,2,3,2,2,2,3,3,3,2,2,2,3,3,2,2,2,3,1,3,2,3,3,2,3,2,2,2,1,1,2,2,3,2,1,2,3,3,3,2,1,1,2,3,2,1,2,2,3,2,3,2,1,2,3,2,3,2,1,2,3,2,3,2,1,2,3,2,2,2,3,2,2,2,3,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[-70,0],[0,0],[0,0],[1,0]]>,[[[0,0],[1,0],[0,0]],[[0,0],[0,1],[0,0]],[[0,0],[524287,524287],[0,0]]]>,<3,6,6,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,2],[[[2,3,1],[1,3,2]],[[2,3,1]]],20,<[],[-481163037,-1443489111,1562132253,-1443489111,-1087560315,-606397278,1]>,[[248778217,318746904,229342150,25266321,22989719,568358621],[555864259,-50532879,-50532833,555864353,-448300795,-265659756],[357618991,-268214025,-178809317,-581130674,425311076,-302698865]]>,<5,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,4,1]>,[[-70,0],[0,0],[0,0],[1,0]]>,[[[0,0],[-2695799041482,-6116271102772],[0,0]],[[0,0],[1,0],[0,0]],[[0,0],[2695799041481,6116271102772],[0,0]]]>,<7,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,3],[1],[[[3,1,2]]],20,<[],[-70,0,0,1]>,[[0,654213095126525,0],[0,-654213095126526,0],[0,1,0]]>*] [x,x^2-x+1,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7],[2,4,2,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[3,2]>,<2,2^2*3^3*5^2*7^2,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]]],[2,3,5,7],[4,4,4,4],1,[1.000000000,1.262495842,1.012654796],<"2.2e2_3e3_5e2_7e2.3t2.1",1>,[3,2]>]
x^3-140 -2^2*3^3*5^2*7^2 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 19 x-1 5 [[34812],[352836],[-387648]] 2 [2,1,2,1,2,3,2,1,2,2,1,1,2,1,2,2,2,3,3,2,3,1,2,2,3,2,1,2,3,2,3,2,2,1,2,3,3,1,2,2,2,3,2,3,2,1,1,3,2,3,2,2,1,2,2,2,2,3,3,2,3,2,1,2,3,2,3,3,2,3,2,2,3,1,3,2,2,1,2,3,2,3,2,1,3,2,2,3,2,3,2,2,3,2,3,2,2,2,3,1,3,2,2,2,1,3,2,2,2,3,3,3,2,3,1,2,3,2,2,2,3,3,2,2,3,2,3,2,3,3,3,2,3,3,2,3,2,3,2,2,3,2,1,2,3,2,3,2,3,2,3,2,1,2,1,2,1,2,3,2,2,2,1,2,2,2,3,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[3,1,2]]],20,<<[],[1,1,1]>,[[128622,0],[0,0],[0,0],[1,0]]>,[[[0,0],[0,0],[176011,0]],[[0,0],[0,0],[0,176011]],[[0,0],[0,0],[86133,86133]]]>,<3,6,6,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,2],[[[2,3,1],[1,3,2]],[[2,3,1]]],20,<[],[-1296737970,-403429509,-1700167479,-403429509,288164040,1584902010,1]>,[[-571807882,155382306,223750612,180243612,494205255,-244172582],[-316980346,528300810,528300832,-316980298,-99622380,199244827],[-273473239,478578351,410210023,136736686,-394582875,44927755]]>,<5,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,4,1]>,[[-140,0],[0,0],[0,0],[1,0]]>,[[[0,0],[-2695799041482,-6116271102772],[0,0]],[[0,0],[1,0],[0,0]],[[0,0],[2695799041481,6116271102772],[0,0]]]>,<7,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,3],[1],[[[3,1,2]]],20,<[],[-140,0,0,1]>,[[0,654213095126525,0],[0,-654213095126526,0],[0,1,0]]>*] [x,x^2-x+1,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7],[2,4,2,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[3,2]>,<2,2^2*3^3*5^2*7^2,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]]],[2,3,5,7],[4,4,4,4],1,[1.000000000,1.189508201,1.003957351],<"2.2e2_3e3_5e2_7e2.3t2.2",1>,[3,2]>]
x^3-490 -2^2*3^3*5^2*7^2 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 73 x-1 5 [[798638766],[-394638410],[-404000356]] 2 [2,1,2,1,2,3,2,3,2,2,3,3,2,3,2,2,2,3,3,2,1,3,2,2,3,2,3,2,1,2,3,2,2,3,2,3,3,1,2,2,2,3,2,1,2,1,1,3,2,1,2,2,1,2,2,2,2,3,1,2,1,2,3,2,3,2,1,3,2,3,2,2,3,3,3,2,2,3,2,3,2,1,2,3,3,2,2,3,2,1,2,2,3,2,1,2,2,2,1,3,3,2,2,2,3,1,2,2,2,1,1,3,2,1,1,2,3,2,2,2,1,1,2,2,3,2,3,2,1,3,3,2,1,3,2,3,2,3,2,2,3,2,1,2,1,2,3,2,3,2,3,2,3,2,3,2,3,2,1,2,2,2,3,2,2,2,1,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[-490,0],[0,0],[0,0],[1,0]]>,[[[0,0],[1,0],[0,0]],[[0,0],[0,1],[0,0]],[[0,0],[524287,524287],[0,0]]]>,<3,6,6,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,2],[[[3,1,2],[1,3,2]],[[3,1,2]]],20,<[],[1681121190,1556579169,-249084042,1556579169,247903071,-1433218119,1]>,[[-149138843,-508325433,-32218492,459997695,314584614,326787746],[420095005,-112024200,574130000,-189042187,-84504666,375313004],[-270956162,-541911834,-541911508,-270955508,-230079948,460160717]]>,<5,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,4,1]>,[[-490,0],[0,0],[0,0],[1,0]]>,[[[0,0],[-2695799041482,-6116271102772],[0,0]],[[0,0],[1,0],[0,0]],[[0,0],[2695799041481,6116271102772],[0,0]]]>,<7,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,3],[1],[[[3,1,2]]],20,<[],[-700,0,0,1]>,[[0,0,-748785489442572],[0,0,162841359791045],[0,0,585944129651527]]>*] [x,x^2-x+1,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7],[2,4,2,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[3,2]>,<2,2^2*3^3*5^2*7^2,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]]],[2,3,5,7],[4,4,4,4],1,[1.000000000,0.8335018767,0.9888834851],<"2.2e2_3e3_5e2_7e2.3t2.3",1>,[3,2]>]
x^4-x^3-1410*x^2-26092*x-129064 2^3*3761^3 4 0 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 17 x-1 11 [[7869504187119],[7271632212873],[1070205009580],[-16211341409571]] 1 [1,3,4,2,3,4,1,3,2,4,1,3,5,3,2,3,3,3,4,5,1,5,4,5,2,4,5,4,3,2,5,3,5,3,4,1,3,3,2,3,3,3,5,5,3,5,3,5,4,4,2,2,5,3,5,5,4,1,4,5,3,3,4,5,5,4,4,1,3,4,2,5,2,4,4,5,4,4,5,2,4,4,5,1,5,4,2,5,4,1,4,5,5,4,4,5,3,1,4,4,4,3,4,1,3,5,3,5,5,5,5,3,2,3,5,5,3,5,4,4,4,5,4,3,4,4,3,2,2,3,4,2,5,3,5,5,4,3,4,5,3,3,1,3,3,2,4,5,4,2,3,2,4,1,3,1,2,1,1,3,3,5,2,4,5,5,2,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+26562,2>,<x^2+53124*x+705419492,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[3],[[[1,2,4,3]]],20,<[],[-342898,-282328,1]>,[[-224821,0],[13010,16384],[7010,-4],[-8190,4]]>,<3761,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,5,5],[1],[[[2,4,1,3]]],20,<[],[63296672351614,89766679209,47738373,11283,1]>,[[-100211298623957852169190120091418981563831547280081130505625499824928872,29309340198445529749031941531656708247863520874259304322304720385742,264,39967282088789358748679920270440965792541164828535414984960981330488],[15865322826095746544506979731444386257232247422444254978538601504133327,27393593976393593382570353585187901741626719769562059966949406482696,12577520680233701110979281235542989702767069563070469321024862665483,-19983641044394679374339960135220482896270582414267707492480490665244],[84345975797862105624683140359974595306599299857636875527086898320792725,28560600947911508865581534793429450367930910990387521011995966636602,-12577520680233701110979281235542989702767069563070469321024862665747,-19983641044394679374339960135220482896270582414267707492480490665244],[2821,1,0,0]]>*] [x,x^2-x-940,x^2-7522,x^2-2,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3761],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3761,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3761],[1,6],1,[1.000000000,2.136202667,1.276176185],<"notfaithful",0>,[4,3]>,<1,2^3*3761,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3761],[6,6],1,[1.000000000,1.773948210,1.117310227],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3761],[6,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[4,3]>,<2,2^3*3761^2,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1]]],[2,3761],[6,7],1,[0,0,0],<"2.2e3_3761e2.4t3.1",1>,[4,3]>]
x^4-2*x^3-12*x^2-2*x+31 -2^2*3^3*5^2*7^2 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 223 x-1 5 [[69708249290],[94693450978],[-96184602454],[-68217097812]] 3 [3,3,5,1,3,4,5,4,5,5,4,4,3,4,5,3,5,2,4,3,4,4,3,5,2,3,4,5,4,5,4,5,5,4,3,2,2,2,3,3,5,4,5,4,5,2,2,1,3,4,5,5,2,5,3,3,5,2,4,3,4,3,4,3,4,5,4,4,3,2,3,5,4,4,4,3,3,4,3,4,5,4,5,4,1,3,5,4,5,4,5,3,4,3,4,5,5,3,4,4,1,5,5,3,4,4,5,3,3,4,4,2,5,4,2,5,4,3,3,3,4,4,5,5,4,5,2,5,4,4,4,3,4,2,5,4,3,2,5,5,2,3,2,5,4,5,4,5,2,5,1,3,4,3,4,5,4,3,4,5,3,3,4,3,3,5,4,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,6,3,[[1,4,2,3],[1,2,4,3]],[[1,2,3,4],[1,2,4,3],[1,4,2,3]],[1,2,4,3],[1,3,4],[1],[[[1,4,2,3]]],20,<<[],[1,1,1]>,[[52782,0],[230808,0],[391866,0],[1,0]]>,[[[39789,0],[0,0],[0,0]],[[126275,0],[-68644,0],[-95203,0]],[[63543,31004],[-67384,58732],[31120,-32963]],[[32539,-31004],[-126116,-58732],[64083,32963]]]>,<3,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,3,2,5],[1],[[[2,3,4,1]]],20,<<[],[2,2,1]>,[[-21,0],[-42,0],[0,0],[6,0],[1,0]]>,[[[-1065401146,0],[-403885738,0],[-511949246,0],[317183540,0]],[[383373692,-149326881],[-492589675,-113401810],[549427893,293453270],[502101593,-501568104]],[[2,0],[1,0],[0,0],[0,0]],[[682027454,149326881],[-265786055,113401810],[-37478647,-293453270],[342976334,501568104]]]>,<5,4,2,[[3,4,2,1]],[[1,2,3,4],[2,1,4,3],[3,4,2,1],[4,3,1,2]],[3,4,2,1],[1,2,5,5],[1],[[[2,1,4,3]]],20,<<[],[2,4,1]>,[[-16944930225845,37486677096390],[-21559087511345,-10779543755670],[1,0]]>,[[[21559087511349,10779543755673],[-1,0]],[[4,3],[1,0]],[[-10990408156843,-24863291027318],[-8560618330422,-8632960239020]],[[-10568679354508,14083747271642],[8560618330422,8632960239020]]]>,<7,3,3,[[1,4,2,3]],[[1,2,3,4],[1,4,2,3],[1,3,4,2]],[1,2,3,4],[1,4,4],[1],[[[1,4,2,3]]],20,<[],[-21759252402979812,-12869416524303080,-25614379653302307,1]>,[[-25614379653302311,0,0],[12138776652710479,3951165000687055,-4224344491536836],[13475603000591832,-3951165000687056,4224344491536836],[2,1,0]]>*] [x,x^2-x+1,x^3-x^2+5*x+1,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7],[3,6,3,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[4,5]>,<2,2^2*3*7^2,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1]],[[1],[-1]]],[2,3,5,7],[6,7,3,6],1,[1.000000000,1.285727899,1.114707971],<"notfaithful",0>,[4,5]>,<3,2^2*3^2*5^2*7^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]],[[1],[-1]]],[2,3,5,7],[6,6,7,7],1,[1.000000000,0.7264188602,0.7637588546],<"3.2e2_3e2_5e2_7e2.6t8.1",1>,[4,5]>,<3,2^2*3^3*5^2*7^2,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1]],[[1]],[[1],[1]]],[2,3,5,7],[6,7,8,6],1,[1.000000000,1.800280061,1.310862746],<"3.2e2_3e3_5e2_7e2.4t5.1",1>,[4,5]>]
x^4-x^3-9*x^2+29*x-14 -2^2*3^3*5^2*7^2 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 229 x-1 5 [[-68601617014],[-153483202866],[93358768419],[128726051462]] 3 [3,3,3,1,5,2,5,2,3,3,4,4,5,4,5,5,5,4,2,5,4,4,5,5,4,3,4,3,2,5,4,5,3,4,3,4,4,4,3,5,3,4,3,4,5,4,4,4,5,1,3,5,4,3,5,5,3,2,2,5,1,5,4,3,4,5,4,4,5,1,3,5,4,1,2,3,5,4,5,2,3,4,3,4,4,5,3,4,5,4,5,3,4,3,2,3,5,5,4,2,2,5,5,3,2,4,5,3,3,2,4,2,5,4,4,5,4,5,5,5,4,4,3,5,4,5,4,3,2,4,4,3,4,4,3,4,3,4,3,3,4,3,4,5,4,5,4,3,2,5,4,5,2,5,4,3,4,5,4,5,5,3,4,3,3,5,4,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,6,3,[[1,3,4,2],[1,2,4,3]],[[1,2,3,4],[1,2,4,3],[1,3,4,2]],[1,2,4,3],[1,3,4],[1],[[[1,3,4,2]]],20,<<[],[1,1,1]>,[[16922,0],[193134,0],[-508236,0],[1,0]]>,[[[16050,0],[0,0],[0,0]],[[1,0],[1,0],[0,0]],[[484633,461028],[362202,200117],[184127,368254]],[[23605,-461028],[162085,324171],[340161,156034]]]>,<3,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,3,2,5],[1],[[[2,3,4,1]]],20,<<[],[2,2,1]>,[[6,0],[12,0],[-6,0],[3,0],[1,0]]>,[[[-992478392,0],[453346232,0],[-445289171,0],[232140068,0]],[[371403589,-124835607],[-345758005,462045845],[-543300705,-184814557],[-195158667,-79088633]],[[1,0],[1,0],[0,0],[0,0]],[[621074803,124835607],[-107588228,-462045845],[-173671591,184814557],[-36981401,79088633]]]>,<5,6,3,[[1,3,4,2],[1,4,3,2]],[[1,2,3,4],[1,4,3,2],[1,3,4,2]],[1,4,3,2],[1,3,4],[1],[[[1,3,4,2]]],20,<<[],[2,4,1]>,[[29720216348040,0],[-6094771767975,0],[25966873769355,0],[1,0]]>,[[[6893387441219,0],[0,0],[0,0]],[[1439841010099,2443267365355],[-465031778682,-5000887471372],[4459319205790,2229659602895]],[[4,0],[1,0],[0,0]],[[-8333228451321,-2443267365355],[465031778681,5000887471372],[-4459319205790,-2229659602895]]]>,<7,3,3,[[1,4,2,3]],[[1,2,3,4],[1,4,2,3],[1,3,4,2]],[1,2,3,4],[1,4,4],[1],[[[1,4,2,3]]],20,<[],[-39688553260430788,-26854585720542818,3310003716442843,1]>,[[14708898901815972,11398895185373143,22797790370746286],[20771488840295212,5650550087413074,5174429363176438],[-24081492556738045,-5650550087413075,-5174429363176438],[5,1,0]]>*] [x,x^2-x+1,x^3-x^2-23*x+57,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7],[3,6,3,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[4,5]>,<2,2^2*3*5^2*7^2,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1]],[[1],[-1]]],[2,3,5,7],[6,7,6,6],1,[1.000000000,1.725657865,1.141657246],<"notfaithful",0>,[4,5]>,<3,2^2*3^2*5^2*7^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]],[[1],[-1]]],[2,3,5,7],[6,6,6,7],1,[1.000000000,0.5087171990,0.7079974500],<"3.2e2_3e2_5e2_7e2.6t8.2",1>,[4,5]>,<3,2^2*3^3*5^2*7^2,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7],[6,7,6,6],1,[1.000000000,2.136545533,1.390357320],<"3.2e2_3e3_5e2_7e2.4t5.2",1>,[4,5]>]
