x^5-x^4+3*x^3-3*x^2+4*x-2 2^4*7^2*31 1 2 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 59 x^2+58*x+2 5 [[-52606686,-313487115],[43838904,0],[256538509,313487115],[-204349197,0],[-43421529,0]] 3 [2,6,6,2,6,5,5,5,6,7,2,5,6,6,5,5,2,7,7,7,5,4,4,2,6,6,7,2,4,4,4,5,7,3,3,4,3,5,3,4,3,5,7,6,5,6,5,3,5,7,6,6,5,4,6,4,2,4,7,4,5,6,7,7,5,3,6,7,4,4,5,5,4,4,5,6,5,6,7,7,5,6,5,5,7,7,7,5,5,3,5,5,6,6,4,5,2,4,6,6,2,5,5,2,6,4,6,4,7,5,7,5,3,3,6,5,3,3,6,5,6,2,7,2,5,3,5,6,7,6,6,4,5,5,2,4,5,6,7,2,5,7,6,4,5,5,6,6,3,3,4,5,6,7,5,6,5,5,3,5,4,5,1,5,4,6,6,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,12,6,[[2,1,3,4,5],[1,2,5,3,4],[1,2,3,5,4]],[[1,2,3,4,5],[2,1,3,4,5],[1,2,3,5,4],[2,1,3,5,4],[1,2,5,3,4],[2,1,5,3,4]],[1,2,3,5,4],[1,2,2,3,4,7],[1,4],[[[2,1,3,4,5],[1,2,5,3,4]],[[2,1,3,4,5]]],20,<<[],[1,1,1]>,[[-16850,0],[215136,0],[-341632,0],[-250866,0],[2624,0],[-33120,0],[1,0]]>,[[[-19704,0],[125712,0],[136544,0],[248971,0],[66768,0],[123280,0]],[[-10386,0],[-125712,0],[-136544,0],[-248971,0],[-66768,0],[-123280,0]],[[-341607,0],[-465440,0],[57159,0],[440048,0],[298200,0],[186303,0]],[[363993,356288],[329920,194400],[479744,492359],[343040,77552],[452872,155368],[110592,407487]],[[7705,-356288],[135520,-194400],[511673,31929],[265488,446736],[297504,368920],[227393,116801]]]>,<7,6,3,[[1,2,4,5,3],[2,1,3,4,5]],[[1,2,3,4,5],[2,1,3,4,5],[1,2,4,5,3],[1,2,5,3,4],[2,1,4,5,3],[2,1,5,3,4]],[2,1,3,4,5],[1,2,4,4,7,7],[1],[[[1,2,4,5,3]]],20,<<[],[3,6,1]>,[[39639979743320075,0],[-12872458666725266,0],[14280804970153253,0],[1,0]]>,[[[10895573179888760,27849145664141381],[0,0],[0,0]],[[3385231790264476,-27849145664141381],[0,0],[0,0]],[[6188037003001482,0],[3549259273919419,0],[4948708075151120,0]],[[6,0],[1,0],[0,0]],[[-20468841973154723,0],[-3549259273919420,0],[-4948708075151120,0]]]>,<31,4,2,[[1,2,3,5,4],[3,2,1,4,5]],[[1,2,3,4,5],[3,2,1,4,5],[1,2,3,5,4],[3,2,1,5,4]],[3,2,1,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[3,29,1]>,[[294524754374189511529803051199,0],[334697645067287864648101869784,0],[1,0]]>,[[[-168003957002656305531665200699,32860642966834572116786046548],[0,0]],[[280083147472638503025942417859,0],[0,0]],[[222618454597305667153824652611,-32860642966834572116786046548],[0,0]],[[-334697645067287864648101869777,0],[-1,0]],[[7,0],[1,0]]]>*] [x,x^2-31,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,31],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,2^2*31,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,31],[8,2,8],1,[1.000000000,1.440364959,1.143634374],<"notfaithful",0>,[5,5]>,<4,2^6*7^2*31^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[1]],[[1],[0],[-1]]],[2,7,31],[8,9,8],1,[0,0,0],<"4.2e6_7e2_31e3.10t12.1",1>,[5,5]>,<4,2^4*7^2*31,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-1]],[[1],[0],[-1]],[[1],[-1],[-1],[1]]],[2,7,31],[8,9,10],1,[1.000000000,0.9292944758,1.125772948],<"4.2e4_7e2_31.5t5.1",1>,[5,5]>,<5,2^6*7^4*31^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1]],[[1],[-1],[-1],[1]]],[2,7,31],[8,8,9],1,[0,0,0],<"5.2e6_7e4_31e2.10t13.1",1>,[5,5]>,<5,2^8*7^4*31^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1]],[[1],[1]],[[1],[0],[-1]]],[2,7,31],[8,9,10],1,[0,0,0],<"5.2e8_7e4_31e3.6t14.1",1>,[5,5]>,<6,2^8*7^4*31^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[1]],[[1],[0],[-1]],[[1],[1],[-1],[-1]]],[2,7,31],[8,9,10],1,[0,0,0],<"6.2e8_7e4_31e3.20t35.1",1>,[5,5]>]
x^4-2*x^3-13*x^2+14*x+23 2^6*13^2*17 4 0 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 6 [[10080800],[-14405734],[14405735],[-10080799]] 1 [3,5,4,5,4,1,4,1,4,5,5,4,5,3,3,3,2,5,2,5,5,4,1,3,5,3,2,5,4,4,2,5,3,5,2,3,3,4,5,5,3,5,2,5,4,4,5,3,4,2,4,3,5,3,1,2,5,3,5,3,5,1,2,4,4,4,1,4,5,1,3,3,4,3,4,3,3,4,5,3,5,2,5,1,4,3,5,3,2,3,3,5,5,3,4,4,1,4,3,4,5,1,3,2,5,3,1,3,2,4,4,1,5,4,3,4,4,1,5,3,2,4,5,4,4,3,4,4,2,1,2,5,4,3,3,3,1,4,3,4,4,4,4,4,3,5,4,4,3,3,4,4,3,4,5,4,2,5,2,4,4,1,3,3,3,5,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+14,2>,<x^2-30*x-200,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[3],[[[2,1,4,3]]],20,<<[],[1,1,1]>,[[158798,-79532],[-484524,79532],[1,0]]>,[[[0,1],[1,0]],[[-39764,-79531],[262143,0]],[[39765,79531],[1,0]],[[1,-1],[262143,0]]]>,<5,2,1,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[2,1,3,4],[1,4],[1],[[]],20,<[],[2,4,1]>,[[37697479689465,-4993118065424],[-37697479689464,4993118065424],[3316998417143,0],[-3316998417142,0]]>,<13,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-4094295844714387961662,6694789586387490986437,1]>,[[-6694789586387490986428,-1],[9,1],[-8,-1],[6694789586387490986429,1]]>,<17,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,16,1]>,[[-891677744790994122398888,0],[17,0],[1,0]]>,[[[-1471930345568761098203008,70023169719378145374724],[0,0]],[[1471930345568761098203009,-70023169719378145374724],[0,0]],[[-8,0],[-1,0]],[[9,0],[1,0]]]>*] [x,x^2-26,x^2-x-4,x^2-442,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,13,17],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^3*13,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,13,17],[6,1,6,1],1,[1.000000000,0.9070129404,0.9305714762],<"notfaithful",0>,[4,3]>,<1,17,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,13,17],[1,4,1,6],1,[1.000000000,1.016084834,1.126461493],<"notfaithful",0>,[4,3]>,<1,2^3*13*17,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,13,17],[6,3,6,6],1,[1.000000000,1.422478043,1.098213758],<"notfaithful",0>,[4,3]>,<2,2^3*13*17,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,5,13,17],[6,3,7,6],1,[1.000000000,0.6431722349,0.7966722301],<"2.2e3_13_17.4t3.3",1>,[4,3]>]
