x^2-x+567 -2267 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[81],[-80]] 2 [2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2267,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1285389,2267,1]>,[[-1133,-1],[1134,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2267],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2267,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2267],[3],1,[1.000000000,0.7257997225,0.8637490280],<"1.2267.2t1.1",1>,[2,1]>]
x^6-2*x^5+2*x^4-4*x^3-4*x^2+16*x+20 -2^8*19^2*29^2 0 3 120 "S5" [[4,3,6,2,1,5],[6,4,5,2,3,1]] [<1,1,[1,2,3,4,5,6]>,<2,10,[6,4,5,2,3,1]>,<2,15,[5,4,3,2,1,6]>,<3,20,[2,6,5,3,4,1]>,<4,30,[4,1,3,5,2,6]>,<5,24,[3,1,6,4,2,5]>,<6,20,[4,3,6,2,1,5]>] [[1,1,1,1,1,1],[1,1,2,2],[1,1,4],[1,5],[2,2,2],[3,3],[6]] 17 x^3+x+14 5 [[-676138,-569836,-184267],[116044,535124,-655875],[-298698,351857,381893],[-685044,217979,-197626],[187900,-283428,-548091],[-63919,-251696,-215891]] 2 [3,5,6,5,2,6,4,5,7,3,7,4,6,7,5,6,5,4,5,5,6,5,5,6,6,6,7,5,4,4,7,5,6,5,4,5,4,5,7,4,7,4,7,4,6,7,7,5,5,6,3,5,6,7,4,5,3,5,6,3,2,3,5,7,4,3,5,6,5,3,3,2,5,6,5,5,3,3,6,6,7,6,7,3,5,5,4,3,6,2,7,7,7,5,7,7,6,6,2,3,7,4,7,4,2,4,5,4,5,3,2,6,6,5,5,6,5,5,6,5,6,6,6,7,5,4,4,2,5,4,7,7,2,6,6,4,4,2,3,4,5,4,5,2,6,7,6,4,5,7,4,4,7,7,5,5,5,4,3,6,7,4,2,5,4,2,5,6] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,3*],[*[1,1,4],"CYC",0,5*],[*[1,5],"CYC",0,6*],[*[2,2,2],"CYC",0,2*],[*[3,3],"CYC",0,4*],[*[6],"CYC",0,7*]] [*<2,12,6,[[2,1,4,3,6,5],[5,6,2,1,4,3],[1,2,6,5,4,3]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,6,5,4,3],[2,1,5,6,3,4],[5,6,2,1,4,3],[6,5,1,2,3,4]],[1,2,6,5,4,3],[1,2,3,2,4,7],[1,4],[[[2,1,4,3,6,5],[5,6,2,1,4,3]],[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[458,0],[31856,0],[780,0],[130810,0],[70,0],[524278,0],[1,0]]>,[[[18076,0],[81842,0],[104599,0],[105081,0],[82975,0],[81128,0]],[[-54986,0],[102434,0],[97779,0],[-60245,0],[62717,0],[78970,0]],[[94780,-126530],[47516,20436],[12784,50043],[24753,-105624],[52873,97483],[53053,69789]],[[-108774,61630],[114276,-36864],[70160,56079],[102223,-119876],[63607,19025],[107715,18629]],[[91740,-61630],[-111004,36864],[14081,-56079],[-40045,119876],[44582,112047],[89086,112443]],[[-40834,126530],[27080,-20436],[-37259,-50043],[130377,105624],[86462,33589],[114336,61283]]]>,<3,4,1,[[2,3,4,1,5,6]],[[1,2,3,4,5,6],[3,4,1,2,5,6],[2,3,4,1,5,6],[4,1,2,3,5,6]],[2,3,4,1,5,6],[1,3,5,5],[1],[[]],20,<[],[2,0,0,2,1]>,[[-1715521014,390122803,967146378,1226459085],[1104874584,622373169,-681887547,-1732707071],[1252637973,-390122803,-1610889806,1616581888],[-280270769,-622373169,1325630975,-1110333902],[-177070972,0,0,0],[-184649800,0,0,0]]>,<19,4,2,[[1,2,5,6,4,3]],[[1,2,3,4,5,6],[1,2,4,3,6,5],[1,2,5,6,4,3],[1,2,6,5,3,4]],[1,2,5,6,4,3],[1,3,5,5],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,18,1]>,[[-1819254609833078046735090,-3553374944884310060405645],[-8683396529373199491450038,-4397888611177384092225505],[1,0]]>,[[[11831575718785981545833753,0],[0,0]],[[12373652766114574937969686,0],[0,0]],[[8683396529373199491450050,4397888611177384092225507],[-1,0]],[[12,2],[1,0]],[[7819248649012517443498929,8695007534233121063168267],[-626172911937352261247409,-346357882803913234727380]],[[-3117900205740315225396827,-13092896145410505155393776],[626172911937352261247409,346357882803913234727380]]]>,<29,4,2,[[1,2,4,3,6,5],[2,1,3,4,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5],[2,1,3,4,6,5],[2,1,4,3,5,6]],[2,1,3,4,6,5],[1,3,3,3],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,24,1]>,[[-1262700094705627580817238732,0],[-13263092795721087635776536695,0],[1,0]]>,[[[-36148014879501875400410027921,-27044251806987065414296568004],[0,0]],[[81930300034858434949347682972,27044251806987065414296568004],[0,0]],[[13263092795721087635776536721,0],[-1,0]],[[26,0],[1,0]],[[80049053296656105679967212590,9130978522682910772693692374],[-1084904625234107080731873991,-599013822652008214192560305]],[[37900144903376000333105236015,-9130978522682910772693692374],[1084904625234107080731873991,599013822652008214192560305]]]>*] [x,x^2+1,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,19,29],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,14]>,<1,2^2,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,19,29],[8,2,2,1],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[6,14]>,<4,2^6*19^2*29^2,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[1]],[[1],[0],[-1]]],[2,3,19,29],[8,5,9,9],1,[0,0,0],<"4.2e6_19e2_29e2.10t12.2",1>,[6,14]>,<4,2^4*19^2*29^2,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-1]],[[1],[0],[-1]]],[2,3,19,29],[8,5,9,9],1,[0,0,0],<"4.2e4_19e2_29e2.5t5.2",1>,[6,14]>,<5,2^6*19^2*29^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]]],[2,3,19,29],[8,5,9,10],1,[0,0,0],<"5.2e6_19e2_29e2.10t13.2",1>,[6,14]>,<5,2^8*19^2*29^2,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1]],[[1],[-1],[-1],[1]]],[2,3,19,29],[8,5,9,9],1,[0,0,0],<"5.2e8_19e2_29e2.6t14.2",1>,[6,14]>,<6,2^8*19^4*29^4,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[1]],[[1],[0],[-1]],[[1],[2],[1]]],[2,3,19,29],[8,5,9,10],1,[0,0,0],<"6.2e8_19e4_29e4.20t35.2",1>,[6,14]>]
x^6-2*x^5+33*x^4-98*x^3+559*x^2-582*x+1326 -2^6*3^3*13^2*79^3 0 3 12 "D12" [[6,5,4,3,2,1],[2,1,6,5,4,3],[1,4,5,2,3,6]] [<1,1,[1,2,3,4,5,6]>,<2,1,[6,3,2,5,4,1]>,<2,3,[6,5,4,3,2,1]>,<2,3,[1,4,5,2,3,6]>,<3,2,[3,4,5,6,1,2]>,<6,2,[4,1,6,3,2,5]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 7 x^2+6*x+3 12 [[-5385783653,0],[-5451644099,-1083999782],[-2464300573,2894698267],[1052354593,1083999782],[-5991202974,-2894698267],[4399289507,0]] 3 [4,1,6,4,4,1,1,6,5,5,2,6,4,5,6,5,2,3,6,6,4,1,4,6,4,3,5,3,2,5,5,1,4,5,4,2,3,6,4,5,5,5,3,2,4,5,5,6,6,6,5,4,4,3,3,1,3,4,5,2,3,4,4,3,5,6,4,5,5,6,4,6,3,3,4,4,3,4,4,6,3,4,4,5,3,3,4,4,4,4,1,4,6,3,6,3,4,1,3,4,3,6,5,3,3,6,2,6,1,3,5,6,6,4,4,3,6,3,3,3,6,3,3,4,4,1,2,5,3,4,4,4,3,5,6,6,6,2,1,3,6,6,5,6,3,4,2,3,5,4,4,5,5,5,3,5,3,4,3,6,2,3,2,1,4,6,5,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x-92,2>,<x^3+62*x^2+10481*x+184144,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,2,[[2,1,4,3,6,5],[1,2,6,5,4,3]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,6,5,4,3],[2,1,5,6,3,4]],[1,2,6,5,4,3],[1,3,4,2],[2],[[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[124230,0],[-289310,0],[1,0]]>,[[[0,0],[1,0]],[[-234978,0],[-1,0]],[[-212300,-135291],[-12626,-25253]],[[198424,-127441],[12626,25253]],[[-198423,127441],[-12627,-25253]],[[-77009,135291],[12627,25253]]]>,<3,2,2,[[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4]],[1,2,3,4,5,6],[1,3],[1],[[[2,1,5,6,3,4]]],20,<[],[626097495,-964776132,1]>,[[964776132,-1],[0,1],[-175957648,33473822],[-13977505,-33473821],[-5388964,-33473822],[5388965,33473821]]>,<13,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[-30849580508986962645,638129333147092955610,1]>,[[8295681330912208422657,0],[208645645771401410646,0],[629617399146287526256,-675840474887383242284],[623657245457757173776,675840474887383242284],[475840411340468241269,-13],[137,13]]>,<17,1,1,[],[[1,2,3,4,5,6]],[1,2,3,4,5,6],[1],[1],[[]],20,[],[-1100859683524670915827912,-176806017249828336916821,837226540496734320678017,-562883814514314479776201,-9763551757073878325957,56796783808547990780264]>,<79,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,3],[1],[[[2,1,4,3,6,5]]],20,<[],[-28845490290232558738745822418630065552,24462449005688152196159550121739965446,1]>,[[-24462449005688152196159550121739965380,-1],[66,1],[37395191920733715018260841966143078191,79400318329424955681189422432403201],[-19304300255349652116735382713046849329,-79400318329424955681189422432403201],[19304300255349652116735382713046849264,79400318329424955681189422432403200],[-12932742915045562822101291844403112810,-79400318329424955681189422432403200]]>*] [x,x^2+3081,x^2+237,x^2-x-3,x^3-x^2-7*x-41,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,13,17,31,79],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^2*3*13*79,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,13,17,31,79],[7,7,7,1,1,7],1,[1.000000000,1.358361191,1.024865452],<"notfaithful",0>,[6,3]>,<1,2^2*3*79,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13,17,31,79],[7,7,1,1,2,7],1,[1.000000000,1.224410232,0.9982028456],<"notfaithful",0>,[6,3]>,<1,13,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13,17,31,79],[2,1,7,1,2,1],1,[1.000000000,0.6627353911,0.8422571535],<"notfaithful",0>,[6,3]>,<2,2^2*3*13*79,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,3,13,17,31,79],[7,7,7,1,1,7],1,[1.000000000,2.536348717,1.451003416],<"notfaithful",0>,[6,3]>,<2,2^2*3*13*79,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[1]],[[1],[-1]]],[2,3,13,17,31,79],[7,8,8,1,2,8],1,[1.000000000,1.316272905,0.9461489702],<"2.2e2_3_13_79.6t3.13",1>,[6,3]>]
