x^2-x+557 -17*131 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 13 x-1 5 [[-105415],[105416]] 2 [2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<17,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[629,17,1]>,[[-8,-1],[9,1]]>,<131,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[4847,131,1]>,[[-65,-1],[66,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[17,131],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,17*131,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[17,131],[3,3],1,[1.000000000,0.3994303074,0.6783093283],<"1.17_131.2t1.1",1>,[2,1]>]
x^3-x^2+3*x+8 -17*131 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 37 x-1 5 [[20296399],[10211807],[-30508205]] 2 [2,2,2,2,2,3,1,2,3,3,3,1,2,3,2,3,3,2,2,1,3,3,2,3,3,3,2,2,2,2,2,1,2,1,2,3,2,3,2,3,3,3,3,2,3,1,2,2,3,2,2,3,1,2,2,3,2,3,2,2,2,2,3,2,3,2,2,2,3,2,3,2,2,2,2,3,2,2,1,3,3,3,2,2,2,2,3,3,2,2,3,3,2,2,3,1,2,3,2,1,1,1,1,1,3,1,1,2,1,2,3,1,3,3,3,2,3,1,2,3,2,3,1,2,2,3,3,2,2,2,1,1,1,3,2,3,2,2,1,1,2,2,1,2,1,2,3,1,2,1,2,3,2,2,2,2,2,2,1,3,3,3,2,2,1,3,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<17,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[741323051450529581221968,-1692348983018193025220412,1]>,[[-1692348983018193025220425,0],[1692348983018193025220419,-1],[7,1]]>,<131,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-69680183058294068268811696828605398031615,760734588628138088659980152197349175498003,1]>,[[760734588628138088659980152197349175497866,0],[-760734588628138088659980152197349175497934,-1],[69,1]]>*] [x,x^2-x+557,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[17,131],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,17*131,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[17,131],[4,4],1,[1.000000000,0.3994303074,0.6783093283],<"notfaithful",0>,[3,2]>,<2,17*131,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[17,131],[4,4],1,[1.000000000,1.353126617,1.075086490],<"2.17_131.3t2.1",1>,[3,2]>]
x^3-x^2-23*x-53 -2^3*5^2*61 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 19 x-1 5 [[638705],[822835],[1014560]] 2 [1,3,2,3,2,2,2,1,3,3,3,3,1,2,2,1,2,1,2,1,3,3,3,2,1,3,2,3,2,1,2,3,1,2,2,1,1,3,2,3,3,1,1,2,2,2,2,3,2,2,2,2,3,2,3,2,2,2,3,2,1,2,2,3,2,2,2,2,1,3,3,3,2,1,3,3,1,3,2,2,2,3,2,2,2,3,3,2,2,2,2,2,2,3,2,2,3,2,2,3,2,3,3,3,3,2,2,2,1,3,2,2,2,3,3,2,2,3,3,3,1,2,3,1,1,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,3,1,1,2,2,2,3,3,2,1,1,2,3,2,2,2,3,3,3,2,2,2,3,3,1,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[3],[[[1,3,2]]],20,<[],[420874,-277904,1]>,[[246383,0],[1,1],[15761,-1]]>,<5,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,4,1]>,[[-95,0],[-15,0],[5,0],[1,0]]>,[[[15894164726202,-15894775547055],[-4120827013032,-6828785088547],[-4709481682273,7182002322926]],[[2,0],[1,0],[0,0]],[[-15894164726203,15894775547055],[4120827013031,6828785088547],[4709481682273,-7182002322926]]]>,<61,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[99283483895636868771504978096096289,-92807949204850669107959108816832760,1]>,[[-92807949204850669107959108816832839,0],[92807949204850669107959108816832800,-1],[40,1]]>*] [x,x^2+122,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,61],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^3*61,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,61],[4,2,4],1,[1.000000000,1.422132173,1.093500987],<"notfaithful",0>,[3,2]>,<2,2^3*5^2*61,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,5,61],[4,5,4],1,[1.000000000,1.312630049,1.166335794],<"2.2e3_5e2_61.3t2.1",1>,[3,2]>]
x^3-27*x-39 3^5*5*31 3 0 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 13 x-1 5 [[86658],[165569],[119066]] 1 [3,1,1,2,3,1,2,3,2,1,1,1,2,3,3,2,2,2,2,2,3,2,2,3,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,3,1,2,2,2,2,2,3,3,3,2,3,3,2,1,1,2,3,2,3,2,2,1,2,2,1,3,2,3,2,3,2,2,1,2,1,2,3,2,3,2,2,3,2,3,3,3,3,3,1,3,1,2,1,3,2,3,3,2,3,1,2,2,3,3,2,2,2,3,2,2,2,3,3,2,2,3,3,2,3,2,1,1,2,3,1,2,2,1,2,2,2,2,1,3,3,1,2,3,2,3,1,3,3,2,2,2,2,3,2,2,2,1,1,1,2,3,3,3,2,3,2,2,3,2,1,2,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,6,6,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,4],[[[3,1,2],[1,3,2]],[[3,1,2]]],20,<[],[-393104085,0,413613864,-34915455,-814042872,804642552,1]>,[[-476463168,68336469,277576538,132247917,92286705,125418618],[430200693,331537311,147863279,381121362,296624829,184430969],[46262475,-399873780,349401161,261471699,385929444,77570902]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-22484062789860,-14932066511730,1]>,[[-14932066511734,0],[14932066511732,-1],[2,1]]>,<31,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-177189249503885193357046770166,-160079347639004235245410932664,1]>,[[-160079347639004235245410932670,0],[160079347639004235245410932667,-1],[3,1]]>*] [x,x^2-x-116,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,31],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*5*31,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,31],[4,4,4],1,[1.000000000,1.922734919,1.322877363],<"notfaithful",0>,[3,2]>,<2,3^5*5*31,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[3,5,31],[4,5,5],1,[1.000000000,0.7703476516,0.7972012683],<"2.3e5_5_31.3t2.1",1>,[3,2]>]
x^4-16*x^2+66 2^11*3*11 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 17 x-1 6 [[541723],[5572607],[-5572607],[-541723]] 3 [1,1,3,5,1,3,1,2,5,5,3,5,2,1,5,3,2,3,4,5,4,5,4,4,1,5,3,4,3,4,5,4,4,2,5,5,5,4,3,5,2,5,5,4,5,3,1,3,4,5,1,3,4,2,4,3,3,5,3,2,1,5,2,5,2,3,4,4,4,3,4,3,3,3,4,5,3,5,4,4,2,5,3,2,5,2,4,4,5,3,1,3,3,4,4,3,3,4,1,3,2,5,4,1,2,2,2,2,5,4,5,3,4,4,3,4,4,5,3,4,5,4,5,2,4,5,5,5,3,3,1,3,3,5,1,4,3,1,3,2,1,5,3,4,5,5,3,2,4,5,3,4,4,3,4,5,5,4,4,5,1,2,5,2,4,5,3,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-96,2>,<x^2-9504,3>]*],[*[4],"CYC",0,5*]] [*<2,8,8,[[3,4,2,1],[4,3,2,1]],[[1,2,3,4],[2,1,4,3],[4,3,2,1],[1,2,4,3],[3,4,2,1]],[1,2,3,4],[1,2,3,4,5],[2,4,8],[[[3,4,2,1],[4,3,2,1]],[[3,4,2,1]],[[2,1,4,3]]],20,<[],[-392558,-360120,227020,-435864,279162,-501104,91264,8,1]>,[[48374,65252,22409,121647,97317,37701,22226,96798],[-48374,-65252,108663,9425,33755,93371,108846,34274],[2476,-130310,77249,125799,931,109581,94019,69605],[-2476,130310,53823,5273,130141,21491,37053,61467]]>,<3,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-534986643,0,1]>,[[870611447,0],[-870611447,0],[0,-1],[0,1]]>,<11,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-179167848644900591080,0,1]>,[[40644562184936122794,0],[-40644562184936122794,0],[0,-1],[0,1]]>*] [x,x^2+2,x^2-66,x^2+33,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11],[6,1,1],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[4,3]>,<1,2^3*3*11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,11],[6,6,6],1,[1.000000000,1.198289577,1.030793969],<"notfaithful",0>,[4,3]>,<1,2^2*3*11,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,11],[6,6,6],1,[1.000000000,1.093762170,0.9854869242],<"notfaithful",0>,[4,3]>,<2,2^8*3*11,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[2,3,11],[6,7,7],1,[1.000000000,1.630666341,1.136592155],<"2.2e8_3_11.4t3.1",1>,[4,3]>]
x^4+16*x^2+66 2^11*3*11 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 17 x-1 6 [[-8226381],[-9290001],[9290001],[8226381]] 3 [1,4,3,5,4,3,1,1,5,5,3,5,2,2,5,3,1,3,4,5,4,5,4,4,1,5,3,4,3,4,5,4,4,1,5,5,5,4,3,5,1,5,5,4,5,3,2,3,4,5,1,3,4,1,4,3,3,5,3,2,2,5,1,5,2,3,4,4,4,3,4,3,3,3,4,5,3,5,4,4,1,5,3,2,5,1,4,4,5,3,2,3,3,4,4,3,3,4,2,3,1,5,4,1,1,2,1,2,5,4,5,3,4,4,3,4,4,5,3,4,5,4,5,1,4,5,5,5,3,3,2,3,3,5,1,4,3,2,3,2,2,5,3,4,5,5,3,2,4,5,3,4,4,3,4,5,5,4,4,5,2,2,5,1,4,5,3,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+96,2>,<x^2-9504,3>]*],[*[4],"CYC",0,5*]] [*<2,8,8,[[3,4,2,1],[4,3,2,1]],[[1,2,3,4],[2,1,4,3],[4,3,2,1],[1,2,4,3],[3,4,2,1]],[1,2,3,4],[1,2,3,4,5],[2,4,8],[[[3,4,2,1],[4,3,2,1]],[[3,4,2,1]],[[2,1,4,3]]],20,<[],[107282,442184,-522420,-103192,512474,218128,-313152,8,1]>,[[74942,51004,73249,79031,80309,101285,3290,470],[-74942,-51004,57823,52041,50763,29787,127782,130602],[-94092,-81806,68329,110271,105963,22213,52939,82461],[94092,81806,62743,20801,25109,108859,78133,48611]]>,<3,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,2,1]>,[[534986643,0],[0,0],[1,0]]>,[[[870611447,870611447],[0,0]],[[-870611447,-870611447],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>,<11,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,7,1]>,[[179167848644900591080,0],[0,0],[1,0]]>,[[[304577300424927350635,-201299340563975046619],[0,0]],[[-304577300424927350635,201299340563975046619],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>*] [x,x^2+2,x^2-66,x^2+33,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11],[6,1,1],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[4,3]>,<1,2^3*3*11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,11],[6,6,6],1,[1.000000000,1.198289577,1.030793969],<"notfaithful",0>,[4,3]>,<1,2^2*3*11,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,11],[6,6,6],1,[1.000000000,1.093762170,0.9854869242],<"notfaithful",0>,[4,3]>,<2,2^8*3*11,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]]],[2,3,11],[6,7,7],1,[1.000000000,0.8544896791,0.9037108590],<"2.2e8_3_11.4t3.2",1>,[4,3]>]
x^4-8*x^2+66 2^11*3*11 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 41 x-1 5 [[-31521200],[35343086],[-35343086],[31521200]] 3 [1,4,3,5,4,3,2,2,5,5,3,5,1,1,5,3,1,3,4,5,4,5,4,4,1,5,3,4,3,4,5,4,4,2,5,5,5,4,3,5,1,5,5,4,5,3,1,3,4,5,2,3,4,1,4,3,3,5,3,1,1,5,2,5,2,3,4,4,4,3,4,3,3,3,4,5,3,5,4,4,1,5,3,2,5,1,4,4,5,3,2,3,3,4,4,3,3,4,1,3,2,5,4,2,2,2,1,1,5,4,5,3,4,4,3,4,4,5,3,4,5,4,5,1,4,5,5,5,3,3,1,3,3,5,2,4,3,1,3,1,1,5,3,4,5,5,3,1,4,5,3,4,4,3,4,5,5,4,4,5,2,1,5,1,4,5,3,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-48,2>,<x^2-9504,3>]*],[*[4],"CYC",0,5*]] [*<2,8,8,[[3,4,2,1],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[1,2,4,3],[3,4,1,2],[3,4,2,1]],[1,2,3,4],[1,2,4,3,5],[2,4,8],[[[3,4,2,1],[3,4,1,2]],[[3,4,2,1]],[[2,1,4,3]]],20,<[],[-412350,80712,-175732,218536,466858,194928,382032,8,1]>,[[672,36982,45741,63875,114247,41643,22504,40664],[-672,-36982,85331,67197,16825,89429,108568,90408],[-83454,-77496,99733,78371,77371,78661,70915,85029],[83454,77496,31339,52701,53701,52411,60157,46043]]>,<3,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,2,1]>,[[811851222,0],[0,0],[1,0]]>,[[[999040883,999040883],[0,0]],[[-999040883,-999040883],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>,<5,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,4,1]>,[[-7743542506122,2673021545915],[637857638343,-2673021545915],[7743542506122,-2673021545915],[-637857638343,2673021545915]]>,<11,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,7,1]>,[[223089248291942946155,0],[0,0],[1,0]]>,[[[-271281920689255294757,18598021936292774241],[0,0]],[[271281920689255294757,-18598021936292774241],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>*] [x,x^2+2,x^2-66,x^2+33,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,11],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,11],[6,1,3,1],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[4,3]>,<1,2^3*3*11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,11],[6,6,1,6],1,[1.000000000,1.198289577,1.030793969],<"notfaithful",0>,[4,3]>,<1,2^2*3*11,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,11],[6,6,3,6],1,[1.000000000,1.093762170,0.9854869242],<"notfaithful",0>,[4,3]>,<2,2^8*3*11,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]]],[2,3,5,11],[6,7,3,7],1,[1.000000000,0.6665223031,0.8853783113],<"2.2e8_3_11.4t3.3",1>,[4,3]>]
x^4+8*x^2+66 2^11*3*11 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 6 [[11041016],[-1814340],[1814340],[-11041016]] 3 [1,1,3,5,1,3,2,1,5,5,3,5,1,2,5,3,2,3,4,5,4,5,4,4,1,5,3,4,3,4,5,4,4,1,5,5,5,4,3,5,2,5,5,4,5,3,2,3,4,5,2,3,4,2,4,3,3,5,3,1,2,5,1,5,2,3,4,4,4,3,4,3,3,3,4,5,3,5,4,4,2,5,3,2,5,2,4,4,5,3,1,3,3,4,4,3,3,4,2,3,1,5,4,2,1,2,2,1,5,4,5,3,4,4,3,4,4,5,3,4,5,4,5,2,4,5,5,5,3,3,2,3,3,5,2,4,3,2,3,1,2,5,3,4,5,5,3,1,4,5,3,4,4,3,4,5,5,4,4,5,1,1,5,2,4,5,3,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+48,2>,<x^2-9504,3>]*],[*[4],"CYC",0,5*]] [*<2,8,8,[[3,4,2,1],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[1,2,4,3],[3,4,1,2],[3,4,2,1]],[1,2,3,4],[1,2,4,3,5],[2,4,8],[[[3,4,2,1],[3,4,1,2]],[[3,4,2,1]],[[2,1,4,3]]],20,<[],[-86462,251720,-117684,-25752,265818,163376,-497040,8,1]>,[[23020,-104326,98209,123071,37615,42923,83236,49340],[-23020,104326,32863,8001,93457,88149,47836,81732],[54526,28332,106145,91479,76503,43177,66367,9481],[-54526,-28332,24927,39593,54569,87895,64705,121591]]>,<3,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-811851222,0,1]>,[[999040883,0],[-999040883,0],[0,-1],[0,1]]>,<5,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,4,1]>,[[7403327227329,-2088490447155],[-3316197312176,2088490447155],[3316197312176,-2088490447155],[-7403327227329,2088490447155]]>,<11,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-223089248291942946155,0,1]>,[[-282982520514451409294,0],[282982520514451409294,0],[0,-1],[0,1]]>*] [x,x^2+2,x^2-66,x^2+33,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,11],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,11],[6,1,3,1],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[4,3]>,<1,2^3*3*11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,11],[6,6,1,6],1,[1.000000000,1.198289577,1.030793969],<"notfaithful",0>,[4,3]>,<1,2^2*3*11,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,11],[6,6,3,6],1,[1.000000000,1.093762170,0.9854869242],<"notfaithful",0>,[4,3]>,<2,2^8*3*11,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[2,3,5,11],[6,7,3,7],1,[1.000000000,1.605599705,1.133800531],<"2.2e8_3_11.4t3.4",1>,[4,3]>]
