x^2-x+1882 -3*13*193 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 17 x-1 5 [[188827],[-188826]] 2 [1,1,2,2,2,1,1,1,2,1,2,1,2,1,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,1,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1884,3,1]>,[[-1,-1],[2,1]]>,<13,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1924,13,1]>,[[-6,-1],[7,1]]>,<193,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[11194,193,1]>,[[-96,-1],[97,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3,13,193],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3*13*193,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3,13,193],[3,3,3],1,[1.000000000,1.448434651,1.251648682],<"1.3_13_193.2t1.1",1>,[2,1]>]
x^4-x^3+2151*x^2-2151*x+926651 5^3*1721^2 0 2 4 "C4" [[2,3,4,1],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<4,1,[2,3,4,1]>,<4,1,[4,1,2,3]>] [[1,1,1,1],[2,2],[4]] 11 x-1 7 [[8170228],[697060],[-3583565],[-5283722]] 2 [3,3,1,4,1,3,3,2,3,1,1,4,1,4,4,4,1,1,4,2,3,2,4,1,3,1,3,3,1,4,3,2,3,1,2,2,4,4,4,4,2,2,1,4,4,1,2,3,3,2,3,2,2,2,4,4,1,2,3,1,4,4,4,1,4,3,2,3,4,1,4,1,4,4,2,4,1,4,2,2,2,2,2,4,1,3,1,3,2,3,4,2,3,2,2,3,1,2,3,2,4,4,3,2,2,4,4,4,1,2,4,4,3,1,2,2,4,4,4,1,1,3,4,3,2,2,1,2,3,3,1,3,1,4,2,1,3,4,3,1,1,1,3,4,1,2,3,4,1,4,4,1,4,3,4,1,1,2,3,1,3,3,3,2,4,4,2,4] [[*[1,1,1,1],"CYC",0,1*],[*[2,2],"CYC",0,2*],[*[4],"RES",<[1],x^2>,[<x-2151,3>,<x+6454,4>]*]] [*<5,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,3,4],[1],[[[2,4,1,3]]],20,<[],[952655,15265,2235,15,1]>,[[-14265342248676,-8354119605916,7009998707959,1622041787839],[44846884178939,-4263365866252,-7698603286578,6618983582016],[-30581541930266,-6456000855958,688604578619,-8241025369855],[4,1,0,0]]>,<1721,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,2],[1],[[[2,1,4,3]]],20,<[],[20775178066011045740776464104855768960900892672802878917797182450,-9351690899848292862498597401027660265959818823813101438682667821,1]>,[[9351690899848292862498597401027660265959818823813101438682668661,-1],[840,1],[1043268676321248107007631362173642982163579920538405688983300788,-6636396586795714888213102302878075174892506463007274576565609],[-10394959576169540969506228763201303248123398744351507127665970288,6636396586795714888213102302878075174892506463007274576565609]]>,<186191,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-709298341791065344039191325893762921924074943991388782554614505894270083118135198718425356981044021550689,656977417562776636108349367700820368394063761683536991615812343447465280231745684295754979262835135382965,1435952025039236865406536189463566553760955567903989280343562506787337972302535223942486963812292350,-6543548756173223006743140627640466202211927737494275161644732784846624422372601393826973349372693571]>*] [x,0,x^2-x-1,0] [1,2,2,4] <[1],[2,4],[3]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,1721,186191],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,1]>,<1,5*1721,4,[[1,0],[-1,0],[0,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0]]],[5,1721,186191],[5,5,1],0,[0.8506508084+0.5257311121*i,0.7354281217+0.6137709200*i,0.9152936427+0.3282368245*i],<"1.5_1721.4t1.1",1>,[4,1]>,<1,5,1,[[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[5,1721,186191],[5,1,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,1]>,<1,5*1721,4,[[1,0],[-1,0],[0,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0]]],[5,1721,186191],[5,5,1],0,[0.8506508084-0.5257311121*i,0.7354281217-0.6137709200*i,0.9152936427-0.3282368245*i],<"1.5_1721.4t1.1",2>,[4,1]>]
x^5-x^4-26*x^3-31*x^2+34*x-57 5^3*1721^2 1 2 20 "F5" [[3,2,1,5,4],[2,3,5,1,4],[5,2,4,1,3]] [<1,1,[1,2,3,4,5]>,<2,5,[3,2,1,5,4]>,<4,5,[5,2,4,1,3]>,<4,5,[4,2,5,3,1]>,<5,4,[2,3,5,1,4]>] [[1,1,1,1,1],[1,2,2],[1,4],[5]] 19 x^2+18*x+2 13 [[-2570795547017923,0],[-10159683433151488,17995277800675156],[-19931283141924574,20571442956183567],[2349183852752176,-17995277800675156],[-11740405192915249,-20571442956183567]] 2 [3,3,1,4,5,3,3,2,3,5,5,4,5,4,4,4,1,1,4,2,3,2,4,1,3,1,3,3,5,4,3,2,3,5,2,2,4,4,4,4,2,2,5,4,4,5,2,3,3,2,3,2,2,2,4,4,1,2,3,1,4,4,4,5,4,3,2,3,4,5,4,5,4,4,2,4,5,4,2,2,2,2,2,4,5,3,5,3,2,3,4,2,3,2,2,3,5,2,3,2,4,4,3,2,2,4,4,4,5,2,4,4,3,5,2,2,4,4,4,5,5,3,4,3,2,2,5,2,3,3,1,3,1,4,2,5,3,4,3,1,5,5,3,4,5,2,3,4,5,4,4,5,4,3,4,5,5,2,3,5,3,3,3,2,4,4,2,4] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[1,4],"RES",<[1],x^2>,[<x^5-53*x^4-41772*x^3-531108*x^2+131923728*x-48122886672,3>,<x^5-53*x^4-41772*x^3-126673*x^2+239623908*x-6830253877,4>]*],[*[5],"CYC",0,5*]] [*<5,4,4,[[1,3,5,2,4]],[[1,2,3,4,5],[1,5,4,3,2],[1,3,5,2,4],[1,4,2,5,3]],[1,2,3,4,5],[1,2,3,4],[1],[[[1,3,5,2,4]]],20,<[],[-8055893641320,-655159442140,-46177514699860,13513545501735,1]>,[[13513545501732,0,0,0],[15374505702371,985307913394,-7588827686684,5838283843349],[8704135164906,-4866842830447,-8104538294652,7840642918577],[-37592186369009,3881534917052,-3380120346789,5394559566199],[1,1,0,0]]>,<61,1,1,[],[[1,2,3,4,5]],[1,2,3,4,5],[1],[1],[[]],20,[],[250728022712210882692495929955634194,53269860129491131837291127762579412,-158725651812361463445509341701297562,694890628810938843622571621017082,-4154205862503207814422612227360528]>,<1721,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[20768765590321809690315251073644466224038803467697320333841869238,-13098974183946741585511754640066862855207991201083719551297224155,1]>,[[4673853904160234346423576848964421140473233040849933539711819798,0],[13098974183946741585511754640066862855207991201083719551297224272,-1],[117,1],[17999787794637447686523998032516541230221295618130532854235844564,-13726233524303369782153057147553505729271487872480535702064279],[16181194688754890709549382982425905371171151750920275653203961651,13726233524303369782153057147553505729271487872480535702064279]]>*] [x,x^2-x-1,x^4-x^3+2151*x^2-2151*x+926651,x^4-x^3+2151*x^2-2151*x+926651,0] [1,2,2,2,5] <[1],[2],[3,4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,53,61,1721],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,3]>,<1,5,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,53,61,1721],[3,6,3,1,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[5,3]>,<1,5*1721,4,[[1,0],[-1,0],[0,-1],[0,1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0]]],[2,5,53,61,1721],[3,6,4,1,6],0,[0.8506508084-0.5257311121*i,0.7354281217-0.6137709200*i,0.9152936427-0.3282368245*i],<"notfaithful",0>,[5,3]>,<1,5*1721,4,[[1,0],[-1,0],[0,1],[0,-1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0]]],[2,5,53,61,1721],[3,6,4,1,6],0,[0.8506508084+0.5257311121*i,0.7354281217+0.6137709200*i,0.9152936427+0.3282368245*i],<"notfaithful",0>,[5,3]>,<4,5^3*1721^2,1,[[4],[0],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1]],[[1],[-2],[1]]],[2,5,53,61,1721],[3,6,3,1,7],1,[0,0,0],<"4.5e3_1721e2.5t3.1",1>,[5,3]>]
x^6+52*x^4-105*x^3+676*x^2-2730*x+4791 -3^3*2713^3 0 3 12 "D12" [[2,1,3,6,5,4],[1,3,2,4,6,5],[4,6,5,1,3,2]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,6,5,1,3,2]>,<2,3,[2,1,3,6,5,4]>,<2,3,[6,4,5,2,3,1]>,<3,2,[3,1,2,5,6,4]>,<6,2,[5,4,6,3,2,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 11 x^2+7*x+2 11 [[-100754077751,135926566022],[89006642539,-135926566022],[11747435212,0],[25198809921,-126593433946],[-80616645631,0],[55417835710,126593433946]] 2 [6,1,3,5,3,5,3,4,3,6,5,5,3,5,2,6,3,4,5,2,5,4,3,3,5,6,4,3,5,6,4,3,3,4,6,4,5,4,3,2,3,4,6,4,3,1,4,5,3,4,3,3,4,3,2,6,6,4,5,3,4,3,1,6,1,3,4,4,6,4,6,6,5,4,4,6,3,4,2,1,6,1,3,5,4,6,3,5,2,4,3,3,5,3,4,6,3,3,4,4,1,3,2,6,4,4,3,3,3,4,5,5,3,4,1,6,1,3,6,3,4,5,3,3,4,2,4,3,4,1,5,2,5,4,3,5,3,4,3,3,4,3,4,6,1,2,4,2,4,6,4,3,1,2,5,3,4,6,5,2,2,6,5,6,2,3,4,4] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,3*],[*[2,2,2],"RES",<[1],x^2>,[<x+90,2>,<x^3-107653*x-11303565,4>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<3,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,2],[1],[[[2,1,4,3,6,5]]],20,<[],[906295089,698111484,1]>,[[-698111484,-1],[0,1],[1320398597,-180641371],[-1153407808,180641371],[-622287113,180641372],[1153407808,-180641372]]>,<2713,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[2,1,4,3,6,5]]],20,<[],[221549614458010524762300513042784466842928716877730735449889076886358,90162685322202038824198463353392960066661459641748691085225470183731,1]>,[[-90162685322202038824198463353392960066661459641748691085225470181538,-1],[2193,1],[54825412927997232894871062257761706552811673463931166816204896607429,55623489025728802897147032754824342311507764474014289728133718842],[-163645350183066206072189616286737168831483586280896954434069028816821,-55623489025728802897147032754824342311507764474014289728133718842],[163645350183066206072189616286737168831483586280896954434069028814628,55623489025728802897147032754824342311507764474014289728133718841],[35337272394204805929327401095631253513849786177817524269020573574109,-55623489025728802897147032754824342311507764474014289728133718841]]>,<156253,1,1,[],[[1,2,3,4,5,6]],[1,2,3,4,5,6],[1],[1],[[]],20,[],[22636224103720567341919115861123256104585984221364697783273720853669171704490512314419959137543239973512,3632934813926596652353604990831452064228225032124338339138685242447307294477229418025289353779049096899,-10758438048227438050666103561100131232695770701732987376682206757474076591221381271574563331320486347679,-26269158917647163994272720851954708168814209253489036122412406096116478998967741732445248491322289070411,-160525345593360278763697436167487920257862158703154432822485061261647809121118544143916072790067364,-199774546602297824572368999317025206008865017341517167233198761164346939906828489650662476254379586]>*] [x,x^2-x-678,x^2-x+1,x^2-x+2035,x^3-13*x-15,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,2713,156253],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2713,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[3,2713,156253],[1,7,1],1,[1.000000000,2.638738564,1.461681605],<"notfaithful",0>,[6,3]>,<1,3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[3,2713,156253],[7,1,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,3]>,<1,3*2713,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,2713,156253],[7,7,1],1,[1.000000000,1.253622705,0.8661092596],<"notfaithful",0>,[6,3]>,<2,2713,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[3,2713,156253],[1,7,1],1,[1.000000000,0.9473207187,0.9374836636],<"notfaithful",0>,[6,3]>,<2,3^2*2713,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[-1]]],[3,2713,156253],[7,8,1],1,[1.000000000,1.010586696,1.197636594],<"2.3e2_2713.6t3.1",1>,[6,3]>]
x^6-70*x^3-27 3^6*313^3 2 2 12 "D12" [[1,2,5,6,3,4],[2,1,6,5,4,3],[3,6,1,4,5,2]] [<1,1,[1,2,3,4,5,6]>,<2,1,[2,1,6,5,4,3]>,<2,3,[3,6,1,4,5,2]>,<2,3,[6,3,2,5,4,1]>,<3,2,[5,4,1,6,3,2]>,<6,2,[4,5,2,3,6,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 11 x^2+7*x+2 10 [[-8204369504,-7305812165],[-344528363,-1052093769],[-8938533551,7305812165],[-6675599657,0],[-8794521546,0],[7020128020,1052093769]] 3 [3,1,2,4,3,5,2,5,6,3,4,4,6,4,6,6,6,4,4,3,4,5,3,6,5,6,1,3,4,3,4,6,3,1,2,5,5,5,6,3,2,5,6,4,3,1,4,4,6,4,6,6,5,6,2,3,3,4,5,3,4,6,5,3,1,3,1,5,6,5,6,6,5,4,1,3,3,4,3,1,6,1,2,4,4,6,2,1,6,5,6,3,5,2,4,2,3,3,1,5,5,6,2,3,4,5,3,3,3,5,1,5,3,4,4,6,4,2,3,3,5,4,6,3,4,3,5,2,4,5,5,3,4,4,6,1,3,5,3,6,1,6,1,6,4,3,4,6,4,3,4,3,4,3,1,6,4,6,5,3,3,2,4,3,3,3,5,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,3*],[*[2,2,2],"RES",<[1],x^2>,[<x,2>,<x^3+729*x+51030,4>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,2,1,[[1,2,6,5,4,3]],[[1,2,3,4,5,6],[1,2,6,5,4,3]],[1,2,6,5,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[-38423,0],[1269,0],[0,-38423],[0,1269],[-1269,-1269],[38423,38423]]>,<3,6,6,[[3,1,2,5,6,4],[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5],[3,1,2,5,6,4]],[1,2,3,4,5,6],[1,3,5],[1,2],[[[3,1,2,5,6,4],[1,3,2,4,6,5]],[[3,1,2,5,6,4]]],20,<[],[-1649903910,-300665862,761373651,861595605,1149103806,87064293,1]>,[[60607950,-17754453,-62185290,53616681,4816476,15638862],[-1525512,-57453453,58946898,-22782111,452043,-61485756],[-59082438,-53932257,3238392,-30834570,-5268519,45846894],[272616964,-577331469,354596854,334385772,-390384905,-406081781],[-386935064,345344619,436763128,-370736770,155988592,166861817],[114318100,231986850,370901485,36350998,234396313,239219964]]>,<313,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[2,1,4,3,6,5]]],20,<[],[12302300021772307241013926291969417138719404026642,36029710945183198443807570735506357197652687505868,1]>,[[-36029710945183198443807570735506357197652687505652,-1],[216,1],[26162946082189240337526250367511505091057376120173,28360767429839859872468720006808296977049293009],[36096252979852425832264795064478096205464527492776,-28360767429839859872468720006808296977049293009],[-66542034669227388457224328971739007811839987124,28360767429839859872468720006808296977049293010],[-26162946082189240337526250367511505091057376120389,-28360767429839859872468720006808296977049293010]]>*] [x,x^2-x+235,x^2-x+1,x^2-x-78,x^3+9*x-70,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,313],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3*313,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,7,313],[3,7,1,3,7],1,[1.000000000,0.8201760128,0.8196264469],<"notfaithful",0>,[6,3]>,<1,3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,313],[2,7,2,1,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,3]>,<1,313,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,313],[1,1,2,2,7],1,[1.000000000,2.187652352,1.425847985],<"notfaithful",0>,[6,3]>,<2,3^3*313,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,5,7,313],[3,7,1,3,8],1,[1.000000000,1.813478677,1.151397735],<"notfaithful",0>,[6,3]>,<2,3^3*313,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[-1]]],[2,3,5,7,313],[3,7,2,3,8],1,[1.000000000,0.8610902766,0.9750351895],<"2.3e3_313.6t3.2",1>,[6,3]>]
x^6-2*x^5+x^4-108*x^3+108*x^2-45 3^2*5^2*7^3*47^3 2 2 12 "D12" [[1,2,5,6,3,4],[2,1,6,5,4,3],[3,6,1,4,5,2]] [<1,1,[1,2,3,4,5,6]>,<2,1,[2,1,6,5,4,3]>,<2,3,[3,6,1,4,5,2]>,<2,3,[6,3,2,5,4,1]>,<3,2,[5,4,1,6,3,2]>,<6,2,[4,5,2,3,6,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 37 x^2+33*x+2 7 [[-43714068848,0],[-12278707147,0],[-15475873289,614123082],[28116154174,18592268606],[-35741934995,-614123082],[-15837447026,-18592268606]] 3 [5,2,1,3,6,3,4,5,4,6,1,3,3,6,1,5,2,4,2,3,3,5,4,6,6,2,6,4,4,4,6,6,4,5,3,4,6,6,5,4,6,1,3,6,1,5,4,3,5,5,4,3,4,6,5,1,6,4,3,2,6,1,6,3,3,4,5,3,5,5,4,6,3,6,5,4,2,6,3,1,3,4,3,3,4,4,6,3,3,6,1,6,3,3,4,5,3,6,6,5,6,4,5,2,1,3,5,5,2,4,3,3,5,4,4,6,6,4,5,3,4,2,5,5,1,2,5,6,3,2,5,4,4,6,2,4,4,3,5,6,4,6,3,5,5,3,6,1,1,5,2,3,3,5,3,3,4,6,3,6,5,4,3,3,5,5,1,3] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,3*],[*[2,2,2],"RES",<[1],x^2>,[<x+43,2>,<x^3-2*x^2-420*x+3720,4>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,3,1,[[5,6,2,1,4,3]],[[1,2,3,4,5,6],[5,6,2,1,4,3],[4,3,6,5,1,2]],[5,6,2,1,4,3],[1,5,5],[1],[[]],20,<[],[1,1,0,1]>,[[-78845,199725,143876],[120755,103947,181132],[187777,161469,19521],[260037,-193797,-134233],[-181191,-5928,-9643],[215757,258872,-200653]]>,<3,4,2,[[3,4,1,2,5,6],[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[3,4,1,2,5,6],[4,3,2,1,6,5]],[2,1,4,3,6,5],[1,2,3,4],[1],[[[3,4,1,2,5,6]]],20,<<[],[2,2,1]>,[[513822315,-233570121],[-801396222,-252117771],[1,0]]>,[[[-360865245,252117771],[387420488,0]],[[106649445,509749872],[177798632,57181751]],[[0,0],[1,0]],[[190511235,400393824],[209621857,330238738]],[[360865246,-252117771],[0,0]],[[-297160679,252117771],[0,0]]]>,<5,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,3],[1],[[[1,2,4,3,6,5]]],20,<[],[39949317722485,4577858209260,1]>,[[-6260804232667,0],[4577858209261,0],[-4577858209260,-1],[0,1],[8779815443284,-1200248614110],[-2519011210616,1200248614110]]>,<7,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,4,3,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[3,6,1]>,[[-12724557579726545,0],[17044798535887010,0],[1,0]]>,[[[-17044798535887004,0],[-1,0]],[[6,0],[1,0]],[[39349394491798206,26415175880201403],[-5349867320466305,3916158485864470]],[[-13704378158573721,32487207339966926],[5349867320466305,-3916158485864470]],[[-39349394491798211,-26415175880201403],[5349867320466304,-3916158485864470]],[[30749176694460726,-32487207339966926],[-5349867320466304,3916158485864470]]]>,<13,2,1,[[1,4,3,2,6,5]],[[1,2,3,4,5,6],[1,4,3,2,6,5]],[1,4,3,2,6,5],[1,3],[1],[[]],20,<[],[2,12,1]>,[[-9259819563674161956389,0],[8357901815214118825992,-8881149881877560078101],[-3360443758413194990182,0],[901917748460043130398,8881149881877560078101],[-14304897776206072459,-160594438632513418702],[450908075438508841288,160594438632513418702]]>,<47,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[2,1,4,3,6,5]]],20,<[],[-341867312612834332606857101204562,121449315776913811586528435565319,1]>,[[-121449315776913811586528435565294,-1],[25,1],[-248748829245544029506593378624230,-18301914615517875816280872790201],[923685242004615797518597610626728,18301914615517875816280872790201],[-802235926227701985932069175061433,-18301914615517875816280872790200],[248748829245544029506593378624206,18301914615517875816280872790200]]>*] [x,x^2-x+1234,x^2-x+4,x^2-x-82,x^3-x^2+14*x+31,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,13,47],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3*5*7*47,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,7,13,47],[1,7,7,7,3,7],1,[1.000000000,2.146582239,1.335883891],<"notfaithful",0>,[6,3]>,<1,3*5,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,13,47],[1,7,7,2,2,1],1,[1.000000000,1.622311470,1.296618597],<"notfaithful",0>,[6,3]>,<1,7*47,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,13,47],[1,2,1,7,1,7],1,[1.000000000,1.695219767,1.243723210],<"notfaithful",0>,[6,3]>,<2,3*5*7*47,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,3,5,7,13,47],[5,7,7,7,3,7],1,[1.000000000,1.082007751,0.9022283014],<"notfaithful",0>,[6,3]>,<2,3*5*7*47,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[1]],[[1],[-1]]],[2,3,5,7,13,47],[5,7,8,7,3,8],1,[1.000000000,0.5351542081,0.7060631355],<"2.3_5_7_47.6t3.8",1>,[6,3]>]
