x^2-x+147 -587 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[102],[-101]] 2 [2,1,2,1,2,2,1,2,2,1,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,2,2,2,1,2,2,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,2,2,1,1,1,2,1,1,2,2,2,1,1,2,1,2,2,1,2,2,1,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2,2,2,1,2,2,1,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,2,2,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<587,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[86289,587,1]>,[[-293,-1],[294,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[587],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,587,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[587],[3],1,[1.000000000,0.9076718403,0.8724708166],<"1.587.2t1.1",1>,[2,1]>]
x^3+29*x-29 -11*13*29^2 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 19 x-1 5 [[59932],[28363],[-88295]] 2 [3,3,2,3,1,1,2,1,1,2,2,2,3,2,2,3,2,2,2,2,1,2,3,2,2,2,3,2,3,3,2,2,2,2,3,1,3,2,1,2,3,3,1,1,1,1,2,2,3,2,2,3,1,3,1,2,3,3,2,3,2,3,1,3,3,2,2,2,2,1,2,3,3,2,2,2,3,2,2,3,1,2,1,3,2,3,2,3,3,2,1,3,2,2,2,2,2,1,2,3,2,3,2,2,2,2,2,3,1,2,2,3,2,2,2,1,2,1,3,2,2,2,2,2,2,2,2,3,1,3,3,3,3,1,3,3,2,3,3,2,3,3,3,3,3,2,3,2,1,2,3,1,3,2,1,3,2,2,2,1,2,2,3,3,2,2,1,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<11,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[53989782845922657646,147858198389467351126,1]>,[[147858198389467351112,0],[-147858198389467351119,-1],[7,1]]>,<13,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[4113516799253033738072,4576671174721083974341,1]>,[[4576671174721083974325,0],[-4576671174721083974333,-1],[8,1]]>,<29,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,24,1]>,[[-29,0],[29,0],[0,0],[1,0]]>,[[[82292869001873543014100181574,36356835108674420784139455198],[281530313900197192549612694,-230841692449566546019984345],[-1846733539596532368159874760,1880525953896952799179626993]],[[0,0],[1,0],[0,0]],[[-82292869001873543014100181574,-36356835108674420784139455198],[-281530313900197192549612695,230841692449566546019984345],[1846733539596532368159874760,-1880525953896952799179626993]]]>*] [x,x^2-x+36,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[11,13,29],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,11*13,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[11,13,29],[4,4,2],1,[1.000000000,2.627131755,1.468354438],<"notfaithful",0>,[3,2]>,<2,11*13*29^2,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[11,13,29],[4,4,5],1,[1.000000000,0.5019197376,0.6807412821],<"2.11_13_29e2.3t2.1",1>,[3,2]>]
x^8-4*x^7+7*x^6-7*x^5-2*x^4+11*x^3-14*x^2+8*x-5 -3^7*53^4 2 3 48 "GL2(F3)" [[8,7,1,5,2,3,4,6],[6,4,8,2,7,1,5,3],[7,3,4,8,1,5,6,2],[1,8,7,3,2,6,4,5],[1,7,8,5,4,6,2,3]] [<1,1,[1,2,3,4,5,6,7,8]>,<2,1,[6,4,8,2,7,1,5,3]>,<2,12,[1,7,8,5,4,6,2,3]>,<3,8,[4,7,3,5,1,2,6,8]>,<4,6,[7,3,4,8,1,5,6,2]>,<6,8,[8,6,4,1,7,3,5,2]>,<8,6,[2,8,5,3,1,4,6,7]>,<8,6,[4,3,7,8,6,2,1,5]>] [[1,1,1,1,1,1,1,1],[1,1,2,2,2],[1,1,3,3],[2,2,2,2],[2,6],[4,4],[8]] 11 x^2+7*x+2 12 [[793035610968,-1367300134949],[-1551795394514,0],[948851425448,1367300134949],[1551795394515,0],[605606683924,173030481121],[-793035610967,1367300134949],[-605606683923,-173030481121],[-948851425447,-1367300134949]] 3 [8,3,3,4,3,5,3,6,7,8,6,4,3,6,7,3,7,2,5,7,4,4,8,7,6,7,4,3,6,3,6,7,3,6,7,5,4,5,3,7,8,6,3,4,3,6,6,6,3,5,7,3,6,8,8,8,3,6,6,8,5,8,4,7,5,3,6,6,3,5,3,3,6,4,4,7,3,5,7,6,3,4,3,4,4,3,7,4,3,6,8,3,4,3,6,7,8,3,5,6,6,8,8,3,4,6,7,7,3,6,6,4,3,6,6,7,6,8,7,3,4,1,7,8,4,3,5,3,5,4,5,7,5,4,8,6,7,4,7,8,5,3,4,8,5,3,6,3,4,3,6,7,5,8,2,7,5,8,4,7,3,3,6,3,7,7,6,4] [[*[1,1,1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2,2],"CYC",0,3*],[*[1,1,3,3],"CYC",0,4*],[*[2,2,2,2],"CYC",0,2*],[*[2,6],"CYC",0,6*],[*[4,4],"CYC",0,5*],[*[8],"RES",<[1,3],x^3-7*x^2+11*x-5>,[<x^3+27*x^2+243*x+12177,7>,<x^3+27*x^2+243*x-10719,8>]*]] [*<3,16,8,[[2,3,4,5,6,7,8,1],[1,4,7,2,5,8,3,6]],[[1,2,3,4,5,6,7,8],[5,6,7,8,1,2,3,4],[5,8,3,6,1,4,7,2],[3,4,5,6,7,8,1,2],[4,7,2,5,8,3,6,1],[2,3,4,5,6,7,8,1],[6,7,8,1,2,3,4,5]],[1,4,7,2,5,8,3,6],[1,2,3,5,5,7,8],[1],[[[2,3,4,5,6,7,8,1]]],20,<<[],[2,2,1]>,[[-21,0],[36,0],[228,0],[387,0],[348,0],[189,0],[63,0],[12,0],[1,0]]>,[[[-1,0],[-1,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0]],[[-379235074,-9292272],[-44324136,-272744347],[431377551,-47566998],[420789821,-441505576],[209583864,547590531],[-465812286,245953045],[-61273470,-45665139],[-559293410,-447115334]],[[-1365246784,378145416],[452873786,452873786],[-61951113,-61951113],[481526297,481526297],[305127540,305127540],[122051016,122051016],[-102017715,-102017715],[-452482246,-452482246]],[[-360650530,9292272],[501164558,272744347],[526511547,47566998],[141539506,441505576],[276664269,-547590531],[204543091,-245953045],[30056808,45665139],[334937258,447115334]],[[2,0],[1,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0]],[[379235075,9292272],[44324136,272744347],[-431377551,47566998],[-420789821,441505576],[-209583864,-547590531],[465812286,-245953045],[61273470,45665139],[559293410,447115334]],[[1365246785,-378145416],[-452873786,-452873786],[61951113,61951113],[-481526297,-481526297],[-305127540,-305127540],[-122051016,-122051016],[102017715,102017715],[452482246,452482246]],[[360650531,-9292272],[-501164558,-272744347],[-526511547,-47566998],[-141539506,-441505576],[-276664269,547590531],[-204543091,245953045],[-30056808,-45665139],[-334937258,-447115334]]]>,<17,2,1,[[3,5,1,6,2,4,7,8]],[[1,2,3,4,5,6,7,8],[3,5,1,6,2,4,7,8]],[3,5,1,6,2,4,7,8],[1,3],[1],[[]],20,<[],[3,16,1]>,[[-661285200683535593077298,1887477954937573995184555],[661285200683535593077299,-1887477954937573995184555],[1652918773495860663182630,-1887477954937573995184555],[1791364084310301232859364,-1554180729869525324443280],[-1652918773495860663182629,1887477954937573995184555],[-1791364084310301232859363,1554180729869525324443280],[21698317193969737893294,0],[-21698317193969737893293,0]]>,<53,6,3,[[1,2,4,5,3,7,8,6],[1,2,6,8,7,3,5,4]],[[1,2,3,4,5,6,7,8],[1,2,6,8,7,3,5,4],[1,2,4,5,3,7,8,6]],[1,2,6,8,7,3,5,4],[1,3,4],[1],[[[1,2,4,5,3,7,8,6]]],20,<<[],[2,49,1]>,[[-14043907479752611689776957043508972,-14186217837440648188307841194251358],[-6056261726943356990495130733482495,14988118632519997451171500957916367],[573665061967674082350797422483736,11258951456310266054427650543917201],[1,0]]>,[[[-2392894274250307621229525191175427,0],[0,0],[0,0]],[[2392894274250307621229525191175428,0],[0,0],[0,0]],[[6782065984902048871292166259326927,11998799438916023254435673747001819],[-139394698919564530767050570364552,-88130623458379389556738661295178],[0,0]],[[23,2],[1,0],[0,0]],[[-7355731046869722953642963681810617,7327876395621915607928524698357385],[139394698919564530767050570364551,88130623458379389556738661295178],[0,0]],[[-22,-2],[-1,0],[0,0]],[[7355731046869722953642963681810618,-7327876395621915607928524698357385],[-139394698919564530767050570364551,-88130623458379389556738661295178],[0,0]],[[-6782065984902048871292166259326926,-11998799438916023254435673747001819],[139394698919564530767050570364552,88130623458379389556738661295178],[0,0]]]>*] [x,x^2-x+1,x^3-53,0,0,x^4-x^3-6*x^2+8*x-5,x^4-x^3-6*x^2+8*x-5,0] [1,2,3,4,5,4,5,8] <[1],[2],[3],[4,5],[6],[7],[8]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,17,53],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[8,23]>,<1,3,1,[[1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,17,53],[3,9,3,3],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[8,23]>,<2,3*53^2,1,[[2],[2],[0],[-1],[2],[-1],[0],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-2],[1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1]],[[1]]],[2,3,17,53],[3,9,3,10],1,[1.000000000,1.817180744,1.185765813],<"notfaithful",0>,[8,23]>,<2,3^2*53^2,8,[[2,0,0,0],[-2,0,0,0],[0,0,0,0],[-1,0,0,0],[0,0,0,0],[1,0,0,0],[0,-1,0,-1],[0,1,0,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,1,0,1],[-1,0,0,0]],[[1,0,0,0],[0,-1,0,-1],[-1,0,0,0]],[[1,0,0,0]]],[2,3,17,53],[8,9,3,9],0,[0.5773502692+0.8164965810*i,0.7459300788+0.5590338075*i,0.9199573484+0.3442633139*i],<"2.3e2_53e2.24t22.1",1>,[8,23]>,<2,3^2*53^2,8,[[2,0,0,0],[-2,0,0,0],[0,0,0,0],[-1,0,0,0],[0,0,0,0],[1,0,0,0],[0,1,0,1],[0,-1,0,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,-1,0,-1],[-1,0,0,0]],[[1,0,0,0],[0,1,0,1],[-1,0,0,0]],[[1,0,0,0]]],[2,3,17,53],[8,9,3,9],0,[0.5773502692-0.8164965810*i,0.7459300788-0.5590338075*i,0.9199573484-0.3442633139*i],<"2.3e2_53e2.24t22.1",2>,[8,23]>,<3,3^2*53^2,1,[[3],[3],[-1],[0],[-1],[0],[1],[1]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[1]]],[2,3,17,53],[7,9,3,9],1,[1.000000000,0.9481927951,1.072903315],<"notfaithful",0>,[8,23]>,<3,3^3*53^2,1,[[3],[3],[1],[0],[-1],[0],[-1],[-1]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,17,53],[7,9,3,10],1,[1.000000000,0.6863507887,0.7880135087],<"notfaithful",0>,[8,23]>,<4,3^4*53^2,1,[[4],[-4],[0],[1],[0],[-1],[0],[0]],[[[1],[-4],[6],[-4],[1]],[[1],[4],[6],[4],[1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[2],[0],[1]],[[1],[1],[0],[1],[1]],[[1],[0],[0],[0],[1]],[[1],[0],[0],[0],[1]],[[1]],[[1],[0],[-1]]],[2,3,17,53],[7,9,3,10],1,[1.000000000,1.033303145,1.015522517],<"4.3e4_53e2.8t23.1",1>,[8,23]>]
x^4-35*x^2-324 -2^2*2521^2 2 1 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 41 x-1 6 [[2088038985],[-100060033],[100060033],[-2088038985]] 4 [1,4,2,4,5,2,3,5,5,3,4,3,1,5,5,3,5,1,5,4,3,4,4,3,2,1,4,5,3,3,5,5,3,5,3,4,1,5,4,3,4,1,5,1,2,5,5,4,5,3,3,5,3,5,2,5,2,4,1,2,4,3,4,5,3,2,5,2,5,1,1,4,4,1,5,4,2,3,3,3,4,1,4,3,5,5,3,3,1,4,4,4,5,5,4,4,2,2,5,3,5,3,4,2,4,2,5,3,4,2,4,3,3,4,4,3,5,5,1,5,2,3,1,5,4,2,2,4,5,3,5,5,5,2,3,3,1,4,1,3,5,3,4,4,3,4,3,2,4,5,3,2,4,4,4,5,5,3,3,2,4,1,5,4,1,5,5,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-210,2>,<x^2+46656,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[2],[[[1,2,4,3]]],20,<[],[-520542,2,1]>,[[-37006,0],[37006,0],[1,1],[-1,-1]]>,<3,2,1,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[2,1,3,4],[1,4],[1],[[]],20,<[],[2,2,1]>,[[-623884744,-623884744],[623884744,623884744],[-5012991,0],[5012991,0]]>,<2521,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[30974810991624805438378413700582399572243442957327756120798110435626,11228417229265776369201685923896913265129505276519005591447419565634,1]>,[[-11228417229265776369201685923896913265129505276519005591447419563329,-1],[2305,1],[-2305,-1],[11228417229265776369201685923896913265129505276519005591447419563329,1]]>*] [x,x^2-x-630,x^2+1,x^2+2521,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,2521],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2521,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,2521],[1,1,6],1,[1.000000000,3.416400208,1.575664717],<"notfaithful",0>,[4,3]>,<1,2^2,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,2521],[6,4,1],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[4,3]>,<1,2^2*2521,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,2521],[6,3,6],1,[1.000000000,1.001113764,0.9316111524],<"notfaithful",0>,[4,3]>,<2,2^2*2521,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[2,3,2521],[6,3,6],1,[1.000000000,1.469102403,1.236138471],<"2.2e2_2521.4t3.2",1>,[4,3]>]
x^6-3*x^5-4*x^4+13*x^3-10*x^2+3*x+2 -3*7^2*563^2 4 1 48 "C2*S4" [[5,2,6,4,1,3],[3,2,1,4,5,6],[5,1,6,3,2,4]] [<1,1,[1,2,3,4,5,6]>,<2,1,[3,4,1,2,6,5]>,<2,3,[1,4,3,2,5,6]>,<2,3,[3,4,1,2,5,6]>,<2,6,[5,2,6,4,1,3]>,<2,6,[5,4,6,2,1,3]>,<3,8,[5,1,6,3,2,4]>,<4,6,[2,3,4,1,5,6]>,<4,6,[2,3,4,1,6,5]>,<6,8,[5,3,6,1,2,4]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 13 x^2+12*x+2 14 [[-1659649231769812,0],[-1217151893405892,-1441992531407524],[1659649231769813,0],[1217151893405893,1441992531407524],[-337252940687239,-1441992531407524],[337252940687240,1441992531407524]] 3 [8,8,10,5,10,5,6,9,10,6,7,9,10,5,6,6,6,9,7,3,7,9,10,10,4,8,9,10,5,10,7,10,3,4,10,5,7,5,10,3,10,9,10,7,10,7,7,5,10,4,6,6,5,6,8,6,8,5,7,10,1,10,7,2,7,8,5,7,3,9,10,8,7,5,7,8,6,7,10,5,10,1,6,4,5,6,10,5,6,9,8,3,9,2,9,8,8,6,4,7,9,10,3,8,9,4,10,6,10,7,5,9,8,7,4,8,4,6,10,8,7,7,3,2,7,8,7,6,7,9,7,6,7,7,3,7,6,7,10,2,5,3,9,6,1,6,4,3,9,10,4,6,5,8,4,6,5,3,7,10,6,3,7,3,6,3,7,9] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2>,[<x^3-10*x^2-276*x-952,4>,<x^6-82*x^5+2636*x^4-41928*x^3+333664*x^2-975616*x-1640128,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2>,[<x+7,2>,<x^6-20*x^5+x^4+1400*x^3-9685*x^2-95588*x+81683,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<3,8,2,[[1,2,3,4,6,5],[3,4,2,1,5,6]],[[1,2,3,4,5,6],[2,1,4,3,5,6],[1,2,3,4,6,5],[2,1,4,3,6,5],[3,4,2,1,5,6],[4,3,1,2,5,6],[3,4,2,1,6,5],[4,3,1,2,6,5]],[3,4,2,1,5,6],[1,4,3,2,8,8,9,9],[1],[[[1,2,3,4,6,5]]],20,<<[],[2,0,0,2,1]>,[[-374908008,0,0,0],[3,0,0,0],[1,0,0,0]]>,[[[-751934327,14222522,-998569134,-7111261],[0,0,0,0]],[[751934328,-14222522,998569134,7111261],[0,0,0,0]],[[1093540834,1001131774,149285480,-500565887],[0,0,0,0]],[[-1093540833,-1001131774,-149285480,500565887],[0,0,0,0]],[[-1,0,0,0],[-1,0,0,0]],[[2,0,0,0],[1,0,0,0]]]>,<7,4,2,[[2,1,3,4,6,5],[5,6,3,4,1,2]],[[1,2,3,4,5,6],[2,1,3,4,6,5],[5,6,3,4,1,2],[6,5,3,4,2,1]],[5,6,3,4,1,2],[1,5,5,4],[1],[[[2,1,3,4,6,5]]],20,<<[],[3,6,1]>,[[-22353370383960434,-30609946656270079],[-19358483607546797,20144594230021737],[1,0]]>,[[[19358483607546800,-20144594230021735],[-1,0]],[[3,2],[1,0]],[[-731317356794237,0],[0,0]],[[731317356794238,0],[0,0]],[[-2,-2],[-1,0]],[[-19358483607546799,20144594230021735],[1,0]]]>,<563,4,2,[[1,2,4,3,6,5],[2,1,3,4,5,6]],[[1,2,3,4,5,6],[2,1,3,4,5,6],[1,2,4,3,6,5],[2,1,4,3,6,5]],[2,1,3,4,5,6],[1,3,5,6],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,559,1]>,[[-2806142214357166369440830011351849163167906408813918181,0],[-4263427882642971285969355727639776348952773441021602994,0],[1,0]]>,[[[1825099595828696417009665787029450327408988386058036817,-2026197183488886155857574554642547529245978779488710242],[0,0]],[[-1825099595828696417009665787029450327408988386058036816,2026197183488886155857574554642547529245978779488710242],[0,0]],[[-462,0],[-1,0]],[[-4263427882642971285969355727639776348952773441021603456,0],[1,0]],[[4263427882642971285969355727639776348952773441021603457,0],[-1,0]],[[463,0],[1,0]]]>*] [x,x^2-x+2956,x^2-x-985,x^2-x+1,x^6+68*x^4-84*x^3+1156*x^2-2856*x+13587,x^3-17*x-12,x^4-x^3-x^2+7*x+7,0,0,x^4-x^3-x^2+7*x+7] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,7,563],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,3*7*563,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,7,563],[11,11,11],1,[1.000000000,1.386842893,1.263488781],<"notfaithful",0>,[6,11]>,<1,7*563,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,7,563],[5,11,11],1,[1.000000000,0.6056470163,0.7477430217],<"notfaithful",0>,[6,11]>,<1,3,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,7,563],[11,1,2],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,11]>,<2,3^2*7*563,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1]],[[1],[-1]],[[1],[1]]],[3,7,563],[11,12,13],1,[1.000000000,2.096212298,1.143259533],<"notfaithful",0>,[6,11]>,<2,7*563,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[3,7,563],[5,11,11],1,[1.000000000,1.132026107,1.045726007],<"notfaithful",0>,[6,11]>,<3,3^2*7*563,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1],[1]],[[1],[0],[-1]]],[3,7,563],[11,12,12],1,[1.000000000,0.4683829157,0.6833967544],<"notfaithful",0>,[6,11]>,<3,3*7*563,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1],[0],[1]],[[1],[0],[-1]]],[3,7,563],[11,12,12],1,[1.000000000,1.290044556,1.236480291],<"3.3_7_563.6t11.1",1>,[6,11]>,<3,3*7^2*563^2,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[3,7,563],[11,12,13],1,[0,0,0],<"3.3_7e2_563e2.6t11.1",1>,[6,11]>,<3,3^2*7^2*563^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1],[-1]],[[1],[1]]],[3,7,563],[11,12,12],1,[0,0,0],<"notfaithful",0>,[6,11]>]
