x^2-x+158 -631 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[-1018],[1019]] 2 [1,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2,1,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,2,1,1,2,2,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<631,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[99698,631,1]>,[[-315,-1],[316,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[631],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,631,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[631],[3],1,[1.000000000,1.625842775,1.214497741],<"1.631.2t1.1",1>,[2,1]>]
x^5-8*x^3-4*x^2+4*x+2 2^4*13*3593 5 0 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 557 x-1 5 [[-9530103890820],[-9882492626436],[26586278953428],[15915236618221],[-23088919054393]] 1 [5,7,4,7,6,4,7,3,5,7,7,7,4,3,7,6,5,5,6,7,5,4,4,4,5,6,6,4,7,7,6,7,3,6,5,6,5,4,3,4,3,4,5,4,7,5,3,5,5,7,4,5,6,6,7,2,4,5,7,4,7,7,5,7,3,3,5,5,2,4,4,7,6,3,6,5,5,4,7,4,5,5,7,5,6,6,5,7,7,6,4,5,6,3,7,4,5,7,5,5,4,1,4,2,6,5,3,2,5,6,2,4,4,3,5,7,7,5,3,5,6,5,6,7,6,4,2,5,3,6,3,5,2,6,6,6,7,5,2,6,4,3,4,6,7,4,5,5,7,6,7,6,2,5,5,3,5,7,5,4,4,2,6,7,6,5,6,5] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,20,5,[[2,3,4,5,1],[1,3,5,2,4]],[[1,2,3,4,5],[3,2,1,5,4],[4,2,5,3,1],[5,2,4,1,3],[2,3,4,5,1]],[1,3,5,2,4],[1,3,5,5,6],[1],[[[2,3,4,5,1]]],20,<<[],[1,1,0,0,1]>,[[2,0,0,0],[4,0,0,0],[-4,0,0,0],[-8,0,0,0],[0,0,0,0],[1,0,0,0]]>,[[[0,0,0,0],[1,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[-3296,142360,129600,-353920],[406270,262254,169912,366931],[118132,259788,462046,332272],[209272,422742,316296,453792],[513224,32948,456056,509536]],[[-237776,390160,-189208,382016],[167392,428820,113611,48427],[67350,492442,297172,89800],[127044,394668,273130,169392],[389960,19744,208236,345184]],[[-215448,438304,-39320,-287264],[67682,410721,173832,90243],[89512,66850,240592,294112],[59770,216336,184250,254456],[421092,209848,209788,37168]],[[456520,77752,98928,259168],[407231,471069,66933,18687],[249294,229496,48766,332392],[128202,14830,274900,170936],[248588,261748,174496,156688]]]>,<13,6,2,[[1,2,3,5,4],[3,1,2,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[3,1,2,4,5],[2,3,1,4,5],[3,1,2,5,4],[2,3,1,5,4]],[3,1,2,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[11,2,0,1]>,[[-7134418435827798548589,0,0],[8722677551347001819564,0,0],[1,0,0]]>,[[[-214711102739754197085,-294913765459607177196,2409538228828633756999],[0,0,0]],[[-3265512611868932469409,3973515791597134189976,121437096981750052756],[0,0,0]],[[-6802062508925110952757,-3678602026137527012780,-2530975325810383809755],[0,0,0]],[[-8722677551347001819557,0,0],[-1,0,0]],[[7,0,0],[1,0,0]]]>,<3593,6,2,[[1,2,3,5,4],[2,3,1,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[2,3,1,4,5],[3,1,2,4,5],[2,3,1,5,4],[3,1,2,5,4]],[2,3,1,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[3590,1,0,1]>,[[-5237178821577321144948754241516391195043869452824271356958926546048477,0,0],[56432431458711256369039046279288683051751050380751195590832189985255563,0,0],[1,0,0]]>,[[[4777664465168886453195060673919192233255922706253395752215895760999546,-59658223710848302068490948987889184547119043881853716825396242719548259,43235976702043411489386254492464028247962367993847005601117787733330405],[0,0,0]],[[35163802091173992082477010520409687163049604124938885597577213024579052,-16432816042405586840258640551950283298297654576297242603828586630579204,-39756208326240350054917193980259392205255128127809779167260314540216337],[0,0,0]],[[16490964902368377833366975084959803655445523549558914241039081199675231,-52480351714037531079476783702619695002491319791534060107195248818788538,-3479768375803061434469060512204636042707239866037226433857473193114068],[0,0,0]],[[-56432431458711256369039046279288683051751050380751195590832189985254696,0,0],[-1,0,0]],[[867,0,0],[1,0,0]]]>*] [x,x^2-x-11677,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,13,3593],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,13*3593,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,13,3593],[2,8,8],1,[1.000000000,0.5539133548,0.7376827826],<"notfaithful",0>,[5,5]>,<4,2^4*13^3*3593^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1]],[[1],[-1]]],[2,13,3593],[8,9,9],1,[0,0,0],<"4.2e4_13e3_3593e3.10t12.1",1>,[5,5]>,<4,2^4*13*3593,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1]],[[1],[0],[0],[-1]]],[2,13,3593],[8,9,9],1,[1.000000000,0.6400617030,0.9060979778],<"4.2e4_13_3593.5t5.1",1>,[5,5]>,<5,2^4*13^2*3593^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[1]],[[1],[0],[0],[-1]]],[2,13,3593],[8,9,9],1,[0,0,0],<"5.2e4_13e2_3593e2.10t13.1",1>,[5,5]>,<5,2^4*13^3*3593^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-1]],[[1],[1],[1]]],[2,13,3593],[8,9,9],1,[0,0,0],<"5.2e4_13e3_3593e3.6t14.1",1>,[5,5]>,<6,2^4*13^3*3593^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[0],[1]],[[1],[0],[0],[-1]]],[2,13,3593],[8,9,9],1,[0,0,0],<"6.2e4_13e3_3593e3.20t35.1",1>,[5,5]>]
x^6-3*x^4+3*x^2-4 2^6*3^10 2 2 24 "S4" [[1,3,2,4,6,5],[5,6,1,2,3,4],[1,6,5,4,3,2],[2,3,1,5,6,4]] [<1,1,[1,2,3,4,5,6]>,<2,3,[4,2,6,1,5,3]>,<2,6,[1,3,2,4,6,5]>,<3,8,[5,6,1,2,3,4]>,<4,6,[6,5,1,3,2,4]>] [[1,1,1,1,1,1],[1,1,2,2],[2,4],[3,3]] 17 x^2+16*x+3 11 [[-2640379340651,-8264360755744],[-7498192479279,8264360755744],[-1645417935571,0],[2640379340651,8264360755744],[7498192479279,-8264360755744],[1645417935571,0]] 3 [3,1,5,4,5,4,3,4,3,5,4,4,5,4,5,5,5,2,1,5,2,4,3,5,4,3,2,5,4,5,4,5,3,4,3,2,4,4,5,3,3,4,3,2,5,4,4,4,3,4,3,3,4,3,5,3,3,2,4,3,4,3,2,3,4,3,4,4,5,4,5,5,2,4,4,5,3,4,5,4,5,4,3,4,1,3,5,4,3,4,5,3,4,5,2,3,3,3,2,4,2,5,3,5,4,2,3,3,5,4,4,2,3,2,4,5,2,3,5,3,1,4,5,3,4,3,4,5,2,4,4,3,4,2,3,4,3,2,3,5,4,5,4,5,4,5,2,5,4,5,4,3,4,3,4,3,2,3,4,5,3,3,2,5,5,3,1,2] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"RES",<[1],x^2-3*x+1>,[<x^3-18*x^2+108*x+4968,2>,<x^6+36*x^5+108*x^4+10800*x^3+618192*x^2+6718464*x-5038848,3>]*],[*[2,4],"CYC",0,5*],[*[3,3],"CYC",0,4*]] [*<2,8,4,[[2,1,3,4,6,5],[1,2,6,5,4,3]],[[1,2,3,4,5,6],[1,2,4,3,6,5],[2,1,3,4,6,5],[1,2,6,5,4,3],[2,1,5,6,4,3]],[1,2,6,5,4,3],[1,2,2,3,5],[2],[[[2,1,4,3,5,6],[2,1,3,4,6,5]]],20,<<[],[1,1,1]>,[[154144,-483270],[65156,250972],[-274108,32568],[4,233886],[1,0]]>,[[[-95054,-7344],[-128904,-18756],[-126856,-102686],[11186,-130708]],[[95054,7344],[128904,18756],[126856,102686],[-11186,130708]],[[185738,183047],[-176666,-149146],[161884,-217039],[45819,-87733]],[[-185738,-183047],[176666,149146],[-161884,217039],[-45819,87733]],[[-136443,8011],[254120,-126442],[2582,202003],[140024,205383]],[[136443,-8011],[-254120,126442],[-2582,-202003],[-140024,-205383]]]>,<3,6,6,[[3,1,2,5,6,4],[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5],[3,1,2,5,6,4]],[1,2,3,4,5,6],[1,3,4],[1,4],[[[3,1,2,5,6,4],[1,3,2,4,6,5]],[[3,1,2,5,6,4]]],20,<[],[-1225161609,19565847,-1203127155,-403148178,-320668578,-982079442,1]>,[[-365451142,-389091369,45115571,384456915,203509673,175631670],[-122734165,-272863374,272485448,151061175,297835328,300312377],[-441421600,-500306724,69819470,239322888,273495977,298896931],[365451142,389091369,342304918,2963574,183910816,211788819],[441421600,500306724,317601019,148097601,113924512,88523558],[122734165,272863374,114935041,236359314,89585161,87108112]]>*] [x,x^2-x+1,x^3-3,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,7]>,<1,3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3],[3,6],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,7]>,<2,3^5,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1]]],[2,3],[3,6],1,[1.000000000,1.017614561,1.036233580],<"notfaithful",0>,[6,7]>,<3,2^6*3^6,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1]]],[2,3],[6,6],1,[1.000000000,1.295365896,1.046123084],<"3.2e6_3e6.6t8.3",1>,[6,7]>,<3,2^6*3^5,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1]],[[1],[-1]]],[2,3],[6,7],1,[1.000000000,1.084758392,1.073701518],<"3.2e6_3e5.4t5.3",1>,[6,7]>]
x^6-3*x^4-6*x^2-4 2^6*3^10 2 2 24 "S4" [[3,2,1,6,5,4],[6,4,2,3,1,5],[6,2,4,3,5,1],[3,1,2,6,4,5]] [<1,1,[1,2,3,4,5,6]>,<2,3,[1,5,6,4,2,3]>,<2,6,[3,2,1,6,5,4]>,<3,8,[6,4,2,3,1,5]>,<4,6,[4,6,2,1,3,5]>] [[1,1,1,1,1,1],[1,1,2,2],[2,4],[3,3]] 11 x^2+7*x+2 15 [[1240230583526518,-1609507935726679],[1184527518523662,0],[-24958374633682,1609507935726679],[-1240230583526518,1609507935726679],[-1184527518523662,0],[24958374633682,-1609507935726679]] 3 [5,1,5,4,3,4,5,4,5,3,4,4,5,4,3,3,5,2,2,3,2,4,5,5,4,5,2,3,4,3,4,5,3,4,3,2,4,4,5,3,5,4,5,2,5,4,4,4,5,4,5,3,4,3,3,5,3,2,4,3,4,3,2,5,4,5,4,4,5,4,3,5,2,4,4,3,5,4,3,4,3,4,3,4,2,3,3,4,3,4,5,5,4,5,2,3,3,3,2,4,1,3,3,3,4,2,5,3,5,4,4,1,5,2,4,5,1,3,3,3,1,4,3,5,4,5,4,5,2,4,4,5,4,2,5,4,5,2,5,3,4,5,4,3,4,5,2,3,4,3,4,5,4,3,4,3,2,5,4,3,3,3,1,3,5,5,1,2] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"RES",<[1],x^2-3*x+1>,[<x^3-18*x^2-1188*x+28296,2>,<x^6+36*x^5+756*x^4+45792*x^3+793152*x^2+16796160*x+221709312,3>]*],[*[2,4],"CYC",0,5*],[*[3,3],"CYC",0,4*]] [*<2,4,2,[[2,1,5,6,4,3]],[[1,2,3,4,5,6],[1,2,4,3,6,5],[2,1,5,6,4,3],[2,1,6,5,3,4]],[2,1,5,6,4,3],[1,2,5,5],[3],[[[1,2,4,3,6,5]]],20,<<[],[1,1,1]>,[[-77544,-204898],[0,0],[1,0]]>,[[[139765,-244758],[0,0]],[[-139765,244758],[0,0]],[[0,0],[1,0]],[[0,0],[131071,0]],[[0,0],[13801,31779]],[[0,0],[117271,99293]]]>,<3,6,6,[[3,1,2,5,6,4],[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5],[3,1,2,5,6,4]],[1,2,3,4,5,6],[1,3,4],[1,4],[[[3,1,2,5,6,4],[1,3,2,4,6,5]],[[3,1,2,5,6,4]]],20,<[],[892595433,-1624724379,-713873655,1574139420,1024886880,-704111562,1]>,[[300474950,-357608826,17049905,193253160,340539030,359458992],[30421337,-172610370,280294331,150413607,66167829,342204548],[77166995,530219196,90076253,43753722,368134119,73177438],[-300474950,357608826,370370584,194167329,46881459,27961497],[-77166995,-530219196,297344236,343666767,19286370,314243051],[-30421337,172610370,107126158,237006882,321252660,45215941]]>*] [x,x^2-x+1,x^3-3,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,7]>,<1,3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3],[3,6],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,7]>,<2,3^5,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1]]],[2,3],[3,6],1,[1.000000000,1.017614561,1.036233580],<"notfaithful",0>,[6,7]>,<3,2^6*3^6,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1]],[[1]]],[2,3],[6,7],1,[1.000000000,2.229753580,1.380070567],<"3.2e6_3e6.6t8.4",1>,[6,7]>,<3,2^6*3^5,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1]],[[1],[-1]]],[2,3],[6,7],1,[1.000000000,0.7768622403,0.8668205527],<"3.2e6_3e5.4t5.4",1>,[6,7]>]
x^6-3*x^4-6*x^3+3*x^2-1 2^6*3^10 2 2 24 "S4" [[4,1,5,2,6,3],[1,3,2,5,4,6],[3,1,2,5,6,4],[1,4,5,2,3,6]] [<1,1,[1,2,3,4,5,6]>,<2,3,[6,5,3,4,2,1]>,<2,6,[1,3,2,5,4,6]>,<3,8,[4,1,5,2,6,3]>,<4,6,[5,1,4,3,6,2]>] [[1,1,1,1,1,1],[1,1,2,2],[2,4],[3,3]] 7 x^2+6*x+3 14 [[-335159962672,84286534484],[292010346834,0],[-170385642098,-251592917272],[-17274284164,251592917272],[-284757434022,0],[-162656096727,-84286534484]] 3 [3,1,5,2,5,4,5,4,5,3,4,2,3,4,3,5,5,4,4,5,4,4,5,3,4,3,4,3,4,3,4,5,3,2,5,4,4,2,3,3,3,2,3,4,3,4,4,4,3,4,5,5,2,5,5,5,5,4,4,5,4,3,2,3,2,3,4,2,3,2,5,3,4,4,1,3,5,4,3,2,3,1,5,4,2,5,5,4,5,4,3,5,4,3,2,3,3,5,4,2,4,5,5,5,2,4,5,5,3,4,1,4,3,4,1,5,2,5,3,3,4,4,5,5,4,3,4,5,2,4,4,5,2,4,5,4,3,4,5,5,4,3,4,5,4,3,4,3,2,5,2,5,4,5,4,5,1,5,2,3,3,3,4,3,3,3,4,1] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"RES",<[1],x^2>,[<x^3-18*x^2+108*x-600,2>,<x^6-18*x^5+108*x^4-600*x^3+5184*x^2-23328*x+34992,3>]*],[*[2,4],"CYC",0,5*],[*[3,3],"CYC",0,4*]] [*<2,24,12,[[2,1,4,3,5,6],[5,6,1,2,3,4],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,5,6],[1,2,5,6,3,4],[5,6,1,2,3,4],[2,1,5,6,4,3]],[1,2,5,6,3,4],[1,2,3,4,5],[1,2],[[[2,1,4,3,5,6],[5,6,1,2,3,4]],[[1,2,4,3,6,5],[2,1,4,3,5,6]]],20,<<[],[1,1,1]>,[[882,0],[-5292,-5292],[0,14760],[25290,0],[-29724,-29724],[0,25368],[365742,0],[-7868,-7868],[0,2888],[350310,0],[-150,-150],[0,18],[1,0]]>,[[[469,1266],[-45242,-27196],[-92151,12592],[-193219,-148748],[-79232,168834],[-108237,-93240],[-89641,-122604],[-237776,-158806],[109707,220848],[99897,-99606],[74928,149793],[-8324,208049]],[[-469,314],[53936,27196],[95333,-9410],[193219,-167790],[-36755,-168834],[-191259,-206256],[89641,-213402],[168343,158806],[188269,77128],[-99897,-49856],[-149783,-149793],[158118,-58255]],[[105365,0],[-3108,-3108],[0,178241],[-111119,0],[-116348,-116348],[0,217767],[-168345,0],[-214060,-214060],[0,122319],[224869,0],[4970,4970],[0,-214707]],[[-103785,0],[-5586,-5586],[0,-181423],[-205419,0],[232335,232335],[0,81729],[-167661,0],[-240795,-240795],[0,103993],[149957,0],[69885,69885],[0,64913]],[[-797,-1266],[-27196,-45242],[92151,104743],[-44471,148748],[168834,-79232],[108237,14997],[32963,122604],[-158806,-237776],[-109707,111141],[199503,99606],[149793,74928],[8324,216373]],[[-783,-314],[27196,53936],[-95333,-104743],[-163279,167790],[-168834,-36755],[191259,-14997],[-221245,213402],[158806,168343],[-188269,-111141],[-50041,49856],[-149793,-149783],[-158118,-216373]]]>,<3,6,6,[[3,1,2,6,4,5],[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5],[3,1,2,6,4,5]],[1,2,3,4,5,6],[1,3,4],[1,4],[[[3,1,2,6,4,5],[1,3,2,4,6,5]],[[3,1,2,6,4,5]]],20,<[],[279136929,-1699890759,-275048001,-1196775324,-1103223519,-703943037,1]>,[[-236795047,-129076386,219595460,204570258,80273977,98339688],[368944238,473853327,102025685,68780070,20258941,274900076],[78673286,-344776941,65799344,114070161,286887571,14180725],[563903626,-283700508,307932230,355949874,319332509,279154947],[-492287297,-472066632,192923918,77864853,257430635,137328644],[-282438806,-406494327,273984830,341026251,198077834,358357387]]>,<5,4,1,[[3,1,4,2,6,5]],[[1,2,3,4,5,6],[4,3,2,1,5,6],[3,1,4,2,6,5],[2,4,1,3,6,5]],[3,1,4,2,6,5],[1,2,5,5],[1],[[]],20,<[],[2,4,4,0,1]>,[[1074504482259,17034465280148,37313631196011,-13687077062693],[-34955867135763,-41974655009424,8272872133951,-38125838774202],[40444430863720,-38887039764828,43658531636847,-36582845776305],[-41161743456327,-31540202146521,6122396673816,-6971670027425],[-4103854287132,-2590861183395,-2749102054770,-2122748212195],[555556876993,2590861183395,2749102054770,2122748212195]]>*] [x,x^2-x+1,x^3-6,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,7]>,<1,3,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5],[3,6,3],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,7]>,<2,2^2*3^5,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1]]],[2,3,5],[6,6,3],1,[1.000000000,1.166863915,1.033577855],<"notfaithful",0>,[6,7]>,<3,2^4*3^6,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1]]],[2,3,5],[6,6,5],1,[1.000000000,1.164971604,1.030928121],<"3.2e4_3e6.6t8.2",1>,[6,7]>,<3,2^4*3^5,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,5],[6,7,5],1,[1.000000000,0.8909906994,1.045327017],<"3.2e4_3e5.4t5.2",1>,[6,7]>]
