x^2-x+215 -859 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[1315],[-1314]] 2 [2,2,1,1,2,1,1,2,2,2,1,2,1,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,2,1,2,1,2,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,2,1,2,2,1,2,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<859,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[184685,859,1]>,[[-429,-1],[430,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[859],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,859,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[859],[3],1,[1.000000000,0.7503283066,0.7638944359],<"1.859.2t1.1",1>,[2,1]>]
x^4-5*x^2-2*x+5 -2^4*677 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 5 x^2+4*x+2 5 [[690,0],[-502,251],[-1506,-251],[1318,0]] 3 [2,4,3,4,4,2,5,4,2,3,2,4,4,2,4,5,5,5,4,5,3,5,4,3,4,2,3,5,3,4,3,4,2,5,4,2,4,5,3,4,4,5,3,4,5,3,3,3,4,5,5,2,5,3,3,3,5,4,4,5,3,4,3,4,3,4,4,2,5,3,4,4,4,5,2,5,5,3,2,3,4,4,3,3,4,1,4,4,4,4,5,5,4,4,3,2,5,5,4,4,3,3,4,3,5,2,3,4,3,5,4,4,4,5,5,1,5,4,4,4,2,4,3,3,3,4,3,4,2,4,3,1,2,3,2,3,4,2,5,4,3,2,3,5,2,4,3,3,5,4,3,4,1,3,4,4,4,5,5,3,4,4,4,3,5,5,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,8,4,[[1,2,4,3],[4,3,2,1]],[[1,2,3,4],[2,1,4,3],[4,3,2,1],[2,1,3,4],[3,4,2,1]],[4,3,2,1],[1,2,2,3,5],[2],[[[2,1,4,3],[1,2,4,3]]],20,<<[],[1,1,1]>,[[449438,-174040],[400104,-370364],[7236,328664],[284742,-304756],[1,0]]>,[[[173444,-173471],[120570,-85824],[134219,-65620],[6486,34813]],[[-173930,172499],[-120570,85824],[-134219,65620],[-6486,-34813]],[[22051,-242463],[-254120,93438],[-226533,116960],[132231,-62159]],[[-21565,243435],[254120,-93438],[226533,-116960],[-132231,62159]]]>,<677,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[2,672,1]>,[[126006408786290096816031110254029020516424650270905817010,0],[-77494223245876335611103208341920833426788117207247035951,0],[1,0]]>,[[[-120308707276783174913846768793502187401484668128688864202,122106182219631184597465635510790837280985588061814975782],[0,0]],[[42814484030906839302743560451581353974696550921441827695,-122106182219631184597465635510790837280985588061814975782],[0,0]],[[77494223245876335611103208341920833426788117207247036229,0],[-1,0]],[[278,0],[1,0]]]>*] [x,x^2+677,x^3+2*x-20,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,677],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,2^2*677,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,677],[6,6],1,[1.000000000,1.811118211,1.122496924],<"notfaithful",0>,[4,5]>,<2,2^2*677,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[2,677],[6,6],1,[1.000000000,1.348689372,1.170904510],<"notfaithful",0>,[4,5]>,<3,2^6*677^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1]],[[1],[1]]],[2,677],[6,7],1,[0,0,0],<"3.2e6_677e2.6t8.1",1>,[4,5]>,<3,2^4*677,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1]],[[1],[0],[-1]]],[2,677],[6,7],1,[1.000000000,0.6998730643,0.8253162518],<"3.2e4_677.4t5.1",1>,[4,5]>]
x^5-2*x^4+6*x^3-11*x^2-26*x+156 3^2*13^2*17^2*37^2 1 2 10 "D10" [[3,5,1,4,2],[2,1,3,5,4]] [<1,1,[1,2,3,4,5]>,<2,5,[3,5,1,4,2]>,<5,2,[3,4,2,5,1]>,<5,2,[2,5,4,1,3]>] [[1,1,1,1,1],[1,2,2],[5]] 11 x^2+7*x+2 8 [[-103277146,-74176888],[-12756692,74176888],[83997424,0],[-95021664,-62348375],[-87300801,62348375]] 2 [2,1,3,4,2,1,1,4,2,2,2,1,2,2,3,2,2,3,2,2,3,4,1,2,2,2,2,4,2,2,3,2,3,2,3,2,3,2,1,3,4,2,4,2,2,3,2,2,4,2,4,2,2,3,3,2,4,2,4,2,3,4,2,2,4,2,4,2,2,2,2,4,2,4,3,2,3,1,1,3,3,3,4,4,1,2,4,4,2,3,1,4,2,2,2,2,4,4,2,2,3,2,4,1,2,4,2,4,2,2,4,2,2,1,1,3,2,4,2,2,3,2,4,4,3,3,2,3,2,2,2,2,2,2,3,3,4,3,4,2,1,2,2,4,2,2,2,2,2,4,4,3,2,3,3,2,2,2,4,2,1,2,3,2,2,2,3,4] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x+1324674,4>,<x-1324674,3>]*]] [*<2,2,1,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,3,2,5,4],[1,2],[1],[[]],20,<[],[1,1,1]>,[[420045,0],[482098,149777],[332321,-149777],[-45996,93894],[-139890,-93894]]>,<3,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[-126801660,224845167,1]>,[[-1098837147,0],[387420491,65715842],[223690694,321704647],[-1,3],[100305476,129140160]]>,<13,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[1475365581017442953449,562295213558061125324,1]>,[[-304356789153127276040,0],[-562295213558061125324,-1],[0,1],[-2783976167565695337055,-69932206592598442150],[3650628170276883738421,69932206592598442150]]>,<17,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[1800957842640567357366657,-1472364861907507593734948,1]>,[[-425116677742414948219531,0],[1472364861907507593734961,-1],[13,1],[1033105393017876785195018,97366876437679675440643],[1983877829464603091691142,-97366876437679675440643]]>,<37,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[-8273400110777266502458198476565,1751699085062501855270657143157,1]>,[[10815597246934552622693229184760,0],[-1751699085062501855270657143131,-1],[26,1],[3885356756278018555379933466665,-306809128398214156003710619252],[10173228748511089403883748278483,306809128398214156003710619252]]>*] [x,x^2-x+6133,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,13,17,37],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,3*13*17*37,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,13,17,37],[2,5,5,5,5],1,[1.000000000,0.8023285341,0.8414100495],<"notfaithful",0>,[5,2]>,<2,3*13*17*37,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,13,17,37],[2,5,5,5,5],1,[1.000000000,1.767121927,1.151363059],<"2.3_13_17_37.5t2.1",1>,[5,2]>,<2,3*13*17*37,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,13,17,37],[2,5,5,5,5],1,[1.000000000,1.901593346,1.196005516],<"2.3_13_17_37.5t2.1",2>,[5,2]>]
x^6+2*x^4-x^2+16 -2^10*3^2*37^2 0 3 48 "C2*S4" [[3,2,1,6,5,4],[4,2,3,1,5,6],[3,1,2,6,4,5]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[1,5,3,4,2,6]>,<2,3,[4,5,3,1,2,6]>,<2,6,[3,2,1,6,5,4]>,<2,6,[3,5,1,6,2,4]>,<3,8,[3,1,2,6,4,5]>,<4,6,[2,4,3,5,1,6]>,<4,6,[2,4,6,5,1,3]>,<6,8,[3,4,2,6,1,5]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 41 x^2+38*x+6 10 [[5282575031175325,-6196840937822344],[2016745091087234,0],[845336914318821,-6196840937822344],[-5282575031175325,6196840937822344],[-2016745091087234,0],[-845336914318821,6196840937822344]] 6 [1,3,9,10,10,7,7,10,10,9,8,1,5,2,6,7,8,4,8,6,7,8,10,7,9,4,6,10,7,4,10,6,9,6,1,10,9,10,10,7,6,9,10,9,7,6,6,3,8,9,9,3,5,6,7,8,7,3,7,7,10,7,8,3,9,4,3,7,6,5,4,6,10,5,8,10,5,5,7,9,10,4,10,7,6,3,1,9,9,6,8,10,8,10,10,3,7,9,3,7,10,9,8,7,8,5,8,5,8,7,8,9,9,8,8,9,10,10,5,3,7,7,7,6,8,5,7,8,6,9,6,8,3,7,9,9,7,8,5,7,6,7,10,8,7,8,7,7,10,8,9,5,10,8,10,3,6,5,4,1,8,9,8,3,7,6,6,7] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2-3*x+1>,[<x^3+12*x^2-288*x-31104,4>,<x^6-24*x^5+216*x^4-92448*x^3+2251152*x^2-30481920*x-173000448,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x+12,2>,<x^6+24*x^5+216*x^4+92448*x^3+2251152*x^2+30481920*x-173000448,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<2,8,8,[[1,2,6,5,4,3],[1,2,4,3,5,6]],[[1,2,3,4,5,6],[1,2,4,3,6,5],[1,2,6,5,4,3],[1,2,3,4,6,5],[1,2,6,5,3,4]],[1,2,3,4,5,6],[1,4,5,3,8],[2,4,6],[[[1,2,6,5,4,3],[1,2,4,3,5,6]],[[1,2,4,3,6,5],[1,2,6,5,4,3]],[[1,2,4,3,6,5]]],20,<[],[175778,64112,86284,-484336,399430,167368,497952,157356,1]>,[[44988,0,0,0,0,0,0,0],[-44988,0,0,0,0,0,0,0],[-57315,-7878,68499,22959,35895,86226,52250,89751],[57315,7878,-68499,-22959,95177,44846,78822,41321],[93581,-130040,-47351,-56533,129561,75392,17601,78703],[-93581,130040,47351,56533,1511,55680,113471,52369]]>,<3,4,2,[[1,2,4,3,6,5],[2,1,3,4,5,6]],[[1,2,3,4,5,6],[2,1,3,4,5,6],[1,2,4,3,6,5],[2,1,4,3,6,5]],[2,1,3,4,5,6],[1,3,5,6],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,2,1]>,[[274815384,0],[-370585092,0],[1,0]]>,[[[1165960133,1165960133],[0,0]],[[-1165960133,-1165960133],[0,0]],[[-50506189,0],[387420486,0]],[[2,0],[3,0]],[[-2,0],[387420486,0]],[[50506189,0],[3,0]]]>,<37,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,5],[1],[[[1,2,4,3,6,5]]],20,<[],[-1892003259852792878940758626733,4427237137130294320682117838588,1]>,[[-7697221677544773000044688190542,0],[7697221677544773000044688190542,0],[-4427237137130294320682117838564,-1],[24,1],[-24,-1],[4427237137130294320682117838564,1]]>*] [x,x^2-222,x^2+222,x^2+1,x^6-2*x^5-7*x^4-4*x^3+28*x^2+48*x-186,x^3-x^2+9*x+3,x^4+4*x^2-12*x+1,0,0,x^4+4*x^2-12*x+1] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,37],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,2^3*3*37,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,37],[11,11,11],1,[1.000000000,0.7647262465,0.9398982425],<"notfaithful",0>,[6,11]>,<1,2^3*3*37,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,37],[11,11,11],1,[1.000000000,1.265099359,1.001374493],<"notfaithful",0>,[6,11]>,<1,2^2,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,37],[11,2,1],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[6,11]>,<2,2^5*3*37,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1]],[[1],[1]],[[1],[-1]]],[2,3,37],[11,12,13],1,[1.000000000,0.9336520057,0.9231197883],<"notfaithful",0>,[6,11]>,<2,2^3*3*37,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,3,37],[11,11,11],1,[1.000000000,2.032890098,1.441517730],<"notfaithful",0>,[6,11]>,<3,2^9*3*37,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1]],[[1],[0],[-1]],[[1],[-2],[1]]],[2,3,37],[11,12,13],1,[1.000000000,0.9217458789,0.9729741102],<"notfaithful",0>,[6,11]>,<3,2^7*3*37,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1],[-1]],[[1],[0],[-1]],[[1],[-2],[1]]],[2,3,37],[11,12,13],1,[1.000000000,1.719623871,1.295401667],<"3.2e7_3_37.6t11.1",1>,[6,11]>,<3,2^10*3^2*37^2,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1]],[[1],[-1]]],[2,3,37],[11,12,12],1,[0,0,0],<"3.2e10_3e2_37e2.6t11.1",1>,[6,11]>,<3,2^10*3^2*37^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1]],[[1],[1]],[[1],[-1]]],[2,3,37],[11,12,13],1,[0,0,0],<"notfaithful",0>,[6,11]>]
x^6-2*x^5+2*x^4-4*x^3+25*x^2-30*x+18 -2^10*3^2*37^2 0 3 12 "D12" [[3,6,1,5,4,2],[2,1,6,5,4,3],[1,5,3,6,2,4]] [<1,1,[1,2,3,4,5,6]>,<2,1,[3,6,1,5,4,2]>,<2,3,[2,1,6,5,4,3]>,<2,3,[6,3,2,4,5,1]>,<3,2,[6,5,2,1,3,4]>,<6,2,[5,1,4,2,6,3]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 29 x^2+24*x+2 6 [[-285879475,0],[-134848549,-128951391],[-104899037,0],[213591118,-277318047],[-14131770,128951391],[-268655606,277318047]] 3 [1,2,4,6,6,5,5,6,6,4,3,1,4,2,3,5,3,1,3,3,5,3,6,5,4,1,3,6,5,1,6,3,4,3,1,6,4,6,6,5,3,4,6,4,5,3,3,2,3,4,4,2,4,3,5,3,5,2,5,5,6,5,3,2,4,1,2,5,3,4,1,3,6,4,3,6,4,4,5,4,6,1,6,5,3,2,1,4,4,3,3,6,3,6,6,2,5,4,2,5,6,4,3,5,3,4,3,4,3,5,3,4,4,3,3,4,6,6,4,2,5,5,5,3,3,4,5,3,3,4,3,3,2,5,4,4,5,3,4,5,3,5,6,3,5,3,5,5,6,3,4,4,6,3,6,2,3,4,1,1,3,4,3,2,5,3,3,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+8,2>,<x^3+16*x^2+302*x-1648,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,4,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[1,2,3,4,5,6],[1,2,4,3],[2,4],[[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,4,3,6,5]]],20,<[],[241394,-44444,-257350,-44440,1]>,[[32344,213598,-99229,190830],[-76786,-213598,99229,-190830],[1,1,0,0],[-67089,81355,17326,62316],[96717,-122697,-95703,-69723],[14815,41341,78377,7407]]>,<3,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,2,4,3],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,2,1]>,[[-513673104,-513673104],[0,681610803],[1,0]]>,[[[0,294190311],[0,0]],[[573880845,-294190311],[0,0]],[[0,-681610802],[-1,0]],[[0,1],[1,0]],[[1363221604,681610802],[-1,-1]],[[-2,-1],[1,1]]]>,<37,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[6339835984789104221089099827554,9756830957007441151392347169159,1]>,[[5868598866326006199983733000187,0],[-7690487432591143948366224267902,0],[-9756830957007441151392347169136,-1],[23,1],[-3060596580971631024346889261883,138640144736382184918951392689],[-8483167562416948802564526088088,-138640144736382184918951392689]]>,<61,1,1,[],[[1,2,3,4,5,6]],[1,2,3,4,5,6],[1],[1],[[]],20,[],[-50580362731352515380426560031275250,148052309221644438063483577106269230,-216402088555534501598616946296003220,-187635389328071076931607365210804160,2015173212441630587606610362641779,-4101282080244824046243668295015794]>*] [x,x^2+222,x^2+1,x^2-222,x^3-x^2+9*x+3,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,37,61],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^3*3*37,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,37,61],[7,7,7,1],1,[1.000000000,1.265099359,1.001374493],<"notfaithful",0>,[6,3]>,<1,2^2,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,37,61],[7,2,1,1],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[6,3]>,<1,2^3*3*37,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,37,61],[7,7,7,1],1,[1.000000000,0.7647262465,0.9398982425],<"notfaithful",0>,[6,3]>,<2,2^3*3*37,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,3,37,61],[7,7,7,1],1,[1.000000000,2.032890098,1.441517730],<"notfaithful",0>,[6,3]>,<2,2^5*3*37,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[1]],[[1],[-1]]],[2,3,37,61],[7,8,9,1],1,[1.000000000,0.9336520057,0.9231197883],<"2.2e5_3_37.6t3.6",1>,[6,3]>]
