x^2-x+12647 -50587 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[65],[-64]] 2 [2,2,2,1,2,1,2,2,1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2,1,2,2,1,1,2,1,2,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<50587,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[639773789,50587,1]>,[[-25293,-1],[25294,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[50587],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,50587,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[50587],[3],1,[1.000000000,0.4888757043,0.7023786362],<"1.50587.2t1.1",1>,[2,1]>]
x^6-x^5+2*x^4-2*x^3+2*x^2+1 -50587 0 3 720 "S6" [[2,1,3,4,5,6],[2,3,4,5,6,1]] [<1,1,[1,2,3,4,5,6]>,<2,15,[2,1,4,3,6,5]>,<2,15,[2,1,3,4,5,6]>,<2,45,[2,1,4,3,5,6]>,<3,40,[2,3,1,5,6,4]>,<3,40,[2,3,1,4,5,6]>,<4,90,[2,3,4,1,6,5]>,<4,90,[2,3,4,1,5,6]>,<5,144,[2,3,4,5,1,6]>,<6,120,[2,3,4,5,6,1]>,<6,120,[2,3,1,5,4,6]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,1,3],[1,1,2,2],[1,1,4],[1,2,3],[1,5],[2,2,2],[2,4],[3,3],[6]] 271 x^2+269*x+6 5 [[97980948475,0],[-692126245534,702112816713],[206613704303,27109697647],[222406589015,-27109697647],[455366404299,-702112816713],[-290241400557,0]] 2 [10,8,10,7,10,5,8,11,9,11,7,8,11,9,7,9,5,11,9,6,7,5,11,11,9,6,8,11,10,11,11,10,9,9,7,8,9,11,6,10,9,10,11,5,9,7,7,9,9,10,7,6,11,9,9,9,8,4,10,5,9,9,7,9,9,11,9,7,7,11,11,9,7,2,3,10,7,7,8,8,7,9,8,9,8,6,10,10,8,11,8,8,9,11,11,9,9,7,7,8,11,4,10,8,11,10,9,5,9,11,9,8,9,10,11,4,8,10,6,5,10,7,11,9,8,11,7,8,11,9,10,9,9,6,4,11,5,9,9,7,6,6,6,10,8,7,6,11,3,7,9,7,10,8,10,11,11,10,11,7,6,11,9,10,7,9,9,10] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,1,3],"CYC",0,6*],[*[1,1,2,2],"CYC",0,4*],[*[1,1,4],"CYC",0,8*],[*[1,2,3],"CYC",0,11*],[*[1,5],"CYC",0,9*],[*[2,2,2],"CYC",0,2*],[*[2,4],"CYC",0,7*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,10*]] [*<50587,8,2,[[1,2,3,4,6,5],[4,1,2,3,5,6]],[[1,2,3,4,5,6],[3,4,1,2,5,6],[1,2,3,4,6,5],[3,4,1,2,6,5],[4,1,2,3,5,6],[2,3,4,1,5,6],[4,1,2,3,6,5],[2,3,4,1,6,5]],[4,1,2,3,5,6],[1,4,3,2,8,8,7,7],[1],[[[1,2,3,4,6,5]]],20,<<[],[14,41596,2,0,1]>,[[5229330765602138451239873229146267632250305501295219292515172294809085242962993752460934525225,0,0,0],[-143220444465891260961936312537440030831972574426526496629266895257811604679616773317412036565,0,0,0],[1,0,0,0]]>,[[[-4739247648520414562370930365145150415661591484346995760628543305949466663544985934413667248726,1667886166918083777125945449789221351633377624894248905497137208184264662486019473077424600870,1424120452257223713296938944421843460035610006962465883999947987764120381404641142198926909788,-4521072043767516103116935938480122941662404795403794004137284956139686545533480234346608129739],[0,0,0,0]],[[-959186846501643660715526680811971381871652456144670780065634537769886471798574317501992958012,2703420179254465233387781446811942831828055546916382931234242249351270934561044672567291106723,1489750613862824599552014059769508201402227220894664219236482389636045405559229160478887309833,4642410217688434177383237669243324628356988039246349666567569698615636791299101195502993425593],[0,0,0,0]],[[5067942194894063074617834582681080276030215109718995667163552557475246577595697051263505082411,2384439744765965180474139993320286776864327459987347706501430502794316394801774385725199917084,-4393476123071518003873197949218914361880915781531059170991214067507406733430065518785728889639,-2097984132884058302597169192928971909786265220016270152891366037438969772740750058577180420552],[0,0,0,0]],[[487271855662103887506686150738601490671056256346144376901358390986294953068246427334743081763,5288468852394153503587591956153097526196361758796765009888488724735895405833843206292582290124,1479605056951469691024244945027562700443078553673929067754783690107240946466195216107914670018,1976645958963140228330867462165770223091681976173714490461081294963019526975129097420795124698],[0,0,0,0]],[[143220444465891260961936312537440030831972574426526496629266895257811604679616773317412039565,0,0,0],[-1,0,0,0]],[[3000,0,0,0],[1,0,0,0]]]>*] [x,x^2-x+12647,0,0,0,0,0,0,0,0,0] [1,2,3,4,5,6,7,8,9,10,11] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[50587],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,16]>,<1,50587,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[50587],[12],1,[1.000000000,0.4888757043,0.7023786362],<"notfaithful",0>,[6,16]>,<5,50587,1,[[5],[-1],[3],[1],[-1],[2],[-1],[1],[0],[-1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[0],[0],[0],[-1]]],[50587],[12],1,[1.000000000,0.4624526427,0.7848860105],<"5.50587.6t16.1",1>,[6,16]>,<5,50587^2,1,[[5],[-3],[1],[1],[2],[-1],[-1],[-1],[0],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[1],[1],[1]]],[50587],[12],1,[0,0,0],<"5.50587e2.12t183.1",1>,[6,16]>,<5,50587^4,1,[[5],[1],[-3],[1],[-1],[2],[-1],[-1],[0],[1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[1]]],[50587],[12],1,[0,0,0],<"5.50587e4.12t183.1",1>,[6,16]>,<5,50587^3,1,[[5],[3],[-1],[1],[2],[-1],[-1],[1],[0],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1]]],[50587],[12],1,[0,0,0],<"5.50587e3.6t16.1",1>,[6,16]>,<9,50587^3,1,[[9],[3],[3],[1],[0],[0],[1],[-1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[0],[0],[-2],[-2],[0],[0],[1],[1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[-1],[0],[-1],[0],[1]]],[50587],[12],1,[0,0,0],<"9.50587e3.10t32.1",1>,[6,16]>,<9,50587^6,1,[[9],[-3],[-3],[1],[0],[0],[1],[1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[-1],[1],[-1]]],[50587],[12],1,[0,0,0],<"9.50587e6.20t145.1",1>,[6,16]>,<10,50587^6,1,[[10],[2],[-2],[-2],[1],[1],[0],[0],[0],[-1],[1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]]],[50587],[12],1,[0,0,0],<"10.50587e6.30t176.1",1>,[6,16]>,<10,50587^4,1,[[10],[-2],[2],[-2],[1],[1],[0],[0],[0],[1],[-1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[0],[1],[0],[-1],[0],[-1]]],[50587],[12],1,[0,0,0],<"10.50587e4.30t176.1",1>,[6,16]>,<16,50587^8,1,[[16],[0],[0],[0],[-2],[-2],[0],[0],[1],[0],[0]],[[[1],[-16],[120],[-560],[1820],[-4368],[8008],[-11440],[12870],[-11440],[8008],[-4368],[1820],[-560],[120],[-16],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[-1],[0],[0],[0],[-3],[3],[0],[0],[0],[3],[-3],[0],[0],[0],[-1],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[0],[0],[-2],[0],[0],[0],[1]]],[50587],[12],1,[0,0,0],<"16.50587e8.36t1252.1",1>,[6,16]>]
x^5-60*x^3-80*x^2+260*x-1056 -2^8*5^8*7^3 3 1 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 113 x-1 5 [[754978089],[1552907838],[2388921739],[5630689508],[8096854619]] 2 [1,5,5,1,4,5,5,5,4,6,5,6,5,4,5,6,5,7,4,3,5,6,5,7,2,5,5,6,3,1,4,2,6,5,6,6,5,4,7,7,3,2,4,3,4,2,4,7,2,7,4,6,7,5,2,3,2,5,6,3,2,5,5,7,5,6,4,3,4,7,5,6,7,6,3,5,4,7,3,5,7,3,4,5,7,3,3,6,5,6,2,2,4,6,3,5,2,5,2,4,4,6,5,4,6,5,2,7,4,7,5,6,4,7,6,6,5,5,4,6,5,4,5,6,7,6,4,5,2,7,6,4,3,3,5,7,5,7,7,4,7,3,6,6,5,7,5,2,7,3,6,7,4,7,3,4,3,5,5,2,6,3,6,5,3,5,4,5] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,4,4,[[1,5,4,3,2],[1,3,2,5,4]],[[1,2,3,4,5],[1,5,4,3,2],[1,3,2,5,4],[1,4,5,2,3]],[1,2,3,4,5],[1,3,3,3],[2,4],[[[1,5,4,3,2],[1,3,2,5,4]],[[1,5,4,3,2]]],20,<[],[198,52,8462,99320,1]>,[[-97784,131072,0,131072],[-12232,-16120,12745,12577],[-14756,-2528,10765,15817],[8772,-9096,8823,287],[-15072,-5024,435,4087]]>,<5,20,5,[[4,1,2,5,3],[1,5,2,3,4]],[[1,2,3,4,5],[5,3,2,4,1],[3,1,5,4,2],[2,5,1,4,3],[4,1,2,5,3]],[1,5,2,3,4],[1,3,5,5,6],[2],[[[4,1,2,5,3]]],20,<<[],[2,4,4,0,1]>,[[-935,0,0,0],[-75,0,0,0],[-250,0,0,0],[-50,0,0,0],[5,0,0,0],[1,0,0,0]]>,[[[1,0,0,0],[1,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[-8713661413459,4402382928810,-3686962476445,-2036036014200],[1563397205006,5488270184910,986778598090,-8084005967110],[-1431057582198,-1759637402284,1244897852842,1236180414456],[-1074240144813,-314734677456,-1383652407390,564354889989],[112775031664,-1063112755220,447458279106,-1532279597391]],[[-4093941104074,7694405045525,-9317724600295,3257712171495],[5290264041256,9332951501080,8582315538720,-5547579539405],[-728739455936,25872726887,-547020108111,-1149798835113],[1670889234334,-1033772926121,-384300221354,-1729968284736],[-536999216657,1733466172908,1451061873849,1396757188965]],[[2685407074396,-7674597027685,-7055395947430,-2348552980300],[1633180133431,8007353666065,-2057052802740,326304718960],[-1096557425677,-898107815131,-1017269953632,1584226582404],[82900856713,1622415479272,704540013181,829506031992],[683921662086,-1897274513905,121021961144,1418858335141]],[[-8951290884989,-4422190946650,986596696045,1126876823005],[-8486841379694,-3755089023930,-7512041334070,-5768205540570],[-558342801814,-1182824775097,319392208901,-1670608161747],[-679549946234,-273907875695,1063412615563,336107362755],[-259697477093,1226921096217,1795155151526,-1283335926715]]]>,<7,6,6,[[2,1,5,3,4]],[[1,2,3,4,5],[2,1,3,4,5],[1,2,4,5,3],[1,2,5,3,4],[2,1,5,3,4],[2,1,4,5,3]],[1,2,3,4,5],[1,2,4,4,7,7],[1],[[[2,1,5,3,4]]],20,<[],[15732740472006712,-7687309076850270,-30687570301323537,-22512378096615274,38563604374963241,-38310914861046471,1]>,[[-13827394981407946,26632029730264749,-19277490060430910,-5266715674205056,1786372661545794,624781804403587],[38877477637972770,-26632029730264749,19277490060430910,5266715674205056,-1786372661545794,-624781804403587],[-31609985775628586,31639980158365236,2071371851327804,-3769003663218451,-3266148011986699,-2499953552885138],[16281322147338188,-18811494460644613,-1693105408999324,706652751167104,1016470982265234,-2404710282113909],[-9721419028274426,-12828485697720623,-378266442328480,3062350912051347,2249677029721465,4904663834999047]]>*] [x,x^2-x+2,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,7],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,7,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,7],[1,2,8],1,[1.000000000,1.187410412,1.151925471],<"notfaithful",0>,[5,5]>,<4,2^8*5^8*7^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[-1]],[[1]]],[2,5,7],[8,9,8],1,[0,0,0],<"4.2e8_5e8_7e3.10t12.2",1>,[5,5]>,<4,2^8*5^8*7^3,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-1]],[[1]]],[2,5,7],[8,9,8],1,[0,0,0],<"4.2e8_5e8_7e3.5t5.1",1>,[5,5]>,<5,2^8*5^8*7^4,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-2],[1]],[[1],[1]],[[1],[-1]]],[2,5,7],[8,9,10],1,[0,0,0],<"5.2e8_5e8_7e4.10t13.15",1>,[5,5]>,<5,2^8*5^8*7^5,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-2],[1]],[[1],[-1]],[[1]]],[2,5,7],[8,9,10],1,[0,0,0],<"5.2e8_5e8_7e5.6t14.2",1>,[5,5]>,<6,2^16*5^8*7^5,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1]],[[1],[0],[1]],[[1],[-1]]],[2,5,7],[8,9,10],1,[0,0,0],<"6.2e16_5e8_7e5.20t35.2",1>,[5,5]>]
