x^2-x+173 -691 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[777],[-776]] 2 [2,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,2,1,1,2,1,2,2,1,2,1,2,2,1,2,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<691,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[119543,691,1]>,[[-345,-1],[346,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[691],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,691,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[691],[3],1,[1.000000000,0.5975590847,0.7501067341],<"1.691.2t1.1",1>,[2,1]>]
x^6-10*x^2-40 2^13*5^5 2 2 48 "C2*S4" [[3,2,1,6,5,4],[1,2,6,4,5,3],[2,3,1,5,6,4]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[1,5,3,4,2,6]>,<2,3,[1,5,6,4,2,3]>,<2,6,[3,2,1,6,5,4]>,<2,6,[3,5,1,6,2,4]>,<3,8,[2,3,1,5,6,4]>,<4,6,[1,6,2,4,3,5]>,<4,6,[4,6,2,1,3,5]>,<6,8,[2,6,1,5,3,4]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 37 x^2+33*x+2 10 [[217169753741911,0],[-1750408534498121,1937432154861829],[-1634511568911408,1937432154861829],[-217169753741911,0],[1750408534498121,-1937432154861829],[1634511568911408,-1937432154861829]] 5 [3,7,5,6,10,9,10,10,8,8,9,5,7,4,8,9,3,6,7,9,10,5,7,7,3,6,8,7,6,10,8,3,10,10,8,5,9,7,8,5,10,8,9,10,9,5,10,6,1,6,3,9,7,10,3,8,6,9,9,4,7,5,7,5,3,5,10,10,7,6,3,5,6,9,10,6,8,5,7,7,10,6,5,10,9,7,7,10,6,6,4,9,8,2,3,6,8,7,7,6,7,9,4,7,3,10,7,10,5,7,6,9,2,2,9,4,4,6,5,10,8,2,5,7,10,8,6,5,8,9,3,8,9,5,7,7,9,4,9,4,3,8,6,7,8,5,9,10,10,8,5,4,7,6,4,5,9,4,10,8,4,10,6,10,10,6,5,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2-3*x+1>,[<x^3-1440*x+69120,4>,<x^6+720*x^4+224640*x^3-907200*x^2+167961600*x-1828915200,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x,2>,<x^6+720*x^4-224640*x^3-907200*x^2-167961600*x-1828915200,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<2,16,8,[[1,2,6,5,3,4],[2,1,4,3,6,5],[1,2,3,4,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,4,3,6,5],[2,1,3,4,5,6],[1,2,3,4,6,5],[2,1,4,3,5,6],[1,2,6,5,4,3],[2,1,5,6,3,4],[1,2,6,5,3,4],[2,1,5,6,4,3]],[1,2,3,4,6,5],[1,2,4,3,3,4,5,6,8,9],[2,4,8],[[[1,2,6,5,3,4],[2,1,4,3,6,5]],[[1,2,6,5,3,4]],[[1,2,4,3,6,5]]],20,<<[],[1,1,1]>,[[193666,0],[-478632,0],[-500316,0],[42584,0],[-3074,0],[-165496,0],[-289708,0],[8,0],[1,0]]>,[[[62102,0],[20744,0],[-35012,0],[-51272,0],[53550,0],[3776,0],[44320,0],[65536,0]],[[-62102,0],[-20744,0],[35012,0],[51272,0],[-53550,0],[-3776,0],[-44320,0],[65536,0]],[[-45334,0],[35496,0],[-30851,0],[42447,0],[34768,0],[61156,0],[13994,0],[30086,0]],[[45334,0],[-35496,0],[30851,0],[-42447,0],[-34768,0],[-61156,0],[51542,0],[35450,0]],[[-63352,4368],[-11338,-22676],[57013,-17046],[-22177,-44354],[23856,47712],[-19130,-38260],[27371,54742],[31997,63994]],[[63352,-4368],[11338,22676],[-57013,17046],[22177,44354],[-23856,-47712],[19130,38260],[38165,10794],[33539,1542]]]>,<5,12,6,[[2,3,4,5,6,1],[1,6,5,4,3,2]],[[1,2,3,4,5,6],[4,5,6,1,2,3],[1,6,5,4,3,2],[2,1,6,5,4,3],[3,4,5,6,1,2],[2,3,4,5,6,1]],[1,6,5,4,3,2],[1,2,5,6,7,10],[1],[[[2,3,4,5,6,1]]],20,<<[],[2,4,1]>,[[-40,0],[0,0],[-10,0],[0,0],[0,0],[0,0],[1,0]]>,[[[0,0],[-1,0],[0,0],[0,0],[0,0],[0,0]],[[0,0],[6638716536948,-100017110727],[0,0],[3831068579417,2215128190703],[0,0],[-2281521722298,2809726356237]],[[0,0],[-7038784979856,-100017110727],[0,0],[5029444183395,2215128190703],[0,0],[-5553059180879,2809726356237]],[[0,0],[1,0],[0,0],[0,0],[0,0],[0,0]],[[0,0],[-6638716536948,100017110727],[0,0],[-3831068579417,-2215128190703],[0,0],[2281521722298,-2809726356237]],[[0,0],[7038784979856,100017110727],[0,0],[-5029444183395,-2215128190703],[0,0],[5553059180879,-2809726356237]]]>,<7,2,1,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[2,1,4,3,6,5],[1,6],[1],[[]],20,<[],[3,6,1]>,[[16610896911022318,-21060456462196561],[-16610896911022318,21060456462196561],[4596410415743152,4725124939503220],[-956548850529882,-4725124939503220],[956548850529882,4725124939503220],[-4596410415743152,-4725124939503220]]>*] [x,x^2+5,x^2+2,x^2-10,x^6-2*x^5+10*x^2-12*x+4,x^3-x^2+2*x+2,x^4-4*x^2-16*x-18,0,0,x^4-4*x^2-16*x-18] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,7],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,2^2*5,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,7],[11,11,1],1,[1.000000000,1.404962946,1.128043325],<"notfaithful",0>,[6,11]>,<1,2^3,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,7],[11,5,5],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[6,11]>,<1,2^3*5,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,7],[11,11,2],1,[1.000000000,1.150086523,1.092365033],<"notfaithful",0>,[6,11]>,<2,2^5*5^2,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1]]],[2,5,7],[11,11,5],1,[1.000000000,0.8116484689,0.9028905768],<"notfaithful",0>,[6,11]>,<2,2^3*5^2,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,5,7],[11,12,5],1,[1.000000000,1.157104169,1.170674330],<"notfaithful",0>,[6,11]>,<3,2^11*5^2,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1]],[[1],[-1]]],[2,5,7],[11,12,5],1,[1.000000000,1.207462385,1.053706180],<"notfaithful",0>,[6,11]>,<3,2^10*5^3,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1]]],[2,5,7],[11,11,4],1,[1.000000000,0.9109431699,0.9784254777],<"3.2e10_5e3.6t11.5",1>,[6,11]>,<3,2^11*5^3,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1]]],[2,5,7],[11,11,3],1,[1.000000000,1.268693252,1.026029952],<"3.2e11_5e3.6t11.4",1>,[6,11]>,<3,2^8*5^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1],[1]]],[2,5,7],[11,11,3],1,[1.000000000,0.5782101239,0.7619370556],<"notfaithful",0>,[6,11]>]
x^6-10*x^4+35*x^2-40 2^13*5^5 2 2 48 "C2*S4" [[3,2,1,6,5,4],[1,2,6,4,5,3],[2,3,1,5,6,4]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[1,5,3,4,2,6]>,<2,3,[1,5,6,4,2,3]>,<2,6,[3,2,1,6,5,4]>,<2,6,[3,5,1,6,2,4]>,<3,8,[2,3,1,5,6,4]>,<4,6,[1,6,2,4,3,5]>,<4,6,[4,6,2,1,3,5]>,<6,8,[2,6,1,5,3,4]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 31 x^2+29*x+3 11 [[6832702738658701,-9026489603696289],[4211983124782838,0],[10892344614602059,-9026489603696289],[-6832702738658701,9026489603696289],[-4211983124782838,0],[-10892344614602059,9026489603696289]] 5 [1,7,5,8,10,9,10,10,6,8,5,9,7,4,8,5,3,8,7,9,10,9,7,7,3,8,8,7,8,10,6,2,10,10,8,9,5,7,8,5,10,6,5,10,5,5,10,6,4,6,2,9,7,10,3,6,6,5,9,4,7,9,7,9,3,5,10,10,7,8,3,9,6,5,10,8,6,5,7,7,10,6,9,10,9,7,7,10,6,6,4,5,6,3,2,6,6,7,7,6,7,9,4,7,3,10,7,10,9,7,6,5,3,3,5,4,4,6,9,10,8,3,5,7,10,8,6,9,8,9,3,6,9,5,7,7,9,1,5,4,3,6,6,7,8,5,5,10,10,8,5,4,7,6,4,5,5,4,10,8,4,10,6,10,10,8,9,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2-3*x+1>,[<x^3-60*x^2+1440*x-17280,4>,<x^6+120*x^5+1080*x^4-228960*x^3-1263600*x^2+143078400*x-3671827200,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x-60,2>,<x^6-120*x^5+1080*x^4+228960*x^3-1263600*x^2-143078400*x-3671827200,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<2,8,8,[[2,1,5,6,3,4],[2,1,5,6,4,3]],[[1,2,3,4,5,6],[1,2,4,3,6,5],[2,1,5,6,3,4],[1,2,3,4,6,5],[2,1,5,6,4,3]],[1,2,3,4,5,6],[1,4,6,3,9],[2,4,6],[[[2,1,5,6,3,4],[2,1,5,6,4,3]],[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,4,3,6,5]]],20,<[],[212278,480504,-167804,475928,-458194,447176,-151420,179348,1]>,[[-34728,78568,115208,92476,48478,29040,88998,2256],[34728,-78568,-115208,-92476,82594,102032,42074,128816],[116845,-864,52337,-104339,27916,123001,5370,108959],[-116845,864,-52337,104339,103156,8071,125702,22113],[42333,59502,-119529,72075,76852,96205,127861,65505],[-42333,-59502,119529,-72075,54220,34867,3211,65567]]>,<5,12,6,[[2,3,4,5,6,1],[1,6,5,4,3,2]],[[1,2,3,4,5,6],[4,5,6,1,2,3],[1,6,5,4,3,2],[2,1,6,5,4,3],[3,4,5,6,1,2],[2,3,4,5,6,1]],[1,6,5,4,3,2],[1,2,5,6,7,10],[1],[[[2,3,4,5,6,1]]],20,<<[],[2,4,1]>,[[-40,0],[0,0],[35,0],[0,0],[-10,0],[0,0],[1,0]]>,[[[0,0],[-1,0],[0,0],[0,0],[0,0],[0,0]],[[0,0],[7984296396498,-5577840043102],[0,0],[-8905809735182,489657406037],[0,0],[-2015987740976,8761332401338]],[[0,0],[7851316087344,-5577840043102],[0,0],[-8209046968795,489657406037],[0,0],[-1085655309922,8761332401338]],[[0,0],[1,0],[0,0],[0,0],[0,0],[0,0]],[[0,0],[-7984296396498,5577840043102],[0,0],[8905809735182,-489657406037],[0,0],[2015987740976,-8761332401338]],[[0,0],[-7851316087344,5577840043102],[0,0],[8209046968795,-489657406037],[0,0],[1085655309922,-8761332401338]]]>*] [x,x^2+5,x^2+2,x^2-10,x^6-2*x^5+10*x^2-12*x+4,x^3-x^2+2*x+2,x^4-4*x^2-4*x-3,0,0,x^4-4*x^2-4*x-3] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,2^2*5,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5],[11,11],1,[1.000000000,1.404962946,1.128043325],<"notfaithful",0>,[6,11]>,<1,2^3,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5],[11,5],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[6,11]>,<1,2^3*5,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5],[11,11],1,[1.000000000,1.150086523,1.092365033],<"notfaithful",0>,[6,11]>,<2,2^5*5^2,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1]]],[2,5],[11,11],1,[1.000000000,0.8116484689,0.9028905768],<"notfaithful",0>,[6,11]>,<2,2^3*5^2,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,5],[11,12],1,[1.000000000,1.157104169,1.170674330],<"notfaithful",0>,[6,11]>,<3,2^9*5^2,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1]],[[1],[-1]]],[2,5],[11,12],1,[1.000000000,0.9680256824,1.015170334],<"notfaithful",0>,[6,11]>,<3,2^10*5^3,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1]]],[2,5],[11,11],1,[1.000000000,1.103865369,1.015958498],<"3.2e10_5e3.6t11.6",1>,[6,11]>,<3,2^7*5^3,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1],[-1]],[[1]]],[2,5],[11,12],1,[1.000000000,1.792351951,1.314407060],<"3.2e7_5e3.6t11.2",1>,[6,11]>,<3,2^10*5^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1]],[[1],[1]]],[2,5],[11,12],1,[1.000000000,1.045723515,0.9873574271],<"notfaithful",0>,[6,11]>]
