x^2-x+182 -727 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[-3395],[3396]] 2 [1,2,2,1,2,1,1,2,1,2,2,2,2,1,1,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,1,2,1,1,2,1,1,2,2,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<727,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[132314,727,1]>,[[-363,-1],[364,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[727],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,727,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[727],[3],1,[1.000000000,1.514697887,1.176437097],<"1.727.2t1.1",1>,[2,1]>]
x^4-7076*x^2+35380 2^6*5*29^3*61^3 4 0 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 31 x-1 11 [[5436546198750174],[-8319509045201269],[8319509045201269],[-5436546198750174]] 1 [4,3,1,3,2,4,4,5,3,1,1,4,5,4,3,3,5,1,3,5,3,2,4,2,3,1,4,4,1,3,3,5,3,5,2,5,4,3,4,3,2,5,2,4,4,2,2,3,3,5,3,2,2,2,4,3,5,5,3,5,4,3,4,1,3,3,2,4,4,5,4,1,3,3,5,3,1,3,5,2,5,2,1,4,2,3,5,3,5,4,4,5,4,5,5,3,5,5,3,2,3,3,3,5,2,4,3,3,1,5,3,4,4,5,5,1,3,3,4,5,5,3,4,4,1,5,5,2,3,3,2,4,5,3,5,1,3,3,3,5,5,5,4,3,5,5,3,4,5,4,3,5,3,4,4,5,2,2,4,5,4,3,3,5,4,4,2,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-42456,2>,<x^2-5094720,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,4,3],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[1,2,4,3],[2,1,3,4]],[1,2,4,3],[1,2,4,4],[3],[[[2,1,4,3]]],20,<<[],[1,1,1]>,[[159474,0],[0,0],[1,0]]>,[[[0,0],[1,0]],[[0,0],[32767,0]],[[0,0],[1489,2978]],[[0,0],[31279,29790]]]>,<3,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,2,1]>,[[-560224420,322653783],[-43270519,-322653783],[560224420,-322653783],[43270519,322653783]]>,<5,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[26396440760970,0,1]>,[[28054963134714,0],[-28054963134714,0],[0,-1],[0,1]]>,<7,2,1,[[3,4,1,2]],[[1,2,3,4],[3,4,1,2]],[3,4,1,2],[1,3],[1],[[]],20,<[],[3,6,1]>,[[-2925580420550794,881002477215075],[-3187299901531899,881002477215075],[3187299901531899,-881002477215075],[2925580420550794,-881002477215075]]>,<29,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,5,5],[1],[[[2,4,1,3]]],20,<[],[35380,0,-7076,0,1]>,[[0,-1,0,0],[0,-2803021171317626620013014328,0,1587970165921840077054336075],[0,2803021171317626620013014328,0,-1587970165921840077054336075],[0,1,0,0]]>,<61,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,5,5],[1],[[[2,4,1,3]]],20,<[],[35380,0,-7076,0,1]>,[[0,-1,0,0],[0,-293018343030426344785416411546435,0,3531138446384638359744868377416451],[0,293018343030426344785416411546435,0,-3531138446384638359744868377416451],[0,1,0,0]]>*] [x,x^2-x-442,x^2-x-2211,x^2-x-1,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,29,61],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,29*61,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,7,29,61],[1,3,1,3,6,6],1,[1.000000000,1.838485083,1.241606120],<"notfaithful",0>,[4,3]>,<1,5*29*61,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,7,29,61],[4,1,6,1,6,6],1,[1.000000000,1.154068746,0.9172757195],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7,29,61],[3,3,6,3,1,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<2,2^6*5*29^2*61^2,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]]],[2,3,5,7,29,61],[6,3,7,3,6,6],1,[0,0,0],<"2.2e6_5_29e2_61e2.4t3.1",1>,[4,3]>]
x^3+20*x-20 -2^2*5^2*107 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 41 x-1 5 [[-11982696],[6278039],[5704657]] 2 [2,3,2,2,3,3,2,3,3,3,2,3,1,2,3,3,2,1,2,2,2,1,3,1,2,3,2,1,2,2,2,2,1,2,3,3,2,1,2,2,2,2,2,3,1,3,2,3,1,2,3,3,1,3,2,3,2,3,2,2,3,1,2,2,1,2,1,3,2,2,2,2,2,1,2,3,2,3,2,2,2,1,3,2,1,2,2,1,3,1,3,2,2,2,2,1,3,2,2,2,3,2,2,3,1,3,3,2,1,2,2,2,2,2,2,2,3,2,1,2,1,2,3,3,3,2,2,2,1,2,2,1,2,2,1,2,2,2,3,2,3,2,2,2,2,3,2,3,3,2,2,3,1,2,2,2,2,2,1,3,2,2,3,2,3,2,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[3,1,2]]],20,<<[],[1,1,1]>,[[131022,0],[100,0],[20,0],[1,0]]>,[[[0,0],[-131070,0],[183501,0]],[[-174296,175696],[-196434,350],[137636,196629]],[[174296,-175696],[-196784,-350],[203151,65515]]]>,<5,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,4,1]>,[[-20,0],[20,0],[0,0],[1,0]]>,[[[24320377754570,12160188877285],[351856706373,4944299935218],[6592399913624,3296199956812]],[[0,0],[1,0],[0,0]],[[-24320377754570,-12160188877285],[-351856706374,-4944299935218],[-6592399913624,-3296199956812]]]>,<107,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[5158222115481510825997177481951350183283,-3658359089366679662235354770936475375219,1]>,[[-3658359089366679662235354770936475375329,0],[3658359089366679662235354770936475375274,-1],[55,1]]>*] [x,x^2-x+27,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,107],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,107,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,107],[2,2,4],1,[1.000000000,0.9111276756,0.8622772806],<"notfaithful",0>,[3,2]>,<2,2^2*5^2*107,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,5,107],[4,4,5],1,[1.000000000,0.5703401138,0.8734333396],<"2.2e2_5e2_107.3t2.1",1>,[3,2]>]
x^3-x^2+7*x+37 -2^2*5^2*107 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 11 x-1 5 [[-57661],[71227],[-13565]] 2 [2,3,2,2,1,3,2,1,3,3,2,1,3,2,3,1,2,3,2,2,2,3,3,3,2,1,2,1,2,2,2,2,1,2,3,3,2,3,2,2,2,2,2,3,3,1,2,1,3,2,1,1,1,3,2,1,2,3,2,2,3,3,2,2,1,2,1,1,2,2,2,2,2,1,2,3,2,3,2,2,2,3,3,2,3,2,2,3,1,3,1,2,2,2,2,3,3,2,2,2,3,2,2,3,3,1,1,2,3,2,2,2,2,2,2,2,1,2,1,2,1,2,3,3,1,2,2,2,3,2,2,3,2,2,3,2,2,2,1,2,3,2,2,2,2,3,2,3,3,2,2,3,3,2,2,2,2,2,3,3,2,2,3,2,3,2,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[3,1,2]]],20,<<[],[1,1,1]>,[[130830,0],[262116,0],[6,0],[1,0]]>,[[[-37445,0],[205970,0],[168521,0]],[[-200017,86808],[202898,87478],[14056,196633]],[[237463,-86808],[115420,-87478],[79567,65511]]]>,<5,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,4,1]>,[[55,0],[15,0],[5,0],[1,0]]>,[[[31202716036252,-8240499892030],[3808505431793,6672624297928],[-4160362138167,7456562094979]],[[2,0],[1,0],[0,0]],[[-31202716036253,8240499892030],[-3808505431794,-6672624297928],[4160362138167,-7456562094979]]]>,<107,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[8035764883396420344625436238129090167230,-6663510692673038006045663245259491631451,1]>,[[-6663510692673038006045663245259491631540,0],[6663510692673038006045663245259491631496,-1],[45,1]]>*] [x,x^2-x+27,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,107],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,107,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,107],[2,2,4],1,[1.000000000,0.9111276756,0.8622772806],<"notfaithful",0>,[3,2]>,<2,2^2*5^2*107,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,5,107],[4,4,5],1,[1.000000000,0.8446862531,0.9030008768],<"2.2e2_5e2_107.3t2.2",1>,[3,2]>]
x^3-x^2-13*x+67 -2^2*5^2*107 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 13 x-1 5 [[95322],[-134073],[38752]] 2 [2,1,2,2,3,1,2,3,1,3,2,3,3,2,3,3,2,3,2,2,2,3,3,3,2,3,2,1,2,2,2,2,1,2,1,1,2,3,2,2,2,2,2,1,3,3,2,3,3,2,3,3,1,3,2,3,2,3,2,2,3,3,2,2,1,2,1,3,2,2,2,2,2,1,2,1,2,3,2,2,2,3,3,2,3,2,2,3,3,3,3,2,2,2,2,3,3,2,2,2,3,2,2,1,3,3,3,2,3,2,2,2,2,2,2,2,3,2,1,2,1,2,3,3,3,2,2,2,3,2,2,3,2,2,3,2,2,2,3,2,1,2,2,2,2,3,2,1,1,2,2,1,3,2,2,2,2,2,3,3,2,2,3,2,1,2,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[54,0],[-12,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0]],[[-240357,-480714],[222224,444449],[378668,233048]],[[240357,480714],[302063,79839],[145620,291240]]]>,<3,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[-1496626702,-191535578,525900814]>,<5,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,4,1]>,[[45,0],[-5,0],[5,0],[1,0]]>,[[[31202716036252,-8240499892030],[331217260268,-4602762951897],[5547149517556,2773574758778]],[[2,0],[1,0],[0,0]],[[-31202716036253,8240499892030],[-331217260269,4602762951897],[-5547149517556,-2773574758778]]]>,<107,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[1983476869425997659370333975476192033837,-14870155539224033541999482921123707691638,1]>,[[-14870155539224033541999482921123707691839,0],[14870155539224033541999482921123707691739,-1],[101,1]]>*] [x,x^2-x+27,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,107],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,107,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,107],[2,1,2,4],1,[1.000000000,0.9111276756,0.8622772806],<"notfaithful",0>,[3,2]>,<2,2^2*5^2*107,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,5,107],[4,1,4,5],1,[1.000000000,2.154800082,1.267050878],<"2.2e2_5e2_107.3t2.3",1>,[3,2]>]
x^6-2*x^5-25*x^4-55*x^3+250*x^2+1053*x-7443 11^3*367^3 2 2 12 "D12" [[2,1,5,4,3,6],[3,6,1,5,4,2],[1,4,3,2,6,5]] [<1,1,[1,2,3,4,5,6]>,<2,1,[3,5,1,6,2,4]>,<2,3,[3,6,1,5,4,2]>,<2,3,[2,1,5,4,3,6]>,<3,2,[4,1,6,2,3,5]>,<6,2,[5,6,2,3,4,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 17 x^2+16*x+3 9 [[-53733109720,-50824637398],[47933829666,50824637398],[-1667155165,-18052821145],[5799280055,0],[50002230161,18052821145],[-48335074995,0]] 4 [6,3,3,6,4,2,4,4,5,4,1,5,6,4,5,5,1,6,5,3,6,4,6,5,3,6,3,2,4,1,4,4,5,4,6,6,3,3,4,6,3,5,1,4,4,5,6,3,6,5,4,4,4,5,3,4,3,6,6,6,6,4,4,3,1,3,3,4,6,4,3,4,1,4,3,1,3,5,3,4,5,3,2,5,6,3,5,4,2,3,1,6,5,6,5,4,3,3,4,6,4,2,2,2,2,5,5,2,3,6,6,4,3,5,1,5,3,3,3,6,3,4,4,3,1,4,3,3,3,4,4,2,3,1,4,4,3,6,1,4,4,6,1,4,5,5,4,4,3,5,4,3,1,4,5,3,4,1,4,6,1,4,4,5,3,3,3,4] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+106,2>,<x^3-54*x^2-11453*x+759271,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<3,2,1,[[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4]],[2,1,5,6,3,4],[1,3],[1],[[]],20,<[],[2,2,1]>,[[-238277982,44391516],[-327061014,-44391516],[405012714,14149618],[-138435495,-30241898],[376713478,-14149618],[-77951699,30241898]]>,<11,4,2,[[2,1,4,3,6,5],[4,3,2,1,5,6]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[4,3,2,1,5,6],[3,4,1,2,6,5]],[4,3,2,1,5,6],[1,2,4,3],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,7,1]>,[[287195183274822319156,0],[-199147060037130606137,0],[1,0]]>,[[[-117672342097644229275,-101278231298673980230],[17495491468199601369,13735724769259107004]],[[165164077091491746812,47189736311854784804],[-17495491468199601369,-13735724769259107004]],[[-165164077091491746816,-47189736311854784804],[17495491468199601368,13735724769259107004]],[[-81474717939486376866,101278231298673980230],[-17495491468199601368,-13735724769259107004]],[[199147060037130606142,0],[-1,0]],[[5,0],[1,0]]]>,<191,1,1,[],[[1,2,3,4,5,6]],[1,2,3,4,5,6],[1],[1],[[]],20,[],[1890872725294608689946066937692820657418128816,185232313567134407352896093002300418013821044,-1321531507160603950177351597996349175103499267,-569341218134004739768715339696471482314629548,9720783316456332626355269845967864713337715,1779573583770732069391492689615078886210641]>,<367,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,3],[1],[[[2,1,4,3,6,5]]],20,<[],[197342475145699065979771029454772686689636615097533,571163327667819329508915033919122300135858704209128,1]>,[[-571163327667819329508915033919122300135858704208874,-1],[254,1],[343175592180872942990130092519012999903269674805700,-2338825154705985337364201522627658967837644326956],[-257932440829899485465556027170110368585786266934942,2338825154705985337364201522627658967837644326956],[829095768497718814974471061089232668721644971143817,-2338825154705985337364201522627658967837644326955],[-343175592180872942990130092519012999903269674805953,2338825154705985337364201522627658967837644326955]]>,<919,2,1,[[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5]],[1,3,2,4,6,5],[1,4],[1],[[]],20,<[],[7,910,1]>,[[-51573481301038227227946600511143612401937550681049745571028,0],[27934453894491251694757330823706282560934701453023561685792,-25357008212583962325071722616629002378937918032903367562527],[23639027406546975533189269687437329841002849228026183885237,25357008212583962325071722616629002378937918032903367562527],[88062102663159331967324184653292553099866495632582038068429,0],[-37924290874167706395175151754646887677015081362005747300,30013614624787138735367586430221251072257053583570178967],[-26983767946228056481966965619093855380727377516675676526,-30013614624787138735367586430221251072257053583570178967]]>*] [x,x^2-x+92,x^2-x-1009,x^2-x+3,x^3-x^2+2*x+3,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,11,191,367,919],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,367,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[3,11,191,367,919],[3,3,1,7,3],1,[1.000000000,1.475908215,1.172607197],<"notfaithful",0>,[6,3]>,<1,11*367,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[3,11,191,367,919],[2,7,1,7,1],1,[1.000000000,0.4505928161,0.6824444424],<"notfaithful",0>,[6,3]>,<1,11,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,11,191,367,919],[1,7,1,1,2],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[6,3]>,<2,367,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[3,11,191,367,919],[3,3,1,7,3],1,[1.000000000,0.6087948784,0.7642099819],<"notfaithful",0>,[6,3]>,<2,11^2*367,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[-1]]],[3,11,191,367,919],[3,7,1,8,3],1,[1.000000000,1.628781293,1.259054650],<"2.11e2_367.6t3.1",1>,[6,3]>]
x^6+112*x^4+3136*x^2+15208 -2^9*1901^3 0 3 12 "D12" [[6,2,4,3,5,1],[1,6,5,4,3,2],[4,3,2,1,6,5]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,3,2,1,6,5]>,<2,3,[6,2,4,3,5,1]>,<3,2,[2,6,4,5,3,1]>,<6,2,[3,4,2,6,1,5]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 23 x^2+21*x+5 11 [[-82989417288534,-268881159894001],[236333024286609,0],[153343606998075,-268881159894001],[82989417288534,268881159894001],[-236333024286609,0],[-153343606998075,268881159894001]] 2 [3,3,6,6,5,2,3,5,4,6,2,4,3,5,6,6,3,4,5,4,5,6,5,5,3,4,4,3,2,3,4,3,1,3,6,4,6,3,6,4,3,4,4,3,4,4,3,4,1,4,5,4,5,5,3,4,4,6,4,1,5,2,3,6,3,2,3,1,3,4,5,4,6,6,1,4,6,4,3,5,1,6,6,1,6,3,3,1,4,2,3,4,2,5,5,6,4,5,3,4,3,4,3,3,3,3,3,3,2,5,4,6,1,3,6,5,3,2,6,3,4,3,2,5,3,4,4,4,6,2,3,4,2,4,3,5,6,5,6,3,3,6,4,3,6,6,6,1,3,4,2,5,5,6,1,4,4,3,1,4,3,3,6,1,3,4,4,6] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x+672,2>,<x^3-338688*x+12826944,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,2,[[2,1,4,3,6,5],[5,6,4,3,1,2]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[5,6,4,3,1,2],[6,5,3,4,2,1]],[5,6,4,3,1,2],[1,2,3,4],[3],[[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[-89552,437258],[0,0],[1,0]]>,[[[0,0],[1,0]],[[0,0],[65535,0]],[[0,0],[60604,1877]],[[0,0],[4932,63659]],[[0,0],[60605,1877]],[[0,0],[4931,63659]]]>,<191,2,1,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,4,3,6,5],[1,4],[1],[[]],20,<[],[19,190,1]>,[[-1085348318845521037969740257836735946135441349,0],[1085348318845521037969740257836735946135441349,0],[-8598763674776107225227109455227563474129784,904864113626841554198372674434683945342977],[-5649460403999138479679823786365636099633726,-904864113626841554198372674434683945342977],[5649460403999138479679823786365636099633726,904864113626841554198372674434683945342977],[8598763674776107225227109455227563474129784,-904864113626841554198372674434683945342977]]>,<1901,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,3,4,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,1896,1]>,[[137962830954518554980453052900718385859235032456400581527645041730,0],[0,0],[1,0]]>,[[[0,0],[-1,0]],[[0,0],[1,0]],[[114709843261428452651170178745066484055581473502228280484267478911,-10698263202142774227406572040281811421277261012497431800354190767],[-99914892346063265145367939612019246317010782953901393294173050,0]],[[114709843261428452651170178745066484055581473502228280484267478911,-10698263202142774227406572040281811421277261012497431800354190767],[99914892346063265145367939612019246317010782953901393294173050,0]],[[-114709843261428452651170178745066484055581473502228280484267478911,10698263202142774227406572040281811421277261012497431800354190767],[-99914892346063265145367939612019246317010782953901393294173050,0]],[[-114709843261428452651170178745066484055581473502228280484267478911,10698263202142774227406572040281811421277261012497431800354190767],[99914892346063265145367939612019246317010782953901393294173050,0]]]>*] [x,x^2-x-475,x^2+3802,x^2+2,x^3-x^2-9*x-4,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,191,1901],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,1901,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,191,1901],[3,3,3,7],1,[1.000000000,0.8363647104,0.7759033835],<"notfaithful",0>,[6,3]>,<1,2^3*1901,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,191,1901],[7,2,1,7],1,[1.000000000,0.5604495201,0.8496265741],<"notfaithful",0>,[6,3]>,<1,2^3,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,191,1901],[7,1,2,2],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[6,3]>,<2,1901,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,3,191,1901],[3,3,3,7],1,[1.000000000,0.9780511147,1.015406778],<"notfaithful",0>,[6,3]>,<2,2^6*1901,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[1]]],[2,3,191,1901],[7,3,3,8],1,[1.000000000,1.131823459,1.049042533],<"2.2e6_1901.6t3.2",1>,[6,3]>]
