x^2-535 2^2*5*107 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[7],[-7]] 1 [1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,1,2,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,1,1,2,2,1,2,1,1,1,2,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-534,2,1]>,[[1,1],[-1,-1]]>,<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-535,0,1]>,[[0,-1],[0,1]]>,<107,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-535,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,5,107],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*5*107,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,5,107],[3,3,3],1,[1.000000000,1.296178289,1.092671560],<"1.2e2_5_107.2t1.1",1>,[2,1]>]
x^3-x^2-18*x-42 -2^3*3*11^2*13 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 37 x-1 5 [[-27943212],[24419713],[3523500]] 2 [1,1,2,2,2,1,2,3,2,3,2,1,3,2,3,3,2,2,3,3,2,1,2,1,2,3,3,3,3,2,3,1,3,2,2,2,2,3,3,1,3,2,2,2,2,1,2,2,2,3,2,3,2,3,2,2,3,2,2,1,2,2,3,2,3,2,1,3,3,3,3,3,3,2,3,1,1,3,3,2,3,3,3,1,3,3,1,2,2,2,1,3,2,1,1,2,2,2,2,3,2,2,3,2,2,2,2,1,2,3,1,3,1,3,2,2,3,2,3,3,3,3,3,2,1,1,3,2,3,3,1,3,3,2,3,2,2,3,3,2,3,2,1,2,2,3,3,2,2,3,3,2,2,2,2,2,3,3,3,2,2,2,2,3,3,3,3,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[3],[[[1,3,2]]],20,<[],[271586,266724,1]>,[[266725,0],[0,1],[257564,262143]]>,<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-704209188,-1175930148,1]>,[[-1175930147,0],[1175930148,-1],[0,1]]>,<11,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,7,1]>,[[-66,0],[22,0],[11,0],[1,0]]>,[[[246086014470988112997,70310289848853746571],[13063071454354578000,12469319051017671756],[27226437952145143582,25253008114445625678]],[[4,0],[1,0],[0,0]],[[-246086014470988113000,-70310289848853746571],[-13063071454354578001,-12469319051017671756],[-27226437952145143582,-25253008114445625678]]]>,<13,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-7034880443359482497043,3215950155604368767936,1]>,[[3215950155604368767913,0],[-3215950155604368767924,-1],[12,1]]>*] [x,x^2+78,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,13],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^3*3*13,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,11,13],[4,4,2,4],1,[1.000000000,0.7114306425,0.9338643327],<"notfaithful",0>,[3,2]>,<2,2^3*3*11^2*13,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,3,11,13],[4,4,5,4],1,[1.000000000,3.020664571,1.505674596],<"2.2e3_3_11e2_13.3t2.1",1>,[3,2]>]
x^6-3*x^5+3*x^4-x^3-12*x^2+12*x+1 -3^9*5^3*17^3 4 1 48 "C2*S4" [[5,2,3,6,1,4],[4,2,3,1,5,6],[5,1,4,6,2,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,3,2,1,6,5]>,<2,3,[1,3,2,4,5,6]>,<2,3,[4,3,2,1,5,6]>,<2,6,[5,2,3,6,1,4]>,<2,6,[5,3,2,6,1,4]>,<3,8,[5,1,4,6,2,3]>,<4,6,[2,4,1,3,5,6]>,<4,6,[2,4,1,3,6,5]>,<6,8,[5,4,1,6,2,3]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 29 x^2+24*x+2 9 [[4193612356640,4919734010402],[-6553151381523,0],[6553151381524,0],[-4193612356639,-4919734010402],[-2177163913943,4919734010402],[2177163913944,-4919734010402]] 3 [9,1,3,7,9,8,5,7,10,5,6,7,5,8,5,9,10,8,8,9,7,8,9,10,4,10,6,3,8,10,8,5,5,6,10,7,6,7,10,10,10,8,10,4,10,8,6,6,10,7,10,3,8,10,9,5,5,7,7,10,4,5,6,9,1,3,7,4,10,4,9,10,7,8,6,9,3,4,9,7,9,7,5,8,6,5,9,6,3,6,9,9,7,10,8,10,10,9,8,8,7,5,5,10,6,6,5,5,3,8,7,6,3,8,4,9,7,5,10,10,7,7,10,3,8,10,6,5,8,6,7,10,8,6,10,7,5,4,9,9,6,5,7,10,4,9,7,3,4,9,1,5,6,10,1,5,7,9,8,9,10,5,6,3,5,10,6,4] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2>,[<x^3-3*x^2-189*x+255,4>,<x^6-12*x^5+153*x^4-312*x^3-18117*x^2+166212*x+103275,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2>,[<x,2>,<x^6-6*x^5+108*x^4-984*x^3-14688*x^2-62208*x+440640,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<3,6,6,[[2,3,1,6,4,5],[4,6,5,1,3,2]],[[1,2,3,4,5,6],[4,6,5,1,3,2],[2,3,1,6,4,5],[3,1,2,5,6,4],[6,5,4,2,1,3],[5,4,6,3,2,1]],[1,2,3,4,5,6],[1,2,7,7,10,10],[1,3],[[[2,3,1,6,4,5],[4,6,5,1,3,2]],[[2,3,1,6,4,5]]],20,<[],[-15,0,54,63,33,9,1]>,[[-1,-1,0,0,0,0],[-196068583,-53854801,-397518372,202465883,209971731,208792459],[-378206848,261032030,13374927,222485404,109756599,221258474],[2,1,0,0,0,0],[378206849,-261032030,-13374927,164935085,277663890,166162015],[196068584,53854801,397518372,184954606,177448758,178628030]]>,<5,4,2,[[2,1,4,3,6,5],[1,2,4,3,5,6]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,4,3,5,6],[2,1,3,4,6,5]],[1,2,4,3,5,6],[1,6,3,5],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,4,1]>,[[-8756700511935,0],[47518507447365,0],[1,0]]>,[[[-47518507447361,0],[-1,0]],[[4,0],[1,0]],[[31667323170218,39675519495265],[-2601705092781,8235890617672]],[[-31667323170217,-39675519495265],[2601705092781,-8235890617672]],[[-3,0],[-1,0]],[[47518507447362,0],[1,0]]]>,<17,4,2,[[2,1,4,3,6,5],[5,6,3,4,1,2]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[5,6,3,4,1,2],[6,5,4,3,2,1]],[5,6,3,4,1,2],[1,6,5,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[3,16,1]>,[[-1276999047922705316157460,0],[17,0],[1,0]]>,[[[65956570623372513548697,448735906370331369393664],[63564791330387538917763,0]],[[-1014644881993215648053274,448735906370331369393664],[-63564791330387538917763,0]],[[-8,0],[-1,0]],[[9,0],[1,0]],[[1014644881993215648053275,-448735906370331369393664],[63564791330387538917763,0]],[[-65956570623372513548696,-448735906370331369393664],[-63564791330387538917763,0]]]>*] [x,x^2-x+1,x^2-x-21,x^2-x+64,x^6+12*x^4-2*x^3+144*x^2-12*x+1,x^3-12*x-1,x^4-x+3,0,0,x^4-x+3] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,17],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,3,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,5,17],[11,2,2],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,11]>,<1,5*17,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,17],[1,11,11],1,[1.000000000,0.9585496198,0.9067840099],<"notfaithful",0>,[6,11]>,<1,3*5*17,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,17],[11,11,11],1,[1.000000000,2.360809959,1.366526384],<"notfaithful",0>,[6,11]>,<2,3^4*5*17,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1]],[[1],[1]]],[3,5,17],[11,12,12],1,[1.000000000,0.9515634672,1.000380423],<"notfaithful",0>,[6,11]>,<2,3^4*5*17,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[3,5,17],[11,12,12],1,[1.000000000,1.294495819,1.085791978],<"notfaithful",0>,[6,11]>,<3,3^4*5*17,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1],[-1]],[[1],[0],[-1]],[[1],[-2],[1]]],[3,5,17],[11,12,13],1,[1.000000000,0.7775054607,0.8433025281],<"notfaithful",0>,[6,11]>,<3,3^5*5^2*17^2,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1]],[[1],[-1]],[[1],[1]]],[3,5,17],[11,12,13],1,[0,0,0],<"3.3e5_5e2_17e2.6t11.1",1>,[6,11]>,<3,3^5*5*17,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1]],[[1],[0],[-1]],[[1],[2],[1]]],[3,5,17],[11,12,13],1,[1.000000000,1.390412987,1.248912292],<"3.3e5_5_17.6t11.1",1>,[6,11]>,<3,3^4*5^2*17^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1],[-1]],[[1],[1]]],[3,5,17],[11,12,11],1,[1.000000000,2.358412125,1.379114860],<"notfaithful",0>,[6,11]>]
x^6-x^3+64 -3^9*5^3*17^3 0 3 12 "D12" [[1,2,5,6,3,4],[2,1,6,5,4,3],[3,6,1,4,5,2]] [<1,1,[1,2,3,4,5,6]>,<2,1,[2,1,6,5,4,3]>,<2,3,[3,6,1,4,5,2]>,<2,3,[6,3,2,5,4,1]>,<3,2,[5,4,1,6,3,2]>,<6,2,[4,5,2,3,6,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 11 x^2+7*x+2 7 [[2029890,-2730262],[-2552784,-5271124],[1654553,2730262],[7182042,0],[-3684443,0],[-4629258,5271124]] 2 [3,1,3,5,3,4,3,5,6,3,4,5,3,4,3,3,6,4,4,3,5,4,3,6,1,6,4,2,4,6,4,3,3,4,6,5,4,5,6,6,6,4,6,1,6,4,4,4,6,5,6,2,4,6,3,3,3,5,5,6,1,3,4,3,1,2,5,1,6,1,3,6,5,4,4,3,2,1,3,5,3,5,3,4,4,3,3,4,2,4,3,3,5,6,4,6,6,3,4,4,5,3,3,6,4,4,3,3,2,4,5,4,2,4,1,3,5,3,6,6,5,5,6,2,4,6,4,3,4,4,5,6,4,4,6,5,3,1,3,3,4,3,5,6,1,3,5,2,1,3,1,3,4,6,1,3,5,3,4,3,6,3,4,2,3,6,4,1] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,3*],[*[2,2,2],"RES",<[1],x^2>,[<x,2>,<x^3-1728*x-1728,4>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,2,1,[[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5]],[1,3,2,4,6,5],[1,3],[1],[[]],20,<[],[1,1,1]>,[[202049,0],[0,202049],[-202049,-202049],[-5372,0],[0,-5372],[5372,5372]]>,<3,6,6,[[6,5,4,1,3,2]],[[1,2,3,4,5,6],[5,4,6,2,1,3],[2,3,1,6,4,5],[3,1,2,5,6,4],[6,5,4,1,3,2],[4,6,5,3,2,1]],[1,2,3,4,5,6],[1,2,5,5,6,6],[1,3],[[[6,5,4,1,3,2]],[[2,3,1,6,4,5]]],20,<[],[120,180,234,159,60,12,1]>,[[-393802009,-273838435,-209070508,99969645,315557778,341492169],[290565365,290565362,-217924030,193710242,242137805,217924025],[103236644,-16726927,426994538,93740602,217145395,215424784],[2,1,0,0,0,0],[-37374259,-194712089,405105774,135035258,307444774,0],[37374257,194712088,-405105774,252385231,79975715,0]]>,<5,4,2,[[2,1,4,3,6,5],[4,3,2,1,5,6]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[4,3,2,1,5,6],[3,4,1,2,6,5]],[4,3,2,1,5,6],[1,4,3,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,4,1]>,[[36829991016380,0],[18414995508190,0],[1,0]]>,[[[-12484402771428,-10845950262761],[-2695799041481,-6116271102772]],[[43538570739212,-25914430450706],[2695799041481,6116271102772]],[[-43538570739214,25914430450706],[-2695799041482,-6116271102772]],[[30899398279616,10845950262761],[2695799041482,6116271102772]],[[-18414995508188,0],[-1,0]],[[2,0],[1,0]]]>,<17,4,2,[[2,1,4,3,6,5],[4,3,2,1,5,6]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[4,3,2,1,5,6],[3,4,1,2,6,5]],[4,3,2,1,5,6],[1,4,3,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[3,16,1]>,[[-1166171314397282869644796,0],[1276999047922705316157562,0],[1,0]]>,[[[-772311584572446328235202,-430365851482198155939347],[93036252896346745121522,-33196550078922530268651]],[[1473325434776614721343006,1454237993924443253418377],[-93036252896346745121522,33196550078922530268651]],[[-1473325434776614721343021,-1454237993924443253418377],[93036252896346745121521,-33196550078922530268651]],[[-2014920774152420878008852,430365851482198155939347],[-93036252896346745121521,33196550078922530268651]],[[-1276999047922705316157547,0],[-1,0]],[[15,0],[1,0]]]>*] [x,x^2-x-21,x^2-x+1,x^2-x+64,x^3-12*x-1,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,17],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,5*17,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,17],[3,1,7,7],1,[1.000000000,0.9585496198,0.9067840099],<"notfaithful",0>,[6,3]>,<1,3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,17],[2,7,2,2],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,3]>,<1,3*5*17,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,17],[1,7,7,7],1,[1.000000000,2.360809959,1.366526384],<"notfaithful",0>,[6,3]>,<2,3^4*5*17,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,5,17],[3,7,8,8],1,[1.000000000,1.294495819,1.085791978],<"notfaithful",0>,[6,3]>,<2,3^4*5*17,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[1]]],[2,3,5,17],[3,7,8,8],1,[1.000000000,0.9515634672,1.000380423],<"2.3e4_5_17.6t3.4",1>,[6,3]>]
x^6-x^5+37*x^4-25*x^3+579*x^2-169*x+3569 -5^3*7^4*11^3 0 3 6 "C6" [[2,1,5,6,3,4],[4,6,2,5,1,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[2,1,5,6,3,4]>,<3,1,[4,6,2,5,1,3]>,<3,1,[5,3,6,1,4,2]>,<6,1,[6,4,1,3,2,5]>,<6,1,[3,5,4,2,6,1]>] [[1,1,1,1,1,1],[2,2,2],[3,3],[6]] 29 x^2+24*x+2 5 [[3123957,9868607],[-8099972,-9868607],[-4527506,-9868607],[7015514,9868607],[6696423,9868607],[-4208415,-9868607]] 2 [4,5,4,1,3,1,3,6,6,2,3,6,2,1,6,5,3,6,5,1,3,6,1,4,2,5,6,4,5,2,1,6,5,2,6,5,5,6,1,4,3,1,4,3,1,3,2,2,3,4,4,2,5,1,6,3,3,6,3,2,3,1,1,3,6,6,4,1,3,2,5,6,5,4,1,6,3,6,4,5,1,1,5,2,6,6,1,4,2,2,6,5,5,2,4,1,4,3,4,6,1,3,3,6,5,5,2,4,3,2,4,3,2,3,1,3,2,5,6,2,3,1,4,5,4,2,4,4,2,4,5,1,4,2,6,2,5,3,2,5,2,6,5,1,3,1,1,3,4,6,4,1,2,4,5,1,6,4,1,5,6,1,1,4,5,5,3,3] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[2,2,2],"CYC",0,2*],[*[3,3],"RES",<[1],x^2>,[<x+49,3>,<x+35,4>]*],[*[6],"RES",<[1],x^2>,[<x-6,5>,<x-20,6>]*]] [*<5,6,2,[[2,1,4,3,6,5],[5,6,1,2,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[5,6,1,2,3,4],[3,4,5,6,1,2],[6,5,2,1,4,3],[4,3,6,5,2,1]],[5,6,1,2,3,4],[1,2,4,3,6,5],[1],[[[2,1,4,3,6,5]]],20,<<[],[3,3,0,1]>,[[-34966122985705,17978290345875,45567587324975],[-37003823864450,-8025988895305,-34396483872325],[1,0,0]]>,[[[37003823864452,8025988895308,34396483872328],[-1,0,0]],[[2,3,3],[1,0,0]],[[27476631355578,25820990454044,29632887617891],[-1,0,0]],[[-9527192508872,17795001558739,-4763596254434],[1,0,0]],[[38708996396958,25875719813918,35249070138581],[-1,0,0]],[[1705172532508,17849730918613,852586266256],[1,0,0]]]>,<7,3,3,[[3,1,2,6,4,5]],[[1,2,3,4,5,6],[3,1,2,6,4,5],[2,3,1,5,6,4]],[1,2,3,4,5,6],[1,3,4],[1],[[[3,1,2,6,4,5]]],20,<[],[18416559425681144,29161155492371126,-23015890076974025,1]>,[[-30687853435965387,-3945031532609541,1],[-26088522784672583,3945031532609540,-1],[3,1,0],[33760486143663925,-3945031532609541,1],[38359816794956729,3945031532609540,-1],[-15343926717982686,1,0]]>,<11,6,2,[[2,1,4,3,6,5],[5,6,1,2,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[5,6,1,2,3,4],[3,4,5,6,1,2],[6,5,2,1,4,3],[4,3,6,5,2,1]],[5,6,1,2,3,4],[1,2,3,4,5,6],[1],[[[2,1,4,3,6,5]]],20,<<[],[9,2,0,1]>,[[-82800617814009730646,28682440093857890395,120034512381927715231],[290855746388876451970,280633386967364864136,-286420686407762667926],[1,0,0]]>,[[[-290855746388876451960,-280633386967364864132,286420686407762667932],[-1,0,0]],[[10,4,6],[1,0,0]],[[-166549880942207660298,-167306465629083352542,43275088026484257078],[-1,0,0]],[[124305865446668791672,113326921338281511594,-243145598381278410848],[1,0,0]],[[-315252989718510570297,26989772145400920470,99935255177397076879],[-1,0,0]],[[-24397243329634118327,307623159112765784606,-186485431230365591047],[1,0,0]]]>,<211469,1,1,[],[[1,2,3,4,5,6]],[1,2,3,4,5,6],[1],[1],[[]],20,[],[-9388605907531744389842300068457397365165513802790032040604576289861945438744749491902883242761796540188,-13273266282351558796597773569811029383206146565083797135459437506674307248587281891828044614143826818175217,-11672698114394708349127554240200498758989814977771568365029617488056467754728175415733643169129579530536370,6253900734694579082175391985358912660421345047596468112283710549432371260456075452101297206420359592195580,24973554864405894959679078210530882371058935650486828566230288402082630803413743154698266638739479069,5896222675637993470907023159220120627961666129068786556012454267001296862742656064552792462565703335]>*] [x,x^2-x+14,x^3-x^2-2*x+1,0,x^3-x^2-2*x+1,0] [1,2,2,4,3,6] <[1],[2],[3,5],[4,6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,7,11,211469],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,1]>,<1,5*11,1,[[1],[-1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,7,11,211469],[1,7,1,7,1],1,[1.000000000,1.694449068,1.228569278],<"notfaithful",0>,[6,1]>,<1,7,3,[[1,0],[1,0],[0,1],[-1,-1],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,5,7,11,211469],[4,4,7,3,1],0,[0.8959532197-0.4441484303*i,0.5377473805-0.1052975456*i,0.7992187436-0.1018472971*i],<"notfaithful",0>,[6,1]>,<1,5*7*11,3,[[1,0],[-1,0],[0,1],[-1,-1],[0,-1],[1,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[0,1]],[[1,0],[-1,-1]],[[1,0]]],[2,5,7,11,211469],[4,7,7,7,1],0,[0.8959532197-0.4441484303*i,0.8607085018-0.4266766631*i,0.8882342841-0.2579326209*i],<"1.5_7_11.6t1.1",1>,[6,1]>,<1,7,3,[[1,0],[1,0],[-1,-1],[0,1],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,5,7,11,211469],[4,4,7,3,1],0,[0.8959532197+0.4441484303*i,0.5377473805+0.1052975456*i,0.7992187436+0.1018472971*i],<"notfaithful",0>,[6,1]>,<1,5*7*11,3,[[1,0],[-1,0],[-1,-1],[0,1],[1,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[-1,-1]],[[1,0],[0,1]],[[1,0]]],[2,5,7,11,211469],[4,7,7,7,1],0,[0.8959532197+0.4441484303*i,0.8607085018+0.4266766631*i,0.8882342841+0.2579326209*i],<"1.5_7_11.6t1.1",2>,[6,1]>]
