x^2-546 2^3*3*7*13 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[286],[-286]] 1 [1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,1,1,2,1,2,2,1,2,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2,2,1,2,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[-546,0,1]>,[[0,1],[0,262143]]>,<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-546,0,1]>,[[0,-1],[0,1]]>,<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-546,0,1]>,[[0,-1],[0,1]]>,<13,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-546,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,3,7,13],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*3*7*13,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,13],[3,3,3,3],1,[1.000000000,1.240341557,1.035063263],<"1.2e3_3_7_13.2t1.1",1>,[2,1]>]
x^6-x^5-26*x^4+23*x^3+250*x^2+71*x-921 2^4*3^2*17^2*37^3 2 2 12 "D12" [[1,5,6,4,2,3],[2,1,4,3,6,5],[4,6,5,1,3,2]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,3,2,1,6,5]>,<2,3,[4,6,5,1,3,2]>,<2,3,[1,5,6,4,2,3]>,<3,2,[3,5,6,2,4,1]>,<6,2,[5,1,4,6,3,2]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 7 x^2+6*x+3 11 [[-881128575,0],[-80856036,110583225],[-622829527,110583225],[-339155084,0],[-744355386,-110583225],[690997866,-110583225]] 4 [3,1,6,4,5,6,2,6,6,2,3,4,5,6,4,4,3,3,1,1,4,3,4,3,3,4,6,5,3,6,5,6,4,4,4,1,5,3,6,5,3,4,3,3,5,3,4,5,6,1,5,3,3,3,3,4,5,5,3,3,3,4,1,2,3,1,6,4,2,5,3,4,4,1,4,3,3,4,6,6,1,6,2,5,3,4,2,6,3,2,3,6,3,4,3,6,4,5,2,3,3,3,3,3,4,6,3,4,4,4,3,5,1,4,6,5,3,3,6,4,6,4,5,6,4,3,3,5,2,1,5,1,4,6,4,6,4,4,3,6,4,5,4,6,2,5,3,2,2,4,4,1,6,5,3,6,6,5,1,1,2,4,6,4,3,5,3,3] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+27,2>,<x^3+29*x^2+259*x+639,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,6,3,[[2,3,1,5,6,4],[4,6,5,1,3,2]],[[1,2,3,4,5,6],[4,6,5,1,3,2],[2,3,1,5,6,4]],[4,6,5,1,3,2],[1,3,5],[1],[[[2,3,1,5,6,4]]],20,<<[],[1,1,1]>,[[-502362,236056],[-53930,128112],[-310188,428204],[1,0]]>,[[[0,1],[1,0],[0,0]],[[-414212,373621],[184482,153277],[479117,433946]],[[-324176,246753],[339805,371011],[45171,90342]],[[492259,-64057],[1,0],[0,0]],[[78047,309563],[184482,153277],[479117,433946]],[[168083,182695],[339805,371011],[45171,90342]]]>,<3,2,2,[[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,3,2,4,6,5]]],20,<[],[1527058320,1450757007,1]>,[[-522219603,-1162261467],[-1450757005,-1],[2,1],[180873052,0],[170673274,-1],[459168814,1]]>,<17,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,2,4,3],[1],[[[1,2,4,3,6,5]]],20,<<[],[3,16,1]>,[[259879806173166247358184,-1978850313332687790738547],[1231160570302824576881430,-1045520672521804201853470],[1,0]]>,[[[-683103849581317399306987,-522760336260902100926749],[0,0]],[[-447401282702028829282205,522760336260902100926749],[0,0]],[[-1231160570302824576881426,1045520672521804201853484],[-1,0]],[[4,14],[1,0]],[[-1466863137182113146906208,-14],[-1,0]],[[-235702566879288570024778,-1045520672521804201853484],[1,0]]]>,<37,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,2,4,3],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,33,1]>,[[-4486254684360916648399070985263,0],[-11193142259517377433029845877831,0],[1,0]]>,[[[11193142259517377433029845877862,0],[-1,0]],[[31,0],[1,0]],[[-2631407775066524575852312651118,8079103555152792934909560521227],[-1,0]],[[9297933632077256717804095257852,8079103555152792934909560521227],[1,0]],[[8227978904825213292367235590003,-8079103555152792934909560521227],[-1,0]],[[-2965163354692164140662610287828,-8079103555152792934909560521227],[1,0]]]>,<67,1,1,[],[[1,2,3,4,5,6]],[1,2,3,4,5,6],[1],[1],[[]],20,[],[-759881831632335572418448111632410338,323030313143059995465323907945098635,250908403341853355417688981195500455,-68543598997818886964944342726643693,-22253163310970693151385472598757,6543470166530760360808809750562684]>,<281,2,1,[[4,3,2,1,6,5]],[[1,2,3,4,5,6],[4,3,2,1,6,5]],[4,3,2,1,6,5],[1,3],[1],[[]],20,<[],[3,280,1]>,[[2457814872279923333936257699191349427243759048661,242899729943501007301689008833097412756717301096],[-4616105069060173959463249514082975555109393977578,3067807283125142879593110459799623117194959319582],[3188520571431679588846785935470190688756170046754,-3067807283125142879593110459799623117194959319582],[397354122977065407296669458034220305462688812988,-242899729943501007301689008833097412756717301096],[-11924806028693548777211743354322764139995419433,462980067167234166670357614850854297491208652],[-7443386228752620034981353434046163776934403109,-462980067167234166670357614850854297491208652]]>*] [x,x^2-x+13,x^2-x-9,x^2-x+472,x^3-x^2+x-3,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,17,37,67,281],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3*17,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,17,37,67,281],[3,7,7,3,1,3],1,[1.000000000,0.8798219250,0.8313330724],<"notfaithful",0>,[6,3]>,<1,37,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,17,37,67,281],[2,1,2,7,1,2],1,[1.000000000,0.8192921687,0.8770556587],<"notfaithful",0>,[6,3]>,<1,3*17*37,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,17,37,67,281],[1,7,7,7,1,1],1,[1.000000000,1.446418335,1.253853045],<"notfaithful",0>,[6,3]>,<2,2^2*3*17,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,17,37,67,281],[7,8,8,3,1,3],1,[1.000000000,1.035833567,1.065765968],<"notfaithful",0>,[6,3]>,<2,2^2*3*17*37^2,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[-1]],[[1],[1]]],[2,3,17,37,67,281],[7,8,9,7,1,3],1,[1.000000000,1.859849788,1.167304386],<"2.2e2_3_17_37e2.6t3.2",1>,[6,3]>]
x^3-x^2-23*x+65 -2^2*11*857 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 7 x-1 5 [[-55],[5351],[-5295]] 2 [2,2,2,1,1,2,3,3,1,2,3,2,2,2,2,3,2,2,2,3,2,2,2,2,3,2,3,2,2,2,3,1,2,3,2,1,2,2,2,3,1,3,2,2,3,1,2,1,2,2,3,3,2,2,2,2,2,2,1,2,3,2,1,3,2,3,3,3,3,3,2,3,2,2,2,2,3,2,3,3,2,1,3,3,2,3,1,2,3,2,1,2,3,3,3,2,2,3,2,2,3,3,3,2,3,1,3,2,2,2,3,2,1,3,2,2,3,2,3,3,1,2,1,2,3,3,2,2,2,2,3,2,1,3,3,3,1,2,3,3,2,2,2,2,2,1,2,1,3,2,3,2,1,2,3,2,2,3,1,2,2,1,2,3,3,2,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[42,0],[-22,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0]],[[326639,-395298],[262334,381],[143433,286866]],[[-326639,395298],[261953,523907],[380855,237422]]]>,<11,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-334824586920328500248,-236577047785803244300,1]>,[[-236577047785803244313,0],[236577047785803244307,-1],[7,1]]>,<857,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-3232440466325034508359650929275346429194786411203751288933,-10297889283684141498882456100897412632710306776825384299999,1]>,[[-10297889283684141498882456100897412632710306776825384300912,0],[10297889283684141498882456100897412632710306776825384300456,-1],[457,1]]>*] [x,x^2-x+2357,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11,857],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,11*857,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,11,857],[2,4,4],1,[1.000000000,0.4529926493,0.7059120117],<"notfaithful",0>,[3,2]>,<2,2^2*11*857,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,11,857],[4,5,5],1,[1.000000000,1.567853993,1.061199817],<"2.2e2_11_857.3t2.1",1>,[3,2]>]
x^4+45*x^2+242 2^3*7^2*151^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 41 x-1 6 [[-1776208916],[-1494736617],[1494736617],[1776208916]] 2 [1,4,5,1,4,4,3,5,3,4,3,4,1,4,3,5,5,4,5,3,1,3,4,2,3,4,3,5,5,3,2,4,2,5,5,3,4,5,3,5,5,4,2,1,5,1,5,3,5,5,3,2,3,5,2,3,5,1,5,3,4,4,5,3,3,5,4,3,4,5,1,3,1,5,5,3,5,5,1,2,4,5,3,2,3,5,3,2,5,2,4,2,1,4,5,3,4,3,4,4,4,5,5,1,4,3,4,2,3,3,2,4,3,4,3,2,5,3,4,4,4,2,4,5,4,4,4,2,3,4,5,1,3,4,1,2,5,5,5,3,4,5,2,4,5,3,5,2,4,3,5,1,4,2,4,1,3,2,3,4,5,1,3,4,3,1,1,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+270,2>,<x^2-34848,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[1,2,3,4],[1,4],[3],[[[2,1,3,4]]],20,<[],[-468146,0,1]>,[[0,1],[0,262143],[-123631,0],[123631,0]]>,<7,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[38296501524708938,-23050796536488595,1]>,[[23050796536488599,-1],[4,1],[-4,-1],[-23050796536488599,1]]>,<11,2,1,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[2,1,3,4],[1,4],[1],[[]],20,<[],[2,7,1]>,[[-135808729105948322938,249518932369397625961],[135808729105948322938,-249518932369397625961],[1615191597448409739,0],[-1615191597448409739,0]]>,<151,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[6,149,1]>,[[6934606669276361032839837945248644589438414,3388037706974535462572754652520413171080829],[-2493712158305517236047077150771996606276033,-14562198637126809273824831417282505814061261],[1,0]]>,[[[2493712158305517236047077150771996606276115,14562198637126809273824831417282505814061330],[-1,0]],[[82,69],[1,0]],[[-82,-69],[-1,0]],[[-2493712158305517236047077150771996606276115,-14562198637126809273824831417282505814061330],[1,0]]]>*] [x,x^2-x-264,x^2-2,x^2-2114,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,11,151],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,7*151,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,11,151],[1,6,1,6],1,[1.000000000,2.504406421,1.452092658],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,7,11,151],[6,1,4,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[4,3]>,<1,2^3*7*151,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,7,11,151],[6,6,3,6],1,[1.000000000,0.7264266192,0.9193539812],<"notfaithful",0>,[4,3]>,<2,2^3*7*151,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,7,11,151],[6,6,3,7],1,[1.000000000,2.575897039,1.377492281],<"2.2e3_7_151.4t3.2",1>,[4,3]>]
x^4-33*x^2+8 2^3*7^2*151^2 4 0 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 89 x-1 5 [[2506950246],[-1128537846],[1128537846],[-2506950246]] 1 [1,4,5,3,4,4,3,5,3,4,3,4,2,4,3,5,5,4,5,3,2,3,4,1,3,4,3,5,5,3,2,4,2,5,5,3,4,5,3,5,5,4,2,1,5,2,5,3,5,5,3,2,3,5,1,3,5,2,5,3,4,4,5,3,3,5,4,3,4,5,2,3,2,5,5,3,5,5,1,1,4,5,3,1,3,5,3,2,5,2,4,1,1,4,5,3,4,3,4,4,4,5,5,1,4,3,4,1,3,3,1,4,3,4,3,2,5,3,4,4,4,2,4,5,4,4,4,1,3,4,5,1,3,4,2,1,5,5,5,3,4,5,2,4,5,3,5,1,4,3,5,2,4,1,4,1,3,1,3,4,5,1,3,4,3,2,1,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-198,2>,<x^2-1152,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[1,2,3,4],[1,4],[3],[[[2,1,3,4]]],20,<[],[117038,0,1]>,[[0,2],[0,131070],[-17179,0],[17179,0]]>,<7,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,6,1]>,[[5295332239161321,0],[-32638701449857034,-37476989249156345],[1,0]]>,[[[32638701449857037,37476989249156346],[-1,0]],[[3,1],[1,0]],[[-3,-1],[-1,0]],[[-32638701449857037,-37476989249156346],[1,0]]]>,<151,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[6,149,1]>,[[-5590000503864157674854915899844004949913072,4070767890123774680910712275288237459179656],[13905257484539040442412232449244930721439672,-3126921334129428412201398793140494495211193],[1,0]]>,[[[-13905257484539040442412232449244930721439579,3126921334129428412201398793140494495211251],[-1,0]],[[93,58],[1,0]],[[-93,-58],[-1,0]],[[13905257484539040442412232449244930721439579,-3126921334129428412201398793140494495211251],[1,0]]]>*] [x,x^2-x-264,x^2-2,x^2-2114,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,151],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,7*151,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,151],[1,6,6],1,[1.000000000,2.504406421,1.452092658],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,7,151],[6,1,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[4,3]>,<1,2^3*7*151,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,7,151],[6,6,6],1,[1.000000000,0.7264266192,0.9193539812],<"notfaithful",0>,[4,3]>,<2,2^3*7*151,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,7,151],[6,7,7],1,[1.000000000,1.748115719,1.318857598],<"2.2e3_7_151.4t3.5",1>,[4,3]>]
x^6-x^5+4*x^4+5*x^3+25*x^2-88*x+99 -3^2*11^3*109^2 0 3 12 "D12" [[2,1,6,4,5,3],[3,6,1,5,4,2],[1,5,3,6,2,4]] [<1,1,[1,2,3,4,5,6]>,<2,1,[3,6,1,5,4,2]>,<2,3,[2,1,6,4,5,3]>,<2,3,[6,3,2,5,4,1]>,<3,2,[5,1,4,6,2,3]>,<6,2,[4,3,5,2,6,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 37 x^2+33*x+2 6 [[888129233,-368875840],[232399908,368875840],[-211139371,-368875840],[711968366,0],[-754489439,0],[-866868696,368875840]] 4 [6,1,3,6,1,4,6,4,5,4,5,3,6,6,5,1,5,6,3,3,6,4,4,3,5,2,3,6,2,3,4,4,3,4,6,4,1,3,2,4,5,3,3,6,4,3,6,5,4,3,4,4,4,5,1,4,1,4,4,4,4,4,6,3,3,5,1,4,4,6,3,6,3,6,3,5,5,3,3,2,5,5,4,5,2,3,5,6,4,1,3,4,3,2,5,2,3,5,2,2,4,4,2,6,6,3,1,4,5,4,4,4,1,5,3,1,3,3,3,4,5,4,6,3,3,6,3,5,1,4,4,4,5,3,2,4,5,4,3,4,2,6,5,4,5,1,4,4,3,3,2,3,3,4,5,5,4,5,4,6,3,4,4,5,3,5,3,6] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,3*],[*[2,2,2],"RES",<[1],x^2>,[<x+15,2>,<x^3-13*x^2+103*x-3,4>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<3,2,2,[[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5]],[1,2,3,4,5,6],[1,3],[1],[[[1,3,2,4,6,5]]],20,<[],[133327920,-1363396719,1]>,[[-625627080,-1162261467],[1363396721,-1],[2,1],[-312349262,0],[-112142564,-1],[-313277816,1]]>,<11,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,2],[1],[[[2,1,4,3,6,5]]],20,<[],[-44244877749193054714,-195253957432737142423,1]>,[[195253957432737142423,-1],[0,1],[-303738516344888661236,-1],[173757521154934205542,1],[-271384499871302776753,-1],[206111537628520090025,1]]>,<13,2,1,[[3,4,1,2,6,5]],[[1,2,3,4,5,6],[3,4,1,2,6,5]],[3,4,1,2,6,5],[1,4],[1],[[]],20,<[],[2,12,1]>,[[8873343948439994790667,6316957918286499875277],[-3215479542283622204987,-6914314340254020622331],[9089704028525194042547,-6316957918286499875277],[3736437441241427507781,6914314340254020622331],[-432963349799711572370,128079665182805314485],[-507999041617929235513,-128079665182805314485]]>,<83,2,1,[[3,4,1,2,6,5]],[[1,2,3,4,5,6],[3,4,1,2,6,5]],[3,4,1,2,6,5],[1,4],[1],[[]],20,<[],[2,82,1]>,[[67536853723484481476823451757506170502,-28286735094337730278858472854736214857],[88647529549508825135291110730721614633,91995733802787732221254315137304837765],[-20426209771505937210605609838776167234,28286735094337730278858472854736214857],[8170915536036117809291160094145981534,-91995733802787732221254315137304837765],[1423887648827820138135673677586842314,-615391210777076942277265779379608687],[-324341672454662677018687885964444398,615391210777076942277265779379608687]]>,<109,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,2,3,4],[1],[[[1,2,4,3,6,5]]],20,<<[],[6,108,1]>,[[-26320686587346407061414657222215284500787,-10377710774660637318956676132837135689153],[-22663569105063146843247860807150835834385,-27950387865602759755484646331595808477199],[1,0]]>,[[[27575594736335078062261609956906676051533,-14046859906090079809457004455660361264791],[0,0]],[[-24598550383858044999544255633437175541467,14046859906090079809457004455660361264791],[0,0]],[[22663569105063146843247860807150835834476,27950387865602759755484646331595808477209],[-1,0]],[[91,10],[1,0]],[[26533531662652943155840650459723515248277,-10],[-1,0]],[[3869962557589796312592789652572679413892,-27950387865602759755484646331595808477209],[1,0]]]>*] [x,x^2-x+82,x^2-x-899,x^2-x+3,x^3-x^2-2*x-3,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,11,13,83,109],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3*109,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[3,11,13,83,109],[7,1,3,3,7],1,[1.000000000,2.084765649,1.316275522],<"notfaithful",0>,[6,3]>,<1,3*11*109,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[3,11,13,83,109],[7,7,1,1,7],1,[1.000000000,0.5652992171,0.7598124839],<"notfaithful",0>,[6,3]>,<1,11,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,11,13,83,109],[1,7,2,2,2],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[6,3]>,<2,3*109,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[3,11,13,83,109],[7,1,3,3,7],1,[1.000000000,0.7639247208,0.8483875813],<"notfaithful",0>,[6,3]>,<2,3*11^2*109,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[-1]],[[1]],[[1],[1]]],[3,11,13,83,109],[7,8,3,3,9],1,[1.000000000,2.447089908,1.417794025],<"2.3_11e2_109.6t3.3",1>,[6,3]>]
