x^2+4294 -2^3*19*113 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[-634],[634]] 2 [1,2,1,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,1,2,1,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[4294,0,1]>,[[0,1],[0,262143]]>,<19,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[4294,0,1]>,[[0,-1],[0,1]]>,<113,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[4294,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,19,113],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*19*113,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,19,113],[3,3,3],1,[1.000000000,0.8629613751,0.9460736666],<"1.2e3_19_113.2t1.2",1>,[2,1]>]
x^3-x^2-2*x+26 -2^3*19*113 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 13 x-1 5 [[-97838],[-66701],[164540]] 2 [1,2,3,3,2,1,2,1,2,2,2,2,2,3,2,3,2,2,2,1,2,3,2,1,2,3,3,2,3,1,2,2,2,2,2,1,2,2,3,3,2,2,2,1,3,2,3,3,3,1,1,3,2,2,2,2,2,2,2,3,2,2,3,3,1,3,1,2,2,3,3,2,3,2,2,2,2,1,2,3,3,3,3,3,2,2,3,2,2,1,2,2,3,3,1,3,3,2,2,3,3,2,1,2,1,2,2,3,3,2,1,1,3,3,2,3,3,3,2,2,2,3,3,2,2,1,2,1,3,3,2,3,3,1,3,3,3,3,2,3,2,2,3,3,2,3,2,1,3,2,2,2,3,3,2,2,1,3,2,2,3,2,3,2,3,1,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[3],[[[1,3,2]]],20,<[],[115926,-423272,1]>,[[-423271,0],[0,1],[-101016,262143]]>,<19,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-13484939721799057110219844,-1714025781657931519962061,1]>,[[-1714025781657931519962066,0],[1714025781657931519962064,-1],[3,1]]>,<113,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[45810634065590052906936469293861442286606,-1900929625280046209777204876918743364052,1]>,[[-1900929625280046209777204876918743364181,0],[1900929625280046209777204876918743364117,-1],[65,1]]>*] [x,x^2+4294,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,19,113],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,2^3*19*113,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,19,113],[4,4,4],1,[1.000000000,0.8629613751,0.9460736666],<"notfaithful",0>,[3,2]>,<2,2^3*19*113,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,19,113],[4,4,4],1,[1.000000000,1.861674927,1.287664309],<"2.2e3_19_113.3t2.2",1>,[3,2]>]
x^3-4*x-92 -2^2*11*1297 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 23 x-1 5 [[1606021],[-2849445],[1243424]] 2 [2,3,2,2,1,2,3,2,1,3,2,2,3,3,3,3,2,2,3,1,3,1,3,2,1,2,1,2,1,2,3,3,3,2,3,1,2,3,2,3,2,2,2,2,1,3,1,2,3,2,2,2,3,2,2,1,2,2,2,3,2,1,2,3,2,2,3,3,2,3,2,2,3,3,2,2,2,1,3,3,2,2,2,3,3,1,3,3,1,3,3,1,2,3,3,2,2,1,3,2,3,2,2,2,2,2,2,1,2,1,3,2,1,2,2,2,2,3,1,2,3,2,2,1,1,3,3,3,2,2,1,2,1,2,2,1,2,2,2,2,2,3,2,3,3,2,1,2,2,2,1,3,1,2,2,3,2,1,3,1,3,1,2,3,2,2,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[3,1,2]]],20,<<[],[1,1,1]>,[[130014,0],[4,0],[524284,0],[1,0]]>,[[[0,0],[233650,0],[210855,0]],[[240056,-44176],[-173714,-113778],[127908,204527]],[[-240056,44176],[-59936,113778],[185525,57617]]]>,<11,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-11105675528457062872,-69999480459414456401,1]>,[[-69999480459414456409,0],[69999480459414456405,-1],[4,1]]>,<1297,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[42793717583245794410503201990827246714699049424346588149913626,-65465578143672736870283275652750720188154882975815886714500265,1]>,[[-65465578143672736870283275652750720188154882975815886714501493,0],[65465578143672736870283275652750720188154882975815886714500879,-1],[614,1]]>*] [x,x^2-x+3567,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11,1297],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,11*1297,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,11,1297],[2,4,4],1,[1.000000000,0.7890504953,0.8467163613],<"notfaithful",0>,[3,2]>,<2,2^2*11*1297,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,11,1297],[4,5,5],1,[1.000000000,0.7905919199,0.8973697252],<"2.2e2_11_1297.3t2.1",1>,[3,2]>]
x^3-x^2-33*x-107 -2^2*11*1297 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 23 x-1 5 [[-2734619],[-2766285],[-935438]] 2 [2,3,2,2,1,2,3,2,1,3,2,2,3,1,1,1,2,2,1,3,1,3,3,2,3,2,3,2,3,2,3,1,3,2,3,3,2,3,2,3,2,2,2,2,3,3,1,2,1,2,2,2,1,2,2,3,2,2,2,1,2,3,2,3,2,2,3,3,2,3,2,2,1,1,2,2,2,3,1,3,2,2,2,1,1,3,3,3,3,1,3,3,2,3,3,2,2,3,3,2,3,2,2,2,2,2,2,3,2,3,3,2,3,2,2,2,2,1,1,2,3,2,2,3,3,1,3,3,2,2,1,2,3,2,2,1,2,2,2,2,2,3,2,3,3,2,3,2,2,2,1,3,3,2,2,1,2,1,3,1,3,1,2,3,2,2,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[3,1,2]]],20,<<[],[1,1,1]>,[[128622,0],[396,0],[524254,0],[1,0]]>,[[[-179357,0],[-144870,0],[117275,0]],[[206527,233696],[89602,34334],[217504,27995]],[[-27169,-233696],[55268,-34334],[189509,234149]]]>,<11,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-203555101180100631610,187907394131424811536,1]>,[[187907394131424811521,0],[-187907394131424811528,-1],[8,1]]>,<1297,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-64418525850094376229198971162909910986840273906388464644230945,8150684869246661263277742254961905093198689387620829969218588,1]>,[[8150684869246661263277742254961905093198689387620829969217717,0],[-8150684869246661263277742254961905093198689387620829969218152,-1],[436,1]]>*] [x,x^2-x+3567,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11,1297],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,11*1297,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,11,1297],[2,4,4],1,[1.000000000,0.7890504953,0.8467163613],<"notfaithful",0>,[3,2]>,<2,2^2*11*1297,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,11,1297],[4,5,5],1,[1.000000000,0.8718795435,0.9004131721],<"2.2e2_11_1297.3t2.2",1>,[3,2]>]
x^3+32*x-60 -2^2*11*1297 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 23 x-1 5 [[-1129816],[1378428],[-248612]] 2 [2,1,2,2,1,2,3,2,1,1,2,2,3,3,3,3,2,2,3,3,3,3,1,2,3,2,3,2,3,2,3,3,3,2,1,3,2,3,2,1,2,2,2,2,3,3,1,2,3,2,2,2,3,2,2,3,2,2,2,3,2,3,2,3,2,2,1,3,2,3,2,2,3,3,2,2,2,3,3,1,2,2,2,3,3,3,3,1,3,3,1,3,2,1,1,2,2,3,1,2,3,2,2,2,2,2,2,3,2,3,1,2,3,2,2,2,2,3,1,2,3,2,2,3,3,3,1,1,2,2,1,2,3,2,2,1,2,2,2,2,2,3,2,3,3,2,3,2,2,2,1,1,3,2,2,3,2,1,1,1,1,1,2,3,2,2,2,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[3,1,2]]],20,<<[],[1,1,1]>,[[130622,0],[256,0],[32,0],[1,0]]>,[[[0,0],[-69904,0],[61167,0]],[[159232,-205824],[-34224,-138352],[71680,204527]],[[-159232,205824],[104128,138352],[129297,57617]]]>,<11,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-172753914980673575065,202059636859895165571,1]>,[[202059636859895165553,0],[-202059636859895165562,-1],[9,1]]>,<1297,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[34201003519389827643656046514321678193510364262817521162554895,-34214812704128484130274322784903288720176476524789559215928561,1]>,[[-34214812704128484130274322784903288720176476524789559215929053,0],[34214812704128484130274322784903288720176476524789559215928807,-1],[246,1]]>*] [x,x^2-x+3567,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11,1297],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,11*1297,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,11,1297],[2,4,4],1,[1.000000000,0.7890504953,0.8467163613],<"notfaithful",0>,[3,2]>,<2,2^2*11*1297,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,11,1297],[4,5,5],1,[1.000000000,2.449231970,1.278543452],<"2.2e2_11_1297.3t2.3",1>,[3,2]>]
x^5-x^4+17*x^3+18*x^2-265*x+325 25703^2 1 2 10 "D10" [[3,5,1,4,2],[2,1,3,5,4]] [<1,1,[1,2,3,4,5]>,<2,5,[3,5,1,4,2]>,<5,2,[3,4,2,5,1]>,<5,2,[2,5,4,1,3]>] [[1,1,1,1,1],[1,2,2],[5]] 13 x^2+12*x+2 8 [[-303648657,0],[-226791397,-292391185],[-340605489,-235344378],[18979939,292391185],[36334884,235344378]] 2 [3,4,2,4,3,2,4,1,2,3,2,3,4,4,1,2,4,3,4,2,2,4,4,3,4,3,2,2,1,4,2,2,2,2,2,1,2,1,2,2,2,3,2,2,3,2,2,2,4,3,2,4,2,2,2,2,3,2,2,4,2,1,2,2,2,3,2,1,2,4,2,2,2,2,2,2,2,4,4,4,2,2,4,1,4,2,3,2,4,4,1,4,2,1,1,2,3,2,2,3,4,1,2,1,3,3,2,2,4,2,2,1,2,2,3,4,2,2,1,3,2,2,2,2,2,2,3,3,3,1,2,2,2,2,4,2,2,4,1,2,3,4,2,3,4,2,3,2,2,2,4,2,2,2,1,2,4,2,2,2,2,1,3,2,3,2,2,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x-6040205,4>,<x+6040205,3>]*]] [*<5,2,1,[[3,2,1,5,4]],[[1,2,3,4,5],[3,2,1,5,4]],[3,2,1,5,4],[1,2],[1],[[]],20,<[],[2,4,1]>,[[13428686328019,-20389571825868],[18987353159011,0],[-380458009134,20389571825868],[-5673861116405,403593229240],[-7288234033365,-403593229240]]>,<47,1,1,[],[[1,2,3,4,5]],[1,2,3,4,5],[1],[1],[[]],20,[],[-89420473099606570784883616332843,-1159952312251926592696196961069525,1344161110820213875948186521516430,-19136738474232765060871545225469,-16786295250568462098771675243009]>,<25703,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[2181483439610686812507831202346062454213629472950920325140376902407891494932098522731460,-3017898052903291512754444589652764063631086991002123776602477823056462974591434994912647,1]>,[[-1050114402915323430248851584981797629240968126364900361871012702481221997495710567017563,0],[3017898052903291512754444589652764063631086991002123776602477823056462974591434994930533,-1],[17886,1],[976444703260952892063293679385315955845485693885027138324400306526842900260262416786039,-266238851050435020824577106641096852290313400459488518886936212825807890646863190723],[-2944228353248920974568886684056282390235604558522250553055865427102083877355986844716894,266238851050435020824577106641096852290313400459488518886936212825807890646863190723]]>*] [x,x^2-x+6426,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,47,25703],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,25703,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,5,47,25703],[1,2,1,5],1,[1.000000000,3.429225253,1.486267061],<"notfaithful",0>,[5,2]>,<2,25703,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,5,47,25703],[3,2,1,5],1,[1.000000000,0.6052300102,0.7273143664],<"2.25703.5t2.1",1>,[5,2]>,<2,25703,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,5,47,25703],[3,2,1,5],1,[1.000000000,0.5581860430,0.8992639565],<"2.25703.5t2.1",2>,[5,2]>]
x^6+248*x^4-184*x^3+15376*x^2-22816*x+381564 -2^4*7^3*13^3*41^3 0 3 12 "D12" [[2,1,3,6,5,4],[1,3,2,4,6,5],[4,6,5,1,3,2]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,6,5,1,3,2]>,<2,3,[2,1,3,6,5,4]>,<2,3,[6,4,5,2,3,1]>,<3,2,[3,1,2,5,6,4]>,<6,2,[5,4,6,3,2,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 11 x^2+7*x+2 14 [[147499122524972,-104361155081982],[118527540932364,104361155081982],[113723170125905,0],[14064274323250,-68199750921360],[-125776971512779,0],[111712697189529,68199750921360]] 4 [4,3,5,3,3,3,3,6,5,6,5,4,1,5,6,6,1,4,3,3,5,6,5,6,6,3,4,1,3,5,1,4,3,4,3,3,3,4,6,4,6,3,2,3,4,3,6,5,2,2,6,3,5,4,3,6,4,1,5,3,4,6,5,3,3,3,3,5,2,5,1,4,4,1,4,2,1,6,4,5,4,3,4,4,3,5,4,3,1,3,4,6,4,1,3,3,6,3,4,4,6,3,3,5,6,2,6,6,5,3,4,4,4,1,4,6,2,4,2,6,5,6,4,3,6,5,3,3,3,5,4,4,6,6,5,5,2,5,4,6,1,4,2,3,4,2,5,4,4,4,4,4,2,3,5,5,2,6,3,5,4,5,3,3,3,5,2,3] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,3*],[*[2,2,2],"RES",<[1],x^2>,[<x+186,2>,<x^3+541696*x+99672064,4>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,6,3,[[3,4,6,5,2,1],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[3,4,6,5,2,1]],[2,1,5,6,3,4],[1,4,5],[1],[[[3,4,6,5,2,1]]],20,<<[],[1,1,1]>,[[-226838,372876],[116860,-275456],[519168,-10240],[1,0]]>,[[[123904,-43008],[115201,35328],[116736,96768]],[[2432,64000],[40283,97608],[130800,67392]],[[42544,-60352],[36976,35681],[57454,88552]],[[-41584,-89920],[95240,91059],[88362,84024]],[[39152,25920],[126621,73477],[42982,110728]],[[95696,103360],[109967,60063],[87954,76824]]]>,<5,3,1,[[6,5,1,2,4,3]],[[1,2,3,4,5,6],[6,5,1,2,4,3],[3,4,6,5,2,1]],[6,5,1,2,4,3],[1,5,5],[1],[[]],20,<[],[3,3,0,1]>,[[856465708211,-4316481514708,-9108510309957],[-532880903569,-1419300060183,9270302712278],[7006087491401,-600412634781,-6033699418362],[3623108866356,6586420304149,1811554433178],[-3090227962787,-5167120243966,7991629182669],[-7862553199612,4916894149489,-3931276599806]]>,<7,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,4,3,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[3,6,1]>,[[-35804020170346736,0],[22518887166780347,0],[1,0]]>,[[[-22518887166780341,0],[-1,0]],[[6,0],[1,0]],[[-13160489099296991,31756155587910280],[-4422475951057774,4225288942333980]],[[-28683760595992156,17036168567206616],[4422475951057774,-4225288942333980]],[[35679376266077332,-31756155587910280],[4422475951057775,-4225288942333980]],[[28683760595992150,-17036168567206616],[-4422475951057775,4225288942333980]]]>,<13,4,2,[[2,1,4,3,6,5],[3,4,1,2,5,6]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[3,4,1,2,5,6],[4,3,2,1,6,5]],[3,4,1,2,5,6],[1,4,3,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,12,1]>,[[4798401488086963944590,0],[8142350031397001420299,0],[1,0]]>,[[[-5177634207184958210907,-6292709147534109679876],[-505968549402163452563,-206154782431647751317]],[[6998973503935561744979,-2000998378490872948970],[505968549402163452563,206154782431647751317]],[[-5684979536298839807599,6292709147534109679876],[505968549402163452564,206154782431647751317]],[[-6998973503935561744983,2000998378490872948970],[-505968549402163452564,-206154782431647751317]],[[-8142350031397001420295,0],[-1,0]],[[4,0],[1,0]]]>,<41,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,2],[1],[[[2,1,4,3,6,5]]],20,<[],[72200204916667921731061389029205,44651791563952759707864307741771,1]>,[[-44651791563952759707864307741749,-1],[22,1],[6273566341663830018984430191253,281807473375843142694282772781],[-60796445447954815405252539723248,-281807473375843142694282772781],[-74719545944513354389912998599804,281807473375843142694282772782],[-6273566341663830018984430191275,-281807473375843142694282772782]]>,<107,1,1,[],[[1,2,3,4,5,6]],[1,2,3,4,5,6],[1],[1],[[]],20,[],[-8239411684732590897097883876043324420753,-10058740231558836370259808604455810798057,18298151916291427267357692480499135218810,-16989917142085479225052238367997768776780,-141245316119391189872155819462192600820,133483043545952946502207762143076154179]>,<8783,1,1,[],[[1,2,3,4,5,6]],[1,2,3,4,5,6],[1],[1],[[]],20,[],[404250573099024828172523304584731032163102349487119602403987028798598525059719,-578148510797861821570769471905880880039502659555818616663432490204078344722110,173897937698836993398246167321149847876400310068699014259445461405479819662391,3471686275494731381636591833622738348701012199447799989273373762868616624138327,383180154305222101248805195448908705643539826838903676989537594259937247254,247891514214994838482571759657231101850432696470079518342330476787423057708]>*] [x,x^2-x+23,x^2-x-10,x^2-x+933,x^3+4*x-2,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,7,13,41,107,8783],[1,1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,7*13,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,5,7,13,41,107,8783],[3,1,7,7,1,1,1],1,[1.000000000,0.6586567884,0.7472827706],<"notfaithful",0>,[6,3]>,<1,41,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,7,13,41,107,8783],[1,1,2,2,7,1,1],1,[1.000000000,1.299093062,1.203023023],<"notfaithful",0>,[6,3]>,<1,7*13*41,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,7,13,41,107,8783],[2,1,7,7,7,1,1],1,[1.000000000,1.440108718,0.9472929323],<"notfaithful",0>,[6,3]>,<2,2^2*7*13,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,5,7,13,41,107,8783],[7,5,8,8,1,1,1],1,[1.000000000,0.9669654430,0.9913457168],<"notfaithful",0>,[6,3]>,<2,2^2*7*13*41^2,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[1]]],[2,5,7,13,41,107,8783],[7,5,8,8,7,1,1],1,[1.000000000,0.8184307413,0.9491025214],<"2.2e2_7_13_41e2.6t3.2",1>,[6,3]>]
