x^2-1415 2^2*5*283 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[-6887],[6887]] 1 [1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1,1,2,1,1,2,2,2,1,1,2,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-1414,2,1]>,[[1,1],[-1,-1]]>,<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1415,0,1]>,[[0,-1],[0,1]]>,<283,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1415,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,5,283],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*5*283,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,5,283],[3,3,3],1,[1.000000000,0.9358140367,0.9156218990],<"1.2e2_5_283.2t1.1",1>,[2,1]>]
x^4-2*x^3+26*x^2-25*x+145 5^2*2221 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 6 [[22679601],[-17971848],[17971849],[-22679600]] 2 [5,3,1,3,4,5,5,1,3,4,1,3,4,5,3,5,4,1,3,2,5,2,3,2,5,1,3,3,4,5,3,1,5,2,4,4,5,5,3,5,4,2,2,3,3,1,4,5,5,4,3,4,4,4,3,3,4,2,5,4,3,3,5,4,5,5,4,5,5,4,5,4,5,3,1,3,1,5,4,4,4,4,2,5,2,5,4,3,2,5,5,2,5,1,1,5,1,4,5,1,5,3,3,4,2,5,3,5,1,2,3,5,5,4,2,1,5,5,5,1,1,5,5,5,1,2,4,1,5,3,2,5,4,5,4,2,5,3,3,4,4,4,5,5,4,4,5,5,1,3,3,1,3,3,3,4,4,4,3,2,3,5,3,4,5,3,1,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-25,2>,<x^2+48*x-1645,3>]*],[*[4],"CYC",0,5*]] [*<3,2,1,[[4,3,2,1]],[[1,2,3,4],[4,3,2,1]],[4,3,2,1],[1,3],[1],[[]],20,<[],[2,2,1]>,[[214520940,370982782],[527444625,370982782],[-214520939,-370982782],[-527444624,-370982782]]>,<5,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[18598744023570,-16159463906235,1]>,[[16159463906235,-1],[0,1],[1,-1],[-16159463906234,1]]>,<2221,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,2217,1]>,[[-3471517291333266704145618758260441993707729947078621367992211405934,0],[2221,0],[1,0]]>,[[[3489828463951326444442862659374392793561045759711062872852786617483,-1736029273711891513969225270478958599429896422861515201232094570711],[0,0]],[[-3489828463951326444442862659374392793561045759711062872852786617482,1736029273711891513969225270478958599429896422861515201232094570711],[0,0]],[[-1110,0],[-1,0]],[[1111,0],[1,0]]]>*] [x,x^2-x-1,x^2-x-555,x^2-x-2776,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,2221],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,2221],[3,6,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,2221,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,5,2221],[1,1,6],1,[1.000000000,1.275250219,0.9448103216],<"notfaithful",0>,[4,3]>,<1,5*2221,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,2221],[3,6,6],1,[1.000000000,1.411048671,1.177624574],<"notfaithful",0>,[4,3]>,<2,5*2221,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[3,5,2221],[3,6,7],1,[1.000000000,1.311198669,1.000390751],<"2.5_2221.4t3.1",1>,[4,3]>]
x^4+8*x^2-8*x+25 2^8*7^2*13^2 0 2 12 "A4" [[2,3,1,4],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<3,4,[2,3,1,4]>,<3,4,[3,1,2,4]>] [[1,1,1,1],[1,3],[2,2]] 89 x-1 5 [[-21303893],[-2392158406],[251894559],[2161567740]] 2 [1,4,4,1,4,1,2,3,2,3,3,2,3,4,4,3,2,3,4,4,3,4,2,1,4,4,4,2,3,4,3,4,2,4,3,3,3,3,3,3,4,2,3,4,3,2,3,3,1,4,4,2,2,4,2,4,2,1,2,1,4,4,1,3,4,4,3,1,2,3,4,4,4,3,3,3,3,3,2,2,3,2,4,4,2,4,4,1,4,1,4,4,2,3,4,4,2,3,2,4,1,4,2,2,3,3,3,4,3,3,3,4,4,3,4,1,4,4,2,4,4,3,4,1,1,2,3,3,1,4,4,3,1,3,3,3,2,2,4,4,2,2,2,2,4,4,2,3,4,4,3,3,2,1,4,2,3,3,2,3,2,4,2,3,4,3,4,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,3],"ALT",[1,3,4,2],[<x+1456,4>,<x-1456,3>]*],[*[2,2],"CYC",0,2*]] [*<2,4,4,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[1,2,3,4],[1,2,2,2],[2,4],[[[2,1,4,3],[3,4,1,2]],[[2,1,4,3]]],20,<[],[26,12,14,4,1]>,[[1,1,0,0],[117019,-20921,-30484,94448],[-119499,53783,-129959,110621],[2479,-32863,-101701,57075]]>,<7,3,3,[[1,4,2,3]],[[1,2,3,4],[1,4,2,3],[1,3,4,2]],[1,2,3,4],[1,3,4],[1],[[[1,4,2,3]]],20,<[],[-34320914692648815,8144988404471996,-3225953421239409,1]>,[[-3225953421239427,0,0],[19410615975435691,-5561674287019385,5347211597745125],[-16184662554196270,5561674287019384,-5347211597745125],[6,1,0]]>,<13,3,3,[[1,4,2,3]],[[1,2,3,4],[1,4,2,3],[1,3,4,2]],[1,2,3,4],[1,3,4],[1],[[[1,4,2,3]]],20,<[],[4562753033889826488531,-5847854578263370065614,1967678846986104668897,1]>,[[1967678846986104668885,0,0],[-5915615426093929813955,-384374618160955820181,100116424532823752731],[3947936579107825145066,384374618160955820180,-100116424532823752731],[4,1,0]]>*] [x,x^3-x^2-30*x+64,x^3-x^2-30*x+64,0] [1,3,2,4] <[1],[2,3],[4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,13],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,4]>,<1,7*13,3,[[1,0],[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,7,13],[1,5,5],0,[0.3255434469-0.9455270827*i,1.324140942-0.5538359036*i,1.220361447-0.1570030830*i],<"notfaithful",0>,[4,4]>,<1,7*13,3,[[1,0],[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,7,13],[1,5,5],0,[0.3255434469+0.9455270827*i,1.324140942+0.5538359036*i,1.220361447+0.1570030830*i],<"notfaithful",0>,[4,4]>,<3,2^8*7^2*13^2,1,[[3],[-1],[0],[0]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1]],[[1],[-1]]],[2,7,13],[5,6,6],1,[0,0,0],<"3.2e8_7e2_13e2.4t4.1",1>,[4,4]>]
x^4-34*x^2-92*x-66 2^8*7^2*13^2 4 0 12 "A4" [[2,3,1,4],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<3,4,[2,3,1,4]>,<3,4,[3,1,2,4]>] [[1,1,1,1],[1,3],[2,2]] 37 x-1 5 [[14808068],[32060410],[5923759],[16551720]] 1 [1,4,4,1,4,1,2,3,2,3,3,1,3,4,4,3,2,3,4,4,3,4,2,2,4,4,4,2,3,4,3,4,2,4,3,3,3,3,3,3,4,2,3,4,3,2,3,3,2,4,4,2,2,4,2,4,1,2,2,2,4,4,2,3,4,4,3,2,2,3,4,4,4,3,3,3,3,3,1,2,3,2,4,4,2,4,4,2,4,2,4,4,1,3,4,4,2,3,2,4,2,4,2,2,3,3,3,4,3,3,3,4,4,3,4,2,4,4,2,4,4,3,4,2,2,2,3,3,2,4,4,3,1,3,3,3,1,1,4,4,1,2,1,1,4,4,2,3,4,4,3,3,2,2,4,1,3,3,2,3,2,4,2,3,4,3,4,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,3],"ALT",[1,3,4,2],[<x+1456,4>,<x-1456,3>]*],[*[2,2],"CYC",0,2*]] [*<2,4,4,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[1,2,3,4],[1,2,2,2],[2,4],[[[2,1,4,3],[3,4,1,2]],[[2,1,4,3]]],20,<[],[-66,-92,-34,0,1]>,[[0,1,0,0],[-11326,-53493,60994,-68052],[39888,-76013,-123993,-129595],[-28562,129505,62999,-64497]]>,<7,3,3,[[1,4,2,3]],[[1,2,3,4],[1,4,2,3],[1,3,4,2]],[1,2,3,4],[1,3,4],[1],[[[1,4,2,3]]],20,<[],[-17390639244736121,29538589897018510,13506757841201065,1]>,[[13506757841201047,0,0],[22605920362539317,5661598895291749,4110059607646758],[-36112678203740370,-5661598895291750,-4110059607646758],[6,1,0]]>,<13,3,3,[[1,4,2,3]],[[1,2,3,4],[1,4,2,3],[1,3,4,2]],[1,2,3,4],[1,3,4],[1],[[[1,4,2,3]]],20,<[],[1066364410801651720694,9334206411337584029240,516762784977936922282,1]>,[[516762784977936922264,0,0],[3996925139524056123325,280585919279979810701,-489151970400891069250],[-4513687924501993045595,-280585919279979810702,489151970400891069250],[6,1,0]]>*] [x,x^3-x^2-30*x+64,x^3-x^2-30*x+64,0] [1,3,2,4] <[1],[2,3],[4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,13],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,4]>,<1,7*13,3,[[1,0],[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,7,13],[1,5,5],0,[0.3255434469-0.9455270827*i,1.324140942-0.5538359036*i,1.220361447-0.1570030830*i],<"notfaithful",0>,[4,4]>,<1,7*13,3,[[1,0],[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,7,13],[1,5,5],0,[0.3255434469+0.9455270827*i,1.324140942+0.5538359036*i,1.220361447+0.1570030830*i],<"notfaithful",0>,[4,4]>,<3,2^8*7^2*13^2,1,[[3],[-1],[0],[0]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1]],[[1],[-1]]],[2,7,13],[5,6,6],1,[0,0,0],<"3.2e8_7e2_13e2.4t4.2",1>,[4,4]>]
x^5-x^4-268*x^3-349*x^2+7483*x+13067 11^4*61^4 5 0 5 "C5" [[2,5,4,1,3]] [<1,1,[1,2,3,4,5]>,<5,1,[2,5,4,1,3]>,<5,1,[5,3,1,2,4]>,<5,1,[3,4,2,5,1]>,<5,1,[4,1,5,3,2]>] [[1,1,1,1,1],[5]] 31 x-1 5 [[51647],[-9916616],[7466326],[-5604003],[8002647]] 1 [5,4,3,3,1,3,3,4,5,5,1,3,5,2,2,4,2,1,5,5,1,4,1,3,1,3,2,3,1,1,3,5,5,4,5,2,4,1,1,3,1,1,1,5,1,4,5,2,4,4,3,1,3,1,5,3,2,1,5,2,4,1,3,1,5,4,3,5,1,1,1,3,5,4,4,2,4,4,1,4,2,1,2,4,2,5,5,2,2,4,4,3,2,2,5,3,2,2,1,4,4,1,3,5,3,1,4,5,4,4,5,4,4,1,5,5,1,1,1,2,2,5,3,2,1,5,3,5,5,5,1,4,4,1,3,4,5,3,3,2,3,2,1,4,3,3,4,3,5,3,1,2,2,2,5,2,3,4,5,1,1,4,5,1,3,3,2,5] [[*[1,1,1,1,1],"CYC",0,1*],[*[5],"RES",<[1],x^2>,[<x+832,2>,<x+3516,3>,<x-4536,4>,<x+1503,5>]*]] [*<11,5,5,[[2,3,5,1,4]],[[1,2,3,4,5],[2,3,5,1,4],[3,5,4,2,1],[5,4,1,3,2],[4,1,2,5,3]],[1,2,3,4,5],[1,4,2,5,3],[1],[[[2,3,5,1,4]]],20,<[],[-90739,-34034,-781,506,44,1]>,[[253950226236627777360,6057745673786553965,-8885766581857152446,-16828108478811627438,-18653157255133081266],[139863111884435760159,-10248920297504658083,5226012686482385247,14097616632332810362,-5724923727628461690],[62177512728534666241,8744783977972003108,2004334873042979362,-29934018712582462625,-13850414258397206034],[216759144082961805433,-4553609354253898991,1655419022331787837,-28494579889353266590,-22930595207255797301],[9,1,0,0,0]]>,<61,5,5,[[2,5,1,3,4]],[[1,2,3,4,5],[2,5,1,3,4],[5,4,2,1,3],[4,3,5,2,1],[3,1,4,5,2]],[1,2,3,4,5],[1,3,5,2,4],[1],[[[2,5,1,3,4]]],20,<[],[244722301,26396286,1122339,23546,244,1]>,[[140439664162141255710974402865784748,1399461909577351373323773638492453,73230721080907958674364864757316,1923184494573844801996734352932550,-737707317939146540530787063858592],[-242381613367555193518721173367014642,3219166302479913166570221428932772,3166482330479259958890822245654750,-2861837262385482785484696468346267,-3391706310782052421720253754170783],[-235442651318659160079607239770037529,-839387383900407231352027487586427,3920302163188606272103558893066061,3321812241261185832865584171021174,-2133437446166451644977269926866894],[-171473509095606032049242354437257826,-3779240828156857308541967579838799,1181921008524654169947587844202614,-2383159473449547849377622055607457,-2079085148385777752388023102784472],[49,1,0,0,0]]>,<251,1,1,[],[[1,2,3,4,5]],[1,2,3,4,5],[1],[1],[[]],20,[],[-167354585709009297887288016126938676651510350680,11472313484811542711284155063557481395673480123,214435104645673956839316658803341032518169529339,1178251407852878924629789475296562640271159041,-861364236250862057544344115237207722209059057]>,<757,1,1,[],[[1,2,3,4,5]],[1,2,3,4,5],[1],[1],[[]],20,[],[-675677748433683448412954625342494642665349071998294888619,-479860292562421557079281122276446273218890591585055579564,-1503969107641262122871116018378727432619774541133649303748,1169774745991526116428084314388446478014479681444868955,-136065779335695519972780443166657844880538405394933634]>*] [x,0,0,0,0] [1,2,3,4,5] <[1],[2,3,4,5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,11,61,251,757],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,1]>,<1,11*61,5,[[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-1,-1,-1,-1]],[[[1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,-1,0,0]],[[1,0,0,0],[0,0,-1,0]],[[1,0,0,0],[0,0,0,-1]],[[1,0,0,0],[1,1,1,1]],[[1,0,0,0]]],[3,11,61,251,757],[4,6,6,1,1],0,[-0.3024379332-0.9531690808*i,0.5084000651-0.2928533769*i,0.8742329281-0.2476621554*i],<"1.11_61.5t1.1",1>,[5,1]>,<1,11*61,5,[[1,0,0,0],[0,0,1,0],[-1,-1,-1,-1],[0,1,0,0],[0,0,0,1]],[[[1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,0]],[[1,0,0,0],[1,1,1,1]],[[1,0,0,0],[0,-1,0,0]],[[1,0,0,0],[0,0,0,-1]],[[1,0,0,0]]],[3,11,61,251,757],[4,6,6,1,1],0,[-0.2477537813-0.9688230302*i,0.7695355599-0.2745566397*i,0.8638187902-0.06845968819*i],<"1.11_61.5t1.1",2>,[5,1]>,<1,11*61,5,[[1,0,0,0],[0,0,0,1],[0,1,0,0],[-1,-1,-1,-1],[0,0,1,0]],[[[1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,0,-1]],[[1,0,0,0],[0,-1,0,0]],[[1,0,0,0],[1,1,1,1]],[[1,0,0,0],[0,0,-1,0]],[[1,0,0,0]]],[3,11,61,251,757],[4,6,6,1,1],0,[-0.2477537813+0.9688230302*i,0.7695355599+0.2745566397*i,0.8638187902+0.06845968819*i],<"1.11_61.5t1.1",3>,[5,1]>,<1,11*61,5,[[1,0,0,0],[-1,-1,-1,-1],[0,0,0,1],[0,0,1,0],[0,1,0,0]],[[[1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,1,1,1]],[[1,0,0,0],[0,0,0,-1]],[[1,0,0,0],[0,0,-1,0]],[[1,0,0,0],[0,-1,0,0]],[[1,0,0,0]]],[3,11,61,251,757],[4,6,6,1,1],0,[-0.3024379332+0.9531690808*i,0.5084000651+0.2928533769*i,0.8742329281+0.2476621554*i],<"1.11_61.5t1.1",4>,[5,1]>]
x^5-x^4-268*x^3-349*x^2+3457*x+5015 11^4*61^4 5 0 5 "C5" [[3,4,5,1,2]] [<1,1,[1,2,3,4,5]>,<5,1,[3,4,5,1,2]>,<5,1,[5,1,2,3,4]>,<5,1,[2,3,4,5,1]>,<5,1,[4,5,1,2,3]>] [[1,1,1,1,1],[5]] 17 x-1 6 [[6251342],[-7724200],[-10841895],[11566130],[748624]] 1 [3,4,1,3,1,4,1,4,4,2,5,3,1,3,5,1,1,1,4,5,4,1,2,5,5,4,1,2,1,3,1,4,5,5,5,5,4,5,5,2,3,2,4,5,1,2,3,5,5,1,4,3,5,5,2,5,4,4,3,4,4,4,5,3,5,1,5,2,2,3,1,3,2,2,3,2,5,2,2,1,3,3,2,5,3,1,3,4,3,2,3,1,5,1,2,2,5,1,2,1,4,4,4,1,5,2,5,4,3,5,3,4,2,3,2,1,2,5,4,3,3,3,1,3,5,1,1,2,4,2,5,3,4,5,4,2,1,1,1,4,2,1,5,1,3,2,3,5,4,1,3,3,5,1,5,2,1,3,3,2,1,5,4,3,4,3,3,2] [[*[1,1,1,1,1],"CYC",0,1*],[*[5],"RES",<[1],x^2>,[<x+4858,2>,<x+1503,3>,<x-510,4>,<x-4536,5>]*]] [*<5,1,1,[],[[1,2,3,4,5]],[1,2,3,4,5],[1],[1],[[]],20,[],[8870526416655,-45741339535758,29869564552396,1402729788379,1783821512704]>,<11,5,5,[[2,3,5,1,4]],[[1,2,3,4,5],[2,3,5,1,4],[3,5,4,2,1],[5,4,1,3,2],[4,1,2,5,3]],[1,2,3,4,5],[1,3,5,2,4],[1],[[[2,3,5,1,4]]],20,<[],[-135025,-38060,-781,506,44,1]>,[[51178017521266682979,-25746107751843841364,-12471242994556603746,-29730228802975508313,19114717642092934085],[293152004584073849047,9552071835765344451,11803572281911979369,-19375290488091118938,-10802066212945042804],[-113447374878716973349,-8773374432217145637,-24459104477696284868,-4260554852973219582,6197857316698854793],[-230882647226623558685,24967410348295642549,25126775190340909245,-7793016304374699458,-14510508745846746074],[9,1,0,0,0]]>,<41,1,1,[],[[1,2,3,4,5]],[1,2,3,4,5],[1],[1],[[]],20,[],[678176660114539634503100321385,39856909692448303016534798255871,-82902832178886066351152032088896,1973819230936589418811335041817,844901068367405853808442016575]>,<61,5,5,[[2,5,1,3,4]],[[1,2,3,4,5],[2,5,1,3,4],[5,4,2,1,3],[4,3,5,2,1],[3,1,4,5,2]],[1,2,3,4,5],[1,5,4,3,2],[1],[[[2,5,1,3,4]]],20,<[],[244516975,26392260,1122339,23546,244,1]>,[[157040619442985877827916556394797815,1269395963484719780761870523882174,1898943012085200431649371803819780,642527400118016334410954914578387,-343773277889020443791783958625633],[-192985891280275962708896256377882078,696612198107748349092011725569654,-1479038942359204828144633591246098,-2822505324424148072822084776273627,-942826802289575996878156065130894],[45120113949605386266684308720019312,-3529522407478492485690833145485804,1992999051255915344799476315124682,-1329558862581869298045179433629735,4105911826054779385006095731190659],[-9174842112315301385704608736935097,1563514245886024355836950896033975,-2412903120981910948304214527698364,3509536786888001036456309295324975,-2819311745876182944336155707434132],[49,1,0,0,0]]>,<79,1,1,[],[[1,2,3,4,5]],[1,2,3,4,5],[1],[1],[[]],20,[],[30618684538521882632490858598464284272,-41802914445780846760541038736502225183,35427206346317709653906654445829250973,-366875795483264828181128830779580248,-45552649730980642678846262765752314]>*] [x,0,0,0,0] [1,2,3,4,5] <[1],[2,3,4,5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,11,41,61,79],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,1]>,<1,11*61,5,[[1,0,0,0],[0,1,0,0],[0,0,1,0],[0,0,0,1],[-1,-1,-1,-1]],[[[1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,-1,0,0]],[[1,0,0,0],[0,0,-1,0]],[[1,0,0,0],[0,0,0,-1]],[[1,0,0,0],[1,1,1,1]],[[1,0,0,0]]],[3,5,11,41,61,79],[4,1,6,1,6,1],0,[0.6901166860-0.7236981137*i,0.5950828624-0.01028536271*i,0.7700497612+0.05175649434*i],<"1.11_61.5t1.2",1>,[5,1]>,<1,11*61,5,[[1,0,0,0],[0,0,1,0],[-1,-1,-1,-1],[0,1,0,0],[0,0,0,1]],[[[1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,0]],[[1,0,0,0],[1,1,1,1]],[[1,0,0,0],[0,-1,0,0]],[[1,0,0,0],[0,0,0,-1]],[[1,0,0,0]]],[3,5,11,41,61,79],[4,1,6,1,6,1],0,[0.9417314991-0.3363655506*i,1.484010577-0.3025225925*i,1.125543198-0.1745149263*i],<"1.11_61.5t1.2",2>,[5,1]>,<1,11*61,5,[[1,0,0,0],[0,0,0,1],[0,1,0,0],[-1,-1,-1,-1],[0,0,1,0]],[[[1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,0,-1]],[[1,0,0,0],[0,-1,0,0]],[[1,0,0,0],[1,1,1,1]],[[1,0,0,0],[0,0,-1,0]],[[1,0,0,0]]],[3,5,11,41,61,79],[4,1,6,1,6,1],0,[0.9417314991+0.3363655506*i,1.484010577+0.3025225925*i,1.125543198+0.1745149263*i],<"1.11_61.5t1.2",3>,[5,1]>,<1,11*61,5,[[1,0,0,0],[-1,-1,-1,-1],[0,0,0,1],[0,0,1,0],[0,1,0,0]],[[[1,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,1,1,1]],[[1,0,0,0],[0,0,0,-1]],[[1,0,0,0],[0,0,-1,0]],[[1,0,0,0],[0,-1,0,0]],[[1,0,0,0]]],[3,5,11,41,61,79],[4,1,6,1,6,1],0,[0.6901166860+0.7236981137*i,0.5950828624+0.01028536271*i,0.7700497612-0.05175649434*i],<"1.11_61.5t1.2",4>,[5,1]>]
