x^2-1419 2^2*3*11*43 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[-1263],[1263]] 1 [1,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,2,1,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,2,2,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-1418,2,1]>,[[1,1],[-1,-1]]>,<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1419,0,1]>,[[0,-1],[0,1]]>,<11,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1419,0,1]>,[[0,-1],[0,1]]>,<43,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1419,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,3,11,43],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*3*11*43,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,43],[3,3,3,3],1,[1.000000000,1.077579450,1.015890124],<"1.2e2_3_11_43.2t1.1",1>,[2,1]>]
x^4-26*x^2+178 2^9*89 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 17 x-1 6 [[-4965359],[-7882980],[7882980],[4965359]] 3 [1,3,4,5,5,2,1,3,5,1,5,2,4,3,3,4,3,1,5,3,2,3,3,4,1,1,5,5,4,4,5,5,4,5,1,5,4,3,3,4,5,1,5,4,1,3,3,3,5,2,2,5,4,5,1,3,4,3,4,4,5,2,5,3,4,4,5,4,5,2,4,5,3,4,3,5,2,1,1,2,3,1,5,4,5,5,2,4,4,3,5,3,3,3,3,5,4,4,5,1,3,1,3,4,3,4,5,4,5,2,3,4,4,5,3,2,5,5,2,5,2,1,2,3,5,4,1,5,5,4,3,5,3,4,2,1,1,3,4,1,5,4,3,3,2,5,2,4,3,5,2,2,3,5,5,3,5,2,2,2,5,4,5,5,2,3,5,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-156,2>,<x^2-25632,3>]*],[*[4],"CYC",0,5*]] [*<2,8,8,[[1,2,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[2,1,3,4],[4,3,1,2]],[1,2,3,4],[1,2,3,4,5],[2,4,6],[[[1,2,4,3],[3,4,1,2]],[[2,1,4,3],[1,2,4,3]],[[2,1,4,3]]],20,<[],[-151294,157968,-266044,-401784,32398,438600,-123568,-353452,1]>,[[5492,55262,541,-55210,928,129201,32969,35866],[-5492,-55262,-541,55210,-928,-129201,98103,95206],[-62090,-69424,81117,32590,-90945,-50143,98815,115301],[62090,69424,-81117,-32590,90945,50143,32257,15771]]>,<3,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,2,1]>,[[378413045,-245323236],[-293201950,245323236],[-378413045,245323236],[293201950,-245323236]]>,<89,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,82,1]>,[[164885660959820515116670095820411362475,0],[0,0],[1,0]]>,[[[-300619292734867833938765966992058306261,348387209125070405733694566442452721994],[0,0]],[[300619292734867833938765966992058306261,-348387209125070405733694566442452721994],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>*] [x,x^2+1,x^2-178,x^2+178,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,89],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,89],[6,3,1],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[4,3]>,<1,2^3*89,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,89],[6,1,6],1,[1.000000000,1.209973622,1.063921799],<"notfaithful",0>,[4,3]>,<1,2^3*89,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,89],[6,3,6],1,[1.000000000,0.9418892991,0.8995323099],<"notfaithful",0>,[4,3]>,<2,2^7*89,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]]],[2,3,89],[6,3,7],1,[1.000000000,1.158946476,1.010188550],<"2.2e7_89.4t3.1",1>,[4,3]>]
x^4-6*x^2+178 2^9*89 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 17 x-1 6 [[3455337],[-6825664],[6825664],[-3455337]] 3 [1,3,4,5,5,1,1,3,5,2,5,1,4,3,3,4,3,2,5,3,2,3,3,4,1,2,5,5,4,4,5,5,4,5,2,5,4,3,3,4,5,2,5,4,2,3,3,3,5,1,2,5,4,5,1,3,4,3,4,4,5,1,5,3,4,4,5,4,5,1,4,5,3,4,3,5,1,2,1,2,3,2,5,4,5,5,2,4,4,3,5,3,3,3,3,5,4,4,5,2,3,2,3,4,3,4,5,4,5,2,3,4,4,5,3,2,5,5,1,5,1,1,1,3,5,4,2,5,5,4,3,5,3,4,2,1,2,3,4,1,5,4,3,3,1,5,1,4,3,5,1,2,3,5,5,3,5,2,2,1,5,4,5,5,2,3,5,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-36,2>,<x^2-25632,3>]*],[*[4],"CYC",0,5*]] [*<2,8,8,[[2,1,3,4],[4,3,1,2]],[[1,2,3,4],[2,1,4,3],[2,1,3,4],[3,4,1,2],[4,3,1,2]],[1,2,3,4],[1,2,4,3,5],[2,4,6],[[[2,1,3,4],[4,3,1,2]],[[2,1,4,3],[2,1,3,4]],[[2,1,4,3]]],20,<[],[-431230,337352,99748,432352,-94438,-368344,-263228,483052,1]>,[[64772,-62852,129733,-124552,10762,-66311,119683,99239],[-64772,62852,-129733,124552,-10762,66311,11389,31833],[59180,37920,-89291,104418,74833,-5161,65597,107182],[-59180,-37920,89291,-104418,-74833,5161,65475,23890]]>,<13,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[697010843313396638984,653790048880503225011,-653790048880503225011,-697010843313396638984]>,<89,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,82,1]>,[[-66304758965322033549115162282555019317,0],[0,0],[1,0]]>,[[[58872793082932788842009219906445065090,-283139587814811482594492325195113435642],[0,0]],[[-58872793082932788842009219906445065090,283139587814811482594492325195113435642],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>*] [x,x^2+1,x^2-178,x^2+178,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,13,89],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,13,89],[6,3,1,1],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[4,3]>,<1,2^3*89,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,13,89],[6,1,1,6],1,[1.000000000,1.209973622,1.063921799],<"notfaithful",0>,[4,3]>,<1,2^3*89,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,13,89],[6,3,1,6],1,[1.000000000,0.9418892991,0.8995323099],<"notfaithful",0>,[4,3]>,<2,2^7*89,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]]],[2,3,13,89],[6,3,1,7],1,[1.000000000,1.355435698,1.030711184],<"2.2e7_89.4t3.2",1>,[4,3]>]
x^4+20*x^2-405 -2^2*5^3*101^2 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 103 x-1 5 [[4402901244],[-5410608707],[5410608707],[-4402901244]] 4 [1,1,1,2,5,5,5,4,3,3,4,5,3,3,3,4,5,3,2,4,4,4,2,3,5,3,1,3,3,4,2,4,5,5,3,5,5,2,2,4,4,2,5,5,5,5,4,3,3,3,5,4,3,4,4,1,3,5,4,1,3,4,3,5,4,5,5,4,1,3,4,4,3,5,4,3,3,4,3,1,5,1,5,4,5,2,1,4,3,1,2,5,1,4,4,1,1,2,1,2,2,5,3,2,5,4,3,5,5,1,3,4,4,4,4,3,3,2,5,5,3,4,5,3,4,1,3,5,3,4,5,3,5,4,2,3,4,3,4,2,5,1,2,3,2,4,5,5,5,1,4,3,1,3,1,5,5,2,4,3,2,4,3,5,5,2,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+120,2>,<x^2+58320,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[2],[[[1,2,4,3]]],20,<[],[270934,2,1]>,[[-20703,0],[20703,0],[1,1],[-1,-1]]>,<3,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-1044550606,1044550606,-25966611,25966611]>,<5,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,5,5],[1],[[[2,4,1,3]]],20,<[],[-405,0,20,0,1]>,[[0,-1,0,0],[0,-664229854967,0,5663777257046],[0,664229854967,0,-5663777257046],[0,1,0,0]]>,<101,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,97,1]>,[[4156967065437044378636288796539723232591,-161231284533144985767163162434472725382],[5494009815685029325398862117830437149421,364864128147725723097450578007341836218],[1,0]]>,[[[-5494009815685029325398862117830437149329,-364864128147725723097450578007341836163],[-1,0]],[[92,55],[1,0]],[[-92,-55],[-1,0]],[[5494009815685029325398862117830437149329,364864128147725723097450578007341836163],[1,0]]]>*] [x,x^2-x-126,x^2+5,x^2+101,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,101],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,5*101,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,101],[1,1,6,6],1,[1.000000000,2.630430151,1.502818097],<"notfaithful",0>,[4,3]>,<1,2^2*5,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,101],[6,1,6,1],1,[1.000000000,1.404962946,1.128043325],<"notfaithful",0>,[4,3]>,<1,2^2*101,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,101],[6,1,1,6],1,[1.000000000,2.188201069,1.207611428],<"notfaithful",0>,[4,3]>,<2,2^2*5^2*101,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1]],[[1],[1]]],[2,3,5,101],[6,1,7,8],1,[1.000000000,3.188606557,1.619085021],<"2.2e2_5e2_101.4t3.3",1>,[4,3]>]
x^4-20*x^2-405 -2^2*5^3*101^2 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 7 x-1 10 [[-21006956],[5043972],[-5043972],[21006956]] 4 [4,2,1,1,5,5,5,4,3,3,4,5,3,3,3,4,5,3,1,4,4,4,1,3,5,3,2,3,3,4,1,4,5,5,3,5,5,1,1,4,4,2,5,5,5,5,4,3,3,3,5,4,3,4,4,2,3,5,4,1,3,4,3,5,4,5,5,4,2,3,4,4,3,5,4,3,3,4,3,1,5,1,5,4,5,1,1,4,3,2,1,5,2,4,4,2,1,2,2,2,1,5,3,2,5,4,3,5,5,1,3,4,4,4,4,3,3,1,5,5,3,4,5,3,4,1,3,5,3,4,5,3,5,4,2,3,4,3,4,2,5,1,1,3,2,4,5,5,5,2,4,3,2,3,2,5,5,2,4,3,1,4,3,5,5,1,4,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-120,2>,<x^2+58320,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[2],[[[1,2,4,3]]],20,<<[],[1,1,1]>,[[270914,0],[-524286,0],[1,0]]>,[[[7125,14250],[0,0]],[[-7125,-14250],[0,0]],[[1,0],[1,0]],[[-1,0],[-1,0]]]>,<3,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,2],[1],[[]],20,<[],[2,2,1]>,[[-1044550606,-1044550606],[1044550606,1044550606],[-25966611,-25966611],[25966611,25966611]]>,<5,4,4,[[2,4,1,3]],[[1,2,3,4],[4,3,2,1],[2,4,1,3],[3,1,4,2]],[1,2,3,4],[1,2,5,5],[1],[[[2,4,1,3]]],20,<[],[-405,0,-20,0,1]>,[[0,-1,0,0],[0,-664229854967,0,-5663777257046],[0,664229854967,0,5663777257046],[0,1,0,0]]>,<101,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,97,1]>,[[-2601021893940241639237577993238617859673,6060615491913529015752271511135538456906],[-5934090271098945341977468120884883066321,-3896136005428741629162676945438546630744],[1,0]]>,[[[5934090271098945341977468120884883066411,3896136005428741629162676945438546630800],[-1,0]],[[90,56],[1,0]],[[-90,-56],[-1,0]],[[-5934090271098945341977468120884883066411,-3896136005428741629162676945438546630800],[1,0]]]>*] [x,x^2-x-126,x^2+5,x^2+101,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,101],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,5*101,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,101],[1,1,6,6],1,[1.000000000,2.630430151,1.502818097],<"notfaithful",0>,[4,3]>,<1,2^2*5,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,101],[6,1,6,1],1,[1.000000000,1.404962946,1.128043325],<"notfaithful",0>,[4,3]>,<1,2^2*101,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,101],[6,1,1,6],1,[1.000000000,2.188201069,1.207611428],<"notfaithful",0>,[4,3]>,<2,2^2*5^2*101,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1]]],[2,3,5,101],[6,2,7,6],1,[1.000000000,0.5279630714,0.6756559536],<"2.2e2_5e2_101.4t3.4",1>,[4,3]>]
x^5+5*x^3+5*x-1661 5^5*653^2 1 2 20 "F5" [[3,4,1,2,5],[4,3,1,5,2],[4,1,2,3,5]] [<1,1,[1,2,3,4,5]>,<2,5,[3,4,1,2,5]>,<4,5,[4,1,2,3,5]>,<4,5,[2,3,4,1,5]>,<5,4,[4,3,1,5,2]>] [[1,1,1,1,1],[1,2,2],[1,4],[5]] 19 x^2+18*x+2 12 [[-805042456476786,344630548642156],[315508091334342,0],[-1024585215593624,699225114572018],[-368447574837111,-344630548642156],[-330747763492982,-699225114572018]] 2 [3,4,1,4,1,3,3,2,3,5,5,3,2,4,4,3,2,2,3,2,3,2,4,1,3,5,4,4,2,3,4,5,4,5,5,1,4,3,4,4,2,2,5,4,4,2,5,4,3,5,3,5,2,2,4,4,2,2,3,2,4,3,4,2,3,3,2,4,4,2,4,2,3,3,5,4,2,4,5,5,5,5,2,4,5,4,2,4,2,3,4,5,4,2,5,3,2,2,3,5,3,4,3,1,1,4,4,3,2,5,3,3,4,2,2,2,3,4,3,2,2,4,4,4,2,2,5,2,4,4,2,3,2,3,2,1,4,4,4,5,2,5,4,3,2,2,4,4,2,4,3,2,3,3,3,2,1,5,3,2,4,4,3,5,4,4,2,4] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[1,4],"RES",<[1],x^2>,[<x^5+125*x^3+3125*x-14320539887500,3>,<x^5+125*x^3+3125*x+5190625,4>]*],[*[5],"CYC",0,5*]] [*<5,20,20,[[3,4,5,1,2],[1,3,5,2,4]],[[1,2,3,4,5],[1,5,4,3,2],[1,4,2,5,3],[1,3,5,2,4],[3,4,5,1,2]],[1,2,3,4,5],[1,2,3,4,5],[1,2],[[[3,4,5,1,2],[1,3,5,2,4]],[[3,4,5,1,2]]],20,<[],[-32026615374255,37182891578675,-33233433363400,-19063995187275,-22025440527880,-8253284093000,11414064106305,-160963526555,-42399179868205,-27755388795015,20733386695260,11898471140880,24339078052015,-44352669760510,-22449081277790,40213850525730,8777826372795,31945096739345,-17692321617730,47514418536390,1]>,[[-2224935895059,-514789035270,-8030078343880,8767439505245,-1368088298485,157968294500,1864788055360,1260905505745,1677600508261,1176047292325,-979675489092,-591136525218,-287447067347,414899514164,1807227775223,854342693344,1580997890323,475192746216,-722291225223,1649146920204],[3591650848711,3135376806450,1549472037080,3222380668655,1904815629990,1841416341590,242567175850,-1569357112110,-938953391019,-653498656011,-1511232861168,-1786621798497,-1171892578818,108116874167,-157378710942,-1051629130776,862937646764,912518214552,-895583873588,1764775962820],[-5826139572994,-2082072029960,5277608415655,9349401400660,-352452765455,-1349819275260,-13109382930,-89337656195,1839917547736,408375373663,-50030814366,331734257529,104682229366,-619138986775,-1374662280461,480444920714,1749743693544,52648110914,1271936882359,-97364245509],[5984196552981,-2313662148685,663109720555,4454633346050,623208875210,1593472452925,-1689226084370,-588120026925,-1853939576494,-1763917529318,1125351046209,-1168150309565,-18063049805,-1593484705952,883413836181,401796951054,930768988798,615612856067,1726210910068,668934010074],[-1524771933639,1775146407465,539888170590,-6720368592485,-807483441260,1571659451870,-405019763910,985909289485,-724625088484,832993519341,1415588118417,-600522889874,1372720466604,1689607304396,-1158600620001,-684955434336,-1309750953804,1758725337876,-1380272693616,-170795381964]]>,<13,4,1,[[1,5,4,2,3]],[[1,2,3,4,5],[1,3,2,5,4],[1,5,4,2,3],[1,4,5,3,2]],[1,5,4,2,3],[1,2,3,4],[1],[[]],20,<[],[2,12,3,0,1]>,[[-7351225715023939913778,0,0,0],[226135868791307665739,232493951730094269837,298416501806220038649,-66375002477617917778],[24375734660815010762,-300462691688636781319,-375345173806266141031,510807580901779298508],[-129095738072990003960,547189203897062771722,635964923579740782594,-730627808681911270332],[-79791602232423312148,-479220463938520260240,-559036251579694680212,286195230257749889602]]>,<653,4,2,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,2,3,4],[1],[[[1,3,2,5,4]]],20,<<[],[2,649,1]>,[[82247627279332646924440334243827004962842389095959384964,54124704792313319123058086505645381080668957430188161945],[-91517204803716084097126980221443538642082859004000972950,70607568356314672231773593256537105853892704205486387175],[1,0]]>,[[[98034212219607591675285464122040748202786817158800264793,0],[0,0]],[[91517204803716084097126980221443538642082859004000973369,-70607568356314672231773593256537105853892704205486386531],[-1,0]],[[419,644],[1,0]],[[54448644405751976595162917024862532014633591670978519740,-63549574300426209684349457145644803856014466948722977962],[4958506398872270345585165455551328094069580146718432,-22024314331240589578622148628810354913511551880208266]],[[-45269973131337453926667596506029967460092416262540677920,-64572945640997316524784714460134941689503680417029716552],[-4958506398872270345585165455551328094069580146718432,22024314331240589578622148628810354913511551880208266]]]>*] [x,x^2-x-1,x^4-x^3+816*x^2-816*x+133661,x^4-x^3+816*x^2-816*x+133661,0] [1,2,4,2,5] <[1],[2],[3,4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,13,653],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,3]>,<1,5,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[5,13,653],[6,3,3],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[5,3]>,<1,5*653,4,[[1,0],[-1,0],[0,-1],[0,1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0]]],[5,13,653],[6,3,6],0,[-0.5257311121+0.8506508084*i,0.8502792821-0.1208324420*i,0.9626483506-0.1212262595*i],<"notfaithful",0>,[5,3]>,<1,5*653,4,[[1,0],[-1,0],[0,1],[0,-1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0]]],[5,13,653],[6,3,6],0,[-0.5257311121-0.8506508084*i,0.8502792821+0.1208324420*i,0.9626483506+0.1212262595*i],<"notfaithful",0>,[5,3]>,<4,5^5*653^2,1,[[4],[0],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1]],[[1],[0],[-1]]],[5,13,653],[6,3,7],1,[0,0,0],<"4.5e5_653e2.5t3.1",1>,[5,3]>]
