x^2-x-109 19*23 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 37 x-1 5 [[-30327929],[30327930]] 1 [2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,1,2,1,2,2,1,1,2,2,2,1,1,2,2,1,1,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,2,1,2,1,2,2,1,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<19,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-19,19,1]>,[[-9,-1],[10,1]]>,<23,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[23,23,1]>,[[-11,-1],[12,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[19,23],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,19*23,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[19,23],[3,3],1,[1.000000000,0.2910608308,0.6655156952],<"1.19_23.2t1.1",1>,[2,1]>]
x^3-x^2-31*x+69 2^2*7589 3 0 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 7 x-1 5 [[4001],[1538],[-5538]] 1 [2,2,3,1,2,3,2,2,2,3,3,1,3,3,2,1,2,1,2,2,1,3,3,2,2,3,2,3,2,1,2,2,2,1,2,3,2,3,2,3,2,3,2,1,2,2,3,3,2,2,3,1,3,2,3,3,1,3,2,3,2,2,2,3,2,2,2,3,3,2,3,3,2,2,3,2,2,2,2,3,3,3,2,2,3,1,3,2,1,1,3,2,3,3,1,3,2,1,2,1,2,2,3,2,2,3,3,3,3,2,2,2,2,1,3,3,3,2,3,1,2,2,2,3,3,1,2,2,1,2,3,3,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,3,3,2,2,1,1,1,2,2,2,3,1,3,3,3,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[38,0],[-30,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0]],[[-240897,-481794],[87902,175805],[259799,519598]],[[240897,481794],[436385,348483],[264489,4690]]]>,<7589,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[156654405032818338376253957689626865513616451269105297070444674598996487689360,-171219148937855905515590924528558217266038640631193313221837919736100824464077,1]>,[[-171219148937855905515590924528558217266038640631193313221837919736100824478130,0],[171219148937855905515590924528558217266038640631193313221837919736100824471104,-1],[7027,1]]>*] [x,x^2-x-1897,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7589],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,7589,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,7589],[2,4],1,[1.000000000,0.7092996146,0.7605890282],<"notfaithful",0>,[3,2]>,<2,2^2*7589,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,7589],[4,5],1,[1.000000000,1.120803394,1.006336825],<"2.2e2_7589.3t2.1",1>,[3,2]>]
x^4+3*x^2+44 2^2*11*167^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 6 [[-21809223],[-13128840],[13128840],[21809223]] 3 [1,4,3,2,4,5,5,1,5,4,4,3,5,3,4,3,5,4,5,5,5,3,3,2,1,5,5,1,5,3,1,3,2,3,5,3,2,5,3,4,4,1,4,5,5,4,2,4,3,2,4,1,5,4,3,2,3,3,5,4,2,4,3,4,3,2,5,4,3,5,2,2,4,5,5,4,3,2,3,4,4,1,1,2,3,5,1,5,4,5,4,3,5,2,5,1,1,3,1,5,3,4,2,5,3,2,5,5,4,4,3,4,1,5,4,3,5,5,1,3,3,5,4,5,5,4,3,5,5,4,3,2,5,2,4,5,3,3,3,4,3,5,5,3,3,4,4,4,4,4,4,3,4,3,4,4,1,1,5,5,4,5,1,5,3,5,5,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+18,2>,<x^2-6336,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[2,1,3,4]],[[1,2,3,4],[2,1,3,4]],[1,2,3,4],[1,4],[2],[[[2,1,3,4]]],20,<[],[249638,2,1]>,[[2,-131070],[-2,131070],[107305,0],[-107305,0]]>,<11,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,7,1]>,[[-92325796861369189063,0],[0,0],[1,0]]>,[[[128727736463453715958,132886495408495348731],[0,0]],[[-128727736463453715958,-132886495408495348731],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>,<167,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[5,166,1]>,[[-47215927028268493136653237354554466473737728,104074513501350179490393653711949394643435496],[-38159361998957748198044710218092632165073777,-123927585910157072911001451335584169146315049],[1,0]]>,[[[38159361998957748198044710218092632165073924,123927585910157072911001451335584169146315089],[-1,0]],[[147,40],[1,0]],[[-147,-40],[-1,0]],[[-38159361998957748198044710218092632165073924,-123927585910157072911001451335584169146315089],[1,0]]]>*] [x,x^2-x+42,x^2-11,x^2+1837,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11,167],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,167,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,11,167],[1,1,6],1,[1.000000000,2.674141121,1.471486590],<"notfaithful",0>,[4,3]>,<1,2^2*11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,11,167],[6,6,1],1,[1.000000000,0.9024906449,0.9468447206],<"notfaithful",0>,[4,3]>,<1,2^2*11*167,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,11,167],[6,6,6],1,[1.000000000,0.8795824199,0.8933909736],<"notfaithful",0>,[4,3]>,<2,2^2*11*167,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,11,167],[6,7,7],1,[1.000000000,1.768632475,1.295018929],<"2.2e2_11_167.4t3.3",1>,[4,3]>]
x^4-3*x^2+44 2^2*11*167^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 7 x-1 7 [[346599],[-303111],[303111],[-346599]] 3 [4,4,3,1,1,5,5,2,5,4,4,3,5,3,4,3,5,4,5,5,5,3,3,2,1,5,5,2,5,3,2,3,2,3,5,3,2,5,1,4,4,1,4,5,5,4,1,4,3,2,4,2,5,4,3,1,3,3,5,4,1,4,3,4,3,2,5,4,3,5,2,1,4,5,5,4,3,2,3,4,4,1,2,2,3,5,1,5,4,5,4,3,5,1,5,2,1,3,2,5,3,4,1,5,3,2,5,5,4,4,3,4,1,5,4,3,5,5,1,3,3,5,4,5,5,4,3,5,5,4,3,1,5,2,4,5,3,3,3,4,3,5,5,3,3,4,4,4,4,4,4,3,4,3,4,4,2,1,5,5,4,5,2,5,3,5,5,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-18,2>,<x^2-6336,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[2],[[[1,2,4,3]]],20,<<[],[1,1,1]>,[[-50030,0],[2,0],[1,0]]>,[[[-36550,-73100],[131072,0]],[[36550,73100],[131072,0]],[[1,0],[1,0]],[[-1,0],[-1,0]]]>,<11,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[92325796861369189063,0,1]>,[[-184538012527477733316,0],[184538012527477733316,0],[0,-1],[0,1]]>,<167,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-113205738690563754412235304272447324491292480,58303460547436081715875520242427082455646544,1]>,[[-58303460547436081715875520242427082455646446,-1],[98,1],[-98,-1],[58303460547436081715875520242427082455646446,1]]>*] [x,x^2-x+42,x^2-11,x^2+1837,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11,167],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,167,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,11,167],[1,1,6],1,[1.000000000,2.674141121,1.471486590],<"notfaithful",0>,[4,3]>,<1,2^2*11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,11,167],[6,6,1],1,[1.000000000,0.9024906449,0.9468447206],<"notfaithful",0>,[4,3]>,<1,2^2*11*167,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,11,167],[6,6,6],1,[1.000000000,0.8795824199,0.8933909736],<"notfaithful",0>,[4,3]>,<2,2^2*11*167,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,11,167],[6,7,7],1,[1.000000000,0.9950119152,0.8473879182],<"2.2e2_11_167.4t3.4",1>,[4,3]>]
x^6-2*x^5+20*x^4-4*x^3+x^2+126*x+114 -2^6*3^3*11^5 0 3 12 "D12" [[1,5,4,3,2,6],[6,4,5,2,3,1],[2,1,6,4,5,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[6,3,2,5,4,1]>,<2,3,[6,4,5,2,3,1]>,<2,3,[2,1,6,4,5,3]>,<3,2,[5,1,6,3,2,4]>,<6,2,[3,4,5,1,6,2]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 7 x^2+6*x+3 12 [[-5587568084,5531258258],[2748743971,-5531258258],[-2485584840,5001242627],[6685978252,0],[3448896903,0],[-4810466200,-5001242627]] 3 [1,4,6,4,4,6,5,4,4,5,3,5,5,4,4,6,4,2,3,4,2,4,3,6,5,1,3,3,6,6,4,3,2,4,5,4,1,3,3,1,4,5,4,6,5,3,4,3,3,5,5,3,2,4,6,3,6,4,6,1,4,5,4,4,5,2,3,6,3,6,6,3,3,2,3,4,6,5,6,6,4,5,3,5,4,4,6,6,5,3,4,3,3,3,3,3,2,2,4,2,4,1,3,1,4,5,4,5,4,6,4,6,6,3,3,6,3,4,2,3,5,2,5,4,3,5,1,4,3,6,4,3,3,5,5,6,2,4,2,1,4,1,3,3,5,4,6,1,3,4,6,6,3,3,3,4,4,6,6,5,4,5,4,4,6,4,3,6] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x-32,2>,<x^3-96*x^2+4216*x-76064,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,3],[2],[[[2,1,4,3,6,5]]],20,<[],[134554,329718,1]>,[[0,1],[194570,-1],[7937,124],[985,-124],[13373,-6230],[-3871,6230]]>,<3,4,2,[[2,1,4,3,6,5],[1,2,6,5,4,3]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,6,5,4,3],[2,1,5,6,3,4]],[1,2,6,5,4,3],[1,2,4,3],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,2,1]>,[[-225837705,0],[-39519246,0],[1,0]]>,[[[39519246,0],[-1,0]],[[0,0],[1,0]],[[-409383429,-838526480],[409383428,19759622]],[[1274729904,1723632577],[-409383428,-19759622]],[[1314249151,-1723632577],[-369864184,19759622]],[[1267669531,838526480],[369864184,-19759622]]]>,<11,12,6,[[2,3,4,5,6,1],[1,6,5,4,3,2]],[[1,2,3,4,5,6],[4,5,6,1,2,3],[1,6,5,4,3,2],[2,1,6,5,4,3],[3,4,5,6,1,2],[2,3,4,5,6,1]],[1,6,5,4,3,2],[1,2,4,3,5,6],[1],[[[2,3,4,5,6,1]]],20,<<[],[2,7,1]>,[[7546,0],[8646,0],[4433,0],[1276,0],[220,0],[22,0],[1,0]]>,[[[-117288650432321317330,0],[28970095475564785145,0],[-1911221576512954547,0],[-704134265031088521,0],[-30076592177756495626,0],[-23839974401766854393,0]],[[194625873173757745449,121681052551950071048],[-2033216067311192772,-11502185027877224042],[-8828843815130417959,29422176688822121287],[21837951239161576335,-20790719085208478558],[4470495600554866261,-27937102497968058091],[-16902783105576038769,-733891794779679852]],[[284536112530363987836,-193747433821835480928],[-25788586391923420380,-9782342163513280778],[-9556107882564772845,0],[17201884634117020983,-11840697309155325062],[14801062544972515598,2935567179118719408],[8933870402897774389,12525374807594781199]],[[4,0],[1,0],[0,0],[0,0],[0,0],[0,0]],[[295268159418092335930,193747433821835480928],[-18471281695745001225,9782342163513280778],[-9556107882564772845,0],[-22231415098624796165,11840697309155325062],[-5747907708858520258,-2935567179118719408],[-17584662801851147713,-12525374807594781199]],[[15608500242667257314,-121681052551950071048],[17322988679414829231,11502185027877224042],[29852281156772918196,-29422176688822121287],[-16104286509622712632,20790719085208478558],[16552941741087634025,27937102497968058091],[-11765540542118279805,733891794779679852]]]>,<19,2,1,[[1,4,3,2,6,5]],[[1,2,3,4,5,6],[1,4,3,2,6,5]],[1,4,3,2,6,5],[1,4],[1],[[]],20,<[],[2,18,1]>,[[15759829445306143634117205,0],[-9714786950982931159260266,-8279471111642752650410527],[12731184612625188982106163,0],[-11044200771597216225293184,8279471111642752650410527],[963851786549414246849694,-342645963157360832645696],[-782199499259345122023694,342645963157360832645696]]>*] [x,x^2+1,x^2+33,x^2-x-8,x^3-x^2+4*x+2,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,19],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^2,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,11,19],[7,3,3,3],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[6,3]>,<1,2^2*3*11,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,19],[7,7,7,1],1,[1.000000000,1.093762170,0.9854869242],<"notfaithful",0>,[6,3]>,<1,3*11,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,19],[1,7,7,2],1,[1.000000000,1.332797188,1.249510981],<"notfaithful",0>,[6,3]>,<2,2^2*11^2,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,3,11,19],[7,3,8,3],1,[1.000000000,1.514443483,1.281822355],<"notfaithful",0>,[6,3]>,<2,2^2*3^2*11^2,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[-1]],[[1]]],[2,3,11,19],[7,8,8,3],1,[1.000000000,2.247217949,1.386721834],<"2.2e2_3e2_11e2.6t3.4",1>,[6,3]>]
x^6-3*x^5-26*x^4+57*x^3+190*x^2-219*x-131 2^4*5^3*673^2 6 0 12 "D12" [[2,1,3,4,6,5],[6,5,4,3,2,1],[1,4,5,2,3,6]] [<1,1,[1,2,3,4,5,6]>,<2,1,[6,5,4,3,2,1]>,<2,3,[2,1,3,4,6,5]>,<2,3,[5,6,4,3,1,2]>,<3,2,[4,1,5,2,6,3]>,<6,2,[3,6,2,5,1,4]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 11 x^2+7*x+2 10 [[11207525478,10806085959],[-2529832135,0],[12560227034,10806085959],[-12560227033,-10806085959],[2529832136,0],[-11207525477,-10806085959]] 1 [4,4,3,4,3,4,6,3,4,5,3,4,3,6,2,4,3,3,6,3,4,3,4,5,4,3,4,6,3,6,4,3,6,5,3,5,6,4,6,2,3,3,5,6,6,3,3,4,4,1,4,3,5,3,4,4,3,3,2,5,6,4,2,3,6,4,3,4,4,5,2,3,6,4,5,6,3,4,3,3,5,5,5,2,5,6,1,4,5,6,4,1,2,5,5,4,3,3,4,3,4,4,4,5,3,4,6,2,5,5,2,6,4,5,5,5,2,4,2,5,1,4,4,6,1,1,5,5,4,6,3,6,5,4,3,5,4,6,6,3,5,5,4,6,5,5,6,4,3,4,6,5,6,2,4,3,3,5,2,3,2,2,4,3,2,4,1,4] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,3*],[*[2,2,2],"RES",<[1],x^2>,[<x+29,2>,<x^3-89*x^2+59*x+14805,4>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,6,3,[[3,1,2,6,4,5],[4,6,5,1,3,2]],[[1,2,3,4,5,6],[4,6,5,1,3,2],[3,1,2,6,4,5]],[4,6,5,1,3,2],[1,4,5],[1],[[[3,1,2,6,4,5]]],20,<<[],[1,1,1]>,[[3934,37520],[91420,203392],[40098,136950],[1,0]]>,[[[191364,-135729],[-85286,-127008],[181957,31854]],[[-125020,-69121],[22466,184754],[113590,213939]],[[127328,67903],[62820,-57746],[228741,16351]],[[-191363,135729],[85286,127008],[80187,230290]],[[125021,69121],[-22466,-184754],[148554,48205]],[[-127327,-67903],[-62820,57746],[33403,245793]]]>,<5,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,4,3,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,4,1]>,[[-364000380855,0],[5,0],[1,0]]>,[[[-2,0],[-1,0]],[[3,0],[1,0]],[[-31265218560766,-17944199737132],[1849272365399,0]],[[-40511580387761,-17944199737132],[-1849272365399,0]],[[40511580387762,17944199737132],[1849272365399,0]],[[31265218560767,17944199737132],[-1849272365399,0]]]>,<7,2,1,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[2,1,4,3,6,5],[1,4],[1],[[]],20,<[],[3,6,1]>,[[-23328107003345816,15296915963646400],[-35317336487612215,-15296915963646400],[35317336487612216,15296915963646400],[23328107003345817,-15296915963646400],[46730317339913,-798630026508587],[-46730317339912,798630026508587]]>,<673,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,4,3,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[5,672,1]>,[[57685824377652920992901952394466398559661402703577290447,150458089133189563908518861554229190258995969025274122193],[91681706402226993254722395964027037086709637477331208979,-1889816477623895657449507896527044793548737660746658554],[1,0]]>,[[[22694996011275675135926319412467215986531992473692616078,141182329744591891008718969581917147141835893785950367553],[0,0]],[[-22694996011275675135926319412467215986531992473692616077,-141182329744591891008718969581917147141835893785950367553],[0,0]],[[-91681706402226993254722395964027037086709637477331208954,1889816477623895657449507896527044793548737660746659178],[-1,0]],[[25,624],[1,0]],[[-24,-624],[-1,0]],[[91681706402226993254722395964027037086709637477331208955,-1889816477623895657449507896527044793548737660746659178],[1,0]]]>*] [x,x^2-x-841,x^2-x-168,x^2-x-1,x^3-32*x-66,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,7,673],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,5*673,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,5,7,673],[3,7,3,7],1,[1.000000000,0.3277902143,0.6937072828],<"notfaithful",0>,[6,3]>,<1,673,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,7,673],[1,2,1,7],1,[1.000000000,2.483376138,1.460729023],<"notfaithful",0>,[6,3]>,<1,5,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,7,673],[2,7,2,2],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[6,3]>,<2,2^2*5*673,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,5,7,673],[7,8,3,8],1,[1.000000000,1.251553773,1.049947596],<"notfaithful",0>,[6,3]>,<2,2^2*5*673,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[1]]],[2,5,7,673],[7,8,3,8],1,[1.000000000,0.9637914067,0.9760919664],<"2.2e2_5_673.6t3.2",1>,[6,3]>]
