x^2-x-114 457 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-24],[25]] 1 [1,1,2,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,2,1,2,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,2,1,1,1,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,1,2,2,2,1,1,1,2,2,2,1,2,2,2,1,1,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<457,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[52098,457,1]>,[[-228,-1],[229,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[457],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,457,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[457],[3],1,[1.000000000,2.385255932,1.454748565],<"1.457.2t1.1",1>,[2,1]>]
x^6-x^4-2*x^3+x^2+2*x+1 -2^8*193 0 3 72 "S3wrC2" [[2,1,4,3,6,5],[1,3,2,4,5,6],[1,3,5,4,2,6]] [<1,1,[1,2,3,4,5,6]>,<2,6,[2,1,4,3,6,5]>,<2,6,[1,2,5,4,3,6]>,<2,9,[1,2,5,6,3,4]>,<3,4,[4,3,5,6,2,1]>,<3,4,[4,2,3,6,5,1]>,<4,18,[2,1,6,3,4,5]>,<6,12,[3,1,4,5,6,2]>,<6,12,[4,2,5,6,3,1]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,1,3],[1,1,2,2],[1,2,3],[2,2,2],[2,4],[3,3],[6]] 97 x^2+96*x+5 5 [[921097361,3440313964],[2622627377,2263760250],[-2276369329,0],[1777608206,0],[-14850198,-2263760250],[-3030113417,-3440313964]] 2 [4,8,9,8,7,9,9,7,8,9,8,3,3,8,7,9,8,9,8,7,9,7,2,3,4,4,7,8,4,9,7,8,4,8,3,8,4,7,7,9,8,4,8,6,6,2,2,7,7,5,9,8,4,7,5,7,9,7,4,9,7,6,7,2,9,4,2,5,7,9,9,2,7,3,8,2,6,9,9,4,7,3,7,3,7,7,1,9,4,7,8,8,8,7,7,7,9,9,8,3,2,9,8,9,8,4,8,5,7,9,8,9,9,7,7,4,8,7,3,7,9,3,6,7,8,9,4,7,7,9,7,7,8,9,3,6,6,7,1,3,7,1,7,2,3,8,6,4,7,7,9,4,7,7,7,8,2,4,4,5,8,4,8,2,5,8,7,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,1,3],"CYC",0,6*],[*[1,1,2,2],"CYC",0,4*],[*[1,2,3],"CYC",0,9*],[*[2,2,2],"CYC",0,2*],[*[2,4],"CYC",0,7*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,8*]] [*<2,12,6,[[2,1,4,3,6,5],[3,4,5,6,1,2],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3],[3,4,5,6,1,2],[4,3,6,5,2,1]],[1,2,5,6,3,4],[1,2,4,2,5,8],[1,4],[[[2,1,4,3,6,5],[3,4,5,6,1,2]],[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[2,0],[0,0],[4,0],[14,0],[14,0],[6,0],[1,0]]>,[[[1,0],[1,0],[0,0],[0,0],[0,0],[0,0]],[[219639,0],[242843,0],[-28114,0],[22620,0],[55725,0],[92986,0]],[[39841,79684],[-47372,-94745],[-32334,-64668],[-215339,93615],[43594,87192],[234692,207241]],[[-183805,-147972],[-205144,-167443],[55308,82502],[-72737,-122859],[143930,81437],[217766,4229]],[[-39843,-79684],[47373,94745],[32334,64668],[215334,-93615],[218546,174952],[27451,54903]],[[-35833,147972],[-37701,167443],[-27194,-82502],[50122,122859],[62493,180707],[213537,257915]]]>,<193,6,2,[[1,2,3,4,6,5],[1,3,4,2,5,6]],[[1,2,3,4,5,6],[1,2,3,4,6,5],[1,3,4,2,5,6],[1,4,2,3,5,6],[1,3,4,2,6,5],[1,4,2,3,6,5]],[1,3,4,2,5,6],[1,3,6,6,9,9],[1],[[[1,2,3,4,6,5]]],20,<<[],[188,1,0,1]>,[[-2226375765825897544999701916634610330821961470,0,0],[-2248084311797067406156488035771930312814092283,0,0],[1,0,0]]>,[[[-183067197504224992030851934943939792410570788,0,0],[0,0,0]],[[1507606162594765384413883030481655205982951262,-1222385179792488862871160064785798147099425210,722834281976085439428444977628031954987467714],[0,0,0]],[[-1675741434187535435209106032210468882083008614,153282104517048902344011589700752144536110840,1089979924927601898504356620606738051265967901],[0,0,0]],[[-1896881842700072363330413099099176844303464291,1069103075275439960527148475085046002563314370,-1812814206903687337932801598234770006253435615],[0,0,0]],[[2248084311797067406156488035771930312814092357,0,0],[-1,0,0]],[[74,0,0],[1,0,0]]]>*] [x,x^2+193,x^2+1,x^2-x-48,x^4-7*x^2-36,0,0,0,0] [1,2,2,2,5,6,7,8,9] <[1],[2],[3],[4],[5],[6],[7],[8],[9]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,193],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,13]>,<1,2^2*193,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,193],[10,10],1,[1.000000000,0.4522735749,0.8440126852],<"notfaithful",0>,[6,13]>,<1,2^2,1,[[1],[-1],[1],[1],[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,193],[10,1],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[6,13]>,<1,193,1,[[1],[1],[-1],[1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,193],[1,10],1,[1.000000000,2.170434019,1.442945237],<"notfaithful",0>,[6,13]>,<2,2^2*193,1,[[2],[0],[0],[-2],[2],[2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1]],[[1],[-1]]],[2,193],[10,11],1,[1.000000000,0.7440939951,0.8110382044],<"notfaithful",0>,[6,13]>,<4,2^6*193^3,1,[[4],[0],[-2],[0],[-2],[1],[0],[0],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[2],[3],[2],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[1],[0],[1]],[[1],[-1],[0],[1],[-1]],[[1]],[[1],[-1]]],[2,193],[10,11],1,[0,0,0],<"4.2e6_193e3.12t36.1",1>,[6,13]>,<4,2^6*193,1,[[4],[0],[2],[0],[-2],[1],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[2],[3],[2],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[1],[0],[1]],[[1],[1],[0],[-1],[-1]],[[1]],[[1],[0],[0],[-1]]],[2,193],[10,11],1,[1.000000000,0.6575068829,0.9412493949],<"4.2e6_193.6t13.1",1>,[6,13]>,<4,2^4*193^2,1,[[4],[2],[0],[0],[1],[-2],[0],[-1],[0]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[2],[3],[2],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[0],[-1],[-1]],[[1],[0],[1],[0],[1]],[[1],[-1]],[[1],[1],[1]]],[2,193],[10,11],1,[1.000000000,1.143786937,1.171082722],<"4.2e4_193e2.6t13.1",1>,[6,13]>,<4,2^6*193^2,1,[[4],[-2],[0],[0],[1],[-2],[0],[1],[0]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[2],[3],[2],[1]],[[1],[0],[0],[0],[-1]],[[1],[-1],[0],[1],[-1]],[[1],[0],[1],[0],[1]],[[1],[1]],[[1],[1],[1]]],[2,193],[10,11],1,[0,0,0],<"4.2e6_193e2.12t34.1",1>,[6,13]>]
x^6-7*x^4-2*x^3+7*x^2-1 2^6*5*13*37^2 6 0 48 "C2*S4" [[4,2,3,1,5,6],[2,5,6,3,1,4],[2,1,4,3,5,6]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,3,2,1,6,5]>,<2,3,[4,2,3,1,5,6]>,<2,3,[4,3,2,1,5,6]>,<2,6,[1,5,6,4,2,3]>,<2,6,[4,5,6,1,2,3]>,<3,8,[2,5,6,3,1,4]>,<4,6,[3,1,4,2,5,6]>,<4,6,[4,6,5,1,2,3]>,<6,8,[3,5,6,2,1,4]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 61 x^2+60*x+2 9 [[-5264132390755717,3706625914025060],[5429314786912198,0],[-159746994163068,0],[1929058945492174,-4509578638510302],[3538417120925051,4509578638510302],[-5472911468410638,-3706625914025060]] 1 [5,10,8,7,10,8,8,6,6,9,6,1,10,6,7,10,6,5,4,10,7,5,7,6,9,7,8,3,8,8,10,9,4,4,10,3,10,5,5,10,9,7,5,5,7,9,7,7,9,10,3,8,6,9,6,10,4,10,6,8,8,4,7,9,6,1,8,10,8,2,5,10,2,10,10,5,9,7,6,8,7,8,6,10,9,10,8,5,8,9,8,6,9,1,6,6,10,7,8,8,8,5,8,9,7,9,9,7,7,4,6,7,7,10,6,7,5,6,6,7,8,10,10,9,3,5,8,7,8,7,10,7,7,6,10,8,7,7,8,5,10,10,3,5,5,3,9,8,5,1,4,4,6,10,6,9,9,3,10,3,5,10,5,4,9,7,5,8] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2>,[<x^3-6*x^2-244*x-520,4>,<x^6-6*x^5-340*x^4+152*x^3+15680*x^2+42336*x+5488,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2>,[<x,2>,<x^6+6*x^5-84*x^4-216*x^3+512*x^2+864*x-592,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<2,24,12,[[2,1,4,3,5,6],[5,6,1,2,3,4],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,5,6],[1,2,5,6,3,4],[5,6,1,2,3,4],[2,1,5,6,4,3]],[1,2,5,6,3,4],[1,4,5,7,9],[1,2],[[[2,1,4,3,5,6],[5,6,1,2,3,4]],[[1,2,4,3,6,5],[2,1,4,3,5,6]]],20,<<[],[1,1,1]>,[[-469154,0],[468740,-81772],[-406376,165648],[403006,36664],[99256,-163640],[498472,-388348],[60130,-126868],[244924,274752],[-397008,-381084],[250826,452444],[404486,276250],[492248,-64046],[1,0]]>,[[[216605,-9802],[-108958,-115836],[-213711,-127024],[165693,35080],[218720,220656],[-155521,172234],[58439,-59408],[53116,91894],[217255,142268],[-135071,-126970],[234184,-117939],[-222662,-46503]],[[95851,-93150],[99384,-113384],[-163651,-143906],[17707,-2598],[-255999,-115828],[30225,-63074],[-13395,62386],[-135769,-72682],[225005,-238218],[163139,-123150],[-151599,239009],[-11316,-93697]],[[159873,-177316],[152956,15452],[-172296,-204931],[29497,-63916],[37680,-113852],[191436,102161],[-80297,213950],[-178274,-219864],[-34450,257687],[-236037,-235388],[-182128,-175458],[-27714,201523]],[[252039,-87596],[-45674,27922],[210012,-40291],[216417,-104684],[191739,136635],[-259712,152167],[-55225,86510],[-112101,114597],[-55858,203721],[153313,96392],[70181,111817],[-127568,-13833]],[[-13873,68078],[218052,221370],[-40221,177911],[-7503,-170936],[77292,-5032],[14745,59711],[-211687,-109888],[-94732,-55966],[-256709,-49301],[124161,50396],[-48309,119522],[151148,103633]],[[-186207,-224502],[208528,-35524],[-144421,-186047],[102477,-217234],[254856,-122579],[178827,101089],[-222123,-193550],[-56528,142021],[-95243,208131],[-69505,-185568],[77671,-176951],[238112,-151123]]]>,<5,8,2,[[1,2,3,4,6,5],[3,4,2,1,5,6]],[[1,2,3,4,5,6],[2,1,4,3,5,6],[1,2,3,4,6,5],[2,1,4,3,6,5],[3,4,2,1,5,6],[4,3,1,2,5,6],[3,4,2,1,6,5],[4,3,1,2,6,5]],[3,4,2,1,5,6],[1,4,3,2,8,8,9,9],[1],[[[1,2,3,4,6,5]]],20,<<[],[2,4,4,0,1]>,[[27650297328795,0,0,0],[-22572378103940,0,0,0],[1,0,0,0]]>,[[[-10393706642054,-12761754080615,-44734597595296,12344955751404],[0,0,0,0]],[[-3361287299319,34458076735199,-42150243760970,-18822950904110],[0,0,0,0]],[[-9346028000709,-24796097924666,-21166694712633,-3017753289923],[0,0,0,0]],[[528643838136,3099775270082,12684104428274,9495748442629],[0,0,0,0]],[[22572378103943,0,0,0],[-1,0,0,0]],[[3,0,0,0],[1,0,0,0]]]>,<13,8,2,[[1,2,3,4,6,5],[3,4,2,1,5,6]],[[1,2,3,4,5,6],[2,1,4,3,5,6],[1,2,3,4,6,5],[2,1,4,3,6,5],[3,4,2,1,5,6],[4,3,1,2,5,6],[3,4,2,1,6,5],[4,3,1,2,6,5]],[3,4,2,1,5,6],[1,4,3,2,8,8,9,9],[1],[[[1,2,3,4,6,5]]],20,<<[],[2,12,3,0,1]>,[[1520595841184241443427,0,0,0],[-9312407407292369538964,0,0,0],[1,0,0,0]]>,[[[-8288865335466136396114,-7875125459396253322110,4140619998702547528364,2870914896451637063743],[0,0,0,0]],[[-2784504747048282012578,4702414560667137331280,2540605243895554098929,-3641639602598857770492],[0,0,0,0]],[[-7165494621456268960212,-7813105718022090062448,3810958340575862186720,-5395973092250952081461],[0,0,0,0]],[[8926457296678317829924,-8019147158129593385523,8512780191706835624788,6166697798398172788210],[0,0,0,0]],[[9312407407292369538972,0,0,0],[-1,0,0,0]],[[8,0,0,0],[1,0,0,0]]]>,<37,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,5],[1],[[[1,2,4,3,6,5]]],20,<[],[10440117936637199695257517342327,5408264455575572115477437693846,1]>,[[10873074197964831283256015696814,0],[4324358742950491603071719690933,0],[-5408264455575572115477437693824,-1],[22,1],[6911552267778386432572671884614,-235086315070969875807578634068],[6421762913543021523263284208242,235086315070969875807578634068]]>*] [x,x^2-x-601,x^2-x-9,x^2-x-16,x^6-3*x^5-242*x^4+457*x^3+12336*x^2-18245*x-142895,x^3-x^2-3*x+1,x^4-2*x^3-32*x^2-32*x-4,0,0,x^4-2*x^3-32*x^2-32*x-4] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,13,37],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,5*13*37,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,13,37],[2,11,11,11],1,[1.000000000,0.6349385138,0.7350543489],<"notfaithful",0>,[6,11]>,<1,37,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,13,37],[5,5,5,11],1,[1.000000000,0.8192921687,0.8770556587],<"notfaithful",0>,[6,11]>,<1,5*13,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,13,37],[1,11,11,1],1,[1.000000000,1.377516010,1.205340320],<"notfaithful",0>,[6,11]>,<2,2^2*5^2*13^2*37,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1]],[[1],[-1]]],[2,5,13,37],[11,11,11,12],1,[1.000000000,1.317205597,1.097654051],<"notfaithful",0>,[6,11]>,<2,2^2*37,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,5,13,37],[11,5,5,12],1,[1.000000000,0.5465728812,0.8656192389],<"notfaithful",0>,[6,11]>,<3,2^4*5^2*13^2*37,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1]],[[1],[1]],[[1],[-2],[1]]],[2,5,13,37],[11,12,12,13],1,[0,0,0],<"notfaithful",0>,[6,11]>,<3,2^4*5*13*37,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1]],[[1],[0],[1]],[[1],[-2],[1]]],[2,5,13,37],[11,12,12,13],1,[1.000000000,0.8596509896,0.9944579999],<"3.2e4_5_13_37.6t11.1",1>,[6,11]>,<3,2^4*5*13*37^2,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1]],[[1],[0],[1]],[[1],[-1]]],[2,5,13,37],[11,12,12,13],1,[1.000000000,1.036453562,1.001354260],<"3.2e4_5_13_37e2.6t11.1",1>,[6,11]>,<3,2^4*5^2*13^2*37^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1]],[[1],[-1]]],[2,5,13,37],[11,12,12,12],1,[0,0,0],<"notfaithful",0>,[6,11]>]
