x^2-122 2^3*61 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 11 x-1 5 [[-21900],[21900]] 1 [1,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,1,2,2,1,1,2,1,1,2,2,1,2,1,1,2,1,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1,1,2,1,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,1,1,1,2,1,2,1,2,2,2,2,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[-122,0,1]>,[[0,1],[0,262143]]>,<61,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-122,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,61],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*61,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,61],[3,3],1,[1.000000000,0.5600726297,0.8459447190],<"1.2e3_61.2t1.1",1>,[2,1]>]
x^4-2*x^3-33*x^2+34*x+305 2^4*29*173 0 2 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 61 x-1 5 [[-382212702],[382212703],[34780383],[-34780382]] 3 [3,3,4,5,3,2,2,3,3,1,5,4,4,5,5,4,5,1,3,5,4,3,3,4,1,2,5,5,2,4,3,3,4,3,1,3,4,5,3,1,3,4,3,1,1,5,5,5,3,4,2,5,4,5,1,5,4,3,4,4,5,1,3,5,1,4,5,4,3,4,4,5,5,4,5,3,4,2,2,2,3,1,3,1,5,3,2,4,1,3,5,5,5,3,5,5,2,4,3,4,5,2,3,1,3,1,5,4,3,1,5,4,1,5,5,4,3,5,2,5,2,4,4,3,3,2,4,5,5,4,5,5,3,1,4,4,4,3,2,4,3,4,3,5,4,3,1,4,5,5,4,4,5,5,3,3,3,1,4,4,3,1,3,5,4,5,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+34,2>,<x^2-70*x-3792,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,4,3],[4,3,2,1]],[[1,2,3,4],[2,1,4,3],[4,3,2,1],[3,4,1,2]],[4,3,2,1],[1,3,3,2],[2],[[[2,1,4,3]]],20,<<[],[1,1,1]>,[[56726,53352],[256054,249960],[1,0]]>,[[[6,3],[4,0]],[[24366,48739],[-4,0]],[[-5,-3],[-4,0]],[[-24365,-48739],[4,0]]]>,<29,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-60551947033818855058624044639,29,1]>,[[23068697523913880826574001266,0],[-23068697523913880826574001265,0],[-14,-1],[15,1]]>,<173,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-116117687323771205433072517140710149899955748,173,1]>,[[-242632930592011958067613609843471047583589062,0],[242632930592011958067613609843471047583589063,0],[-86,-1],[87,1]]>*] [x,x^2+1,x^2-x-1254,x^2+5017,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,29,173],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,29,173],[6,1,1],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[4,3]>,<1,29*173,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,29,173],[1,6,6],1,[1.000000000,2.623104556,1.440232502],<"notfaithful",0>,[4,3]>,<1,2^2*29*173,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,29,173],[6,6,6],1,[1.000000000,0.7096558788,0.8807191836],<"notfaithful",0>,[4,3]>,<2,2^2*29*173,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,29,173],[6,7,7],1,[1.000000000,0.6547199743,0.7974474143],<"2.2e2_29_173.4t3.1",1>,[4,3]>]
x^4-2*x^3-29*x^2+30*x+306 2^4*29*173 0 2 8 "D8" [[3,4,1,2],[1,2,4,3]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[2,1,3,4]>,<4,2,[4,3,1,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 17 x-1 6 [[11725240],[-11725239],[4907719],[-4907718]] 3 [1,3,4,5,3,2,1,3,3,1,5,4,4,5,5,4,5,2,3,5,4,3,3,4,2,1,5,5,2,4,3,3,4,3,1,3,4,5,3,1,3,4,3,2,1,5,5,5,3,4,2,5,4,5,1,5,4,3,4,4,5,2,3,5,1,4,5,4,3,4,4,5,5,4,5,3,4,2,2,1,3,2,3,2,5,3,1,4,2,3,5,5,5,3,5,5,2,4,3,4,5,2,3,2,3,2,5,4,3,2,5,4,2,5,5,4,3,5,1,5,2,4,4,3,3,2,4,5,5,4,5,5,3,2,4,4,4,3,1,4,3,4,3,5,4,3,2,4,5,5,4,4,5,5,3,3,3,1,4,4,3,1,3,5,4,5,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+30,2>,<x^2-62*x-4056,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[2],[[[2,1,4,3]]],20,<[],[244370,253502,1]>,[[0,1],[-253502,-1],[1,-1],[253503,1]]>,<3,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,2,1]>,[[108744771,-147042234],[15408750,147042234],[-108744770,147042234],[-15408749,-147042234]]>,<29,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[40752695325017329315882539724,29,1]>,[[35548924808815959700460842913,0],[-35548924808815959700460842912,0],[-14,-1],[15,1]]>,<173,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[117099054582955405761297834658187503074779396,173,1]>,[[188009470184546640665276769349577888927831632,0],[-188009470184546640665276769349577888927831631,0],[-86,-1],[87,1]]>*] [x,x^2+1,x^2-x-1254,x^2+5017,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,29,173],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,29,173],[6,3,1,1],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[4,3]>,<1,29*173,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,29,173],[1,1,6,6],1,[1.000000000,2.623104556,1.440232502],<"notfaithful",0>,[4,3]>,<1,2^2*29*173,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,29,173],[6,3,6,6],1,[1.000000000,0.7096558788,0.8807191836],<"notfaithful",0>,[4,3]>,<2,2^2*29*173,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[2,3,29,173],[6,3,6,6],1,[1.000000000,2.191130572,1.345822819],<"2.2e2_29_173.4t3.2",1>,[4,3]>]
x^4-x^3-5*x^2+7*x-7 -7^2*17*179 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 379 x-1 5 [[3873034886128],[-3017444029197],[65739843132],[-921330700062]] 3 [5,5,3,1,4,4,1,4,4,3,3,4,4,4,4,3,4,5,4,4,4,4,2,4,4,4,5,5,2,2,5,2,3,5,4,2,5,2,4,5,3,2,4,3,4,3,4,5,5,3,2,4,4,5,3,5,2,5,4,3,4,5,5,4,4,5,5,3,3,3,3,4,3,4,1,4,2,5,5,4,5,5,2,4,5,4,2,5,5,3,3,5,3,3,5,3,2,4,3,5,4,4,5,5,4,5,5,4,5,5,3,4,3,3,3,2,5,4,5,3,4,4,4,5,4,3,3,3,5,2,3,5,4,3,2,5,2,4,4,3,3,1,5,4,5,2,4,3,3,4,5,4,5,5,3,3,3,4,4,5,3,3,5,2,4,5,2,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<7,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,2],[1],[[[2,1,4,3]]],20,<[],[-36856807122128238,-10072970866520611,1]>,[[10072970866520611,-1],[0,1],[37285392379701414,-558495738312823],[32433903051389977,558495738312823]]>,<17,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,3],[1],[[[1,2,4,3]]],20,<[],[-699069587182425414992336,1275108456381040618109613,1]>,[[464881856587218355917048,0],[810226599793822262192536,0],[-1275108456381040618109598,-1],[15,1]]>,<179,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[2,172,1]>,[[-161790808095559494600318163233379282186889471,0],[-242489929140294767902660166540015213906106341,0],[1,0]]>,[[[56485572176871404192164148533337724604372989,2066634148221148699342956183759829436714259],[0,0]],[[-298975501317166172094824315073352938510479559,-2066634148221148699342956183759829436714259],[0,0]],[[242489929140294767902660166540015213906106456,0],[-1,0]],[[115,0],[1,0]]]>*] [x,x^2-x+761,x^3+7*x-20,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[7,17,179],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,17*179,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[7,17,179],[1,6,6],1,[1.000000000,0.6834081325,0.7208533837],<"notfaithful",0>,[4,5]>,<2,17*179,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[7,17,179],[1,6,6],1,[1.000000000,1.531725355,1.106806789],<"notfaithful",0>,[4,5]>,<3,7^2*17^2*179^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1]],[[1],[1]]],[7,17,179],[6,6,7],1,[0,0,0],<"3.7e2_17e2_179e2.6t8.1",1>,[4,5]>,<3,7^2*17*179,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1]],[[1],[-2],[1]],[[1],[0],[-1]]],[7,17,179],[6,7,8],1,[1.000000000,0.5959926605,0.7189633443],<"3.7e2_17_179.4t5.1",1>,[4,5]>]
x^6-7*x^4+36*x^2+100 -2^6*5^2*181^2 0 3 12 "D12" [[6,5,4,3,2,1],[1,6,5,4,3,2],[4,3,2,1,6,5]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,3,2,1,6,5]>,<2,3,[1,6,5,4,3,2]>,<3,2,[3,4,5,6,1,2]>,<6,2,[2,3,4,5,6,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 13 x^2+12*x+2 9 [[-4420324557,0],[-1485169298,-5249963943],[2112598220,-5249963943],[4420324557,0],[1485169298,5249963943],[-2112598220,5249963943]] 3 [1,6,1,3,3,4,5,2,3,5,6,4,4,2,3,5,3,4,6,6,4,3,3,4,5,5,3,3,4,1,3,6,4,3,4,6,5,3,6,5,6,1,2,4,4,6,6,2,6,5,4,6,5,3,5,2,4,6,5,5,6,1,6,6,4,4,6,4,2,5,4,3,6,4,6,3,5,5,5,4,2,5,6,5,2,6,5,1,5,6,3,3,6,3,3,3,5,4,6,4,2,4,6,4,2,4,2,5,3,4,2,4,5,6,2,4,6,3,1,3,4,1,5,3,3,4,5,3,6,4,3,3,3,4,5,1,4,3,4,4,3,4,2,3,4,2,4,4,3,2,1,4,3,3,3,2,3,4,1,1,6,4,6,2,5,3,6,1] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x-42,2>,<x^3+6*x^2-1440*x+757728,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,2,2,[[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4]],[1,2,3,4,5,6],[1,3],[2],[[[2,1,5,6,3,4]]],20,<[],[242650,2,1]>,[[1,1],[-1,-1],[-58556,9801],[58556,55735],[52914,55735],[-52914,9801]]>,<5,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[37871876353470,30135955722095,1]>,[[-7602873410655,7629394531250],[7602873410655,-7629394531250],[-30135955722091,-1],[4,1],[-4,-1],[30135955722091,1]]>,<7,2,1,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[2,1,4,3,6,5],[1,3],[1],[[]],20,<[],[3,6,1]>,[[-17291332772097094,20833644508504969],[17291332772097094,-20833644508504969],[157932970975771,-3918989894556625],[874081967569235,3918989894556625],[-874081967569235,-3918989894556625],[-157932970975771,3918989894556625]]>,<181,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[-562155454305722138183710668746890284922136762,-703825986772978333339493873860586108113485677,1]>,[[-199878213306052757030916701590991379165946212,0],[199878213306052757030916701590991379165946212,0],[703825986772978333339493873860586108113485824,-1],[147,1],[-147,-1],[-703825986772978333339493873860586108113485824,1]]>*] [x,x^2+905,x^2+1,x^2-x-226,x^3-x^2+4*x+10,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,7,181],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^2*5*181,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,5,7,181],[7,7,3,7],1,[1.000000000,1.253160880,1.092656382],<"notfaithful",0>,[6,3]>,<1,2^2,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,7,181],[7,1,2,1],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[6,3]>,<1,5*181,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,7,181],[1,7,1,7],1,[1.000000000,1.750350841,1.229653415],<"notfaithful",0>,[6,3]>,<2,2^2*5*181,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,5,7,181],[7,7,3,7],1,[1.000000000,1.673683685,1.236688348],<"notfaithful",0>,[6,3]>,<2,2^2*5*181,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[-1]]],[2,5,7,181],[7,7,3,7],1,[1.000000000,2.695147005,1.526283421],<"2.2e2_5_181.6t3.5",1>,[6,3]>]
