x^2-17362 2^3*8681 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[55],[-55]] 1 [1,1,2,1,1,2,2,2,2,1,1,1,2,2,2,2,1,2,1,1,1,2,2,2,1,2,1,2,1,2,2,2,1,2,2,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,1,2,1,1,2,1,1,1,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[-17362,0,1]>,[[0,1],[0,262143]]>,<8681,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-17362,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,8681],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*8681,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,8681],[3,3],1,[1.000000000,1.339164191,1.099339733],<"1.2e3_8681.2t1.1",1>,[2,1]>]
x^4-9*x^2+76 2^2*19*223^2 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 17 x-1 6 [[11465668],[-560026],[560026],[-11465668]] 3 [4,3,3,4,5,5,1,1,5,4,1,4,4,4,4,4,3,3,3,3,2,3,4,4,5,2,3,3,4,5,2,4,3,4,3,3,3,5,3,5,2,4,5,5,2,4,1,1,2,3,3,4,4,4,4,5,5,5,3,4,4,5,3,5,3,4,3,5,4,2,1,4,4,5,2,3,2,3,4,5,4,5,3,4,3,4,5,3,1,4,5,4,2,5,4,5,4,5,3,3,1,3,3,5,5,2,5,3,2,5,3,3,2,5,5,5,4,4,3,1,5,4,4,1,5,2,3,4,4,2,5,2,1,3,3,1,5,3,4,3,3,2,5,3,5,3,3,4,5,3,5,2,5,2,1,1,5,2,3,4,4,5,5,3,5,3,3,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-54,2>,<x^2-10944,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,3,4],[1,2,4,3]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[1,2,4,3],[1,4,4,2],[2],[[[2,1,3,4]]],20,<<[],[1,1,1]>,[[53730,0],[2,0],[1,0]]>,[[[131070,0],[131070,0]],[[-131070,0],[-131070,0]],[[18249,36498],[0,0]],[[-18249,-36498],[0,0]]]>,<19,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[17536017464827536915844306,0,1]>,[[-1824478409285180953363404,0],[1824478409285180953363404,0],[0,-1],[0,1]]>,<223,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[12784513950366937332303948944583134712038405115,-361507176106046961228725412154735664098100865,1]>,[[361507176106046961228725412154735664098100999,-1],[134,1],[-134,-1],[-361507176106046961228725412154735664098100999,1]]>*] [x,x^2-x+56,x^2-19,x^2+4237,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,19,223],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,223,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,19,223],[1,3,1,6],1,[1.000000000,1.472636231,1.171069245],<"notfaithful",0>,[4,3]>,<1,2^2*19,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,19,223],[6,1,6,1],1,[1.000000000,1.337249852,1.132121268],<"notfaithful",0>,[4,3]>,<1,2^2*19*223,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,19,223],[6,3,6,6],1,[1.000000000,0.5791644372,0.8612064384],<"notfaithful",0>,[4,3]>,<2,2^2*19*223,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,3,19,223],[6,3,7,7],1,[1.000000000,0.9152586668,0.8205061646],<"2.2e2_19_223.4t3.3",1>,[4,3]>]
x^4+9*x^2+76 2^2*19*223^2 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 17 x-1 6 [[3725893],[-10038564],[10038564],[-3725893]] 3 [1,3,3,4,5,5,1,4,5,4,2,4,4,4,4,4,3,3,3,3,2,3,4,4,5,2,3,3,4,5,1,4,3,4,3,3,3,5,3,5,1,4,5,5,2,4,2,3,1,3,3,4,4,4,4,5,5,5,3,4,4,5,3,5,3,4,3,5,4,2,1,4,4,5,1,3,2,3,4,5,4,5,3,4,3,4,5,3,1,4,5,4,1,5,4,5,4,5,3,3,2,3,3,5,5,2,5,3,1,5,3,3,2,5,5,5,4,4,3,2,5,4,4,2,5,2,3,4,4,2,5,1,2,3,3,1,5,3,4,3,3,2,5,3,5,3,3,4,5,3,5,2,5,1,2,2,5,2,3,4,4,5,5,3,5,3,3,1] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+54,2>,<x^2-10944,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[2],[[[1,2,4,3]]],20,<[],[214926,2,1]>,[[89886,131072],[-89886,131072],[1,1],[-1,-1]]>,<19,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,18,1]>,[[-17536017464827536915844306,0],[0,0],[1,0]]>,[[[-11139696884293605766175817,11292247054260474312654554],[0,0]],[[11139696884293605766175817,-11292247054260474312654554],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>,<223,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,221,1]>,[[-15106442441359693196265494239774753455442190407,19129632167836656163576242484776765806491520146],[-24269773475991473486763950707198599757361840219,22379859687761416647756963281379581452399445704],[1,0]]>,[[[24269773475991473486763950707198599757361840332,-22379859687761416647756963281379581452399445594],[-1,0]],[[113,110],[1,0]],[[-113,-110],[-1,0]],[[-24269773475991473486763950707198599757361840332,22379859687761416647756963281379581452399445594],[1,0]]]>*] [x,x^2-x+56,x^2-19,x^2+4237,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,19,223],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,223,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,19,223],[1,3,1,6],1,[1.000000000,1.472636231,1.171069245],<"notfaithful",0>,[4,3]>,<1,2^2*19,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,19,223],[6,1,6,1],1,[1.000000000,1.337249852,1.132121268],<"notfaithful",0>,[4,3]>,<1,2^2*19*223,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,19,223],[6,3,6,6],1,[1.000000000,0.5791644372,0.8612064384],<"notfaithful",0>,[4,3]>,<2,2^2*19*223,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,3,19,223],[6,3,7,7],1,[1.000000000,2.268575229,1.354761012],<"2.2e2_19_223.4t3.4",1>,[4,3]>]
x^4-x^3-3*x^2+16*x-20 -2^3*23^2*59 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 109 x-1 5 [[-4156495571],[-3712723855],[2651459368],[5217760059]] 3 [3,5,3,4,4,4,4,5,3,3,5,4,4,4,3,5,3,2,2,4,5,4,4,5,3,4,3,3,1,5,2,1,4,5,4,5,2,5,2,4,4,5,3,4,3,2,4,4,4,4,5,2,4,5,4,4,4,4,3,4,4,3,5,4,3,5,5,5,2,4,5,4,5,3,3,4,3,2,3,3,4,4,5,4,4,4,4,3,3,3,4,2,4,5,3,3,2,1,3,4,3,5,2,3,2,4,4,2,4,3,4,4,4,5,4,2,5,1,5,2,5,5,3,4,4,4,3,5,4,3,4,2,5,3,2,5,2,5,4,5,4,4,5,5,3,5,5,3,2,5,5,3,3,5,5,4,5,5,5,2,3,4,5,5,5,5,5,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<2,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[3],[[[1,2,4,3]]],20,<<[],[1,1,1]>,[[161262,0],[238200,0],[1,0]]>,[[[-437724,-303269],[0,0]],[[-134455,303269],[0,0]],[[2,0],[2,0]],[[47890,0],[131070,0]]]>,<23,4,2,[[2,1,4,3],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[1,2,4,3],[2,1,3,4]],[1,2,4,3],[1,2,3,3],[1],[[[2,1,4,3]]],20,<<[],[5,21,1]>,[[-112131720312758928279165012,0],[-223525890580837867802391669,0],[1,0]]>,[[[223525890580837867802391687,0],[-1,0]],[[18,0],[1,0]],[[12569805746613274922080223,11841214384479257983169150],[5521195804999393385110920,11185181161560519926473681]],[[-236095696327451142724471927,-11841214384479257983169150],[-5521195804999393385110920,-11185181161560519926473681]]]>,<59,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[2,58,1]>,[[122726609310398987894454456455373192,0],[43743953556609096625200270635485090,0],[1,0]]>,[[[9005480646491345151402371167122037,13068758866381720019443205960077370],[0,0]],[[34738472910117751473797899468362980,-13068758866381720019443205960077370],[0,0]],[[-43743953556609096625200270635485053,0],[-1,0]],[[37,0],[1,0]]]>*] [x,x^2+118,x^3-5*x-6,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,23,59],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,2^3*59,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,23,59],[6,3,6],1,[1.000000000,0.8676211370,0.8946759953],<"notfaithful",0>,[4,5]>,<2,2^3*59,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[2,23,59],[6,3,6],1,[1.000000000,1.556069932,1.300143344],<"notfaithful",0>,[4,5]>,<3,2^6*23^2*59^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]]],[2,23,59],[6,6,6],1,[0,0,0],<"3.2e6_23e2_59e2.6t8.3",1>,[4,5]>,<3,2^3*23^2*59,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[2,23,59],[6,7,6],1,[1.000000000,1.114309502,0.9882670078],<"3.2e3_23e2_59.4t5.1",1>,[4,5]>]
x^6-2*x^5+68*x^4+73*x^3+1292*x^2+2212*x+9856 -3^3*7^3*13^2*59^3 0 3 12 "D12" [[1,3,2,5,4,6],[2,1,4,3,6,5],[6,5,4,3,2,1]] [<1,1,[1,2,3,4,5,6]>,<2,1,[6,5,4,3,2,1]>,<2,3,[2,1,4,3,6,5]>,<2,3,[5,6,3,4,1,2]>,<3,2,[5,3,6,1,4,2]>,<6,2,[3,1,5,2,6,4]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 31 x^2+29*x+3 9 [[12137170120099,8392197790838],[-7547239696564,0],[-11968936370239,12589973102518],[6720033631836,-8392197790838],[7582418408737,0],[-6923446093867,-12589973102518]] 3 [4,1,4,4,4,1,5,6,5,3,4,6,4,3,6,3,4,5,2,6,4,5,2,6,4,3,5,3,6,1,5,3,6,3,4,6,5,4,4,3,5,3,1,4,2,3,3,6,6,4,5,2,6,5,5,3,3,6,5,6,5,4,6,5,1,6,4,3,1,4,6,6,5,5,4,4,3,4,4,4,3,2,4,3,3,5,2,6,4,6,3,4,4,3,4,3,2,5,3,2,5,6,3,1,3,2,6,4,3,5,3,2,2,2,4,3,6,5,3,5,2,3,5,4,4,5,4,3,3,6,6,6,3,5,4,4,6,2,3,5,4,4,3,2,3,6,6,3,1,4,4,3,5,3,5,3,3,6,5,6,6,3,2,5,4,2,3,3] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x-242,2>,<x^3+132*x^2-33699*x-10000034,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,2,1,[[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5]],[1,3,2,4,6,5],[1,4],[1],[[]],20,<[],[1,1,1]>,[[-423475,0],[117062,46571],[70491,-46571],[74592,0],[3594,-6688],[-6102,6688]]>,<3,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,3],[1],[[[2,1,4,3,6,5]]],20,<[],[1529887596,173726550,1]>,[[-173726548,-1],[2,1],[-449237255,325533893],[407639623,61886596],[153507415,67253568],[61816765,61886595]]>,<7,4,2,[[2,1,5,6,3,4],[1,2,4,3,6,5]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[1,2,4,3,6,5],[1,3,4,2],[1],[[[2,1,5,6,3,4]]],20,<<[],[3,6,1]>,[[-19048480543299228,0],[-33795783664489210,0],[1,0]]>,[[[33795783664489210,0],[-1,0]],[[0,0],[1,0]],[[5567865047162842,-2010493694675137],[590674687155465,468293828703563]],[[-5166963155532622,2010493694675137],[-590674687155464,-468293828703563]],[[935529614910965,-5387604387716250],[-590674687155465,-468293828703563]],[[-935529614910964,5387604387716250],[590674687155464,468293828703563]]]>,<13,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[-1980763694297737194183,9319827710001650765339,1]>,[[9319827710001650765324,0],[-398404504660427497522,0],[-386773596189203080784,121638810736635184261],[-676742189525815532370,-121638810736635184261],[-9319827710001650765331,-1],[8,1]]>,<59,4,2,[[2,1,4,3,6,5],[3,4,1,2,5,6]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[3,4,1,2,5,6],[4,3,2,1,6,5]],[3,4,1,2,5,6],[1,3,4,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,58,1]>,[[123584780767343587365867398707799391,0],[-102507699580763518708586096238759630,0],[1,0]]>,[[[18087147118514841878847936515091308,20407643721312898144823286228446784],[127227600692957189103332053664346,-988051287164782128570888331854402]],[[-38054818597638778631494033544968660,-28337097417634653313158465776920588],[-127227600692957189103332053664346,988051287164782128570888331854402]],[[-120594846699278360587434032753850960,-20407643721312898144823286228446784],[-127227600692957189103332053664345,988051287164782128570888331854402]],[[38054818597638778631494033544968638,28337097417634653313158465776920588],[127227600692957189103332053664345,-988051287164782128570888331854402]],[[102507699580763518708586096238759653,0],[-1,0]],[[23,0],[1,0]]]>*] [x,x^2-x+4027,x^2-x+310,x^2-x-3,x^3-x^2-7*x+28,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,13,59],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3*7*13*59,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,7,13,59],[3,7,7,7,7],1,[1.000000000,0.5940921106,0.7679197292],<"notfaithful",0>,[6,3]>,<1,3*7*59,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,13,59],[1,7,7,1,7],1,[1.000000000,2.856039423,1.409953988],<"notfaithful",0>,[6,3]>,<1,13,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,13,59],[2,1,2,7,2],1,[1.000000000,0.6627353911,0.8422571535],<"notfaithful",0>,[6,3]>,<2,3*7*13*59,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,3,7,13,59],[3,7,7,7,7],1,[1.000000000,2.110375165,1.222906847],<"notfaithful",0>,[6,3]>,<2,3*7*13*59,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[-1]],[[1],[1]]],[2,3,7,13,59],[3,7,8,7,8],1,[1.000000000,1.827479345,1.182065130],<"2.3_7_13_59.6t3.14",1>,[6,3]>]
x^6-2*x^5+10*x^4+18*x^3+78*x^2+468*x-351 2^6*3^3*13^4*17^2 2 2 12 "D12" [[2,1,4,3,5,6],[3,6,1,5,4,2],[1,5,3,6,2,4]] [<1,1,[1,2,3,4,5,6]>,<2,1,[3,4,1,2,6,5]>,<2,3,[3,6,1,5,4,2]>,<2,3,[2,1,4,3,5,6]>,<3,2,[5,1,6,3,2,4]>,<6,2,[4,6,2,5,3,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 37 x^2+33*x+2 7 [[-3855860205,0],[-31808478589,-32634004710],[-12298945638,0],[-40251564022,-32634004710],[863028378,32634004710],[-7580057055,32634004710]] 4 [4,1,6,3,5,1,2,2,5,6,3,4,2,6,4,3,4,4,6,1,4,3,4,3,4,3,6,5,4,6,6,1,3,3,3,6,1,3,1,6,4,4,4,4,6,3,3,6,5,5,2,4,4,4,3,4,6,6,4,3,3,3,6,5,4,6,6,4,5,5,3,4,3,1,3,4,3,4,6,5,5,5,5,5,3,4,6,1,3,2,4,5,3,4,3,5,3,6,6,4,3,3,4,3,3,5,4,3,4,4,3,5,6,3,6,2,3,4,6,4,5,4,6,5,3,3,4,1,2,1,6,5,3,5,3,5,3,3,3,2,3,2,3,5,5,1,4,6,6,4,4,6,6,1,3,5,6,6,5,6,1,3,6,4,3,1,3,4] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+130,2>,<x^3+52*x^2-129792,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,2,[[2,1,4,3,6,5],[1,2,6,5,4,3]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,6,5,4,3],[2,1,5,6,3,4]],[1,2,6,5,4,3],[1,2,4,3],[2],[[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[-129594,0],[210106,0],[1,0]]>,[[[1,0],[1,0]],[[-210105,0],[-1,0]],[[-21276,62501],[-1,0]],[[188830,62501],[1,0]],[[126329,-62501],[1,0]],[[-83777,-62501],[-1,0]]]>,<3,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,3],[1],[[[2,1,4,3,6,5]]],20,<[],[731952834,-584088546,1]>,[[166984068,11047277],[-459028341,376373212],[-9995583,31999446],[-23768364,11047275],[584088547,-1],[1,1]]>,<13,3,3,[[3,1,2,6,4,5]],[[1,2,3,4,5,6],[3,1,2,6,4,5],[2,3,1,5,6,4]],[1,2,3,4,5,6],[1,5,5],[1],[[[3,1,2,6,4,5]]],20,<[],[-466880501301421673518,-3089680545596562960861,-4867961069045555278083,1]>,[[-5892433472712282309034,639498922829544784834,362819247404380433951],[-8244569233122961851684,-639498922829544784835,-362819247404380433951],[0,1,0],[-2802752927115719348155,639498922829544784834,362819247404380433951],[-5154888687526398890805,-639498922829544784835,-362819247404380433951],[3089680545596562960879,1,0]]>,<17,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,2,4,3],[1],[[[1,2,4,3,6,5]]],20,<<[],[3,16,1]>,[[521746017056861573529553,-261145660708042452485725],[-1987812938724028086945343,-672081353782196899863524],[1,0]]>,[[[700512476404759512508770,-336040676891098449931768],[0,0]],[[2012931900014762189015457,336040676891098449931768],[0,0]],[[1987812938724028086945359,672081353782196899863530],[-1,0]],[[16,6],[1,0]],[[675393515114025410438672,-6],[-1,0]],[[-1312419423610002676506671,-672081353782196899863530],[1,0]]]>,<31,2,1,[[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4]],[2,1,5,6,3,4],[1,3],[1],[[]],20,<[],[3,29,1]>,[[284809746368417589962547714686,90037730577205668693215041871],[-310912853913299956032260694770,-90037730577205668693215041871],[8914000267073804545783664258,7034450684967490865310290363],[5183969501932317546883544007,4246679152711330549735764758],[-49109617249864795786259030,-7034450684967490865310290363],[-9616414826844287421882246620,-4246679152711330549735764758]]>*] [x,x^2-x+13,x^2-3,x^2+17,x^3-x^2+9*x+12,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,13,17,31],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3*17,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,7,13,17,31],[3,7,3,1,7,3],1,[1.000000000,0.8798219250,0.8313330724],<"notfaithful",0>,[6,3]>,<1,2^2*3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,13,17,31],[7,7,2,1,2,2],1,[1.000000000,0.7603459963,0.9497031263],<"notfaithful",0>,[6,3]>,<1,2^2*17,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,13,17,31],[7,1,1,1,7,1],1,[1.000000000,1.523896276,1.115930737],<"notfaithful",0>,[6,3]>,<2,3*13^2*17,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,3,7,13,17,31],[3,7,3,8,7,3],1,[1.000000000,1.619741167,1.150448079],<"notfaithful",0>,[6,3]>,<2,2^4*3*13^2*17,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[-1]],[[1],[1]]],[2,3,7,13,17,31],[7,8,3,7,9,3],1,[1.000000000,1.523361740,1.150079854],<"2.2e4_3_13e2_17.6t3.2",1>,[6,3]>]
