x^2-x+615 -2459 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-24],[25]] 2 [2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,1,2,2,1,2,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1,2,1,2,1,1,1,2,2,2,2,1,2,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,1,2,1,2,1,2,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2459,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1512285,2459,1]>,[[-1229,-1],[1230,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2459],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2459,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2459],[3],1,[1.000000000,1.203716488,0.9227552208],<"1.2459.2t1.1",1>,[2,1]>]
x^6-3*x^5+3*x^4+2*x^3-3*x^2+x+1 2^4*29*661 2 2 720 "S6" [[2,1,3,4,5,6],[2,3,4,5,6,1]] [<1,1,[1,2,3,4,5,6]>,<2,15,[2,1,4,3,6,5]>,<2,15,[2,1,3,4,5,6]>,<2,45,[2,1,4,3,5,6]>,<3,40,[2,3,1,5,6,4]>,<3,40,[2,3,1,4,5,6]>,<4,90,[2,3,4,1,6,5]>,<4,90,[2,3,4,1,5,6]>,<5,144,[2,3,4,5,1,6]>,<6,120,[2,3,4,5,6,1]>,<6,120,[2,3,1,5,4,6]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,1,3],[1,1,2,2],[1,1,4],[1,2,3],[1,5],[2,2,2],[2,4],[3,3],[6]] 101 x^2+97*x+2 5 [[-3477550520,2252263124],[3864312592,0],[1100506951,0],[2566121742,-1569762454],[-1234963027,-2252263124],[-2818427735,1569762454]] 4 [4,10,7,10,10,8,10,5,11,8,8,7,11,10,10,5,7,9,11,8,11,9,8,7,11,4,11,9,9,9,8,9,6,11,10,10,8,11,11,6,6,10,6,7,4,9,7,8,9,8,9,7,10,4,10,9,6,11,10,8,9,5,5,10,7,7,4,11,3,9,10,10,9,11,7,6,2,11,3,5,10,10,9,9,7,7,10,9,9,11,9,9,11,5,10,10,5,8,9,9,9,7,9,7,8,4,7,5,9,2,7,9,10,10,10,10,8,9,5,6,6,7,10,11,11,8,7,11,9,7,11,4,6,6,5,10,7,5,9,4,11,11,7,8,11,11,2,7,5,9,10,11,9,8,9,4,10,8,10,5,3,6,9,7,11,7,10,6] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,1,3],"CYC",0,6*],[*[1,1,2,2],"CYC",0,4*],[*[1,1,4],"CYC",0,8*],[*[1,2,3],"CYC",0,11*],[*[1,5],"CYC",0,9*],[*[2,2,2],"CYC",0,2*],[*[2,4],"CYC",0,7*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,10*]] [*<2,24,12,[[1,2,5,6,3,4],[1,2,3,5,6,4],[2,1,3,4,6,5]],[[1,2,3,4,5,6],[1,2,5,6,3,4],[2,1,3,4,6,5],[1,2,6,4,3,5],[2,1,6,5,3,4]],[2,1,3,4,6,5],[1,4,4,6,7],[1,2],[[[1,2,5,6,3,4],[1,2,3,5,6,4]],[[1,2,4,3,6,5],[1,2,5,6,3,4]]],20,<<[],[1,1,1]>,[[-251398,0],[-459812,0],[-486060,0],[-137746,0],[187924,0],[-334032,0],[-316000,0],[-332654,0],[54300,0],[291760,0],[-312490,0],[-151240,0],[1,0]]>,[[[407998,-127467],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0]],[[-513111,127467],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0],[0,0]],[[-71295,0],[197162,0],[172968,0],[207315,0],[-33672,0],[232930,0],[-146603,0],[37705,0],[211270,0],[-259614,0],[122831,0],[219868,0]],[[193193,0],[139930,0],[117154,0],[-227085,0],[-211685,0],[-164582,0],[252855,0],[111910,0],[-21377,0],[-2072,0],[45001,0],[212619,0]],[[12553,41888],[186,-186824],[-70580,148962],[-23009,-65788],[-30720,217491],[-18722,30904],[-177583,-248914],[59941,-254791],[210795,87195],[208478,155270],[-61489,44854],[229332,-157425]],[[-29335,-41888],[187010,186824],[-219542,-148962],[42779,65788],[-248211,-217491],[-49626,-30904],[71331,248914],[-209556,254791],[123600,-87195],[53208,-155270],[-106343,-44854],[-137531,157425]]]>,<29,8,2,[[1,2,3,4,6,5],[2,3,4,1,5,6]],[[1,2,3,4,5,6],[3,4,1,2,5,6],[1,2,3,4,6,5],[3,4,1,2,6,5],[2,3,4,1,5,6],[4,1,2,3,5,6],[2,3,4,1,6,5],[4,1,2,3,6,5]],[2,3,4,1,5,6],[1,4,3,2,8,8,7,7],[1],[[[1,2,3,4,6,5]]],20,<<[],[2,15,2,0,1]>,[[22254829057685369647614795898,0,0,0],[-85347786725493715013055503610,0,0,0],[1,0,0,0]]>,[[[79810901019449911312531521696,64339655238723078449984281388,-47444275247334471710024545967,64339955150156845303877913322],[0,0,0,0]],[[-75232282301394815763988801460,1516764899786893958676564340,27368181362543450352576897456,-11156636535141535614466531832],[0,0,0,0]],[[-64553644074464139937458884641,-34942447525250893486045743325,-59386920203237328349779783887,-73293690125122196491013490378],[0,0,0,0]],[[-25372761369084670624139339220,-30913972613259078922615102403,79463014088028349707227432398,20110371510106886801602108888],[0,0,0,0]],[[85347786725493715013055503619,0,0,0],[-1,0,0,0]],[[9,0,0,0],[1,0,0,0]]]>,<661,6,2,[[1,2,3,4,6,5],[1,3,4,2,5,6]],[[1,2,3,4,5,6],[1,2,3,4,6,5],[1,3,4,2,5,6],[1,4,2,3,5,6],[1,3,4,2,6,5],[1,4,2,3,6,5]],[1,3,4,2,5,6],[1,3,6,6,11,11],[1],[[[1,2,3,4,6,5]]],20,<<[],[659,4,0,1]>,[[43128240874737266323319750214446053005445798967634319358,0,0],[126351447757862326637970837015404863388524192167986191838,0,0],[1,0,0]]>,[[[113682531562786917976224362157902087470018931345611111692,0,0],[0,0,0]],[[-49305617947979105194229895250421912197422500257578999249,-50727466359184731406741166097729472287776774605670569811,-83455696924289039845265458185597062245260862935133464022],[0,0,0]],[[17643954867669455791073378676573579691783614550027348606,59736673155218563845522419292477644178578097242654901866,36724106385697844496289676701277744485312831721335597874],[0,0,0]],[[44330579275385058064902991431351108424144146529926730670,-9009206796033832438781253194748171890801322636984332055,46731590538591195348975781484319317759948031213797866148],[0,0,0]],[[-126351447757862326637970837015404863388524192167986191777,0,0],[-1,0,0]],[[61,0,0],[1,0,0]]]>*] [x,x^2-x-4792,0,0,0,0,0,0,0,0,0] [1,2,3,4,5,6,7,8,9,10,11] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,29,661],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,16]>,<1,29*661,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,29,661],[1,12,12],1,[1.000000000,1.324110937,1.203159407],<"notfaithful",0>,[6,16]>,<5,2^4*29*661,1,[[5],[-1],[3],[1],[-1],[2],[-1],[1],[0],[-1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[-1],[0],[-1],[1]]],[2,29,661],[12,13,14],1,[1.000000000,0.5428334883,0.8847209111],<"5.2e4_29_661.6t16.1",1>,[6,16]>,<5,2^6*29^2*661^2,1,[[5],[-3],[1],[1],[2],[-1],[-1],[-1],[0],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]]],[2,29,661],[12,13,14],1,[0,0,0],<"5.2e6_29e2_661e2.12t183.1",1>,[6,16]>,<5,2^4*29^4*661^4,1,[[5],[1],[-3],[1],[-1],[2],[-1],[-1],[0],[1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[0],[-1]],[[1],[1]],[[1],[-1]]],[2,29,661],[12,13,14],1,[0,0,0],<"5.2e4_29e4_661e4.12t183.1",1>,[6,16]>,<5,2^6*29^3*661^3,1,[[5],[3],[-1],[1],[2],[-1],[-1],[1],[0],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[1],[1],[1],[1],[1]],[[1]],[[1],[0],[-1]],[[1],[1],[1]]],[2,29,661],[12,13,14],1,[0,0,0],<"5.2e6_29e3_661e3.6t16.1",1>,[6,16]>,<9,2^10*29^3*661^3,1,[[9],[3],[3],[1],[0],[0],[1],[-1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[0],[0],[-2],[-2],[0],[0],[1],[1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[-1]],[[1],[0],[-1],[0],[-1],[0],[1]],[[1],[0],[0],[-2],[0],[0],[1]]],[2,29,661],[12,13,14],1,[0,0,0],<"9.2e10_29e3_661e3.10t32.1",1>,[6,16]>,<9,2^10*29^6*661^6,1,[[9],[-3],[-3],[1],[0],[0],[1],[1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]]],[2,29,661],[12,13,14],1,[0,0,0],<"9.2e10_29e6_661e6.20t145.1",1>,[6,16]>,<10,2^12*29^6*661^6,1,[[10],[2],[-2],[-2],[1],[1],[0],[0],[0],[-1],[1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1]],[[1],[0],[0],[0],[-1]],[[1],[-1],[0],[-1],[1]]],[2,29,661],[12,13,14],1,[0,0,0],<"10.2e12_29e6_661e6.30t176.1",1>,[6,16]>,<10,2^12*29^4*661^4,1,[[10],[-2],[2],[-2],[1],[1],[0],[0],[0],[1],[-1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[0],[0],[-2],[0],[0],[1]]],[2,29,661],[12,13,14],1,[0,0,0],<"10.2e12_29e4_661e4.30t176.1",1>,[6,16]>,<16,2^20*29^8*661^8,1,[[16],[0],[0],[0],[-2],[-2],[0],[0],[1],[0],[0]],[[[1],[-16],[120],[-560],[1820],[-4368],[8008],[-11440],[12870],[-11440],[8008],[-4368],[1820],[-560],[120],[-16],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[-1],[0],[0],[0],[-3],[3],[0],[0],[0],[3],[-3],[0],[0],[0],[-1],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1]],[[1],[0],[0],[0],[-2],[0],[0],[0],[1]],[[1],[1],[1],[-2],[-2],[-2],[1],[1],[1]]],[2,29,661],[12,13,14],1,[0,0,0],<"16.2e20_29e8_661e8.36t1252.1",1>,[6,16]>]
x^3-x^2-576*x+5251 7^2*13^2*19^2 3 0 3 "C3" [[2,3,1]] [<1,1,[1,2,3]>,<3,1,[2,3,1]>,<3,1,[3,1,2]>] [[1,1,1],[3]] 11 x-1 6 [[-112826],[-17631],[130458]] 1 [2,3,1,1,1,1,1,1,1,3,3,3,1,2,3,1,1,2,2,2,2,1,1,1,2,2,2,3,2,3,3,1,3,1,3,3,2,1,3,3,1,2,1,3,2,3,1,1,2,2,1,1,3,1,1,3,1,2,2,2,3,3,3,3,3,3,1,3,1,2,1,1,2,1,2,3,1,3,2,3,2,3,2,1,2,3,3,3,2,1,2,2,2,1,1,1,1,3,1,3,2,2,2,3,3,3,1,3,1,2,1,3,1,3,1,1,2,1,3,1,2,2,2,2,3,3,2,3,3,2,3,1,1,1,1,3,3,2,3,1,2,1,3,2,1,2,3,2,3,2,3,2,2,1,3,1,1,3,2,1,2,2,3,3,1,2,3,3] [[*[1,1,1],"CYC",0,1*],[*[3],"ALT",[2,3,1],[<x+8645,2>,<x-8645,3>]*]] [*<5,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[-6507630588176,7993399384341,-1485768796164]>,<7,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[1],[[[3,1,2]]],20,<[],[2471,-511,14,1]>,[[15958453259522338,4,-4559558074149257],[-15958453259522342,-5,4559558074149257],[5,1,0]]>,<13,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,2],[1],[[[3,1,2]]],20,<[],[715,-351,26,1]>,[[35,-292384058075089222142,-584768116150178444271],[-43,292384058075089222141,584768116150178444271],[9,1,0]]>,<19,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[1],[[[3,1,2]]],20,<[],[-209,-95,38,1]>,[[15035989383018383277342223,395683931132062717824803,395683931132062717824796],[-15035989383018383277342235,-395683931132062717824804,-395683931132062717824796],[13,1,0]]>*] [x,0,0] [1,2,3] <[1],[2,3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,7,13,19],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,1]>,<1,7*13*19,3,[[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,5,7,13,19],[2,1,4,4,4],0,[0.9943968273-0.1057116352*i,0.9250903309+0.05093325538*i,0.8646440205+0.08454944572*i],<"1.7_13_19.3t1.1",1>,[3,1]>,<1,7*13*19,3,[[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,5,7,13,19],[2,1,4,4,4],0,[0.9943968273+0.1057116352*i,0.9250903309-0.05093325538*i,0.8646440205-0.08454944572*i],<"1.7_13_19.3t1.1",2>,[3,1]>]
x^3-x^2-576*x-1665 7^2*13^2*19^2 3 0 3 "C3" [[2,3,1]] [<1,1,[1,2,3]>,<3,1,[2,3,1]>,<3,1,[3,1,2]>] [[1,1,1],[3]] 29 x-1 5 [[7149227],[-6533545],[-615681]] 1 [2,1,1,1,3,1,2,1,3,1,2,1,3,1,2,1,2,1,2,1,3,1,1,3,1,2,3,1,3,3,1,1,3,2,3,2,3,2,1,3,3,3,2,1,2,3,3,3,1,3,1,1,3,2,3,1,2,2,1,3,1,3,2,2,2,2,2,2,2,2,3,1,2,2,2,3,1,3,2,3,2,2,2,2,2,2,3,1,1,1,3,2,1,3,1,2,3,2,3,2,3,2,1,1,2,2,3,2,1,2,2,1,2,2,2,2,1,3,1,2,2,2,3,1,1,2,1,3,2,3,1,3,3,3,2,1,3,1,3,3,3,3,3,3,3,1,2,3,2,3,3,2,3,3,1,1,2,3,3,1,2,1,2,3,3,3,1,3] [[*[1,1,1],"CYC",0,1*],[*[3],"ALT",[2,3,1],[<x-25935,2>,<x+25935,3>]*]] [*<3,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[1161781597,145202442,-144722571]>,<5,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[9135178073360,-922052853047,-8213125220312]>,<7,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,2],[1],[[[3,1,2]]],20,<[],[-4445,-511,14,1]>,[[-26597422099204028,4559558074149257,-5319484419840800],[26597422099204024,-4559558074149258,5319484419840800],[5,1,0]]>,<13,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,2],[1],[[[3,1,2]]],20,<[],[-6201,-351,26,1]>,[[7601985509952319775493,-487306763458482036892,194922705383392814757],[-7601985509952319775501,487306763458482036891,-194922705383392814757],[9,1,0]]>,<19,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,2],[1],[[[3,1,2]]],20,<[],[-7125,-95,38,1]>,[[-25,-923262505974813008257856,-527578574842750290433061],[13,923262505974813008257855,527578574842750290433061],[13,1,0]]>*] [x,0,0] [1,2,3] <[1],[2,3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,13,19],[1,1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,1]>,<1,7*13*19,3,[[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,3,5,7,13,19],[2,1,1,4,4,4],0,[0.8007009361+0.5990642794*i,1.304685840+0.3893516604*i,1.000626540+0.1873897094*i],<"1.7_13_19.3t1.2",1>,[3,1]>,<1,7*13*19,3,[[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,3,5,7,13,19],[2,1,1,4,4,4],0,[0.8007009361-0.5990642794*i,1.304685840-0.3893516604*i,1.000626540-0.1873897094*i],<"1.7_13_19.3t1.2",2>,[3,1]>]
x^3-x^2-576*x+64 7^2*13^2*19^2 3 0 3 "C3" [[2,3,1]] [<1,1,[1,2,3]>,<3,1,[2,3,1]>,<3,1,[3,1,2]>] [[1,1,1],[3]] 11 x-1 6 [[732617],[-326143],[-406473]] 1 [1,2,3,1,1,1,3,1,2,1,3,3,3,1,1,2,3,3,3,1,1,3,1,2,1,3,2,3,1,3,1,3,1,2,2,3,1,1,1,2,1,3,1,2,2,1,3,3,2,2,3,1,1,2,2,2,3,1,2,3,2,3,2,3,1,1,1,2,3,2,1,3,3,1,2,2,2,2,1,1,2,2,3,2,1,1,3,3,1,1,2,3,2,3,3,2,2,3,2,1,3,3,2,3,3,3,3,1,2,2,1,2,2,3,2,3,1,1,3,2,3,2,2,2,3,2,3,2,2,2,2,3,2,3,1,1,1,2,3,1,3,2,1,3,1,1,2,1,1,2,2,2,3,2,2,1,1,2,3,2,1,1,2,2,1,1,2,1] [[*[1,1,1],"CYC",0,1*],[*[3],"ALT",[2,3,1],[<x+27664,2>,<x-27664,3>]*]] [*<2,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[-228863,-14584,-18696]>,<7,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[1],[[[3,1,2]]],20,<[],[-2716,-511,14,1]>,[[-19948066574403025,-4987016643600750,-4987016643600750],[19948066574403021,4987016643600749,4987016643600750],[5,1,0]]>,<13,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,2],[1],[[[3,1,2]]],20,<[],[-4472,-351,26,1]>,[[-9502481887440399719385,456850090742326909585,-274110054445396145752],[9502481887440399719377,-456850090742326909586,274110054445396145752],[9,1,0]]>,<19,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,2],[1],[[[3,1,2]]],20,<[],[-5396,-95,38,1]>,[[-9397493364386489548338892,370953685436308797960744,370953685436308797960746],[9397493364386489548338880,-370953685436308797960745,-370953685436308797960746],[13,1,0]]>*] [x,0,0] [1,2,3] <[1],[2,3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,13,19],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,1]>,<1,7*13*19,3,[[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,7,13,19],[1,4,4,4],0,[0.8619890110-0.5069269621*i,1.617976673-0.01764768261*i,1.238904755+0.06584822356*i],<"1.7_13_19.3t1.3",1>,[3,1]>,<1,7*13*19,3,[[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,7,13,19],[1,4,4,4],0,[0.8619890110+0.5069269621*i,1.617976673+0.01764768261*i,1.238904755-0.06584822356*i],<"1.7_13_19.3t1.3",2>,[3,1]>]
