x^5-2*x^4-9*x^3+15*x^2+20*x-23 2^2*11*35531 5 0 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 67 x^2+63*x+2 5 [[-357921198,0],[43399514,-453908344],[35240103,0],[286997939,453908344],[-7716356,0]] 1 [3,6,4,7,2,6,7,6,4,7,7,6,5,6,6,7,6,6,2,3,4,7,3,6,7,5,4,2,5,4,6,5,5,6,7,5,4,7,3,6,7,3,5,4,6,3,4,5,7,4,3,7,6,5,2,6,4,7,7,7,5,3,2,4,6,5,7,6,6,5,6,5,5,3,4,2,5,5,5,6,6,3,5,4,5,6,7,5,4,3,5,5,5,4,4,5,4,5,4,2,5,6,3,5,2,4,5,2,5,2,4,3,5,3,7,6,6,3,3,5,6,2,5,6,6,6,3,5,4,7,6,6,2,4,7,2,5,6,4,5,4,6,2,7,7,7,6,4,5,2,3,7,5,7,7,5,3,5,7,7,7,2,5,5,5,5,4,5] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,6,3,[[1,2,4,5,3],[2,1,3,5,4]],[[1,2,3,4,5],[2,1,3,5,4],[1,2,4,5,3]],[2,1,3,5,4],[1,3,4],[1],[[[1,2,4,5,3]]],20,<<[],[1,1,1]>,[[-282158,0],[465354,0],[-506338,0],[1,0]]>,[[[-59748,386843],[0,0],[0,0]],[[-446591,-386843],[0,0],[0,0]],[[1,0],[1,0],[0,0]],[[423651,340962],[279494,34701],[168153,336306]],[[82689,-340962],[244793,489587],[356135,187982]]]>,<11,4,2,[[1,2,3,5,4],[1,3,2,4,5]],[[1,2,3,4,5],[1,3,2,4,5],[1,2,3,5,4],[1,3,2,5,4]],[1,3,2,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[2,7,1]>,[[-291837675825047332376,0],[111086936316487117382,0],[1,0]]>,[[[144844820967919574589,0],[0,0]],[[255355206005405193864,-306647383295428170265],[0,0]],[[-289113090656837651085,306647383295428170265],[0,0]],[[-111086936316487117374,0],[-1,0]],[[8,0],[1,0]]]>,<35531,4,2,[[1,2,3,5,4],[1,3,2,4,5]],[[1,2,3,4,5],[1,3,2,4,5],[1,2,3,5,4],[1,3,2,5,4]],[1,3,2,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[6,35530,1]>,[[3631331698815361067397872216301417889290990700836517250615999370802054073270620185181314496,0],[-4828265233896545296903266000455050419460944588883602459666350813000834644895978106646615527,0],[1,0]]>,[[[3847196034543175830561463843433514271925407231224389835782590678307800153841161664231408047,0],[0,0]],[[1093168744016265706162369769457639845729888862210751814962646461647499383062642666292556082,-4239940065350545965378414201287466993664553759162619363911916521142070047295250271497780236],[0,0]],[[515051374619874627289954723932055266930478853011794831275495202715698747481112072823898113,4239940065350545965378414201287466993664553759162619363911916521142070047295250271497780236],[0,0]],[[4828265233896545296903266000455050419460944588883602459666350813000834644895978106646632444,0],[-1,0]],[[16917,0],[1,0]]]>*] [x,x^2-x-97710,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11,35531],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,11*35531,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,11,35531],[1,8,8],1,[1.000000000,3.657193394,1.540944224],<"notfaithful",0>,[5,5]>,<4,2^2*11^3*35531^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[0],[-1]],[[1],[1]]],[2,11,35531],[8,9,9],1,[0,0,0],<"4.2e2_11e3_35531e3.10t12.1",1>,[5,5]>,<4,2^2*11*35531,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[0],[-1]],[[1],[-1],[-1],[1]]],[2,11,35531],[8,9,9],1,[1.000000000,0.7918444439,0.9618110159],<"4.2e2_11_35531.5t5.1",1>,[5,5]>,<5,2^4*11^2*35531^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1]],[[1],[-1],[-1],[1]]],[2,11,35531],[8,9,9],1,[0,0,0],<"5.2e4_11e2_35531e2.10t13.1",1>,[5,5]>,<5,2^4*11^3*35531^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-1]],[[1],[0],[-1]]],[2,11,35531],[8,9,9],1,[0,0,0],<"5.2e4_11e3_35531e3.6t14.1",1>,[5,5]>,<6,2^4*11^3*35531^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[2],[1]],[[1],[1],[-1],[-1]]],[2,11,35531],[8,9,9],1,[0,0,0],<"6.2e4_11e3_35531e3.20t35.1",1>,[5,5]>]
x^2-1894 2^3*947 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-110],[110]] 1 [1,1,1,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,2,1,1,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,1,1,2,1,1,1,2,2,1,1,1,2,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[-1894,0,1]>,[[0,1],[0,262143]]>,<947,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1894,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,947],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*947,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,947],[3,3],1,[1.000000000,2.045217986,1.189531090],<"1.2e3_947.2t1.1",1>,[2,1]>]
x^2-x+5586 -22343 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[114],[-113]] 2 [1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,2,1,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<22343,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[124807998,22343,1]>,[[-11171,-1],[11172,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[22343],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,22343,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[22343],[3],1,[1.000000000,3.593976560,1.497086562],<"1.22343.2t1.1",1>,[2,1]>]
x^3-x^2+12*x+81 -22343 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 31 x-1 5 [[7698417],[6601893],[-14300309]] 2 [3,1,2,3,3,3,2,3,3,3,1,2,3,1,2,2,2,2,1,2,2,2,2,1,3,1,3,2,2,1,3,3,2,1,3,1,1,3,2,2,2,3,3,2,2,1,2,2,2,3,1,2,2,2,3,1,1,2,2,3,2,2,1,3,2,2,3,2,3,2,2,2,2,3,2,2,2,3,3,2,2,2,3,2,2,1,2,1,1,3,2,2,2,3,2,3,2,2,2,2,3,3,3,2,3,2,3,3,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,3,2,1,2,2,3,2,2,2,3,1,3,2,2,2,2,1,1,2,3,2,2,2,3,3,2,2,2,1,2,2,2,3,2,3,2,2,2,3,1,3,3,1,3,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[1027820779,87883191,46557498]>,<22343,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[322772135300336395019145711298479955744775344737904426040974852769962975633493113701226,169146369574348102990850692247118607250950401646609285547588502846338905471020574316341,1]>,[[169146369574348102990850692247118607250950401646609285547588502846338905471020574279976,0],[-169146369574348102990850692247118607250950401646609285547588502846338905471020574298158,-1],[18183,1]]>*] [x,x^2-x+5586,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,22343],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,22343,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,22343],[1,4],1,[1.000000000,3.593976560,1.497086562],<"notfaithful",0>,[3,2]>,<2,22343,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[3,22343],[1,4],1,[1.000000000,0.9969853541,0.9305703171],<"2.22343.3t2.1",1>,[3,2]>]
x^3+3*x-96 -3^3*5*461 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 11 x-1 5 [[32873],[-12994],[-19879]] 2 [2,1,1,3,1,3,3,3,1,3,2,3,2,2,2,1,2,3,2,1,2,2,2,2,2,3,2,1,3,3,3,1,3,1,1,1,2,2,3,2,3,1,2,2,2,3,2,2,3,3,2,1,2,3,2,3,1,2,1,2,1,2,3,2,3,1,1,3,3,2,2,2,2,2,2,2,3,2,3,2,1,2,2,3,3,2,3,2,1,3,1,3,2,2,2,2,3,3,2,1,3,3,1,3,3,3,3,3,2,2,1,3,3,3,2,2,1,2,2,2,2,2,1,2,2,3,3,2,2,2,2,2,3,2,3,1,2,3,3,2,3,3,3,3,3,3,3,2,2,1,2,2,2,2,1,3,2,1,1,2,3,2,2,2,2,3,2,1] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,1,[[1,3,2]],[[1,2,3],[1,3,2]],[1,3,2],[1,2],[1],[[]],20,<[],[1,1,1]>,[[-360416,0],[-89999,-16126],[-73873,16126]]>,<3,6,6,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,2],[[[2,3,1],[1,3,2]],[[2,3,1]]],20,<[],[-1130480853,95341842,-187278351,-1695721239,-282620184,9,1]>,[[-508489776,399526707,-254245208,-192,-32,0],[-145281915,-290563638,108963709,254245592,256,32],[-508489776,-108963069,145281499,-254245400,-224,-32]]>,<5,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-32180185332890,-601013477270,1]>,[[-601013477276,0],[601013477273,-1],[3,1]]>,<461,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-75439173783230525977059584369301446792714076344974845,14498090484215634829861220319344433017035246600851517,1]>,[[14498090484215634829861220319344433017035246600851421,0],[-14498090484215634829861220319344433017035246600851469,-1],[48,1]]>*] [x,x^2-x+1729,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,461],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*5*461,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,461],[2,4,4,4],1,[1.000000000,1.057820092,0.8346210610],<"notfaithful",0>,[3,2]>,<2,3^3*5*461,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,5,461],[2,4,5,5],1,[1.000000000,1.561087419,1.096419689],<"2.3e3_5_461.3t2.1",1>,[3,2]>]
x^4-x^3+13*x^2+12*x+60 3^2*7^2*673 0 2 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 83 x-1 5 [[70283613],[60959577],[25890173],[-157133362]] 2 [3,1,4,1,5,3,4,5,3,3,5,2,4,4,4,3,4,5,4,5,3,4,1,1,3,4,3,5,4,5,1,4,5,3,5,2,5,2,4,4,5,5,3,4,5,5,4,3,2,3,3,5,3,4,1,3,4,5,4,3,5,2,5,4,5,3,4,2,3,3,4,5,5,1,2,4,5,3,5,5,2,1,3,5,3,5,3,2,2,4,1,1,4,3,1,2,4,4,3,4,2,3,2,3,4,3,4,4,3,3,5,4,3,3,2,3,5,2,5,3,3,4,2,5,3,3,2,1,3,5,4,5,1,1,4,3,1,5,4,5,3,3,2,5,3,1,5,1,5,3,4,2,4,4,2,5,4,1,5,4,5,5,1,4,5,2,2,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-30,2>,<x^2-19*x-78,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[61128,243783],[-182655,-243783],[-54822,30972],[-85794,-30972]]>,<3,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-1166255121,-892100565,1]>,[[892100565,-1],[0,1],[153592178,251994606],[116568725,135425883]]>,<7,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[26653052079464496,21586005270872245,1]>,[[-21586005270872239,-1],[6,1],[39521643915055573,-4368208002952536],[-17935638644183339,4368208002952536]]>,<673,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[5,672,1]>,[[178718505535573226615759229289556590506089229985523603151,0],[179319975952923560632451832135987136894567100527667449366,0],[1,0]]>,[[[-44817345591434220133700570156278104364587003951881663851,163422681294298187535714791638265239499728736386952705265],[0,0]],[[-139192699897570186312726122306291802600388641264555339229,-163422681294298187535714791638265239499728736386952705265],[0,0]],[[-179319975952923560632451832135987136894567100527667448743,0],[-1,0]],[[623,0],[1,0]]]>*] [x,x^2-x-5,x^2-x-168,x^2-x-3533,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,673],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*7,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,673],[3,6,6,1],1,[1.000000000,0.6838072478,0.8204663809],<"notfaithful",0>,[4,3]>,<1,673,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7,673],[1,1,1,6],1,[1.000000000,2.483376138,1.460729023],<"notfaithful",0>,[4,3]>,<1,3*7*673,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,673],[3,6,6,6],1,[1.000000000,0.5121938462,0.7678745011],<"notfaithful",0>,[4,3]>,<2,3*7*673,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,3,7,673],[3,6,6,7],1,[1.000000000,2.324559127,1.225666432],<"2.3_7_673.4t3.1",1>,[4,3]>]
x^4-x^3-22*x^2-23*x+25 3^2*7^2*673 4 0 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 127 x-1 5 [[8113035879],[1804598551],[14441835290],[8678899688]] 1 [3,3,4,1,5,3,4,5,3,3,5,2,4,4,4,3,4,5,4,5,3,4,2,2,3,4,3,5,4,5,1,4,5,3,5,2,5,2,4,4,5,5,3,4,5,5,4,3,1,3,3,5,3,4,2,3,4,5,4,3,5,1,5,4,5,3,4,2,3,3,4,5,5,1,2,4,5,3,5,5,1,1,3,5,3,5,3,2,1,4,2,2,4,3,1,1,4,4,3,4,2,3,1,3,4,3,4,4,3,3,5,4,3,3,2,3,5,1,5,3,3,4,1,5,3,3,2,2,3,5,4,5,1,1,4,3,2,5,4,5,3,3,2,5,3,2,5,2,5,3,4,1,4,4,2,5,4,2,5,4,5,5,1,4,5,1,2,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+40,2>,<x^2+51*x+482,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[-174742,-250393],[75651,250393],[-62735,-224562],[161827,224562]]>,<3,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[-507510933,-1476128175],[-1315233675,428158530],[1,0]]>,[[[1315233675,-428158528],[-1,0]],[[0,2],[1,0]],[[1257988721,-605526923],[-411783664,210118121]],[[913562006,1033685449],[411783664,-210118121]]]>,<7,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-10906043215223114,15452339749502299,1]>,[[-15452339749502293,-1],[6,1],[-17677408912857087,1835475182584705],[33129748662359375,-1835475182584705]]>,<673,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[5,672,1]>,[[-175426504790018967511537810112030967848962022922249986836,0],[-179319975952923560632451832135987136894567100527667447347,0],[1,0]]>,[[[137038901700618656268635639307447230942883850135295579348,-137736737663362200444974969027499585757831262067994763245],[0,0]],[[46971143788385750177791053155122676022091795081141423733,137736737663362200444974969027499585757831262067994763245],[0,0]],[[179319975952923560632451832135987136894567100527667447734,0],[-1,0]],[[387,0],[1,0]]]>*] [x,x^2-x-5,x^2-x-168,x^2-x-3533,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,673],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,3*7,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,7,673],[3,6,6,1],1,[1.000000000,0.6838072478,0.8204663809],<"notfaithful",0>,[4,3]>,<1,673,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7,673],[1,1,1,6],1,[1.000000000,2.483376138,1.460729023],<"notfaithful",0>,[4,3]>,<1,3*7*673,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,7,673],[3,6,6,6],1,[1.000000000,0.5121938462,0.7678745011],<"notfaithful",0>,[4,3]>,<2,3*7*673,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,3,7,673],[3,6,7,6],1,[1.000000000,1.091378382,0.9795618284],<"2.3_7_673.4t3.2",1>,[4,3]>]
