x^2-x+3767 -13*19*61 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[-4113],[4114]] 2 [2,2,2,1,1,1,2,1,2,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2,1,2,2,1,1,1,1,2,2,1,2,1,2,1,2,1,2,2,1,1,2,1,2,1,1,2,1,2,1,2,1,1,2,2,1,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<13,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[3809,13,1]>,[[-6,-1],[7,1]]>,<19,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[3857,19,1]>,[[-9,-1],[10,1]]>,<61,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[4697,61,1]>,[[-30,-1],[31,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[13,19,61],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,13*19*61,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[13,19,61],[3,3,3],1,[1.000000000,0.4095024093,0.7073076313],<"1.13_19_61.2t1.1",1>,[2,1]>]
x^4-2*x^3+3*x^2-2*x-27 -2^4*7^2*439 2 1 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 5 [[-605414],[-267302],[267303],[605415]] 4 [2,4,3,1,3,3,5,1,5,1,4,4,5,5,4,2,4,3,5,3,3,5,2,5,5,5,2,5,2,2,3,4,1,2,4,5,5,5,1,5,5,5,3,4,4,2,3,2,4,3,4,5,5,2,5,5,3,2,4,2,1,5,2,4,5,4,3,4,3,5,3,5,4,1,3,4,4,3,4,3,4,4,5,3,1,3,1,1,3,5,1,2,5,3,5,2,3,5,4,2,5,4,4,2,5,3,4,3,3,3,4,4,4,2,5,4,2,1,4,3,3,1,5,3,1,4,4,1,1,5,5,3,5,4,5,5,3,4,5,4,2,1,5,5,5,2,5,3,4,3,4,5,3,1,3,5,5,3,5,3,3,4,5,1,1,4,3,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-2,2>,<x^2+2*x+440,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,4,3],[4,3,2,1]],[[1,2,3,4],[2,1,4,3],[4,3,2,1],[3,4,1,2]],[4,3,2,1],[1,3,2,3],[2],[[[2,1,4,3]]],20,<<[],[1,1,1]>,[[247186,0],[39158,78316],[1,0]]>,[[[-78314,105515],[-2,0]],[[2,3],[2,0]],[[-1,-3],[-2,0]],[[78315,-105515],[2,0]]]>,<7,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[28356056155655781,-18799509557555251,1]>,[[18799509557555256,-1],[5,1],[-4,-1],[-18799509557555255,1]]>,<439,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[1527842489664116436668550923152322738768351780956005,439,1]>,[[29590149661742691267798770818805655781516585754886366,0],[-29590149661742691267798770818805655781516585754886365,0],[-219,-1],[220,1]]>*] [x,x^2-7,x^2-x+110,x^2+3073,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,439],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*7,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,439],[6,6,1],1,[1.000000000,1.046454885,1.065817093],<"notfaithful",0>,[4,3]>,<1,439,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,7,439],[1,1,6],1,[1.000000000,2.249100549,1.288461194],<"notfaithful",0>,[4,3]>,<1,2^2*7*439,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,7,439],[6,6,6],1,[1.000000000,0.6800640831,0.8609346894],<"notfaithful",0>,[4,3]>,<2,2^2*7*439,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,7,439],[6,7,7],1,[1.000000000,0.9648552384,0.8335464976],<"2.2e2_7_439.4t3.1",1>,[4,3]>]
x^4-5*x^2-28*x-27 -2^4*7^2*439 2 1 8 "D8" [[2,1,4,3],[3,2,1,4]] [<1,1,[1,2,3,4]>,<2,1,[3,4,1,2]>,<2,2,[2,1,4,3]>,<2,2,[1,4,3,2]>,<4,2,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 29 x-1 6 [[51853481],[98625878],[-262688330],[112208971]] 4 [2,4,3,3,3,3,5,2,5,1,4,4,5,5,4,2,4,3,5,3,3,5,1,5,5,5,1,5,2,2,3,4,1,1,4,5,5,5,2,5,5,5,3,4,4,1,3,1,4,3,4,5,5,1,5,5,3,1,4,2,2,5,1,4,5,4,3,4,3,5,3,5,4,1,3,4,4,3,4,3,4,4,5,3,4,3,1,1,3,5,2,1,5,3,5,1,3,5,4,2,5,4,4,2,5,3,4,3,3,3,4,4,4,1,5,4,1,2,4,3,3,1,5,3,2,4,4,2,2,5,5,3,5,4,5,5,3,4,5,4,1,1,5,5,5,1,5,3,4,3,4,5,3,2,3,5,5,3,5,3,3,4,5,2,1,4,3,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+40,2>,<x^2+14*x+4000,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,4,3],[4,3,2,1]],[[1,2,3,4],[2,1,4,3],[4,3,2,1],[3,4,1,2]],[4,3,2,1],[1,3,2,3],[2],[[[2,1,4,3]]],20,<<[],[1,1,1]>,[[267390,-489602],[-495932,56714],[1,0]]>,[[[0,1],[1,0]],[[-28356,-56713],[-1,0]],[[-92683,178489],[-146160,-199639]],[[121039,-121777],[146160,199639]]]>,<5,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,4,1]>,[[46488762086690,-36286019186241],[897975550404,36286019186241],[-5710775599862,-545446554720],[-3528989380982,545446554720]]>,<7,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,6,1]>,[[-18752088647428178,32124058046655736],[-21033273385773474,-7011091128591158],[1,0]]>,[[[21033273385773477,7011091128591159],[-1,0]],[[3,1],[1,0]],[[-28726019754982518,26058948196113748],[3543043755203833,4669689986618354]],[[7692746369209038,-33070039324704908],[-3543043755203833,-4669689986618354]]]>,<439,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[15,436,1]>,[[35172949757280706674233480014938690883338715724155404,0],[-763921244832058218334275461576161369384175890453638,0],[1,0]]>,[[[-14464707215855700950273203438081393073585368698263142,20685198819507054572867993338814268655498899005313471],[0,0]],[[13700785971023642731938927976505231704201192807809230,-20685198819507054572867993338814268655498899005313471],[0,0]],[[763921244832058218334275461576161369384175890453775,0],[-1,0]],[[137,0],[1,0]]]>*] [x,x^2-7,x^2-x+110,x^2+3073,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,7,439],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*7,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,7,439],[6,3,6,1],1,[1.000000000,1.046454885,1.065817093],<"notfaithful",0>,[4,3]>,<1,439,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,7,439],[1,1,1,6],1,[1.000000000,2.249100549,1.288461194],<"notfaithful",0>,[4,3]>,<1,2^2*7*439,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,7,439],[6,3,6,6],1,[1.000000000,0.6800640831,0.8609346894],<"notfaithful",0>,[4,3]>,<2,2^2*7*439,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[2,5,7,439],[6,3,6,6],1,[1.000000000,0.6745637399,0.7924175939],<"2.2e2_7_439.4t3.2",1>,[4,3]>]
x^5-x^4+17*x^3-9*x^2-418*x+1210 2^6*11^2*263^2 1 2 10 "D10" [[4,5,3,1,2],[5,3,2,4,1]] [<1,1,[1,2,3,4,5]>,<2,5,[5,3,2,4,1]>,<5,2,[2,3,5,1,4]>,<5,2,[3,5,4,2,1]>] [[1,1,1,1,1],[1,2,2],[5]] 7 x^2+6*x+3 11 [[-35700751,-340798525],[328946062,631908843],[-817155456,0],[31763656,340798525],[492146490,-631908843]] 2 [1,4,1,2,1,3,2,4,2,2,2,2,4,2,3,3,2,4,2,4,3,2,2,3,2,2,2,3,3,2,2,3,4,3,3,1,2,2,2,4,4,2,3,4,2,3,1,2,4,4,2,2,4,2,2,1,2,4,2,2,4,2,2,2,4,2,4,2,4,1,2,3,2,2,2,3,4,4,3,1,4,4,2,2,3,2,4,3,1,2,4,3,3,1,2,2,4,3,3,2,4,4,2,2,3,3,3,1,1,2,4,2,2,4,2,2,3,2,3,2,3,2,3,3,2,2,2,3,3,3,4,2,2,4,2,2,4,3,2,1,2,4,2,3,3,2,1,2,3,2,3,4,2,3,2,2,2,1,2,2,2,4,4,2,2,3,3,4] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x+101833600,4>,<x-101833600,3>]*]] [*<2,2,2,[[2,1,3,5,4]],[[1,2,3,4,5],[2,1,3,5,4]],[1,2,3,4,5],[1,2],[3],[[[2,1,3,5,4]]],20,<[],[-521910,348360,1]>,[[0,1],[175928,262143],[112719,0],[26829,3268],[12205,29500]]>,<5,1,1,[],[[1,2,3,4,5]],[1,2,3,4,5],[1],[1],[[]],20,[],[-20627291731355,-43799673477078,36549751343076,721823289329,452509716654]>,<11,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[1475651910530570707,7886564337377550352,1]>,[[199169828321004169799,0],[44,11],[-25593117262738507537,-11],[-91667107999298347122,23406364579304170580],[-20750512610552768892,-23406364579304170580]]>,<263,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[22877388656697019226597546956534482157163908043,-909088814169974839795222339610757202883342217154,1]>,[[834031221948288062324262016731170913640424874446,0],[909088814169974839795222339610757202883342217347,-1],[193,1],[163018724592825308797030067171386338721527514740,2260966239855264944121645853507459996678312879],[600634016773725411717792324749188357391808842076,-2260966239855264944121645853507459996678312879]]>*] [x,x^2+5786,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,11,263],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,2^3*11*263,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,5,11,263],[5,1,5,5],1,[1.000000000,1.652040346,1.149829653],<"notfaithful",0>,[5,2]>,<2,2^3*11*263,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,5,11,263],[5,1,5,5],1,[1.000000000,3.203349051,1.532164182],<"2.2e3_11_263.5t2.1",1>,[5,2]>,<2,2^3*11*263,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,5,11,263],[5,1,5,5],1,[1.000000000,1.909288190,1.221924186],<"2.2e3_11_263.5t2.1",2>,[5,2]>]
x^4-7*x^2-5*x+26 3*5^2*331 0 2 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 163 x-1 5 [[8824071079],[31113371993],[13792938381],[-53730381453]] 2 [4,3,3,5,4,3,5,4,4,4,2,3,4,4,4,5,4,5,4,5,3,4,3,5,5,2,4,4,4,5,4,3,4,2,5,5,4,1,3,5,5,5,3,4,3,5,5,2,4,3,3,3,2,1,2,2,3,4,5,3,2,3,5,4,4,2,3,4,5,3,3,4,4,5,3,4,5,5,3,5,5,3,3,4,5,4,5,2,3,4,4,4,4,2,5,3,2,4,5,3,4,4,5,5,3,5,3,2,3,4,2,5,4,3,5,2,3,5,4,5,5,5,4,3,3,3,5,4,3,2,4,5,4,4,4,5,3,4,2,4,4,4,4,3,4,3,4,5,4,2,4,5,3,3,4,4,5,2,3,3,1,5,5,4,2,5,4,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<3,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[2,2,1]>,[[-62789118,0],[-603969615,0],[1,0]]>,[[[44667621,-1396739771],[0,0]],[[-648637238,1396739771],[0,0]],[[603969616,0],[-1,0]],[[1,0],[1,0]]]>,<5,4,2,[[2,1,4,3],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[1,2,4,3],[2,1,3,4]],[1,2,4,3],[1,2,3,3],[1],[[[2,1,4,3]]],20,<<[],[2,4,1]>,[[1139078620420,0],[6073441528970,0],[1,0]]>,[[[14,0],[5,0]],[[7779765011414,0],[-5,0]],[[-19520371951724,30331727933245],[8222127800309,-5425679263908]],[[-45479852044079,-30331727933245],[-8222127800309,5425679263908]]]>,<331,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[3,326,1]>,[[-98100119985449916691511345506184529152893301091348,0],[6081725681734332781427929870772413966733423412322,0],[1,0]]>,[[[10301084850024850221966057537298103286532723826047,74959466596734773942878590255198087002114162147070],[0,0]],[[-4219359168290517440538127666525689319799300413875,-74959466596734773942878590255198087002114162147070],[0,0]],[[-6081725681734332781427929870772413966733423412247,0],[-1,0]],[[75,0],[1,0]]]>*] [x,x^2-x-248,x^3-x^2-6*x+3,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,331],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,3*331,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,331],[6,3,6],1,[1.000000000,1.632588704,1.264164486],<"notfaithful",0>,[4,5]>,<2,3*331,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[3,5,331],[6,3,6],1,[1.000000000,0.7050851916,0.8467291710],<"notfaithful",0>,[4,5]>,<3,3^2*5^2*331^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]]],[3,5,331],[6,6,6],1,[0,0,0],<"3.3e2_5e2_331e2.6t8.1",1>,[4,5]>,<3,3*5^2*331,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[3,5,331],[6,7,6],1,[1.000000000,1.312428988,1.050902100],<"3.3_5e2_331.4t5.1",1>,[4,5]>]
