x^2-x-1210 47*103 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[265],[-264]] 1 [1,2,1,1,1,2,1,2,2,2,1,2,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,1,1,2,1,1,2,2,1,2,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,2,2,1,1,2,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<47,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-658,47,1]>,[[-23,-1],[24,1]]>,<103,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1442,103,1]>,[[-51,-1],[52,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[47,103],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,47*103,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[47,103],[3,3],1,[1.000000000,2.116867102,1.277097949],<"1.47t103.2.1.2t1.1",1>,[2,1]>]
x^3-x^2-16*x+27 47*103 3 0 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 11 x-1 5 [[-45462],[38658],[6805]] 1 [3,2,3,3,1,2,3,2,2,2,3,2,2,1,1,2,1,3,3,2,3,1,1,2,3,2,1,2,3,1,3,3,2,2,3,1,2,2,2,2,2,3,2,3,2,3,3,2,3,2,1,3,2,2,3,2,3,2,2,3,2,3,2,2,2,2,2,1,1,3,2,2,2,2,2,2,3,2,3,2,2,2,1,1,2,3,3,2,2,3,2,2,2,3,3,2,2,2,3,3,2,3,3,3,3,3,2,3,3,2,2,3,2,1,2,2,3,3,2,3,2,2,2,2,3,2,3,2,1,2,1,3,2,2,2,2,3,2,2,3,2,2,2,2,1,2,3,2,3,2,3,3,1,2,3,2,1,3,3,1,2,2,2,3,3,2,3,1] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<47,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-793717063117962500271530391033544,516149597492916970125226959552119,1]>,[[516149597492916970125226959552030,0],[-516149597492916970125226959552074,-1],[45,1]]>,<103,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[328413742667579367095191859048231066733,-8260660763073070901133848122868227353642,1]>,[[-8260660763073070901133848122868227353715,0],[8260660763073070901133848122868227353679,-1],[37,1]]>*] [x,x^2-x-1210,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[47,103],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,47*103,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[47,103],[4,4],1,[1.000000000,2.116867102,1.277097949],<"notfaithful",0>,[3,2]>,<2,47*103,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[47,103],[4,4],1,[1.000000000,0.5235401723,0.7357223913],<"2.47t103.6.1.3t2.1",1>,[3,2]>]
x^3-x^2-13*x-41 -2^2*1283 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 19 x-1 5 [[-36222],[859268],[-823045]] 2 [2,1,2,2,3,3,3,1,2,3,1,3,2,2,2,3,3,2,2,2,2,2,2,2,3,1,3,3,3,2,2,3,3,3,2,3,3,3,2,2,3,3,1,2,3,2,3,3,3,1,2,2,2,2,1,3,1,1,3,2,2,2,3,2,2,3,2,2,1,2,2,3,2,1,2,2,2,3,3,2,3,3,3,1,2,1,1,2,1,2,2,1,3,1,2,3,2,2,2,2,2,3,1,2,2,2,3,3,2,3,2,1,1,2,2,3,2,2,1,2,2,3,1,3,2,3,3,3,2,3,3,3,1,1,3,1,2,2,3,2,1,2,2,3,3,2,3,2,3,2,2,2,2,2,2,2,3,3,2,3,1,2,3,3,3,2,3,1] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[-54,0],[-12,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0]],[[421563,-205450],[147568,295137],[190068,380136]],[[-421563,205450],[376719,229151],[334220,144152]]]>,<3,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[274682216,-417100013,142417798]>,<1283,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-6850818861306344819870522369024183106869240449113680476895964,-45273892038412244176092618767581880036802703109968351066191058,1]>,[[-45273892038412244176092618767581880036802703109968351066193421,0],[45273892038412244176092618767581880036802703109968351066192240,-1],[1182,1]]>*] [x,x^2-x+321,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,1283],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,1283,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,1283],[2,1,4],1,[1.000000000,0.9647820832,0.8651153441],<"notfaithful",0>,[3,2]>,<2,2^2*1283,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,1283],[4,1,5],1,[1.000000000,1.950424182,1.251714880],<"2.2e2t1283.6.1.3t2.1",1>,[3,2]>]
