x^2-1610 2^3*5*7*23 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 11 x-1 5 [[47533],[-47533]] 1 [1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,2,1,1,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[-1610,0,1]>,[[0,1],[0,262143]]>,<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1610,0,1]>,[[0,-1],[0,1]]>,<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1610,0,1]>,[[0,-1],[0,1]]>,<23,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1610,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,5,7,23],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*5*7*23,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,5,7,23],[3,3,3,3],1,[1.000000000,0.6444478252,0.8934459722],<"1.2e3_5_7_23.2t1.1",1>,[2,1]>]
x^3-x^2-1616*x-10596 13^2*373^2 3 0 3 "C3" [[2,3,1]] [<1,1,[1,2,3]>,<3,1,[2,3,1]>,<3,1,[3,1,2]>] [[1,1,1],[3]] 31 x-1 5 [[8252929],[-6179984],[-2072944]] 1 [1,1,3,3,3,1,3,3,2,3,1,3,2,1,3,3,2,2,2,1,2,2,3,1,3,1,2,1,1,3,3,2,3,3,1,3,1,3,2,1,1,3,2,3,2,2,3,1,3,1,1,3,1,1,1,1,3,3,3,2,1,1,3,3,3,1,1,3,2,1,2,3,3,1,3,1,3,2,3,2,1,2,2,2,1,2,1,2,1,3,2,3,1,3,1,1,2,3,1,3,3,2,1,3,2,1,3,2,3,2,3,2,3,2,2,1,1,1,1,3,1,3,3,1,2,1,1,3,1,1,2,1,1,3,1,2,3,3,2,3,3,2,1,3,1,2,3,1,1,2,1,1,1,3,2,3,1,1,3,2,1,1,1,2,2,1,1,1] [[*[1,1,1],"CYC",0,1*],[*[3],"ALT",[2,3,1],[<x-116376,2>,<x+116376,3>]*]] [*<2,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[-23659,14658,9002]>,<3,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[621004386,-455928136,-165076249]>,<13,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,2],[1],[[[3,1,2]]],20,<[],[-24492,-1391,26,1]>,[[9502481887440399719351,-426393418026171782281,670046799755412800727],[-9502481887440399719359,426393418026171782280,-670046799755412800727],[9,1,0]]>,<373,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,2],[1],[[[3,1,2]]],20,<[],[14963268,183889,746,1]>,[[-1358772161619805664447596438423974015760211017762300,-2124978805035442281307679863487001365129909992016,3339252407912837870626354071193859288061287130342],[1358772161619805664447596438423974015760211017762052,2124978805035442281307679863487001365129909992015,-3339252407912837870626354071193859288061287130342],[249,1,0]]>*] [x,0,0] [1,2,3] <[1],[2,3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,13,373],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,1]>,<1,13*373,3,[[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,3,13,373],[1,1,4,4],0,[-0.7792108952-0.6267618214*i,1.983237156-0.9734004215*i,1.439478575-0.09169280625*i],<"1.13_373.3t1.1",1>,[3,1]>,<1,13*373,3,[[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,3,13,373],[1,1,4,4],0,[-0.7792108952+0.6267618214*i,1.983237156+0.9734004215*i,1.439478575+0.09169280625*i],<"1.13_373.3t1.1",2>,[3,1]>]
x^3-x^2-1616*x+23347 13^2*373^2 3 0 3 "C3" [[2,3,1]] [<1,1,[1,2,3]>,<3,1,[2,3,1]>,<3,1,[3,1,2]>] [[1,1,1],[3]] 29 x-1 5 [[6123536],[5573270],[8814344]] 1 [3,3,2,3,1,1,3,3,2,1,1,1,2,2,2,2,1,1,2,2,3,3,2,3,3,3,3,3,1,3,1,3,3,3,2,2,1,3,2,2,3,2,1,1,2,1,1,3,3,1,1,2,2,2,3,3,3,1,3,3,3,2,2,2,2,1,2,2,1,3,2,2,1,1,1,2,2,1,1,1,3,3,2,1,3,3,2,2,2,2,3,1,2,1,1,2,2,2,3,2,2,2,2,1,3,1,1,3,2,2,3,2,3,3,1,2,2,3,3,3,3,1,2,2,2,1,2,3,1,1,2,3,3,1,2,2,3,3,1,1,2,2,2,2,3,1,2,1,1,3,2,3,1,1,2,2,2,2,2,3,3,2,1,1,2,1,3,2] [[*[1,1,1],"CYC",0,1*],[*[3],"ALT",[2,3,1],[<x+53339,2>,<x-53339,3>]*]] [*<11,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[169975338695995779586,22029996895340177122,-8528064246092317834]>,<13,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,2],[1],[[[3,1,2]]],20,<[],[9451,-1391,26,1]>,[[-8638619897673090653930,-4,265803689159172020123],[8638619897673090653922,3,-265803689159172020123],[9,1,0]]>,<373,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[1],[[[3,1,2]]],20,<[],[14997211,183889,746,1]>,[[247049483930873757172290261531631639229129275963078,-2649324224459772194877107362269508195486641028985,662331056114943048719276840567377048871660257258],[-247049483930873757172290261531631639229129275963326,2649324224459772194877107362269508195486641028984,-662331056114943048719276840567377048871660257258],[249,1,0]]>*] [x,0,0] [1,2,3] <[1],[2,3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11,13,373],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,1]>,<1,13*373,3,[[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,11,13,373],[3,1,4,4],0,[0.6167182137+0.7871839969*i,0.4604659127-0.2664358779*i,0.7749981821-0.2119410936*i],<"1.13_373.3t1.2",1>,[3,1]>,<1,13*373,3,[[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,11,13,373],[3,1,4,4],0,[0.6167182137-0.7871839969*i,0.4604659127+0.2664358779*i,0.7749981821+0.2119410936*i],<"1.13_373.3t1.2",2>,[3,1]>]
x^3-x^2-37*x+107 -2^2*8363 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 7 x-1 5 [[2276],[3930],[-6205]] 2 [2,3,2,1,2,1,3,3,3,2,3,1,3,2,3,3,3,2,2,1,3,3,2,2,2,1,3,1,2,1,1,3,2,3,3,2,3,1,1,2,2,3,2,1,2,2,2,2,1,2,1,3,1,2,3,2,3,2,2,2,3,2,3,2,3,1,2,2,2,2,3,3,2,2,2,1,2,1,3,2,2,2,2,3,2,2,2,2,2,2,3,2,2,2,3,1,2,2,2,2,2,2,3,3,3,2,1,2,2,2,3,2,3,2,2,2,2,3,2,3,3,2,2,2,2,3,3,2,3,3,2,1,2,3,3,1,1,3,2,2,1,2,2,2,2,3,3,1,3,2,2,1,1,1,3,2,2,1,1,2,3,2,2,2,2,3,3,2] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,6,3,[[2,3,1],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,3,2],[1,2,3],[1],[[[2,3,1]]],20,<<[],[1,1,1]>,[[70,0],[-36,0],[2,0],[1,0]]>,[[[1,0],[1,0],[0,0]],[[371147,-306282],[509536,494785],[440264,356240]],[[-371147,306282],[14751,29503],[84024,168048]]]>,<8363,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-617068800176425699009978273465051761059100370670145221213013328649733195869250,-1099256511091654667494575116638326355393231977278488516984216868906146664896065,1]>,[[-1099256511091654667494575116638326355393231977278488516984216868906146664906078,0],[1099256511091654667494575116638326355393231977278488516984216868906146664901072,-1],[5007,1]]>*] [x,x^2-x+2091,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,8363],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,8363,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,8363],[2,4],1,[1.000000000,1.202366503,0.8901176744],<"notfaithful",0>,[3,2]>,<2,2^2*8363,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[2,8363],[4,5],1,[1.000000000,0.9925468479,0.9320040595],<"2.2e2_8363.3t2.2",1>,[3,2]>]
x^6+19*x^4+93*x^2+36 -2^6*3^2*19^2*53^2 0 3 12 "D12" [[1,3,2,4,6,5],[4,6,5,1,3,2],[2,1,6,5,4,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,6,5,1,3,2]>,<2,3,[1,3,2,4,6,5]>,<3,2,[5,3,4,2,6,1]>,<6,2,[3,1,5,6,4,2]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 13 x^2+12*x+2 9 [[1066364961,-4563922111],[4699855428,0],[-2810933428,-4563922111],[-1066364961,4563922111],[-4699855428,0],[2810933428,4563922111]] 2 [4,3,5,6,3,4,4,3,6,5,6,4,4,6,3,1,6,4,6,3,4,2,2,5,4,5,6,6,5,5,6,3,5,3,4,6,4,6,3,4,3,5,2,1,4,6,3,3,6,5,1,2,4,2,4,6,5,6,4,5,3,1,3,3,4,1,3,5,3,4,1,6,2,5,2,3,5,4,4,4,2,5,6,4,3,6,1,4,4,3,3,6,3,6,3,6,4,1,3,5,3,5,3,4,3,1,3,4,2,5,3,4,1,6,3,4,6,3,4,3,4,4,4,2,3,5,4,6,2,5,3,2,3,5,1,4,4,6,4,5,3,5,2,3,5,6,4,5,2,6,4,5,3,3,3,6,3,4,5,5,3,5,2,6,4,6,3,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x+114,2>,<x^3+6*x^2-9396*x-320112,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,2,[[2,1,4,3,6,5],[1,2,6,5,4,3]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,6,5,4,3],[2,1,5,6,3,4]],[1,2,6,5,4,3],[1,2,4,3],[2],[[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[127562,0],[2,0],[1,0]]>,[[[131070,0],[131070,0]],[[-131070,0],[-131070,0]],[[-62000,-242963],[-62000,-242963]],[[62000,242963],[62000,242963]],[[-180963,-242963],[-180963,-242963]],[[180963,242963],[180963,242963]]]>,<3,4,2,[[1,2,6,5,4,3],[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,6,5,4,3],[2,1,5,6,3,4]],[2,1,4,3,6,5],[1,3,4,2],[1],[[[1,2,6,5,4,3]]],20,<<[],[2,2,1]>,[[207740445,0],[50687571,50687571],[1,0]]>,[[[-50687572,-50687572],[0,0]],[[50687572,50687572],[0,0]],[[0,0],[-1,0]],[[-50687571,-50687571],[-1,0]],[[0,0],[1,0]],[[50687571,50687571],[1,0]]]>,<19,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,3,4,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,18,1]>,[[14694474556585910995713314,-1894579891427104148341309],[12767950514111562447116035,13948652320749937447464764],[1,0]]>,[[[17162233608841149601307973,-10623076307088524997639870],[0,0]],[[-17162233608841149601307973,10623076307088524997639870],[0,0]],[[-12767950514111562447116027,-13948652320749937447464761],[-1,0]],[[8,3],[1,0]],[[-8,-3],[-1,0]],[[12767950514111562447116027,13948652320749937447464761],[1,0]]]>,<53,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[-11248091213448105921832252152154718,-14200100584165156310024406657300172,1]>,[[8718806900276358138218604260003728,0],[-8718806900276358138218604260003728,0],[14200100584165156310024406657300199,-1],[27,1],[-27,-1],[-14200100584165156310024406657300199,1]]>*] [x,x^2-x-755,x^2+1,x^2+3021,x^3-x^2-9*x+6,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,19,53],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3*19*53,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,19,53],[3,7,7,7],1,[1.000000000,0.8748336722,0.8388073461],<"notfaithful",0>,[6,3]>,<1,2^2,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,19,53],[7,2,2,1],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[6,3]>,<1,2^2*3*19*53,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,19,53],[7,7,7,7],1,[1.000000000,0.9145227060,1.015544076],<"notfaithful",0>,[6,3]>,<2,3*19*53,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,3,19,53],[3,7,7,7],1,[1.000000000,1.266291884,1.126353289],<"notfaithful",0>,[6,3]>,<2,2^4*3*19*53,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[1]],[[1],[-1]]],[2,3,19,53],[7,8,8,9],1,[1.000000000,0.7182644537,0.8814773596],<"2.2e4_3_19_53.6t3.2",1>,[6,3]>]
x^8-4*x^7+8*x^6+38*x^5+477*x^4-1038*x^3+1058*x^2-828*x+324 2^8*601^4 0 4 8 "D8" [[3,7,4,5,1,8,6,2],[2,1,8,6,7,4,5,3]] [<1,1,[1,2,3,4,5,6,7,8]>,<2,1,[4,6,5,1,3,2,8,7]>,<2,2,[2,1,8,6,7,4,5,3]>,<2,2,[7,3,2,8,6,5,1,4]>,<4,2,[3,7,4,5,1,8,6,2]>] [[1,1,1,1,1,1,1,1],[2,2,2,2],[4,4]] 37 x-1 6 [674477886,519916945,-1031166862,81882177,274806801,-1276277006,-2618901,758978964] 3 [2,3,2,5,5,2,4,5,3,4,5,1,4,5,3,4,5,1,3,5,4,5,5,1,4,1,5,5,4,1,5,3,4,3,2,3,1,5,3,4,3,4,5,4,1,3,3,5,3,4,2,5,2,5,4,3,4,5,2,1,5,1,3,5,2,4,3,4,5,4,4,3,3,4,3,5,4,4,2,2,5,2,5,4,3,5,4,1,4,3,3,3,5,5,5,3,1,2,3,1,3,4,5,2,3,1,5,1,3,1,3,2,1,3,3,2,5,3,1,5,2,2,4,5,3,1,1,5,5,4,3,5,3,2,1,4,4,5,1,1,5,4,3,3,4,3,4,1,5,3,1,4,3,5,5,5,5,4,4,4,5,4,3,3,2,5,3,4] [[*[1,1,1,1,1,1,1,1],"CYC",0,1*],[*[2,2,2,2],"RES",<[1],x^2>,[<x-46,2>,<x^2-100*x-7116,3>,<x^2+100*x+2900,4>]*],[*[4,4],"CYC",0,5*]] [*<2,4,2,[[2,1,4,3,6,5,8,7],[3,4,1,2,7,8,5,6]],[[1,2,3,4,5,6,7,8],[2,1,4,3,6,5,8,7],[3,4,1,2,7,8,5,6],[4,3,2,1,8,7,6,5]],[3,4,1,2,7,8,5,6],[1,3,2,3],[2],[[[2,1,4,3,6,5,8,7]]],20,<<[],[1,1,1]>,[[94784,1986],[-994,-1986],[1,0]]>,[[[0,0],[1,0]],[[994,1986],[-1,0]],[[0,0],[41231,-52753]],[[-992,-1986],[-41231,52753]],[[1,0],[115287,-39860]],[[32823,65646],[-115287,39860]],[[1,0],[105625,92613]],[[-32823,-65646],[-105625,-92613]]]>,<3,2,1,[[3,4,1,2,6,5,8,7]],[[1,2,3,4,5,6,7,8],[3,4,1,2,6,5,8,7]],[3,4,1,2,6,5,8,7],[1,3],[1],[[]],20,<[],[2,2,1]>,[[0,-120783943],[1326418925,663209462],[241567886,120783943],[1,-663209462],[0,120783942],[145852605,-120783942],[1,-499052004],[-164157458,499052004]]>,<5,2,1,[[2,1,4,3,6,5,8,7]],[[1,2,3,4,5,6,7,8],[2,1,4,3,6,5,8,7]],[2,1,4,3,6,5,8,7],[1,2],[1],[[]],20,<[],[2,4,1]>,[[-44281311870295,-2202270611196],[-35472229425511,2202270611196],[-15067042603065,20211809194828],[-546847741752,-20211809194828],[-7065225445201,5139231445635],[-8548664899616,-5139231445635],[5179896397612,-6081895969430],[-8639492380918,6081895969430]]>,<601,2,2,[[2,1,4,3,6,5,8,7]],[[1,2,3,4,5,6,7,8],[2,1,4,3,6,5,8,7]],[1,2,3,4,5,6,7,8],[1,4],[1],[[[2,1,4,3,6,5,8,7]]],20,<[],[-15325114533220989487821997719125303102818879603357378396,-7161741433889391296364510308486252989667202931797667671,1]>,[[7161741433889391296364510308486252989667202931797668107,-1],[436,1],[8908459227190442027779009723810464530794510596396107111,-1],[1746717793301050731414499415324211541127307664598439440,1],[17350865556698041479874417785483907939537843263538141858,22607053489494814871700820797510189721959696715031396],[-18199081051947368413362705655599049696860147993459653592,-22607053489494814871700820797510189721959696715031396],[9290621824756926385583695931788585166065637397063546047,22607053489494814871700820797510189721959696715031396],[11540469826594911157368241767532337438332425338374162598,-22607053489494814871700820797510189721959696715031396]]>,<333029,1,1,[],[[1,2,3,4,5,6,7,8]],[1,2,3,4,5,6,7,8],[1],[1],[[]],20,[],[-46362625571727247801747083694955268264052937820554784280674167200073726704769329048171387502258790569594933069,-140178770943570005031900151959904697778788872227266811500882070148284116084570082071558281360803351779530152781,-52479434585331322699134199805182440327519396219896567829039912651038807776219711831862003605417624897496715517,-104279837439753810596802686430096683876986306055903265290236830804170911139090795221522953643534884623512166319,-31774706816501547489899279417228637883320935714939629578141091572580060265254146053215159920501610815763457711,-78483559164374647090149182266030659700883435499066246181383284139748506979165364291324487088280600510488365494,-355578930293946276532087093191767477085026143768467242433504103928087750443550920485655952416798393385809,51373423993097622871295919012411781465090804367314151773760924649696795614954826108585438060491025368477]>*] [x,x^2+1,x^2-x-150,x^2+601,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,601,333029],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[8,4]>,<1,2^2,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,601,333029],[6,3,1,1,1],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[8,4]>,<1,601,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5,601,333029],[1,1,1,6,1],1,[1.000000000,2.713571022,1.516576981],<"notfaithful",0>,[8,4]>,<1,2^2*601,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,601,333029],[6,3,1,6,1],1,[1.000000000,1.281482373,0.9687679161],<"notfaithful",0>,[8,4]>,<2,2^2*601,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,3,5,601,333029],[6,3,2,7,1],1,[1.000000000,0.5000182266,0.7416566511],<"2.2e2_601.4t3.3",1>,[8,4]>]
