x^2-2487 2^2*3*829 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[-6689],[6689]] 1 [1,1,2,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,1,1,2,1,1,1,2,2,1,2,1,1,1,2,2,1,2,2,1,2,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[-2486,2,1]>,[[1,1],[-1,-1]]>,<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-2487,0,1]>,[[0,-1],[0,1]]>,<829,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-2487,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,3,829],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*3*829,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,3,829],[3,3,3],1,[1.000000000,1.253971137,0.9986879121],<"1.2e2_3_829.2t1.1",1>,[2,1]>]
x^5-2*x^4+6*x^3-6*x^2+5*x-52 2^4*1489^2 1 2 10 "D10" [[3,5,1,4,2],[4,2,5,1,3]] [<1,1,[1,2,3,4,5]>,<2,5,[3,5,1,4,2]>,<5,2,[5,3,4,1,2]>,<5,2,[2,4,1,5,3]>] [[1,1,1,1,1],[1,2,2],[5]] 11 x^2+7*x+2 7 [[-5402804,-9073727],[-348228,9073727],[-7868475,7554996],[-2291934,-7554996],[-3575728,0]] 2 [1,2,3,3,2,2,2,2,4,2,2,4,2,1,2,2,4,4,2,4,2,2,2,2,2,2,4,3,2,2,3,2,4,2,3,3,3,2,1,2,2,2,1,3,2,1,4,1,3,2,3,2,2,3,2,4,4,2,2,2,2,4,3,2,4,3,2,3,4,3,2,3,4,4,2,4,3,4,2,3,3,2,2,3,1,2,2,2,2,2,2,1,3,2,2,2,4,3,2,4,2,3,2,2,1,4,4,2,3,4,2,2,2,4,4,2,2,3,3,2,2,2,4,4,1,2,2,4,3,2,2,2,3,1,4,1,3,4,2,2,4,2,2,2,1,4,2,1,4,2,2,3,3,2,1,2,2,2,2,3,2,4,1,3,3,3,2,2] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x-142944,4>,<x+142944,3>]*]] [*<2,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[2],[[[1,3,2,5,4]]],20,<[],[256410,429210,1]>,[[321796,0],[59085,-2],[1,2],[-53199,5885],[65535,-5885]]>,<3,2,1,[[3,2,1,5,4]],[[1,2,3,4,5],[3,2,1,5,4]],[3,2,1,5,4],[1,2],[1],[[]],20,<[],[2,2,1]>,[[209501783,-1024326286],[478366090,0],[-1228630046,1024326286],[387807032,-463704789],[152955143,463704789]]>,<1489,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[1363384315319790280901141349034835991981532529465096345170237499,187034903194026728437837159582439698968172998242283180488238616,1]>,[[-267397624065066957023189983932118894745847308737372554851236823,0],[-187034903194026728437837159582439698968172998242283180488237500,-1],[1116,1],[346681123762360524541106018184627531013894971194821001056890608,371179010444195697538484105463149014671399678231884093593667],[107751403496733160919921125329931062700125335784834734282582601,-371179010444195697538484105463149014671399678231884093593667]]>*] [x,x^2+1489,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,1489],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,2^2*1489,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,1489],[5,2,5],1,[1.000000000,0.8141464318,0.9372086893],<"notfaithful",0>,[5,2]>,<2,2^2*1489,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,1489],[5,2,5],1,[1.000000000,1.432212337,1.228731529],<"2.2e2_1489.5t2.1",1>,[5,2]>,<2,2^2*1489,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,1489],[5,2,5],1,[1.000000000,2.355691332,1.393176451],<"2.2e2_1489.5t2.1",2>,[5,2]>]
x^5-45*x^3-5*x^2+840*x+1449 5^6*7^2*41^2 1 2 10 "D10" [[3,4,1,2,5],[2,1,5,4,3]] [<1,1,[1,2,3,4,5]>,<2,5,[3,4,1,2,5]>,<5,2,[5,4,2,1,3]>,<5,2,[3,1,4,5,2]>] [[1,1,1,1,1],[1,2,2],[5]] 11 x^2+7*x+2 9 [[968579409,-537706295],[566661491,1089991603],[16628092,537706295],[10563343,-1089991603],[795515356,0]] 2 [2,2,1,1,2,2,2,3,2,2,2,2,1,2,2,4,2,2,3,2,4,2,3,4,2,4,1,2,2,2,2,2,3,2,2,2,2,2,2,4,2,4,2,4,2,4,2,4,2,1,3,2,2,2,2,4,2,2,2,2,3,2,3,1,2,4,2,2,3,2,1,3,4,2,3,2,3,2,4,2,2,2,4,3,4,2,3,4,2,3,4,3,2,4,2,2,3,3,4,4,4,3,2,3,2,2,2,2,3,3,3,2,2,2,4,2,2,3,3,2,2,3,1,4,3,4,2,3,2,3,3,2,2,4,2,2,2,1,3,2,2,4,4,3,2,3,1,4,2,2,2,2,4,2,2,4,2,4,2,2,2,2,4,4,3,3,2,2] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x+23247000,3>,<x-23247000,4>]*]] [*<2,2,1,[[2,1,3,5,4]],[[1,2,3,4,5],[2,1,3,5,4]],[2,1,3,5,4],[1,2],[1],[[]],20,<[],[1,1,1]>,[[271928,-155995],[427923,155995],[129713,0],[-114623,76030],[71491,-76030]]>,<3,2,1,[[2,1,3,5,4]],[[1,2,3,4,5],[2,1,3,5,4]],[2,1,3,5,4],[1,2],[1],[[]],20,<[],[2,2,1]>,[[20112651,-541529040],[-59090736,541529040],[107256005,0],[-170801299,-136662339],[102523379,136662339]]>,<5,10,10,[[3,4,5,1,2],[1,5,4,3,2]],[[1,2,3,4,5],[1,5,4,3,2],[3,4,5,1,2],[5,1,2,3,4]],[1,2,3,4,5],[1,2,3,4],[1,2],[[[3,4,5,1,2],[1,5,4,3,2]],[[3,4,5,1,2]]],20,<[],[37199684551785,-4736440522325,15851490351625,-3542827100175,8948299349555,9814999541450,47569676321400,-27141400745900,43639114924865,-11920928955070,1]>,[[-219859004109,2069807268020,3147924425309,-3350189898975,2594453475149,7988302105750,6142238163913,9037464748552,-461245488321,-471174806353],[2488916373296,-7174078556655,-3379521525291,-1830593197336,-3390337216213,8270466244760,4237727201318,-8161083220610,736319538281,728401021171],[3048145689311,-1889015603285,7480528946429,-7070937073952,3475256641921,1541668240597,-239190897697,3350782304608,1304513797631,791671002672],[-3309437863659,1460009904615,6507011269189,6790630158437,1836774678301,-8814832469042,-5928430325217,5175657038581,65286203644,-1435797733044],[-2007765194839,5533276987305,5317543212489,5461090011826,-4516147579158,-8985604122065,-4212344142317,-9402820871131,-1644874051235,386900515554]]>,<7,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[-18828252854590781,21787116666368529,1]>,[[19938541869719492,0],[-21787116666368529,-1],[0,1],[-8139745547577720,4269823342173176],[9988320344226757,-4269823342173176]]>,<41,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[-68790966408390221064096908294112,-52009877823080880392755316397922,1]>,[[78938203329827383438348725232935,0],[52009877823080880392755316397945,-1],[23,1],[15358867998781436330955826541082,1189244854491160241949469945507],[33860833804731229340969977892816,-1189244854491160241949469945507]]>*] [x,x^2-x+359,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7,41],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,5*7*41,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,7,41],[2,2,5,5,5],1,[1.000000000,0.3317293620,0.7050141572],<"notfaithful",0>,[5,2]>,<2,5^3*7*41,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,5,7,41],[2,2,5,6,6],1,[1.000000000,1.640437478,1.098346832],<"2.5e3_7_41.5t2.1",1>,[5,2]>,<2,5^3*7*41,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,5,7,41],[2,2,5,6,6],1,[1.000000000,1.728009085,1.104079964],<"2.5e3_7_41.5t2.1",2>,[5,2]>]
x^6+21*x^4+137*x^2+214 -2^7*107^3 0 3 48 "C2*S4" [[2,1,3,5,4,6],[4,2,3,1,5,6],[2,3,1,5,6,4]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[1,2,6,4,5,3]>,<2,3,[4,2,6,1,5,3]>,<2,6,[2,1,3,5,4,6]>,<2,6,[2,1,6,5,4,3]>,<3,8,[2,3,1,5,6,4]>,<4,6,[3,2,4,6,5,1]>,<4,6,[3,5,4,6,2,1]>,<6,8,[2,3,4,5,6,1]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 47 x^2+45*x+5 12 [[43968339920668242737,-8373983390987951722],[-8225355384914890667,48693054851115404561],[-27131906402506587244,0],[-43968339920668242737,8373983390987951722],[8225355384914890667,-48693054851115404561],[27131906402506587244,0]] 6 [5,10,9,8,10,10,6,10,7,2,6,10,7,9,4,10,9,10,5,6,6,7,3,7,8,10,8,5,5,8,8,9,4,5,10,7,9,10,6,9,9,9,8,7,10,7,5,7,10,9,7,7,4,3,8,7,9,1,5,8,2,10,9,8,4,9,3,7,5,5,6,6,6,3,9,7,5,3,8,6,5,10,4,6,7,5,8,7,10,7,10,6,6,9,9,7,3,8,9,9,3,5,9,7,10,7,10,8,7,6,6,5,8,9,8,6,10,8,3,9,3,6,3,3,10,5,9,8,7,5,9,7,6,9,7,8,5,5,10,6,10,5,8,5,5,4,5,7,10,6,9,7,10,8,9,8,6,8,7,3,9,6,4,9,7,8,8,3] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2-3*x+1>,[<x^3+126*x^2+3852*x+115560,4>,<x^6-252*x^5+6012*x^4+2526768*x^3-168966000*x^2+1605059712*x-92222489088,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x+126,2>,<x^6+252*x^5+6012*x^4-2526768*x^3-168966000*x^2-1605059712*x-92222489088,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<2,16,8,[[2,1,4,3,6,5],[2,1,4,3,5,6],[1,2,6,5,4,3]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,4,3,6,5],[2,1,3,4,5,6],[1,2,6,5,4,3],[2,1,5,6,3,4],[1,2,4,3,5,6],[2,1,3,4,6,5],[1,2,5,6,4,3],[2,1,6,5,3,4]],[1,2,6,5,4,3],[1,2,4,3,5,6,3,4,8,9],[2,6],[[[1,2,4,3,6,5],[2,1,4,3,6,5],[2,1,4,3,5,6]],[[2,1,3,4,5,6]]],20,<<[],[1,1,1]>,[[-408338,-298304],[-333608,160064],[390324,-7072],[-436108,-64040],[-106488,124076],[320140,129384],[-429054,-164768],[132148,-454548],[1,0]]>,[[[102010,-229280],[4158,-65664],[198678,255766],[-186708,85674],[128161,215490],[198042,51562],[248928,198692],[177569,156236]],[[-102010,229280],[-4158,65664],[-198678,-255766],[186708,-85674],[133983,46654],[64102,210582],[13216,63452],[84575,105908]],[[-47396,-231711],[157612,150196],[-94208,-87252],[-66942,-34872],[152969,-47981],[146062,-238776],[-209163,209224],[185900,-71570]],[[47396,231711],[-157612,-150196],[94208,87252],[66942,34872],[-152969,47981],[-146062,238776],[209163,-209224],[-185900,71570]],[[-56383,-19563],[-33544,-205348],[158580,2392],[-61282,158496],[97684,186675],[226222,-254372],[71643,108168],[-227860,261842]],[[56383,19563],[33544,205348],[-158580,-2392],[61282,-158496],[-97684,-186675],[-226222,254372],[-71643,-108168],[227860,-261842]]]>,<29,2,1,[[2,1,6,5,4,3]],[[1,2,3,4,5,6],[2,1,6,5,4,3]],[2,1,6,5,4,3],[1,2],[1],[[]],20,<[],[2,24,1]>,[[-28518633794949012891254580578,27122543208939207792026558352],[28518633794949012891254580578,-27122543208939207792026558352],[-1610833668256813466407944205,2408789380391095331790525345],[-178975480646109573592797454,1002295584377822783797075157],[178975480646109573592797454,-1002295584377822783797075157],[1610833668256813466407944205,-2408789380391095331790525345]]>,<107,4,2,[[2,1,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,6,5,4,3]],[1,2,5,6,3,4],[1,6,5,2],[1],[[[2,1,4,3,6,5]]],20,<<[],[2,103,1]>,[[-3540723992669752701649972210509302225117,0],[0,0],[1,0]]>,[[[0,0],[-1,0]],[[0,0],[1,0]],[[9011791745305656941888530434845420739148,550683768111389366176140427263866198799],[-39960826365340718586340138645896080503,0]],[[9011791745305656941888530434845420739148,550683768111389366176140427263866198799],[39960826365340718586340138645896080503,0]],[[-9011791745305656941888530434845420739148,-550683768111389366176140427263866198799],[-39960826365340718586340138645896080503,0]],[[-9011791745305656941888530434845420739148,-550683768111389366176140427263866198799],[39960826365340718586340138645896080503,0]]]>*] [x,x^2-2,x^2-x+27,x^2+214,x^6-2*x^5+x^4-2*x^3+21*x^2-32*x-34,x^3-x^2+3*x-2,x^4-6*x^2-4*x-2,0,0,x^4-6*x^2-4*x-2] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,29,107],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,2^3,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,29,107],[11,2,2],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[6,11]>,<1,107,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,29,107],[5,1,11],1,[1.000000000,0.9111276756,0.8622772806],<"notfaithful",0>,[6,11]>,<1,2^3*107,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,29,107],[11,2,11],1,[1.000000000,0.6442645579,0.9003542662],<"notfaithful",0>,[6,11]>,<2,2^6*107,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1]],[[1],[1]]],[2,29,107],[11,2,12],1,[1.000000000,1.550359252,1.127243292],<"notfaithful",0>,[6,11]>,<2,107,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,29,107],[5,1,11],1,[1.000000000,0.7629520274,0.9347617521],<"notfaithful",0>,[6,11]>,<3,2^8*107,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1]],[[1],[-2],[1]]],[2,29,107],[11,1,12],1,[1.000000000,0.8038962921,0.9482923713],<"notfaithful",0>,[6,11]>,<3,2^7*107^2,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1]],[[1],[1]]],[2,29,107],[11,2,12],1,[1.000000000,0.7006062078,0.9693111904],<"3.2e7_107e2.6t11.3",1>,[6,11]>,<3,2^7*107,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1]],[[1],[2],[1]]],[2,29,107],[11,2,12],1,[1.000000000,0.9854230618,1.018545467],<"3.2e7_107.6t11.3",1>,[6,11]>,<3,2^8*107^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1]],[[1],[-1]]],[2,29,107],[11,1,12],1,[0,0,0],<"notfaithful",0>,[6,11]>]
