x^2-1462 2^3*17*43 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-2],[2]] 1 [1,1,2,2,2,2,1,2,1,2,1,2,2,1,2,2,1,2,1,2,1,1,1,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,2,1,1,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,2,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,1,2,2,1,2,1,1,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,2,1,2,1,2,2,1,1,2,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[3],[[[2,1]]],20,<[],[-1462,0,1]>,[[0,1],[0,262143]]>,<17,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1462,0,1]>,[[0,-1],[0,1]]>,<43,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-1462,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,17,43],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^3*17*43,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,17,43],[3,3,3],1,[1.000000000,0.9010952182,1.042377516],<"1.2e3_17_43.2t1.1",1>,[2,1]>]
x^5-x^4+4*x^3-3*x^2+5*x-3 3*7^2*379 1 2 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 29 x^2+24*x+2 5 [[-3626747,-5763107],[-1527115,-344507],[-8890222,5763107],[7303032,0],[6741053,344507]] 3 [6,2,5,5,6,7,4,6,5,3,5,6,7,5,6,4,6,6,6,3,5,6,5,4,4,7,6,7,5,4,3,3,5,3,5,3,7,7,5,2,5,5,5,6,5,5,6,2,5,5,6,5,2,2,7,5,4,4,6,7,7,4,4,5,6,6,4,6,2,7,6,4,4,7,2,7,6,5,7,4,3,2,4,6,7,5,7,5,4,4,2,5,5,6,3,6,5,7,4,5,5,7,4,3,2,6,6,6,6,6,5,3,6,5,5,2,2,5,3,2,2,3,6,7,2,7,7,4,6,5,5,2,4,7,4,7,4,5,5,5,5,4,5,6,2,7,6,4,6,2,3,4,4,7,6,6,5,7,4,3,5,2,7,5,7,7,5,6] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<3,4,2,[[1,2,3,5,4],[1,3,2,4,5]],[[1,2,3,4,5],[1,3,2,4,5],[1,2,3,5,4],[1,3,2,5,4]],[1,3,2,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[2,2,1]>,[[68662866,0],[-696929355,0],[1,0]]>,[[[-1576909560,0],[-1162261467,0]],[[1329865665,889875563],[0,0]],[[-449885461,-889875563],[0,0]],[[696929356,0],[-1,0]],[[1,0],[1,0]]]>,<7,4,2,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,3,5,5],[1],[[[1,3,2,5,4]]],20,<<[],[3,6,1]>,[[-1916565922449010,-23063259986513061],[-34145050423177974,-32168281956605648],[1,0]]>,[[[-34864941701946029,0],[0,0]],[[34145050423177978,32168281956605652],[-1,0]],[[4,4],[1,0]],[[7693961948420742,-30843035382032059],[4427475226336152,-5535167471621659]],[[-6974070669652694,-1325246574573597],[-4427475226336152,5535167471621659]]]>,<379,4,2,[[1,2,3,5,4],[1,3,2,4,5]],[[1,2,3,4,5],[1,3,2,4,5],[1,2,3,5,4],[1,3,2,5,4]],[1,3,2,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[2,374,1]>,[[1076551355613635659022399627338786128907551400074345,0],[1665842010128472080591471425574734419899348115167394,0],[1,0]]>,[[[444561051652225708590557256395543532576381333087239,0],[0,0]],[[-531585031930016130149163120692305280631608094455841,33883792897293723818332732217011999084092080669524],[0,0]],[[1752865990406262502150077289871496167954574876535787,-33883792897293723818332732217011999084092080669524],[0,0]],[[-1665842010128472080591471425574734419899348115167289,0],[-1,0]],[[105,0],[1,0]]]>*] [x,x^2-x-284,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,7,379],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,3*379,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,7,379],[8,2,8],1,[1.000000000,1.654482657,1.266555284],<"notfaithful",0>,[5,5]>,<4,3^3*7^2*379^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[1]],[[1],[0],[-1]]],[3,7,379],[8,9,8],1,[0,0,0],<"4.3e3_7e2_379e3.10t12.1",1>,[5,5]>,<4,3*7^2*379,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[-1]]],[3,7,379],[8,9,8],1,[1.000000000,0.6806442823,0.8420685046],<"4.3_7e2_379.5t5.1",1>,[5,5]>,<5,3^2*7^2*379^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]]],[3,7,379],[8,9,8],1,[0,0,0],<"5.3e2_7e2_379e2.10t13.1",1>,[5,5]>,<5,3^3*7^2*379^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1]],[[1],[-1],[-1],[1]]],[3,7,379],[8,9,8],1,[0,0,0],<"5.3e3_7e2_379e3.6t14.1",1>,[5,5]>,<6,3^3*7^4*379^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[-1]]],[3,7,379],[8,9,8],1,[0,0,0],<"6.3e3_7e4_379e3.20t35.1",1>,[5,5]>]
x^4-49*x^2+972 2^2*3*1487^2 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 11 x-1 8 [[18083484],[202369],[-202369],[-18083484]] 3 [4,1,5,4,1,3,4,5,1,5,4,1,5,5,2,5,3,3,4,2,1,5,2,5,2,5,4,2,3,4,4,3,5,4,5,5,3,4,2,5,1,2,3,3,5,5,4,4,1,3,4,2,2,3,5,3,4,4,2,5,4,4,5,3,2,5,5,3,3,1,5,3,4,3,5,3,4,3,5,3,2,3,3,3,4,1,4,1,4,5,1,3,4,3,5,2,5,5,5,1,4,4,3,5,4,3,3,4,3,3,4,2,5,5,5,5,5,1,5,3,1,3,4,3,4,4,3,3,5,3,5,3,5,2,5,1,5,5,4,5,5,5,5,2,3,3,2,4,4,2,3,4,4,3,5,3,5,5,3,4,2,4,5,1,4,3,5,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-294,2>,<x^2-139968,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,3,4],[1,2,4,3]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[1,2,4,3],[1,4,4,2],[2],[[[2,1,3,4]]],20,<<[],[1,1,1]>,[[201882,0],[2,0],[1,0]]>,[[[-2,0],[131070,0]],[[2,0],[-131070,0]],[[-71179,-142358],[0,0]],[[71179,142358],[0,0]]]>,<3,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[25330533,0,1]>,[[25382801,0],[-25382801,0],[0,86093433],[0,43046730]]>,<1487,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[304045304155735384508515861771408357711635529644208045378795731,-1128174238927742848588834454371513113613984130293499831152184536,1]>,[[1128174238927742848588834454371513113613984130293499831152185836,-1],[1300,1],[-1300,-1],[-1128174238927742848588834454371513113613984130293499831152185836,1]]>*] [x,x^2-x+372,x^2-3,x^2+4461,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,1487],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,1487,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,1487],[1,1,6],1,[1.000000000,3.014366902,1.478991445],<"notfaithful",0>,[4,3]>,<1,2^2*3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,1487],[6,6,1],1,[1.000000000,0.7603459963,0.9497031263],<"notfaithful",0>,[4,3]>,<1,2^2*3*1487,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,1487],[6,6,6],1,[1.000000000,1.317018248,1.027439395],<"notfaithful",0>,[4,3]>,<2,2^2*3*1487,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,3,1487],[6,7,7],1,[1.000000000,1.211765987,0.9172423761],<"2.2e2_3_1487.4t3.3",1>,[4,3]>]
x^4+49*x^2+972 2^2*3*1487^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 37 x-1 6 [[683977303],[-1026329963],[1026329963],[-683977303]] 3 [1,4,5,4,2,3,4,5,2,5,4,1,5,5,1,5,3,3,4,1,1,5,1,5,2,5,4,1,3,4,4,3,5,4,5,5,3,4,1,5,2,2,3,3,5,5,4,4,2,3,4,1,2,3,5,3,4,4,2,5,4,4,5,3,2,5,5,3,3,1,5,3,4,3,5,3,4,3,5,3,1,3,3,3,4,2,4,1,4,5,2,3,4,3,5,1,5,5,5,1,4,4,3,5,4,3,3,4,3,3,4,2,5,5,5,5,5,2,5,3,1,3,4,3,4,4,3,3,5,3,5,3,5,2,5,1,5,5,4,5,5,5,5,1,3,3,2,4,4,1,3,4,4,3,5,3,5,5,3,4,1,4,5,2,4,3,5,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+294,2>,<x^2-139968,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[2],[[[1,2,4,3]]],20,<[],[-241002,2,1]>,[[-72330,0],[72330,0],[1,1],[-1,-1]]>,<3,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,2,1]>,[[17716188,0],[0,0],[1,0]]>,[[[25382801,25382801],[0,0]],[[-25382801,-25382801],[0,0]],[[0,0],[43046712,0]],[[0,0],[86093451,0]]]>,<1487,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[5,1485,1]>,[[-658170649810446800693533034595863953144435725668958895050353295,313185380862801626414967970804884164384722821145523197631629135],[-650469805469406498283520019704532124243640235316257852409008489,-437372690264025790810264667142289596452463947816463118985988832],[1,0]]>,[[[650469805469406498283520019704532124243640235316257852409009139,437372690264025790810264667142289596452463947816463118985989669],[-1,0]],[[650,837],[1,0]],[[-650,-837],[-1,0]],[[-650469805469406498283520019704532124243640235316257852409009139,-437372690264025790810264667142289596452463947816463118985989669],[1,0]]]>*] [x,x^2-x+372,x^2-3,x^2+4461,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,1487],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,1487,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,1487],[1,1,6],1,[1.000000000,3.014366902,1.478991445],<"notfaithful",0>,[4,3]>,<1,2^2*3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,1487],[6,6,1],1,[1.000000000,0.7603459963,0.9497031263],<"notfaithful",0>,[4,3]>,<1,2^2*3*1487,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,1487],[6,6,6],1,[1.000000000,1.317018248,1.027439395],<"notfaithful",0>,[4,3]>,<2,2^2*3*1487,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,3,1487],[6,7,7],1,[1.000000000,1.325414059,1.178477985],<"2.2e2_3_1487.4t3.4",1>,[4,3]>]
x^5-x^4-7*x^3+146*x^2-428*x+896 29^2*823^2 1 2 10 "D10" [[3,5,1,4,2],[2,1,3,5,4]] [<1,1,[1,2,3,4,5]>,<2,5,[3,5,1,4,2]>,<5,2,[3,4,2,5,1]>,<5,2,[2,5,4,1,3]>] [[1,1,1,1,1],[1,2,2],[5]] 7 x^2+6*x+3 10 [[97971986,0],[-47568377,-110957988],[58143809,83732588],[53229053,110957988],[120698779,-83732588]] 2 [2,3,2,2,4,3,3,4,2,1,2,2,3,4,3,4,1,3,2,3,1,2,3,2,2,1,1,4,3,2,3,2,2,1,2,2,1,2,4,2,2,3,4,4,2,4,2,4,3,3,4,3,4,2,1,1,2,1,2,4,2,2,4,4,3,4,4,2,2,4,2,2,3,2,2,2,2,1,2,2,3,3,2,1,4,4,4,2,4,3,4,2,2,3,2,2,3,4,3,3,2,2,2,2,1,4,2,2,2,2,2,1,1,3,3,2,4,3,4,2,2,4,2,2,2,4,2,2,2,2,4,2,1,1,2,2,4,2,4,2,4,2,1,2,1,2,2,2,2,2,2,1,4,2,2,4,2,4,4,3,2,2,2,2,3,1,3,2] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x-11265224,4>,<x+11265224,3>]*]] [*<2,2,1,[[2,1,3,5,4]],[[1,2,3,4,5],[2,1,3,5,4]],[2,1,3,5,4],[1,2],[1],[[]],20,<[],[1,1,1]>,[[401666,403169],[-1503,-403169],[123040,0],[-87268,86522],[88354,-86522]]>,<29,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[-15466247215383653697092090448,24195266491616144690761878458,1]>,[[38039391842195499666337426310,0],[-24195266491616144690761878435,-1],[23,1],[-2443522706867020627027721377,662687122005484728888059500],[-11400602643712334348547826520,-662687122005484728888059500]]>,<59,1,1,[],[[1,2,3,4,5]],[1,2,3,4,5],[1],[1],[[]],20,[],[-35979094195859128936094098378825275,-122401311022220442286897660482872384,-123357692260814765280870711230900327,2050878260177548436784355889090266,735674527376287788228437022146764]>,<823,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[-5182537635874164902498067828683518545591222727823121109519,9384276792426797727090453327282938480036423637855876534238,1]>,[[-9710483036846244758521223133382122522320642544356033441443,0],[-9384276792426797727090453327282938480036423637855876533422,-1],[816,1],[-9827255161580498197331771775961754229659599554962808852748,1799761446623200993782608654074057847434390982534553677],[8598599111508927033151032335759890942612262362445348739597,-1799761446623200993782608654074057847434390982534553677]]>*] [x,x^2-x+5967,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,29,59,823],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,29*823,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,29,59,823],[2,5,1,5],1,[1.000000000,1.016765872,0.8648387433],<"notfaithful",0>,[5,2]>,<2,29*823,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,29,59,823],[2,5,1,5],1,[1.000000000,0.7843882005,0.8894913842],<"2.29_823.5t2.1",1>,[5,2]>,<2,29*823,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,29,59,823],[2,5,1,5],1,[1.000000000,1.471087041,1.121272883],<"2.29_823.5t2.1",2>,[5,2]>]
x^4-2*x^3-6*x^2-5*x+1 -3^3*23*103 2 1 24 "S4" [[2,3,4,1],[2,1,3,4]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<2,6,[2,1,3,4]>,<3,8,[2,3,1,4]>,<4,6,[2,3,4,1]>] [[1,1,1,1],[1,1,2],[1,3],[2,2],[4]] 379 x-1 5 [[1911273132712],[-167077186752],[800454503965],[-2544650449923]] 3 [5,3,5,5,3,4,4,3,3,5,5,4,3,2,4,3,3,5,4,4,3,3,2,3,3,4,3,4,4,3,3,3,4,4,4,5,4,4,3,4,3,2,3,5,4,4,5,4,3,3,4,3,4,5,4,3,3,5,3,3,4,5,3,3,5,5,3,3,3,5,4,2,3,5,1,5,3,3,2,4,4,3,4,4,5,4,4,1,3,5,4,5,3,5,5,4,3,5,5,4,4,3,3,5,5,5,5,2,2,3,4,5,5,3,5,4,5,5,2,4,2,4,2,2,3,2,5,1,4,4,4,5,3,5,2,4,2,3,4,2,5,3,5,5,3,2,4,3,3,2,5,5,4,5,3,5,4,5,4,4,4,4,5,5,1,4,4,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,3*],[*[1,3],"CYC",0,4*],[*[2,2],"CYC",0,2*],[*[4],"CYC",0,5*]] [*<3,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,3,2,5],[1],[[[2,3,4,1]]],20,<<[],[2,2,1]>,[[-33,0],[-21,0],[6,0],[6,0],[1,0]]>,[[[-170432890,0],[-169503469,0],[270739144,0],[306813278,0]],[[-614046745,-699263190],[344126150,259374416],[-15429825,119939747],[46273536,199680175]],[[2,0],[1,0],[0,0],[0,0]],[[784479635,699263190],[-174622682,-259374416],[-255309319,-119939747],[-353086814,-199680175]]]>,<23,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[5,21,1]>,[[-822095037145087765447864413,0],[-512573488590916060965943015,0],[1,0]]>,[[[-134717196178538324319491476,583629995979806848228296500],[0,0]],[[-377856292412377736646451569,-583629995979806848228296500],[0,0]],[[512573488590916060965943031,0],[-1,0]],[[16,0],[1,0]]]>,<103,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,3,3,2],[1],[[[1,2,4,3]]],20,<<[],[5,102,1]>,[[-2158559913428321225444888726340055326682,0],[-5696024848576042256069416040018491365521,0],[1,0]]>,[[[5782599148217058679883861224302426037453,4595970900121211887795739856706419744124],[0,0]],[[6582488349901037181619855811496341415231,-4595970900121211887795739856706419744124],[0,0]],[[5696024848576042256069416040018491365620,0],[-1,0]],[[99,0],[1,0]]]>*] [x,x^2-x+1777,x^3-6*x-49,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,23,103],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,5]>,<1,3*23*103,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,23,103],[6,6,6],1,[1.000000000,0.4471857553,0.7511790600],<"notfaithful",0>,[4,5]>,<2,3*23*103,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[3,23,103],[6,6,6],1,[1.000000000,1.818850587,1.192659192],<"notfaithful",0>,[4,5]>,<3,3^2*23^2*103^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]]],[3,23,103],[6,6,6],1,[0,0,0],<"3.3e2_23e2_103e2.6t8.1",1>,[4,5]>,<3,3^3*23*103,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1]],[[1],[0],[-1]]],[3,23,103],[6,7,7],1,[1.000000000,0.4349971022,0.7152072375],<"3.3e3_23_103.4t5.1",1>,[4,5]>]
