x^2-x-63784 255137 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[-5278],[5279]] 1 [1,2,2,1,1,1,1,1,2,1,1,2,2,2,1,2,1,2,1,2,1,1,1,2,1,2,2,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,1,2,2,1,2,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<255137,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[16273658408,255137,1]>,[[-127568,-1],[127569,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[255137],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,255137,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[255137],[3],1,[1.000000000,1.905390244,1.201015970],<"1.255137.2t1.1",1>,[2,1]>]
x^6-2*x^5+2*x^4-4*x^3+3*x^2-3*x+1 255137 2 2 720 "S6" [[2,1,3,4,5,6],[2,3,4,5,6,1]] [<1,1,[1,2,3,4,5,6]>,<2,15,[2,1,4,3,6,5]>,<2,15,[2,1,3,4,5,6]>,<2,45,[2,1,4,3,5,6]>,<3,40,[2,3,1,5,6,4]>,<3,40,[2,3,1,4,5,6]>,<4,90,[2,3,4,1,6,5]>,<4,90,[2,3,4,1,5,6]>,<5,144,[2,3,4,5,1,6]>,<6,120,[2,3,4,5,6,1]>,<6,120,[2,3,1,5,4,6]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,1,3],[1,1,2,2],[1,1,4],[1,2,3],[1,5],[2,2,2],[2,4],[3,3],[6]] 11 x^2+7*x+2 5 [[-31396,-47636],[65418,62289],[-77512,0],[-20046,47636],[-48503,-62289],[-49010,0]] 4 [9,10,10,9,4,7,7,9,11,7,7,11,11,11,9,11,5,11,9,10,4,9,9,8,5,10,10,6,11,10,5,6,10,11,5,6,7,11,7,7,10,9,10,4,9,11,8,6,11,8,9,7,4,6,4,4,6,9,11,10,8,10,8,9,11,11,10,9,10,10,7,4,6,8,7,11,10,10,8,11,10,4,10,9,10,6,11,4,11,11,7,7,10,10,11,10,11,2,9,7,10,10,10,5,8,3,7,8,8,5,7,7,7,9,11,10,10,8,9,8,9,11,11,7,10,10,9,8,9,5,10,7,10,7,4,7,7,9,3,8,9,6,2,6,5,7,9,10,10,10,9,10,9,9,10,9,6,9,11,9,9,6,10,7,10,11,9,11] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,1,3],"CYC",0,6*],[*[1,1,2,2],"CYC",0,4*],[*[1,1,4],"CYC",0,8*],[*[1,2,3],"CYC",0,11*],[*[1,5],"CYC",0,9*],[*[2,2,2],"CYC",0,2*],[*[2,4],"CYC",0,7*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,10*]] [*<255137,8,2,[[1,2,3,4,6,5],[3,1,4,2,5,6]],[[1,2,3,4,5,6],[4,3,2,1,5,6],[1,2,3,4,6,5],[4,3,2,1,6,5],[3,1,4,2,5,6],[2,4,1,3,5,6],[3,1,4,2,6,5],[2,4,1,3,6,5]],[3,1,4,2,5,6],[1,4,3,2,8,8,7,7],[1],[[[1,2,3,4,6,5]]],20,<<[],[3,0,0,0,1]>,[[-282455348665035034328524032619033576585829160327001559307078305782556168283176227829164542635695153164502022,0,0,0],[-557439455221735008509876863996657339142538413383906336220574895163573134940592505606319549267854752863775875,0,0,0],[1,0,0,0]]>,[[[202154442253658928598133808158571530429945895897310950903830607520108850419923634452360125084813679338934592,462926480295036156220768483805619004481106927887509201502167717665025591187182503114197894933063266783901348,290310036700868198026453278221331476762031349279025353714692348107887357877733831488693259934158392281907029,509184223263948098986610826008642644134555539308994963458638889734829404145059249460648723784753622749875707],[0,0,0,0]],[[202154442253658928598133808158571530429945895897310950903830607520108850419923634452360125084813679338934592,-114339263083417643074877280138814178316831302309748366337514478924305090294142133021512088001825865417785470,-290310036700868198026453278221331476762031349279025353714692348107887357877733831488693259934158392281907029,563465137837664133893828464397228987859607425911023478426047378605002073182367355372164941696248121267563640],[0,0,0,0]],[[202154442253658928598133808158571530429945895897310950903830607520108850419923634452360125084813679338934592,114339263083417643074877280138814178316831302309748366337514478924305090294142133021512088001825865417785470,-290310036700868198026453278221331476762031349279025353714692348107887357877733831488693259934158392281907029,-563465137837664133893828464397228987859607425911023478426047378605002073182367355372164941696248121267563640],[0,0,0,0]],[[202154442253658928598133808158571530429945895897310950903830607520108850419923634452360125084813679338934592,-462926480295036156220768483805619004481106927887509201502167717665025591187182503114197894933063266783901348,290310036700868198026453278221331476762031349279025353714692348107887357877733831488693259934158392281907029,-509184223263948098986610826008642644134555539308994963458638889734829404145059249460648723784753622749875707],[0,0,0,0]],[[557439455221735008509876863996657339142538413383906336220574895163573134940592505606319549267854752863985155,0,0,0],[-1,0,0,0]],[[209280,0,0,0],[1,0,0,0]]]>*] [x,x^2-x-63784,0,0,0,0,0,0,0,0,0] [1,2,3,4,5,6,7,8,9,10,11] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[255137],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,16]>,<1,255137,1,[[1],[-1],[-1],[1],[1],[1],[1],[-1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[255137],[12],1,[1.000000000,1.905390244,1.201015970],<"notfaithful",0>,[6,16]>,<5,255137,1,[[5],[-1],[3],[1],[-1],[2],[-1],[1],[0],[-1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[0],[0],[0],[-1]]],[255137],[12],1,[1.000000000,0.4918345739,0.8511785141],<"5.255137.6t16.1",1>,[6,16]>,<5,255137^2,1,[[5],[-3],[1],[1],[2],[-1],[-1],[-1],[0],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[1],[1],[1]]],[255137],[12],1,[0,0,0],<"5.255137e2.12t183.1",1>,[6,16]>,<5,255137^4,1,[[5],[1],[-3],[1],[-1],[2],[-1],[-1],[0],[1],[0]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[3],[2],[-2],[-3],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[-1],[1],[0],[-1]],[[1],[1]]],[255137],[12],1,[0,0,0],<"5.255137e4.12t183.1",1>,[6,16]>,<5,255137^3,1,[[5],[3],[-1],[1],[2],[-1],[-1],[1],[0],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-3],[2],[2],[-3],[1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-2],[1],[-1],[2],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[0],[-1],[-1],[0],[1]],[[1],[1],[1],[1],[1],[1]],[[1],[0],[-1]]],[255137],[12],1,[0,0,0],<"5.255137e3.6t16.1",1>,[6,16]>,<9,255137^3,1,[[9],[3],[3],[1],[0],[0],[1],[-1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-3],[0],[8],[-6],[-6],[8],[0],[-3],[1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[0],[0],[-2],[-2],[0],[0],[1],[1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[0],[-1],[0],[0],[-1],[0],[0],[1]],[[1],[0],[-1],[0],[-1],[0],[1]]],[255137],[12],1,[0,0,0],<"9.255137e3.10t32.1",1>,[6,16]>,<9,255137^6,1,[[9],[-3],[-3],[1],[0],[0],[1],[1],[-1],[0],[0]],[[[1],[-9],[36],[-84],[126],[-126],[84],[-36],[9],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[3],[0],[-8],[-6],[6],[8],[0],[-3],[-1]],[[1],[-1],[-4],[4],[6],[-6],[-4],[4],[1],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[0],[0],[-3],[0],[0],[3],[0],[0],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[-1],[0],[0],[-2],[2],[0],[0],[1],[-1]],[[1],[1],[1],[1],[1],[-1],[-1],[-1],[-1],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[0],[0],[1],[0],[0],[-1],[0],[0],[-1]],[[1],[-1],[1],[-1]]],[255137],[12],1,[0,0,0],<"9.255137e6.20t145.1",1>,[6,16]>,<10,255137^6,1,[[10],[2],[-2],[-2],[1],[1],[0],[0],[0],[-1],[1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]]],[255137],[12],1,[0,0,0],<"10.255137e6.30t176.1",1>,[6,16]>,<10,255137^4,1,[[10],[-2],[2],[-2],[1],[1],[0],[0],[0],[1],[-1]],[[[1],[-10],[45],[-120],[210],[-252],[210],[-120],[45],[-10],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-2],[-3],[8],[2],[-12],[2],[8],[-3],[-2],[1]],[[1],[2],[-3],[-8],[2],[12],[2],[-8],[-3],[2],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[-1],[0],[-3],[3],[0],[3],[-3],[0],[-1],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[1],[0],[-2],[0],[-2],[0],[1],[0],[1]],[[1],[0],[0],[0],[0],[-2],[0],[0],[0],[0],[1]],[[1],[-1],[0],[1],[-1],[0],[-1],[1],[0],[-1],[1]],[[1],[1],[0],[-1],[-1],[0],[-1],[-1],[0],[1],[1]],[[1],[0],[1],[0],[-1],[0],[-1]]],[255137],[12],1,[0,0,0],<"10.255137e4.30t176.1",1>,[6,16]>,<16,255137^8,1,[[16],[0],[0],[0],[-2],[-2],[0],[0],[1],[0],[0]],[[[1],[-16],[120],[-560],[1820],[-4368],[8008],[-11440],[12870],[-11440],[8008],[-4368],[1820],[-560],[120],[-16],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[0],[-8],[0],[28],[0],[-56],[0],[70],[0],[-56],[0],[28],[0],[-8],[0],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[2],[3],[-2],[-7],[-12],[-2],[8],[18],[8],[-2],[-12],[-7],[-2],[3],[2],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[0],[0],[0],[-4],[0],[0],[0],[6],[0],[0],[0],[-4],[0],[0],[0],[1]],[[1],[-1],[0],[0],[0],[-3],[3],[0],[0],[0],[3],[-3],[0],[0],[0],[-1],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[1],[0],[1],[0],[-2],[0],[-2],[0],[-2],[0],[1],[0],[1],[0],[1]],[[1],[0],[0],[0],[-2],[0],[0],[0],[1]]],[255137],[12],1,[0,0,0],<"16.255137e8.36t1252.1",1>,[6,16]>]
x^6-2*x^5-7*x^4+9*x^3+14*x^2-8*x-8 7^4*937 6 0 24 "C2*A4" [[1,5,3,4,2,6],[2,3,1,6,4,5]] [<1,1,[1,2,3,4,5,6]>,<2,1,[6,5,4,3,2,1]>,<2,3,[6,2,3,4,5,1]>,<2,3,[6,5,3,4,2,1]>,<3,4,[2,3,1,6,4,5]>,<3,4,[3,1,2,5,6,4]>,<6,4,[5,3,1,6,4,2]>,<6,4,[3,6,2,5,1,4]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[2,2,2],[3,3],[6]] 13 x^2+12*x+2 9 [[2767828218,-1490212167],[1029285122,0],[4721625597,-3056435374],[-1019147407,3056435374],[3663532369,0],[-558624524,1490212167]] 1 [5,6,7,8,8,4,6,5,7,4,6,5,2,3,7,6,8,5,8,3,6,7,2,5,4,8,7,5,8,2,3,5,6,3,7,6,8,7,3,7,6,3,7,6,2,8,4,3,6,7,7,4,6,3,7,6,8,5,6,3,8,4,4,6,5,7,7,1,6,4,6,5,8,7,4,5,6,7,7,8,3,3,6,2,7,5,4,7,3,3,5,8,6,3,5,3,5,6,7,7,3,8,8,7,6,8,3,7,6,2,5,6,3,6,1,6,1,8,7,3,8,3,7,8,7,3,5,7,4,5,8,4,5,2,7,3,8,6,4,6,3,5,6,4,6,4,3,8,5,5,7,3,4,5,8,4,5,5,4,6,7,4,3,5,8,8,6,8] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"CYC",0,2*],[*[3,3],"RES",<[1],x^2>,[<x^4-24*x^3-105*x^2+3925*x-3474,5>,<x^4-10*x^3-287*x^2+2497*x+10281,6>]*],[*[6],"RES",<[1],x^2>,[<x^4-24*x^3-105*x^2+2051*x+7770,7>,<x^4-10*x^3-287*x^2+623*x+14966,8>]*]] [*<2,3,1,[[2,3,1,6,4,5]],[[1,2,3,4,5,6],[2,3,1,6,4,5],[3,1,2,5,6,4]],[2,3,1,6,4,5],[1,5,6],[1],[[]],20,<[],[1,1,0,1]>,[[310300,498563,-425224],[75094,-383828,270543],[347378,-114735,154681],[123210,110470,-104160],[47958,-82094,-85966],[-117506,-28376,-72018]]>,<7,6,3,[[5,6,4,2,3,1]],[[1,2,3,4,5,6],[4,5,6,1,2,3],[3,1,2,6,4,5],[2,3,1,5,6,4],[5,6,4,2,3,1],[6,4,5,3,1,2]],[5,6,4,2,3,1],[1,2,5,6,8,7],[1],[[[2,3,1,5,6,4]]],20,<<[],[3,6,1]>,[[24382678975120263,12372791656594957],[19652955835026101,-33555013268515018],[19866952273360381,33219739523657477],[1,0]]>,[[[-25469880860012972,-38194664772994052],[-3814265530706935,-5639555184786390],[-1758513268040630,3570114141180475]],[[2,6],[1,0],[0,0]],[[5602928586652595,4974925249336587],[3814265530706934,5639555184786390],[1758513268040630,-3570114141180475]],[[7694504180105415,-30261173972643438],[-3511818668865336,-5692625636071606],[-5167168026127393,-5358156543651169]],[[-34716955628095257,-33133685264320157],[-3315559286955196,-2150801928338149],[-2470839885288615,3424812796558623]],[[-32902862576261782,16822332463009053],[-4571517229552611,-3555467620963388],[-3760887273957135,1933343747092546]]]>,<937,4,2,[[1,2,3,4,6,5],[2,1,4,3,5,6]],[[1,2,3,4,5,6],[2,1,4,3,5,6],[1,2,3,4,6,5],[2,1,4,3,6,5]],[2,1,4,3,5,6],[1,4,3,2],[1],[[[1,2,3,4,6,5]]],20,<<[],[5,934,1]>,[[33789540884637449861999803312163251542483526622510864754980,0],[-86652537074102946566282327987735477932710217944329979631242,0],[1,0]]>,[[[-107097549428698488845372936015867370102163212453069399066786,-33616363704568588710367235501647689084608299487096635520433],[0,0]],[[-5473300443446401340067122544367643151798781638928017074479,33616363704568588710367235501647689084608299487096635520433],[0,0]],[[91544406567381242030186396825705367708552264844778932270625,-24015439222614908747708860588274116822168338873697181313528],[0,0]],[[-65626093769339298411028666253205832387300488697111495760706,24015439222614908747708860588274116822168338873697181313528],[0,0]],[[86652537074102946566282327987735477932710217944329979631295,0],[-1,0]],[[53,0],[1,0]]]>,<131,3,1,[[4,6,1,3,2,5]],[[1,2,3,4,5,6],[4,6,1,3,2,5],[3,5,4,1,6,2]],[4,6,1,3,2,5],[1,5,6],[1],[[]],20,<[],[129,3,0,1]>,[[-556477280763884789602202132987854295928479,-1032306759699245928898599424566758785328961,14884317474556027866182663858448239943523],[-608108417710191331867970980181985495309443,-127027783621951282632944949224423102981173,141244886227964454653288229575462262918716],[-565876688047887464834532433929901845602062,-609207255560982250545004249437186668219646,-1097448465576783124631818661640821132615069],[-636383778327218281566967815196496185916034,-573752143558447450320068676052545741894994,1082564148102227096765635997782372892671546],[-968383149033177136677533872705565130960658,1044919442963861743384581136731529001531256,1068740599975809367130342958341918042814909],[-1095303003754992254978137465111179437170524,-917891659341910460751636187507105898550083,1005280672614901807980041162139110889709976]]>*] [x,x^2-x-234,x^3-x^2-2*x+1,x^6-x^5-707*x^4+471*x^3+164507*x^2-55225*x-12594583,x^6-x^5-707*x^4+471*x^3+164507*x^2-55225*x-12594583,x^3-x^2-2*x+1,x^4-x^3-58*x^2-88*x+248,0] [1,2,2,4,6,3,4,8] <[1],[2],[3,6],[4,5],[7],[8]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,7,131,937],[1,1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,6]>,<1,937,1,[[1],[-1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,7,131,937],[1,1,2,1,9],1,[1.000000000,2.255375518,1.417710563],<"notfaithful",0>,[6,6]>,<1,7,3,[[1,0],[1,0],[1,0],[1,0],[-1,-1],[0,1],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,3,7,131,937],[5,6,9,5,1],0,[0.8959532197-0.4441484303*i,0.5377473805-0.1052975456*i,0.7992187436-0.1018472971*i],<"notfaithful",0>,[6,6]>,<1,7*937,3,[[1,0],[-1,0],[-1,0],[1,0],[-1,-1],[0,1],[1,1],[0,-1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[-1,-1]],[[1,0],[0,1]],[[1,0]]],[2,3,7,131,937],[5,6,9,5,9],0,[-0.8959532197+0.4441484303*i,0.6797084273+0.07535513466*i,0.8434752128-0.05765525386*i],<"notfaithful",0>,[6,6]>,<1,7*937,3,[[1,0],[-1,0],[-1,0],[1,0],[0,1],[-1,-1],[0,-1],[1,1]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[0,1]],[[1,0],[-1,-1]],[[1,0]]],[2,3,7,131,937],[5,6,9,5,9],0,[-0.8959532197-0.4441484303*i,0.6797084273-0.07535513466*i,0.8434752128+0.05765525386*i],<"notfaithful",0>,[6,6]>,<1,7,3,[[1,0],[1,0],[1,0],[1,0],[0,1],[-1,-1],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,3,7,131,937],[5,6,9,5,1],0,[0.8959532197+0.4441484303*i,0.5377473805+0.1052975456*i,0.7992187436+0.1018472971*i],<"notfaithful",0>,[6,6]>,<3,7^2*937^2,1,[[3],[3],[-1],[-1],[0],[0],[0],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[-1]]],[2,3,7,131,937],[5,5,9,5,9],1,[0,0,0],<"notfaithful",0>,[6,6]>,<3,7^2*937,1,[[3],[-3],[1],[-1],[0],[0],[0],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[1]],[[1],[0],[0],[1]],[[1],[1]],[[1],[2],[1]]],[2,3,7,131,937],[5,5,9,5,10],1,[1.000000000,0.8513784623,0.9881725616],<"3.7e2_937.6t6.1",1>,[6,6]>]
