x^2-x-225844 919*983 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 23 x-1 5 [[2813895],[-2813894]] 1 [1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,2,1,2,2,1,1,1,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,2,1,2,2,1,2,1,1,2,2,1,1,2,2,2,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<919,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-14704,919,1]>,[[-459,-1],[460,1]]>,<983,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[15728,983,1]>,[[-491,-1],[492,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[919,983],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,919*983,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[919,983],[3,3],1,[1.000000000,0.8049933013,1.106048553],<"1.919_983.2t1.1",1>,[2,1]>]
x^5-2*x^4-7*x^3+12*x^2+2*x-5 919*983 5 0 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 101 x-1 5 [[-1576523739],[-1474346676],[-1976554016],[1916354666],[3111069767]] 1 [6,7,5,5,7,7,5,5,3,5,5,2,5,7,6,5,4,7,4,2,4,7,7,7,6,1,5,3,4,7,6,3,4,6,7,6,6,5,7,6,5,7,4,4,3,6,5,4,4,7,4,6,5,6,4,3,5,6,7,5,4,3,6,7,5,6,5,5,6,7,6,4,4,6,5,4,3,6,7,7,3,5,4,4,6,6,3,6,5,3,6,6,5,3,4,5,5,6,7,4,7,5,4,5,6,4,5,5,3,4,7,5,5,3,7,3,5,3,6,3,4,5,5,6,5,7,5,5,5,5,7,7,5,5,7,2,4,7,4,5,5,3,3,5,5,3,7,5,5,6,4,6,3,3,5,4,4,7,5,5,4,3,6,5,2,1,4,5] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<3,6,1,[[3,1,2,5,4]],[[1,2,3,4,5],[1,2,3,5,4],[2,3,1,4,5],[3,1,2,4,5],[3,1,2,5,4],[2,3,1,5,4]],[3,1,2,5,4],[1,2,4,4,7,7],[1],[[]],20,<[],[2,2,1,0,2,0,1]>,[[-1257775578,-1029607623,412606992,495431083,-1279886321,-1374794566],[-525596887,577246005,-1705197111,-625095434,-878922825,-625337192],[1499031935,452361618,1292590119,129664351,-1327975255,-1486652643],[-128209660,-311762517,394802115,-241747962,-4576734,375377385],[412550192,311762517,-394802115,241747962,4576734,-375377385]]>,<919,6,2,[[1,2,3,5,4],[2,3,1,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[2,3,1,4,5],[3,1,2,4,5],[2,3,1,5,4],[3,1,2,5,4]],[2,3,1,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[912,2,0,1]>,[[11921210446722626956653403472993394281518948462527041922934,0,0],[-15443892209248586042839567219385979083727471391266624992259,0,0],[1,0,0]]>,[[[-22461677892976828457820523597952838761287362778799166741141,-74416813872360327693341182943180726633795927190959616078617,-12985285367420474832655500893618134300033654236282718807348],[0,0,0]],[[-78962950531539744918983311195712076440202374005852984808704,85300812710962786724914831867247881979656924757895573539687,-9202894046463962194573920307400240324113038132238958638620],[0,0,0]],[[85980736215267987333964267574278936117762265393385526555814,-10883998838602459031573648924067155345860997566935957461070,22188179413884437027229421201018374624146692368521677445968],[0,0,0]],[[15443892209248586042839567219385979083727471391266624993146,0,0],[-1,0,0]],[[887,0,0],[1,0,0]]]>,<983,2,2,[[1,2,3,5,4]],[[1,2,3,4,5],[1,2,3,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,2,3,5,4]]],20,<[],[32159827189713374657514004916694805112831147937143251801418,-268858432019998295863399889086910314321901175584188837790599,1]>,[[169370352707826174126720730253128562155824287166290255646328,0],[-90627812171440411610470213629519867647342474133088830066541,0],[-347600972556384058379650405710519008830382988617390263371210,0],[268858432019998295863399889086910314321901175584188837791012,-1],[413,1]]>*] [x,x^2-x-225844,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,919,983],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,919*983,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,919,983],[2,8,8],1,[1.000000000,0.8049933013,1.106048553],<"notfaithful",0>,[5,5]>,<4,919^3*983^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[-1]]],[3,919,983],[7,8,8],1,[0,0,0],<"4.919e3_983e3.10t12.1",1>,[5,5]>,<4,919*983,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-3],[3],[-1]]],[3,919,983],[7,8,9],1,[1.000000000,0.3416319418,0.6676477750],<"4.919_983.5t5.1",1>,[5,5]>,<5,919^2*983^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1],[-3],[3],[-1]]],[3,919,983],[7,8,9],1,[0,0,0],<"5.919e2_983e2.10t13.1",1>,[5,5]>,<5,919^3*983^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[1],[1]],[[1],[-2],[1]]],[3,919,983],[7,8,9],1,[0,0,0],<"5.919e3_983e3.6t14.1",1>,[5,5]>,<6,919^3*983^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[-3],[3],[-1]]],[3,919,983],[7,8,9],1,[0,0,0],<"6.919e3_983e3.20t35.1",1>,[5,5]>]
x^4-2*x^3-83*x^2+84*x+1639 5^2*26561 4 0 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 31 x-1 6 [[350492917],[-34091528],[34091529],[-350492916]] 1 [3,5,1,5,4,5,5,4,5,4,1,5,4,5,3,5,4,4,3,4,5,4,3,2,5,4,5,3,2,5,3,1,3,4,1,2,5,3,3,3,4,1,1,5,3,2,4,5,5,2,3,1,4,4,5,5,1,4,5,4,5,3,5,1,3,3,1,5,5,2,3,4,3,5,4,3,4,5,4,1,1,2,2,3,4,3,2,3,4,5,5,2,3,4,4,5,2,2,5,4,3,3,3,2,1,3,5,3,2,2,3,3,3,2,4,1,3,3,3,4,2,5,5,5,4,4,2,4,5,3,4,3,4,5,2,4,5,5,5,4,4,1,3,5,1,1,5,5,4,5,3,4,3,5,5,2,4,1,3,4,5,5,3,2,5,5,4,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+84,2>,<x^2-170*x-19336,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[4,3,2,1]],[[1,2,3,4],[4,3,2,1]],[4,3,2,1],[1,3],[1],[[]],20,<[],[1,1,1]>,[[120764,-185171],[218354,-185171],[-120763,185171],[-218353,185171]]>,<5,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-1362923336620,1578322654610,1]>,[[19,5],[-7891613273031,-5],[-18,-5],[7891613273032,5]]>,<26561,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[3084990760806746169291660027130677758238211316895903964393546136967871171576906755960830,26561,1]>,[[-8484818803384443669652540594304189567601896536924555324729110414188955862956367931525156,0],[8484818803384443669652540594304189567601896536924555324729110414188955862956367931525157,0],[-13280,-1],[13281,1]]>*] [x,x^2-x-1,x^2-x-6640,x^2-x-33201,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,26561],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,26561],[3,6,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,26561,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,26561],[1,1,6],1,[1.000000000,1.108818890,1.195116507],<"notfaithful",0>,[4,3]>,<1,5*26561,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,26561],[3,6,6],1,[1.000000000,1.216177815,0.9187096961],<"notfaithful",0>,[4,3]>,<2,5*26561,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[2,5,26561],[3,6,6],1,[1.000000000,1.526501880,1.099156598],<"2.5_26561.4t3.2",1>,[4,3]>]
x^5-5*x^3+5*x-12 2^4*5^7*7^2 1 2 20 "F5" [[2,1,5,4,3],[5,3,1,4,2],[3,4,5,1,2]] [<1,1,[1,2,3,4,5]>,<2,5,[2,1,5,4,3]>,<4,5,[5,3,1,4,2]>,<4,5,[3,5,2,4,1]>,<5,4,[3,4,5,1,2]>] [[1,1,1,1,1],[1,2,2],[1,4],[5]] 11 x^2+7*x+2 10 [[547523934,0],[176154213,-29964906],[-11560724208,-6849898045],[10451137506,6849898045],[385908555,29964906]] 2 [3,4,1,4,2,3,4,2,3,2,5,3,2,3,3,4,2,2,4,2,3,5,4,1,4,2,4,4,2,4,4,5,3,2,2,2,4,3,3,3,5,2,2,4,3,2,2,4,3,5,4,5,2,5,4,3,5,5,3,5,4,3,3,5,3,3,2,3,4,5,3,1,3,4,5,4,2,4,1,5,2,5,2,3,2,3,2,3,2,3,3,2,4,2,5,4,5,2,4,5,4,3,4,2,2,4,3,3,1,2,3,4,3,2,2,1,4,3,4,5,2,4,4,3,1,5,2,2,3,3,1,3,2,3,2,5,3,3,4,2,5,5,3,4,5,2,3,4,2,3,3,2,3,3,4,2,5,5,4,2,4,4,4,5,3,4,2,4] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[1,4],"RES",<[1],x^2>,[<x^5-125*x^3+3125*x-5287500,3>,<x^5-125*x^3+3125*x-37500,4>]*],[*[5],"CYC",0,5*]] [*<2,4,2,[[1,5,4,2,3]],[[1,2,3,4,5],[1,3,2,5,4],[1,5,4,2,3],[1,4,5,3,2]],[1,5,4,2,3],[1,2,3,4],[2],[[[1,3,2,5,4]]],20,<<[],[1,1,1]>,[[444466,282742],[517592,-152490],[1,0]]>,[[[139100,0],[0,0]],[[0,1],[1,0]],[[6696,152491],[-1,0]],[[-2153,-193671],[193670,-136947]],[[-143643,41179],[-193670,136947]]]>,<5,20,20,[[3,4,5,1,2],[1,4,2,5,3]],[[1,2,3,4,5],[1,5,4,3,2],[1,4,2,5,3],[1,3,5,2,4],[3,4,5,1,2]],[1,2,3,4,5],[1,2,3,4,5],[1,4],[[[3,4,5,1,2],[1,4,2,5,3]],[[3,4,5,1,2]]],20,<[],[10058283808145,15925614678000,11368354627350,13994400896750,-9143331343875,30949283086875,26940325685525,-19385153231550,-27759375797400,22505346103250,36130866908900,12468649801925,32650779165215,-6055789671000,32790182082975,25272084227500,-33838500280105,45644706553725,-47492632516500,-23841857784325,1]>,[[-3557552757263,-3211188751875,-4106883470510,-5032641845320,-6742246082578,-8775047774250,4143012759580,1507349803800,3964334398449,1483389673795,8116275398140,6958755359370,1322329964196,1018894616875,1303411758682,1074298161400,1393820986472,-463956358400,-122385868607,623188880209],[2973025794422,-859337077350,-6083149337945,8782866000630,-9150115028608,7659811826075,843775606625,-1188278541136,5168929137884,721414917640,4650986791337,8856840925725,929669033661,-249489889735,-465861853181,774042842215,-198631275163,442784776380,337207684787,-177196459896],[7611339550297,6650368369525,2011362104085,4539023048255,5705502876222,-7185714940075,6361877538510,9117367740343,7581284146704,-6567505629115,-2845319220547,-8409860676420,1772105867481,-1098930643880,1605631399790,301965079680,1078194561922,1504454623978,-1105174967701,252778250999],[8062254400422,-6949764433175,2065775980355,7932797046030,9280829874472,-7332492258875,4233131545010,-2179634695818,-6097993157421,-4294624694710,-8927441877777,2014129708710,1284086586426,1427447329920,-1085578988985,-413781191055,-1095463001113,1754054710292,138396456764,183726566869],[3984419340247,4369921892875,6112894724015,2851442078530,906028360492,-3440043181000,3491688878400,-7256804307189,8456931802509,8657325732390,-994501091153,-9419865317385,-1493494186139,-1097921413180,-1357602316306,-1736524892240,-1177921272118,577359513375,751956694757,-882497238181]]>,<7,4,2,[[1,4,5,3,2]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,3,2],[1,5,4,2,3]],[1,4,5,3,2],[1,2,4,3],[1],[[[1,3,2,5,4]]],20,<<[],[3,6,1]>,[[13796175693304200,9838680512128552],[18779692624101325,22929160374203041],[1,0]]>,[[[-20223310699403583,0],[0,0]],[[-18779692624101322,-22929160374203039],[-1,0]],[[3,2],[1,0]],[[36055177584883091,-34242457735384733],[-5522305409964515,-3740584334217029]],[[2947825738621811,-22620648188024231],[5522305409964515,3740584334217029]]]>*] [x,x^2-x-1,x^4+35*x^2+245,x^4+35*x^2+245,0] [1,2,2,4,5] <[1],[2],[3,4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,7],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,3]>,<1,5,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,7],[3,3,6,3],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[5,3]>,<1,2^2*5*7,4,[[1,0],[-1,0],[0,-1],[0,1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0]]],[2,3,5,7],[6,4,6,6],0,[-0.5257311121-0.8506508084*i,0.7308946952+0.1725408325*i,0.9760896850+0.1032589005*i],<"notfaithful",0>,[5,3]>,<1,2^2*5*7,4,[[1,0],[-1,0],[0,1],[0,-1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0]]],[2,3,5,7],[6,4,6,6],0,[-0.5257311121+0.8506508084*i,0.7308946952-0.1725408325*i,0.9760896850-0.1032589005*i],<"notfaithful",0>,[5,3]>,<4,2^4*5^7*7^2,1,[[4],[0],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[0],[-1]],[[1]]],[2,3,5,7],[6,3,7,6],1,[0,0,0],<"4.2e4_5e7_7e2.5t3.1",1>,[5,3]>]
