x^2-x-296 3*5*79 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 7 x-1 5 [[2501],[-2500]] 1 [1,1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,1,2,2,2,1,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,1,2,1,2,1,2,2,1,2,1,1,2,2,1,2,1,2,1,1,1,2,2,1,1,2,1,1,2,1,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,1,1,2,1,2,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-294,3,1]>,[[-1,-1],[2,1]]>,<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-290,5,1]>,[[-2,-1],[3,1]]>,<79,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[1264,79,1]>,[[-39,-1],[40,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[3,5,79],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,3*5*79,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[3,5,79],[3,3,3],1,[1.000000000,2.118577973,1.347167033],<"1.3_5_79.2t1.1",1>,[2,1]>]
x^4+23*x^2+92 2^2*7^2*23^3 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 19 x-1 7 [[112822269],[214516693],[-214516693],[-112822269]] 2 [4,5,4,3,3,3,4,1,4,1,5,5,3,3,5,5,5,4,3,4,3,3,2,4,4,3,2,3,5,5,4,5,5,5,5,4,4,4,5,3,4,4,3,2,2,2,4,5,1,4,2,4,4,1,3,3,3,5,1,5,1,4,5,5,4,1,4,5,4,3,3,3,1,5,3,1,5,3,5,3,1,5,3,4,5,4,2,5,3,4,1,2,4,4,4,2,3,4,1,1,4,5,1,5,3,3,5,3,4,3,5,5,5,2,3,5,1,5,1,3,4,2,4,4,5,5,5,5,2,4,4,3,3,5,3,4,4,2,4,2,5,2,4,3,3,1,3,3,5,4,1,4,4,5,3,3,3,3,4,4,4,5,4,2,5,1,4,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+138,2>,<x^2-13248,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,3,4],[1,2,4,3]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[1,2,4,3],[1,4,4,2],[2],[[[2,1,3,4]]],20,<<[],[1,1,1]>,[[157566,0],[2,0],[1,0]]>,[[[2,0],[-131070,0]],[[-2,0],[131070,0]],[[-216783,90722],[0,0]],[[216783,-90722],[0,0]]]>,<7,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[3,6,1]>,[[-29905335806557806,0],[35725061566216435,-14689068243798522],[1,0]]>,[[[-35725061566216432,14689068243798523],[-1,0]],[[3,1],[1,0]],[[-3,-1],[-1,0]],[[35725061566216432,-14689068243798523],[1,0]]]>,<23,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,4,3,5],[1],[[[2,3,4,1]]],20,<<[],[5,21,1]>,[[92,0],[0,0],[23,0],[0,0],[1,0]]>,[[[0,0],[-1,0],[0,0],[0,0]],[[0,0],[31697239392505912882372285,-32512391928137870469254300],[0,0],[-22758674349696509328478010,-27039316437739428218586449]],[[0,0],[1,0],[0,0],[0,0]],[[0,0],[-31697239392505912882372285,32512391928137870469254300],[0,0],[22758674349696509328478010,27039316437739428218586449]]]>*] [x,x^2-x-40,x^2-23,x^2-7,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,23],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,7*23,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,23],[1,6,6],1,[1.000000000,1.586762750,1.236804044],<"notfaithful",0>,[4,3]>,<1,2^2*23,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,7,23],[6,1,6],1,[1.000000000,0.8071106505,0.8947629472],<"notfaithful",0>,[4,3]>,<1,2^2*7,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,7,23],[6,6,3],1,[1.000000000,1.046454885,1.065817093],<"notfaithful",0>,[4,3]>,<2,2^2*7*23^2,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1]]],[2,7,23],[6,6,7],1,[1.000000000,0.6487582307,0.7815613978],<"2.2e2_7_23e2.4t3.1",1>,[4,3]>]
x^4-23*x^2+92 2^2*7^2*23^3 4 0 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 29 x-1 6 [[121078985],[130261981],[-130261981],[-121078985]] 1 [4,5,4,1,3,3,4,2,4,1,5,5,3,3,5,5,5,4,3,4,3,3,1,4,4,3,1,3,5,5,4,5,5,5,5,4,4,4,5,3,4,4,3,2,2,1,4,5,2,4,2,4,4,2,3,3,3,5,1,5,2,4,5,5,4,1,4,5,4,3,3,3,2,5,3,2,5,3,5,3,2,5,3,4,5,4,2,5,3,4,2,1,4,4,4,1,3,4,2,1,4,5,2,5,3,3,5,3,4,3,5,5,5,1,3,5,2,5,1,3,4,2,4,4,5,5,5,5,1,4,4,3,3,5,3,4,4,1,4,2,5,2,4,3,3,2,3,3,5,4,1,4,4,5,3,3,3,3,4,4,4,5,4,1,5,2,4,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-138,2>,<x^2-13248,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[2],[[[1,2,4,3]]],20,<<[],[1,1,1]>,[[-418338,0],[2,0],[1,0]]>,[[[111230,-39684],[0,0]],[[-111230,39684],[0,0]],[[1,0],[1,0]],[[-1,0],[-1,0]]]>,<7,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[30572339528746806,14800235530830029,1]>,[[-14800235530830023,-1],[6,1],[-6,-1],[14800235530830023,1]]>,<23,8,4,[[2,3,4,1],[1,4,3,2]],[[1,2,3,4],[3,4,1,2],[1,4,3,2],[2,1,4,3],[2,3,4,1]],[1,4,3,2],[1,2,4,3,5],[1],[[[2,3,4,1]]],20,<<[],[5,21,1]>,[[92,0],[0,0],[-23,0],[0,0],[1,0]]>,[[[0,0],[-1,0],[0,0],[0,0]],[[0,0],[31697239392505912882372285,-32512391928137870469254300],[0,0],[22758674349696509328478010,27039316437739428218586449]],[[0,0],[1,0],[0,0],[0,0]],[[0,0],[-31697239392505912882372285,32512391928137870469254300],[0,0],[-22758674349696509328478010,-27039316437739428218586449]]]>*] [x,x^2-x-40,x^2-23,x^2-7,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,7,23],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,7*23,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,7,23],[1,6,6],1,[1.000000000,1.586762750,1.236804044],<"notfaithful",0>,[4,3]>,<1,2^2*23,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,7,23],[6,1,6],1,[1.000000000,0.8071106505,0.8947629472],<"notfaithful",0>,[4,3]>,<1,2^2*7,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,7,23],[6,6,3],1,[1.000000000,1.046454885,1.065817093],<"notfaithful",0>,[4,3]>,<2,2^2*7*23^2,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,7,23],[6,7,8],1,[1.000000000,0.7096573978,0.8057769331],<"2.2e2_7_23e2.4t3.3",1>,[4,3]>]
x^4+26*x^2-99 -2^6*11*67^2 2 1 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 37 x-1 6 [[-255344947],[-920968726],[920968726],[255344947]] 4 [4,1,3,4,4,5,4,5,3,4,2,1,5,4,3,3,3,5,1,3,4,4,5,2,3,5,3,5,5,3,5,5,3,4,4,5,2,3,5,4,2,2,1,4,5,3,5,3,5,3,5,4,4,2,1,5,2,4,4,5,5,4,5,2,3,2,2,5,4,4,3,5,2,5,2,2,1,1,3,5,3,1,5,3,5,1,2,4,4,1,3,5,1,5,1,4,2,3,5,5,4,4,4,4,5,3,2,5,1,4,5,4,1,3,2,3,3,1,3,5,3,5,5,2,3,5,2,3,2,5,4,5,3,3,4,5,2,4,1,5,4,4,3,5,2,3,4,5,3,3,4,2,2,5,3,3,4,3,5,5,3,4,5,3,2,1,1,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+156,2>,<x^2+14256,3>]*],[*[4],"CYC",0,5*]] [*<2,8,4,[[3,4,1,2],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[2,1,3,4],[4,3,1,2]],[1,2,4,3],[1,2,3,4,5],[2],[[[2,1,4,3],[3,4,1,2]]],20,<<[],[1,1,1]>,[[2638,0],[9764,0],[1508,0],[262106,0],[1,0]]>,[[[-24519,0],[31628,0],[37260,0],[-23255,0]],[[24519,0],[-31628,0],[-37260,0],[23255,0]],[[32625,65250],[-54116,22840],[-10082,-20164],[59723,-11626]],[[-32625,-65250],[54116,-22840],[10082,20164],[-59723,11626]]]>,<3,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-1222933420,1222933420,41104518,-41104518]>,<11,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,7,1]>,[[28746809693575624299,0],[0,0],[1,0]]>,[[[-69411847883319968658,172382327728354297298],[0,0]],[[69411847883319968658,-172382327728354297298],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>,<67,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-1190889197952614002218733504064388774,-157106101484399802133833267280214122,1]>,[[157106101484399802133833267280214178,-1],[56,1],[-56,-1],[-157106101484399802133833267280214178,1]]>*] [x,x^2-67,x^2-x+3,x^2+737,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,67],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*67,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,67],[6,1,1,6],1,[1.000000000,1.403664983,1.106783452],<"notfaithful",0>,[4,3]>,<1,11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,11,67],[4,1,6,1],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[4,3]>,<1,2^2*11*67,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,11,67],[6,1,6,6],1,[1.000000000,1.157220527,1.063380267],<"notfaithful",0>,[4,3]>,<2,2^4*11*67,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]],[[1],[-1]]],[2,3,11,67],[6,1,7,8],1,[1.000000000,2.061395766,1.256650134],<"2.2e4_11_67.4t3.1",1>,[4,3]>]
x^4-26*x^2-99 -2^6*11*67^2 2 1 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 31 x-1 6 [[362459007],[-13585187],[13585187],[-362459007]] 4 [4,2,3,4,1,5,4,5,3,4,1,1,5,4,3,3,3,5,3,3,4,4,5,2,3,5,3,5,5,3,5,5,3,4,4,5,2,3,5,4,1,2,2,4,5,3,5,3,5,3,5,4,4,1,1,5,2,4,4,5,5,4,5,1,3,2,1,5,4,4,3,5,1,5,1,1,1,1,3,5,3,1,5,3,5,2,2,4,4,2,3,5,2,5,2,4,2,3,5,5,4,4,4,4,5,3,1,5,2,4,5,4,1,3,1,3,3,2,3,5,3,5,5,1,3,5,2,3,1,5,4,5,3,3,4,5,2,4,1,5,4,4,3,5,2,3,4,5,3,3,4,2,1,5,3,3,4,3,5,5,3,4,5,3,2,2,2,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-156,2>,<x^2+14256,3>]*],[*[4],"CYC",0,5*]] [*<2,8,4,[[4,3,2,1],[1,2,4,3]],[[1,2,3,4],[2,1,4,3],[4,3,2,1],[2,1,3,4],[3,4,2,1]],[1,2,4,3],[1,2,3,4,5],[2],[[[2,1,4,3],[4,3,2,1]]],20,<<[],[1,1,1]>,[[2054,0],[6036,0],[63728,0],[42,0],[1,0]]>,[[[-1095,0],[59288,0],[19511,0],[-28940,0]],[[1095,0],[-59288,0],[-19511,0],[28940,0]],[[27945,55890],[-42640,45792],[13409,26818],[43698,-43676]],[[-27945,-55890],[42640,-45792],[-13409,-26818],[-43698,43676]]]>,<3,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,2],[1],[[]],20,<[],[2,2,1]>,[[-1222933420,-1222933420],[1222933420,1222933420],[41104518,41104518],[-41104518,-41104518]]>,<11,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[-28746809693575624299,0,1]>,[[-287969875874503946400,0],[287969875874503946400,0],[0,-1],[0,1]]>,<67,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,63,1]>,[[61206991037870044289161032379051845,215125732206041659177153631610269177],[-1625478849776182531620887696417570356,581299908585470841350157855085647896],[1,0]]>,[[[1625478849776182531620887696417570375,-581299908585470841350157855085647872],[-1,0]],[[19,24],[1,0]],[[-19,-24],[-1,0]],[[-1625478849776182531620887696417570375,581299908585470841350157855085647872],[1,0]]]>*] [x,x^2-67,x^2-x+3,x^2+737,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,67],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^2*67,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,67],[6,1,1,6],1,[1.000000000,1.403664983,1.106783452],<"notfaithful",0>,[4,3]>,<1,11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,11,67],[4,1,6,1],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[4,3]>,<1,2^2*11*67,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,11,67],[6,1,6,6],1,[1.000000000,1.157220527,1.063380267],<"notfaithful",0>,[4,3]>,<2,2^4*11*67,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[-1]],[[1],[1]]],[2,3,11,67],[6,2,7,8],1,[1.000000000,0.7054219238,0.8208480322],<"2.2e4_11_67.4t3.2",1>,[4,3]>]
