x^2-x-288 1153 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[36],[-35]] 1 [1,1,2,2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2,1,1,2,2,1,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,2,1,2,2,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<1153,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[332064,1153,1]>,[[-576,-1],[577,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[1153],[1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,1153,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[1153],[3],1,[1.000000000,2.347845128,1.427838306],<"1.1153.2t1.1",1>,[2,1]>]
x^5-20*x^2-30*x-48 2^8*3^6*5^3 1 2 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 13 x^2+12*x+2 5 [[-70341,0],[-108451,0],[-16113,-102710],[102528,102710],[92377,0]] 3 [2,2,1,7,6,2,5,6,5,4,6,7,3,7,5,5,4,3,5,3,7,3,5,6,5,3,5,2,4,5,5,3,5,3,6,6,7,5,7,5,4,6,4,5,5,4,6,5,5,4,7,3,6,4,5,7,6,3,7,6,2,2,7,6,7,7,6,7,7,3,7,3,7,5,4,5,4,5,6,6,4,4,3,5,4,7,6,5,3,7,7,6,5,6,3,7,3,3,2,6,2,2,7,4,6,5,2,2,4,6,5,7,7,6,6,3,5,2,7,6,6,5,5,5,4,4,6,3,5,2,1,7,4,5,3,6,5,2,7,4,3,6,5,7,3,4,5,7,6,5,5,6,2,7,5,6,4,6,7,4,7,5,5,4,7,7,4,7] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,24,12,[[1,4,5,2,3],[1,2,5,3,4],[1,2,3,5,4]],[[1,2,3,4,5],[1,4,5,2,3],[1,5,3,4,2],[1,2,4,5,3],[1,3,5,2,4]],[1,2,3,5,4],[1,3,2,4,5],[1,6],[[[1,4,5,2,3],[1,2,5,3,4]],[[1,3,2,5,4],[1,4,5,2,3]]],20,<<[],[1,1,1]>,[[322642,0],[220768,0],[-62576,0],[43012,0],[-185844,0],[178952,0],[94048,0],[164876,0],[436468,0],[230712,0],[-174272,0],[516880,0],[1,0]]>,[[[120856,0],[0,0],[0,0],[262144,0],[0,0],[262144,0],[0,0],[262144,0],[262144,0],[0,0],[0,0],[0,0]],[[127364,0],[83396,0],[-40720,0],[93143,0],[-26592,0],[-54038,0],[47028,0],[106657,0],[-37996,0],[52892,0],[129316,0],[125898,0]],[[-24780,0],[-2720,0],[-6422,0],[25391,0],[-79594,0],[46396,0],[66762,0],[57887,0],[-82823,0],[125758,0],[95773,0],[71194,0]],[[122428,-55992],[49684,-82100],[-111344,-7686],[-10821,96892],[23866,-58454],[-96630,61242],[-26218,61354],[96839,96078],[-61400,18525],[89820,96146],[53073,69091],[103284,10444]],[[-83724,55992],[-130360,82100],[-103658,7686],[-107713,-96892],[82320,58454],[104272,-61242],[-87572,-61354],[761,-96078],[-79925,-18525],[124746,34926],[115054,61981],[92840,120628]]]>,<3,12,6,[[2,1,3,5,4],[1,2,4,3,5]],[[1,2,3,4,5],[2,1,3,4,5],[1,2,4,3,5],[2,1,3,5,4],[1,2,4,5,3],[2,1,5,3,4]],[1,2,4,3,5],[1,2,2,3,4,7],[1,4],[[[1,2,4,5,3],[2,1,3,5,4]],[[1,2,4,5,3]]],20,<<[],[2,2,1]>,[[817413594,0],[1563592140,0],[-1158642081,0],[1295241966,0],[-1488124485,0],[1229270319,0],[1,0]]>,[[[-1122432087,0],[1104730092,0],[1674869274,0],[-229003516,0],[302064543,0],[-183644178,0]],[[-804082278,0],[-1104730092,0],[-1674869274,0],[229003516,0],[-302064543,0],[183644178,0]],[[-42518419,-311427639],[-493856115,34246650],[108760333,294515331],[2345124,33638916],[153013644,83166513],[363699552,318871199]],[[580336859,311427639],[-562349415,-34246650],[294570649,92905158],[322487781,353781573],[374101107,304253976],[113377643,68549290]],[[226434458,0],[-106055937,0],[371509996,0],[62587584,0],[247726227,0],[297763783,0]]]>,<5,4,4,[[1,3,5,2,4]],[[1,2,3,4,5],[1,5,4,3,2],[1,3,5,2,4],[1,4,2,5,3]],[1,2,3,4,5],[1,3,5,5],[1],[[[1,3,5,2,4]]],20,<[],[5266923934880,-4344797626650,-21496133535710,-20502500248345,1]>,[[-1429013920232,0,0,0],[-3355969108887,6871568881374,3361049938550,-6196875086875],[-441573585882,-5279772047542,7569926282430,8894554958768],[5226556614998,-1591796833833,8142510107145,-2697679871893],[3,1,0,0]]>*] [x,x^2-x-1,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,5,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5],[2,2,8],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[5,5]>,<4,2^8*3^6*5^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[1]],[[1],[-1]]],[2,3,5],[8,8,9],1,[0,0,0],<"4.2e8_3e6_5e3.10t12.2",1>,[5,5]>,<4,2^8*3^6*5^3,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[-1]]],[2,3,5],[8,8,8],1,[0,0,0],<"4.2e8_3e6_5e3.5t5.1",1>,[5,5]>,<5,2^10*3^10*5^4,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1]],[[1],[-1]]],[2,3,5],[8,9,9],1,[0,0,0],<"5.2e10_3e10_5e4.10t13.1",1>,[5,5]>,<5,2^10*3^10*5^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1]],[[1],[1]],[[1],[-2],[1]]],[2,3,5],[8,9,10],1,[0,0,0],<"5.2e10_3e10_5e3.6t14.2",1>,[5,5]>,<6,2^16*3^12*5^5,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1]],[[1],[-1]]],[2,3,5],[8,8,9],1,[0,0,0],<"6.2e16_3e12_5e5.20t35.1",1>,[5,5]>]
x^4-x^3-4*x^2+22*x+7 -3^2*11*53^2 2 1 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 47 x-1 5 [[-47430092],[95305580],[67236310],[114233210]] 4 [5,3,3,4,4,4,4,5,3,4,3,2,5,4,1,3,1,5,3,3,5,5,5,1,1,5,3,4,5,1,5,4,3,5,4,5,3,2,5,5,3,3,3,5,4,2,4,1,4,1,5,5,4,3,3,5,1,4,5,4,5,4,4,2,3,1,2,5,4,5,3,5,2,5,3,3,3,3,3,4,3,3,4,2,4,3,2,5,4,3,1,5,1,5,3,5,3,2,4,4,4,5,5,5,5,2,2,4,2,5,4,5,3,1,3,3,2,2,2,5,2,4,5,2,3,5,3,3,1,4,5,4,1,1,5,5,3,5,3,5,4,5,2,5,3,2,5,4,1,1,4,3,3,5,1,1,5,1,4,4,2,4,4,1,3,2,2,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-31,2>,<x^2-31*x+265,3>]*],[*[4],"CYC",0,5*]] [*<3,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,2,3,3],[1],[[[2,1,4,3]]],20,<<[],[2,2,1]>,[[758657604,-1288197645],[-151731522,1591660683],[1,0]]>,[[[151731522,-1591660681],[-1,0]],[[0,2],[1,0]],[[1601836187,-147135134],[-421976857,360363779]],[[1733216693,1738795813],[421976857,-360363779]]]>,<5,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[2,4,1]>,[[-29045167995615,-11260585717616],[15997174874849,11260585717616],[6498685230836,-4781027246805],[6549307889931,4781027246805]]>,<11,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,7,1]>,[[194073493007204980015,0],[-287856624214478759594,0],[1,0]]>,[[[-85741432117050282342,-79482319278883116326],[0,0]],[[-202115192097428477261,79482319278883116326],[0,0]],[[287856624214478759599,0],[-1,0]],[[5,0],[1,0]]]>,<53,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,49,1]>,[[568758434927666775821316143258166,9001317073155412895686486363015735],[-6704185654288367791111861361484826,-11509176786609069879275040908774291],[1,0]]>,[[[6704185654288367791111861361484874,11509176786609069879275040908774340],[-1,0]],[[48,49],[1,0]],[[-4012059950236240794486246357583294,-2284514906657160223381759698440272],[195908196746199451833294652497594,196035513318960456654794004992068]],[[-2692125704052126996625615003901627,-9224661879951909655893281210334117],[-195908196746199451833294652497594,-196035513318960456654794004992068]]]>*] [x,x^2-x-13,x^2-x+3,x^2-x+146,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,5,11,53],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,53,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,5,11,53],[3,3,1,6],1,[1.000000000,0.5400249451,0.7162159234],<"notfaithful",0>,[4,3]>,<1,11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[3,5,11,53],[1,1,6,1],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[4,3]>,<1,11*53,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[3,5,11,53],[3,3,6,6],1,[1.000000000,1.040891788,1.121200288],<"notfaithful",0>,[4,3]>,<2,3^2*11*53,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1]],[[1],[1]]],[3,5,11,53],[6,3,7,7],1,[1.000000000,0.8171620024,0.9355782497],<"2.3e2_11_53.4t3.2",1>,[4,3]>]
x^6-3*x^5+3*x^4+2*x^3-12*x^2+18*x-10 2^8*3^6*5^3 2 2 48 "C2*S4" [[3,2,1,6,5,4],[4,2,3,1,5,6],[3,1,2,6,4,5]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[1,5,3,4,2,6]>,<2,3,[4,5,3,1,2,6]>,<2,6,[3,2,1,6,5,4]>,<2,6,[3,5,1,6,2,4]>,<3,8,[3,1,2,6,4,5]>,<4,6,[2,4,3,5,1,6]>,<4,6,[2,4,6,5,1,3]>,<6,8,[3,4,2,6,1,5]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 59 x^2+58*x+2 7 [[-532626682140,0],[340383118178,619697836826],[855031439864,-1089303515607],[768486014589,0],[-760970630264,-619697836826],[-670303260224,1089303515607]] 5 [3,2,1,8,7,10,10,9,10,7,7,3,9,10,10,6,4,9,3,9,6,7,8,9,6,7,6,6,5,10,8,7,3,9,7,7,10,10,2,8,1,9,5,8,8,7,9,8,8,9,3,9,7,7,10,3,7,1,2,5,3,6,10,9,8,6,5,6,8,9,10,9,6,10,5,10,7,10,5,7,7,9,5,6,4,8,9,6,4,6,8,9,6,4,5,10,7,9,10,5,10,8,8,5,9,6,8,10,5,7,6,10,10,5,4,9,10,3,8,4,9,8,6,6,5,7,5,9,6,3,9,10,7,10,9,7,6,10,8,5,5,4,6,6,5,5,10,3,5,10,10,5,2,10,10,5,7,9,8,7,8,10,6,7,10,10,7,10] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2>,[<x^3+24*x^2+189*x+526,4>,<x^6-12*x^5+54*x^4+4*x^3+954*x^2-5832*x-1944,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2>,[<x+9,2>,<x^6-6*x^5-45*x^4+320*x^3+180*x^2-5616*x+9666,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<2,8,4,[[1,2,4,3,6,5],[1,2,5,6,3,4],[2,1,3,4,5,6]],[[1,2,3,4,5,6],[2,1,3,4,5,6],[1,2,4,3,6,5],[2,1,4,3,6,5],[1,2,5,6,3,4],[2,1,5,6,3,4],[1,2,6,5,4,3],[2,1,6,5,4,3]],[2,1,3,4,5,6],[1,3,5,6,4,2,5,6],[2,4],[[[1,2,4,3,6,5],[1,2,5,6,3,4]],[[1,2,4,3,6,5]]],20,<<[],[1,1,1]>,[[429150,0],[89908,0],[55418,0],[474100,0],[1,0]]>,[[[-470372,-366271],[0,0],[0,0],[0,0]],[[-104101,366271],[0,0],[0,0],[0,0]],[[0,0],[1,0],[0,0],[0,0]],[[-119942,0],[80615,0],[8732,0],[89456,0]],[[95140,0],[5231,0],[-50187,0],[1,0]],[[74990,0],[-85847,0],[41455,0],[-89457,0]]]>,<3,12,6,[[3,1,2,6,4,5],[1,3,2,4,6,5],[4,5,6,1,2,3]],[[1,2,3,4,5,6],[4,5,6,1,2,3],[1,3,2,4,6,5],[4,6,5,1,3,2],[3,1,2,6,4,5],[6,4,5,3,1,2]],[4,5,6,1,2,3],[1,2,5,6,7,10],[1,2],[[[3,1,2,6,4,5],[1,3,2,4,6,5]],[[3,1,2,6,4,5]]],20,<<[],[2,2,1]>,[[-470046138,934786512],[-1410138414,-682424865],[1461448335,-1422821592],[-1700441442,-546006942],[-1444008489,-1284542385],[-828810837,-544145658],[1,0]]>,[[[-41473122,302391496],[444639750,111759957],[277740939,497014439],[-243983379,-190794054],[210106825,-12836190],[444021548,-215099668]],[[55501044,193824283],[-468172341,88449813],[-308008581,-556039216],[-187368876,-318309307],[569194237,105475701],[253987998,-241979407]],[[-399628542,-300685667],[23532591,-200209770],[30267642,59024777],[431352255,509103361],[382960405,-92639511],[464251921,457079075]],[[-105013904,-164448460],[225863793,175318398],[31397549,386878585],[175661913,-102808809],[406987216,-206193955],[15786691,6403953]],[[273519010,321971432],[-319928430,-210467742],[-350649070,-165772229],[159000809,194630305],[562279408,-235856545],[143180807,-274127862]],[[217095517,-353053084],[94064637,35149344],[319251521,-221106356],[-334662722,-91821496],[192994843,442050500],[-158967498,267723909]]]>,<5,4,4,[[1,2,4,6,3,5]],[[1,2,3,4,5,6],[1,2,6,5,4,3],[1,2,4,6,3,5],[1,2,5,3,6,4]],[1,2,3,4,5,6],[1,4,8,8],[1],[[[1,2,4,6,3,5]]],20,<[],[28816039423205,-4901607313505,14421611892190,13483341913880,1]>,[[-22061366018080,38146972656250,38146972656250,0],[-21675751052428,0,0,0],[-22183797405806,-6954927521316,-5590144414248,1],[36820414436024,3679431640648,8258174014091,-3424686510021],[-28119958944086,3275495880667,-2668029599843,3424686510020],[4,1,0,0]]>*] [x,x^2+6,x^2+30,x^2-x-1,x^6+6*x^4-6*x^3+12*x^2+15,x^3+3*x-6,x^4-20*x-45,0,0,x^4-20*x-45] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,2^3*3,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,5],[11,11,1],1,[1.000000000,1.282549830,1.057806613],<"notfaithful",0>,[6,11]>,<1,2^3*3*5,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5],[11,11,11],1,[1.000000000,1.147147442,0.9992128871],<"notfaithful",0>,[6,11]>,<1,5,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5],[2,2,11],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[6,11]>,<2,2^3*3^3*5,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1],[1]],[[1]],[[1],[-1]]],[2,3,5],[11,12,13],1,[1.000000000,0.8216189002,0.8336303767],<"notfaithful",0>,[6,11]>,<2,2^3*3^3*5,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,3,5],[11,12,11],1,[1.000000000,1.890812814,1.361081263],<"notfaithful",0>,[6,11]>,<3,2^5*3^3*5^3,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1],[-1]],[[1]]],[2,3,5],[11,11,12],1,[1.000000000,2.259877016,1.462745064],<"notfaithful",0>,[6,11]>,<3,2^5*3^3*5^2,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1],[1]],[[1],[-1]]],[2,3,5],[11,11,12],1,[1.000000000,0.6364216448,0.7624260301],<"3.2e5_3e3_5e2.6t11.8",1>,[6,11]>,<3,2^8*3^4*5^3,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1]]],[2,3,5],[11,11,11],1,[0,0,0],<"3.2e8_3e4_5e3.6t11.2",1>,[6,11]>,<3,2^8*3^4*5^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1]],[[1],[-1]]],[2,3,5],[11,11,12],1,[1.000000000,1.504368684,1.065435275],<"notfaithful",0>,[6,11]>]
