x^2-x-5286 5*4229 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-120],[121]] 1 [1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,2,2,2,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,2,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2,1,1,1,2,2,2,1,2,2,1,1,2,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,1,1,1,1,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-5280,5,1]>,[[-2,-1],[3,1]]>,<4229,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[4465824,4229,1]>,[[-2114,-1],[2115,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[5,4229],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,5*4229,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[5,4229],[3,3],1,[1.000000000,2.760734037,1.474283056],<"1.5_4229.2t1.1",1>,[2,1]>]
x^5-x^4-15*x^3-69*x^2-72*x-216 2^6*3^2*5^2*89^2 1 2 10 "D10" [[3,4,1,2,5],[5,3,2,4,1]] [<1,1,[1,2,3,4,5]>,<2,5,[3,4,1,2,5]>,<5,2,[2,4,5,3,1]>,<5,2,[4,3,1,5,2]>] [[1,1,1,1,1],[1,2,2],[5]] 13 x^2+12*x+2 8 [[279334372,371304317],[246740512,215252535],[110902255,-215252535],[276417410,0],[-97663827,-371304317]] 2 [1,1,1,3,4,2,3,4,2,2,2,2,4,2,4,2,2,3,3,2,2,3,4,1,2,2,4,2,2,2,4,3,2,2,2,2,4,2,3,2,3,3,3,1,3,3,3,2,2,4,4,3,2,3,4,4,4,4,1,4,3,4,1,2,1,2,2,4,2,3,2,1,2,3,3,2,2,2,2,3,2,4,3,3,2,2,2,3,4,2,2,2,2,2,1,2,3,3,4,1,2,4,3,1,4,3,2,2,4,4,2,4,2,2,4,2,3,2,4,1,1,2,3,3,2,4,3,3,1,4,1,2,4,1,2,3,3,2,2,2,2,3,2,4,1,1,2,2,3,2,2,2,2,2,1,2,2,2,2,2,2,2,4,4,3,4,2,3] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[5],"ALT",[2,3,4,5,1],[<x-5767200,4>,<x+5767200,3>]*]] [*<2,2,2,[[2,1,3,5,4]],[[1,2,3,4,5],[2,1,3,5,4]],[1,2,3,4,5],[1,2],[3],[[[2,1,3,5,4]]],20,<[],[170766,220384,1]>,[[0,65538],[83520,65534],[149307,0],[121779,-319],[-92461,319]]>,<3,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[121947666,211313925,1]>,[[92301250,0],[128657619,327352085],[412982919,60068404],[-117381129,129140160],[129140157,3]]>,<5,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[44643434380030,40415532288405,1]>,[[2585282339814,0],[3208217763664,7366603650308],[-3524940471326,-7366603650308],[-40415532288403,-1],[2,1]]>,<89,2,2,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,2,3,4,5],[1,2],[1],[[[1,3,2,5,4]]],20,<[],[482746252471871775184849678595336970277,375916474376178154905145127567450045274,1]>,[[-374253354014376882540711902578489771976,0],[-375916474376178154905145127567450045234,-1],[40,1],[-480596527091973229980731840219264376454,-2367133222511605644089893454146808582],[258466697691677969491905990956362866424,2367133222511605644089893454146808582]]>*] [x,x^2+2670,0,0] [1,2,3,4] <[1],[2],[3,4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,89],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,2]>,<1,2^3*3*5*89,1,[[1],[-1],[1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,89],[5,5,5,5],1,[1.000000000,1.215973857,1.024873834],<"notfaithful",0>,[5,2]>,<2,2^3*3*5*89,5,[[2,0,0,0],[0,0,0,0],[0,0,1,1],[-1,0,-1,-1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,5,89],[5,5,5,5],1,[1.000000000,2.822712882,1.513181827],<"2.2e3_3_5_89.5t2.1",1>,[5,2]>,<2,2^3*3*5*89,5,[[2,0,0,0],[0,0,0,0],[-1,0,-1,-1],[0,0,1,1]],[[[1,0,0,0],[-2,0,0,0],[1,0,0,0]],[[1,0,0,0],[0,0,0,0],[-1,0,0,0]],[[1,0,0,0],[1,0,1,1],[1,0,0,0]],[[1,0,0,0],[0,0,-1,-1],[1,0,0,0]],[[1,0,0,0],[-1,0,0,0]]],[2,3,5,89],[5,5,5,5],1,[1.000000000,3.105004595,1.554746577],<"2.2e3_3_5_89.5t2.1",2>,[5,2]>]
x^5-30*x^3-45*x^2+60*x+12 3^4*5^5*13^3 5 0 20 "F5" [[1,5,4,2,3],[1,3,2,5,4],[4,5,2,3,1]] [<1,1,[1,2,3,4,5]>,<2,5,[1,3,2,5,4]>,<4,5,[1,5,4,2,3]>,<4,5,[1,4,5,3,2]>,<5,4,[4,5,2,3,1]>] [[1,1,1,1,1],[1,2,2],[1,4],[5]] 29 x^2+24*x+2 12 [[-77347925185093620,55408945966770107],[8096504434299976,-55408945966770107],[-109142574465481766,-23300087557881854],[96244743718213689,23300087557881854],[82149251498061721,0]] 1 [2,3,1,5,3,1,3,3,4,2,4,5,4,4,5,3,4,5,2,4,2,2,1,4,2,2,4,4,3,3,3,5,5,2,3,3,4,2,5,4,5,2,5,2,2,5,5,5,2,4,4,3,3,2,3,3,2,3,3,3,4,2,1,2,3,2,4,3,4,4,1,4,4,3,3,5,5,5,3,3,2,4,4,4,5,3,4,2,4,2,3,4,2,2,3,3,3,5,3,3,4,5,4,5,2,2,2,2,2,5,4,5,2,4,3,2,5,3,3,2,3,4,4,2,4,2,4,1,3,5,4,1,2,4,3,3,5,5,3,2,4,4,4,5,5,4,2,3,2,5,2,2,4,4,3,5,2,3,4,4,5,4,2,5,2,2,1,4] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,2,2],"CYC",0,2*],[*[1,4],"RES",<[1],x^2>,[<x^5-31500*x^3-1029375*x^2-1856250*x+125887500,3>,<x^5-31500*x^3-590625*x^2+167062500*x+5860350000,4>]*],[*[5],"CYC",0,5*]] [*<2,2,1,[[1,3,2,5,4]],[[1,2,3,4,5],[1,3,2,5,4]],[1,3,2,5,4],[1,2],[1],[[]],20,<[],[1,1,1]>,[[-147393,0],[-506570,-443873],[-62697,443873],[-26622,16528],[22386,-16528]]>,<3,20,5,[[2,3,4,5,1],[2,5,3,1,4]],[[1,2,3,4,5],[2,1,5,4,3],[5,3,1,4,2],[3,5,2,4,1],[2,3,4,5,1]],[2,5,3,1,4],[1,2,3,4,5],[1],[[[2,3,4,5,1]]],20,<<[],[2,0,0,2,1]>,[[12,0,0,0],[60,0,0,0],[-45,0,0,0],[-30,0,0,0],[0,0,0,0],[1,0,0,0]]>,[[[819022425,1637002002,1327928208,664224816],[525943123,-121442515,-275873788,10112613],[-542189363,514388435,-523482948,210262836],[14853338,-87457948,-339236232,-140326960],[-38934975,-173920770,45234761,-534500648]],[[223397139,630005835,1726324911,-54336534],[-306906360,-313149664,274133114,-373947257],[3191287,79810149,-396879735,-507362128],[-247633750,566760334,332365451,-99324233],[-549364057,314659066,472695123,464131500]],[[0,0,0,0],[1,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[297935628,-630005835,-1204992144,575669301],[-173007085,313149664,-172915825,475164546],[224156073,-79810149,-538034372,-427551979],[-546515849,-566760334,35746417,467436101],[-532236811,-314659066,-392034524,-383470901]],[[-1340355192,-1637002002,1637523426,-1185557583],[-46029679,121442515,174656499,-111329902],[314842003,-514388435,296135588,-437610196],[-382965206,87457948,-28875636,-227784908],[-41725624,173920770,-125895360,453840049]]]>,<5,20,20,[[3,4,5,1,2],[1,3,5,2,4]],[[1,2,3,4,5],[1,5,4,3,2],[1,4,2,5,3],[1,3,5,2,4],[3,4,5,1,2]],[1,2,3,4,5],[1,2,3,4,5],[1,2],[[[3,4,5,1,2],[1,3,5,2,4]],[[3,4,5,1,2]]],20,<[],[-36679781400240,14671912560100,8969352795500,44044393759150,-23914600266240,25667029724475,-6242616637900,24141644593625,-41539784609200,40015755959465,-20739879737950,-21861366753775,45075999576915,-16738593684165,15056232711580,43854431474100,17637888496820,-45079912551115,39219150881855,-16505901630095,1]>,[[4546058831843,-7037653581165,-3439570201965,3096449460680,5312743123267,-8589638483920,7486689071005,6712893138315,5453906096823,-8827599779777,-256980097705,-1752920289850,751663380559,8108152072751,345092645186,-3998879264060,5791768426684,-416621733850,2906432044502,-5957920512284],[2879267643383,-2966959429885,3147616859450,9106507451665,962955131177,6223476437449,1735668230415,-5124616596715,7262694165343,-4973353671236,203499301617,-8415210233290,-4859922023931,-4427846660091,-4813177976629,-8891669991577,-3275804650991,-3639737979072,-6492069381288,1884202996099],[-7888394037067,8970688042195,-8113938369330,-4296499805060,7483204081202,-3459824098712,4122060828875,7992908555905,2352456052208,5731350572005,5873037124063,2444863702075,-2916711005766,-2331595194543,-2246066217182,1110954418339,-2686641829751,-2439949547889,-7461190662558,2897522400561],[6837566721183,1349997815950,-5528845189255,1464100641690,-3607386189463,3736835012122,-995218439015,-7855147669930,3885134041088,-5201117224269,-724425777157,-3237575244030,8468350289569,7678196748575,-4019667873968,2419665053651,-6867660197371,4262903874299,-6806842763778,-861288570387],[-6374499159342,-316072847095,-5138749427025,-9370557748975,8921970181942,2089151133061,6724286636845,-1726037427575,119295972663,-5802766224848,-5095130550818,-8112644263030,-1443380640431,-9026906966692,-8339666905532,9359929783647,7038338251429,2233405386512,-1219815565003,2037483686011]]>,<13,4,4,[[1,3,5,2,4]],[[1,2,3,4,5],[1,5,4,3,2],[1,3,5,2,4],[1,4,2,5,3]],[1,2,3,4,5],[1,2,3,4],[1],[[[1,3,5,2,4]]],20,<[],[-8235824344919014787892,-8384052711733105972383,6023151715510737757521,5327557546893737378873,1]>,[[5327557546893737378837,0,0,0],[-7121960181141715911421,113975154356602969585,456101263099534248539,156263533630391426032],[8922928960020054575345,521923324027590598901,689639438940453349163,496861961432986312747],[-7128526325772076042770,-635898478384193568487,316179588335458512975,-653125495063377738779],[9,1,0,0]]>*] [x,x^2-x-16,x^4-x^3-24*x^2+69*x-49,x^4-x^3-24*x^2+69*x-49,0] [1,2,2,2,5] <[1],[2],[3,4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,13],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,3]>,<1,5*13,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,13],[1,3,6,6],1,[1.000000000,1.377516010,1.205340320],<"notfaithful",0>,[5,3]>,<1,5*13,4,[[1,0],[-1,0],[0,-1],[0,1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,1]],[[1,0],[0,-1]],[[1,0],[-1,0]],[[1,0]]],[2,3,5,13],[2,3,6,6],0,[0.2566679351-0.9664996488*i,0.6640832105-0.2788922552*i,0.8054436751-0.09788261704*i],<"notfaithful",0>,[5,3]>,<1,5*13,4,[[1,0],[-1,0],[0,1],[0,-1],[1,0]],[[[1,0],[-1,0]],[[1,0],[1,0]],[[1,0],[0,-1]],[[1,0],[0,1]],[[1,0],[-1,0]],[[1,0]]],[2,3,5,13],[2,3,6,6],0,[0.2566679351+0.9664996488*i,0.6640832105+0.2788922552*i,0.8054436751+0.09788261704*i],<"notfaithful",0>,[5,3]>,<4,3^4*5^5*13^3,1,[[4],[0],[0],[0],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[0],[-2],[0],[1]],[[1],[0],[0],[0],[-1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1]],[[1],[-1]]],[2,3,5,13],[2,6,6,7],1,[0,0,0],<"4.3e4_5e5_13e3.5t3.1",1>,[5,3]>]
x^6+4*x^4+7*x^2+16 -2^4*883^2 0 3 48 "C2*S4" [[1,3,2,4,6,5],[3,1,2,6,4,5],[1,2,6,4,5,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,2,3,1,5,6]>,<2,3,[4,2,6,1,5,3]>,<2,6,[1,3,2,4,6,5]>,<2,6,[4,3,2,1,6,5]>,<3,8,[3,1,2,6,4,5]>,<4,6,[6,2,1,3,5,4]>,<4,6,[6,5,1,3,2,4]>,<6,8,[6,1,2,3,4,5]>] [[1,1,1,1,1,1],[1,1,1,1,2],[1,1,2,2],[1,1,4],[2,2,2],[2,4],[3,3],[6]] 41 x^2+38*x+6 10 [[3625805808853071,-281094503921391],[-884737647713528,-281094503921391],[-5226361063938015,0],[-3625805808853071,281094503921391],[884737647713528,281094503921391],[5226361063938015,0]] 6 [5,6,9,8,6,7,7,8,6,7,10,9,5,8,8,5,6,5,10,10,9,10,10,9,9,9,6,8,9,5,6,10,7,8,9,6,9,10,8,5,10,9,10,9,5,10,10,2,2,7,4,6,4,3,9,3,9,8,4,7,8,4,8,3,9,9,3,7,10,7,4,6,8,7,6,10,5,5,7,9,8,9,3,7,8,10,9,9,1,10,10,10,10,10,6,6,5,5,8,9,6,7,3,5,6,7,8,9,8,1,8,7,7,10,10,4,6,10,7,8,7,5,5,3,10,5,9,10,3,9,6,6,6,9,5,7,4,8,9,9,10,4,6,6,5,10,7,7,8,10,9,7,6,3,10,6,3,7,7,5,3,9,10,10,4,3,8,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,1,1,2],"CYC",0,3*],[*[1,1,2,2],"RES",<[1],x^2-3*x+1>,[<x^3+24*x^2+432*x-17280,4>,<x^6-48*x^5+72*x^4-53568*x^3+3453840*x^2-36329472*x-374554368,5>]*],[*[1,1,4],"CYC",0,8*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x+24,2>,<x^6+48*x^5+72*x^4+53568*x^3+3453840*x^2+36329472*x-374554368,6>]*],[*[2,4],"CYC",0,9*],[*[3,3],"CYC",0,7*],[*[6],"CYC",0,10*]] [*<2,8,4,[[1,2,4,3,5,6],[1,2,6,5,4,3]],[[1,2,3,4,5,6],[1,2,4,3,6,5],[1,2,6,5,4,3],[1,2,3,4,6,5],[1,2,6,5,3,4]],[1,2,6,5,4,3],[1,4,5,3,8],[2],[[[1,2,4,3,5,6],[1,2,4,3,6,5]]],20,<<[],[1,1,1]>,[[-44186,-243786],[-114680,319800],[-282380,478796],[508718,481010],[1,0]]>,[[[-3828,0],[0,0],[0,0],[0,0]],[[3828,0],[0,0],[0,0],[0,0]],[[-71777,22118],[-99202,120344],[-15001,-86164],[-45663,-78089]],[[71777,-22118],[99202,-120344],[15001,86164],[45663,78089]],[[-80557,5414],[-34638,-77874],[-22626,100381],[-111846,-64795]],[[80557,-5414],[34638,77874],[22626,-100381],[111846,64795]]]>,<883,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,6,5,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,879,1]>,[[10936867676705940900921752411908145772811312617185541301129,-24316380213452874069684944771215739371480929180655533950475],[-37970175000718154297424001046863057286497513446075333740816,-27006084159040414526222550234060244417784213761774579874127],[1,0]]>,[[[-9390863286626420616347335982188552599767068505599400341305,-38559028814233770385856597937038104689439248779070855301142],[0,0]],[[9390863286626420616347335982188552599767068505599400341305,38559028814233770385856597937038104689439248779070855301142],[0,0]],[[37970175000718154297424001046863057286497513446075333741226,27006084159040414526222550234060244417784213761774579874805],[-1,0]],[[410,678],[1,0]],[[-410,-678],[-1,0]],[[-37970175000718154297424001046863057286497513446075333741226,-27006084159040414526222550234060244417784213761774579874805],[1,0]]]>*] [x,x^2-883,x^2-x+221,x^2+1,x^6-10*x^4+25*x^2-3532,x^3-x^2+2*x-12,x^4-2*x^3+8*x^2-4*x-6,0,0,x^4-2*x^3+8*x^2-4*x-6] [1,2,2,2,6,3,5,8,9,4] <[1],[2],[3],[4],[5],[6],[7],[8],[9],[10]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,883],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,11]>,<1,2^2*883,1,[[1],[-1],[-1],[1],[-1],[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,883],[11,1,11],1,[1.000000000,1.770107516,1.127127308],<"notfaithful",0>,[6,11]>,<1,883,1,[[1],[1],[1],[1],[-1],[-1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,883],[5,5,11],1,[1.000000000,0.3171690312,0.6753014416],<"notfaithful",0>,[6,11]>,<1,2^2,1,[[1],[-1],[-1],[1],[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,883],[11,2,2],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[6,11]>,<2,2^4*883,1,[[2],[-2],[-2],[2],[0],[0],[-1],[0],[0],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[-1],[1]],[[1]],[[1],[1]]],[2,3,883],[11,5,12],1,[1.000000000,1.100470024,1.005771651],<"notfaithful",0>,[6,11]>,<2,883,1,[[2],[2],[2],[2],[0],[0],[-1],[0],[0],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]]],[2,3,883],[5,5,11],1,[1.000000000,1.246913763,1.068935222],<"notfaithful",0>,[6,11]>,<3,2^6*883,1,[[3],[3],[-1],[-1],[1],[1],[0],[-1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[1],[1],[1]],[[1],[0],[0],[-1]],[[1]],[[1],[-2],[1]]],[2,3,883],[11,5,12],1,[1.000000000,1.195507071,1.078318740],<"notfaithful",0>,[6,11]>,<3,2^4*883,1,[[3],[-3],[1],[-1],[1],[-1],[0],[1],[-1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1],[1],[1]],[[1],[0],[0],[1]],[[1],[-1]],[[1],[2],[1]]],[2,3,883],[11,4,12],1,[1.000000000,1.412568397,1.182074265],<"3.2e4_883.6t11.1",1>,[6,11]>,<3,2^4*883^2,1,[[3],[-3],[1],[-1],[-1],[1],[0],[-1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[3],[3],[1]],[[1],[-1],[-1],[1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[1]],[[1],[1]]],[2,3,883],[11,3,11],1,[0,0,0],<"3.2e4_883e2.6t11.1",1>,[6,11]>,<3,2^6*883^2,1,[[3],[3],[-1],[-1],[-1],[-1],[0],[1],[1],[0]],[[[1],[-3],[3],[-1]],[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[-1],[1],[-1]],[[1],[0],[0],[-1]],[[1]],[[1],[-1]]],[2,3,883],[11,3,12],1,[0,0,0],<"notfaithful",0>,[6,11]>]
