x^5-x^4-4*x^3+2*x^2+4 -2^4*31*281 3 1 120 "S5" [[2,1,3,4,5],[2,3,4,5,1]] [<1,1,[1,2,3,4,5]>,<2,10,[2,1,3,4,5]>,<2,15,[2,1,4,3,5]>,<3,20,[2,3,1,4,5]>,<4,30,[2,3,4,1,5]>,<5,24,[2,3,4,5,1]>,<6,20,[2,3,1,5,4]>] [[1,1,1,1,1],[1,1,1,2],[1,1,3],[1,2,2],[1,4],[2,3],[5]] 397 x-1 5 [[3425902187185],[-4281506620019],[2661625042101],[-1759192074036],[-46828535230]] 2 [3,6,6,6,6,4,5,2,4,5,4,6,7,7,5,5,6,6,5,7,6,2,6,4,5,6,7,2,6,7,4,7,2,3,4,6,3,6,7,5,3,5,3,5,3,4,3,7,5,6,5,6,5,6,7,7,6,2,5,2,4,5,5,2,5,6,7,5,7,4,7,6,5,5,3,4,4,1,4,5,6,6,5,6,4,6,3,3,5,3,5,5,6,6,2,4,2,7,5,5,2,7,4,7,2,5,5,6,5,2,3,4,5,7,5,7,5,5,7,7,7,2,6,4,7,5,6,2,6,5,4,5,7,7,6,5,5,5,4,5,6,4,7,2,7,6,4,4,2,5,3,6,5,5,6,5,5,5,2,7,6,4,5,4,2,5,3,5] [[*[1,1,1,1,1],"CYC",0,1*],[*[1,1,1,2],"CYC",0,2*],[*[1,1,3],"CYC",0,4*],[*[1,2,2],"CYC",0,3*],[*[1,4],"CYC",0,5*],[*[2,3],"CYC",0,7*],[*[5],"CYC",0,6*]] [*<2,4,2,[[1,3,2,5,4],[1,4,5,2,3]],[[1,2,3,4,5],[1,3,2,5,4],[1,4,5,2,3],[1,5,4,3,2]],[1,4,5,2,3],[1,3,3,3],[2],[[[1,3,2,5,4]]],20,<<[],[1,1,1]>,[[-60672,-372330],[-446078,1230],[1,0]]>,[[[155191,0],[0,0]],[[0,0],[1,0]],[[-78210,-1230],[-1,0]],[[-129152,-26960],[108841,-128487]],[[52172,28190],[-108841,128487]]]>,<31,6,2,[[1,2,3,5,4],[3,1,2,4,5]],[[1,2,3,4,5],[1,2,3,5,4],[3,1,2,4,5],[2,3,1,4,5],[3,1,2,5,4],[2,3,1,5,4]],[3,1,2,4,5],[1,2,4,4,7,7],[1],[[[1,2,3,5,4]]],20,<<[],[28,1,0,1]>,[[43458188497934867623725413427,0,0],[-185411038895222265829529733002,0,0],[1,0,0]]>,[[[275821453459382096421392253926,-314674898116077420125941610741,170542435227143136528781946607],[0,0,0]],[[84850879830223255645392570659,80620075825783976333635562606,219981839192946016382853722507],[0,0,0]],[[125707156634254664139828043979,234054822290293443792306048135,281266254398993129124506932487],[0,0,0]],[[185411038895222265829529733020,0,0],[-1,0,0]],[[18,0,0],[1,0,0]]]>,<281,4,2,[[1,2,3,5,4],[2,1,3,4,5]],[[1,2,3,4,5],[2,1,3,4,5],[1,2,3,5,4],[2,1,3,5,4]],[2,1,3,4,5],[1,2,2,3],[1],[[[1,2,3,5,4]]],20,<<[],[3,280,1]>,[[-3527879332987753200534011035145170727238188504460,0],[-2661708624608147039163923684219395056295379065633,0],[1,0]]>,[[[4275878605916057285257338757786763728599508591402,3312395664347550185682809931690472177863132868843],[0,0]],[[125583476885942943737237133996604228319142312260,-3312395664347550185682809931690472177863132868843],[0,0]],[[2358466954715199034389119600012972193943080612095,0],[0,0]],[[2661708624608147039163923684219395056295379065739,0],[-1,0]],[[106,0],[1,0]]]>*] [x,x^2-x+2178,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,31,281],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[5,5]>,<1,31*281,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,31,281],[1,8,8],1,[1.000000000,4.443137947,1.607556629],<"notfaithful",0>,[5,5]>,<4,2^4*31^3*281^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1],[0],[-1]],[[1],[-1]],[[1],[1]]],[2,31,281],[8,9,10],1,[0,0,0],<"4.2e4_31e3_281e3.10t12.1",1>,[5,5]>,<4,2^4*31*281,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1],[0],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[-1],[1]]],[2,31,281],[8,9,10],1,[1.000000000,0.6204539928,0.8938249942],<"4.2e4_31_281.5t5.1",1>,[5,5]>,<5,2^4*31^2*281^2,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]]],[2,31,281],[8,9,8],1,[0,0,0],<"5.2e4_31e2_281e2.10t13.1",1>,[5,5]>,<5,2^4*31^3*281^3,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-1],[-1],[1]],[[1],[1],[1]],[[1],[0],[-1]]],[2,31,281],[8,9,10],1,[0,0,0],<"5.2e4_31e3_281e3.6t14.1",1>,[5,5]>,<6,2^8*31^3*281^3,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[2],[1]],[[1],[0],[0],[-1]],[[1],[1],[-1],[-1]]],[2,31,281],[8,9,10],1,[0,0,0],<"6.2e8_31e3_281e3.20t35.1",1>,[5,5]>]
x^6+18 -2^11*3^10 0 3 12 "D12" [[6,5,4,3,2,1],[1,6,5,4,3,2],[4,3,2,1,6,5]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,3,2,1,6,5]>,<2,3,[1,6,5,4,3,2]>,<3,2,[3,4,5,6,1,2]>,<6,2,[2,3,4,5,6,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 11 x^2+7*x+2 7 [[-8767017,7723907],[6347301,0],[-4372853,-7723907],[8767017,-7723907],[-6347301,0],[4372853,7723907]] 3 [4,1,3,6,4,2,4,1,3,3,6,6,4,5,3,3,4,6,5,3,5,2,4,4,1,3,6,4,6,4,6,4,4,5,3,6,6,5,3,3,4,6,3,5,3,2,1,6,4,6,4,3,5,4,4,3,3,6,6,4,5,3,1,3,5,3,1,5,4,6,4,3,6,2,5,3,3,6,4,5,4,6,3,5,2,4,4,5,3,2,4,3,2,4,1,3,3,4,5,6,5,3,4,4,5,5,4,4,3,5,6,6,4,5,6,4,1,3,3,4,6,1,3,4,5,3,2,3,2,6,5,3,6,6,4,1,3,5,3,4,5,3,2,4,2,3,6,4,5,3,6,4,1,3,1,3,2,4,5,3,4,4,6,4,4,3,6,2] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2-3*x+1>,[<x,2>,<x^3+104976,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,12,6,[[2,1,4,3,6,5],[3,4,6,5,2,1],[1,2,6,5,4,3]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,6,5,4,3],[2,1,5,6,3,4],[3,4,6,5,2,1],[4,3,5,6,1,2]],[1,2,6,5,4,3],[1,2,4,3,5,6],[1,7],[[[2,1,4,3,6,5],[3,4,6,5,2,1]],[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[18,0],[0,0],[0,0],[0,0],[0,0],[0,0],[1,0]]>,[[[0,0],[1,0],[0,0],[0,0],[0,0],[0,0]],[[0,0],[262143,0],[0,0],[0,0],[0,0],[0,0]],[[0,0],[0,1],[0,0],[0,0],[0,0],[0,0]],[[0,0],[0,262143],[0,0],[0,0],[0,0],[0,0]],[[0,0],[1,1],[0,0],[0,0],[0,0],[0,0]],[[0,0],[262143,262143],[0,0],[0,0],[0,0],[0,0]]]>,<3,6,6,[[3,1,2,5,6,4],[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5],[3,1,2,5,6,4]],[1,2,3,4,5,6],[1,4,5],[1,4],[[[3,1,2,5,6,4],[1,3,2,4,6,5]],[[3,1,2,5,6,4]]],20,<[],[581130732,0,0,-387420489,0,0,1]>,[[0,0,110714180,0,0,86093442],[0,0,73783073,0,0,86093441],[0,0,73783073,0,0,86093443],[0,0,18425983,0,0,43046721],[0,0,55357090,0,0,43046720],[0,0,55357090,0,0,43046722]]>*] [x,x^2-x+1,x^2+2,x^2-6,x^3-12,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3],[3,7],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,3]>,<1,2^3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3],[7,1],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[6,3]>,<1,2^3*3,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3],[7,7],1,[1.000000000,0.9358813101,1.007312281],<"notfaithful",0>,[6,3]>,<2,2^2*3^5,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]]],[2,3],[7,7],1,[1.000000000,1.028995684,0.9955823389],<"notfaithful",0>,[6,3]>,<2,2^6*3^5,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]]],[2,3],[7,7],1,[1.000000000,1.189790566,1.016993141],<"2.2e6_3e5.6t3.5",1>,[6,3]>]
x^6+6*x^4-12*x^3+12*x^2+72*x+44 -2^11*3^10 0 3 12 "D12" [[3,6,1,5,4,2],[1,4,3,2,6,5],[2,1,6,5,4,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[3,6,1,5,4,2]>,<2,3,[2,1,6,5,4,3]>,<2,3,[6,3,2,4,5,1]>,<3,2,[6,4,2,3,1,5]>,<6,2,[4,1,5,6,2,3]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 11 x^2+7*x+2 9 [[-487272775,0],[1007787318,-43002281],[813415190,0],[-1049144406,43002281],[8115320,43002281],[-292900647,-43002281]] 3 [4,1,3,2,4,6,4,5,3,3,6,2,4,5,3,3,4,6,5,3,5,6,4,4,5,3,6,4,6,4,6,4,4,1,3,6,6,1,3,3,4,2,3,5,3,6,5,6,4,6,4,3,1,4,4,3,3,6,6,4,5,3,1,3,1,3,5,1,4,2,4,3,6,6,1,3,3,6,4,1,4,2,3,5,2,4,4,5,3,6,4,3,6,4,1,3,3,4,5,2,5,3,4,4,1,5,4,4,3,5,2,6,4,5,2,4,1,3,3,4,6,5,3,4,5,3,6,3,2,6,5,3,2,6,4,5,3,5,3,4,5,3,6,4,6,3,6,4,1,3,2,4,5,3,5,3,2,4,1,3,4,4,6,4,4,3,6,2] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x-36,2>,<x^3,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,12,6,[[2,1,4,3,6,5],[5,6,2,1,4,3],[1,2,6,5,4,3]],[[1,2,3,4,5,6],[2,1,4,3,6,5],[1,2,6,5,4,3],[2,1,5,6,3,4],[5,6,2,1,4,3],[6,5,1,2,3,4]],[1,2,6,5,4,3],[1,2,4,3,5,6],[1,7],[[[2,1,4,3,6,5],[5,6,2,1,4,3]],[[2,1,4,3,6,5]]],20,<<[],[1,1,1]>,[[4050,0],[21428,0],[8802,0],[130668,0],[246,0],[524264,0],[1,0]]>,[[[90744,0],[96628,0],[120507,0],[101925,0],[125188,0],[11254,0]],[[-38700,0],[35396,0],[65563,0],[74855,0],[21518,0],[98310,0]],[[-64722,26022],[100456,66012],[103600,93035],[52001,22854],[13701,7817],[43528,54782]],[[64722,26022],[30616,66012],[27472,93035],[79071,22854],[117371,7817],[87544,54782]],[[38700,-26022],[95676,65060],[65509,38037],[56217,108218],[109554,123255],[32762,76290]],[[-90744,-26022],[34444,65060],[10565,38037],[29147,108218],[5884,123255],[119818,76290]]]>,<3,6,6,[[2,3,1,5,6,4],[1,3,2,4,6,5]],[[1,2,3,4,5,6],[1,3,2,4,6,5],[2,3,1,5,6,4]],[1,2,3,4,5,6],[1,4,5],[1,4],[[[2,3,1,5,6,4],[1,3,2,4,6,5]],[[2,3,1,5,6,4]]],20,<[],[-1061155680,1650541671,-1197446733,-949228713,-677955573,836828253,1]>,[[-211851532,18904842,175689457,228434889,189101793,158265225],[100771442,180362583,289319176,287133102,73187256,314843024],[-331618348,-199267425,309832345,259272987,125131440,301732729],[-304139729,18904842,175689457,228434889,189101793,158265225],[8483245,180362583,289319176,287133102,73187256,314843024],[-423906545,-199267425,309832345,259272987,125131440,301732729]]>,<5,2,1,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[2,1,4,3,6,5],[1,3],[1],[[]],20,<[],[2,4,1]>,[[9616239506380,37299646474874],[-44214914752491,-37299646474874],[3370894556475,-15613890344818],[-29540975704878,15613890344818],[-4222144426848,-7766518147990],[7770441836987,7766518147990]]>,<23,2,1,[[3,4,1,2,6,5]],[[1,2,3,4,5,6],[3,4,1,2,6,5]],[3,4,1,2,6,5],[1,3],[1],[[]],20,<[],[5,21,1]>,[[357438221950754872385452163,-289908310621133880972602845],[336574142010488189259506292,26181122249282291691379958],[-419110580343778998885468896,289908310621133880972602845],[-213229425224439936259472826,-26181122249282291691379958],[-18537954964032294490306752,-30806799518255088454179674],[31481067498598878552198506,30806799518255088454179674]]>*] [x,x^2-x+1,x^2+2,x^2-6,x^3-6,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,23],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,5,23],[3,7,3,3],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,3]>,<1,2^3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,23],[7,1,2,2],1,[1.000000000,1.110720735,1.064734171],<"notfaithful",0>,[6,3]>,<1,2^3*3,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,5,23],[7,7,1,1],1,[1.000000000,0.9358813101,1.007312281],<"notfaithful",0>,[6,3]>,<2,2^2*3^5,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1]]],[2,3,5,23],[7,7,3,3],1,[1.000000000,1.166863915,1.033577855],<"notfaithful",0>,[6,3]>,<2,2^6*3^5,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]]],[2,3,5,23],[7,7,3,3],1,[1.000000000,0.8430699851,0.9645474799],<"2.2e6_3e5.6t3.6",1>,[6,3]>]
