x^2-x-54 7*31 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-54],[55]] 1 [1,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2,1,1,2,1,2,2,2,2,1,1,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-42,7,1]>,[[-3,-1],[4,1]]>,<31,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[186,31,1]>,[[-15,-1],[16,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[7,31],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,7*31,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[7,31],[3,3],1,[1.000000000,2.152640537,1.432610484],<"1.7_31.2t1.1",1>,[2,1]>]
x^6-2*x^5-6*x^4+15*x^3-5*x^2-3*x+1 19^2*103^2 6 0 24 "S4" [[1,3,2,4,6,5],[5,6,1,2,3,4],[1,6,5,4,3,2],[2,3,1,5,6,4]] [<1,1,[1,2,3,4,5,6]>,<2,3,[4,2,6,1,5,3]>,<2,6,[1,3,2,4,6,5]>,<3,8,[5,6,1,2,3,4]>,<4,6,[6,5,1,3,2,4]>] [[1,1,1,1,1,1],[1,1,2,2],[2,4],[3,3]] 17 x^2+16*x+3 12 [[183819400385586,-63288976861250],[-135421729595598,0],[-101586173357254,173629332364435],[31198555706064,63288976861250],[-11465748099387,0],[33455694960591,-173629332364435]] 1 [5,4,5,4,5,5,2,3,4,5,4,4,5,3,3,4,3,4,4,4,3,5,4,4,3,3,3,5,2,2,4,4,4,4,4,4,3,4,5,4,5,4,5,2,3,3,4,5,2,4,5,4,2,3,4,5,5,5,5,4,3,4,2,4,4,3,4,3,1,5,3,2,4,3,2,4,5,5,3,3,4,3,3,2,4,3,4,3,4,5,4,3,1,4,3,2,3,4,5,4,3,3,4,4,2,3,4,5,4,2,5,4,3,4,4,5,4,4,5,3,2,5,3,4,5,2,2,3,5,3,4,2,5,4,5,5,3,3,5,5,4,1,5,4,4,5,2,3,5,2,2,3,2,5,3,4,5,4,3,3,3,5,3,4,3,5,3,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"RES",<[1],x^2>,[<x^3-39*x^2+347*x+659,2>,<x^6-11*x^5-585*x^4+7387*x^3+70854*x^2-1245178*x+4079549,3>]*],[*[2,4],"CYC",0,5*],[*[3,3],"CYC",0,4*]] [*<19,4,2,[[1,2,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[1,2,4,3,6,5],[1,2,5,6,3,4],[1,2,6,5,4,3]],[1,2,5,6,3,4],[1,3,3,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,18,1]>,[[300705616085137229908435,-15883148090680101732429323],[17042234233209110346608944,-10183523885427437916951935],[1,0]]>,[[[225208418156898184634470,0],[0,0]],[[-8377150759320544146415368,0],[0,0]],[[-17042234233209110346608932,10183523885427437916951936],[-1,0]],[[12,1],[1,0]],[[1231782743563692539865833,-9213813467402583141088100],[-442202952148686910424547,646192228115342725869079]],[[-13627579626736894424831614,-969710418024854775863837],[442202952148686910424547,-646192228115342725869079]]]>,<103,4,2,[[1,2,4,3,6,5],[1,2,5,6,3,4]],[[1,2,3,4,5,6],[1,2,4,3,6,5],[1,2,5,6,3,4],[1,2,6,5,4,3]],[1,2,5,6,3,4],[1,3,3,2],[1],[[[1,2,4,3,6,5]]],20,<<[],[5,102,1]>,[[-8151201962223010568439921603177432180406,-3232468879789890486156398074223072594721],[-3691900223823652988704804464611851881601,-2975025858327203043346515861308845087836],[1,0]]>,[[[-8076975186985590046970486424795312847133,0],[0,0]],[[-2893097605087353507837766939819591862368,0],[0,0]],[[3691900223823652988704804464611851881677,2975025858327203043346515861308845087873],[-1,0]],[[76,37],[1,0]],[[2232977903513883571297384716729879263459,3281489702736418708760764889995583984064],[17815938407075097112310570154698465243,-41333288537031173117198996627824622637]],[[5045194664735406994806064183273173564291,-6256515561063621752107280751304429071974],[-17815938407075097112310570154698465243,41333288537031173117198996627824622637]]]>*] [x,x^2-x-489,x^3-x^2-9*x+10,0,0] [1,2,3,4,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[17,19,103],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,7]>,<1,19*103,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[17,19,103],[1,6,6],1,[1.000000000,0.9269101729,0.8755374494],<"notfaithful",0>,[6,7]>,<2,19*103,1,[[2],[2],[0],[-1],[0]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[0],[-1]],[[1],[-1]]],[17,19,103],[1,6,6],1,[1.000000000,0.8230844950,0.9361308953],<"notfaithful",0>,[6,7]>,<3,19^2*103^2,1,[[3],[-1],[-1],[0],[1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[-1],[1],[-1]],[[1],[1]]],[17,19,103],[2,6,6],1,[0,0,0],<"3.19e2_103e2.6t8.2",1>,[6,7]>,<3,19*103,1,[[3],[-1],[1],[0],[-1]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[-1],[-1],[1]],[[1],[0],[0],[-1]],[[1],[1],[1],[1]],[[1],[0],[-1]]],[17,19,103],[2,6,6],1,[1.000000000,0.3469168297,0.7107108926],<"3.19_103.4t5.2",1>,[6,7]>]
x^3-x^2-652*x-6016 19^2*103^2 3 0 3 "C3" [[2,3,1]] [<1,1,[1,2,3]>,<3,1,[2,3,1]>,<3,1,[3,1,2]>] [[1,1,1],[3]] 31 x-1 5 [[11800617],[-10473190],[-1327426]] 1 [1,3,2,3,3,2,2,1,2,3,1,1,1,1,1,1,1,2,1,2,3,3,2,2,1,3,1,3,1,1,2,1,2,1,1,2,1,2,2,2,1,3,3,3,1,1,2,2,3,1,3,3,3,1,1,1,2,2,3,3,1,2,1,2,1,2,1,1,2,3,2,2,1,1,3,1,2,2,2,2,3,3,3,1,3,2,1,3,1,3,2,1,2,3,1,1,3,2,2,3,1,2,2,2,3,2,3,3,3,3,3,2,2,1,2,3,1,2,2,3,3,2,2,3,1,1,1,1,1,3,1,3,2,2,3,3,1,1,1,3,2,2,2,2,3,2,1,2,3,1,2,2,3,1,1,2,1,1,2,2,1,1,2,1,3,2,3,1] [[*[1,1,1],"CYC",0,1*],[*[3],"ALT",[2,3,1],[<x-7828,2>,<x+7828,3>]*]] [*<2,1,1,[],[[1,2,3]],[1,2,3],[1],[1],[[]],20,[],[-274435,7264,5028]>,<19,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,2,3],[1],[[[3,1,2]]],20,<[],[-12464,-171,38,1]>,[[108,-494604913915078397280998,-494604913915078397280995],[-120,494604913915078397280997,494604913915078397280995],[13,1,0]]>,<103,3,3,[[3,1,2]],[[1,2,3],[2,3,1],[3,1,2]],[1,2,3],[1,3,2],[1],[[[3,1,2]]],20,<[],[272744,13493,206,1]>,[[790,43837651326927519702847410378197230172,43837651326927519702847410378197230142],[-858,-43837651326927519702847410378197230173,-43837651326927519702847410378197230142],[69,1,0]]>*] [x,0,0] [1,2,3] <[1],[2,3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,19,103],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,1]>,<1,19*103,3,[[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,19,103],[1,4,4],0,[0.9968775887-0.07896247980*i,1.384157347-0.1809491222*i,1.208911239-0.08783457585*i],<"1.19_103.3t1.1",1>,[3,1]>,<1,19*103,3,[[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,19,103],[1,4,4],0,[0.9968775887+0.07896247980*i,1.384157347+0.1809491222*i,1.208911239+0.08783457585*i],<"1.19_103.3t1.1",2>,[3,1]>]
x^3-x^2-38*x+132 -3*5^2*23^2 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 7 x-1 5 [[2342],[-1521],[-820]] 2 [2,1,2,1,2,3,2,3,2,2,3,3,2,1,2,2,2,3,3,2,1,1,2,2,3,2,3,2,3,2,3,2,2,3,2,1,3,1,2,2,2,3,2,3,2,3,1,3,2,3,2,2,1,2,2,2,2,3,1,2,3,2,3,2,1,2,3,3,2,3,2,2,3,3,1,2,2,3,2,3,2,3,2,3,3,2,2,3,2,3,2,2,3,2,3,2,2,2,3,3,1,2,2,2,3,3,2,2,2,1,3,3,2,1,3,2,3,2,2,2,1,3,2,2,3,2,1,2,3,3,3,2,1,3,2,3,2,3,2,2,1,2,3,2,1,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,2,3,2,2,2,3,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<2,2,1,[[1,3,2]],[[1,2,3],[1,3,2]],[1,3,2],[1,2],[1],[[]],20,<[],[1,1,1]>,[[461991,0],[-249792,-37594],[-212198,37594]]>,<3,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-1437884250,-1445663244,1]>,[[-283401780,-1162261467],[1445663246,-1],[2,1]]>,<5,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[2,4,1]>,[[60,0],[-30,0],[5,0],[1,0]]>,[[[13478995207407,30581355513860],[8705774496153,9121258830108],[2280314707527,-8396585810299]],[[2,0],[1,0],[0,0]],[[-13478995207408,-30581355513860],[-8705774496154,-9121258830108],[-2280314707527,8396585810299]]]>,<23,6,3,[[2,3,1],[3,2,1]],[[1,2,3],[2,1,3],[2,3,1]],[3,2,1],[1,2,3],[1],[[[2,3,1]]],20,<<[],[5,21,1]>,[[276,0],[138,0],[23,0],[1,0]]>,[[[-35302295979251031214720191,160081289081460505877064287],[2203362262061920973442664,21528550004269909777063631],[-12947539299225278299661852,27191842324870244185521152]],[[8,0],[1,0],[0,0]],[[35302295979251031214720184,-160081289081460505877064287],[-2203362262061920973442665,-21528550004269909777063631],[12947539299225278299661852,-27191842324870244185521152]]]>*] [x,x^2-x+1,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,5,23],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,5,23],[2,4,2,2],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[3,2]>,<2,3*5^2*23^2,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1]],[[1]]],[2,3,5,23],[2,4,5,5],1,[1.000000000,2.292212263,1.238690928],<"2.3_5e2_23e2.3t2.1",1>,[3,2]>]
x^4-x^3-26*x^2-x+107 19^2*103^2 4 0 12 "A4" [[2,3,1,4],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,3,[2,1,4,3]>,<3,4,[2,3,1,4]>,<3,4,[3,1,2,4]>] [[1,1,1,1],[1,3],[2,2]] 41 x-1 5 [[25287749],[-23078387],[43185199],[-45394560]] 1 [2,4,3,4,4,3,3,1,3,4,2,2,1,2,2,1,2,3,2,3,4,4,3,3,2,4,1,4,2,2,3,2,3,2,2,3,2,3,3,3,1,4,4,4,1,2,3,3,4,2,4,4,4,2,2,2,3,3,4,4,2,3,2,3,1,3,2,2,3,4,3,3,2,2,4,2,3,3,3,3,4,4,4,2,4,3,2,4,1,4,3,2,3,4,2,2,4,3,3,4,1,3,3,3,4,3,4,4,4,4,4,3,3,2,3,4,2,3,3,4,4,3,3,4,2,2,2,2,2,4,1,4,3,3,4,4,2,1,1,4,3,3,3,3,4,3,2,3,4,2,3,3,4,2,2,3,2,1,3,3,2,2,3,2,4,3,4,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,3],"ALT",[1,3,4,2],[<x-7828,4>,<x+7828,3>]*],[*[2,2],"CYC",0,2*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,2],[1],[[]],20,<[],[1,1,1]>,[[-400938,466561],[181077,-466561],[59297,-101268],[-101579,101268]]>,<19,3,3,[[1,4,2,3]],[[1,2,3,4],[1,4,2,3],[1,3,4,2]],[1,2,3,4],[1,4,3],[1],[[[1,4,2,3]]],20,<[],[5602717449082556302091985,12235058183210015742530297,-8839686051277888204382308,1]>,[[-8839686051277888204382316,0,0],[6769348722400302946624958,-311197710655728156826298,-875018042510895681347952],[2070337328877585257757356,311197710655728156826297,875018042510895681347952],[3,1,0]]>,<103,3,3,[[1,4,2,3]],[[1,2,3,4],[1,4,2,3],[1,3,4,2]],[1,2,3,4],[1,3,4],[1],[[[1,4,2,3]]],20,<[],[5094550487847907730139763406816556226757,7694648038241475990897575714196123295681,-6784021910074945268414035282211624387982,1]>,[[-6784021910074945268414035282211624388209,0,0],[-5828367893057019640115151882813055895092,-69421594497156412314318420484790392158,32761597441989029801037235101815561467],[-5448722543562173209043945910792578535175,69421594497156412314318420484790392157,-32761597441989029801037235101815561467],[76,1,0]]>*] [x,x^3-x^2-652*x-6016,x^3-x^2-652*x-6016,0] [1,3,2,4] <[1],[2,3],[4]> [<1,1,1,[[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,19,103],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,4]>,<1,19*103,3,[[1,0],[1,0],[0,1],[-1,-1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[0,-1]],[[1,0],[1,1]],[[1,0]]],[2,19,103],[1,5,5],0,[0.9968775887-0.07896247980*i,1.384157347-0.1809491222*i,1.208911239-0.08783457585*i],<"notfaithful",0>,[4,4]>,<1,19*103,3,[[1,0],[1,0],[-1,-1],[0,1]],[[[1,0],[-1,0]],[[1,0],[-1,0]],[[1,0],[1,1]],[[1,0],[0,-1]],[[1,0]]],[2,19,103],[1,5,5],0,[0.9968775887+0.07896247980*i,1.384157347+0.1809491222*i,1.208911239+0.08783457585*i],<"notfaithful",0>,[4,4]>,<3,19^2*103^2,1,[[3],[-1],[0],[0]],[[[1],[-3],[3],[-1]],[[1],[1],[-1],[-1]],[[1],[0],[0],[-1]],[[1],[0],[0],[-1]],[[1],[-1]]],[2,19,103],[2,5,5],1,[0,0,0],<"3.19e2_103e2.4t4.1",1>,[4,4]>]
