x^2-x-66 5*53 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[24],[-23]] 1 [1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1,2,1,1,2,2,1,2,2,2,1,1,1,2,1,2,1,2,1,1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1,1,2,1,2,1,2,1,2,2,2,1,1,2,1,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<5,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-60,5,1]>,[[-2,-1],[3,1]]>,<53,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[636,53,1]>,[[-26,-1],[27,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[5,53],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,5*53,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[5,53],[3,3],1,[1.000000000,2.310877610,1.464235421],<"1.5_53.2t1.1",1>,[2,1]>]
x^4-2*x^3-5*x^2-4*x+4 -2^6*5^2*31 2 1 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 157 x-1 5 [[-28757781185],[-15626135344],[-26566953353],[-24438122673]] 4 [1,4,3,3,5,4,5,3,5,5,4,4,2,4,3,4,3,5,2,2,5,4,4,4,3,3,3,2,3,3,5,3,5,5,3,4,1,1,5,1,5,5,2,3,4,4,3,5,1,5,3,4,4,5,3,5,5,4,4,2,1,2,2,1,5,1,5,5,4,3,5,1,5,2,3,5,5,1,4,4,3,3,1,5,2,1,4,5,5,5,2,1,5,5,5,3,5,2,4,3,1,4,2,4,5,3,4,3,1,4,3,4,3,5,4,4,4,5,2,3,3,5,4,2,3,3,5,4,3,1,5,5,1,4,4,2,4,4,4,4,3,5,5,4,5,1,2,3,5,5,1,4,4,3,2,4,2,4,3,5,4,5,5,3,3,5,4,2] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-4,2>,<x^2+26*x+200,3>]*],[*[4],"CYC",0,5*]] [*<2,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[3],[[[2,1,4,3]]],20,<[],[232486,41296,1]>,[[2,2],[-82590,131070],[104887,87833],[-22297,174311]]>,<5,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[2,4,1]>,[[2712061431540,1971873547030],[24284795752520,-35541317944050],[1,0]]>,[[[-24284795752520,35541317944051],[-1,0]],[[0,1],[1,0]],[[-1971873547034,-1356030715771],[-8668805813232,-5945151678347]],[[26256669299556,-34185287228281],[8668805813232,5945151678347]]]>,<31,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[3,29,1]>,[[110907732665360316946625805996,0],[296904913950268832056871818371,0],[1,0]]>,[[[106403301532838478046458115121,136091202138962131594927586949],[0,0]],[[190501612417430354010413703206,-136091202138962131594927586949],[0,0]],[[-296904913950268832056871818348,0],[-1,0]],[[23,0],[1,0]]]>*] [x,x^2-10,x^2-x+8,x^2+310,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,31],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,2^3*5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,31],[6,6,1],1,[1.000000000,1.150086523,1.092365033],<"notfaithful",0>,[4,3]>,<1,31,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,31],[1,1,6],1,[1.000000000,1.692740092,1.252979949],<"notfaithful",0>,[4,3]>,<1,2^3*5*31,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,31],[6,6,6],1,[1.000000000,0.7137218904,0.8862270030],<"notfaithful",0>,[4,3]>,<2,2^3*5*31,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]],[[1],[1]]],[2,5,31],[6,7,7],1,[1.000000000,1.686742515,1.294635496],<"2.2e3_5_31.4t3.1",1>,[4,3]>]
x^4-109*x^2+800 2^3*8681^2 4 0 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 73 x-1 6 [[68679837163],[3205033712],[-3205033712],[-68679837163]] 1 [4,5,4,2,5,4,3,4,3,5,2,5,3,4,3,4,5,4,5,2,1,3,4,3,2,4,2,4,5,3,3,4,2,4,4,1,4,5,3,4,4,5,1,2,5,2,4,3,5,5,1,3,1,4,1,2,4,1,5,3,5,4,5,3,1,5,5,2,5,5,1,3,1,5,5,3,5,5,3,1,4,5,1,3,3,4,3,1,5,3,5,3,3,4,4,3,5,2,4,4,4,4,4,3,4,3,5,3,3,1,3,5,1,5,3,1,5,3,5,5,5,3,5,5,4,5,5,3,3,4,5,2,1,5,3,3,4,4,5,2,4,5,2,5,4,3,4,1,4,1,5,3,4,3,5,1,3,1,2,4,5,1,3,5,2,1,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x-654,2>,<x^2-115200,3>]*],[*[4],"CYC",0,5*]] [*<2,4,2,[[2,1,3,4],[1,2,4,3]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[1,2,4,3],[1,4,4,2],[3],[[[2,1,3,4]]],20,<<[],[1,1,1]>,[[50950,0],[0,0],[1,0]]>,[[[0,0],[4,0]],[[0,0],[65532,0]],[[238953,-46382],[0,0]],[[-238953,46382],[0,0]]]>,<5,2,1,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,4,3],[1,4],[1],[[]],20,<[],[2,4,1]>,[[-46760062569972,0],[46760062569972,0],[-2265798552680,-1132899276340],[2265798552680,1132899276340]]>,<8681,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[15,8680,1]>,[[-2648456339768129728924935792557688265031686228027841062052545165243894254589228,1040219506263867203073402402169541107673871713144556784024468978955739303617709],[-2537184835144852333520912738325825163530489869571954246032659666648469616681524,924996132255854670089882943617791813591629614218876752850785851214029648336302],[1,0]]>,[[[2537184835144852333520912738325825163530489869571954246032659666648469616687802,-924996132255854670089882943617791813591629614218876752850785851214029648331496],[-1,0]],[[6278,4806],[1,0]],[[-6278,-4806],[-1,0]],[[-2537184835144852333520912738325825163530489869571954246032659666648469616687802,924996132255854670089882943617791813591629614218876752850785851214029648331496],[1,0]]]>*] [x,x^2-x-2170,x^2-2,x^2-17362,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,8681],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,8681,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,8681],[1,1,6],1,[1.000000000,2.051671443,1.269049173],<"notfaithful",0>,[4,3]>,<1,2^3,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,8681],[6,4,1],1,[1.000000000,0.6232252402,0.8723580249],<"notfaithful",0>,[4,3]>,<1,2^3*8681,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,8681],[6,3,6],1,[1.000000000,1.339164191,1.099339733],<"notfaithful",0>,[4,3]>,<2,2^3*8681,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[2,5,8681],[6,3,6],1,[1.000000000,0.4542614180,0.7583396825],<"2.2e3_8681.4t3.1",1>,[4,3]>]
x^6-x^5-35*x^4+55*x^3+365*x^2+89*x-699 5^8*17^5 2 2 120 "S5" [[2,6,1,3,4,5],[6,5,4,3,2,1]] [<1,1,[1,2,3,4,5,6]>,<2,10,[6,5,4,3,2,1]>,<2,15,[1,4,5,2,3,6]>,<3,20,[6,5,2,1,3,4]>,<4,30,[1,2,5,6,4,3]>,<5,24,[5,4,3,1,6,2]>,<6,20,[2,6,1,3,4,5]>] [[1,1,1,1,1,1],[1,1,2,2],[1,1,4],[1,5],[2,2,2],[3,3],[6]] 43 x^2+42*x+3 5 [[-23968605,0],[-51949171,0],[66540965,8340234],[10268023,-8340234],[-53529969,-27029234],[52638758,27029234]] 3 [4,5,5,5,2,6,3,4,5,2,7,5,5,3,3,6,6,7,6,7,5,5,6,6,5,6,3,5,2,7,6,7,3,7,3,6,6,7,2,2,4,5,3,5,7,7,2,3,7,4,5,4,5,6,4,6,2,6,5,6,7,4,3,2,5,2,4,5,7,3,3,4,7,4,2,6,4,7,7,6,5,4,5,6,5,4,7,4,4,3,6,5,5,6,2,5,3,2,6,5,5,3,4,6,7,3,4,3,3,7,7,3,5,5,3,7,2,4,5,4,6,5,2,7,7,3,5,5,3,6,6,7,7,4,6,3,4,5,4,2,7,7,2,5,3,5,5,5,4,6,2,7,4,5,2,5,6,5,6,2,7,4,4,6,6,5,5,2] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,3*],[*[1,1,4],"CYC",0,5*],[*[1,5],"CYC",0,6*],[*[2,2,2],"CYC",0,2*],[*[3,3],"CYC",0,4*],[*[6],"CYC",0,7*]] [*<5,20,5,[[1,5,2,3,6,4],[1,2,4,5,6,3]],[[1,2,3,4,5,6],[1,2,5,6,3,4],[1,2,4,5,6,3],[1,2,6,3,4,5],[1,5,2,3,6,4]],[1,2,4,5,6,3],[1,3,5,5,6],[2],[[[1,5,2,3,6,4]]],20,<<[],[2,4,4,0,1]>,[[11363897407470,0,0,0],[10020818603075,0,0,0],[22795227908175,0,0,0],[17800277600775,0,0,0],[-40601877359690,0,0,0],[1,0,0,0]]>,[[[-2454904703444,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[1,0,0,0],[1,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[-7159480618209,7241625127545,-300443428750,-2390773312190],[716087638861,-1049673456040,1174381393890,1681015021975],[-6626395050,-1801835237613,1558199860638,-1041008705442],[549834998460,1053087316180,-181867866172,1576089332143],[931158956532,-1382755616718,-88319025664,1640831424495]],[[2353439185026,9207130792855,2255007740380,-7281262933240],[-1842492473604,497562982890,-919745757935,-1590457513255],[190239473795,1081503983494,-263694399639,1510775179566],[1703145909265,1533962632873,1730928468019,685328746284],[-1066317449889,1076469331375,1546930784339,-115160584314]],[[2929440666181,6538485311805,-6173585615650,-7828028978210],[1021689271576,1544504770345,-1357452346585,927639882780],[-437065258700,588537027338,-119579751538,-65968585208],[-717162585385,553078415163,-378511416060,1284852504120],[1796060390343,-273614491907,-1894216804836,1861498000005]],[[4331505470446,-3913754904080,4219021304020,-1573421104485],[104715563166,-992394297195,1102816710630,-1018197391500],[253452179955,131794226781,-1174925709461,-403797888916],[-1535818322340,674568901409,-1170549185787,268426683078],[-1660901896986,579900777250,435605046161,427528425439]]]>,<17,12,6,[[2,3,4,5,6,1],[1,6,5,4,3,2]],[[1,2,3,4,5,6],[4,5,6,1,2,3],[1,6,5,4,3,2],[2,1,6,5,4,3],[3,4,5,6,1,2],[2,3,4,5,6,1]],[1,6,5,4,3,2],[1,2,3,2,4,7],[1],[[[2,3,4,5,6,1]]],20,<<[],[3,16,1]>,[[1989,0],[1037,0],[-85,0],[85,0],[85,0],[17,0],[1,0]]>,[[[-463515909534953208597592,0],[-98357672644611103213478,0],[9711239601235055302813,0],[72718296168965283466931,0],[-90020604858112733774914,0],[63213386146650342617524,0]],[[1091913191069407047190561,-1913472208219426981884957],[-111244693662891380991172,-81515349717388005760404],[-11838198639857158509102,15257937884214866613849],[-90472616459659869798856,-30376831335201921754303],[117147252879527717201879,-109891112484308938937688],[117087449258454542887474,-51536585130325225401170]],[[1331230796371341477475370,-1876835944343986550470752],[81286163375416844986357,116449260582131368217801],[-115548171447002390804579,44135854481614669693102],[-75723530442124373832318,-90446984129214483103540],[5595943287644555934883,89723669740929511612957],[-34738927568694706316473,-23871176406220895431542]],[[3,0],[1,0],[0,0],[0,0],[0,0],[0,0]],[[-1153245347305453894205406,1876835944343986550470752],[-108394956142625772568388,-116449260582131368217801],[-104504536097383131352752,-44135854481614669693102],[-63006398485600593258596,90446984129214483103540],[4451841543680319210489,-89723669740929511612957],[108127459245688295741046,23871176406220895431542]],[[-806382730600341421862935,1913472208219426981884957],[-2361276610439913060473,81515349717388005760404],[-16892769102143699483533,-15257937884214866613849],[-82588186466731771424314,30376831335201921754303],[-37174432852739858572337,109891112484308938937688],[-14616931396947150082418,51536585130325225401170]]]>,<3797,4,1,[[2,3,4,1,5,6]],[[1,2,3,4,5,6],[3,4,1,2,5,6],[2,3,4,1,5,6],[4,1,2,3,5,6]],[2,3,4,1,5,6],[1,3,5,5],[1],[[]],20,<[],[2,3340,3,0,1]>,[[-37483351313378016699845996752054256913537641242785496355465025672201674,116907613234495939414534710273721435313423878013344916430479842461236673,167551957646138071994003886976447962454219874662619333233074684937379158,-78752112806090468580291600060284486416615835226068152049540440515411715],[68878515006432199711427222954732803044032780301975587874253947287989788,-103455955534251923596354092764131786343949988878150046825833997750038341,84272202114226303992259464800909717345154759446564703749598154771735961,-192111702659070646883575113216500016664968607444494937735370696938619710],[4118111145555069222680195695792908440141734258699350097995280039624860,31445127873545084511324453222526082323625605583685308172761904055518056,-112830647747154884904209217198444820051130970164718297952240750786853853,-43796341290998433877736362217272453975291223826395471382050991552445200],[-86693008856956687520876970630160694448264670690872107427139508994376749,-44896785573789100329505070732115731293099494718880177777407748766716388,-138993512013209491082054134578912859748243663944465739030432088922261266,-73322169634738777645617525610775804307963736235502791968136473189215776],[50513980238946437241241936162333457800844542830413118875544761862693,0,0,0],[38579217605680449687632960284246245368248230144173532262143114934583,0,0,0]]>*] [x,x^2-x-4,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[5,17,3797],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,14]>,<1,17,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[5,17,3797],[2,8,2],1,[1.000000000,1.016084834,1.126461493],<"notfaithful",0>,[6,14]>,<4,5^8*17^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1]],[[1],[1]]],[5,17,3797],[8,9,5],1,[0,0,0],<"4.5e8_17e3.10t12.3",1>,[6,14]>,<4,5^8*17^3,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1]],[[1],[-1]]],[5,17,3797],[8,9,5],1,[0,0,0],<"4.5e8_17e3.5t5.3",1>,[6,14]>,<5,5^8*17^4,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[1]],[[1],[-1]]],[5,17,3797],[8,9,5],1,[0,0,0],<"5.5e8_17e4.10t13.7",1>,[6,14]>,<5,5^8*17^5,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-1]],[[1]]],[5,17,3797],[8,9,5],1,[0,0,0],<"5.5e8_17e5.6t14.3",1>,[6,14]>,<6,5^8*17^5,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[5,17,3797],[8,9,5],1,[0,0,0],<"6.5e8_17e5.20t35.5",1>,[6,14]>]
x^6-x^5-35*x^4+55*x^3+365*x^2-421*x-1464 5^8*17^5 2 2 120 "S5" [[4,6,2,3,1,5],[4,5,6,1,2,3]] [<1,1,[1,2,3,4,5,6]>,<2,10,[4,5,6,1,2,3]>,<2,15,[4,3,2,1,5,6]>,<3,20,[3,5,6,2,4,1]>,<4,30,[2,4,1,3,5,6]>,<5,24,[1,6,2,5,3,4]>,<6,20,[4,6,2,3,1,5]>] [[1,1,1,1,1,1],[1,1,2,2],[1,1,4],[1,5],[2,2,2],[3,3],[6]] 13 x^2+12*x+2 5 [[149630,-11308],[-85967,11308],[84144,0],[84357,160129],[19274,-160129],[119856,0]] 3 [3,5,5,7,5,3,3,6,2,5,5,7,2,6,4,4,3,5,3,2,7,5,6,3,5,6,4,2,5,7,4,2,4,7,4,6,6,5,7,5,6,7,6,5,7,5,5,4,7,6,5,4,7,6,6,6,5,4,5,4,2,4,4,5,5,7,6,7,5,4,6,4,7,6,7,6,4,2,2,6,7,4,7,4,5,3,5,6,4,6,6,7,5,6,7,5,6,7,6,2,2,1,4,4,5,4,4,6,6,7,5,3,5,7,4,2,7,4,5,6,4,7,5,5,2,6,5,5,3,6,3,5,7,6,3,6,6,5,3,5,5,7,7,2,6,5,5,5,4,6,5,5,4,7,5,5,3,5,3,2,2,6,6,6,6,7,5,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,3*],[*[1,1,4],"CYC",0,5*],[*[1,5],"CYC",0,6*],[*[2,2,2],"CYC",0,2*],[*[3,3],"CYC",0,4*],[*[6],"CYC",0,7*]] [*<2,2,1,[[1,2,6,5,4,3]],[[1,2,3,4,5,6],[1,2,6,5,4,3]],[1,2,6,5,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[88296,0],[129653,0],[250850,97653],[20942,139591],[-118649,-139591],[153197,-97653]]>,<5,20,5,[[1,5,2,3,6,4],[1,2,4,5,6,3]],[[1,2,3,4,5,6],[1,2,5,6,3,4],[1,2,4,5,6,3],[1,2,6,3,4,5],[1,5,2,3,6,4]],[1,2,4,5,6,3],[1,3,5,5,6],[2],[[[1,5,2,3,6,4]]],20,<<[],[2,4,4,0,1]>,[[36582084011585,0,0,0],[47408847714075,0,0,0],[-35002701691325,0,0,0],[33183061633225,0,0,0],[18214587636530,0,0,0],[1,0,0,0]]>,[[[-858898691599,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[1,0,0,0],[1,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],[[-2401738693889,-2643629819705,-7803207898300,2740526949260],[453421994991,-184868939880,-272262720145,1286323461500],[-1133870248360,890496986667,760547953523,1658142791948],[273306334910,-716707520079,754785126267,859477782667],[-1896073930613,-400362040695,-464538010667,949233118782]],[[9409188111346,2866323523555,-940313972270,-4255588842390],[-164500726714,-1489164812970,1421477527405,-1320376699310],[183523596540,-576975600546,114625159176,-15242240604],[1689057986850,10701267470,-78179840543,-656426532563],[925081609381,-251529090009,-392978883422,1841912213950]],[[5092007270626,2253637446880,-1430946435150,7348096738040],[1347481207446,-746618340435,935182410205,-1763751731665],[1817907470360,-1241045524212,-847387633693,-100671509293],[-1278269207960,-821230690698,1618819496131,-233736978199],[388390961863,-1613376621805,-24929401833,-1125482500032]],[[7832928331641,-2476331150730,-8899018022405,-5833034844910],[-1636402475724,-1394045172340,1730300048160,1797804969475],[-867560818540,927524138091,-27785479006,-1542229042051],[-684095113800,1527236943307,1519272483770,30685728095],[582601359369,-1549429513116,882446295922,-1665662832700]]]>,<17,12,6,[[2,3,4,5,6,1],[1,6,5,4,3,2]],[[1,2,3,4,5,6],[4,5,6,1,2,3],[1,6,5,4,3,2],[2,1,6,5,4,3],[3,4,5,6,1,2],[2,3,4,5,6,1]],[1,6,5,4,3,2],[1,2,3,2,4,7],[1],[[[2,3,4,5,6,1]]],20,<<[],[3,16,1]>,[[-306,0],[527,0],[-85,0],[85,0],[85,0],[17,0],[1,0]]>,[[[966825092622916452570167,0],[110898552602606420800460,0],[80560538443167055492019,0],[-34689761075888485044169,0],[42908885889311756201598,0],[-10706727073644220347231,0]],[[-1096214480586242573452850,1260508023248554110030189],[-5291222637479706191536,105178532420687621793132],[60964953347827287244823,-88166940613300749313487],[-74084528926885261961096,-50832033602068438301726],[35116486121067294415156,-96538015921594792026123],[-30516851025273783602549,5138354251794961881645]],[[349888825316208246124263,2008815856032776551790674],[-12261051276831367058991,-85499379891991646846472],[-78077686578251908507123,-73299416921345923208467],[-14674119672678226288097,-37141043691729817059419],[67360041443642762318122,-37390885067954044149088],[-18455555892194423144613,32897006132384621912099]],[[3,0],[1,0],[0,0],[0,0],[0,0],[0,0]],[[722686381972363596686287,-2008815856032776551790674],[-78705587115872966598357,85499379891991646846472],[-100649194262473761407416,73299416921345923208467],[101437708024696196968301,37141043691729817059419],[-51603104524546505837929,37390885067954044149088],[-66662782640045724043891,-32897006132384621912099]],[[-943185819325245721927869,-1260508023248554110030189],[-14640691572422380951577,-105178532420687621793132],[37201389049731327177697,88166940613300749313487],[22010701650755776325061,50832033602068438301726],[-93782308929475307096947,96538015921594792026123],[-112730519053993173708869,-5138354251794961881645]]]>*] [x,x^2-x-4,0,0,0,0,0] [1,2,3,4,5,6,7] <[1],[2],[3],[4],[5],[6],[7]> [<1,1,1,[[1],[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,17],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,14]>,<1,17,1,[[1],[-1],[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,17],[1,2,8],1,[1.000000000,1.016084834,1.126461493],<"notfaithful",0>,[6,14]>,<4,5^8*17^3,1,[[4],[-2],[0],[1],[0],[-1],[1]],[[[1],[-4],[6],[-4],[1]],[[1],[2],[0],[-2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[-1],[0],[1],[-1]],[[1]],[[1],[1]]],[2,5,17],[3,8,9],1,[0,0,0],<"4.5e8_17e3.10t12.4",1>,[6,14]>,<4,5^8*17^3,1,[[4],[2],[0],[1],[0],[-1],[-1]],[[[1],[-4],[6],[-4],[1]],[[1],[-2],[0],[2],[-1]],[[1],[0],[-2],[0],[1]],[[1],[-1],[0],[-1],[1]],[[1],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1]],[[1],[1],[0],[-1],[-1]],[[1]],[[1],[-1]]],[2,5,17],[3,8,9],1,[0,0,0],<"4.5e8_17e3.5t5.4",1>,[6,14]>,<5,5^8*17^4,1,[[5],[1],[1],[-1],[-1],[0],[1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[1],[0],[0],[-1],[-1]],[[1],[0],[0],[0],[0],[-1]],[[1],[-1],[1],[-1],[1],[-1]],[[1],[1]],[[1],[-1]]],[2,5,17],[2,8,9],1,[0,0,0],<"5.5e8_17e4.10t13.8",1>,[6,14]>,<5,5^8*17^5,1,[[5],[-1],[1],[-1],[1],[0],[-1]],[[[1],[-5],[10],[-10],[5],[-1]],[[1],[1],[-2],[-2],[1],[1]],[[1],[-1],[-2],[2],[1],[-1]],[[1],[1],[1],[-1],[-1],[-1]],[[1],[-1],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[-1]],[[1],[1],[1],[1],[1],[1]],[[1],[-1]],[[1]]],[2,5,17],[3,8,9],1,[0,0,0],<"5.5e8_17e5.6t14.4",1>,[6,14]>,<6,5^8*17^5,1,[[6],[0],[-2],[0],[0],[1],[0]],[[[1],[-6],[15],[-20],[15],[-6],[1]],[[1],[0],[-3],[0],[3],[0],[-1]],[[1],[2],[-1],[-4],[-1],[2],[1]],[[1],[0],[0],[-2],[0],[0],[1]],[[1],[0],[1],[0],[-1],[0],[-1]],[[1],[-1],[0],[0],[0],[-1],[1]],[[1],[0],[0],[0],[0],[0],[-1]],[[1],[0],[1]],[[1],[1]]],[2,5,17],[3,8,9],1,[0,0,0],<"6.5e8_17e5.20t35.6",1>,[6,14]>]
