x^2+61629 -2^2*3*20543 0 1 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 5 x-1 5 [[-239],[239]] 2 [1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,1,2,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2,1,2,1,1,1,1,1,2,1] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<2,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[2],[[[2,1]]],20,<[],[61630,2,1]>,[[1,1],[-1,-1]]>,<3,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[61629,0,1]>,[[0,-1],[0,1]]>,<20543,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[61629,0,1]>,[[0,-1],[0,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[2,3,20543],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,2^2*3*20543,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[2,3,20543],[3,3,3],1,[1.000000000,1.265485905,1.037742553],<"1.2e2_3_20543.2t1.1",1>,[2,1]>]
x^4-x^3+13*x^2+28*x-196 -5^2*3079 2 1 8 "D8" [[2,1,3,4],[3,4,1,2]] [<1,1,[1,2,3,4]>,<2,1,[2,1,4,3]>,<2,2,[3,4,1,2]>,<2,2,[1,2,4,3]>,<4,2,[3,4,2,1]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 11 x-1 7 [[-1643228],[6229891],[2728823],[-7315485]] 4 [3,5,1,3,1,5,3,4,3,2,4,5,2,3,5,5,1,4,5,1,5,1,3,2,3,1,5,5,2,3,5,2,3,2,4,4,5,5,3,3,4,4,4,3,5,4,4,3,3,4,3,4,2,4,5,5,2,4,5,4,3,3,5,4,5,5,4,5,3,4,3,4,3,3,2,3,4,3,4,1,2,2,2,3,1,3,2,5,4,3,5,2,5,4,1,5,1,1,5,4,5,3,3,2,4,5,5,5,1,2,5,5,5,2,4,1,3,3,3,4,1,5,3,5,4,4,2,4,3,3,1,3,2,3,4,1,5,5,3,4,4,2,5,5,4,4,5,5,4,3,3,2,3,5,5,2,2,4,5,1,3,3,3,1,5,5,4,3] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x-42,2>,<x^2-55*x+1526,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[277560,237591],[39969,-237591],[53058,-100644],[-108442,100644]]>,<5,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-4862489287130,5816475846185,1]>,[[-5816475846183,-1],[2,1],[-35304696272214,-3415770753356],[41121172118396,3415770753356]]>,<7,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[3,6,1]>,[[-5251263196632450,21755350349453639],[23801167301869718,-21755350349453639],[-366312314890263,-558682882896516],[-271042213332065,558682882896516]]>,<3079,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[466282698261705481674826877563448939834035652547275046334368295251769,452162872831872432510469437615627324940562527028873600877314679566155,1]>,[[-1887708153174298864906717220456199691734088191980402491265140678007128,0],[2339871026006171297417186658071827016674650719009276092142455357573228,0],[-452162872831872432510469437615627324940562527028873600877314679566127,-1],[28,1]]>*] [x,x^2-x-1,x^2-x+770,x^2-x+3849,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,7,3079],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,5,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,7,3079],[3,6,3,1],1,[1.000000000,0.4304089410,0.7062114032],<"notfaithful",0>,[4,3]>,<1,3079,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,5,7,3079],[1,1,1,6],1,[1.000000000,2.321287245,1.282442110],<"notfaithful",0>,[4,3]>,<1,5*3079,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,5,7,3079],[3,6,3,6],1,[1.000000000,1.012791429,0.8896599635],<"notfaithful",0>,[4,3]>,<2,5*3079,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[2,5,7,3079],[3,6,3,6],1,[1.000000000,1.665076855,1.113242934],<"2.5_3079.4t3.1",1>,[4,3]>]
x^6-2*x^5+2*x^4-8*x^3+x^2-10*x+50 -2^10*271^2 0 3 12 "D12" [[2,1,3,5,4,6],[1,3,2,4,6,5],[4,6,5,1,3,2]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,6,5,1,3,2]>,<2,3,[2,1,3,5,4,6]>,<3,2,[3,1,2,6,4,5]>,<6,2,[5,6,4,2,3,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 37 x^2+33*x+2 5 [[-5606986,0],[26321652,-32390620],[-14291200,32390620],[-2123912,0],[28536102,-10748242],[-32835654,10748242]] 3 [1,6,4,6,3,5,1,2,3,1,6,4,5,6,3,4,6,4,3,3,4,6,3,5,4,5,6,6,1,4,3,2,4,3,1,2,5,3,6,5,3,5,3,4,5,3,3,2,6,4,5,3,5,2,4,3,5,2,5,5,6,4,3,6,4,5,6,4,6,4,5,2,3,1,6,6,5,4,4,5,3,5,6,1,3,6,5,4,5,3,3,3,3,3,3,3,4,5,3,5,3,5,2,4,6,5,3,4,6,4,3,5,4,3,6,5,6,3,5,2,4,4,1,3,6,5,4,6,6,1,6,3,3,1,5,4,5,3,5,4,2,4,2,3,4,3,4,5,2,6,4,5,3,2,6,2,2,4,5,4,3,5,6,3,5,2,6,1] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+20,2>,<x^3-8*x^2+178*x-2584,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,4,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[1,2,3,4,5,6],[1,3,4,2],[2,4],[[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,4,3,6,5]]],20,<[],[-187278,-368524,-246386,-368516,1]>,[[-6384,169318,8215,-213708],[162154,-169318,-8215,213708],[1,1,0,0],[8775,84487,48436,-46096],[-124615,55579,40003,15577],[-39929,122077,-88439,30519]]>,<5,2,1,[[2,1,4,3,5,6]],[[1,2,3,4,5,6],[2,1,4,3,5,6]],[2,1,4,3,5,6],[1,4],[1],[[]],20,<[],[2,4,1]>,[[37924243271190,13952745744864],[-17886739708266,-13952745744864],[14145288634705,2676416391498],[3439623068713,-2676416391498],[-4423613218105,0],[4948170608015,0]]>,<17,1,1,[],[[1,2,3,4,5,6]],[1,2,3,4,5,6],[1],[1],[[]],20,[],[-1741843089602489119725008,1315499815344457874869443,1732664387358146092253254,-232740368815553438973344,-26301018050135723807798,-90989983493820385227933]>,<271,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,2,4,3],[1],[[[1,2,4,3,6,5]]],20,<<[],[6,269,1]>,[[-1874665286434937120941355530985288824242804318800,-1764332062628669476949029968591292173835085222195],[1503299880043780452134749099533083308740029576619,-2209902344589410563919920545753695901724993873391],[1,0]]>,[[[-1468120637849138582677287320841501646622773975187,228381636550226410920766883883596730967852012132],[0,0]],[[999131181677022950152047671605684160758938930919,-228381636550226410920766883883596730967852012132],[0,0]],[[-1503299880043780452134749099533083308740029576488,2209902344589410563919920545753695901724993873427],[-1,0]],[[131,36],[1,0]],[[-1068680554817140176796313448603987909093766640088,-314835084933820503553219587892423962276475560191],[-7072462787351394218797013612405637218057338089,-3934586987109092693515490706548282824132528900]],[[-1523452398362468457866242570993876041854790465686,-1895067259655590060366700957861271939448518313272],[7072462787351394218797013612405637218057338089,3934586987109092693515490706548282824132528900]]]>*] [x,x^2+542,x^2+1,x^2-542,x^3-x^2-3*x-17,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,5,17,271],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^3*271,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,5,17,271],[7,3,1,7],1,[1.000000000,1.619315509,1.108322508],<"notfaithful",0>,[6,3]>,<1,2^2,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,17,271],[7,1,1,2],1,[1.000000000,0.7853981634,0.9159655942],<"notfaithful",0>,[6,3]>,<1,2^3*271,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,5,17,271],[7,2,1,7],1,[1.000000000,0.6857849415,0.8619506671],<"notfaithful",0>,[6,3]>,<2,2^3*271,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,5,17,271],[7,3,1,7],1,[1.000000000,1.347781014,1.171677059],<"notfaithful",0>,[6,3]>,<2,2^5*271,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1]],[[1],[1]]],[2,5,17,271],[7,3,1,8],1,[1.000000000,1.571039888,1.133056295],<"2.2e5_271.6t3.3",1>,[6,3]>]
x^6-11*x^4-12*x^3+121*x^2+66*x+36 -2^6*3^3*787^2 0 3 12 "D12" [[1,3,2,4,6,5],[4,6,5,1,3,2],[2,1,6,5,4,3]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,6,5,1,3,2]>,<2,3,[1,3,2,4,6,5]>,<3,2,[5,3,4,2,6,1]>,<6,2,[3,1,5,6,4,2]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 19 x^2+18*x+2 8 [[1389697935,2312563802],[8096989199,7059235467],[-8012681279,0],[-84307920,-7059235467],[-6269324419,-2312563802],[4879626484,0]] 3 [2,1,6,5,3,5,3,4,2,3,1,4,6,5,6,6,6,5,4,3,5,4,6,3,5,3,4,3,1,6,4,2,3,4,3,4,5,5,6,3,3,5,3,4,3,5,5,5,3,4,3,6,1,3,6,2,3,4,5,6,4,6,4,2,1,6,5,5,6,5,6,3,4,4,4,3,3,1,3,4,6,4,6,1,5,2,6,1,2,4,3,3,1,3,4,2,3,6,5,1,5,6,3,3,1,1,3,6,3,4,5,5,2,5,4,6,1,6,3,3,4,4,6,6,5,2,4,6,4,1,4,3,4,4,3,1,3,1,3,3,4,3,1,3,4,3,4,6,1,6,4,3,4,6,1,6,4,2,5,6,3,6,4,6,6,6,5,5] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+18,2>,<x^3+1331*x-7986,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<2,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,2,4,3],[3],[[[1,2,4,3,6,5]]],20,<<[],[1,1,1]>,[[62070,62070],[0,518108],[1,0]]>,[[[-255962,-255962],[0,0]],[[0,255962],[0,0]],[[0,1],[1,0]],[[0,6181],[262143,0]],[[-1,-1],[0,1]],[[-6181,-6181],[0,262143]]]>,<3,2,2,[[2,1,4,3,6,5]],[[1,2,3,4,5,6],[2,1,4,3,6,5]],[1,2,3,4,5,6],[1,2],[1],[[[2,1,4,3,6,5]]],20,<[],[97150728,519210723,1]>,[[-387420486,3],[379470279,387420486],[1302653690,11252060],[-1445268967,-11252060],[-1646144735,398672552],[-140392226,-398672552]]>,<11,2,1,[[3,4,1,2,6,5]],[[1,2,3,4,5,6],[3,4,1,2,6,5]],[3,4,1,2,6,5],[1,3],[1],[[]],20,<[],[2,7,1]>,[[-8629566290940628626,-4412045360559610595],[-9473738974336611754,-27468607328526775001],[22254751232976645539,4412045360559610595],[-670759019892825620,27468607328526775001],[-12781012258640033785,23056561967967164406],[9300325310833454246,-23056561967967164406]]>,<787,2,2,[[1,2,4,3,6,5]],[[1,2,3,4,5,6],[1,2,4,3,6,5]],[1,2,3,4,5,6],[1,4],[1],[[[1,2,4,3,6,5]]],20,<[],[-2751364417085587414338336091263430305541110648635623196037,-1189481274806785234751048570610890738082917269434940894385,1]>,[[246882702182706670782793479520407664377364571804515518021,0],[-1189481274806785234751048570610890738082917269434940895051,0],[1189481274806785234751048570610890738082917269434940894718,-1],[333,1],[2511592852737802865023905415607585447945093106256800578950,4467304626085842908231933479407675530617594348539871943],[-2758475554920509535806698895127993112322457678061316096971,-4467304626085842908231933479407675530617594348539871943]]>*] [x,x^2+1574,x^2-x+1,x^2-4722,x^3+11*x-6,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,787],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,2^3*787,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[2,3,11,787],[7,1,3,7],1,[1.000000000,2.138017585,1.189739297],<"notfaithful",0>,[6,3]>,<1,3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,787],[2,7,2,1],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,3]>,<1,2^3*3*787,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,787],[7,7,1,7],1,[1.000000000,1.163067700,0.9953530584],<"notfaithful",0>,[6,3]>,<2,2^3*787,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[2,3,11,787],[7,1,3,7],1,[1.000000000,2.905084002,1.582463148],<"notfaithful",0>,[6,3]>,<2,2^3*3^2*787,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[1]],[[1]],[[1],[-1]]],[2,3,11,787],[7,8,3,9],1,[1.000000000,0.6667561097,0.8095291612],<"2.2e3_3e2_787.6t3.2",1>,[6,3]>]
x^6-x^5+3*x^4-40*x^3+25*x^2-42*x+441 -3^3*3677^2 0 3 12 "D12" [[2,1,3,5,4,6],[1,3,2,4,6,5],[4,6,5,1,3,2]] [<1,1,[1,2,3,4,5,6]>,<2,1,[4,5,6,1,2,3]>,<2,3,[4,6,5,1,3,2]>,<2,3,[2,1,3,5,4,6]>,<3,2,[3,1,2,6,4,5]>,<6,2,[5,6,4,2,3,1]>] [[1,1,1,1,1,1],[1,1,2,2],[2,2,2],[3,3],[6]] 13 x^2+12*x+2 8 [[121728653,305606018],[-110372724,0],[-282620679,-305606018],[320988897,-289270466],[236694970,0],[-286419116,289270466]] 3 [6,4,6,1,3,4,2,4,6,3,1,4,6,4,6,2,3,4,5,6,1,4,3,6,5,6,5,3,5,3,5,3,3,5,6,4,4,5,3,2,6,4,3,4,6,4,4,5,6,4,3,6,4,6,3,3,3,5,5,2,1,3,4,3,5,6,5,4,6,4,2,2,5,4,5,2,3,1,6,5,3,5,3,4,4,3,6,1,2,5,2,3,1,3,5,3,6,6,5,1,1,6,3,3,4,5,2,2,3,4,4,1,3,4,5,3,4,3,6,3,5,5,6,3,5,3,5,6,4,5,5,2,5,5,3,4,3,1,6,3,4,6,4,2,5,6,5,2,4,3,5,2,4,3,5,2,5,3,4,6,3,3,5,2,6,6,4,1] [[*[1,1,1,1,1,1],"CYC",0,1*],[*[1,1,2,2],"CYC",0,4*],[*[2,2,2],"RES",<[1],x^2>,[<x+56,2>,<x^3-5*x^2+272*x-3061,3>]*],[*[3,3],"CYC",0,5*],[*[6],"CYC",0,6*]] [*<3,4,2,[[2,1,5,6,3,4],[1,2,4,3,6,5]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[1,2,4,3,6,5],[1,3,4,2],[1],[[[2,1,5,6,3,4]]],20,<<[],[2,2,1]>,[[305787288,0],[23780583,0],[1,0]]>,[[[-387420486,0],[3,0]],[[-458762235,0],[387420486,0]],[[306319882,326668395],[344762118,365110631]],[[-347016908,-326668395],[1961345,22309858]],[[-328312364,-384331749],[42658371,22309858]],[[440351134,384331749],[385459144,365110631]]]>,<7,1,1,[],[[1,2,3,4,5,6]],[1,2,3,4,5,6],[1],[1],[[]],20,[],[38805303354709387,11746848295782730,31982668541256072,-4772016042327280,-3758649033055980,-5610784004126070]>,<11,2,1,[[3,4,1,2,6,5]],[[1,2,3,4,5,6],[3,4,1,2,6,5]],[3,4,1,2,6,5],[1,3],[1],[[]],20,<[],[2,7,1]>,[[-35443028607473984001,-80732405002903571816],[231507393537272033398,-307511118197914072440],[-143066188519708990490,80732405002903571816],[-306914758807569496326,307511118197914072440],[-11476004930627539986,-4604604352153904604],[20756225534449792242,4604604352153904604]]>,<3677,4,2,[[1,2,4,3,6,5],[2,1,5,6,3,4]],[[1,2,3,4,5,6],[2,1,5,6,3,4],[1,2,4,3,6,5],[2,1,6,5,4,3]],[2,1,5,6,3,4],[1,2,4,3],[1],[[[1,2,4,3,6,5]]],20,<<[],[2,3673,1]>,[[84607754232084782317177823426310616086710403268391809183433707125675108,91857661392989417823477857680079486836665297213327401623419608897647201],[68257500909479161489329990384618637400501961814145544085010467569139172,-56038440319918715564373059655110804308660468820109719689299287054893972],[1,0]]>,[[[64572642077368393019740773025448196067412092251624252618772425740228640,-30088583197376035895138783150181084292543767730458505558788648148627546],[0,0]],[[-49799285501797176178074909571976854827573102396045064831774766383197844,30088583197376035895138783150181084292543767730458505558788648148627546],[0,0]],[[-68257500909479161489329990384618637400501961814145544085010467569138816,56038440319918715564373059655110804308660468820109719689299287054897540],[-1,0]],[[356,3568],[1,0]],[[-80508232012921032110191561110063493255181828840359554573839480823602174,81271061306005172168796553730395905167527534629675950128905448277193383],[-21133536259662112231267036303739201765428257124807600991042870803762,26225104929548322474234068888054935381639125709426780959903854220091]],[[-70121531423542509242222847370620479324760815563844864469257031706047362,66804406144447598266908922026324559264417612912985105522904585409662710],[21133536259662112231267036303739201765428257124807600991042870803762,-26225104929548322474234068888054935381639125709426780959903854220091]]]>*] [x,x^2-x+2758,x^2-x+1,x^2-x-919,x^3-x^2-2*x+21,0] [1,2,2,2,3,6] <[1],[2],[3],[4],[5],[6]> [<1,1,1,[[1],[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,7,11,3677],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[6,3]>,<1,3*3677,1,[[1],[1],[-1],[-1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1]]],[3,7,11,3677],[7,1,3,7],1,[1.000000000,2.692061269,1.401645536],<"notfaithful",0>,[6,3]>,<1,3,1,[[1],[-1],[-1],[1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1]]],[3,7,11,3677],[7,1,2,2],1,[1.000000000,0.6045997881,0.7813024129],<"notfaithful",0>,[6,3]>,<1,3677,1,[[1],[-1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[3,7,11,3677],[2,1,1,7],1,[1.000000000,0.4355373756,0.7027492500],<"notfaithful",0>,[6,3]>,<2,3*3677,1,[[2],[2],[0],[0],[-1],[-1]],[[[1],[-2],[1]],[[1],[-2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[1],[1]],[[1],[-1]]],[3,7,11,3677],[7,1,3,7],1,[1.000000000,0.9981763182,0.8628074157],<"notfaithful",0>,[6,3]>,<2,3*3677,1,[[2],[-2],[0],[0],[-1],[1]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[1],[1]],[[1],[-1],[1]],[[1],[1]]],[3,7,11,3677],[7,1,3,7],1,[1.000000000,1.610529036,1.197570350],<"2.3_3677.6t3.1",1>,[6,3]>]
