x^2-x-705 7*13*31 2 0 2 "C2" [[2,1]] [<1,1,[1,2]>,<2,1,[2,1]>] [[1,1],[2]] 3 x-1 5 [[-21],[22]] 1 [2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,1,2,1,1,1,2,1,2,1,1,2,1,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,1,1,1,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,1,2,1,1,1,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2] [[*[1,1],"CYC",0,1*],[*[2],"CYC",0,2*]] [*<7,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-693,7,1]>,[[-3,-1],[4,1]]>,<13,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-663,13,1]>,[[-6,-1],[7,1]]>,<31,2,2,[[2,1]],[[1,2],[2,1]],[1,2],[1,2],[1],[[[2,1]]],20,<[],[-465,31,1]>,[[-15,-1],[16,1]]>*] [x,0] [1,2] <[1],[2]> [<1,1,1,[[1],[1]],[[[1],[-1]],[[1],[-1]]],[7,13,31],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[2,1]>,<1,7*13*31,1,[[1],[-1]],[[[1],[-1]],[[1],[1]],[[1]]],[7,13,31],[3,3,3],1,[1.000000000,1.373379627,0.9485442773],<"1.7_13_31.2t1.1",1>,[2,1]>]
x^3-51*x-145 -3^3*1373 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 5 x-1 5 [[-895],[1261],[-366]] 2 [3,1,1,3,2,2,2,1,2,1,3,3,2,3,1,1,2,2,3,2,2,2,1,3,2,3,3,2,2,3,1,2,1,3,3,2,1,3,3,3,3,3,2,2,2,2,3,2,2,3,2,1,2,2,2,3,3,1,3,2,2,3,3,3,3,2,3,3,2,1,2,2,2,3,2,2,2,2,1,2,2,2,2,3,3,3,1,3,1,2,3,3,3,3,2,2,2,1,2,2,2,3,2,3,1,2,2,3,3,2,2,1,3,2,1,2,2,2,1,2,3,1,1,3,2,2,1,3,2,3,2,2,1,2,2,2,2,3,2,2,2,2,2,3,2,1,2,3,2,3,3,3,3,2,2,2,2,3,2,3,2,2,1,2,2,2,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,6,6,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,2],[[[3,1,2],[1,3,2]],[[3,1,2]]],20,<[],[-1336119276,-521573427,-1179317118,835177743,-1301457726,-643714035,1]>,[[341844565,-167751468,256920434,18741174,-447873053,-438777071],[-6694868,290736264,-91554838,494649698,377261461,217110188],[-335149697,-122984796,-165365596,-513390872,70611592,221666883]]>,<1373,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-81737506662619838712308080088355292631893766001050946768089852,-128831402142842166476429122126607995766951802453038806657922232,1]>,[[-128831402142842166476429122126607995766951802453038806657923758,0],[128831402142842166476429122126607995766951802453038806657922995,-1],[763,1]]>*] [x,x^2-x+1030,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,1373],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*1373,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,1373],[4,4],1,[1.000000000,2.643307794,1.398949643],<"notfaithful",0>,[3,2]>,<2,3^3*1373,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[3,1373],[4,5],1,[1.000000000,0.8839941876,0.8155439852],<"2.3e3_1373.3t2.1",1>,[3,2]>]
x^3+21*x-1 -3^3*1373 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 7 x-1 5 [[6511],[-4947],[-1564]] 2 [3,1,3,1,2,2,2,3,2,3,1,3,2,3,3,3,2,2,3,2,2,2,3,1,2,3,3,2,2,3,3,2,3,1,1,2,1,1,3,1,1,3,2,2,2,2,1,2,2,1,2,3,2,2,2,1,3,1,3,2,2,1,3,1,1,2,3,3,2,3,2,2,2,3,2,2,2,2,1,2,2,2,2,3,3,1,3,3,3,2,3,1,3,1,2,2,2,1,2,2,2,3,2,3,3,2,2,3,3,2,2,3,3,2,1,2,2,2,1,2,1,3,3,1,2,2,1,3,2,3,2,2,3,2,2,2,2,3,2,2,2,2,2,3,2,3,2,3,2,1,1,1,3,2,2,2,2,1,2,3,2,2,3,2,2,2,2,3] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,6,6,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,2],[[[3,1,2],[1,3,2]],[[3,1,2]]],20,<[],[640429872,-1565494785,-426952911,-569270781,142317765,-996224109,1]>,[[-217139459,433762056,-122374609,-558145659,536921080,79229278],[-22278890,-361057164,-174193033,-301461139,459641200,-157344610],[239418349,-72704892,296567642,-302654669,165699187,78115332]]>,<1373,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[-120567013548989140928745041350338327319107013215134451339037761,-108238821738814015258257164178325473856407229776925034883097412,1]>,[[-108238821738814015258257164178325473856407229776925034883099962,0],[108238821738814015258257164178325473856407229776925034883098687,-1],[1275,1]]>*] [x,x^2-x+1030,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,1373],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*1373,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,1373],[4,4],1,[1.000000000,2.643307794,1.398949643],<"notfaithful",0>,[3,2]>,<2,3^3*1373,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[3,1373],[4,5],1,[1.000000000,0.5961403878,0.7593726686],<"2.3e3_1373.3t2.2",1>,[3,2]>]
x^3+3*x-37 -3^3*1373 1 1 6 "S3" [[2,3,1],[2,1,3]] [<1,1,[1,2,3]>,<2,3,[2,1,3]>,<3,2,[2,3,1]>] [[1,1,1],[1,2],[3]] 37 x-1 5 [[-14554283],[23984896],[-9430613]] 2 [3,1,3,3,2,2,2,3,2,3,3,1,2,3,3,3,2,2,3,2,2,2,3,3,2,3,1,2,2,1,3,2,3,3,3,2,1,3,3,3,3,3,2,2,2,2,3,2,2,3,2,3,2,2,2,3,3,1,1,2,2,3,3,3,3,2,1,3,2,3,2,2,2,3,2,2,2,2,1,2,2,2,2,3,3,3,3,1,3,2,1,3,3,3,2,2,2,1,2,2,2,3,2,1,3,2,2,3,3,2,2,3,3,2,1,2,2,2,1,2,3,3,3,3,2,2,1,1,2,1,2,2,3,2,2,2,2,1,2,2,2,2,2,1,2,3,2,1,2,3,3,3,1,2,2,2,2,3,2,1,2,2,3,2,2,2,2,1] [[*[1,1,1],"CYC",0,1*],[*[1,2],"CYC",0,2*],[*[3],"CYC",0,3*]] [*<3,6,6,[[3,1,2],[1,3,2]],[[1,2,3],[2,1,3],[2,3,1]],[1,2,3],[1,2,3],[1,2],[[[3,1,2],[1,3,2]],[[3,1,2]]],20,<[],[-144081966,-432245898,-1440819867,1325554497,576328041,1584902010,1]>,[[509806246,474333399,-445531294,51844578,-171754601,-543611537],[466905652,-306823605,-188429695,548614121,-196767359,458568011],[185549569,-167509794,-528300478,561802768,368521960,85043526]]>,<1373,2,2,[[1,3,2]],[[1,2,3],[1,3,2]],[1,2,3],[1,2],[1],[[[1,3,2]]],20,<[],[255717131355129383671022576201063468971857013516992115401606861,-62309807606728889224189699245140421245175345402653916155369145,1]>,[[-62309807606728889224189699245140421245175345402653916155370555,0],[62309807606728889224189699245140421245175345402653916155369850,-1],[705,1]]>*] [x,x^2-x+1030,0] [1,2,3] <[1],[2],[3]> [<1,1,1,[[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]]],[3,1373],[1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[3,2]>,<1,3*1373,1,[[1],[-1],[1]],[[[1],[-1]],[[1],[1]],[[1],[-1]],[[1]]],[3,1373],[4,4],1,[1.000000000,2.643307794,1.398949643],<"notfaithful",0>,[3,2]>,<2,3^3*1373,1,[[2],[0],[-1]],[[[1],[-2],[1]],[[1],[0],[-1]],[[1],[1],[1]],[[1]],[[1],[-1]]],[3,1373],[4,5],1,[1.000000000,0.3339463272,0.7127033424],<"2.3e3_1373.3t2.3",1>,[3,2]>]
x^4-x^3+4*x^2-17*x+25 11^2*353 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 113 x-1 5 [[-2797906886],[-1319306705],[3829441595],[287771997]] 3 [3,4,4,5,1,5,3,3,2,3,4,4,3,3,2,4,4,3,4,4,3,5,3,4,2,5,4,5,3,1,3,3,4,5,5,5,1,4,3,5,4,2,2,5,3,4,5,1,5,4,3,5,5,4,4,5,2,3,3,3,3,3,3,1,4,2,2,3,5,3,1,5,4,5,4,2,2,1,4,5,4,1,3,4,3,4,4,5,5,4,4,5,4,5,2,5,2,2,5,3,3,5,5,5,3,4,4,3,4,5,3,3,4,4,4,2,4,4,4,3,4,5,3,2,2,5,4,4,2,5,5,5,4,4,5,5,4,3,1,5,5,5,4,3,4,4,5,5,2,1,3,4,1,3,2,4,3,1,3,5,4,5,3,1,1,1,1,5] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x+16,2>,<x^2+31*x+152,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[2,1,4,3],[1,3],[1],[[]],20,<[],[1,1,1]>,[[-444912,347725],[255939,-347725],[36355,14808],[21547,-14808]]>,<11,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-251681943580506350879,-203507453568940029498,1]>,[[203507453568940029507,-1],[9,1],[-42298323478648445607,-7049720579774740935],[-161209130090291583908,7049720579774740935]]>,<353,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[26200738145141958282834655498027539295584879086034,-432303572158454171986578755166332147405710709836367,1]>,[[-427021652050134117644796123817461308516590618627265,0],[-5281920108320054341782631348870838889120091209775,0],[432303572158454171986578755166332147405710709836704,-1],[337,1]]>*] [x,x^2-x+3,x^2-x-88,x^2-x+971,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,11,353],[1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,11,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,11,353],[3,6,1],1,[1.000000000,0.9472258251,0.9095391053],<"notfaithful",0>,[4,3]>,<1,353,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,11,353],[1,1,6],1,[1.000000000,1.263264627,1.142875459],<"notfaithful",0>,[4,3]>,<1,11*353,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,11,353],[3,6,6],1,[1.000000000,0.4033259491,0.7042557203],<"notfaithful",0>,[4,3]>,<2,11*353,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[-1]]],[2,11,353],[3,6,6],1,[1.000000000,1.456249004,1.085062320],<"2.11_353.4t3.1",1>,[4,3]>]
x^4+19*x^2+132 3*11*167^2 0 2 8 "D8" [[4,2,3,1],[2,1,4,3]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[1,3,2,4]>,<4,2,[2,4,1,3]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 97 x-1 5 [[986576341],[-3939935201],[3939935201],[-986576341]] 3 [1,4,5,4,1,5,3,4,5,2,2,3,3,5,4,5,5,4,3,5,5,5,3,4,1,3,3,2,5,5,4,3,4,5,3,5,2,3,3,1,4,2,4,5,3,1,4,2,3,1,2,2,5,4,5,2,5,5,5,1,4,2,5,4,3,4,3,4,3,5,4,2,1,5,3,4,5,1,5,4,4,1,1,1,5,5,4,5,1,3,4,3,3,1,3,2,4,5,4,5,5,2,2,3,5,1,5,3,4,4,5,4,4,3,1,5,3,5,4,3,3,5,1,5,3,2,3,5,3,4,5,2,3,2,2,5,5,5,5,1,5,3,3,3,3,4,4,2,2,4,4,5,2,3,2,4,4,4,5,3,4,3,4,5,5,5,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2-3*x+1>,[<x+114,2>,<x^2-19008,3>]*],[*[4],"CYC",0,5*]] [*<2,1,1,[],[[1,2,3,4]],[1,2,3,4],[1],[1],[[]],20,[],[-27190,27190,123709,-123709]>,<3,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,2,1]>,[[-586175556,0],[0,0],[1,0]]>,[[[-1047728347,-1047728347],[0,0]],[[1047728347,1047728347],[0,0]],[[0,0],[-1,0]],[[0,0],[1,0]]]>,<11,2,2,[[1,2,4,3]],[[1,2,3,4],[1,2,4,3]],[1,2,3,4],[1,4],[1],[[[1,2,4,3]]],20,<[],[92325796861369189074,0,1]>,[[-285329729292472799467,0],[285329729292472799467,0],[0,-1],[0,1]]>,<167,4,2,[[2,1,4,3],[3,4,1,2]],[[1,2,3,4],[2,1,4,3],[3,4,1,2],[4,3,2,1]],[3,4,1,2],[1,3,3,2],[1],[[[2,1,4,3]]],20,<<[],[5,166,1]>,[[-96046167216308029713003836949842849209437231,55471209372761304430221756198413551858952706],[-101754987953201538573005614167170221727142074,-90397177559726009798333390771933854271630912],[1,0]]>,[[[101754987953201538573005614167170221727142151,90397177559726009798333390771933854271630925],[-1,0]],[[77,13],[1,0]],[[-77,-13],[-1,0]],[[-101754987953201538573005614167170221727142151,-90397177559726009798333390771933854271630925],[1,0]]]>*] [x,x^2-x+42,x^2-x-8,x^2-x+1378,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,167],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,167,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,167],[1,1,1,6],1,[1.000000000,2.674141121,1.471486590],<"notfaithful",0>,[4,3]>,<1,3*11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,11,167],[1,6,6,1],1,[1.000000000,1.332797188,1.249510981],<"notfaithful",0>,[4,3]>,<1,3*11*167,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,11,167],[1,6,6,6],1,[1.000000000,2.369860019,1.365478777],<"notfaithful",0>,[4,3]>,<2,3*11*167,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,3,11,167],[1,6,7,6],1,[1.000000000,2.792216876,1.604101687],<"2.3_11_167.4t3.1",1>,[4,3]>]
x^4-2*x^3+x^2+167 3*11*167^2 0 2 8 "D8" [[2,1,4,3],[1,3,2,4]] [<1,1,[1,2,3,4]>,<2,1,[4,3,2,1]>,<2,2,[2,1,4,3]>,<2,2,[4,2,3,1]>,<4,2,[3,1,4,2]>] [[1,1,1,1],[1,1,2],[2,2],[4]] 29 x-1 5 [[7083224],[-9600526],[9600527],[-7083223]] 3 [2,4,5,4,4,5,3,4,5,1,2,3,3,5,4,5,5,4,3,5,5,5,3,4,1,3,3,1,5,5,4,3,4,5,3,5,2,3,1,2,4,2,4,5,3,1,4,2,3,1,1,1,5,4,5,1,5,5,5,2,4,1,5,4,3,4,3,4,3,5,4,1,1,5,3,4,5,1,5,4,4,1,2,1,5,5,4,5,2,3,4,3,3,2,3,1,4,5,4,5,5,1,1,3,5,1,5,3,4,4,5,4,4,3,1,5,3,5,4,3,3,5,2,5,3,1,3,5,3,4,5,1,3,2,1,5,5,5,5,2,5,3,3,3,3,4,4,1,2,4,4,5,2,3,2,4,4,4,5,3,4,3,4,5,5,5,3,4] [[*[1,1,1,1],"CYC",0,1*],[*[1,1,2],"CYC",0,4*],[*[2,2],"RES",<[1],x^2>,[<x,2>,<x^2-2*x-2672,3>]*],[*[4],"CYC",0,5*]] [*<2,2,1,[[3,4,1,2]],[[1,2,3,4],[3,4,1,2]],[3,4,1,2],[1,2],[1],[[]],20,<[],[1,1,1]>,[[185604,-153081],[259718,-4853],[-185603,153081],[-259717,4853]]>,<3,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,2,1]>,[[14473473,0],[3,0],[1,0]]>,[[[-1395406734,347985466],[0,0]],[[1395406735,-347985466],[0,0]],[[-13,0],[129140154,0]],[[14,0],[9,0]]]>,<11,4,2,[[1,2,4,3],[2,1,3,4]],[[1,2,3,4],[2,1,3,4],[1,2,4,3],[2,1,4,3]],[2,1,3,4],[1,4,4,2],[1],[[[1,2,4,3]]],20,<<[],[2,7,1]>,[[184651593722738378159,0],[11,0],[1,0]]>,[[[-41547379510844885946,-107977821993464254442],[0,0]],[[41547379510844885947,107977821993464254442],[0,0]],[[-5,0],[-1,0]],[[6,0],[1,0]]]>,<167,2,2,[[2,1,4,3]],[[1,2,3,4],[2,1,4,3]],[1,2,3,4],[1,3],[1],[[[2,1,4,3]]],20,<[],[-57152751854084357118317694905144114102052024,-21622250205344452740936079826303531146797248,1]>,[[21622250205344452740936079826303531146797248,-1],[0,1],[1,-1],[-21622250205344452740936079826303531146797247,1]]>*] [x,x^2-x+42,x^2-x-8,x^2-x+1378,0] [1,2,2,2,5] <[1],[2],[3],[4],[5]> [<1,1,1,[[1],[1],[1],[1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[-1]]],[2,3,11,167],[1,1,1,1],1,[1.000000000,0.0000000000,1.644934067],<"notfaithful",0>,[4,3]>,<1,167,1,[[1],[1],[-1],[1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[-1]],[[1],[1]],[[1]]],[2,3,11,167],[1,1,1,6],1,[1.000000000,2.674141121,1.471486590],<"notfaithful",0>,[4,3]>,<1,3*11,1,[[1],[1],[1],[-1],[-1]],[[[1],[-1]],[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1]]],[2,3,11,167],[1,6,6,1],1,[1.000000000,1.332797188,1.249510981],<"notfaithful",0>,[4,3]>,<1,3*11*167,1,[[1],[1],[-1],[-1],[1]],[[[1],[-1]],[[1],[-1]],[[1],[1]],[[1],[1]],[[1],[-1]],[[1]]],[2,3,11,167],[1,6,6,6],1,[1.000000000,2.369860019,1.365478777],<"notfaithful",0>,[4,3]>,<2,3*11*167,1,[[2],[-2],[0],[0],[0]],[[[1],[-2],[1]],[[1],[2],[1]],[[1],[0],[-1]],[[1],[0],[-1]],[[1],[0],[1]],[[1],[1]],[[1],[-1]]],[2,3,11,167],[2,6,6,7],1,[1.000000000,0.3202000618,0.5710030131],<"2.3_11_167.4t3.2",1>,[4,3]>]
